"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","PlatformPortfolio.AnD","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"20",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"Aircraft and Drones","Army","YOUNG",0.236664375416757,1.25639955484953
"21",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"Aircraft and Drones","Army","YOUNG",0.453259139218446,0.3755527654182
"22",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"Aircraft and Drones","Army","YOUNG",0.514654618434726,0.401526044356643
"23",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"Aircraft and Drones","Army","YOUNG",0.0363631858627409,0.334758981171971
"24",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Aircraft and Drones","Army","YOUNG",0.093456100075774,0.21482463479108
"25",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"Aircraft and Drones","Army","YOUNG",0.225734116107383,0.118517800681966
"26",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"Aircraft and Drones","Army","YOUNG",0.181930618326478,0.167040278169878
"27",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Aircraft and Drones","Army","YOUNG",0.182542125773977,0.196735620069279
"28",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"Aircraft and Drones","Army","YOUNG",1.09865584694052,0.487709530346992
"29",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"Aircraft and Drones","Army","YOUNG",1.6881413347561,0.989779769156865
"30",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"Aircraft and Drones","Army","YOUNG",0.127488210569106,0.971428464088575
"31",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"Aircraft and Drones","Army","YOUNG",0.120075625695336,0.645235057006846
"32",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"Aircraft and Drones","Army","YOUNG",0.0260051736842105,0.091189669982884
"33",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"Aircraft and Drones","Army","YOUNG",0.00889628187847668,0.0516590270860077
"34",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"Aircraft and Drones","Army","YOUNG",0.0867629626765083,0.0405548060797318
"35",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"Aircraft and Drones","Army","YOUNG",0.185940419009414,0.0938665545214663
"36",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"Aircraft and Drones","Army","YOUNG",0.388634197058194,0.220445859581372
"37",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"Aircraft and Drones","Army","YOUNG",0.0143848455937893,0.196319820553799
"38",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"Aircraft and Drones","Army","YOUNG",0.117485080801511,0.173501374484498
"39",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"Aircraft and Drones","Army","YOUNG",0.463182035228703,0.198350653874668
"40",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"Aircraft and Drones","Army","YOUNG",1.51813959553084,0.699602237187019
"41",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"Aircraft and Drones","Army","YOUNG",0.0529280990138481,0.678083243257798
"42",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"Aircraft and Drones","Army","YOUNG",0.765658978808225,0.778908891117639
"43",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"Aircraft and Drones","Army","YOUNG",0.0964457628514477,0.305010946891174
"44",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"Aircraft and Drones","Army","YOUNG",0.205408431368024,0.355837724342565
"45",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"Aircraft and Drones","Army","YOUNG",0.239534393411666,0.180462862543712
"46",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"Aircraft and Drones","Army","YOUNG",0.0815318340537138,0.175491552944468
"47",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"Aircraft and Drones","Army","YOUNG",0.315093061204364,0.212053096223248
"48",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"Aircraft and Drones","Army","YOUNG",0.319213185428032,0.238612693562037
"49",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"Aircraft and Drones","Army","YOUNG",0.0307763113393239,0.221694185990573
"50",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"Aircraft and Drones","Army","YOUNG",0.0405873887141635,0.130192295160506
"51",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"Aircraft and Drones","Army","YOUNG",0.0658994356118956,0.0457543785551277
"52",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"Aircraft and Drones","Army","CARTER",0.195504636100888,NA
"53",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"Aircraft and Drones","Army","CARTER",0.170073182853431,NA
"54",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"Aircraft and Drones","Army","CARTER",0.455892980407015,0.273823599787111
"55",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"Aircraft and Drones","Army","CARTER",0.233219857815545,0.286395340358664
"56",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"Aircraft and Drones","Army","CARTER",0.684090599004114,0.457734479075558
"57",2009-10-01,2009-12-31,"Q1",2010-09-30,1,"Aircraft and Drones","Army","CARTER",0.181557702449722,0.366289386423127
"58",2009-11-01,2009-12-31,"Q1",2010-09-30,1.08493150684932,"Aircraft and Drones","Army","CARTER",0.0986515395913564,0.321433280348397
"59",2009-12-01,2009-12-31,"Q1",2010-09-30,1.16712328767123,"Aircraft and Drones","Army","CARTER",0.430342469052204,0.236850570364427
"60",2010-01-01,2010-03-31,"Q2",2010-09-30,1.25205479452055,"Aircraft and Drones","Army","CARTER",0.171956624518614,0.233650211054058
"61",2010-02-01,2010-03-31,"Q2",2010-09-30,1.33698630136986,"Aircraft and Drones","Army","CARTER",0.370849199368849,0.324382764313222
"62",2010-03-01,2010-03-31,"Q2",2010-09-30,1.41369863013699,"Aircraft and Drones","Army","CARTER",0.337423857958922,0.293409893948795
"63",2010-04-01,2010-06-30,"Q3",2010-09-30,1.4986301369863,"Aircraft and Drones","Army","CARTER",0.434875384274711,0.381049480534161
"64",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"Aircraft and Drones","Army","CARTER",0.508115648459563,0.426804963564399
"65",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"Aircraft and Drones","Army","CARTER",0.754367614912281,0.565786215882185
"66",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"Aircraft and Drones","Army","CARTER",0.156736423630723,0.473073229000856
"67",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"Aircraft and Drones","Army","CARTER",0.198489330979889,0.369864456507631
"68",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"Aircraft and Drones","Army","CARTER",0.779694717640137,0.378306824083583
"69",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"Aircraft and Drones","Army","CARTER",0.49250905504616,0.490231034555395
"70",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"Aircraft and Drones","Army","CARTER",0.399293601479228,0.557165791388508
"71",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"Aircraft and Drones","Army","CARTER",0.684198714509022,0.525333790344803
"72",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"Aircraft and Drones","Army","CARTER",0.350952382438103,0.478148232808784
"73",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"Aircraft and Drones","Army","CARTER",0.393408256861099,0.476186451269408
"74",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"Aircraft and Drones","Army","CARTER",0.471844494187998,0.4054017111624
"75",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"Aircraft and Drones","Army","CARTER",0.482703945163659,0.449318898737586
"76",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"Aircraft and Drones","Army","CARTER",0.683097758487201,0.545882065946286
"77",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"Aircraft and Drones","Army","CARTER",0.497261684315988,0.554354462655616
"78",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"Aircraft and Drones","Army","CARTER",0.506450045866555,0.562269829556581
"79",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"Aircraft and Drones","Army","CARTER",0.457482950744859,0.487064893642467
"80",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"Aircraft and Drones","Army","CARTER",0.821012536676458,0.594981844429291
"81",2011-10-01,2011-12-31,"Q1",2011-11-02,3,"Aircraft and Drones","Army","CARTER",0.394126102800947,0.557540530074088
"82",2011-11-01,2011-12-31,"Q1",2011-11-02,3.08493150684932,"Aircraft and Drones","Army","CARTER",0.402208000895891,0.539115546791099
"83",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"Aircraft and Drones","Army","CARTER",0.387868273638142,0.394734125778327
"84",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"Aircraft and Drones","Army","CARTER",0.141808855658532,0.310628376730855
"85",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"Aircraft and Drones","Army","CARTER",0.127351682957471,0.219009604084715
"86",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"Aircraft and Drones","Army","CARTER",0.0891962643291113,0.119452267648371
"87",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"Aircraft and Drones","Army","CARTER",0.538695286067346,0.251747744451309
"88",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"Aircraft and Drones","Army","CARTER",0.179855336072495,0.269248962156318
"89",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"Aircraft and Drones","Army","CARTER",0.0679111574503141,0.262153926530052
"90",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"Aircraft and Drones","Army","CARTER",0.294352885871692,0.180706459798167
"91",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"Aircraft and Drones","Army","CARTER",0.1302823399135,0.164182127745169
"92",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"Aircraft and Drones","Army","CARTER",0.114474478519205,0.179703234768132
"93",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"Aircraft and Drones","Army","CARTER",0.164018753186351,0.136258523873019
"94",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"Aircraft and Drones","Army","CARTER",0.122989383251244,0.133827538318933
"95",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"Aircraft and Drones","Army","CARTER",0.35123519068366,0.212747775707085
"96",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"Aircraft and Drones","Army","CARTER",0.0718275060937341,0.182017360009546
"97",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"Aircraft and Drones","Army","CARTER",0.0566244762487052,0.159895724342033
"98",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"Aircraft and Drones","Army","CARTER",0.0627857132112318,0.0637458985178904
"99",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"Aircraft and Drones","Army","CARTER",0.0513847889912664,0.0569316594837345
"100",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"Aircraft and Drones","Army","CARTER",0.00264273746237433,0.0389377465549575
"101",2013-06-01,2013-06-30,"Q3",2013-09-30,4.66849315068493,"Aircraft and Drones","Army","CARTER",0.606199092832944,0.220075539762195
"102",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"Aircraft and Drones","Army","CARTER",0.241848915576965,0.283563581957428
"103",2013-07-01,2013-09-30,"Q4",2013-09-30,4.75068493150685,"Aircraft and Drones","Army","CARTER",0.0621516547143292,0.303399887708079
"104",2013-08-01,2013-09-30,"Q4",2013-09-30,4.83561643835616,"Aircraft and Drones","Army","CARTER",0.213148156337768,0.172382908876354
"105",2013-09-01,2013-09-30,"Q4",2013-09-30,4.92054794520548,"Aircraft and Drones","Army","CARTER",0.059337916241698,0.111545909097932
"106",2011-12-01,2011-12-31,"Q1",2012-09-30,0.167123287671233,"Aircraft and Drones","Army","KENDALL",0.745574499248275,NA
"107",2012-01-01,2012-03-31,"Q2",2012-09-30,0.252054794520548,"Aircraft and Drones","Army","KENDALL",0.245505598517146,NA
"108",2012-02-01,2012-03-31,"Q2",2012-09-30,0.336986301369863,"Aircraft and Drones","Army","KENDALL",0.18542307772629,0.392167725163903
"109",2012-03-01,2012-03-31,"Q2",2012-09-30,0.416438356164384,"Aircraft and Drones","Army","KENDALL",0.347377367902379,0.259435348048605
"110",2012-05-01,2012-06-30,"Q3",2012-09-30,0.583561643835616,"Aircraft and Drones","Army","KENDALL",0.472983516486459,0.335261320705042
"111",2012-06-01,2012-06-30,"Q3",2012-09-30,0.668493150684932,"Aircraft and Drones","Army","KENDALL",3.27874890791885,1.36636993076923
"112",2012-07-01,2012-09-30,"Q4",2012-09-30,0.750684931506849,"Aircraft and Drones","Army","KENDALL",0.860302676099269,1.53734503350153
"113",2012-08-01,2012-09-30,"Q4",2012-09-30,0.835616438356164,"Aircraft and Drones","Army","KENDALL",0.327954257285552,1.48900194710123
"114",2012-09-01,2012-09-30,"Q4",2012-09-30,0.920547945205479,"Aircraft and Drones","Army","KENDALL",1.21742619765215,0.801894377012323
"115",2012-10-01,2012-12-31,"Q1",2013-09-30,1.0027397260274,"Aircraft and Drones","Army","KENDALL",0.375576652277851,0.640319035738517
"116",2012-11-01,2012-12-31,"Q1",2013-09-30,1.08767123287671,"Aircraft and Drones","Army","KENDALL",0.955437902973901,0.849480250967966
"117",2012-12-01,2012-12-31,"Q1",2013-09-30,1.16986301369863,"Aircraft and Drones","Army","KENDALL",1.46431103438052,0.931775196544091
"118",2013-01-01,2013-03-31,"Q2",2013-09-30,1.25479452054795,"Aircraft and Drones","Army","KENDALL",0.0656608537984158,0.82846993038428
"119",2013-02-01,2013-03-31,"Q2",2013-09-30,1.33972602739726,"Aircraft and Drones","Army","KENDALL",0.138162209368843,0.556044699182594
"120",2013-03-01,2013-03-31,"Q2",2013-09-30,1.41643835616438,"Aircraft and Drones","Army","KENDALL",0.302435820459835,0.168752961209032
"121",2013-04-01,2013-06-30,"Q3",2013-09-30,1.5013698630137,"Aircraft and Drones","Army","KENDALL",0.196120214203717,0.212239414677465
"122",2013-05-01,2013-06-30,"Q3",2013-09-30,1.58356164383562,"Aircraft and Drones","Army","KENDALL",0.808518121306997,0.435691385323516
"123",2013-06-01,2013-06-30,"Q3",2013-09-30,1.66849315068493,"Aircraft and Drones","Army","KENDALL",2.00966066662131,1.00476633404401
"124",2013-07-01,2013-09-30,"Q4",2013-09-30,1.75068493150685,"Aircraft and Drones","Army","KENDALL",0.597958948439931,1.13871257878941
"125",2013-08-01,2013-09-30,"Q4",2013-09-30,1.83561643835616,"Aircraft and Drones","Army","KENDALL",1.33802667431289,1.31521542979137
"126",2013-09-01,2013-09-30,"Q4",2013-09-30,1.92054794520548,"Aircraft and Drones","Army","KENDALL",1.26905539469463,1.06834700581582
"127",2013-10-01,2013-12-31,"Q1",2014-09-30,2.0027397260274,"Aircraft and Drones","Army","KENDALL",0.1925233985708,0.933201822526105
"128",2013-11-01,2013-12-31,"Q1",2014-09-30,2.08767123287671,"Aircraft and Drones","Army","KENDALL",0.3143258984472,0.591968230570876
"129",2013-12-01,2013-12-31,"Q1",2014-09-30,2.16986301369863,"Aircraft and Drones","Army","KENDALL",2.1388065738913,0.8818852903031
"130",2014-01-01,2014-03-31,"Q2",2014-09-30,2.25479452054795,"Aircraft and Drones","Army","KENDALL",0.6358640273661,1.02966549990153
"131",2014-02-01,2014-03-31,"Q2",2014-09-30,2.33972602739726,"Aircraft and Drones","Army","KENDALL",0.2034580229131,0.992709541390167
"132",2014-03-01,2014-03-31,"Q2",2014-09-30,2.41643835616438,"Aircraft and Drones","Army","KENDALL",0.924846809125,0.588056286468067
"133",2014-04-01,2014-06-30,"Q3",2014-09-30,2.5013698630137,"Aircraft and Drones","Army","KENDALL",0.4049069684553,0.511070600164467
"134",2014-05-01,2014-06-30,"Q3",2014-09-30,2.58356164383562,"Aircraft and Drones","Army","KENDALL",0.5450301032041,0.624927960261467
"135",2014-06-01,2014-06-30,"Q3",2014-09-30,2.66849315068493,"Aircraft and Drones","Army","KENDALL",0.84870860577,0.599548559143133
"136",2014-07-01,2014-09-30,"Q4",2014-09-30,2.75068493150685,"Aircraft and Drones","Army","KENDALL",0.4079027597784,0.600547156250833
"137",2014-08-01,2014-09-30,"Q4",2014-09-30,2.83561643835616,"Aircraft and Drones","Army","KENDALL",1.4622812773287,0.9062975476257
"138",2014-09-01,2014-09-30,"Q4",2014-09-30,2.92054794520548,"Aircraft and Drones","Army","KENDALL",0.7590668176804,0.876416951595833
"139",2011-11-01,2011-12-31,"Q1",2012-09-30,0.0849315068493151,"Aircraft and Drones","Army","KENDALL",0.201428371558027,0.807592155522376
"140",2012-04-01,2012-06-30,"Q3",2012-09-30,0.501369863013699,"Aircraft and Drones","Army","KENDALL",0.306494702265472,0.422329963834633
"141",2007-07-01,2007-09-30,"Q4",2007-09-30,0.747945205479452,"Aircraft and Drones","Navy","YOUNG",0.261098355258727,NA
"142",2007-08-01,2007-09-30,"Q4",2007-09-30,0.832876712328767,"Aircraft and Drones","Navy","YOUNG",0.32607810112246,NA
"143",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"Aircraft and Drones","Navy","YOUNG",0.489054016197104,0.35874349085943
"144",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"Aircraft and Drones","Navy","YOUNG",0.718146691767896,0.511092936362487
"145",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"Aircraft and Drones","Navy","YOUNG",0.20710749027115,0.471436066078717
"146",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"Aircraft and Drones","Navy","YOUNG",0.661994561062907,0.529082914367317
"147",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"Aircraft and Drones","Navy","YOUNG",0.567331149045553,0.478811066793203
"148",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"Aircraft and Drones","Navy","YOUNG",0.375608057668113,0.534977922592191
"149",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"Aircraft and Drones","Navy","YOUNG",0.472387580227766,0.471775595647144
"150",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"Aircraft and Drones","Navy","YOUNG",0.710993195130152,0.51966294434201
"151",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"Aircraft and Drones","Navy","YOUNG",1.47644223412148,0.886607669826464
"152",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"Aircraft and Drones","Navy","YOUNG",0.368199099121475,0.851878176124367
"153",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"Aircraft and Drones","Navy","YOUNG",1.50353121686551,1.11605751670282
"154",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"Aircraft and Drones","Navy","YOUNG",0.335434111095445,0.735721475694143
"155",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"Aircraft and Drones","Navy","YOUNG",1.03552394195228,0.958163089971077
"156",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"Aircraft and Drones","Navy","YOUNG",0.681446579844122,0.684134877630615
"157",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"Aircraft and Drones","Navy","YOUNG",0.510264028209569,0.742411516668656
"158",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"Aircraft and Drones","Navy","YOUNG",1.37142453972721,0.854378382593635
"159",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"Aircraft and Drones","Navy","YOUNG",0.57489473405499,0.818861100663924
"160",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"Aircraft and Drones","Navy","YOUNG",0.80976490149383,0.918694725092011
"161",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"Aircraft and Drones","Navy","YOUNG",2.06441716078155,1.14969226544346
"162",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"Aircraft and Drones","Navy","YOUNG",0.566610552901061,1.14693087172548
"163",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"Aircraft and Drones","Navy","YOUNG",0.0883303919354839,0.9064527018727
"164",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Aircraft and Drones","Navy","YOUNG",2.81103358284261,1.15532484255972
"165",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"Aircraft and Drones","Navy","YOUNG",1.13539336869452,1.34491911449087
"166",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"Aircraft and Drones","Navy","YOUNG",0.111485688666378,1.3526375467345
"167",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Aircraft and Drones","Navy","YOUNG",0.290604688244209,0.51249458186837
"168",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"Aircraft and Drones","Navy","YOUNG",0.120641838339752,0.174244071750113
"169",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"Aircraft and Drones","Navy","YOUNG",0.853935184488661,0.421727237024207
"170",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"Aircraft and Drones","Navy","YOUNG",0.568822146213094,0.514466389680502
"171",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"Aircraft and Drones","Navy","YOUNG",0.850425638928113,0.757727656543289
"172",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"Aircraft and Drones","Navy","YOUNG",0.0811597835472828,0.500135856229496
"173",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"Aircraft and Drones","Navy","YOUNG",0.201570829856654,0.37771875077735
"174",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"Aircraft and Drones","Navy","YOUNG",0.124040866463415,0.135590493289117
"175",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"Aircraft and Drones","Navy","YOUNG",0.176544100149765,0.167385265489944
"176",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"Aircraft and Drones","Navy","YOUNG",0.07076550436457,0.123783490325916
"177",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"Aircraft and Drones","Navy","YOUNG",0.294575128712024,0.180628244408786
"178",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"Aircraft and Drones","Navy","YOUNG",0.0967901552631579,0.154043596113251
"179",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"Aircraft and Drones","Navy","YOUNG",2.22983677698973,0.873734020321637
"180",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"Aircraft and Drones","Navy","YOUNG",0.142289632815778,0.822972188356222
"181",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"Aircraft and Drones","Navy","YOUNG",3.8805869943034,2.08423780136964
"182",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"Aircraft and Drones","Navy","YOUNG",1.44331174176458,1.82206278962792
"183",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"Aircraft and Drones","Navy","YOUNG",2.0872006125577,2.47036644954189
"184",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"Aircraft and Drones","Navy","YOUNG",0.497338657910197,1.34261700407749
"185",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"Aircraft and Drones","Navy","YOUNG",0.0763184079521611,0.886952559473353
"186",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"Aircraft and Drones","Navy","YOUNG",0.0968091430864457,0.223488736316268
"187",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"Aircraft and Drones","Navy","YOUNG",0.237220092519933,0.136782547852847
"188",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"Aircraft and Drones","Navy","YOUNG",0.731248804374738,0.355092679993705
"189",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"Aircraft and Drones","Navy","YOUNG",0.158217134053714,0.375562010316128
