"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","PlatformPortfolio.AnD","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"5190",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Land Vehicles","Additional
DoD
Components","YOUNG",-2.68093159882501e-05,-4.84332074416002e-06
"5191",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Missile and Space Systems","Army","YOUNG",0.0527411670898028,0.0569806093518808
"5192",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Missile and Space Systems","Navy","YOUNG",0.0295278373688628,0.0183563538247718
"5193",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Missile and Space Systems","Air Force","YOUNG",0.0646664654217373,0.0582301290214076
"5194",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Missile and Space Systems","DLA","YOUNG",0.000812535239194293,0.000469247766153401
"5195",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Missile and Space Systems","MDA","YOUNG",-0.00364336163449433,0.031260730737536
"5196",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Missile and Space Systems","Additional
DoD
Components","YOUNG",0.000330066093159882,0.000386900849769198
"5197",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Other Products","Army","YOUNG",0.00611304493285774,0.626266020357108
"5198",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Other Products","Navy","YOUNG",0.0332973006189677,0.0247286391020507
"5199",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Other Products","Air Force","YOUNG",-6.06378514477549e-05,5.30958560637851e-05
"5200",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Other Products","DLA","YOUNG",0.204177827056232,0.0700249347286334
"5201",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Other Products","Additional
DoD
Components","YOUNG",0.000107030130088124,-6.25857567491957e-05
"5202",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Other R&D and Knowledge Based","Army","YOUNG",0.172365831252623,0.163281855944887
"5203",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Other R&D and Knowledge Based","Navy","YOUNG",0.376802430665128,0.313422529476151
"5204",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Other R&D and Knowledge Based","Air Force","YOUNG",0.0644578151489719,0.0737742114386628
"5205",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Other R&D and Knowledge Based","DLA","YOUNG",0.0114866492656316,0.00618887225136383
"5206",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Other R&D and Knowledge Based","MDA","YOUNG",-3.13151489718843e-06,0.00185515575954679
"5207",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Other R&D and Knowledge Based","Additional
DoD
Components","YOUNG",0.0329189072177927,0.0411196897465877
"5208",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Other Services","Army","YOUNG",0.36719012317457,0.150908569492237
"5209",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Other Services","Navy","YOUNG",0.0302478023289971,0.0286514708315848
"5210",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Other Services","Air Force","YOUNG",0.0292068494964331,0.0703784660057351
"5211",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Other Services","DLA","YOUNG",0.000205413491397398,8.5111253322143e-05
"5212",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Other Services","Military
Health","YOUNG",0.0289590045635753,0.156653558152166
"5213",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Other Services","Additional
DoD
Components","YOUNG",0.000267074328577423,-0.0013184684885998
"5214",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Ships & Submarines","Army","YOUNG",5.62195761644986e-06,2.36112498251504e-05
"5215",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Ships & Submarines","Navy","YOUNG",0.110336716502308,0.385915591642188
"5216",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Ships & Submarines","DLA","YOUNG",0,-8.12567333582152e-05
"5217",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Ships & Submarines","Additional
DoD
Components","YOUNG",-0.000176483235417541,0.000426428798682678
"5218",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Weapons and Ammunition","Army","YOUNG",0.053373794796475,0.0404340195901525
"5219",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Weapons and Ammunition","Navy","YOUNG",0.00721337695132186,0.0328774180374878
"5220",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Weapons and Ammunition","Air Force","YOUNG",0.00716553189257239,0.00627064265981256
"5221",2011-09-30,"Q4",2011-09-30,4.83561643835616,"Weapons and Ammunition","MDA","YOUNG",-6.43201846412086e-05,0.000642460092320604
"5222",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Aircraft and Drones","Army","YOUNG",0.319213185428032,0.238612693562037
"5223",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Aircraft and Drones","Navy","YOUNG",0.871421811026018,0.388107762187019
"5224",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Aircraft and Drones","Air Force","YOUNG",0.0743773135543433,0.0625721620926004
"5225",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Aircraft and Drones","DLA","YOUNG",-0.00115607091900965,0.000649657406630298
"5226",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Aircraft and Drones","Additional
DoD
Components","YOUNG",-0.00489791846412085,-0.00797654371590432
"5227",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Electronics and Communications","Army","YOUNG",0.238676027454889,0.145602517904602
"5228",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Electronics and Communications","Navy","YOUNG",0.142051277318506,0.115873359092181
"5229",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Electronics and Communications","Air Force","YOUNG",0.0691030382710869,0.0585583591796055
"5230",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Electronics and Communications","DLA","YOUNG",0.0114233184326479,0.0114914435620366
"5231",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Electronics and Communications","Military
Health","YOUNG",-9.45701846412086e-06,4.31763682700139e-05
"5232",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Electronics and Communications","Additional
DoD
Components","YOUNG",0.125704568936215,0.0665467679990208
"5233",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Facilities and Construction","Army","YOUNG",0.246958466617709,0.163148089246748
"5234",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Facilities and Construction","Navy","YOUNG",0.0731200225660932,0.0397264180549727
"5235",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Facilities and Construction","Air Force","YOUNG",0.07056911180235,0.0530233979612533
"5236",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Facilities and Construction","DLA","YOUNG",0.0477781379668485,0.0335194227644275
"5237",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Facilities and Construction","Military
Health","YOUNG",-6.29458665547629e-08,NA
"5238",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Facilities and Construction","Additional
DoD
Components","YOUNG",0.00213805581200168,0.000316196149811162
"5239",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Land Vehicles","Army","YOUNG",0.0223893313575325,0.0738892932403133
"5240",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Land Vehicles","Navy","YOUNG",0.00121531743600504,0.157742648091994
"5241",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Land Vehicles","Air Force","YOUNG",-7.11718422156945e-05,0.000239317404532102
"5242",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Land Vehicles","DLA","YOUNG",0,-2.65771436564554e-09
"5243",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Land Vehicles","Additional
DoD
Components","YOUNG",-0.000605494450272766,-0.000206673643166876
"5244",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Missile and Space Systems","Army","YOUNG",0.0588300823436844,0.18174342936075
"5245",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Missile and Space Systems","Navy","YOUNG",0.0172137104070499,0.0232572785494475
"5246",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Missile and Space Systems","Air Force","YOUNG",0.189478909483844,0.0938180497342286
"5247",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Missile and Space Systems","DLA","YOUNG",-1.02809483843894e-06,6.17226185480486e-07
"5248",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Missile and Space Systems","MDA","YOUNG",0.035300024989509,0.0155213901234641
"5249",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Missile and Space Systems","Additional
DoD
Components","YOUNG",0.000127858791439362,1.69784273390192e-05
"5250",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Other Products","Army","YOUNG",0.0218458026017625,0.0153193402014268
"5251",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Other Products","Navy","YOUNG",0.0143235472618548,0.0253232824997286
"5252",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Other Products","Air Force","YOUNG",9.21728073856484e-05,0.000642673635671983
"5253",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Other Products","DLA","YOUNG",0.000209863921527486,0.0682131909322982
"5254",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Other Products","Additional
DoD
Components","YOUNG",0.000833309913973982,0.000809474361535075
"5255",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Other R&D and Knowledge Based","Army","YOUNG",0.251246453021402,0.190986035113303
"5256",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Other R&D and Knowledge Based","Navy","YOUNG",0.379686725356693,0.328675669702056
"5257",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Other R&D and Knowledge Based","Air Force","YOUNG",0.113009347198909,0.0843412690900825
"5258",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Other R&D and Knowledge Based","DLA","YOUNG",0.00677873158833403,0.00648006787220668
"5259",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Other R&D and Knowledge Based","MDA","YOUNG",0.0020108269827948,0.00279379202266318
"5260",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Other R&D and Knowledge Based","Additional
DoD
Components","YOUNG",0.0616732049937054,0.0447636176036307
"5261",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Other Services","Army","YOUNG",0.0826118769198489,0.178962188613792
"5262",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Other Services","Navy","YOUNG",0.0561773147188418,0.0410686843264792
"5263",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Other Services","Air Force","YOUNG",0.071133205203525,0.0394963929675479
"5264",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Other Services","DLA","YOUNG",0,2.09819555182543e-11
"5265",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Other Services","Military
Health","YOUNG",0.0019492753776752,0.0328707181647137
"5266",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Other Services","Additional
DoD
Components","YOUNG",0.00056375505665128,0.00391947842544496
"5267",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Ships & Submarines","Army","YOUNG",0.00115634302349979,0.000425862770988477
"5268",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Ships & Submarines","Navy","YOUNG",0.129613531955518,0.206384777196111
"5269",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Ships & Submarines","DLA","YOUNG",-1.94634913973982e-06,0.0151172297667345
"5270",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Ships & Submarines","Additional
DoD
Components","YOUNG",0.000221087085606379,0.00347729888133095
"5271",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Weapons and Ammunition","Army","YOUNG",0.410949595520353,0.172955868390684
"5272",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Weapons and Ammunition","Navy","YOUNG",0.0269751318715904,0.0179029579381732
"5273",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Weapons and Ammunition","Air Force","YOUNG",0.0100451007868233,0.00756209328577423
"5274",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Weapons and Ammunition","MDA","YOUNG",-0.000226352297524129,NA
"5275",2011-09-30,"Q4",2011-09-30,4.92054794520548,"Weapons and Ammunition","Additional
DoD
Components","YOUNG",-3.90986886277801e-05,-0.00011054828287617
"5276",2011-12-31,"Q1",2012-07-30,1,"Aircraft and Drones","Army","BBP1",0.24702937618165,0.426809380121817
"5277",2011-12-31,"Q1",2012-07-30,1,"Aircraft and Drones","Navy","BBP1",0.390062495015961,0.590401052744864
"5278",2011-12-31,"Q1",2012-07-30,1,"Aircraft and Drones","Air Force","BBP1",1.00881671173926,1.38857678819061
"5279",2011-12-31,"Q1",2012-07-30,1,"Aircraft and Drones","DLA","BBP1",0.422321707826177,0.569017942971014
"5280",2011-12-31,"Q1",2012-07-30,1,"Aircraft and Drones","Additional
DoD
Components","BBP1",0.0863567379981464,0.0792124281717139
"5281",2011-12-31,"Q1",2012-07-30,1,"Electronics and Communications","Army","BBP1",0.274412521449902,1.59499545137643
"5282",2011-12-31,"Q1",2012-07-30,1,"Electronics and Communications","Navy","BBP1",0.618894412305633,1.59432781440402
"5283",2011-12-31,"Q1",2012-07-30,1,"Electronics and Communications","Air Force","BBP1",0.294203447214499,0.808999130226207
"5284",2011-12-31,"Q1",2012-07-30,1,"Electronics and Communications","DLA","BBP1",0.129571374214808,0.215487249899131
"5285",2011-12-31,"Q1",2012-07-30,1,"Electronics and Communications","MDA","BBP1",0.000166232128514056,0.000348908002832424
"5286",2011-12-31,"Q1",2012-07-30,1,"Electronics and Communications","Military
Health","BBP1",0,0.000370666110596231
"5287",2011-12-31,"Q1",2012-07-30,1,"Electronics and Communications","Additional
DoD
Components","BBP1",0.198867762516734,0.756981029000892
"5288",2011-12-31,"Q1",2012-07-30,1,"Facilities and Construction","Army","BBP1",0.56464974729688,3.94724794168533
"5289",2011-12-31,"Q1",2012-07-30,1,"Facilities and Construction","Navy","BBP1",0.313533599639584,1.4682621979705
"5290",2011-12-31,"Q1",2012-07-30,1,"Facilities and Construction","Air Force","BBP1",0.520325258418288,0.965634434135653
"5291",2011-12-31,"Q1",2012-07-30,1,"Facilities and Construction","DLA","BBP1",0.194890575018021,0.231684075562029
"5292",2011-12-31,"Q1",2012-07-30,1,"Facilities and Construction","MDA","BBP1",-0.000106649078364741,0.00116691803796382
"5293",2011-12-31,"Q1",2012-07-30,1,"Facilities and Construction","Military
Health","BBP1",3.20037895170425e-05,3.08203392669062e-05
"5294",2011-12-31,"Q1",2012-07-30,1,"Facilities and Construction","Additional
DoD
Components","BBP1",0.00205915745031408,0.0426023172372497
"5295",2011-12-31,"Q1",2012-07-30,1,"Land Vehicles","Army","BBP1",0.458306379435691,0.887509601118374
"5296",2011-12-31,"Q1",2012-07-30,1,"Land Vehicles","Navy","BBP1",0.00945499406858202,0.0501851951168598
"5297",2011-12-31,"Q1",2012-07-30,1,"Land Vehicles","Air Force","BBP1",0.005904275038616,0.0147808198792869
"5298",2011-12-31,"Q1",2012-07-30,1,"Land Vehicles","DLA","BBP1",0.0666871150756874,0.0636159895370489
"5299",2011-12-31,"Q1",2012-07-30,1,"Land Vehicles","Additional
DoD
Components","BBP1",0.000739384914015035,NA
"5300",2011-12-31,"Q1",2012-07-30,1,"Missile and Space Systems","Army","BBP1",0.124949855092164,0.194013413136051
"5301",2011-12-31,"Q1",2012-07-30,1,"Missile and Space Systems","Navy","BBP1",0.159318283266399,0.19890252414657
"5302",2011-12-31,"Q1",2012-07-30,1,"Missile and Space Systems","Air Force","BBP1",0.0262933099062918,0.244035075731808
"5303",2011-12-31,"Q1",2012-07-30,1,"Missile and Space Systems","DLA","BBP1",0.00148200566368036,0.00760767639831449
"5304",2011-12-31,"Q1",2012-07-30,1,"Missile and Space Systems","MDA","BBP1",0.0687293386880857,0.0959889973309146
"5305",2011-12-31,"Q1",2012-07-30,1,"Other Products","Army","BBP1",0.105638832684585,0.391193762930111
"5306",2011-12-31,"Q1",2012-07-30,1,"Other Products","Navy","BBP1",0.035471350592112,0.193720631925584
"5307",2011-12-31,"Q1",2012-07-30,1,"Other Products","Air Force","BBP1",0.00960950635361961,0.0392956891230487
"5308",2011-12-31,"Q1",2012-07-30,1,"Other Products","DLA","BBP1",2.84595914273504,2.78697828754897
"5309",2011-12-31,"Q1",2012-07-30,1,"Other Products","MDA","BBP1",0,2.16803818715904e-05
"5310",2011-12-31,"Q1",2012-07-30,1,"Other Products","Additional
DoD
Components","BBP1",0.000682391844300278,0.00888428666106694
"5311",2011-12-31,"Q1",2012-07-30,1,"Other R&D and Knowledge Based","Army","BBP1",0.129223175955102,1.30258094182417
"5312",2011-12-31,"Q1",2012-07-30,1,"Other R&D and Knowledge Based","Navy","BBP1",0.129153612048193,0.651936296780786
"5313",2011-12-31,"Q1",2012-07-30,1,"Other R&D and Knowledge Based","Air Force","BBP1",0.282754144897539,0.57904040302012
"5314",2011-12-31,"Q1",2012-07-30,1,"Other R&D and Knowledge Based","DLA","BBP1",0.00771663373493976,0.00643352384924313
"5315",2011-12-31,"Q1",2012-07-30,1,"Other R&D and Knowledge Based","MDA","BBP1",0.00711780355267223,0.00459681852581031
"5316",2011-12-31,"Q1",2012-07-30,1,"Other R&D and Knowledge Based","Military
Health","BBP1",0.000579163711255277,0.0246777751908292
"5317",2011-12-31,"Q1",2012-07-30,1,"Other R&D and Knowledge Based","Additional
DoD
Components","BBP1",0.054547277592421,0.169745509214959
"5318",2011-12-31,"Q1",2012-07-30,1,"Other Services","Army","BBP1",0.0535126246627536,0.428625965610063
"5319",2011-12-31,"Q1",2012-07-30,1,"Other Services","Navy","BBP1",0.122882953856451,0.119952486980117
"5320",2011-12-31,"Q1",2012-07-30,1,"Other Services","Air Force","BBP1",0.121105734229225,0.110172013151244
"5321",2011-12-31,"Q1",2012-07-30,1,"Other Services","DLA","BBP1",0.000474228256616208,0.000930415473861977
"5322",2011-12-31,"Q1",2012-07-30,1,"Other Services","Military
Health","BBP1",0.0863817060035012,NA
"5323",2011-12-31,"Q1",2012-07-30,1,"Other Services","Additional
DoD
Components","BBP1",1.11339818779734,1.41641015812821
"5324",2011-12-31,"Q1",2012-07-30,1,"Ships & Submarines","Army","BBP1",0.00615408984656575,0.0045137731727607
"5325",2011-12-31,"Q1",2012-07-30,1,"Ships & Submarines","Navy","BBP1",0.1290623961384,1.47230250904991
"5326",2011-12-31,"Q1",2012-07-30,1,"Ships & Submarines","Air Force","BBP1",0.00049552905982906,0.000697600173277765
"5327",2011-12-31,"Q1",2012-07-30,1,"Ships & Submarines","DLA","BBP1",0.122243291731027,0.134470979492941
"5328",2011-12-31,"Q1",2012-07-30,1,"Ships & Submarines","Additional
DoD
Components","BBP1",0.00212287877664504,0.00329904181924046
"5329",2011-12-31,"Q1",2012-07-30,1,"Weapons and Ammunition","Army","BBP1",0.0428730336216662,0.260306384727994
"5330",2011-12-31,"Q1",2012-07-30,1,"Weapons and Ammunition","Navy","BBP1",0.0649025243847184,0.180399915576834
"5331",2011-12-31,"Q1",2012-07-30,1,"Weapons and Ammunition","Air Force","BBP1",0.0216418487900319,0.0858661425677222
"5332",2011-12-31,"Q1",2012-07-30,1,"Weapons and Ammunition","DLA","BBP1",0.0168723993615488,0.0141481420658233
"5333",2011-12-31,"Q1",2012-07-30,1,"Weapons and Ammunition","Additional
DoD
Components","BBP1",0.00576129543816291,0.00248564427281777
"5334",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Aircraft and Drones","Army","BBP1",0.318340117042529,0.409758129378685
"5335",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Aircraft and Drones","Navy","BBP1",0.320318601431366,0.41263792535795
"5336",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Aircraft and Drones","Air Force","BBP1",0.972323208382247,1.29278756569094
"5337",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Aircraft and Drones","DLA","BBP1",0.284447415796519,0.556927158790444
"5338",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Aircraft and Drones","Additional
DoD
Components","BBP1",0.0410609504994336,0.0841005798174197
"5339",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Electronics and Communications","Army","BBP1",0.355808673164453,1.27009931616184
"5340",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Electronics and Communications","Navy","BBP1",0.321527463186078,1.36923651277756
"5341",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Electronics and Communications","Air Force","BBP1",0.354579363618577,0.667510237227615
"5342",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Electronics and Communications","DLA","BBP1",0.149927552394192,0.216881853442334
"5343",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Electronics and Communications","MDA","BBP1",0.00862349321388117,0.00315996747320294
"5344",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Electronics and Communications","Military
Health","BBP1",0.000170714365152919,0.000267177683194769
"5345",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Electronics and Communications","Additional
DoD
Components","BBP1",0.234698603140768,0.674346536734064
"5346",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Facilities and Construction","Army","BBP1",0.690115152692823,3.40143445388872
"5347",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Facilities and Construction","Navy","BBP1",0.288571446030275,1.23243643952039
"5348",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Facilities and Construction","Air Force","BBP1",0.103234219596334,0.867418731187417
"5349",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Facilities and Construction","DLA","BBP1",0.0953580375657502,0.196165966371118
"5350",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Facilities and Construction","MDA","BBP1",8.97584182885388e-05,0.000193557733358734
"5351",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Facilities and Construction","Military
Health","BBP1",0.000161131459170013,NA
"5352",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Facilities and Construction","Additional
DoD
Components","BBP1",0.0190415447224797,0.0402208539414978
"5353",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Land Vehicles","Army","BBP1",0.255092176583256,0.100630865849785
"5354",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Land Vehicles","Navy","BBP1",0.199341391277932,0.0987060962310454
"5355",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Land Vehicles","Air Force","BBP1",0.00357271068890948,0.00660845724180603
"5356",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Land Vehicles","DLA","BBP1",0.0685470114612295,0.114005384768794
"5357",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Land Vehicles","MDA","BBP1",6.17856039542787e-06,0.000107174836959338
"5358",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Land Vehicles","Additional
DoD
Components","BBP1",0.000599812212954382,0.00120080440670977
"5359",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Missile and Space Systems","Army","BBP1",0.113223811986407,0.191557101730764
"5360",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Missile and Space Systems","Navy","BBP1",0.07356976854083,0.132281686397626
"5361",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Missile and Space Systems","Air Force","BBP1",0.339294069436721,0.152020991058106
"5362",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Missile and Space Systems","DLA","BBP1",0.00213178397693337,0.0144505183930665
"5363",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Missile and Space Systems","MDA","BBP1",0.0536294109772423,0.0699407088267557
"5364",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Missile and Space Systems","Additional
DoD
Components","BBP1",4.80322314900628e-06,NA
"5365",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Other Products","Army","BBP1",0.125788017959016,0.341212218503805
"5366",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Other Products","Navy","BBP1",0.0335918035217794,0.161320738442916
"5367",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Other Products","Air Force","BBP1",0.00925746181649676,0.0321776522974384
"5368",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Other Products","DLA","BBP1",1.30506841272783,2.68699822588027
"5369",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Other Products","Additional
DoD
Components","BBP1",0.000566227515188961,0.0071837006411614
"5370",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Other R&D and Knowledge Based","Army","BBP1",0.362567579085573,1.15667916818253
"5371",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Other R&D and Knowledge Based","Navy","BBP1",0.274468725692514,0.580410345857617
"5372",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Other R&D and Knowledge Based","Air Force","BBP1",0.218108148223664,0.475806384789177
"5373",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Other R&D and Knowledge Based","DLA","BBP1",0.00932655815055092,0.0136048905311869
"5374",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Other R&D and Knowledge Based","MDA","BBP1",0.0273569666975595,0.0438143882557398
"5375",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Other R&D and Knowledge Based","Military
Health","BBP1",0.00103847300998867,0.000486303032984055
"5376",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Other R&D and Knowledge Based","Additional
DoD
Components","BBP1",0.0761468415611163,0.138857418505089
"5377",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Other Services","Army","BBP1",0.334014245690454,0.395739474098013
"5378",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Other Services","Navy","BBP1",0.0954319253166512,0.220707035358733
"5379",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Other Services","Air Force","BBP1",0.0544018126248584,0.100886662872888
"5380",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Other Services","DLA","BBP1",0.0010253155905674,0.000640277582123365
"5381",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Other Services","Military
Health","BBP1",0.0634436760889713,NA
"5382",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Other Services","Additional
DoD
Components","BBP1",0.563739227422511,0.969342976146162
"5383",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Ships & Submarines","Army","BBP1",0.00154247719081454,0.00402221688806508
"5384",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Ships & Submarines","Navy","BBP1",0.327152265832561,1.49097406113817
"5385",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Ships & Submarines","Air Force","BBP1",4.85761507568736e-06,1.89744619503656e-05
"5386",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Ships & Submarines","DLA","BBP1",0.124381140459273,0.0413526922418243
"5387",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Ships & Submarines","Additional
DoD
Components","BBP1",0.00765779909381114,0.020643415270045
"5388",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Unlabeled","Army","BBP1",-2.91329420245083e-06,-2.40503987752697e-06
"5389",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Weapons and Ammunition","Army","BBP1",0.19744326935434,0.227707660328972
"5390",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Weapons and Ammunition","Navy","BBP1",0.0318038005972608,0.120802979281306
"5391",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Weapons and Ammunition","Air Force","BBP1",0.151135593769952,0.117820324261497
"5392",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Weapons and Ammunition","DLA","BBP1",0.0196523423746267,0.0208662817322332
"5393",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Weapons and Ammunition","MDA","BBP1",0,0
"5394",2011-12-31,"Q1",2012-07-30,1.08493150684932,"Weapons and Ammunition","Additional
DoD
Components","BBP1",0.00789879835238389,0.00713464957668636
"5395",2011-12-31,"Q1",2012-07-30,1.16712328767123,"Aircraft and Drones","Army","BBP1",0.978914810833076,0.514761434685751
