"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","PlatformPortfolio.AnD","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"1",2007-07-01,2007-09-30,"Q4",2007-09-30,0.747945205479452,"Aircraft and Drones","Army","YOUNG",0.0478414931305421,NA
"2",2007-08-01,2007-09-30,"Q4",2007-09-30,0.832876712328767,"Aircraft and Drones","Army","YOUNG",0.202973717465484,NA
"3",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"Aircraft and Drones","Army","YOUNG",0.236286288158042,0.162367166251356
"4",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"Aircraft and Drones","Army","YOUNG",0.344895194631236,0.261385066751588
"5",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"Aircraft and Drones","Army","YOUNG",0.266843105986985,0.282674862925421
"6",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"Aircraft and Drones","Army","YOUNG",3.91011979996746,1.50728603352856
"7",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"Aircraft and Drones","Army","YOUNG",0.336589103850325,1.50451733660159
"8",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"Aircraft and Drones","Army","YOUNG",0.490505634739696,1.57907151285249
"9",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"Aircraft and Drones","Army","YOUNG",0.73770504345987,0.521599927349964
"10",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"Aircraft and Drones","Army","YOUNG",0.649602086160521,0.625937588120029
"11",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"Aircraft and Drones","Army","YOUNG",0.224396000618221,0.537234376746204
"12",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"Aircraft and Drones","Army","YOUNG",0.528949002310195,0.467649029696312
"13",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"Aircraft and Drones","Army","YOUNG",0.287247795976139,0.346864266301518
"14",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"Aircraft and Drones","Army","YOUNG",1.10502224318872,0.640406347158351
"15",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"Aircraft and Drones","Army","YOUNG",1.21009820057484,0.867456079913232
"16",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"Aircraft and Drones","Army","YOUNG",0.238177045323663,0.851099163029074
"17",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"Aircraft and Drones","Army","YOUNG",0.0858987300497943,0.511391325316098
"18",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"Aircraft and Drones","Army","YOUNG",3.09579950751245,1.13995842762864
"19",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"Aircraft and Drones","Army","YOUNG",0.436734781619398,1.20614433972721
"20",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"Aircraft and Drones","Army","YOUNG",0.236664375416757,1.25639955484953
"21",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"Aircraft and Drones","Army","YOUNG",0.453259139218446,0.3755527654182
"22",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"Aircraft and Drones","Army","YOUNG",0.514654618434726,0.401526044356643
"23",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"Aircraft and Drones","Army","YOUNG",0.0363631858627409,0.334758981171971
"24",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Aircraft and Drones","Army","YOUNG",0.093456100075774,0.21482463479108
"25",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"Aircraft and Drones","Army","YOUNG",0.225734116107383,0.118517800681966
"26",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"Aircraft and Drones","Army","YOUNG",0.181930618326478,0.167040278169878
"27",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Aircraft and Drones","Army","YOUNG",0.182542125773977,0.196735620069279
"28",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"Aircraft and Drones","Army","YOUNG",1.09865584694052,0.487709530346992
"29",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"Aircraft and Drones","Army","YOUNG",1.6881413347561,0.989779769156865
"30",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"Aircraft and Drones","Army","YOUNG",0.127488210569106,0.971428464088575
"31",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"Aircraft and Drones","Army","YOUNG",0.120075625695336,0.645235057006846
"32",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"Aircraft and Drones","Army","YOUNG",0.0260051736842105,0.091189669982884
"33",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"Aircraft and Drones","Army","YOUNG",0.00889628187847668,0.0516590270860077
"34",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"Aircraft and Drones","Army","YOUNG",0.0867629626765083,0.0405548060797318
"35",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"Aircraft and Drones","Army","YOUNG",0.185940419009414,0.0938665545214663
"36",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"Aircraft and Drones","Army","YOUNG",0.388634197058194,0.220445859581372
"37",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"Aircraft and Drones","Army","YOUNG",0.0143848455937893,0.196319820553799
"38",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"Aircraft and Drones","Army","YOUNG",0.117485080801511,0.173501374484498
"39",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"Aircraft and Drones","Army","YOUNG",0.463182035228703,0.198350653874668
"40",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"Aircraft and Drones","Army","YOUNG",1.51813959553084,0.699602237187019
"41",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"Aircraft and Drones","Army","YOUNG",0.0529280990138481,0.678083243257798
"42",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"Aircraft and Drones","Army","YOUNG",0.765658978808225,0.778908891117639
"43",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"Aircraft and Drones","Army","YOUNG",0.0964457628514477,0.305010946891174
"44",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"Aircraft and Drones","Army","YOUNG",0.205408431368024,0.355837724342565
"45",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"Aircraft and Drones","Army","YOUNG",0.239534393411666,0.180462862543712
"46",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"Aircraft and Drones","Army","YOUNG",0.0815318340537138,0.175491552944468
"47",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"Aircraft and Drones","Army","YOUNG",0.315093061204364,0.212053096223248
"48",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"Aircraft and Drones","Army","YOUNG",0.319213185428032,0.238612693562037
"49",2011-10-01,2011-12-31,"Q1",2012-09-30,5.0027397260274,"Aircraft and Drones","Army","YOUNG",0.059247878364741,0.231184708332379
"50",2011-11-01,2011-12-31,"Q1",2012-09-30,5.08767123287671,"Aircraft and Drones","Army","YOUNG",0.00690719428483163,0.128456086025868
"51",2011-12-01,2011-12-31,"Q1",2012-09-30,5.16986301369863,"Aircraft and Drones","Army","YOUNG",0.468967983163423,0.178374351937665
"52",2012-04-01,2012-06-30,"Q3",2012-09-30,5.5041095890411,"Aircraft and Drones","Army","YOUNG",0.107998078086706,0.194624418511653
"53",2012-06-01,2012-06-30,"Q3",2012-09-30,5.67123287671233,"Aircraft and Drones","Army","YOUNG",0.506745509216353,0.361237190155494
"54",2012-08-01,2012-09-30,"Q4",2012-09-30,5.83835616438356,"Aircraft and Drones","Army","YOUNG",0.0576890935331068,0.224144226945388
"55",2012-10-01,2012-12-31,"Q1",2013-09-30,6.00547945205479,"Aircraft and Drones","Army","YOUNG",0.000538794073626485,0.188324465607695
"56",2012-11-01,2012-12-31,"Q1",2013-09-30,6.09041095890411,"Aircraft and Drones","Army","YOUNG",0.0123387984411496,0.0235222286826276
"57",2012-12-01,2012-12-31,"Q1",2013-09-30,6.17260273972603,"Aircraft and Drones","Army","YOUNG",0.072438481988626,0.028438691501134
"58",2013-01-01,2013-03-31,"Q2",2013-09-30,6.25753424657534,"Aircraft and Drones","Army","YOUNG",0.00265357811221692,0.0291436195139975
"59",2013-02-01,2013-03-31,"Q2",2013-09-30,6.34246575342466,"Aircraft and Drones","Army","YOUNG",0.00370385880369656,0.0262653063015132
"60",2013-03-01,2013-03-31,"Q2",2013-09-30,6.41917808219178,"Aircraft and Drones","Army","YOUNG",0.00383344355722555,0.00339696015771301
"61",2013-04-01,2013-06-30,"Q3",2013-09-30,6.5041095890411,"Aircraft and Drones","Army","YOUNG",-2.90563314715142e-05,0.00250274867648353
"62",2013-05-01,2013-06-30,"Q3",2013-09-30,6.58630136986301,"Aircraft and Drones","Army","YOUNG",0.0139014470299584,0.00590194475190413
"63",2013-06-01,2013-06-30,"Q3",2013-09-30,6.67123287671233,"Aircraft and Drones","Army","YOUNG",0.010828568721438,0.00823365313997495
"64",2013-07-01,2013-09-30,"Q4",2013-09-30,6.75342465753425,"Aircraft and Drones","Army","YOUNG",0.00902672787295623,0.0112522478747842
"65",2013-08-01,2013-09-30,"Q4",2013-09-30,6.83835616438356,"Aircraft and Drones","Army","YOUNG",0.0296832917372804,0.0165128627772249
"66",2013-09-01,2013-09-30,"Q4",2013-09-30,6.92328767123288,"Aircraft and Drones","Army","YOUNG",-0.0213446517277343,0.00578845596083409
"67",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"Aircraft and Drones","Army","YOUNG",0.0307763113393239,0.01303831711629
"68",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"Aircraft and Drones","Army","YOUNG",0.0405873887141635,0.0166730161085843
"69",2014-09-01,2014-09-30,"Q4",2014-09-30,7.92328767123288,"Aircraft and Drones","Army","YOUNG",-0.0030206422302,0.0227810192744291
"70",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"Aircraft and Drones","Army","YOUNG",0.0658994356118956,0.0344887273652864
"71",2012-02-01,2012-03-31,"Q2",2012-09-30,5.33972602739726,"Aircraft and Drones","Army","YOUNG",0.0421905106580167,0.0350231013465708
"72",2012-03-01,2012-03-31,"Q2",2012-09-30,5.41917808219178,"Aircraft and Drones","Army","YOUNG",0.00388649401709402,0.0373254800956688
"73",2012-01-01,2012-03-31,"Q2",2012-09-30,5.25479452054795,"Aircraft and Drones","Army","YOUNG",0.698808176645042,0.248295060440051
"74",2012-05-01,2012-06-30,"Q3",2012-09-30,5.58630136986301,"Aircraft and Drones","Army","YOUNG",0.035072106806714,0.245922259156283
"75",2012-07-01,2012-09-30,"Q4",2012-09-30,5.75342465753425,"Aircraft and Drones","Army","YOUNG",-0.138186598939347,0.198564561504136
"76",2012-09-01,2012-09-30,"Q4",2012-09-30,5.92328767123288,"Aircraft and Drones","Army","YOUNG",0.126006770888683,0.00763075958534995
"77",2013-11-01,2013-12-31,"Q1",2014-09-30,7.09041095890411,"Aircraft and Drones","Army","YOUNG",3.98301118e-05,-0.00404666597962139
"78",2014-01-01,2014-03-31,"Q2",2014-09-30,7.25753424657534,"Aircraft and Drones","Army","YOUNG",0.0100444114765,0.045363670825661
"79",2014-04-01,2014-06-30,"Q3",2014-09-30,7.5041095890411,"Aircraft and Drones","Army","YOUNG",-0.0007058479991,0.0031261311964
"80",2014-06-01,2014-06-30,"Q3",2014-09-30,7.67123287671233,"Aircraft and Drones","Army","YOUNG",0.0047114756449,0.0046833463741
"81",2013-10-01,2013-12-31,"Q1",2014-09-30,7.00547945205479,"Aircraft and Drones","Army","YOUNG",0.0124145668916,0.00547339817913333
"82",2014-08-01,2014-09-30,"Q4",2014-09-30,7.83835616438356,"Aircraft and Drones","Army","YOUNG",0.0365234024058,0.0178831483141
"83",2013-12-01,2013-12-31,"Q1",2014-09-30,7.17260273972603,"Aircraft and Drones","Army","YOUNG",0.0003688116701,0.0164355936558333
"84",2014-02-01,2014-03-31,"Q2",2014-09-30,7.34246575342466,"Aircraft and Drones","Army","YOUNG",0.002553853521,0.0131486891989667
"85",2014-03-01,2014-03-31,"Q2",2014-09-30,7.41917808219178,"Aircraft and Drones","Army","YOUNG",0.0397858247011,0.0142361632974
"86",2014-05-01,2014-06-30,"Q3",2014-09-30,7.58630136986301,"Aircraft and Drones","Army","YOUNG",0.0101157897578,0.0174851559933
"87",2014-07-01,2014-09-30,"Q4",2014-09-30,7.75342465753425,"Aircraft and Drones","Army","YOUNG",-0.0015617554297,0.0161132863430667
"88",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"Aircraft and Drones","Army","CARTER
pre-BBP",0.195504636100888,NA
"89",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"Aircraft and Drones","Army","CARTER
pre-BBP",0.170073182853431,NA
"90",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"Aircraft and Drones","Army","CARTER
pre-BBP",0.455892980407015,0.273823599787111
"91",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"Aircraft and Drones","Army","CARTER
pre-BBP",0.233219857815545,0.286395340358664
"92",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"Aircraft and Drones","Army","CARTER
pre-BBP",0.684090599004114,0.457734479075558
"93",2009-10-01,2009-12-31,"Q1",2010-09-22,1,"Aircraft and Drones","Army","CARTER
pre-BBP",0.181557702449722,0.366289386423127
"94",2009-11-01,2009-12-31,"Q1",2010-09-22,1.08493150684932,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0986515395913564,0.321433280348397
"95",2009-12-01,2009-12-31,"Q1",2010-09-22,1.16712328767123,"Aircraft and Drones","Army","CARTER
pre-BBP",0.430342469052204,0.236850570364427
"96",2010-01-01,2010-03-31,"Q2",2010-09-22,1.25205479452055,"Aircraft and Drones","Army","CARTER
pre-BBP",0.171956624518614,0.233650211054058
"97",2010-02-01,2010-03-31,"Q2",2010-09-22,1.33698630136986,"Aircraft and Drones","Army","CARTER
pre-BBP",0.370849199368849,0.324382764313222
"98",2010-03-01,2010-03-31,"Q2",2010-09-22,1.41369863013699,"Aircraft and Drones","Army","CARTER
pre-BBP",0.337423857958922,0.293409893948795
"99",2010-04-01,2010-06-30,"Q3",2010-09-22,1.4986301369863,"Aircraft and Drones","Army","CARTER
pre-BBP",0.434875384274711,0.381049480534161
"100",2010-05-01,2010-06-30,"Q3",2010-09-22,1.58082191780822,"Aircraft and Drones","Army","CARTER
pre-BBP",0.508115648459563,0.426804963564399
"101",2010-06-01,2010-06-30,"Q3",2010-09-22,1.66575342465753,"Aircraft and Drones","Army","CARTER
pre-BBP",0.754367614912281,0.565786215882185
"102",2010-07-01,2010-09-30,"Q4",2010-09-22,1.74794520547945,"Aircraft and Drones","Army","CARTER
pre-BBP",0.156736423630723,0.473073229000856
"103",2010-08-01,2010-09-30,"Q4",2010-09-22,1.83287671232877,"Aircraft and Drones","Army","CARTER
pre-BBP",0.198489330979889,0.369864456507631
"104",2010-09-01,2010-09-30,"Q4",2010-09-22,1.91780821917808,"Aircraft and Drones","Army","CARTER
pre-BBP",0.779694717640137,0.378306824083583
"105",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"Aircraft and Drones","Army","CARTER
pre-BBP",0.49250905504616,0.490231034555395
"106",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"Aircraft and Drones","Army","CARTER
pre-BBP",0.14448407327948,0.472229281988592
"107",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"Aircraft and Drones","Army","CARTER
pre-BBP",0.115676352486362,0.250889826937334
"108",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"Aircraft and Drones","Army","CARTER
pre-BBP",0.179129916722619,0.14643011416282
"109",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"Aircraft and Drones","Army","CARTER
pre-BBP",0.170320954458666,0.155042407889215
"110",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0456778765316828,0.131709582570989
"111",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0522056513323542,0.0894014941075675
"112",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0829894290285355,0.0602909856308575
"113",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"Aircraft and Drones","Army","CARTER
pre-BBP",0.247992927475871,0.127729335945587
"114",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"Aircraft and Drones","Army","CARTER
pre-BBP",0.299103510123793,0.2100286222094
"115",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0879890814729333,0.211695173024199
"116",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"Aircraft and Drones","Army","CARTER
pre-BBP",0.157107641764582,0.181400077787103
"117",2011-10-01,2011-12-31,"Q1",2012-09-30,3,"Aircraft and Drones","Army","CARTER
pre-BBP",0.147096726619298,0.130731149952271
"118",2011-11-01,2011-12-31,"Q1",2012-09-30,3.08493150684932,"Aircraft and Drones","Army","CARTER
pre-BBP",0.285296255411389,0.196500207931756
"119",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"Aircraft and Drones","Army","CARTER
pre-BBP",0.154527962053342,0.195640314694676
"120",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"Aircraft and Drones","Army","CARTER
pre-BBP",0.12916694652456,0.189663721329764
"121",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0405032263618577,0.10806604497992
"122",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0461996003398208,0.0719565910754128
"123",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"Aircraft and Drones","Army","CARTER
pre-BBP",0.5133354690969,0.200012765266193
"124",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"Aircraft and Drones","Army","CARTER
pre-BBP",0.134684321532283,0.231406463656335
"125",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0305644955308413,0.226194762053342
"126",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0714054227885903,0.0788847466172382
"127",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"Aircraft and Drones","Army","CARTER
pre-BBP",0.065614577798373,0.0558614987059348
"128",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0645700988775615,0.0671966998215082
"129",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"Aircraft and Drones","Army","CARTER
pre-BBP",0.131553931476693,0.0872462027175426
"130",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0295259230790088,0.0752166511444212
"131",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"Aircraft and Drones","Army","CARTER
pre-BBP",0.171465016853966,0.110848290469889
"132",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0659600988360922,0.0889836795896889
"133",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0558891321161775,0.0977714159354118
"134",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"Aircraft and Drones","Army","CARTER
pre-BBP",0.046716395753529,0.0561885422352662
"135",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0459164006958465,0.049507309521851
"136",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0198626153557429,0.0374984706017061
"137",2013-06-01,2013-06-30,"Q3",2013-09-30,4.66849315068493,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0221602152790698,0.0293130771102197
"138",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"Aircraft and Drones","Army","CARTER
pre-BBP",0.241848915576965,0.0946239154039258
"139",2013-07-01,2013-09-30,"Q4",2013-09-30,4.75068493150685,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0461899679464812,0.103399699600839
"140",2013-08-01,2013-09-30,"Q4",2013-09-30,4.83561643835616,"Aircraft and Drones","Army","CARTER
pre-BBP",0.184186048984767,0.157408310836071
"141",2013-09-01,2013-09-30,"Q4",2013-09-30,4.92054794520548,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0171048189330761,0.0824936119547747
"142",2013-10-01,2013-12-31,"Q1",2014-09-30,5.0027397260274,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0649654501705,0.0887521060294477
"143",2013-11-01,2013-12-31,"Q1",2014-09-30,5.08767123287671,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0118233550516,0.031297874718392
"144",2014-01-01,2014-03-31,"Q2",2014-09-30,5.25479452054795,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0966045820521,0.0577977957580667
"145",2014-02-01,2014-03-31,"Q2",2014-09-30,5.33972602739726,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0190383763206,0.0424887711414333
"146",2014-03-01,2014-03-31,"Q2",2014-09-30,5.41643835616438,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0963319731709,0.0706583105145333
"147",2014-04-01,2014-06-30,"Q3",2014-09-30,5.5013698630137,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0014737141842,0.0389480212252333
"148",2014-05-01,2014-06-30,"Q3",2014-09-30,5.58356164383562,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0122758830859,0.0366938568136667
"149",2014-06-01,2014-06-30,"Q3",2014-09-30,5.66849315068493,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0025974325972,0.00544900995576667
"150",2014-07-01,2014-09-30,"Q4",2014-09-30,5.75068493150685,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0003538177055,0.00507571112953333
"151",2014-08-01,2014-09-30,"Q4",2014-09-30,5.83561643835616,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0132105669003,0.005387272401
"152",2014-09-01,2014-09-30,"Q4",2014-09-30,5.92054794520548,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0073543598013,0.00697291480236667
"153",2013-12-01,2013-12-31,"Q1",2014-09-30,5.16986301369863,"Aircraft and Drones","Army","CARTER
pre-BBP",0.0135873978965,0.0113841081993667
"154",2010-11-01,2010-12-31,"Q1",2011-09-30,0.0849315068493151,"Aircraft and Drones","Army","BBP1",0.254809528199748,NA
"155",2010-12-01,2010-12-31,"Q1",2011-09-30,0.167123287671233,"Aircraft and Drones","Army","BBP1",0.56852236202266,NA
"156",2011-01-01,2011-03-31,"Q2",2011-09-30,0.252054794520548,"Aircraft and Drones","Army","BBP1",0.171822465715485,0.331718118645964
"157",2011-02-01,2011-03-31,"Q2",2011-09-30,0.336986301369863,"Aircraft and Drones","Army","BBP1",0.223087302402434,0.321144043380193
"158",2011-03-01,2011-03-31,"Q2",2011-09-30,0.413698630136986,"Aircraft and Drones","Army","BBP1",0.426166617656316,0.273692128591411
"159",2011-04-01,2011-06-30,"Q3",2011-09-30,0.498630136986301,"Aircraft and Drones","Army","BBP1",0.430498293831305,0.359917404630018
"160",2011-05-01,2011-06-30,"Q3",2011-09-30,0.580821917808219,"Aircraft and Drones","Army","BBP1",0.600108329458665,0.485591080315429
"161",2011-06-01,2011-06-30,"Q3",2011-09-30,0.665753424657534,"Aircraft and Drones","Army","BBP1",0.249268756840117,0.426625126710029
"162",2011-07-01,2011-09-30,"Q4",2011-09-30,0.747945205479452,"Aircraft and Drones","Army","BBP1",0.207346535742761,0.352241207347181
"163",2011-08-01,2011-09-30,"Q4",2011-09-30,0.832876712328767,"Aircraft and Drones","Army","BBP1",0.369493869271926,0.275369720618268
"164",2011-09-01,2011-09-30,"Q4",2011-09-30,0.917808219178082,"Aircraft and Drones","Army","BBP1",0.663904894911876,0.413581766642188
"165",2011-10-01,2011-12-31,"Q1",2012-07-30,1,"Aircraft and Drones","Army","BBP1",0.24702937618165,0.426809380121817
"166",2011-11-01,2011-12-31,"Q1",2012-07-30,1.08493150684932,"Aircraft and Drones","Army","BBP1",0.318340117042529,0.409758129378685
"167",2011-12-01,2011-12-31,"Q1",2012-07-30,1.16712328767123,"Aircraft and Drones","Army","BBP1",0.978914810833076,0.514761434685751
"168",2012-01-01,2012-03-31,"Q2",2012-07-30,1.25205479452055,"Aircraft and Drones","Army","BBP1",0.258147507651117,0.518467478508907
"169",2012-02-01,2012-03-31,"Q2",2012-07-30,1.33698630136986,"Aircraft and Drones","Army","BBP1",0.272271534321903,0.503111284268699
"170",2012-03-01,2012-03-31,"Q2",2012-07-30,1.41643835616438,"Aircraft and Drones","Army","BBP1",0.390374031891669,0.306931024621563
"171",2012-04-01,2012-06-30,"Q3",2012-07-30,1.5013698630137,"Aircraft and Drones","Army","BBP1",0.331854519235918,0.331500028483163
"172",2012-05-01,2012-06-30,"Q3",2012-07-30,1.58356164383562,"Aircraft and Drones","Army","BBP1",0.518154531026671,0.413461027384753
"173",2012-06-01,2012-06-30,"Q3",2012-07-30,1.66849315068493,"Aircraft and Drones","Army","BBP1",3.31609556983833,1.38870154003364
"174",2012-07-01,2012-09-30,"Q4",2012-07-30,1.75068493150685,"Aircraft and Drones","Army","BBP1",1.07097595458758,1.63507535181753
"175",2012-08-01,2012-09-30,"Q4",2012-09-30,1.83561643835616,"Aircraft and Drones","Army","BBP1",0.110197364926372,1.49908962978409
"176",2012-09-01,2012-09-30,"Q4",2012-09-30,1.92054794520548,"Aircraft and Drones","Army","BBP1",0.805062473699928,0.66207859773796
"177",2012-10-01,2012-12-31,"Q1",2013-09-30,2.0027397260274,"Aircraft and Drones","Army","BBP1",0.100452878866863,0.338570905831054
"178",2012-11-01,2012-12-31,"Q1",2013-09-30,2.08767123287671,"Aircraft and Drones","Army","BBP1",0.958922572386717,0.621479308317836
"179",2012-12-01,2012-12-31,"Q1",2013-09-30,2.16986301369863,"Aircraft and Drones","Army","BBP1",0.974515172996141,0.677963541416573
"180",2013-01-01,2013-03-31,"Q2",2013-09-30,2.25479452054795,"Aircraft and Drones","Army","BBP1",0.0356969253903727,0.656378223591077
"181",2013-02-01,2013-03-31,"Q2",2013-09-30,2.33972602739726,"Aircraft and Drones","Army","BBP1",0.0385718543319793,0.349594650906164
"182",2013-03-01,2013-03-31,"Q2",2013-09-30,2.41643835616438,"Aircraft and Drones","Army","BBP1",0.143961499551031,0.0727434264244609
"183",2013-04-01,2013-06-30,"Q3",2013-09-30,2.5013698630137,"Aircraft and Drones","Army","BBP1",0.0645826570467147,0.0823720036432416
"184",2013-05-01,2013-06-30,"Q3",2013-09-30,2.58356164383562,"Aircraft and Drones","Army","BBP1",0.568797157745506,0.259113771447751
