"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","PlatformPortfolio.AnD","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"3916",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Aircraft and Drones","Navy","YOUNG",0.0763184079521611,0.886952559473353
"3917",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Aircraft and Drones","Air Force","YOUNG",0.158665798992866,0.206854126738005
"3918",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Aircraft and Drones","DLA","YOUNG",-0.00018240112253462,-0.000157462980836481
"3919",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Aircraft and Drones","Additional
DoD
Components","YOUNG",-0.000663720226605119,0.0111577941581077
"3920",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Electronics and Communications","Army","YOUNG",0.133946090516156,0.13936654041824
"3921",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Electronics and Communications","Navy","YOUNG",0.15982179055812,0.110401418082949
"3922",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Electronics and Communications","Air Force","YOUNG",0.0541034422996223,0.0638089243880263
"3923",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Electronics and Communications","DLA","YOUNG",0.00163948075954679,0.000995465750454609
"3924",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Electronics and Communications","MDA","YOUNG",-3.1478178766261e-05,-7.02700809823877e-06
"3925",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Electronics and Communications","Military
Health","YOUNG",-6.12987830465799e-07,2.59655109742122e-05
"3926",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Electronics and Communications","Additional
DoD
Components","YOUNG",0.146295231588334,0.0987924674744719
"3927",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Facilities and Construction","Army","YOUNG",0.330202557354175,0.21323455947685
"3928",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Facilities and Construction","Navy","YOUNG",0.0631848899076794,0.0481159833508183
"3929",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Facilities and Construction","Air Force","YOUNG",0.0455802541019723,0.0492571495803609
"3930",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Facilities and Construction","DLA","YOUNG",0.010591400944188,0.0210785401734508
"3931",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Facilities and Construction","MDA","YOUNG",0,3.26841050628851e-05
"3932",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Facilities and Construction","Additional
DoD
Components","YOUNG",0.00758277120226605,0.00272929820254581
"3933",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Land Vehicles","Army","YOUNG",0.0141346831619807,0.0257901785389565
"3934",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Land Vehicles","Navy","YOUNG",0.0226309857952161,0.0122470227094699
"3935",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Land Vehicles","Air Force","YOUNG",4.71082144355854e-05,0.000672503979577563
"3936",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Land Vehicles","DLA","YOUNG",0.000170575818296265,5.68586060987551e-05
"3937",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Land Vehicles","Additional
DoD
Components","YOUNG",-0.000188715652538817,-0.000408755609176108
"3938",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Missile and Space Systems","Army","YOUNG",0.161437271873689,0.128051973594209
"3939",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Missile and Space Systems","Navy","YOUNG",0.0577709353441041,0.101301574220171
"3940",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Missile and Space Systems","Air Force","YOUNG",0.147094413428452,0.215996764099874
"3941",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Missile and Space Systems","DLA","YOUNG",9.17960553923626e-06,-4.55067142257658e-07
"3942",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Missile and Space Systems","MDA","YOUNG",0.114266819345363,0.14897620661631
"3943",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Missile and Space Systems","Additional
DoD
Components","YOUNG",0.000297217708770457,0.000529482808784445
"3944",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Other Products","Army","YOUNG",0.00107006280948384,0.0119684597932911
"3945",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Other Products","Navy","YOUNG",0.00225302447545111,0.00809215050356693
"3946",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Other Products","Air Force","YOUNG",-6.70890369282417e-05,0.000220084211078472
"3947",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Other Products","DLA","YOUNG",0.0043316309903483,0.00273597924884599
"3948",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Other Products","Additional
DoD
Components","YOUNG",0.000255059809064205,0.000111304158247399
"3949",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Other R&D and Knowledge Based","Army","YOUNG",0.187128335711288,0.134030037312911
"3950",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Other R&D and Knowledge Based","Navy","YOUNG",0.456414008109526,0.309233907840257
"3951",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Other R&D and Knowledge Based","Air Force","YOUNG",0.111601122492656,0.109287326094559
"3952",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Other R&D and Knowledge Based","DLA","YOUNG",0.00783854141838019,0.006873853301161
"3953",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Other R&D and Knowledge Based","MDA","YOUNG",0.0104145111833823,0.00870739267380053
"3954",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Other R&D and Knowledge Based","Military
Health","YOUNG",0,0.000939520920696049
"3955",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Other R&D and Knowledge Based","Additional
DoD
Components","YOUNG",0.0461553889844733,0.0532277993425654
"3956",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Other Services","Army","YOUNG",0.0695339320394461,0.194903795443419
"3957",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Other Services","Navy","YOUNG",0.0521992290075535,0.033269670740663
"3958",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Other Services","Air Force","YOUNG",0.0665010644460764,0.163683324258638
"3959",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Other Services","DLA","YOUNG",6.29458665547629e-11,0.00141037600514969
"3960",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Other Services","Military
Health","YOUNG",0.203738049076794,0.185150775926703
"3961",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Other Services","Additional
DoD
Components","YOUNG",-0.0012508578787243,-0.00261001078472514
"3962",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Ships & Submarines","Army","YOUNG",-9.28660302140159e-06,0.000138753534979173
"3963",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Ships & Submarines","Navy","YOUNG",0.201133974559379,0.850352890928801
"3964",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Ships & Submarines","Air Force","YOUNG",1.83455728073856e-05,8.6825850307888e-06
"3965",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Ships & Submarines","DLA","YOUNG",2.56028955098615e-05,-3.12182263253602e-05
"3966",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Ships & Submarines","Additional
DoD
Components","YOUNG",-0.000889892677297524,-0.000490678598405371
"3967",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Weapons and Ammunition","Army","YOUNG",0.0875212231955518,0.0974606127815079
"3968",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Weapons and Ammunition","Navy","YOUNG",0.0126877488355015,0.011690771216254
"3969",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Weapons and Ammunition","Air Force","YOUNG",0.0079063426877885,0.00550479211428172
"3970",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Weapons and Ammunition","MDA","YOUNG",0.00116837284934956,0.000882319330148002
"3971",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Weapons and Ammunition","Additional
DoD
Components","YOUNG",-0.000362377895509861,-0.000124385256679256
"3972",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Aircraft and Drones","Army","CARTER",0.482703945163659,0.449318898737586
"3973",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Aircraft and Drones","Navy","CARTER",0.440642907805287,0.498422960242691
"3974",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Aircraft and Drones","Air Force","CARTER",1.30878386700587,1.52190843195902
"3975",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Aircraft and Drones","DLA","CARTER",0.288907779196391,0.348509500286753
"3976",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Aircraft and Drones","Additional
DoD
Components","CARTER",0.0868555137431809,0.0580104550181844
"3977",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Electronics and Communications","Army","CARTER",0.990526452864037,1.04777112799343
"3978",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Electronics and Communications","Navy","CARTER",0.978486847545111,0.968590366313471
"3979",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Electronics and Communications","Air Force","CARTER",0.583290232165338,0.603491902073717
"3980",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Electronics and Communications","DLA","CARTER",0.158930174066303,0.124060550643447
"3981",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Electronics and Communications","MDA","CARTER",0.000207512798992866,8.11023989369142e-05
"3982",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Electronics and Communications","Military
Health","CARTER",0.000168279385228703,0.000230930329416702
"3983",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Electronics and Communications","Additional
DoD
Components","CARTER",0.439096773625682,0.372414050818296
"3984",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Facilities and Construction","Army","CARTER",2.10660013921527,1.74264128301161
"3985",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Facilities and Construction","Navy","CARTER",0.510409825125892,0.531231432455588
"3986",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Facilities and Construction","Air Force","CARTER",0.288906879164918,0.317123143411666
"3987",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Facilities and Construction","DLA","CARTER",0.122659509955938,0.174565915134984
"3988",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Facilities and Construction","MDA","CARTER",0.00102511565253882,0.00113285850163789
"3989",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Facilities and Construction","Military
Health","CARTER",1.34829941250525e-05,2.14545469313164e-05
"3990",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Facilities and Construction","Additional
DoD
Components","CARTER",0.0170352238879564,0.0268101362533221
"3991",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Land Vehicles","Army","CARTER",0.401942919282417,0.849379285606378
"3992",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Land Vehicles","Navy","CARTER",0.159350425702896,0.134025235889635
"3993",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Land Vehicles","Air Force","CARTER",0.0112765366554763,0.016895389624423
"3994",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Land Vehicles","DLA","CARTER",0.0678323909357952,0.0867328015386767
"3995",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Land Vehicles","MDA","CARTER",7.42901174989509e-05,NA
"3996",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Land Vehicles","Additional
DoD
Components","CARTER",0.00633554075744859,-0.0657729916830159
"3997",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Missile and Space Systems","Army","CARTER",0.169640144471255,0.179098649241153
"3998",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Missile and Space Systems","Navy","CARTER",0.138516643978179,0.138755586204364
"3999",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Missile and Space Systems","Air Force","CARTER",0.259081743296265,0.138811004969226
"4000",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Missile and Space Systems","DLA","CARTER",0.00644980749055812,0.0077865140089523
"4001",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Missile and Space Systems","MDA","CARTER",0.103695418527067,0.188574897761925
"4002",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Missile and Space Systems","Additional
DoD
Components","CARTER",-5.77612253462023e-07,0.0163074878199748
"4003",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other Products","Army","CARTER",0.332300828294167,0.322262472401734
"4004",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other Products","Navy","CARTER",0.0719754186844314,0.0635120180934396
"4005",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other Products","Air Force","CARTER",0.0129714600713386,0.0145942803259197
"4006",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other Products","DLA","CARTER",1.85173140595888,1.43483545824941
"4007",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other Products","MDA","CARTER",5.41633445237096e-05,1.96358916205833e-05
"4008",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other Products","Military
Health","CARTER",3.3858581619807e-05,2.03910537110077e-05
"4009",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other Products","Additional
DoD
Components","CARTER",0.0017849701426773,0.00217647679745419
"4010",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other R&D and Knowledge Based","Army","CARTER",1.39591749913974,1.15242325609875
"4011",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other R&D and Knowledge Based","Navy","CARTER",0.54706992972094,0.616904236963212
"4012",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other R&D and Knowledge Based","Air Force","CARTER",0.481223034609736,0.453539276748496
"4013",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other R&D and Knowledge Based","DLA","CARTER",0.0129252486991188,0.00890202449643307
"4014",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other R&D and Knowledge Based","MDA","CARTER",0.00820746911456148,0.018100417936075
"4015",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other R&D and Knowledge Based","Military
Health","CARTER",0.000405309620226605,0.00051175283955798
"4016",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other R&D and Knowledge Based","Additional
DoD
Components","CARTER",0.147233970719681,0.251378273643167
"4017",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other Services","Army","CARTER",1.02823477854595,0.69761488187159
"4018",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other Services","Navy","CARTER",0.161026317047839,0.160088031644286
"4019",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other Services","Air Force","CARTER",0.110499301133026,0.0668677254126451
"4020",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other Services","DLA","CARTER",0.000588748426353336,0.000602477357215413
"4021",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other Services","Military
Health","CARTER",0.00636504175409148,0.0338253036578542
"4022",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Other Services","Additional
DoD
Components","CARTER",0.294385532469576,0.294505940764443
"4023",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Ships & Submarines","Army","CARTER",0.00496529948594209,0.00637858227724157
"4024",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Ships & Submarines","Navy","CARTER",0.414419622398237,0.814870538407469
"4025",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Ships & Submarines","Air Force","CARTER",0.00132476613512379,0.000819099461463142
"4026",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Ships & Submarines","DLA","CARTER",0.107722421391104,0.0862350088473912
"4027",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Ships & Submarines","Additional
DoD
Components","CARTER",0.00332214816407889,0.00759893943908239
"4028",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Unlabeled","Army","CARTER",-1.26731011330256e-06,-4.27938772612763e-07
"4029",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Weapons and Ammunition","Army","CARTER",0.190024133487201,0.555683019820954
"4030",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Weapons and Ammunition","Navy","CARTER",0.0682876627675199,0.167266668897748
"4031",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Weapons and Ammunition","Air Force","CARTER",0.0320687002308015,0.0768103603196251
"4032",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Weapons and Ammunition","DLA","CARTER",0.014018542456987,0.0176683149601343
"4033",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Weapons and Ammunition","MDA","CARTER",0.00199056021821234,NA
"4034",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Weapons and Ammunition","Additional
DoD
Components","CARTER",0.00136940647293328,0.00121252514687369
"4035",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Aircraft and Drones","Army","CARTER",0.683097758487201,0.545882065946286
"4036",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Aircraft and Drones","Navy","CARTER",1.20672193917331,0.742480309851028
"4037",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Aircraft and Drones","Air Force","CARTER",1.21492918649811,1.64930392822772
"4038",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Aircraft and Drones","DLA","CARTER",0.273737395258078,0.332043970474892
"4039",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Aircraft and Drones","Additional
DoD
Components","CARTER",0.12078950063995,0.0906611668694922
"4040",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Electronics and Communications","Army","CARTER",0.990660748206043,1.08640851148063
"4041",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Electronics and Communications","Navy","CARTER",0.905003850587495,0.987495706993985
"4042",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Electronics and Communications","Air Force","CARTER",0.568914240421737,0.633304620726675
"4043",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Electronics and Communications","DLA","CARTER",0.121728494785984,0.132150418922227
"4044",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Electronics and Communications","MDA","CARTER",0.00020676465589593,0.000108723802120677
"4045",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Electronics and Communications","Military
Health","CARTER",0.000101683361309274,8.99875821793258e-05
"4046",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Electronics and Communications","Additional
DoD
Components","CARTER",0.374437351332354,0.410861595111204
"4047",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Facilities and Construction","Army","CARTER",2.22965736243181,2.14693158025248
"4048",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Facilities and Construction","Navy","CARTER",0.41889275944188,0.525400143670443
"4049",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Facilities and Construction","Air Force","CARTER",0.25908560815149,0.291763973597706
"4050",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Facilities and Construction","DLA","CARTER",0.160673917624843,0.149475560718282
"4051",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Facilities and Construction","MDA","CARTER",0.000507098898447335,0.000585426131173105
"4052",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Facilities and Construction","Military
Health","CARTER",1.36622534620227e-05,2.06348537267699e-05
"4053",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Facilities and Construction","Additional
DoD
Components","CARTER",0.0159676986151909,0.0169312480032172
"4054",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Land Vehicles","Army","CARTER",1.05134897992027,1.0453129360505
"4055",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Land Vehicles","Navy","CARTER",0.584268214960134,0.297865209186599
"4056",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Land Vehicles","Air Force","CARTER",0.00481159976919849,0.0102568926807945
"4057",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Land Vehicles","DLA","CARTER",0.0774984415652539,0.0900675846691845
"4058",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Land Vehicles","Additional
DoD
Components","CARTER",0.000351713585816198,0.00852367464330676
"4059",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Missile and Space Systems","Army","CARTER",0.210250317677298,0.204773788624283
"4060",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Missile and Space Systems","Navy","CARTER",0.745399451007134,0.334851701748496
"4061",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Missile and Space Systems","Air Force","CARTER",0.641363783623584,0.334582197950762
"4062",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Missile and Space Systems","DLA","CARTER",0.0160823295425934,0.010189595067186
"4063",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Missile and Space Systems","MDA","CARTER",0.171932449391523,0.177498846370122
"4064",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Missile and Space Systems","Additional
DoD
Components","CARTER",7.03231221149811e-07,0.0289439946426074
"4065",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Other Products","Army","CARTER",0.463241865956777,0.40471870873199
"4066",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Other Products","Navy","CARTER",0.065255049989509,0.0747211997936774
"4067",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Other Products","Air Force","CARTER",0.0142327844104071,0.0157658183172472
"4068",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Other Products","DLA","CARTER",1.97371603105329,1.81893333288222
"4069",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Other Products","Additional
DoD
Components","CARTER",0.000635231221149811,0.00192907220240593
"4070",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Other R&D and Knowledge Based","Army","CARTER",1.04659572938523,1.21773699684571
"4071",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Other R&D and Knowledge Based","Navy","CARTER",0.634324497660512,0.660663610588893
"4072",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Other R&D and Knowledge Based","Air Force","CARTER",0.379732141722619,0.481290684008253
"4073",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Other R&D and Knowledge Based","DLA","CARTER",0.00408108149391523,0.00722553751223947
"4074",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Other R&D and Knowledge Based","MDA","CARTER",0.030803602811582,0.023502305172052
"4075",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Other R&D and Knowledge Based","Additional
DoD
Components","CARTER",0.18765802789551,0.219059324478948
"4076",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Other Services","Army","CARTER",0.839708063355015,0.89686557153448
"4077",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Other Services","Navy","CARTER",0.125217765148972,0.162295990830885
"4078",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Other Services","Air Force","CARTER",0.0517442921422577,0.0729640973387886
"4079",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Other Services","DLA","CARTER",0.000568456661770877,0.000542059637711568
"4080",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Other Services","Military
Health","CARTER",0.490912438438942,0.288884074339068
"4081",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Other Services","Additional
DoD
Components","CARTER",0.351423133361309,0.336201881787663
"4082",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Ships & Submarines","Army","CARTER",0.00497598621485522,0.0067902631591831
"4083",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Ships & Submarines","Navy","CARTER",0.331864387819975,0.697325823629179
"4084",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Ships & Submarines","Air Force","CARTER",0.000408679374737726,0.000392044507463633
"4085",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Ships & Submarines","DLA","CARTER",0.0985585110155266,0.0983374512449293
"4086",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Ships & Submarines","Additional
DoD
Components","CARTER",0.0080505466533781,0.00817134417051336
"4087",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Weapons and Ammunition","Army","CARTER",0.115963155297944,0.360642086113442
"4088",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Weapons and Ammunition","Navy","CARTER",0.0964991198489299,0.143219225608477
"4089",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Weapons and Ammunition","Air Force","CARTER",0.0649173365610575,0.0499611600258777
"4090",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Weapons and Ammunition","DLA","CARTER",0.0111709391838019,0.0142305005770038
"4091",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Weapons and Ammunition","MDA","CARTER",0.0516973164078892,0.0174865389078888
"4092",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Weapons and Ammunition","Additional
DoD
Components","CARTER",0.00173371309274024,0.0104992259057211
"4093",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Aircraft and Drones","Army","CARTER",0.497261684315988,0.554354462655616
"4094",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Aircraft and Drones","Navy","CARTER",0.340892830958875,0.662752559312491
"4095",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Aircraft and Drones","Air Force","CARTER",1.58636859931809,1.37002721760736
"4096",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Aircraft and Drones","DLA","CARTER",0.454864350524549,0.339169841659673
"4097",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Aircraft and Drones","Additional
DoD
Components","CARTER",0.166497841491817,0.124714285291649
"4098",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Electronics and Communications","Army","CARTER",1.13138192852497,1.03752304319835
"4099",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Electronics and Communications","Navy","CARTER",0.998026701689047,0.960505799940551
"4100",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Electronics and Communications","Air Force","CARTER",0.788664612788502,0.646956361791859
"4101",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Electronics and Communications","DLA","CARTER",0.12291613025598,0.134524933036089
"4102",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Electronics and Communications","MDA","CARTER",0.00380437514687369,0.00132824549237656
"4103",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Electronics and Communications","Military
Health","CARTER",0.000132978010910617,7.82204574066303e-05
"4104",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Electronics and Communications","Additional
DoD
Components","CARTER",0.675337786109945,0.49629063702266
"4105",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Facilities and Construction","Army","CARTER",2.88692929940201,2.40772893368303
"4106",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Facilities and Construction","Navy","CARTER",1.72600423637222,0.885102273646664
"4107",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Facilities and Construction","Air Force","CARTER",0.365313295195132,0.30443526083718
"4108",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Facilities and Construction","DLA","CARTER",0.127253309588754,0.136862245723178
"4109",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Facilities and Construction","MDA","CARTER",0.00369953551195971,0.00233063892152749
"4110",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Facilities and Construction","Military
Health","CARTER",4.68870436424675e-05,2.75059981832398e-05
"4111",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Facilities and Construction","Additional
DoD
Components","CARTER",0.0338667394250944,0.0236384954364247
"4112",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Land Vehicles","Army","CARTER",0.742876529909778,0.732056143037488
"4113",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Land Vehicles","Navy","CARTER",0.652682182144356,0.465433607602462
"4114",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Land Vehicles","Air Force","CARTER",0.0183839505140579,0.0114906956462442
"4115",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Land Vehicles","DLA","CARTER",0.171933976363827,0.105754936288292
"4116",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Land Vehicles","MDA","CARTER",0.000264863365505665,0.000114673532988416
