"","SignedMonth","Vendor.Size.sum","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"3007",2014-06-01,"Medium","Air Force","KENDALL",0.7311455469731,0.752492569167367
"3008",2014-07-01,"Medium","Air Force","KENDALL",0.8434685026892,0.770872433182967
"3009",2014-08-01,"Medium","Air Force","KENDALL",0.6100290362385,0.728214361966933
"3010",2014-09-01,"Medium","Air Force","KENDALL",1.8061612516578,1.08655293019517
"3011",2007-07-01,"Medium","DLA","YOUNG",0.117620485419239,NA
"3012",2007-08-01,"Medium","DLA","YOUNG",0.41973920567965,NA
"3013",2007-09-01,"Medium","DLA","YOUNG",1.0225339716691,0.519964554255996
"3014",2007-10-01,"Medium","DLA","YOUNG",0.639943322754881,0.69407216670121
"3015",2007-11-01,"Medium","DLA","YOUNG",0.381133900065076,0.681203731496352
"3016",2007-12-01,"Medium","DLA","YOUNG",0.692814935292842,0.571297386037599
"3017",2008-01-01,"Medium","DLA","YOUNG",0.451508872255965,0.508485902537961
"3018",2008-02-01,"Medium","DLA","YOUNG",0.424087467255965,0.522803758268257
"3019",2008-03-01,"Medium","DLA","YOUNG",0.669549949370933,0.515048762960954
"3020",2008-04-01,"Medium","DLA","YOUNG",0.720136329229935,0.604591248618944
"3021",2008-05-01,"Medium","DLA","YOUNG",0.703706717093275,0.697797665231381
"3022",2008-06-01,"Medium","DLA","YOUNG",0.592800500878525,0.672214515733912
"3023",2008-07-01,"Medium","DLA","YOUNG",0.557275804381779,0.61792767411786
"3024",2008-08-01,"Medium","DLA","YOUNG",2.0873895489154,1.07915528472523
"3025",2008-09-01,"Medium","DLA","YOUNG",1.29261425963124,1.31242653764281
"3026",2008-10-01,"Medium","DLA","YOUNG",0.55877930780472,1.31292770545045
"3027",2008-11-01,"Medium","DLA","YOUNG",0.404003494100455,0.751799020512137
"3028",2008-12-01,"Medium","DLA","YOUNG",0.340672123782204,0.434484975229126
"3029",2009-01-01,"Medium","DLA","YOUNG",0.558361362838277,0.434345660240312
"3030",2009-02-01,"Medium","DLA","YOUNG",0.363336578404417,0.420790021674966
"3031",2009-03-01,"Medium","DLA","YOUNG",1.3409242070578,0.754207382766833
"3032",2009-04-01,"Medium","DLA","YOUNG",0.596262641545789,0.766841142336004
"3033",2009-05-01,"Medium","DLA","YOUNG",0.0157991140506603,0.650995320884751
"3034",2009-06-01,"Medium","DLA","YOUNG",0.0270875613769214,0.213049772324457
"3035",2009-07-01,"Medium","DLA","YOUNG",0.0470639744749946,0.0299835499675254
"3036",2009-08-01,"Medium","DLA","YOUNG",0.0260989939489067,0.0334168432669409
"3037",2009-09-01,"Medium","DLA","YOUNG",0.102147710402685,0.0584368929421953
"3038",2009-10-01,"Medium","DLA","YOUNG",0.113446997742833,0.080564567364808
"3039",2009-11-01,"Medium","DLA","YOUNG",0.022535041089003,0.0793765830781734
"3040",2009-12-01,"Medium","DLA","YOUNG",0.00676588348309799,0.0475826407716445
"3041",2010-01-01,"Medium","DLA","YOUNG",0.00821031627086008,0.0125037469476537
"3042",2010-02-01,"Medium","DLA","YOUNG",0.060291843495935,0.0250893477499643
"3043",2010-03-01,"Medium","DLA","YOUNG",0.120383931707317,0.0629620304913707
"3044",2010-04-01,"Medium","DLA","YOUNG",0.0659714228925973,0.0822157326986165
"3045",2010-05-01,"Medium","DLA","YOUNG",0.0829857181322208,0.0897803575773784
"3046",2010-06-01,"Medium","DLA","YOUNG",0.031686375224647,0.0602145054164884
"3047",2010-07-01,"Medium","DLA","YOUNG",0.160550984734703,0.0917410260305235
"3048",2010-08-01,"Medium","DLA","YOUNG",-0.000618551893453145,0.0638729360219655
"3049",2010-09-01,"Medium","DLA","YOUNG",0.103065888200685,0.087666107013978
"3050",2010-10-01,"Medium","DLA","YOUNG",0.0256315439886697,0.0426929600986337
"3051",2010-11-01,"Medium","DLA","YOUNG",0.016514437725556,0.0484039566383035
"3052",2010-12-01,"Medium","DLA","YOUNG",0.005708337736047,0.0159514398167576
"3053",2011-01-01,"Medium","DLA","YOUNG",0.0116408781787663,0.0112878845467898
"3054",2011-02-01,"Medium","DLA","YOUNG",0.0136278605644146,0.0103256921597426
"3055",2011-03-01,"Medium","DLA","YOUNG",0.0155180792803189,0.0135956060078333
"3056",2011-04-01,"Medium","DLA","YOUNG",0.0191205865400755,0.0160888421282697
"3057",2011-05-01,"Medium","DLA","YOUNG",0.0149302616135124,0.0165229758113023
"3058",2011-06-01,"Medium","DLA","YOUNG",0.0264765789865715,0.0201758090467198
"3059",2011-07-01,"Medium","DLA","YOUNG",0.0127143288606798,0.0180403898202546
"3060",2011-08-01,"Medium","DLA","YOUNG",0.234948098289971,0.0913796687124073
"3061",2011-09-01,"Medium","DLA","YOUNG",0.0415541728598405,0.0964055333368303
"3062",2011-10-01,"Medium","DLA","YOUNG",0.0153635738749871,0.0972886150082661
"3063",2011-11-01,"Medium","DLA","YOUNG",0.0193181616826279,0.0254119694724852
"3064",2011-12-01,"Medium","DLA","YOUNG",0.0025582828750901,0.0124133394775684
"3065",2012-01-01,"Medium","DLA","YOUNG",0.0318507866440119,0.0179090770672433
"3066",2012-02-01,"Medium","DLA","YOUNG",0.107301180156524,0.0472367498918752
"3067",2012-03-01,"Medium","DLA","YOUNG",0.0155501072083205,0.051567358002952
"3068",2012-04-01,"Medium","DLA","YOUNG",0.0413896361239831,0.0547469744962757
"3069",2012-05-01,"Medium","DLA","YOUNG",0.0258502418597467,0.0275966617306834
"3070",2012-06-01,"Medium","DLA","YOUNG",0.0212621364741015,0.0295006714859438
"3071",2012-07-01,"Medium","DLA","YOUNG",0.00708439053650499,0.0180655896234511
"3072",2012-08-01,"Medium","DLA","YOUNG",0.0187819461641438,0.0157094910582501
"3073",2012-09-01,"Medium","DLA","YOUNG",0.0649383649984554,0.0302682338997014
"3074",2012-10-01,"Medium","DLA","YOUNG",0.0186903864027623,0.0341368991884538
"3075",2012-11-01,"Medium","DLA","YOUNG",0.0367684145525541,0.0401323886512572
"3076",2012-12-01,"Medium","DLA","YOUNG",0.00514566320473241,0.0202014880533496
"3077",2013-01-01,"Medium","DLA","YOUNG",0.0171000318876815,0.019671369881656
"3078",2013-02-01,"Medium","DLA","YOUNG",0.00733455408906266,0.0098600830604922
"3079",2013-03-01,"Medium","DLA","YOUNG",0.00948214155783487,0.0113055758448597
"3080",2013-04-01,"Medium","DLA","YOUNG",0.0265613192256525,0.01445933829085
"3081",2013-05-01,"Medium","DLA","YOUNG",0.0129123740117802,0.0163186115984225
"3082",2013-06-01,"Medium","DLA","YOUNG",0.0202537840265055,0.0199091590879794
"3083",2013-07-01,"Medium","DLA","YOUNG",0.00302559802924749,0.0120639186891778
"3084",2013-08-01,"Medium","DLA","YOUNG",0.00632374036843709,0.00986770747473004
"3085",2013-09-01,"Medium","DLA","YOUNG",0.133102215721032,0.0474838513729054
"3086",2013-10-01,"Medium","DLA","YOUNG",0.008390128732,0.049272028273823
"3087",2013-11-01,"Medium","DLA","YOUNG",0.0121416400523,0.0512113281684439
"3088",2013-12-01,"Medium","DLA","YOUNG",0.0108375893415,0.0104564527086
"3089",2014-01-01,"Medium","DLA","YOUNG",0.0259373467319,0.0163055253752333
"3090",2014-02-01,"Medium","DLA","YOUNG",0.020479047475,0.0190846611828
"3091",2014-03-01,"Medium","DLA","YOUNG",0.0054425921306,0.0172863287791667
"3092",2014-04-01,"Medium","DLA","YOUNG",0.0048774416523,0.0102663604193
"3093",2014-05-01,"Medium","DLA","YOUNG",0.0216201457199,0.0106467265009333
"3094",2014-06-01,"Medium","DLA","YOUNG",0.0066169169634,0.0110381681118667
"3095",2014-07-01,"Medium","DLA","YOUNG",0.0203041853199,0.0161804160010667
"3096",2014-08-01,"Medium","DLA","YOUNG",0.0016026704082,0.0095079242305
"3097",2014-09-01,"Medium","DLA","YOUNG",0.028822919158,0.0169099249620333
"3098",2009-04-01,"Medium","DLA","CARTER",0.109005977679151,NA
"3099",2009-05-01,"Medium","DLA","CARTER",0.487232960413509,NA
"3100",2009-06-01,"Medium","DLA","CARTER",0.556422947607707,0.384220628566789
"3101",2009-07-01,"Medium","DLA","CARTER",1.92087131790431,0.988175741975175
"3102",2009-08-01,"Medium","DLA","CARTER",1.31193717117341,1.26307714556181
"3103",2009-09-01,"Medium","DLA","CARTER",0.711966242584975,1.31492491055423
"3104",2009-10-01,"Medium","DLA","CARTER",0.600638969651262,0.87484746113655
"3105",2009-11-01,"Medium","DLA","CARTER",0.545197743624305,0.619267651953514
"3106",2009-12-01,"Medium","DLA","CARTER",0.511258779610612,0.552365164295393
"3107",2010-01-01,"Medium","DLA","CARTER",0.479089623074454,0.511848715436457
"3108",2010-02-01,"Medium","DLA","CARTER",0.754429961146769,0.581592787943945
"3109",2010-03-01,"Medium","DLA","CARTER",0.587485243314078,0.607001609178434
"3110",2010-04-01,"Medium","DLA","CARTER",0.676163452813436,0.672692885758094
"3111",2010-05-01,"Medium","DLA","CARTER",0.644042496576808,0.635897064234774
"3112",2010-06-01,"Medium","DLA","CARTER",0.754631919373128,0.691612622921124
"3113",2010-07-01,"Medium","DLA","CARTER",0.723911015019255,0.70752847698973
"3114",2010-08-01,"Medium","DLA","CARTER",0.692094145271716,0.723545693221366
"3115",2010-09-01,"Medium","DLA","CARTER",1.27302501308301,0.896343391124661
"3116",2010-10-01,"Medium","DLA","CARTER",0.887338332322702,0.950819163559144
"3117",2010-11-01,"Medium","DLA","CARTER",0.840734005570709,1.00036578365881
"3118",2010-12-01,"Medium","DLA","CARTER",0.942121951489719,0.89006476312771
"3119",2011-01-01,"Medium","DLA","CARTER",0.555516846338649,0.779457601133026
"3120",2011-02-01,"Medium","DLA","CARTER",0.624745800157365,0.707461532661911
"3121",2011-03-01,"Medium","DLA","CARTER",0.827079465264373,0.669114037253462
"3122",2011-04-01,"Medium","DLA","CARTER",1.12951574693663,0.860447004119457
"3123",2011-05-01,"Medium","DLA","CARTER",0.537515192247167,0.831370134816058
"3124",2011-06-01,"Medium","DLA","CARTER",1.0538202576794,0.906950398954399
"3125",2011-07-01,"Medium","DLA","CARTER",1.01749569031683,0.86961038008113
"3126",2011-08-01,"Medium","DLA","CARTER",1.00757360624213,1.02629651807945
"3127",2011-09-01,"Medium","DLA","CARTER",1.72557635012589,1.25021521556162
"3128",2011-10-01,"Medium","DLA","CARTER",0.897653482885388,1.21026781308447
"3129",2011-11-01,"Medium","DLA","CARTER",-0.105137985315622,0.839363949231886
"3130",2011-12-01,"Medium","DLA","CARTER",0.0732191412418906,0.288578212937219
"3131",2012-01-01,"Medium","DLA","CARTER",0.0423595648954794,0.00348024027391617
"3132",2012-02-01,"Medium","DLA","CARTER",0.524140518834312,0.213239741657227
"3133",2012-03-01,"Medium","DLA","CARTER",-0.0727294381011224,0.164590215209556
"3134",2012-04-01,"Medium","DLA","CARTER",0.0330972711049326,0.161502783946041
"3135",2012-05-01,"Medium","DLA","CARTER",0.0963881697044589,0.018918667569423
"3136",2012-06-01,"Medium","DLA","CARTER",0.00635004462980126,0.0452784951463976
"3137",2012-07-01,"Medium","DLA","CARTER",0.0124951807537844,0.0384111316960148
"3138",2012-08-01,"Medium","DLA","CARTER",0.095535671661003,0.0381269656815295
"3139",2012-09-01,"Medium","DLA","CARTER",0.0239518554834724,0.0439942359660866
"3140",2012-10-01,"Medium","DLA","CARTER",0.051680984309739,0.0570561704847381
"3141",2012-11-01,"Medium","DLA","CARTER",0.0114996786774652,0.0290441728235589
"3142",2012-12-01,"Medium","DLA","CARTER",0.00259685898568092,0.0219258406576284
"3143",2013-01-01,"Medium","DLA","CARTER",0.000900146267086422,0.00499889464341085
"3144",2013-02-01,"Medium","DLA","CARTER",0.0785548444001219,0.0273506165509631
"3145",2013-03-01,"Medium","DLA","CARTER",0.0142855084582106,0.0312468330418063
"3146",2013-04-01,"Medium","DLA","CARTER",0.0116719405782472,0.0348374311455266
"3147",2013-05-01,"Medium","DLA","CARTER",-0.0573898267841982,-0.0104774592492468
"3148",2013-06-01,"Medium","DLA","CARTER",0.00574733985406723,-0.0133235154506279
"3149",2013-07-01,"Medium","DLA","CARTER",0.038638231042551,-0.00433475196252666
"3150",2013-08-01,"Medium","DLA","CARTER",0.00404117986706611,0.0161422502545615
"3151",2013-09-01,"Medium","DLA","CARTER",0.0562128745590535,0.0329640951562236
"3152",2013-10-01,"Medium","DLA","CARTER",0.0130828077465,0.0244456207242065
"3153",2013-11-01,"Medium","DLA","CARTER",0.0107168432803,0.0266708418619512
"3154",2013-12-01,"Medium","DLA","CARTER",0.0069957428319,0.0102651312862333
"3155",2014-01-01,"Medium","DLA","CARTER",0.0070711604557,0.00826124885596667
"3156",2014-02-01,"Medium","DLA","CARTER",0.0089617700934,0.00767622446033333
"3157",2014-03-01,"Medium","DLA","CARTER",0.002133859834,0.00605559679436667
"3158",2014-04-01,"Medium","DLA","CARTER",0.0280734250541,0.0130563516605
"3159",2014-05-01,"Medium","DLA","CARTER",0.0062328232278,0.0121467027053
"3160",2014-06-01,"Medium","DLA","CARTER",4.08838324e-05,0.0114490440381
"3161",2014-07-01,"Medium","DLA","CARTER",0.0023563988282,0.0028767019628
"3162",2014-08-01,"Medium","DLA","CARTER",0.0040507710418,0.00214935123413333
"3163",2014-09-01,"Medium","DLA","CARTER",0.0248880356289,0.0104317351663
"3164",2011-11-01,"Medium","DLA","KENDALL",0.782681867974565,NA
"3165",2011-12-01,"Medium","DLA","KENDALL",0.806176908392133,NA
"3166",2012-01-01,"Medium","DLA","KENDALL",0.515731345361446,0.701530040576048
"3167",2012-02-01,"Medium","DLA","KENDALL",0.483667345617753,0.601858533123777
"3168",2012-03-01,"Medium","DLA","KENDALL",1.6836075879619,0.894335426313699
"3169",2012-04-01,"Medium","DLA","KENDALL",0.491302947501184,0.886192627026945
"3170",2012-05-01,"Medium","DLA","KENDALL",1.07082897294841,1.0819131694705
"3171",2012-06-01,"Medium","DLA","KENDALL",0.780798106786325,0.780976675745306
"3172",2012-07-01,"Medium","DLA","KENDALL",1.07928350469704,0.976970194810593
"3173",2012-08-01,"Medium","DLA","KENDALL",0.703064193563073,0.854381935015481
"3174",2012-09-01,"Medium","DLA","KENDALL",1.37141338453424,1.05125369426479
"3175",2012-10-01,"Medium","DLA","KENDALL",0.513199430452219,0.862559002849844
"3176",2012-11-01,"Medium","DLA","KENDALL",0.656184012333198,0.846932275773219
"3177",2012-12-01,"Medium","DLA","KENDALL",2.04893044004763,1.07277129427768
"3178",2013-01-01,"Medium","DLA","KENDALL",0.422187395478724,1.04243394928652
"3179",2013-02-01,"Medium","DLA","KENDALL",0.538686857915914,1.00326823114742
"3180",2013-03-01,"Medium","DLA","KENDALL",0.797643867903828,0.586172707099489
"3181",2013-04-01,"Medium","DLA","KENDALL",0.445085986095257,0.593805570638333
"3182",2013-05-01,"Medium","DLA","KENDALL",0.515003117899766,0.585910990632951
"3183",2013-06-01,"Medium","DLA","KENDALL",0.823341730618869,0.594476944871297
"3184",2013-07-01,"Medium","DLA","KENDALL",0.51454577551569,0.617630208011442
"3185",2013-08-01,"Medium","DLA","KENDALL",0.611240433524221,0.649709313219593
"3186",2013-09-01,"Medium","DLA","KENDALL",2.4820750055683,1.2026204048694
"3187",2013-10-01,"Medium","DLA","KENDALL",0.4736862380005,1.18900055903101
"3188",2013-11-01,"Medium","DLA","KENDALL",0.5249778152334,1.16024635293406
"3189",2013-12-01,"Medium","DLA","KENDALL",0.5803215747277,0.526328542653867
"3190",2014-01-01,"Medium","DLA","KENDALL",0.6061387305793,0.570479373513467
"3191",2014-02-01,"Medium","DLA","KENDALL",0.351383904241,0.512614736516
"3192",2014-03-01,"Medium","DLA","KENDALL",0.602680816453,0.5200678170911
"3193",2014-04-01,"Medium","DLA","KENDALL",0.6977534098261,0.5506060435067
"3194",2014-05-01,"Medium","DLA","KENDALL",0.5930658303773,0.631166685552133
"3195",2014-06-01,"Medium","DLA","KENDALL",0.5663666129217,0.6190619510417
"3196",2014-07-01,"Medium","DLA","KENDALL",0.6123255399703,0.5905859944231
"3197",2014-08-01,"Medium","DLA","KENDALL",0.5517803654685,0.576824172786833
"3198",2014-09-01,"Medium","DLA","KENDALL",0.6498279890654,0.6046446315014
"3199",2007-07-01,"Medium","MDA","YOUNG",0.000210996744864744,NA
"3200",2007-08-01,"Medium","MDA","YOUNG",0.00305202379616119,NA
"3201",2007-09-01,"Medium","MDA","YOUNG",0.0014029891121338,0.00155533655105324
"3202",2007-10-01,"Medium","MDA","YOUNG",0.000825663774403471,0.00176022556089948
"3203",2007-11-01,"Medium","MDA","YOUNG",0.00513068763557484,0.0024531135073707
"3204",2007-12-01,"Medium","MDA","YOUNG",0.00148729718004338,0.0024812161966739
"3205",2008-01-01,"Medium","MDA","YOUNG",0.011638694143167,0.00608555965292842
"3206",2008-02-01,"Medium","MDA","YOUNG",0.00900975162689805,0.00737858098336949
"3207",2008-03-01,"Medium","MDA","YOUNG",0.00637247993492408,0.00900697523499638
"3208",2008-04-01,"Medium","MDA","YOUNG",0.00706128380694143,0.00748117178958785
"3209",2008-05-01,"Medium","MDA","YOUNG",0.00548252874186551,0.00630543082791034
"3210",2008-06-01,"Medium","MDA","YOUNG",0.00379661431670282,0.00544680895516992
"3211",2008-07-01,"Medium","MDA","YOUNG",0.011108585021692,0.00679590936008677
"3212",2008-08-01,"Medium","MDA","YOUNG",0.00344728084598698,0.00611749339479393
"3213",2008-09-01,"Medium","MDA","YOUNG",0.0161621762039046,0.0102393473571945
"3214",2008-10-01,"Medium","MDA","YOUNG",0.0216824093851483,0.0137639554783466
"3215",2008-11-01,"Medium","MDA","YOUNG",0.0332653861874865,0.0237033239255131
"3216",2008-12-01,"Medium","MDA","YOUNG",0.0199568569495562,0.024968217507397
"3217",2009-01-01,"Medium","MDA","YOUNG",0.0277108356787183,0.026977692938587
"3218",2009-02-01,"Medium","MDA","YOUNG",0.0137767455942845,0.0204814794075197
"3219",2009-03-01,"Medium","MDA","YOUNG",0.0122827873998701,0.017923456224291
"3220",2009-04-01,"Medium","MDA","YOUNG",0.00793157068629573,0.0113303678934834
"3221",2009-05-01,"Medium","MDA","YOUNG",0.000136770978566789,0.00678370968824421
"3222",2009-06-01,"Medium","MDA","YOUNG",0.00658057750595367,0.00488297305693873
"3223",2009-07-01,"Medium","MDA","YOUNG",0.0221098257198528,0.00960905806812441
"3224",2009-08-01,"Medium","MDA","YOUNG",0.0116491931586924,0.0134465321281663
"3225",2009-09-01,"Medium","MDA","YOUNG",0.0132424587573068,0.0156671592119506
"3226",2009-10-01,"Medium","MDA","YOUNG",0.0014395378690629,0.00877706326168735
"3227",2009-11-01,"Medium","MDA","YOUNG",0.0308735366281558,0.0151851777515085
"3228",2009-12-01,"Medium","MDA","YOUNG",0.0114629529525032,0.0145920091499073
"3229",2010-01-01,"Medium","MDA","YOUNG",0.0110432071031237,0.0177932322279275
"3230",2010-02-01,"Medium","MDA","YOUNG",0.0133764417843389,0.0119608672799886
"3231",2010-03-01,"Medium","MDA","YOUNG",0.0126639613286264,0.012361203405363
"3232",2010-04-01,"Medium","MDA","YOUNG",0.0099742964805306,0.0120048998644986
"3233",2010-05-01,"Medium","MDA","YOUNG",0.00257671195977749,0.00840498992297818
"3234",2010-06-01,"Medium","MDA","YOUNG",0.000144661542575952,0.00423188999429468
"3235",2010-07-01,"Medium","MDA","YOUNG",0.0113155172336329,0.0046789635786621
"3236",2010-08-01,"Medium","MDA","YOUNG",0.00123291708386821,0.00423103195335901
"3237",2010-09-01,"Medium","MDA","YOUNG",0.00438942950363714,0.00564595460704607
"3238",2010-10-01,"Medium","MDA","YOUNG",0.00251069639110365,0.002711014326203
"3239",2010-11-01,"Medium","MDA","YOUNG",0.00107043722198909,0.00265685437224329
"3240",2010-12-01,"Medium","MDA","YOUNG",0.0106208286088964,0.0047339874073297
"3241",2011-01-01,"Medium","MDA","YOUNG",0.0142415222408728,0.0086442626905861
"3242",2011-02-01,"Medium","MDA","YOUNG",0.00612980717582879,0.010330719341866
"3243",2011-03-01,"Medium","MDA","YOUNG",0.00799058749475451,0.00945397230381871
"3244",2011-04-01,"Medium","MDA","YOUNG",0.00134731295635753,0.00515590254231361
"3245",2011-05-01,"Medium","MDA","YOUNG",0.00646309329626521,0.00526699791579242
"3246",2011-06-01,"Medium","MDA","YOUNG",0.0019318380193034,0.00324741475730871
"3247",2011-07-01,"Medium","MDA","YOUNG",0.00291857322702476,0.00377116818086446
"3248",2011-08-01,"Medium","MDA","YOUNG",0.00123235718631977,0.00202758947754931
"3249",2011-09-01,"Medium","MDA","YOUNG",0.00158570575954679,0.00191221205763044
"3250",2011-10-01,"Medium","MDA","YOUNG",0.00212134383688601,0.00164646892758419
"3251",2011-11-01,"Medium","MDA","YOUNG",9.21635258984657e-05,0.00126640437411042
"3252",2011-12-01,"Medium","MDA","YOUNG",0.00321278447121821,0.00180876394466756
"3253",2012-01-01,"Medium","MDA","YOUNG",0.00090991452991453,0.00140495417567707
"3254",2012-02-01,"Medium","MDA","YOUNG",-0.000497671053444547,0.0012083426492294
"3255",2012-03-01,"Medium","MDA","YOUNG",0.00135269697250541,0.000588313482991796
"3256",2012-04-01,"Medium","MDA","YOUNG",-4.56285346514262e-05,0.000269799128136478
"3257",2012-05-01,"Medium","MDA","YOUNG",-5.17709710637422e-05,0.000418432488930079
"3258",2012-06-01,"Medium","MDA","YOUNG",-9.76264133456905e-05,-6.50086396869529e-05
"3259",2012-07-01,"Medium","MDA","YOUNG",-0.000360606971475646,-0.000170001451961693
"3260",2012-08-01,"Medium","MDA","YOUNG",-0.000597939192668108,-0.000352057525829815
"3261",2012-09-01,"Medium","MDA","YOUNG",-3.43261353104727e-05,-0.000330957433151409
"3262",2012-10-01,"Medium","MDA","YOUNG",0,-0.000210755109326194
"3263",2012-11-01,"Medium","MDA","YOUNG",-3.78339595815985e-06,-1.27031770895442e-05
"3264",2013-01-01,"Medium","MDA","YOUNG",0,-1.26113198605328e-06
"3265",2013-02-01,"Medium","MDA","YOUNG",4.92250227480451e-05,1.51472089299617e-05
"3266",2013-03-01,"Medium","MDA","YOUNG",-1.46237432720626e-06,1.59208828069463e-05
"3267",2013-05-01,"Medium","MDA","YOUNG",-0.000686128709251549,-0.00021278868694357
"3268",2013-08-01,"Medium","MDA","YOUNG",-0.000818624289123591,-0.000502071790900782
"3269",2013-09-01,"Medium","MDA","YOUNG",-3.17595103077079e-05,-0.000512170836227616
"3270",2013-10-01,"Medium","MDA","YOUNG",-2.18202e-06,-0.0002841886064771
"3271",2014-01-01,"Medium","MDA","YOUNG",-8.3976e-07,-1.15937634359026e-05
"3272",2014-02-01,"Medium","MDA","YOUNG",-0.0001762921499,-5.97713099666667e-05
"3273",2014-03-01,"Medium","MDA","YOUNG",-4.89975e-06,-6.06772199666667e-05
"3274",2014-04-01,"Medium","MDA","YOUNG",-0.000179140075,-0.0001201106583
"3275",2014-05-01,"Medium","MDA","YOUNG",-0.0003193416293,-0.0001677938181
"3276",2014-06-01,"Medium","MDA","YOUNG",-8.76611198e-05,-0.000195380941366667
"3277",2014-07-01,"Medium","MDA","YOUNG",1.6223101e-06,-0.000135126813
"3278",2014-08-01,"Medium","MDA","YOUNG",-0.0001043022591,-6.34470229333333e-05
"3279",2014-09-01,"Medium","MDA","YOUNG",-9.6480401e-06,-3.74426630333333e-05
"3280",2009-04-01,"Medium","MDA","CARTER",0.000100454643862308,NA
"3281",2009-05-01,"Medium","MDA","CARTER",0.000859762935700368,NA
"3282",2009-06-01,"Medium","MDA","CARTER",0.000623675330158043,0.000527964303240239
"3283",2009-07-01,"Medium","MDA","CARTER",0.00103672044814895,0.00084005290466912
"3284",2009-08-01,"Medium","MDA","CARTER",0.000353368662048062,0.000671254813451685
"3285",2009-09-01,"Medium","MDA","CARTER",0.000321513747564408,0.000570534285920473
"3286",2009-10-01,"Medium","MDA","CARTER",0.000130104835258879,0.000268329081623783
"3287",2009-11-01,"Medium","MDA","CARTER",0.00240084683354728,0.000950821805456857
"3288",2009-12-01,"Medium","MDA","CARTER",0.00359179961489089,0.00204091709456568
"3289",2010-01-01,"Medium","MDA","CARTER",0.00286285034231921,0.00295183226358579
"3290",2010-02-01,"Medium","MDA","CARTER",0.00604349651262302,0.00416604882327771
"3291",2010-03-01,"Medium","MDA","CARTER",0.00190745293110826,0.0036045999286835
"3292",2010-04-01,"Medium","MDA","CARTER",0.00734056490158323,0.00509717144843817
"3293",2010-05-01,"Medium","MDA","CARTER",0.00470628857509628,0.00465143546926259
"3294",2010-06-01,"Medium","MDA","CARTER",0.00442068307659392,0.00548917885109114
"3295",2010-07-01,"Medium","MDA","CARTER",0.00366869491869919,0.0042652221901298
"3296",2010-08-01,"Medium","MDA","CARTER",0.0032097379118528,0.00376637196904864
"3297",2010-09-01,"Medium","MDA","CARTER",0.00434147303166453,0.00373996862073884
"3298",2010-10-01,"Medium","MDA","CARTER",0.00107747767519933,0.00287622953957222
"3299",2010-11-01,"Medium","MDA","CARTER",0.00535506852706672,0.00359133974464353
"3300",2010-12-01,"Medium","MDA","CARTER",0.00433804934955938,0.00359019851727514
"3301",2011-01-01,"Medium","MDA","CARTER",0.00548908134704154,0.00506073307455588
"3302",2011-02-01,"Medium","MDA","CARTER",0.00746485651489719,0.00576399573716604
"3303",2011-03-01,"Medium","MDA","CARTER",0.0336621369702056,0.0155386916107148
"3304",2011-04-01,"Medium","MDA","CARTER",0.00417579060008393,0.0151009280283956
"3305",2011-05-01,"Medium","MDA","CARTER",0.0147125790600084,0.0175168355434326
"3306",2011-06-01,"Medium","MDA","CARTER",0.0510597263008812,0.0233160319869912
"3307",2011-07-01,"Medium","MDA","CARTER",0.0206973786088963,0.0288232279899287
"3308",2011-08-01,"Medium","MDA","CARTER",0.031023708980277,0.0342602712966848
"3309",2011-09-01,"Medium","MDA","CARTER",0.017784917467478,0.0231686683522171
"3310",2011-10-01,"Medium","MDA","CARTER",0.0201883898877562,0.0229990054451704
"3311",2011-11-01,"Medium","MDA","CARTER",0.0239305476367007,0.0206346183306449
"3312",2011-12-01,"Medium","MDA","CARTER",0.0281174643291113,0.024078800617856
"3313",2012-01-01,"Medium","MDA","CARTER",0.0870367541962723,0.0463615887206947
"3314",2012-02-01,"Medium","MDA","CARTER",0.0553242170013387,0.0568261451755741
"3315",2012-03-01,"Medium","MDA","CARTER",0.0386552409329626,0.0603387373768579
"3316",2012-04-01,"Medium","MDA","CARTER",0.0187695351045206,0.0375829976796073
"3317",2012-05-01,"Medium","MDA","CARTER",0.0334285637627433,0.0302844466000755
"3318",2012-06-01,"Medium","MDA","CARTER",0.00558323661826794,0.019260445161844
"3319",2012-07-01,"Medium","MDA","CARTER",0.0158345500566368,0.0182821168125493
"3320",2012-08-01,"Medium","MDA","CARTER",0.00118738678817835,0.0075350578210277
"3321",2012-09-01,"Medium","MDA","CARTER",0.0159312979919679,0.010984411612261
"3322",2012-10-01,"Medium","MDA","CARTER",0.0636549890728141,0.0269245579509868
"3323",2012-11-01,"Medium","MDA","CARTER",0.0653922435767239,0.0483261768805019
"3324",2012-12-01,"Medium","MDA","CARTER",0.0104160771096781,0.0464877699197387
"3325",2013-01-01,"Medium","MDA","CARTER",0.00837320233431502,0.0280605076735723
"3326",2013-02-01,"Medium","MDA","CARTER",0.0162946240885549,0.0116946345108493
"3327",2013-03-01,"Medium","MDA","CARTER",0.0106539275173149,0.0117739179800616
"3328",2013-04-01,"Medium","MDA","CARTER",0.0155525904066213,0.014167047337497
"3329",2013-05-01,"Medium","MDA","CARTER",0.0521381348244135,0.0261148842494499
"3330",2013-06-01,"Medium","MDA","CARTER",0.0350346468784401,0.0342417907031583
"3331",2013-07-01,"Medium","MDA","CARTER",0.0160045505661623,0.034392444089672
