"","SignedMonth","Vendor.Size.sum","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"1195",2013-11-01,"Large","Additional
DoD
Components","YOUNG",-0.002601477803,0.000395111588773582
"1196",2013-12-01,"Large","Additional
DoD
Components","YOUNG",-0.0675567228611,-0.0218427941693
"1197",2014-01-01,"Large","Additional
DoD
Components","YOUNG",0.0014176200513,-0.0229135268709333
"1198",2014-02-01,"Large","Additional
DoD
Components","YOUNG",0.0187191837467,-0.0158066396877
"1199",2014-03-01,"Large","Additional
DoD
Components","YOUNG",0.0054075513803,0.00851478505943333
"1200",2014-04-01,"Large","Additional
DoD
Components","YOUNG",-0.0006776942785,0.0078163469495
"1201",2014-05-01,"Large","Additional
DoD
Components","YOUNG",0.0015004402798,0.00207676579386667
"1202",2014-06-01,"Large","Additional
DoD
Components","YOUNG",-0.003819539734,-0.000998931244233333
"1203",2014-07-01,"Large","Additional
DoD
Components","YOUNG",-0.0091808898964,-0.00383332978353333
"1204",2014-08-01,"Large","Additional
DoD
Components","YOUNG",-0.0071787200508,-0.00672638322706667
"1205",2014-09-01,"Large","Additional
DoD
Components","YOUNG",-0.0326956614797,-0.0163517571423
"1206",2009-04-01,"Large","Additional
DoD
Components","CARTER",0.252622856137692,NA
"1207",2009-05-01,"Large","Additional
DoD
Components","CARTER",0.270130111593418,NA
"1208",2009-06-01,"Large","Additional
DoD
Components","CARTER",0.622651721606408,0.381801563112506
"1209",2009-07-01,"Large","Additional
DoD
Components","CARTER",0.359573626228621,0.417451819809483
"1210",2009-08-01,"Large","Additional
DoD
Components","CARTER",0.252716141069496,0.411647162968175
"1211",2009-09-01,"Large","Additional
DoD
Components","CARTER",0.809770285592119,0.474020017630079
"1212",2009-10-01,"Large","Additional
DoD
Components","CARTER",1.31644429010484,0.792976905588817
"1213",2009-11-01,"Large","Additional
DoD
Components","CARTER",0.386419062430466,0.837544546042474
"1214",2009-12-01,"Large","Additional
DoD
Components","CARTER",0.552140713275567,0.751668021936956
"1215",2010-01-01,"Large","Additional
DoD
Components","CARTER",0.508569384092854,0.482376386599629
"1216",2010-02-01,"Large","Additional
DoD
Components","CARTER",0.601747622400513,0.554152573256312
"1217",2010-03-01,"Large","Additional
DoD
Components","CARTER",0.933439304086436,0.681252103526601
"1218",2010-04-01,"Large","Additional
DoD
Components","CARTER",1.04595882105263,0.860381915846527
"1219",2010-05-01,"Large","Additional
DoD
Components","CARTER",0.440484367982456,0.806627497707174
"1220",2010-06-01,"Large","Additional
DoD
Components","CARTER",0.662443769918699,0.716295652984596
"1221",2010-07-01,"Large","Additional
DoD
Components","CARTER",0.355395466912709,0.486107868271288
"1222",2010-08-01,"Large","Additional
DoD
Components","CARTER",0.299790132049636,0.439209789627015
"1223",2010-09-01,"Large","Additional
DoD
Components","CARTER",0.771840094073599,0.475675231011981
"1224",2010-10-01,"Large","Additional
DoD
Components","CARTER",0.643385159987411,0.571671795370215
"1225",2010-11-01,"Large","Additional
DoD
Components","CARTER",0.441729374968527,0.618984876343179
"1226",2010-12-01,"Large","Additional
DoD
Components","CARTER",1.43984814041125,0.841654225122395
"1227",2011-01-01,"Large","Additional
DoD
Components","CARTER",0.397371110469996,0.759649541949923
"1228",2011-02-01,"Large","Additional
DoD
Components","CARTER",0.463972183350818,0.767063811410687
"1229",2011-03-01,"Large","Additional
DoD
Components","CARTER",0.633922079112463,0.498421790977759
"1230",2011-04-01,"Large","Additional
DoD
Components","CARTER",0.57341492660512,0.5571030630228
"1231",2011-05-01,"Large","Additional
DoD
Components","CARTER",0.502648293285774,0.569995099667786
"1232",2011-06-01,"Large","Additional
DoD
Components","CARTER",0.766778425157365,0.614280548349419
"1233",2011-07-01,"Large","Additional
DoD
Components","CARTER",0.642516804909778,0.637314507784305
"1234",2011-08-01,"Large","Additional
DoD
Components","CARTER",1.91276959574591,1.10735494193768
"1235",2011-09-01,"Large","Additional
DoD
Components","CARTER",1.79121619228913,1.44883419764827
"1236",2011-10-01,"Large","Additional
DoD
Components","CARTER",0.994183435166306,1.56605640773378
"1237",2011-11-01,"Large","Additional
DoD
Components","CARTER",0.147494767922974,0.977631465126137
"1238",2011-12-01,"Large","Additional
DoD
Components","CARTER",0.2507173158789,0.46413183965606
"1239",2012-01-01,"Large","Additional
DoD
Components","CARTER",0.22039337540933,0.206201819737068
"1240",2012-02-01,"Large","Additional
DoD
Components","CARTER",0.207707754268355,0.226272815185528
"1241",2012-03-01,"Large","Additional
DoD
Components","CARTER",0.168188555771702,0.198763228483129
"1242",2012-04-01,"Large","Additional
DoD
Components","CARTER",0.218743052651632,0.19821312089723
"1243",2012-05-01,"Large","Additional
DoD
Components","CARTER",0.0931399826176501,0.160023863680328
"1244",2012-06-01,"Large","Additional
DoD
Components","CARTER",0.16696908647925,0.159617373916178
"1245",2012-07-01,"Large","Additional
DoD
Components","CARTER",0.110095227237154,0.123401432111351
"1246",2012-08-01,"Large","Additional
DoD
Components","CARTER",0.13141045476264,0.136158256159681
"1247",2012-09-01,"Large","Additional
DoD
Components","CARTER",0.207787921099681,0.149764534366492
"1248",2012-10-01,"Large","Additional
DoD
Components","CARTER",0.0446940843577739,0.127964153406698
"1249",2012-11-01,"Large","Additional
DoD
Components","CARTER",0.202604658411699,0.151695554623051
"1250",2012-12-01,"Large","Additional
DoD
Components","CARTER",0.107812134067229,0.118370292278901
"1251",2013-01-01,"Large","Additional
DoD
Components","CARTER",0.0419102364932467,0.117442342990725
"1252",2013-02-01,"Large","Additional
DoD
Components","CARTER",0.114303211561694,0.0880085273740564
"1253",2013-03-01,"Large","Additional
DoD
Components","CARTER",0.0910173280285366,0.0824102586944924
"1254",2013-04-01,"Large","Additional
DoD
Components","CARTER",0.0467732760210216,0.0840312718704174
"1255",2013-05-01,"Large","Additional
DoD
Components","CARTER",0.0435268138025795,0.0604391392840459
"1256",2013-06-01,"Large","Additional
DoD
Components","CARTER",0.0511070039845638,0.047135697936055
"1257",2013-07-01,"Large","Additional
DoD
Components","CARTER",0.0882758244891845,0.0609698807587759
"1258",2013-08-01,"Large","Additional
DoD
Components","CARTER",0.0306282416593886,0.0566703567110457
"1259",2013-09-01,"Large","Additional
DoD
Components","CARTER",0.134560303018584,0.0844881230557192
"1260",2013-10-01,"Large","Additional
DoD
Components","CARTER",0.0492501555926,0.0714795667568577
"1261",2013-11-01,"Large","Additional
DoD
Components","CARTER",0.095404445374,0.0930716346617281
"1262",2013-12-01,"Large","Additional
DoD
Components","CARTER",0.0265287089269,0.0570611032978333
"1263",2014-01-01,"Large","Additional
DoD
Components","CARTER",0.0344013627071,0.0521115056693333
"1264",2014-02-01,"Large","Additional
DoD
Components","CARTER",0.0651067243144,0.0420122653161333
"1265",2014-03-01,"Large","Additional
DoD
Components","CARTER",0.0702194300439,0.0565758390218
"1266",2014-04-01,"Large","Additional
DoD
Components","CARTER",0.2388231385058,0.1247164309547
"1267",2014-05-01,"Large","Additional
DoD
Components","CARTER",0.0197846759716,0.1096090815071
"1268",2014-06-01,"Large","Additional
DoD
Components","CARTER",0.0306577401078,0.0964218515284
"1269",2014-07-01,"Large","Additional
DoD
Components","CARTER",0.0149593907932,0.0218006022908667
"1270",2014-08-01,"Large","Additional
DoD
Components","CARTER",0.0225239292714,0.0227136867241333
"1271",2014-09-01,"Large","Additional
DoD
Components","CARTER",0.0882309026763,0.0419047409136333
"1272",2011-11-01,"Large","Additional
DoD
Components","KENDALL",0.315239949860982,NA
"1273",2011-12-01,"Large","Additional
DoD
Components","KENDALL",1.3050803004119,NA
"1274",2012-01-01,"Large","Additional
DoD
Components","KENDALL",0.413992548532592,0.678104266268493
"1275",2012-02-01,"Large","Additional
DoD
Components","KENDALL",0.36184417566677,0.693639008203755
"1276",2012-03-01,"Large","Additional
DoD
Components","KENDALL",0.56636308853877,0.447399937579377
"1277",2012-04-01,"Large","Additional
DoD
Components","KENDALL",0.474890911183194,0.467699391796245
"1278",2012-05-01,"Large","Additional
DoD
Components","KENDALL",0.54074613223149,0.527333377317818
"1279",2012-06-01,"Large","Additional
DoD
Components","KENDALL",0.424202484234373,0.479946509216353
"1280",2012-07-01,"Large","Additional
DoD
Components","KENDALL",0.43651836703738,0.467155661167748
"1281",2012-08-01,"Large","Additional
DoD
Components","KENDALL",0.484488241870044,0.448403031047266
"1282",2012-09-01,"Large","Additional
DoD
Components","KENDALL",0.768624849418186,0.563210486108537
"1283",2012-10-01,"Large","Additional
DoD
Components","KENDALL",1.15060541890495,0.801239503397725
"1284",2012-11-01,"Large","Additional
DoD
Components","KENDALL",0.244797113790698,0.72134246070461
"1285",2012-12-01,"Large","Additional
DoD
Components","KENDALL",0.603362641937747,0.66625505821113
"1286",2013-01-01,"Large","Additional
DoD
Components","KENDALL",0.315484832261095,0.387881529329847
"1287",2013-02-01,"Large","Additional
DoD
Components","KENDALL",0.263975422132426,0.394274298777089
"1288",2013-03-01,"Large","Additional
DoD
Components","KENDALL",0.341489400645882,0.306983218346468
"1289",2013-04-01,"Large","Additional
DoD
Components","KENDALL",0.368614906935209,0.324693243237839
"1290",2013-05-01,"Large","Additional
DoD
Components","KENDALL",0.388402966383061,0.366169091321384
"1291",2013-06-01,"Large","Additional
DoD
Components","KENDALL",0.315886534177618,0.357634802498629
"1292",2013-07-01,"Large","Additional
DoD
Components","KENDALL",0.436599049547883,0.38029618336952
"1293",2013-08-01,"Large","Additional
DoD
Components","KENDALL",0.396086231262415,0.382857271662638
"1294",2013-09-01,"Large","Additional
DoD
Components","KENDALL",0.563468846175688,0.465384708995328
"1295",2013-10-01,"Large","Additional
DoD
Components","KENDALL",0.7591726538619,0.572909243766668
"1296",2013-11-01,"Large","Additional
DoD
Components","KENDALL",0.230308031229,0.517649843755529
"1297",2013-12-01,"Large","Additional
DoD
Components","KENDALL",0.2445571219775,0.411345935689467
"1298",2014-01-01,"Large","Additional
DoD
Components","KENDALL",0.2247241167997,0.2331964233354
"1299",2014-02-01,"Large","Additional
DoD
Components","KENDALL",0.2791386898221,0.2494733095331
"1300",2014-03-01,"Large","Additional
DoD
Components","KENDALL",0.4591824637672,0.321015090129667
"1301",2014-04-01,"Large","Additional
DoD
Components","KENDALL",0.3929110794847,0.377077411024667
"1302",2014-05-01,"Large","Additional
DoD
Components","KENDALL",0.4386098650552,0.4302344694357
"1303",2014-06-01,"Large","Additional
DoD
Components","KENDALL",0.3190315225471,0.383517489029
"1304",2014-07-01,"Large","Additional
DoD
Components","KENDALL",0.3243723249151,0.3606712375058
"1305",2014-08-01,"Large","Additional
DoD
Components","KENDALL",0.2743346331187,0.3059128268603
"1306",2014-09-01,"Large","Additional
DoD
Components","KENDALL",0.7925219881999,0.4637429820779
"1307",2007-07-01,"Large (Big 6)","Army","YOUNG",0.851060319598159,NA
"1308",2007-08-01,"Large (Big 6)","Army","YOUNG",0.590260915534852,NA
"1309",2007-09-01,"Large (Big 6)","Army","YOUNG",0.851130941104501,0.764150725412504
"1310",2007-10-01,"Large (Big 6)","Army","YOUNG",0.412714047570499,0.618035301403284
"1311",2007-11-01,"Large (Big 6)","Army","YOUNG",0.496339565694143,0.586728184789714
"1312",2007-12-01,"Large (Big 6)","Army","YOUNG",5.29267513881779,2.06724291736081
"1313",2008-01-01,"Large (Big 6)","Army","YOUNG",0.901645260824295,2.23021998844541
"1314",2008-02-01,"Large (Big 6)","Army","YOUNG",1.07776606749458,2.42402882237889
"1315",2008-03-01,"Large (Big 6)","Army","YOUNG",1.59795364219089,1.19245499016992
"1316",2008-04-01,"Large (Big 6)","Army","YOUNG",0.921067079273319,1.19892892965293
"1317",2008-05-01,"Large (Big 6)","Army","YOUNG",0.551596236073753,1.02353898584599
"1318",2008-06-01,"Large (Big 6)","Army","YOUNG",0.781179089772234,0.751280801706435
"1319",2008-07-01,"Large (Big 6)","Army","YOUNG",1.64141654696312,0.99139729093637
"1320",2008-08-01,"Large (Big 6)","Army","YOUNG",3.26882565389371,1.89714043020969
"1321",2008-09-01,"Large (Big 6)","Army","YOUNG",2.55134347324295,2.48719522469993
"1322",2008-10-01,"Large (Big 6)","Army","YOUNG",0.866337041718987,2.22883538961855
"1323",2008-11-01,"Large (Big 6)","Army","YOUNG",0.549775769344014,1.32248542810198
"1324",2008-12-01,"Large (Big 6)","Army","YOUNG",5.65056764324529,2.3555601514361
"1325",2009-01-01,"Large (Big 6)","Army","YOUNG",0.918937015696038,2.37309347609511
"1326",2009-02-01,"Large (Big 6)","Army","YOUNG",1.03468472707296,2.5347297953381
"1327",2009-03-01,"Large (Big 6)","Army","YOUNG",1.59812844361334,1.18391672879411
"1328",2009-04-01,"Large (Big 6)","Army","YOUNG",1.36147667158476,1.33142994742368
"1329",2009-05-01,"Large (Big 6)","Army","YOUNG",0.953273564754276,1.30429289331746
"1330",2009-06-01,"Large (Big 6)","Army","YOUNG",0.540587683416324,0.951779306585119
"1331",2009-07-01,"Large (Big 6)","Army","YOUNG",0.743111781608573,0.745657676593058
"1332",2009-08-01,"Large (Big 6)","Army","YOUNG",0.86447452183373,0.716057995619542
"1333",2009-09-01,"Large (Big 6)","Army","YOUNG",1.41792539907989,1.00850390084073
"1334",2009-10-01,"Large (Big 6)","Army","YOUNG",0.353016136446299,0.878472019119972
"1335",2009-11-01,"Large (Big 6)","Army","YOUNG",0.315489174144202,0.695476903223463
"1336",2009-12-01,"Large (Big 6)","Army","YOUNG",1.75661274291827,0.808372684502924
"1337",2010-01-01,"Large (Big 6)","Army","YOUNG",2.1395895809264,1.40389716599629
"1338",2010-02-01,"Large (Big 6)","Army","YOUNG",0.62380334792469,1.50666855725645
"1339",2010-03-01,"Large (Big 6)","Army","YOUNG",0.935100659477963,1.23283119610968
"1340",2010-04-01,"Large (Big 6)","Army","YOUNG",0.441482295827985,0.666795434410212
"1341",2010-05-01,"Large (Big 6)","Army","YOUNG",0.388352826133932,0.588311927146627
"1342",2010-06-01,"Large (Big 6)","Army","YOUNG",0.284073575566966,0.371302899176294
"1343",2010-07-01,"Large (Big 6)","Army","YOUNG",0.208070857113821,0.293499086271573
"1344",2010-08-01,"Large (Big 6)","Army","YOUNG",0.617431627727856,0.369858686802881
"1345",2010-09-01,"Large (Big 6)","Army","YOUNG",0.882535794608472,0.56934609315005
"1346",2010-10-01,"Large (Big 6)","Army","YOUNG",0.14748968905791,0.549152370464746
"1347",2010-11-01,"Large (Big 6)","Army","YOUNG",1.53848737933277,0.856170954333052
"1348",2010-12-01,"Large (Big 6)","Army","YOUNG",0.595305063785145,0.760427377391943
"1349",2011-01-01,"Large (Big 6)","Army","YOUNG",1.70512613775703,1.27963952695832
"1350",2011-02-01,"Large (Big 6)","Army","YOUNG",0.278212370404952,0.859547857315708
"1351",2011-03-01,"Large (Big 6)","Army","YOUNG",0.959363749653798,0.980900752605259
"1352",2011-04-01,"Large (Big 6)","Army","YOUNG",0.243220633644566,0.493598917901105
"1353",2011-05-01,"Large (Big 6)","Army","YOUNG",0.305847916261015,0.502810766519793
"1354",2011-06-01,"Large (Big 6)","Army","YOUNG",0.856199663585816,0.468422737830466
"1355",2011-07-01,"Large (Big 6)","Army","YOUNG",0.167234878619387,0.443094152822073
"1356",2011-08-01,"Large (Big 6)","Army","YOUNG",0.448839115715485,0.490757885973563
"1357",2011-09-01,"Large (Big 6)","Army","YOUNG",0.354845989981116,0.323639994771996
"1358",2011-10-01,"Large (Big 6)","Army","YOUNG",0.115929435392853,0.306538180363151
"1359",2011-11-01,"Large (Big 6)","Army","YOUNG",0.162305303357018,0.211026909576996
"1360",2011-12-01,"Large (Big 6)","Army","YOUNG",0.598437011811348,0.29222391685374
"1361",2012-01-01,"Large (Big 6)","Army","YOUNG",0.941342703676244,0.567361672948203
"1362",2012-02-01,"Large (Big 6)","Army","YOUNG",0.0822576499639584,0.540679121817183
"1363",2012-03-01,"Large (Big 6)","Army","YOUNG",0.304731813119143,0.442777388919782
"1364",2012-04-01,"Large (Big 6)","Army","YOUNG",0.169794712707239,0.185594725263447
"1365",2012-05-01,"Large (Big 6)","Army","YOUNG",0.191735793172691,0.222087439666358
"1366",2012-06-01,"Large (Big 6)","Army","YOUNG",0.15968346935434,0.173737991744757
"1367",2012-07-01,"Large (Big 6)","Army","YOUNG",-0.0906583136855113,0.0869203162805066
"1368",2012-08-01,"Large (Big 6)","Army","YOUNG",0.0767282543301411,0.0485844699996568
"1369",2012-09-01,"Large (Big 6)","Army","YOUNG",0.193319206714036,0.0597963824528885
"1370",2012-10-01,"Large (Big 6)","Army","YOUNG",0.0294621411328323,0.099836534059003
"1371",2012-11-01,"Large (Big 6)","Army","YOUNG",0.109875553810602,0.110885633885823
"1372",2012-12-01,"Large (Big 6)","Army","YOUNG",0.213766679892556,0.117701458278664
"1373",2013-01-01,"Large (Big 6)","Army","YOUNG",0.153353401759216,0.158998545154125
"1374",2013-02-01,"Large (Big 6)","Army","YOUNG",0.00344624786259775,0.123522109838123
"1375",2013-03-01,"Large (Big 6)","Army","YOUNG",0.0840913580296537,0.0802970025504891
"1376",2013-04-01,"Large (Big 6)","Army","YOUNG",0.0240381622829288,0.0371919227250601
"1377",2013-05-01,"Large (Big 6)","Army","YOUNG",0.0944380516690363,0.0675225239938729
"1378",2013-06-01,"Large (Big 6)","Army","YOUNG",0.112863565306692,0.0771132597528858
"1379",2013-07-01,"Large (Big 6)","Army","YOUNG",0.0775975995167056,0.0949664054974781
"1380",2013-08-01,"Large (Big 6)","Army","YOUNG",0.0886854773779831,0.0930488807337937
"1381",2013-09-01,"Large (Big 6)","Army","YOUNG",0.0641256299460749,0.0768029022802545
"1382",2013-10-01,"Large (Big 6)","Army","YOUNG",0.0286479127688,0.0604863400309527
"1383",2013-11-01,"Large (Big 6)","Army","YOUNG",0.0628431373418,0.0518722266855583
"1384",2013-12-01,"Large (Big 6)","Army","YOUNG",0.1058382956338,0.0657764485814667
"1385",2014-01-01,"Large (Big 6)","Army","YOUNG",0.1001835089509,0.0896216473088333
"1386",2014-02-01,"Large (Big 6)","Army","YOUNG",0.052521294566,0.0861810330502333
"1387",2014-03-01,"Large (Big 6)","Army","YOUNG",0.0289027444498,0.0605358493222333
"1388",2014-04-01,"Large (Big 6)","Army","YOUNG",0.030379521183,0.0372678533996
"1389",2014-05-01,"Large (Big 6)","Army","YOUNG",0.032619550974,0.0306339388689333
"1390",2014-06-01,"Large (Big 6)","Army","YOUNG",0.0805414578055,0.0478468433208333
"1391",2014-07-01,"Large (Big 6)","Army","YOUNG",0.057334480006,0.0568318295951667
"1392",2014-08-01,"Large (Big 6)","Army","YOUNG",0.0114790067157,0.0497849815090667
"1393",2014-09-01,"Large (Big 6)","Army","YOUNG",0.0364056767896,0.0350730545037667
"1394",2009-04-01,"Large (Big 6)","Army","CARTER",0.136708554091795,NA
"1395",2009-05-01,"Large (Big 6)","Army","CARTER",0.403567295009742,NA
"1396",2009-06-01,"Large (Big 6)","Army","CARTER",0.480704283026629,0.340326710709389
"1397",2009-07-01,"Large (Big 6)","Army","CARTER",0.38102122330591,0.421764267114094
"1398",2009-08-01,"Large (Big 6)","Army","CARTER",0.402811685094176,0.421512397142239
"1399",2009-09-01,"Large (Big 6)","Army","CARTER",2.40858773623079,1.06414021487696
"1400",2009-10-01,"Large (Big 6)","Army","CARTER",0.264624567736414,1.02534132968713
"1401",2009-11-01,"Large (Big 6)","Army","CARTER",0.361770631215233,1.01166097839414
"1402",2009-12-01,"Large (Big 6)","Army","CARTER",2.44036191110398,1.02225237001854
"1403",2010-01-01,"Large (Big 6)","Army","CARTER",0.288458626797176,1.03019705637213
"1404",2010-02-01,"Large (Big 6)","Army","CARTER",0.891497663960205,1.20677273395379
"1405",2010-03-01,"Large (Big 6)","Army","CARTER",0.848619129878049,0.676191806878477
"1406",2010-04-01,"Large (Big 6)","Army","CARTER",1.11514487771716,0.951753890518471
"1407",2010-05-01,"Large (Big 6)","Army","CARTER",1.40455704014763,1.12277368258094
"1408",2010-06-01,"Large (Big 6)","Army","CARTER",1.10588336116816,1.20852842634432
"1409",2010-07-01,"Large (Big 6)","Army","CARTER",1.14643266819641,1.2189576898374
"1410",2010-08-01,"Large (Big 6)","Army","CARTER",1.30612093870347,1.18614565602268
"1411",2010-09-01,"Large (Big 6)","Army","CARTER",2.20293128016688,1.55182829568892
"1412",2010-10-01,"Large (Big 6)","Army","CARTER",0.635741305560218,1.38159784147685
"1413",2010-11-01,"Large (Big 6)","Army","CARTER",0.63821420966219,1.15896226512976
"1414",2010-12-01,"Large (Big 6)","Army","CARTER",2.79664055017835,1.35686535513358
"1415",2011-01-01,"Large (Big 6)","Army","CARTER",0.799938066544272,1.41159760879494
"1416",2011-02-01,"Large (Big 6)","Army","CARTER",0.665976508644566,1.42085170845573
"1417",2011-03-01,"Large (Big 6)","Army","CARTER",0.992235236172891,0.81938327045391
"1418",2011-04-01,"Large (Big 6)","Army","CARTER",0.789363958120017,0.815858567645825
"1419",2011-05-01,"Large (Big 6)","Army","CARTER",0.822451397524129,0.868016863939012
"1420",2011-06-01,"Large (Big 6)","Army","CARTER",2.0555637623269,1.22245970599035
"1421",2011-07-01,"Large (Big 6)","Army","CARTER",1.1133161203525,1.33044376006784
"1422",2011-08-01,"Large (Big 6)","Army","CARTER",1.40991068287872,1.52626352185271
"1423",2011-09-01,"Large (Big 6)","Army","CARTER",2.25413162049937,1.5924528079102
"1424",2011-10-01,"Large (Big 6)","Army","CARTER",1.0244634708166,1.5628352580649
"1425",2011-11-01,"Large (Big 6)","Army","CARTER",0.680287414159201,1.31962750182506
"1426",2011-12-01,"Large (Big 6)","Army","CARTER",1.05107060820719,0.918607164394329
"1427",2012-01-01,"Large (Big 6)","Army","CARTER",0.077975190382041,0.603111070916143
"1428",2012-02-01,"Large (Big 6)","Army","CARTER",0.825226402605293,0.651424067064841
"1429",2012-03-01,"Large (Big 6)","Army","CARTER",1.05167268182473,0.65162475827069
"1430",2012-04-01,"Large (Big 6)","Army","CARTER",1.29799172192359,1.05829693545121
"1431",2012-05-01,"Large (Big 6)","Army","CARTER",0.441110938101122,0.93025844728315
"1432",2012-06-01,"Large (Big 6)","Army","CARTER",0.281812387055916,0.673638349026877
"1433",2012-07-01,"Large (Big 6)","Army","CARTER",0.255787187097106,0.326236837418048
"1434",2012-08-01,"Large (Big 6)","Army","CARTER",0.21188116398929,0.249826912714104
"1435",2012-09-01,"Large (Big 6)","Army","CARTER",1.14636280437648,0.538010385154292
"1436",2012-10-01,"Large (Big 6)","Army","CARTER",0.290939788229918,0.54972791886523
"1437",2012-11-01,"Large (Big 6)","Army","CARTER",0.371621447389053,0.602974679998484
"1438",2012-12-01,"Large (Big 6)","Army","CARTER",1.11624642880522,0.592935888141397
"1439",2013-01-01,"Large (Big 6)","Army","CARTER",0.173420644326089,0.553762840173454
"1440",2013-02-01,"Large (Big 6)","Army","CARTER",0.11369794212745,0.467788338419586
"1441",2013-03-01,"Large (Big 6)","Army","CARTER",0.127906073921499,0.138341553458346
"1442",2013-04-01,"Large (Big 6)","Army","CARTER",0.164850337698893,0.135484784582614
"1443",2013-05-01,"Large (Big 6)","Army","CARTER",0.066623826814055,0.119793412811482
"1444",2013-06-01,"Large (Big 6)","Army","CARTER",0.239684416315731,0.157052860276226
"1445",2013-07-01,"Large (Big 6)","Army","CARTER",0.2643576594575,0.190221967529095
"1446",2013-08-01,"Large (Big 6)","Army","CARTER",0.232012336418909,0.245351470730713
"1447",2013-09-01,"Large (Big 6)","Army","CARTER",0.544264225587996,0.346878073821468
"1448",2013-10-01,"Large (Big 6)","Army","CARTER",0.0683678490029,0.281548137003269
"1449",2013-11-01,"Large (Big 6)","Army","CARTER",0.1224150983783,0.245015724323065
"1450",2013-12-01,"Large (Big 6)","Army","CARTER",0.1488848292975,0.113222592226233
"1451",2014-01-01,"Large (Big 6)","Army","CARTER",0.0542255019371,0.108508476537633
"1452",2014-02-01,"Large (Big 6)","Army","CARTER",0.2215369533745,0.1415490948697
"1453",2014-03-01,"Large (Big 6)","Army","CARTER",0.0828998957714,0.119554117027667
"1454",2014-04-01,"Large (Big 6)","Army","CARTER",0.167160176931,0.1571990086923
"1455",2014-05-01,"Large (Big 6)","Army","CARTER",0.0759002410283,0.108653437910233
"1456",2014-06-01,"Large (Big 6)","Army","CARTER",0.0333950057499,0.0921518079030667
"1457",2014-07-01,"Large (Big 6)","Army","CARTER",0.0141425974544,0.0411459480775333
"1458",2014-08-01,"Large (Big 6)","Army","CARTER",0.0949205983178,0.0474860671740333
"1459",2014-09-01,"Large (Big 6)","Army","CARTER",0.2425303880313,0.117197861267833
"1460",2011-11-01,"Large (Big 6)","Army","KENDALL",0.317876314087118,NA
"1461",2011-12-01,"Large (Big 6)","Army","KENDALL",1.88676175585419,NA
"1462",2012-01-01,"Large (Big 6)","Army","KENDALL",0.114304676418495,0.772980915453266
"1463",2012-02-01,"Large (Big 6)","Army","KENDALL",0.513897370126661,0.838321267466447
"1464",2012-03-01,"Large (Big 6)","Army","KENDALL",0.656390828030069,0.428197624858408
"1465",2012-04-01,"Large (Big 6)","Army","KENDALL",0.860811780486047,0.677033326214259
"1466",2012-05-01,"Large (Big 6)","Army","KENDALL",0.646812171558027,0.721338260024714
"1467",2012-06-01,"Large (Big 6)","Army","KENDALL",3.88533453688601,1.79765282964336
"1468",2012-07-01,"Large (Big 6)","Army","KENDALL",0.761981384471218,1.76470936430508
"1469",2012-08-01,"Large (Big 6)","Army","KENDALL",0.790922220440737,1.81274604726599
"1470",2012-09-01,"Large (Big 6)","Army","KENDALL",2.36173903331274,1.30488087940823
"1471",2012-10-01,"Large (Big 6)","Army","KENDALL",0.385148032854067,1.17926976220251
"1472",2012-11-01,"Large (Big 6)","Army","KENDALL",1.20779638482391,1.3182278169969
"1473",2012-12-01,"Large (Big 6)","Army","KENDALL",2.61732332046644,1.40342257938147
"1474",2013-01-01,"Large (Big 6)","Army","KENDALL",0.275359896429979,1.36682653390677
"1475",2013-02-01,"Large (Big 6)","Army","KENDALL",0.418196655476186,1.1036266241242
"1476",2013-03-01,"Large (Big 6)","Army","KENDALL",0.684314309159947,0.459290287022037
"1477",2013-04-01,"Large (Big 6)","Army","KENDALL",0.920768321778816,0.674426428804983
"1478",2013-05-01,"Large (Big 6)","Army","KENDALL",1.25614451137179,0.953742380770184
"1479",2013-06-01,"Large (Big 6)","Army","KENDALL",2.72939874611557,1.63543719308872
"1480",2013-07-01,"Large (Big 6)","Army","KENDALL",1.0130707324379,1.66620466330842
"1481",2013-08-01,"Large (Big 6)","Army","KENDALL",1.88235969088585,1.87494305647977
"1482",2013-09-01,"Large (Big 6)","Army","KENDALL",2.05276911356504,1.6493998456296
"1483",2013-10-01,"Large (Big 6)","Army","KENDALL",0.1858361974407,1.37365500063053
"1484",2013-11-01,"Large (Big 6)","Army","KENDALL",0.5204409985264,0.919682103177382
"1485",2013-12-01,"Large (Big 6)","Army","KENDALL",2.2052045597761,0.970493918581067
"1486",2014-01-01,"Large (Big 6)","Army","KENDALL",0.8599832670331,1.1952096084452
"1487",2014-02-01,"Large (Big 6)","Army","KENDALL",0.568193120868,1.21112698255907
"1488",2014-03-01,"Large (Big 6)","Army","KENDALL",2.023762572079,1.15064631999337
"1489",2014-04-01,"Large (Big 6)","Army","KENDALL",0.8476067471025,1.14652081334983
"1490",2014-05-01,"Large (Big 6)","Army","KENDALL",0.871119908758,1.24749640931317
"1491",2014-06-01,"Large (Big 6)","Army","KENDALL",2.1389715577154,1.2858994045253
"1492",2014-07-01,"Large (Big 6)","Army","KENDALL",0.6095492372198,1.20654690123107
"1493",2014-08-01,"Large (Big 6)","Army","KENDALL",1.849608698634,1.53270983118973
"1494",2014-09-01,"Large (Big 6)","Army","KENDALL",2.055637651767,1.50493186254027
"1495",2007-07-01,"Large (Big 6)","Navy","YOUNG",0.348447405432708,NA
