"","Fiscal.Year","SinceFirstFiscalYear","Pricing.Mechanism.sum","SubCustomer.component","USDATL","Obligation.2014"
"3293",2013-09-30,1.83561643835616,"Fixed","Additional DoD Components","KENDALL",0.668978426858028
"3294",2013-09-30,1.83561643835616,"Time/Mat.","Army","KENDALL",0.164945617202701
"3295",2013-09-30,1.83561643835616,"Time/Mat.","Navy","KENDALL",0.0166453473452828
"3296",2013-09-30,1.83561643835616,"Time/Mat.","Air Force","KENDALL",0.0143520038511222
"3297",2013-09-30,1.83561643835616,"Time/Mat.","DLA","KENDALL",0.000197572224129176
"3298",2013-09-30,1.83561643835616,"Time/Mat.","MilitaryHealth","KENDALL",7.60434650147253e-05
"3299",2013-09-30,1.83561643835616,"Time/Mat.","Additional DoD Components","KENDALL",0.00981224951619783
"3300",2013-09-30,1.83561643835616,"Unlabeled","Army","KENDALL",0
"3301",2013-09-30,1.83561643835616,"Unlabeled","Navy","KENDALL",0
"3302",2013-09-30,1.83561643835616,"Unlabeled","Air Force","KENDALL",0
"3303",2013-09-30,1.83561643835616,"Unlabeled","Additional DoD Components","KENDALL",0
"3304",2013-09-30,1.92054794520548,"Combination","Navy","KENDALL",0
"3305",2013-09-30,1.92054794520548,"Combination","Additional DoD Components","KENDALL",-1.99861886869097e-06
"3306",2013-09-30,1.92054794520548,"Cost+","Army","KENDALL",2.94623908378379
"3307",2013-09-30,1.92054794520548,"Cost+","Navy","KENDALL",2.4317727785815
"3308",2013-09-30,1.92054794520548,"Cost+","Air Force","KENDALL",2.10223338039139
"3309",2013-09-30,1.92054794520548,"Cost+","DLA","KENDALL",0.00149332649192647
"3310",2013-09-30,1.92054794520548,"Cost+","MDA","KENDALL",0.0918906773408145
"3311",2013-09-30,1.92054794520548,"Cost+","MilitaryHealth","KENDALL",0.0878787175797705
"3312",2013-09-30,1.92054794520548,"Cost+","Additional DoD Components","KENDALL",0.520660573340002
"3313",2013-09-30,1.92054794520548,"Fixed","Army","KENDALL",12.4779922009819
"3314",2013-09-30,1.92054794520548,"Fixed","Navy","KENDALL",11.4791673536555
"3315",2013-09-30,1.92054794520548,"Fixed","Air Force","KENDALL",4.37901370793094
"3316",2013-09-30,1.92054794520548,"Fixed","DLA","KENDALL",5.32295007731888
"3317",2013-09-30,1.92054794520548,"Fixed","MDA","KENDALL",0.00392863013658982
"3318",2013-09-30,1.92054794520548,"Fixed","MilitaryHealth","KENDALL",0.294399908954301
"3319",2013-09-30,1.92054794520548,"Fixed","Additional DoD Components","KENDALL",1.55843032143435
"3320",2013-09-30,1.92054794520548,"Time/Mat.","Army","KENDALL",0.417975093323043
"3321",2013-09-30,1.92054794520548,"Time/Mat.","Navy","KENDALL",0.0588535550440743
"3322",2013-09-30,1.92054794520548,"Time/Mat.","Air Force","KENDALL",0.0841947847958769
"3323",2013-09-30,1.92054794520548,"Time/Mat.","DLA","KENDALL",0.00192526270001016
"3324",2013-09-30,1.92054794520548,"Time/Mat.","MilitaryHealth","KENDALL",0.0061334217629735
"3325",2013-09-30,1.92054794520548,"Time/Mat.","Additional DoD Components","KENDALL",0.024708372960394
"3326",2013-09-30,1.92054794520548,"Unlabeled","Army","KENDALL",0
"3327",2013-09-30,1.92054794520548,"Unlabeled","Navy","KENDALL",0
"3328",2013-09-30,1.92054794520548,"Unlabeled","Air Force","KENDALL",0
"3329",2013-09-30,1.92054794520548,"Unlabeled","DLA","KENDALL",0
"3330",2013-09-30,1.92054794520548,"Unlabeled","MDA","KENDALL",0
"3331",2013-09-30,1.92054794520548,"Unlabeled","Additional DoD Components","KENDALL",0
"3332",2013-09-30,4.0027397260274,"Combination","Army","CARTER",0.00241448519955316
"3333",2013-09-30,4.0027397260274,"Combination","Navy","CARTER",0.00943911248887986
"3334",2013-09-30,4.0027397260274,"Combination","Air Force","CARTER",0.0113059308847365
"3335",2013-09-30,4.0027397260274,"Combination","Additional DoD Components","CARTER",0.0113524746014014
"3336",2013-09-30,4.0027397260274,"Cost+","Army","CARTER",0.286841099453742
"3337",2013-09-30,4.0027397260274,"Cost+","Navy","CARTER",0.363466216498527
"3338",2013-09-30,4.0027397260274,"Cost+","Air Force","CARTER",0.157182118825937
"3339",2013-09-30,4.0027397260274,"Cost+","DLA","CARTER",0.0141239238143597
"3340",2013-09-30,4.0027397260274,"Cost+","MDA","CARTER",0.324081898444602
"3341",2013-09-30,4.0027397260274,"Cost+","MilitaryHealth","CARTER",1.16653071798517
"3342",2013-09-30,4.0027397260274,"Cost+","Additional DoD Components","CARTER",0.0303850779843607
"3343",2013-09-30,4.0027397260274,"Fixed","Army","CARTER",0.654055909308419
"3344",2013-09-30,4.0027397260274,"Fixed","Navy","CARTER",1.63619589783883
"3345",2013-09-30,4.0027397260274,"Fixed","Air Force","CARTER",1.34894526170387
"3346",2013-09-30,4.0027397260274,"Fixed","DLA","CARTER",0.0739123496357266
"3347",2013-09-30,4.0027397260274,"Fixed","MDA","CARTER",0.0597560610135067
"3348",2013-09-30,4.0027397260274,"Fixed","MilitaryHealth","CARTER",0.057867188614705
"3349",2013-09-30,4.0027397260274,"Fixed","Additional DoD Components","CARTER",0.143451968382858
"3350",2013-09-30,4.0027397260274,"Time/Mat.","Army","CARTER",0.00250687857235706
"3351",2013-09-30,4.0027397260274,"Time/Mat.","Navy","CARTER",0.00336930001218645
"3352",2013-09-30,4.0027397260274,"Time/Mat.","Air Force","CARTER",0.0194773542175282
"3353",2013-09-30,4.0027397260274,"Time/Mat.","DLA","CARTER",0.00104193535350868
"3354",2013-09-30,4.0027397260274,"Time/Mat.","MDA","CARTER",0.00206545859459734
"3355",2013-09-30,4.0027397260274,"Time/Mat.","Additional DoD Components","CARTER",0.00395973025185336
"3356",2013-09-30,4.0027397260274,"Unlabeled","Army","CARTER",0
"3357",2013-09-30,4.0027397260274,"Unlabeled","Navy","CARTER",0
"3358",2013-09-30,4.0027397260274,"Unlabeled","Air Force","CARTER",0
"3359",2013-09-30,4.0027397260274,"Unlabeled","MDA","CARTER",0
"3360",2013-09-30,4.0027397260274,"Unlabeled","MilitaryHealth","CARTER",0
"3361",2013-09-30,4.0027397260274,"Unlabeled","Additional DoD Components","CARTER",0
"3362",2013-09-30,4.08767123287671,"Combination","Army","CARTER",0.00777664011831015
"3363",2013-09-30,4.08767123287671,"Combination","Navy","CARTER",0.0392108110811415
"3364",2013-09-30,4.08767123287671,"Combination","Air Force","CARTER",0.00346123924169798
"3365",2013-09-30,4.08767123287671,"Combination","Additional DoD Components","CARTER",0.0167602989539961
"3366",2013-09-30,4.08767123287671,"Cost+","Army","CARTER",0.658551839403676
"3367",2013-09-30,4.08767123287671,"Cost+","Navy","CARTER",0.511605669768356
"3368",2013-09-30,4.08767123287671,"Cost+","Air Force","CARTER",0.361573900862496
"3369",2013-09-30,4.08767123287671,"Cost+","DLA","CARTER",0.00104574864171829
"3370",2013-09-30,4.08767123287671,"Cost+","MDA","CARTER",0.178494723651772
"3371",2013-09-30,4.08767123287671,"Cost+","MilitaryHealth","CARTER",1.03418080752706
"3372",2013-09-30,4.08767123287671,"Cost+","Additional DoD Components","CARTER",0.043811480167056
"3373",2013-09-30,4.08767123287671,"Fixed","Army","CARTER",0.634166212993704
"3374",2013-09-30,4.08767123287671,"Fixed","Navy","CARTER",1.02631199141058
"3375",2013-09-30,4.08767123287671,"Fixed","Air Force","CARTER",-0.499329673621103
"3376",2013-09-30,4.08767123287671,"Fixed","DLA","CARTER",0.568481276951762
"3377",2013-09-30,4.08767123287671,"Fixed","MDA","CARTER",0.0033097848330456
"3378",2013-09-30,4.08767123287671,"Fixed","MilitaryHealth","CARTER",0.0556168952864832
"3379",2013-09-30,4.08767123287671,"Fixed","Additional DoD Components","CARTER",0.283813281276328
"3380",2013-09-30,4.08767123287671,"Time/Mat.","Army","CARTER",0.0341594292624149
"3381",2013-09-30,4.08767123287671,"Time/Mat.","Navy","CARTER",0.00845295825743881
"3382",2013-09-30,4.08767123287671,"Time/Mat.","Air Force","CARTER",0.0211388197197116
"3383",2013-09-30,4.08767123287671,"Time/Mat.","DLA","CARTER",0.000105691406925967
"3384",2013-09-30,4.08767123287671,"Time/Mat.","MDA","CARTER",0.000812430181781253
"3385",2013-09-30,4.08767123287671,"Time/Mat.","Additional DoD Components","CARTER",0.0675089100806337
"3386",2013-09-30,4.08767123287671,"Unlabeled","Army","CARTER",0
"3387",2013-09-30,4.08767123287671,"Unlabeled","Navy","CARTER",0
"3388",2013-09-30,4.08767123287671,"Unlabeled","Air Force","CARTER",0
"3389",2013-09-30,4.08767123287671,"Unlabeled","MDA","CARTER",0
"3390",2013-09-30,4.08767123287671,"Unlabeled","Additional DoD Components","CARTER",0
"3391",2013-09-30,4.16986301369863,"Combination","Army","CARTER",0.105187714022951
"3392",2013-09-30,4.16986301369863,"Combination","Navy","CARTER",0.0322939961358789
"3393",2013-09-30,4.16986301369863,"Combination","Air Force","CARTER",0.00399069145353915
"3394",2013-09-30,4.16986301369863,"Combination","Additional DoD Components","CARTER",0.0214990629027115
"3395",2013-09-30,4.16986301369863,"Cost+","Army","CARTER",1.02370634074033
"3396",2013-09-30,4.16986301369863,"Cost+","Navy","CARTER",0.674444915807657
"3397",2013-09-30,4.16986301369863,"Cost+","Air Force","CARTER",0.406548075592566
"3398",2013-09-30,4.16986301369863,"Cost+","DLA","CARTER",-0.000754030161470499
"3399",2013-09-30,4.16986301369863,"Cost+","MDA","CARTER",0.109574947741038
"3400",2013-09-30,4.16986301369863,"Cost+","MilitaryHealth","CARTER",-0.00429548156321722
"3401",2013-09-30,4.16986301369863,"Cost+","Additional DoD Components","CARTER",0.0860786143808266
"3402",2013-09-30,4.16986301369863,"Fixed","Army","CARTER",1.21111916536651
"3403",2013-09-30,4.16986301369863,"Fixed","Navy","CARTER",4.69732663883396
"3404",2013-09-30,4.16986301369863,"Fixed","Air Force","CARTER",0.933355609737991
"3405",2013-09-30,4.16986301369863,"Fixed","DLA","CARTER",0.0531512182962324
"3406",2013-09-30,4.16986301369863,"Fixed","MDA","CARTER",0.000923243708642226
"3407",2013-09-30,4.16986301369863,"Fixed","MilitaryHealth","CARTER",-2.82206080024373e-05
"3408",2013-09-30,4.16986301369863,"Fixed","Additional DoD Components","CARTER",0.144613345625774
"3409",2013-09-30,4.16986301369863,"Time/Mat.","Army","CARTER",0.0681382468212654
"3410",2013-09-30,4.16986301369863,"Time/Mat.","Navy","CARTER",0.00518317852432213
"3411",2013-09-30,4.16986301369863,"Time/Mat.","Air Force","CARTER",0.0151416675110186
"3412",2013-09-30,4.16986301369863,"Time/Mat.","DLA","CARTER",-7.0681425814969e-09
"3413",2013-09-30,4.16986301369863,"Time/Mat.","MDA","CARTER",2.68242310348329e-05
"3414",2013-09-30,4.16986301369863,"Time/Mat.","Additional DoD Components","CARTER",0.0254944434345486
"3415",2013-09-30,4.16986301369863,"Unlabeled","Army","CARTER",0
"3416",2013-09-30,4.16986301369863,"Unlabeled","Navy","CARTER",0
"3417",2013-09-30,4.16986301369863,"Unlabeled","Air Force","CARTER",0
"3418",2013-09-30,4.16986301369863,"Unlabeled","MDA","CARTER",0
"3419",2013-09-30,4.16986301369863,"Unlabeled","MilitaryHealth","CARTER",0
"3420",2013-09-30,4.16986301369863,"Unlabeled","Additional DoD Components","CARTER",0
"3421",2013-09-30,4.25479452054795,"Combination","Army","CARTER",0.000790520171524322
"3422",2013-09-30,4.25479452054795,"Combination","Navy","CARTER",0.0061467804171829
"3423",2013-09-30,4.25479452054795,"Combination","Air Force","CARTER",0.00699578540682441
"3424",2013-09-30,4.25479452054795,"Combination","Additional DoD Components","CARTER",0.00825335759652686
"3425",2013-09-30,4.25479452054795,"Cost+","Army","CARTER",0.464694965552656
"3426",2013-09-30,4.25479452054795,"Cost+","Navy","CARTER",0.485243050541485
"3427",2013-09-30,4.25479452054795,"Cost+","Air Force","CARTER",0.288612325707931
"3428",2013-09-30,4.25479452054795,"Cost+","DLA","CARTER",0.000924269828374124
"3429",2013-09-30,4.25479452054795,"Cost+","MDA","CARTER",0.0343799274584137
"3430",2013-09-30,4.25479452054795,"Cost+","MilitaryHealth","CARTER",1.01487306529989
"3431",2013-09-30,4.25479452054795,"Cost+","Additional DoD Components","CARTER",0.046241429595816
"3432",2013-09-30,4.25479452054795,"Fixed","Army","CARTER",0.493697832869503
"3433",2013-09-30,4.25479452054795,"Fixed","Navy","CARTER",0.211182401019803
"3434",2013-09-30,4.25479452054795,"Fixed","Air Force","CARTER",0.329263602157408
"3435",2013-09-30,4.25479452054795,"Fixed","DLA","CARTER",-0.00921379514857317
"3436",2013-09-30,4.25479452054795,"Fixed","MDA","CARTER",0.00550072071717274
"3437",2013-09-30,4.25479452054795,"Fixed","MilitaryHealth","CARTER",0.0596463412808977
"3438",2013-09-30,4.25479452054795,"Fixed","Additional DoD Components","CARTER",0.161391448508277
"3439",2013-09-30,4.25479452054795,"Time/Mat.","Army","CARTER",0.0883694163552351
"3440",2013-09-30,4.25479452054795,"Time/Mat.","Navy","CARTER",0.00637427322524627
"3441",2013-09-30,4.25479452054795,"Time/Mat.","Air Force","CARTER",0.030000910713009
"3442",2013-09-30,4.25479452054795,"Time/Mat.","DLA","CARTER",2.92637554585153e-07
"3443",2013-09-30,4.25479452054795,"Time/Mat.","MDA","CARTER",-1.46217121966081e-05
"3444",2013-09-30,4.25479452054795,"Time/Mat.","Additional DoD Components","CARTER",0.0034135198708236
"3445",2013-09-30,4.25479452054795,"Unlabeled","Army","CARTER",0
"3446",2013-09-30,4.25479452054795,"Unlabeled","Navy","CARTER",0
"3447",2013-09-30,4.25479452054795,"Unlabeled","Air Force","CARTER",0
"3448",2013-09-30,4.25479452054795,"Unlabeled","DLA","CARTER",0
"3449",2013-09-30,4.25479452054795,"Unlabeled","MDA","CARTER",0
"3450",2013-09-30,4.25479452054795,"Unlabeled","Additional DoD Components","CARTER",0
"3451",2013-09-30,4.33972602739726,"Combination","Army","CARTER",0.00900112934284554
"3452",2013-09-30,4.33972602739726,"Combination","Navy","CARTER",0.0288692925209709
"3453",2013-09-30,4.33972602739726,"Combination","Air Force","CARTER",0.00267109328963136
"3454",2013-09-30,4.33972602739726,"Combination","Additional DoD Components","CARTER",0.00842948354574997
"3455",2013-09-30,4.33972602739726,"Cost+","Army","CARTER",0.892772397157205
"3456",2013-09-30,4.33972602739726,"Cost+","Navy","CARTER",0.484044109556108
"3457",2013-09-30,4.33972602739726,"Cost+","Air Force","CARTER",0.171517400298467
"3458",2013-09-30,4.33972602739726,"Cost+","DLA","CARTER",0.000201487445414847
"3459",2013-09-30,4.33972602739726,"Cost+","MDA","CARTER",0.0678160838856505
"3460",2013-09-30,4.33972602739726,"Cost+","MilitaryHealth","CARTER",0.000557338466030263
"3461",2013-09-30,4.33972602739726,"Cost+","Additional DoD Components","CARTER",0.0681103892766325
"3462",2013-09-30,4.33972602739726,"Fixed","Army","CARTER",0.505860950873667
"3463",2013-09-30,4.33972602739726,"Fixed","Navy","CARTER",0.578348191142378
"3464",2013-09-30,4.33972602739726,"Fixed","Air Force","CARTER",0.282692629090281
"3465",2013-09-30,4.33972602739726,"Fixed","DLA","CARTER",0.0889867910577841
"3466",2013-09-30,4.33972602739726,"Fixed","MDA","CARTER",0.00303759878105007
"3467",2013-09-30,4.33972602739726,"Fixed","MilitaryHealth","CARTER",2.2574622016858e-05
"3468",2013-09-30,4.33972602739726,"Fixed","Additional DoD Components","CARTER",0.140534826720219
"3469",2013-09-30,4.33972602739726,"Time/Mat.","Army","CARTER",0.045933282539149
"3470",2013-09-30,4.33972602739726,"Time/Mat.","Navy","CARTER",-0.000315339535899259
"3471",2013-09-30,4.33972602739726,"Time/Mat.","Air Force","CARTER",-0.00748631805260485
"3472",2013-09-30,4.33972602739726,"Time/Mat.","MDA","CARTER",0.000133949426221184
"3473",2013-09-30,4.33972602739726,"Time/Mat.","Additional DoD Components","CARTER",0.0146725701239972
"3474",2013-09-30,4.33972602739726,"Unlabeled","Army","CARTER",0
"3475",2013-09-30,4.33972602739726,"Unlabeled","Navy","CARTER",0
"3476",2013-09-30,4.33972602739726,"Unlabeled","Air Force","CARTER",0
"3477",2013-09-30,4.33972602739726,"Unlabeled","MDA","CARTER",0
"3478",2013-09-30,4.33972602739726,"Unlabeled","Additional DoD Components","CARTER",0
"3479",2013-09-30,4.41643835616438,"Combination","Army","CARTER",0.021454670809282
"3480",2013-09-30,4.41643835616438,"Combination","Navy","CARTER",-0.000970048186655834
"3481",2013-09-30,4.41643835616438,"Combination","Air Force","CARTER",0.00634769823611252
"3482",2013-09-30,4.41643835616438,"Combination","Additional DoD Components","CARTER",0.0295561225981517
"3483",2013-09-30,4.41643835616438,"Cost+","Army","CARTER",0.979410802335026
"3484",2013-09-30,4.41643835616438,"Cost+","Navy","CARTER",0.68280036455489
"3485",2013-09-30,4.41643835616438,"Cost+","Air Force","CARTER",0.165459108448665
"3486",2013-09-30,4.41643835616438,"Cost+","DLA","CARTER",0.00582835131166853
"3487",2013-09-30,4.41643835616438,"Cost+","MDA","CARTER",0.0407381464262212
"3488",2013-09-30,4.41643835616438,"Cost+","MilitaryHealth","CARTER",0.543594259704682
"3489",2013-09-30,4.41643835616438,"Cost+","Additional DoD Components","CARTER",0.0858472925452422
"3490",2013-09-30,4.41643835616438,"Fixed","Army","CARTER",0.637694630294912
"3491",2013-09-30,4.41643835616438,"Fixed","Navy","CARTER",1.81936591910145
"3492",2013-09-30,4.41643835616438,"Fixed","Air Force","CARTER",0.470373778078806
"3493",2013-09-30,4.41643835616438,"Fixed","DLA","CARTER",0.0213169037411394
"3494",2013-09-30,4.41643835616438,"Fixed","MDA","CARTER",0.00524695128506144
"3495",2013-09-30,4.41643835616438,"Fixed","MilitaryHealth","CARTER",0.0326157643656951
"3496",2013-09-30,4.41643835616438,"Fixed","Additional DoD Components","CARTER",0.139593256758302
"3497",2013-09-30,4.41643835616438,"Time/Mat.","Army","CARTER",0.0540214318544734
"3498",2013-09-30,4.41643835616438,"Time/Mat.","Navy","CARTER",0.000222427178429979
"3499",2013-09-30,4.41643835616438,"Time/Mat.","Air Force","CARTER",0.00759724109799939
"3500",2013-09-30,4.41643835616438,"Time/Mat.","DLA","CARTER",-0.000346895290240682
"3501",2013-09-30,4.41643835616438,"Time/Mat.","MilitaryHealth","CARTER",0
"3502",2013-09-30,4.41643835616438,"Time/Mat.","Additional DoD Components","CARTER",0.00744696774997461
"3503",2013-09-30,4.41643835616438,"Unlabeled","Army","CARTER",0
"3504",2013-09-30,4.41643835616438,"Unlabeled","Navy","CARTER",0
"3505",2013-09-30,4.41643835616438,"Unlabeled","Air Force","CARTER",0
"3506",2013-09-30,4.41643835616438,"Unlabeled","MDA","CARTER",0
"3507",2013-09-30,4.41643835616438,"Unlabeled","Additional DoD Components","CARTER",0
"3508",2013-09-30,4.5013698630137,"Combination","Army","CARTER",0.017080694272875
"3509",2013-09-30,4.5013698630137,"Combination","Navy","CARTER",0.0186814163831624
"3510",2013-09-30,4.5013698630137,"Combination","Air Force","CARTER",0.00402158397643952
"3511",2013-09-30,4.5013698630137,"Combination","Additional DoD Components","CARTER",0.000826556413425409
"3512",2013-09-30,4.5013698630137,"Cost+","Army","CARTER",0.462958420867472
"3513",2013-09-30,4.5013698630137,"Cost+","Navy","CARTER",0.268766501689144
"3514",2013-09-30,4.5013698630137,"Cost+","Air Force","CARTER",0.151202296454148
"3515",2013-09-30,4.5013698630137,"Cost+","DLA","CARTER",0
"3516",2013-09-30,4.5013698630137,"Cost+","MDA","CARTER",0.12216537714969
"3517",2013-09-30,4.5013698630137,"Cost+","MilitaryHealth","CARTER",0.562397947852138
"3518",2013-09-30,4.5013698630137,"Cost+","Additional DoD Components","CARTER",0.0749126852399716
"3519",2013-09-30,4.5013698630137,"Fixed","Army","CARTER",0.399816285067736
"3520",2013-09-30,4.5013698630137,"Fixed","Navy","CARTER",0.569949528070783
"3521",2013-09-30,4.5013698630137,"Fixed","Air Force","CARTER",0.201644537281812
"3522",2013-09-30,4.5013698630137,"Fixed","DLA","CARTER",0.0182899080657053
"3523",2013-09-30,4.5013698630137,"Fixed","MDA","CARTER",0.00316830685315324
"3524",2013-09-30,4.5013698630137,"Fixed","MilitaryHealth","CARTER",0.000486093092515487
"3525",2013-09-30,4.5013698630137,"Fixed","Additional DoD Components","CARTER",0.128130214101757
"3526",2013-09-30,4.5013698630137,"Other","Navy","CARTER",0
"3527",2013-09-30,4.5013698630137,"Time/Mat.","Army","CARTER",0.164838537868386
"3528",2013-09-30,4.5013698630137,"Time/Mat.","Navy","CARTER",0.00338554394191124
"3529",2013-09-30,4.5013698630137,"Time/Mat.","Air Force","CARTER",0.0209547775148776
"3530",2013-09-30,4.5013698630137,"Time/Mat.","DLA","CARTER",8.68018367015334e-05
"3531",2013-09-30,4.5013698630137,"Time/Mat.","MDA","CARTER",0.000377790158220778
"3532",2013-09-30,4.5013698630137,"Time/Mat.","Additional DoD Components","CARTER",-0.00787115666781761
"3533",2013-09-30,4.5013698630137,"Unlabeled","Army","CARTER",0
"3534",2013-09-30,4.5013698630137,"Unlabeled","Navy","CARTER",0
"3535",2013-09-30,4.5013698630137,"Unlabeled","Air Force","CARTER",0
"3536",2013-09-30,4.5013698630137,"Unlabeled","MDA","CARTER",0
"3537",2013-09-30,4.5013698630137,"Unlabeled","Additional DoD Components","CARTER",0
"3538",2013-09-30,4.58356164383562,"Combination","Army","CARTER",0.0217292317191023
"3539",2013-09-30,4.58356164383562,"Combination","Navy","CARTER",0.0219277396901594
"3540",2013-09-30,4.58356164383562,"Combination","Air Force","CARTER",0.010714112185031
"3541",2013-09-30,4.58356164383562,"Combination","Additional DoD Components","CARTER",0.0199923337093531
"3542",2013-09-30,4.58356164383562,"Cost+","Army","CARTER",0.505392022992993
"3543",2013-09-30,4.58356164383562,"Cost+","Navy","CARTER",0.584099665643343
"3544",2013-09-30,4.58356164383562,"Cost+","Air Force","CARTER",0.198765698704377
"3545",2013-09-30,4.58356164383562,"Cost+","DLA","CARTER",0
"3546",2013-09-30,4.58356164383562,"Cost+","MDA","CARTER",0.260367457263126
"3547",2013-09-30,4.58356164383562,"Cost+","MilitaryHealth","CARTER",0.279268039909109
"3548",2013-09-30,4.58356164383562,"Cost+","Additional DoD Components","CARTER",0.0642771437256017
"3549",2013-09-30,4.58356164383562,"Fixed","Army","CARTER",0.522034413753732
"3550",2013-09-30,4.58356164383562,"Fixed","Navy","CARTER",0.236303659792729
"3551",2013-09-30,4.58356164383562,"Fixed","Air Force","CARTER",1.46910037847273
"3552",2013-09-30,4.58356164383562,"Fixed","DLA","CARTER",0.430012032830202
"3553",2013-09-30,4.58356164383562,"Fixed","MDA","CARTER",0.0187968929488169
"3554",2013-09-30,4.58356164383562,"Fixed","MilitaryHealth","CARTER",0.0164790802995836
"3555",2013-09-30,4.58356164383562,"Fixed","Additional DoD Components","CARTER",0.109600683093836
"3556",2013-09-30,4.58356164383562,"Time/Mat.","Army","CARTER",0.0709754486994008
"3557",2013-09-30,4.58356164383562,"Time/Mat.","Navy","CARTER",0.00188898975139636
"3558",2013-09-30,4.58356164383562,"Time/Mat.","Air Force","CARTER",0.0244008946640601
"3559",2013-09-30,4.58356164383562,"Time/Mat.","DLA","CARTER",-0.000149132709962425
"3560",2013-09-30,4.58356164383562,"Time/Mat.","MDA","CARTER",0.00103454837138215
"3561",2013-09-30,4.58356164383562,"Time/Mat.","Additional DoD Components","CARTER",-0.000197888890931248
"3562",2013-09-30,4.58356164383562,"Unlabeled","Army","CARTER",0
"3563",2013-09-30,4.58356164383562,"Unlabeled","Navy","CARTER",0
"3564",2013-09-30,4.58356164383562,"Unlabeled","Air Force","CARTER",0
"3565",2013-09-30,4.58356164383562,"Unlabeled","Additional DoD Components","CARTER",0
"3566",2013-09-30,4.66849315068493,"Combination","Army","CARTER",0.104718475340814
"3567",2013-09-30,4.66849315068493,"Combination","Navy","CARTER",0.022145966046207
"3568",2013-09-30,4.66849315068493,"Combination","Air Force","CARTER",0.0114235385999797
"3569",2013-09-30,4.66849315068493,"Combination","Additional DoD Components","CARTER",0.00301129530486443
"3570",2013-09-30,4.66849315068493,"Cost+","Army","CARTER",0.518162334914289
"3571",2013-09-30,4.66849315068493,"Cost+","Navy","CARTER",0.434476403226871
"3572",2013-09-30,4.66849315068493,"Cost+","Air Force","CARTER",0.335465061420737
"3573",2013-09-30,4.66849315068493,"Cost+","DLA","CARTER",-5.45907700822586e-05
"3574",2013-09-30,4.66849315068493,"Cost+","MDA","CARTER",0.112853175187773
"3575",2013-09-30,4.66849315068493,"Cost+","MilitaryHealth","CARTER",1.27326628847933
"3576",2013-09-30,4.66849315068493,"Cost+","Additional DoD Components","CARTER",0.0953796001616736
"3577",2013-09-30,4.66849315068493,"Fixed","Army","CARTER",0.929020230273484
"3578",2013-09-30,4.66849315068493,"Fixed","Navy","CARTER",0.474239253790698
"3579",2013-09-30,4.66849315068493,"Fixed","Air Force","CARTER",0.404980738545648
"3580",2013-09-30,4.66849315068493,"Fixed","DLA","CARTER",0.00351904954554687
"3581",2013-09-30,4.66849315068493,"Fixed","MDA","CARTER",0.0081488990619478
"3582",2013-09-30,4.66849315068493,"Fixed","MilitaryHealth","CARTER",0.0893867488163908
"3583",2013-09-30,4.66849315068493,"Fixed","Additional DoD Components","CARTER",0.227900213553773
"3584",2013-09-30,4.66849315068493,"Other","Navy","CARTER",0
"3585",2013-09-30,4.66849315068493,"Time/Mat.","Army","CARTER",0.0567642196904641
"3586",2013-09-30,4.66849315068493,"Time/Mat.","Navy","CARTER",0.0123518788070478
"3587",2013-09-30,4.66849315068493,"Time/Mat.","Air Force","CARTER",0.0224167816749264
"3588",2013-09-30,4.66849315068493,"Time/Mat.","DLA","CARTER",-0.000162600091296842
"3589",2013-09-30,4.66849315068493,"Time/Mat.","MDA","CARTER",5.07768863613283e-05
"3590",2013-09-30,4.66849315068493,"Time/Mat.","Additional DoD Components","CARTER",0.0112070258303036
"3591",2013-09-30,4.66849315068493,"Unlabeled","Army","CARTER",0
"3592",2013-09-30,4.66849315068493,"Unlabeled","Navy","CARTER",0
"3593",2013-09-30,4.66849315068493,"Unlabeled","Air Force","CARTER",0
"3594",2013-09-30,4.66849315068493,"Unlabeled","Additional DoD Components","CARTER",0
"3595",2013-09-30,4.75068493150685,"Combination","Army","CARTER",0.0146695291403473
"3596",2013-09-30,4.75068493150685,"Combination","Navy","CARTER",0.0138889783886463
"3597",2013-09-30,4.75068493150685,"Combination","Air Force","CARTER",0.00423302856352188
"3598",2013-09-30,4.75068493150685,"Combination","Additional DoD Components","CARTER",0.00414253227561694
"3599",2013-09-30,4.75068493150685,"Cost+","Army","CARTER",1.9846010907187
"3600",2013-09-30,4.75068493150685,"Cost+","Navy","CARTER",0.691842177952676
"3601",2013-09-30,4.75068493150685,"Cost+","Air Force","CARTER",0.396787748366406
"3602",2013-09-30,4.75068493150685,"Cost+","DLA","CARTER",0.020366394083071
"3603",2013-09-30,4.75068493150685,"Cost+","MDA","CARTER",0.172865765462476
"3604",2013-09-30,4.75068493150685,"Cost+","MilitaryHealth","CARTER",-0.0138032944559764
"3605",2013-09-30,4.75068493150685,"Cost+","Additional DoD Components","CARTER",0.129186442916015
"3606",2013-09-30,4.75068493150685,"Fixed","Army","CARTER",0.551000819634914
"3607",2013-09-30,4.75068493150685,"Fixed","Navy","CARTER",0.246348168742257
"3608",2013-09-30,4.75068493150685,"Fixed","Air Force","CARTER",0.481683566094242
"3609",2013-09-30,4.75068493150685,"Fixed","DLA","CARTER",0.0922730777003148
"3610",2013-09-30,4.75068493150685,"Fixed","MDA","CARTER",0.0046094048007515
"3611",2013-09-30,4.75068493150685,"Fixed","MilitaryHealth","CARTER",3.94929135777393e-06
