"","SignedMonth","Pricing.Mechanism.sum","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"739",2010-04-01,"Cost+","Army","YOUNG",0.775369914035088,0.653111927381971
"740",2010-05-01,"Cost+","Army","YOUNG",0.362718477439024,0.558759852749251
"741",2010-06-01,"Cost+","Army","YOUNG",0.200542124518614,0.446210171997575
"742",2010-07-01,"Cost+","Army","YOUNG",0.40440764444801,0.322556082135216
"743",2010-08-01,"Cost+","Army","YOUNG",0.804972290939238,0.469974019968621
"744",2010-09-01,"Cost+","Army","YOUNG",0.731154505648267,0.646844813678505
"745",2010-10-01,"Cost+","Army","YOUNG",0.100119304469157,0.545415367018887
"746",2010-11-01,"Cost+","Army","YOUNG",0.249818284473353,0.360364031530259
"747",2010-12-01,"Cost+","Army","YOUNG",0.361088311172891,0.2370086333718
"748",2011-01-01,"Cost+","Army","YOUNG",0.647101963029794,0.419336186225346
"749",2011-02-01,"Cost+","Army","YOUNG",0.20283103712757,0.403673770443419
"750",2011-03-01,"Cost+","Army","YOUNG",0.21015705718632,0.353363352447895
"751",2011-04-01,"Cost+","Army","YOUNG",0.449309571621905,0.287432555311932
"752",2011-05-01,"Cost+","Army","YOUNG",0.534689098730592,0.398051909179606
"753",2011-06-01,"Cost+","Army","YOUNG",0.190535042761225,0.391511237704574
"754",2011-07-01,"Cost+","Army","YOUNG",0.272135046684851,0.332453062725556
"755",2011-08-01,"Cost+","Army","YOUNG",0.488730130675619,0.317133406707232
"756",2011-09-01,"Cost+","Army","YOUNG",0.459559036949224,0.406808071436565
"757",2011-10-01,"Cost+","Army","YOUNG",0.0368865135001545,0.328391893708332
"758",2011-11-01,"Cost+","Army","YOUNG",0.0754804207805581,0.190641990409979
"759",2011-12-01,"Cost+","Army","YOUNG",0.204420435753269,0.105595790011327
"760",2012-01-01,"Cost+","Army","YOUNG",0.111919047265987,0.130606634599938
"761",2012-02-01,"Cost+","Army","YOUNG",0.274621102265472,0.196986861761576
"762",2012-03-01,"Cost+","Army","YOUNG",0.143904830450005,0.176814993327155
"763",2012-04-01,"Cost+","Army","YOUNG",0.0580935722582638,0.15887316832458
"764",2012-05-01,"Cost+","Army","YOUNG",0.208259003130471,0.136752468612913
"765",2012-06-01,"Cost+","Army","YOUNG",0.317501980403666,0.194618185264133
"766",2012-07-01,"Cost+","Army","YOUNG",0.0924200277932242,0.20606033710912
"767",2012-08-01,"Cost+","Army","YOUNG",0.0902773325198229,0.166733113572238
"768",2012-09-01,"Cost+","Army","YOUNG",0.260142825651323,0.147613395321457
"769",2012-10-01,"Cost+","Army","YOUNG",0.0548865430035544,0.1351022337249
"770",2012-11-01,"Cost+","Army","YOUNG",0.121191763586981,0.145407044080619
"771",2012-12-01,"Cost+","Army","YOUNG",0.175359490134457,0.117145932241664
"772",2013-01-01,"Cost+","Army","YOUNG",0.0585869254787245,0.118379393066721
"773",2013-02-01,"Cost+","Army","YOUNG",0.0616548672690159,0.0985337609607325
"774",2013-03-01,"Cost+","Army","YOUNG",0.0367915307642937,0.052344441170678
"775",2013-04-01,"Cost+","Army","YOUNG",0.0420280242027013,0.0468248074120036
"776",2013-05-01,"Cost+","Army","YOUNG",0.324936827832741,0.134585460933245
"777",2013-06-01,"Cost+","Army","YOUNG",0.268879962703463,0.211948271579635
"778",2013-07-01,"Cost+","Army","YOUNG",0.07930557413791,0.224374121558038
"779",2013-08-01,"Cost+","Army","YOUNG",0.0344343982151924,0.127539978352188
"780",2013-09-01,"Cost+","Army","YOUNG",0.0202213169365289,0.0446537630965438
"781",2013-10-01,"Cost+","Army","YOUNG",0.0199586600329,0.0248714583948738
"782",2013-11-01,"Cost+","Army","YOUNG",0.0711118252979,0.037097267422443
"783",2013-12-01,"Cost+","Army","YOUNG",0.2116399000471,0.100903461792633
"784",2014-01-01,"Cost+","Army","YOUNG",0.0270301408191,0.1032606220547
"785",2014-02-01,"Cost+","Army","YOUNG",0.0882822578848,0.108984099583667
"786",2014-03-01,"Cost+","Army","YOUNG",0.3356041322717,0.1503055103252
"787",2014-04-01,"Cost+","Army","YOUNG",0.0310848672472,0.151657085801233
"788",2014-05-01,"Cost+","Army","YOUNG",0.0344527835309,0.133713927683267
"789",2014-06-01,"Cost+","Army","YOUNG",0.1054086932478,0.0569821146753
"790",2014-07-01,"Cost+","Army","YOUNG",-0.0751311038232,0.0215767909851667
"791",2014-08-01,"Cost+","Army","YOUNG",0.012034637822,0.0141040757488667
"792",2014-09-01,"Cost+","Army","YOUNG",0.0258718433844,-0.0124082075389333
"793",2009-04-01,"Cost+","Army","CARTER",0.0660702822688894,NA
"794",2009-05-01,"Cost+","Army","CARTER",0.3768309777441,NA
"795",2009-06-01,"Cost+","Army","CARTER",0.374937602359818,0.272612954124269
"796",2009-07-01,"Cost+","Army","CARTER",0.395454651169084,0.382407743757668
"797",2009-08-01,"Cost+","Army","CARTER",0.267593507685646,0.345995253738183
"798",2009-09-01,"Cost+","Army","CARTER",1.31464099460922,0.659229717821318
"799",2009-10-01,"Cost+","Army","CARTER",0.274155785216089,0.618796762503653
"800",2009-11-01,"Cost+","Army","CARTER",0.53213947156611,0.706978750463807
"801",2009-12-01,"Cost+","Army","CARTER",1.26142741640993,0.689240891064042
"802",2010-01-01,"Cost+","Army","CARTER",0.664422491880616,0.819329793285551
"803",2010-02-01,"Cost+","Army","CARTER",0.974111586007702,0.966653831432749
"804",2010-03-01,"Cost+","Army","CARTER",0.737489013500214,0.792007697129511
"805",2010-04-01,"Cost+","Army","CARTER",1.22761970524176,0.979740101583226
"806",2010-05-01,"Cost+","Army","CARTER",0.945029065147625,0.970045927963201
"807",2010-06-01,"Cost+","Army","CARTER",1.28313008414634,1.15192628484524
"808",2010-07-01,"Cost+","Army","CARTER",1.16418651870988,1.13078188933462
"809",2010-08-01,"Cost+","Army","CARTER",0.98651513372914,1.14461057886179
"810",2010-09-01,"Cost+","Army","CARTER",3.90321321836757,2.0179716236022
"811",2010-10-01,"Cost+","Army","CARTER",0.435656639362148,1.77512833048628
"812",2010-11-01,"Cost+","Army","CARTER",1.43425490618968,1.92437492130646
"813",2010-12-01,"Cost+","Army","CARTER",1.57686780231851,1.14892644929011
"814",2011-01-01,"Cost+","Army","CARTER",1.55073113210239,1.52061794687019
"815",2011-02-01,"Cost+","Army","CARTER",0.986440097335292,1.37134634391873
"816",2011-03-01,"Cost+","Army","CARTER",1.63767536850608,1.39161553264792
"817",2011-04-01,"Cost+","Army","CARTER",1.56286420922157,1.39565989168765
"818",2011-05-01,"Cost+","Army","CARTER",1.42806160110155,1.54286705960974
"819",2011-06-01,"Cost+","Army","CARTER",2.7714934319765,1.92080641409987
"820",2011-07-01,"Cost+","Army","CARTER",1.85602509690516,2.0185267099944
"821",2011-08-01,"Cost+","Army","CARTER",1.54580292284935,2.05777381724367
"822",2011-09-01,"Cost+","Army","CARTER",4.91579224466009,2.7725400881382
"823",2011-10-01,"Cost+","Army","CARTER",0.793364904458861,2.41832002398943
"824",2011-11-01,"Cost+","Army","CARTER",0.354012708021831,2.02105661904693
"825",2011-12-01,"Cost+","Army","CARTER",1.15235179070127,0.766576467727319
"826",2012-01-01,"Cost+","Army","CARTER",0.822128701946247,0.776164400223115
"827",2012-02-01,"Cost+","Army","CARTER",1.25308082312841,1.07585377192531
"828",2012-03-01,"Cost+","Army","CARTER",1.30045761684687,1.12522238064051
"829",2012-04-01,"Cost+","Army","CARTER",1.39193560338791,1.3151580144544
"830",2012-05-01,"Cost+","Army","CARTER",0.967823214375451,1.22007214487008
"831",2012-06-01,"Cost+","Army","CARTER",1.0977535837092,1.15250413382419
"832",2012-07-01,"Cost+","Army","CARTER",1.70200055997323,1.25585911935262
"833",2012-08-01,"Cost+","Army","CARTER",0.529883700648749,1.10987928144372
"834",2012-09-01,"Cost+","Army","CARTER",2.24151333229328,1.49113253097175
"835",2012-10-01,"Cost+","Army","CARTER",0.286841099453742,1.01941271079859
"836",2012-11-01,"Cost+","Army","CARTER",0.658551839403676,1.06230209038356
"837",2012-12-01,"Cost+","Army","CARTER",1.02370634074033,0.656366426532582
"838",2013-01-01,"Cost+","Army","CARTER",0.464694965552656,0.715651048565553
"839",2013-02-01,"Cost+","Army","CARTER",0.892772397157205,0.793724567816729
"840",2013-03-01,"Cost+","Army","CARTER",0.979410802335026,0.778959388348295
"841",2013-04-01,"Cost+","Army","CARTER",0.462958420867472,0.778380540119901
"842",2013-05-01,"Cost+","Army","CARTER",0.505392022992993,0.64925374873183
"843",2013-06-01,"Cost+","Army","CARTER",0.518162334914289,0.495504259591585
"844",2013-07-01,"Cost+","Army","CARTER",1.9846010907187,1.00271848287533
"845",2013-08-01,"Cost+","Army","CARTER",0.757633518018178,1.08679898121705
"846",2013-09-01,"Cost+","Army","CARTER",1.65066738696842,1.4643006652351
"847",2013-10-01,"Cost+","Army","CARTER",0.0932860945024,0.833862333162998
"848",2013-11-01,"Cost+","Army","CARTER",0.1709137393547,0.638289073608506
"849",2013-12-01,"Cost+","Army","CARTER",0.2800073314464,0.1814023884345
"850",2014-01-01,"Cost+","Army","CARTER",0.2774641218335,0.242795064211533
"851",2014-02-01,"Cost+","Army","CARTER",0.1389708354347,0.232147429571533
"852",2014-03-01,"Cost+","Army","CARTER",0.3167391323118,0.244391363193333
"853",2014-04-01,"Cost+","Army","CARTER",0.2102900432617,0.2220000036694
"854",2014-05-01,"Cost+","Army","CARTER",0.2356337803053,0.254220985292933
"855",2014-06-01,"Cost+","Army","CARTER",0.7608191916341,0.4022476717337
"856",2014-07-01,"Cost+","Army","CARTER",1.0224549119705,0.672969294636633
"857",2014-08-01,"Cost+","Army","CARTER",0.1691839113378,0.650819338314133
"858",2014-09-01,"Cost+","Army","CARTER",0.2242838939171,0.471974239075133
"859",2011-11-01,"Cost+","Army","KENDALL",0.262019084069612,NA
"860",2011-12-01,"Cost+","Army","KENDALL",0.451619945175574,NA
"861",2012-01-01,"Cost+","Army","KENDALL",0.290436061991556,0.334691697078914
"862",2012-02-01,"Cost+","Army","KENDALL",0.595481836360828,0.445845947842653
"863",2012-03-01,"Cost+","Army","KENDALL",0.687647736855113,0.524521878402499
"864",2012-04-01,"Cost+","Army","KENDALL",0.54468205575121,0.60927054298905
"865",2012-05-01,"Cost+","Army","KENDALL",1.12948321257337,0.787271001726564
"866",2012-06-01,"Cost+","Army","KENDALL",0.67079759463495,0.781654287653177
"867",2012-07-01,"Cost+","Army","KENDALL",0.37082631175986,0.723702372989393
"868",2012-08-01,"Cost+","Army","KENDALL",0.815372626722274,0.618998844372361
"869",2012-09-01,"Cost+","Army","KENDALL",2.98567797171249,1.39062563673154
"870",2012-10-01,"Cost+","Army","KENDALL",0.341326408247385,1.38079233556072
"871",2012-11-01,"Cost+","Army","KENDALL",0.882723533170712,1.4032426377102
"872",2012-12-01,"Cost+","Army","KENDALL",1.01008237174632,0.744710771054805
"873",2013-01-01,"Cost+","Army","KENDALL",0.471099517585559,0.78796847416753
"874",2013-02-01,"Cost+","Army","KENDALL",0.6442030282222,0.708461639184693
"875",2013-03-01,"Cost+","Army","KENDALL",0.728182029614096,0.614494858473951
"876",2013-04-01,"Cost+","Army","KENDALL",0.449458121565959,0.607281059800751
"877",2013-05-01,"Cost+","Army","KENDALL",1.31085680711496,0.829498986098338
"878",2013-06-01,"Cost+","Army","KENDALL",0.992728527574287,0.917681152085068
"879",2013-07-01,"Cost+","Army","KENDALL",1.22622135697746,1.17660223055557
"880",2013-08-01,"Cost+","Army","KENDALL",1.01822762462791,1.07905916972655
"881",2013-09-01,"Cost+","Army","KENDALL",2.94623908378379,1.73022935512972
"882",2013-10-01,"Cost+","Army","KENDALL",0.2589840289421,1.40781691245127
"883",2013-11-01,"Cost+","Army","KENDALL",0.6294497463154,1.2782242863471
"884",2013-12-01,"Cost+","Army","KENDALL",0.9409117952288,0.609781856828767
"885",2014-01-01,"Cost+","Army","KENDALL",0.514015857484,0.694792466342733
"886",2014-02-01,"Cost+","Army","KENDALL",0.7040681559136,0.719665269542133
"887",2014-03-01,"Cost+","Army","KENDALL",1.4269487966356,0.8816776033444
"888",2014-04-01,"Cost+","Army","KENDALL",0.9027682240416,1.01126172553027
"889",2014-05-01,"Cost+","Army","KENDALL",1.3180799553178,1.21593232533167
"890",2014-06-01,"Cost+","Army","KENDALL",1.277506947862,1.16611837574047
"891",2014-07-01,"Cost+","Army","KENDALL",1.1105774709886,1.2353881247228
"892",2014-08-01,"Cost+","Army","KENDALL",0.8839487529472,1.0906777239326
"893",2014-09-01,"Cost+","Army","KENDALL",2.2801348551577,1.4248870263645
"894",2007-07-01,"Cost+","Navy","YOUNG",0.291263495353014,NA
"895",2007-08-01,"Cost+","Navy","YOUNG",0.49826413093501,NA
"896",2007-09-01,"Cost+","Navy","YOUNG",1.26097665276686,0.683501426351629
"897",2007-10-01,"Cost+","Navy","YOUNG",0.605179691366594,0.788140158356156
"898",2007-11-01,"Cost+","Navy","YOUNG",0.709968455347072,0.85870826649351
"899",2007-12-01,"Cost+","Navy","YOUNG",0.62253329362256,0.645893813445408
"900",2008-01-01,"Cost+","Navy","YOUNG",0.658828086127983,0.663776611699205
"901",2008-02-01,"Cost+","Navy","YOUNG",1.07240469347072,0.784588691073753
"902",2008-03-01,"Cost+","Navy","YOUNG",0.755719305140998,0.828984028246565
"903",2008-04-01,"Cost+","Navy","YOUNG",1.30364150678959,1.04392183513377
"904",2008-05-01,"Cost+","Navy","YOUNG",1.75203742878525,1.27046608023861
"905",2008-06-01,"Cost+","Navy","YOUNG",0.605498445726681,1.22039246043384
"906",2008-07-01,"Cost+","Navy","YOUNG",1.82605431852495,1.39453006434563
"907",2008-08-01,"Cost+","Navy","YOUNG",0.680821998915401,1.03745825438901
"908",2008-09-01,"Cost+","Navy","YOUNG",4.5491266512039,2.35200098954808
"909",2008-10-01,"Cost+","Navy","YOUNG",1.03642175618099,2.08879013543343
"910",2008-11-01,"Cost+","Navy","YOUNG",1.1443443668543,2.24329759141306
"911",2008-12-01,"Cost+","Navy","YOUNG",1.41219501759039,1.19765371354189
"912",2009-01-01,"Cost+","Navy","YOUNG",1.34346786371509,1.30000241605326
"913",2009-02-01,"Cost+","Navy","YOUNG",1.12548701538212,1.2937166322292
"914",2009-03-01,"Cost+","Navy","YOUNG",1.84321730850834,1.43739072920185
"915",2009-04-01,"Cost+","Navy","YOUNG",1.05842776213466,1.34237736200837
"916",2009-05-01,"Cost+","Navy","YOUNG",0.441333536999351,1.11432620254745
"917",2009-06-01,"Cost+","Navy","YOUNG",2.6794080760446,1.39305645839287
"918",2009-07-01,"Cost+","Navy","YOUNG",1.50337896658368,1.54137352654254
"919",2009-08-01,"Cost+","Navy","YOUNG",0.522155861279498,1.56831430130259
"920",2009-09-01,"Cost+","Navy","YOUNG",0.896359673663131,0.973964833842101
"921",2009-10-01,"Cost+","Navy","YOUNG",0.666843892715019,0.695119809219216
"922",2009-11-01,"Cost+","Navy","YOUNG",0.950843362227214,0.838015642868455
"923",2009-12-01,"Cost+","Navy","YOUNG",0.821416338778348,0.813034531240194
"924",2010-01-01,"Cost+","Navy","YOUNG",1.41162928088361,1.06129632729639
"925",2010-02-01,"Cost+","Navy","YOUNG",1.26211461081515,1.16505341015904
"926",2010-03-01,"Cost+","Navy","YOUNG",0.923500673373984,1.19908152169091
"927",2010-04-01,"Cost+","Navy","YOUNG",0.763626243217801,0.983080509135644
"928",2010-05-01,"Cost+","Navy","YOUNG",0.697468749186992,0.794865221926259
"929",2010-06-01,"Cost+","Navy","YOUNG",0.531346791709457,0.664147261371416
"930",2010-07-01,"Cost+","Navy","YOUNG",0.493757118196406,0.574190886364285
"931",2010-08-01,"Cost+","Navy","YOUNG",0.391923523020967,0.472342477642276
"932",2010-09-01,"Cost+","Navy","YOUNG",0.881096426807873,0.588925689341749
"933",2010-10-01,"Cost+","Navy","YOUNG",0.514095270793118,0.595705073540653
"934",2010-11-01,"Cost+","Navy","YOUNG",4.02872735900126,1.80797301886742
"935",2010-12-01,"Cost+","Navy","YOUNG",0.580658312505245,1.70782698076654
"936",2011-01-01,"Cost+","Navy","YOUNG",0.837833384704154,1.81573968540355
"937",2011-02-01,"Cost+","Navy","YOUNG",0.426961606074276,0.615151101094559
"938",2011-03-01,"Cost+","Navy","YOUNG",0.758305610102812,0.674366866960414
"939",2011-04-01,"Cost+","Navy","YOUNG",0.342938940138481,0.509402052105189
"940",2011-05-01,"Cost+","Navy","YOUNG",0.695509455958875,0.598918002066723
"941",2011-06-01,"Cost+","Navy","YOUNG",0.663366259798573,0.56727155196531
"942",2011-07-01,"Cost+","Navy","YOUNG",0.70702081576794,0.688632177175129
"943",2011-08-01,"Cost+","Navy","YOUNG",0.565028153231221,0.645138409599245
"944",2011-09-01,"Cost+","Navy","YOUNG",0.902932887159043,0.724993952052735
"945",2011-10-01,"Cost+","Navy","YOUNG",0.206256019009371,0.558072353133212
"946",2011-11-01,"Cost+","Navy","YOUNG",0.731470731098754,0.613553212422389
"947",2011-12-01,"Cost+","Navy","YOUNG",0.945330465729585,0.62768573861257
"948",2012-01-01,"Cost+","Navy","YOUNG",0.742769167892081,0.806523454906807
"949",2012-02-01,"Cost+","Navy","YOUNG",0.812930219637525,0.833676617753063
"950",2012-03-01,"Cost+","Navy","YOUNG",0.454724832818453,0.670141406782686
"951",2012-04-01,"Cost+","Navy","YOUNG",0.412128709895994,0.559927920783991
"952",2012-05-01,"Cost+","Navy","YOUNG",0.835191842786531,0.567348461833659
"953",2012-06-01,"Cost+","Navy","YOUNG",0.292714982040984,0.51334517824117
"954",2012-07-01,"Cost+","Navy","YOUNG",0.245065229626197,0.457657351484571
"955",2012-08-01,"Cost+","Navy","YOUNG",0.451857773772011,0.329879328479731
"956",2012-09-01,"Cost+","Navy","YOUNG",0.660007796982803,0.45231026679367
"957",2012-10-01,"Cost+","Navy","YOUNG",0.314321714724383,0.475395761826399
"958",2012-11-01,"Cost+","Navy","YOUNG",0.882905953009952,0.619078488239046
"959",2012-12-01,"Cost+","Navy","YOUNG",0.261827196815781,0.486351621516706
"960",2013-01-01,"Cost+","Navy","YOUNG",0.0961094786789885,0.413614209501574
"961",2013-02-01,"Cost+","Navy","YOUNG",0.096923090518432,0.151619922004401
"962",2013-03-01,"Cost+","Navy","YOUNG",0.140498613145831,0.111177060781084
"963",2013-04-01,"Cost+","Navy","YOUNG",0.175849177467249,0.137756960377171
"964",2013-05-01,"Cost+","Navy","YOUNG",0.496673911234792,0.271007233949291
"965",2013-06-01,"Cost+","Navy","YOUNG",0.313817536155885,0.328780208285975
"966",2013-07-01,"Cost+","Navy","YOUNG",0.120198673273687,0.310230040221455
"967",2013-08-01,"Cost+","Navy","YOUNG",0.19479417920981,0.209603462879794
"968",2013-09-01,"Cost+","Navy","YOUNG",0.16678457960394,0.160592477362479
"969",2013-10-01,"Cost+","Navy","YOUNG",0.0152506977173,0.125609818843683
"970",2013-11-01,"Cost+","Navy","YOUNG",0.4478574179189,0.209964231746713
"971",2013-12-01,"Cost+","Navy","YOUNG",0.2443926579749,0.2358335912037
"972",2014-01-01,"Cost+","Navy","YOUNG",0.1805553570105,0.290935144301433
"973",2014-02-01,"Cost+","Navy","YOUNG",0.4323853888655,0.285777801283633
"974",2014-03-01,"Cost+","Navy","YOUNG",1.5268069230747,0.713249222983567
"975",2014-04-01,"Cost+","Navy","YOUNG",0.1581833581693,0.7057918900365
"976",2014-05-01,"Cost+","Navy","YOUNG",0.1244281080331,0.603139463092367
"977",2014-06-01,"Cost+","Navy","YOUNG",0.1223365529234,0.134982673041933
"978",2014-07-01,"Cost+","Navy","YOUNG",0.0906590640321,0.1124745749962
"979",2014-08-01,"Cost+","Navy","YOUNG",0.1327416819606,0.115245766305367
"980",2014-09-01,"Cost+","Navy","YOUNG",0.1114859289706,0.111628891654433
"981",2009-04-01,"Cost+","Navy","CARTER",0.0850481955618099,NA
"982",2009-05-01,"Cost+","Navy","CARTER",0.479468585819441,NA
"983",2009-06-01,"Cost+","Navy","CARTER",0.51575787223425,0.360091551205167
"984",2009-07-01,"Cost+","Navy","CARTER",0.48871489888504,0.494647118979577
"985",2009-08-01,"Cost+","Navy","CARTER",0.618985043505088,0.541152604874793
"986",2009-09-01,"Cost+","Navy","CARTER",1.36939184532366,0.825697262571264
"987",2009-10-01,"Cost+","Navy","CARTER",0.902052133515191,0.963476340781314
"988",2009-11-01,"Cost+","Navy","CARTER",0.975254201850663,1.08223272689651
"989",2009-12-01,"Cost+","Navy","CARTER",0.531856303027386,0.803054212797746
"990",2010-01-01,"Cost+","Navy","CARTER",1.86191178111896,1.12300742866567
"991",2010-02-01,"Cost+","Navy","CARTER",1.10880635111254,1.16752481175296
"992",2010-03-01,"Cost+","Navy","CARTER",1.77181917603766,1.58084576942305
"993",2010-04-01,"Cost+","Navy","CARTER",1.3260352783911,1.40222026851376
"994",2010-05-01,"Cost+","Navy","CARTER",1.04838658185708,1.38208034542861
"995",2010-06-01,"Cost+","Navy","CARTER",1.290132276273,1.22151804550706
"996",2010-07-01,"Cost+","Navy","CARTER",1.02840957022893,1.12230947611967
"997",2010-08-01,"Cost+","Navy","CARTER",1.20168194687634,1.17340793112609
"998",2010-09-01,"Cost+","Navy","CARTER",2.70652887044288,1.64554012918271
"999",2010-10-01,"Cost+","Navy","CARTER",1.08872171975451,1.66564417902457
"1000",2010-11-01,"Cost+","Navy","CARTER",1.04753675896979,1.61426244972239
"1001",2010-12-01,"Cost+","Navy","CARTER",1.12128122566093,1.08584656812841
"1002",2011-01-01,"Cost+","Navy","CARTER",1.20489955983005,1.12457251482025
"1003",2011-02-01,"Cost+","Navy","CARTER",1.29808779440831,1.2080895266331
"1004",2011-03-01,"Cost+","Navy","CARTER",1.7866664103441,1.42988458819415
"1005",2011-04-01,"Cost+","Navy","CARTER",1.25607797388796,1.44694405954679
"1006",2011-05-01,"Cost+","Navy","CARTER",2.24344747331095,1.76206395251434
"1007",2011-06-01,"Cost+","Navy","CARTER",2.35128653859631,1.95027066193174
"1008",2011-07-01,"Cost+","Navy","CARTER",1.61532856997482,2.07002086062736
"1009",2011-08-01,"Cost+","Navy","CARTER",1.83777962926983,1.93479824594699
"1010",2011-09-01,"Cost+","Navy","CARTER",3.59047615119597,2.34786145014687
"1011",2011-10-01,"Cost+","Navy","CARTER",0.676450221388117,2.03490200061797
"1012",2011-11-01,"Cost+","Navy","CARTER",0.653125680228607,1.64001735093756
"1013",2011-12-01,"Cost+","Navy","CARTER",0.85546689437751,0.728347598664744
"1014",2012-01-01,"Cost+","Navy","CARTER",0.895234661837092,0.80127574548107
"1015",2012-02-01,"Cost+","Navy","CARTER",1.39088723867779,1.04719626496413
"1016",2012-03-01,"Cost+","Navy","CARTER",1.4003929270518,1.22883827585556
"1017",2012-04-01,"Cost+","Navy","CARTER",0.843476666594584,1.21158561077472
"1018",2012-05-01,"Cost+","Navy","CARTER",2.95225662271651,1.73204207212096
"1019",2012-06-01,"Cost+","Navy","CARTER",0.721284697322624,1.50567266221124
"1020",2012-07-01,"Cost+","Navy","CARTER",0.710398758088765,1.46131335937597
"1021",2012-08-01,"Cost+","Navy","CARTER",0.805613623890434,0.745765693100608
"1022",2012-09-01,"Cost+","Navy","CARTER",1.57044510805272,1.02881916334397
"1023",2012-10-01,"Cost+","Navy","CARTER",0.363466216498527,0.913174982813895
"1024",2012-11-01,"Cost+","Navy","CARTER",0.511605669768356,0.815172331439869
"1025",2012-12-01,"Cost+","Navy","CARTER",0.674444915807657,0.516505600691513
"1026",2013-01-01,"Cost+","Navy","CARTER",0.485243050541485,0.557097878705833
"1027",2013-02-01,"Cost+","Navy","CARTER",0.484044109556108,0.547910691968417
"1028",2013-03-01,"Cost+","Navy","CARTER",0.68280036455489,0.550695841550828
"1029",2013-04-01,"Cost+","Navy","CARTER",0.268766501689144,0.478536991933381
"1030",2013-05-01,"Cost+","Navy","CARTER",0.584099665643343,0.511888843962459
"1031",2013-06-01,"Cost+","Navy","CARTER",0.434476403226871,0.429114190186453
"1032",2013-07-01,"Cost+","Navy","CARTER",0.691842177952676,0.57013941560763
"1033",2013-08-01,"Cost+","Navy","CARTER",0.659294152800853,0.595204244660133
"1034",2013-09-01,"Cost+","Navy","CARTER",1.03922474849335,0.796787026415626
"1035",2013-10-01,"Cost+","Navy","CARTER",0.1963573981792,0.6316254331578
"1036",2013-11-01,"Cost+","Navy","CARTER",0.3449546293918,0.526845592021449
"1037",2013-12-01,"Cost+","Navy","CARTER",0.5432036922436,0.3615052399382
"1038",2014-01-01,"Cost+","Navy","CARTER",0.4221755759017,0.4367779658457
"1039",2014-02-01,"Cost+","Navy","CARTER",0.3732124021422,0.446197223429167
"1040",2014-03-01,"Cost+","Navy","CARTER",0.5113908593013,0.435592945781733
"1041",2014-04-01,"Cost+","Navy","CARTER",0.4859594761004,0.456854245847967
"1042",2014-05-01,"Cost+","Navy","CARTER",0.5046472571118,0.500665864171167
"1043",2014-06-01,"Cost+","Navy","CARTER",0.4452261419848,0.478610958399
"1044",2014-07-01,"Cost+","Navy","CARTER",0.5029396662697,0.484271021788767
"1045",2014-08-01,"Cost+","Navy","CARTER",0.4435527918398,0.463906200031433
"1046",2014-09-01,"Cost+","Navy","CARTER",0.8697745850275,0.605422347712333
"1047",2011-11-01,"Cost+","Navy","KENDALL",0.345482368123777,NA
"1048",2011-12-01,"Cost+","Navy","KENDALL",0.582168344351766,NA
"1049",2012-01-01,"Cost+","Navy","KENDALL",0.563222645803728,0.49695778609309
"1050",2012-02-01,"Cost+","Navy","KENDALL",1.20542029868191,0.7836037629458
"1051",2012-03-01,"Cost+","Navy","KENDALL",0.704323997930182,0.824322314138606
"1052",2012-04-01,"Cost+","Navy","KENDALL",0.731896903202554,0.880547066604881
"1053",2012-05-01,"Cost+","Navy","KENDALL",0.624420065245598,0.686880322126111
"1054",2012-06-01,"Cost+","Navy","KENDALL",0.648522083915148,0.6682796841211
"1055",2012-07-01,"Cost+","Navy","KENDALL",0.751777539625167,0.674906562928638
"1056",2012-08-01,"Cost+","Navy","KENDALL",1.21990106105447,0.873400228198263
"1057",2012-09-01,"Cost+","Navy","KENDALL",2.06513011665122,1.34560290577695
"1058",2012-10-01,"Cost+","Navy","KENDALL",0.379986141072916,1.22167243959287
"1059",2012-11-01,"Cost+","Navy","KENDALL",1.46127958485986,1.302131947528
"1060",2012-12-01,"Cost+","Navy","KENDALL",1.55959914424292,1.1336216233919
"1061",2013-01-01,"Cost+","Navy","KENDALL",0.610266751840154,1.21038182698098
"1062",2013-02-01,"Cost+","Navy","KENDALL",0.706456880790495,0.958774258957855
"1063",2013-03-01,"Cost+","Navy","KENDALL",0.890612063701838,0.735778565444162
"1064",2013-04-01,"Cost+","Navy","KENDALL",0.851911805203412,0.816326916565248
"1065",2013-05-01,"Cost+","Navy","KENDALL",1.47286521067584,1.07179635986036
"1066",2013-06-01,"Cost+","Navy","KENDALL",2.65684729305535,1.66054143631153
"1067",2013-07-01,"Cost+","Navy","KENDALL",1.00529080856738,1.71166777076619
"1068",2013-08-01,"Cost+","Navy","KENDALL",1.16793032737544,1.61002280966606
"1069",2013-09-01,"Cost+","Navy","KENDALL",2.4317727785815,1.53499797150811
"1070",2013-10-01,"Cost+","Navy","KENDALL",0.5983589608821,1.39935402227968
"1071",2013-11-01,"Cost+","Navy","KENDALL",1.0062833666392,1.34547170203427
"1072",2013-12-01,"Cost+","Navy","KENDALL",1.4883140253145,1.03098545094527
"1073",2014-01-01,"Cost+","Navy","KENDALL",1.4044624304019,1.29968660745187
"1074",2014-02-01,"Cost+","Navy","KENDALL",1.4031876860738,1.4319880472634
"1075",2014-03-01,"Cost+","Navy","KENDALL",1.833290859759,1.54698032541157
