"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Pricing.Mechanism.sum","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"30",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"Combination","Army","YOUNG",0.120142996170304,0.0622979897518186
"31",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"Combination","Army","YOUNG",0.0350670387997433,0.0716576859756098
"32",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"Combination","Army","YOUNG",0.273497188339752,0.142902407769933
"33",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"Combination","Army","YOUNG",0.0811677133718443,0.129910646837113
"34",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"Combination","Army","YOUNG",0.230260051957638,0.194974984556411
"35",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"Combination","Army","YOUNG",0.20488148817929,0.172103084502924
"36",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"Combination","Army","YOUNG",0.0751570126658109,0.170099517600913
"37",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"Combination","Army","YOUNG",0.160425226080445,0.146821242308515
"38",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"Combination","Army","YOUNG",0.120141188232777,0.118574475659678
"39",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"Combination","Army","YOUNG",0.355123704118528,0.211896706143917
"40",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"Combination","Army","YOUNG",0.115800581934536,0.197021824761947
"41",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"Combination","Army","YOUNG",0.103059852664708,0.191328046239258
"42",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"Combination","Army","YOUNG",0.124686243411666,0.11451555933697
"43",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"Combination","Army","YOUNG",0.0702852631347042,0.0993437864036928
"44",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"Combination","Army","YOUNG",0.11445887403483,0.103143460193733
"45",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"Combination","Army","YOUNG",0.132643326091062,0.105795821086865
"46",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"Combination","Army","YOUNG",0.122540943537558,0.12321438122115
"47",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"Combination","Army","YOUNG",0.0672333624947545,0.107472544041125
"48",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"Combination","Army","YOUNG",0.0996986197335292,0.0964909752552804
"49",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"Combination","Army","YOUNG",0.0752318601657574,0.0807212807980137
"50",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"Combination","Army","YOUNG",0.0636919838019303,0.079540821233739
"51",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"Combination","Army","YOUNG",0.214598571527486,0.117840805165058
"52",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"Combination","Army","CARTER",0.026722788298333,NA
"53",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"Combination","Army","CARTER",0.206506063682615,NA
"54",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"Combination","Army","CARTER",0.425274295713358,0.219501049231435
"55",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"Combination","Army","CARTER",0.237009605336653,0.289596654910875
"56",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"Combination","Army","CARTER",0.46800596924659,0.376763290098867
"57",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"Combination","Army","CARTER",1.80098870228404,0.835334758955762
"58",2009-10-01,2009-12-31,"Q1",2010-09-30,1,"Combination","Army","CARTER",0.00310902952503209,0.757367900351889
"59",2009-11-01,2009-12-31,"Q1",2010-09-30,1.08493150684932,"Combination","Army","CARTER",0.00274238612537441,0.602280039311484
"60",2009-12-01,2009-12-31,"Q1",2010-09-30,1.16712328767123,"Combination","Army","CARTER",0.0774452871523321,0.0277655676009129
"61",2010-01-01,2010-03-31,"Q2",2010-09-30,1.25205479452055,"Combination","Army","CARTER",0.0212193390671801,0.0338023374482955
"62",2010-02-01,2010-03-31,"Q2",2010-09-30,1.33698630136986,"Combination","Army","CARTER",0.0945036546534018,0.064389426957638
"63",2010-03-01,2010-03-31,"Q2",2010-09-30,1.41369863013699,"Combination","Army","CARTER",0.143973333429611,0.0865654423833975
"64",2010-04-01,2010-06-30,"Q3",2010-09-30,1.4986301369863,"Combination","Army","CARTER",0.456041125342319,0.231506037808444
"65",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"Combination","Army","CARTER",0.158897569854514,0.252970676208815
"66",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"Combination","Army","CARTER",0.111022923587933,0.241987206261589
"67",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"Combination","Army","CARTER",0.063493052813436,0.111137848751961
"68",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"Combination","Army","CARTER",0.17133071834617,0.115282231582513
"69",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"Combination","Army","CARTER",0.327831562066752,0.18755177774212
"70",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"Combination","Army","CARTER",0.00475889622324801,0.16797372554539
"71",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"Combination","Army","CARTER",0.0523544019932858,0.128314953427762
"72",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"Combination","Army","CARTER",0.0717880821548468,0.0429671267904602
"73",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"Combination","Army","CARTER",0.0486991171737306,0.0576138671072877
"74",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"Combination","Army","CARTER",0.0308205755035669,0.0504359249440481
"75",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"Combination","Army","CARTER",0.113754464855225,0.0644247191775073
"76",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"Combination","Army","CARTER",-0.0281992975451112,0.0387919142712267
"77",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"Combination","Army","CARTER",0.0391666281368023,0.0415739318156386
"78",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"Combination","Army","CARTER",0.107100115159463,0.0393558152503847
"79",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"Combination","Army","CARTER",0.0514364364771297,0.065901059924465
"80",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"Combination","Army","CARTER",0.234576850199329,0.131037800611974
"81",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"Combination","Army","CARTER",0.137934334473353,0.141315873716604
"82",2011-10-01,2011-12-31,"Q1",2012-09-30,3,"Combination","Army","CARTER",0.00139455634847081,0.124635247007051
"83",2011-11-01,2011-12-31,"Q1",2012-09-30,3.08493150684932,"Combination","Army","CARTER",0.0170685785398002,0.052132489787208
"84",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"Combination","Army","CARTER",0.0560802709195757,0.0248478019359489
"85",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"Combination","Army","CARTER",0.0262131790340851,0.033120676164487
"86",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"Combination","Army","CARTER",0.0538344756358768,0.0453759751965125
"87",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"Combination","Army","CARTER",0.0660877082792709,0.0487117876497443
"88",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"Combination","Army","CARTER",0.116242758088765,0.0787216473346377
"89",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"Combination","Army","CARTER",0.0373760953042941,0.0732355205574434
"90",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"Combination","Army","CARTER",0.0978385387910617,0.0838191307280404
"91",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"Combination","Army","CARTER",0.0210607010194625,0.0520917783716061
"92",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"Combination","Army","CARTER",0.181983432437442,0.100294224082655
"93",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"Combination","Army","CARTER",0.230770579651941,0.144604904369615
"94",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"Combination","Army","CARTER",0.00241448519955316,0.138389499096312
"95",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"Combination","Army","CARTER",0.00777664011831015,0.0803205683232681
"96",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"Combination","Army","CARTER",0.105187714022951,0.0384596131136048
"97",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"Combination","Army","CARTER",0.000790520171524322,0.0379182914375952
"98",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"Combination","Army","CARTER",0.00900112934284554,0.0383264545124403
"99",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"Combination","Army","CARTER",0.021454670809282,0.010415440107884
"100",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"Combination","Army","CARTER",0.017080694272875,0.0158454981416675
"101",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"Combination","Army","CARTER",0.0217292317191023,0.0200881989337531
"102",2013-06-01,2013-06-30,"Q3",2013-09-30,4.66849315068493,"Combination","Army","CARTER",0.104718475340814,0.0478428004442639
"103",2013-07-01,2013-09-30,"Q4",2013-09-30,4.75068493150685,"Combination","Army","CARTER",0.0146695291403473,0.0470390787334213
"104",2013-08-01,2013-09-30,"Q4",2013-09-30,4.83561643835616,"Combination","Army","CARTER",0.0274897383448766,0.0489592476086795
"105",2013-09-01,2013-09-30,"Q4",2013-09-30,4.92054794520548,"Combination","Army","CARTER",0.0925959498825023,0.0449184057892421
"106",2007-07-01,2007-09-30,"Q4",2007-09-30,0.747945205479452,"Combination","Navy","YOUNG",0.0247286909192951,NA
"107",2007-08-01,2007-09-30,"Q4",2007-09-30,0.832876712328767,"Combination","Navy","YOUNG",0.157868156268942,NA
"108",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"Combination","Navy","YOUNG",0.364607505185767,0.182401450791335
"109",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"Combination","Navy","YOUNG",0.235603672527115,0.252693111327275
"110",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"Combination","Navy","YOUNG",0.0765000972451193,0.225570424986
"111",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"Combination","Navy","YOUNG",0.329433893145336,0.21384588763919
"112",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"Combination","Navy","YOUNG",0.112192584598698,0.172708858329718
"113",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"Combination","Navy","YOUNG",0.109066788394794,0.183564422046276
"114",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"Combination","Navy","YOUNG",0.218214952841649,0.146491441945047
"115",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"Combination","Navy","YOUNG",0.177159250911063,0.168146997382502
"116",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"Combination","Navy","YOUNG",0.206960329045553,0.200778177599422
"117",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"Combination","Navy","YOUNG",0.229844549295011,0.204654709750542
"118",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"Combination","Navy","YOUNG",0.306930988275488,0.247911955538684
"119",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"Combination","Navy","YOUNG",0.220771364522777,0.252515634031092
"120",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"Combination","Navy","YOUNG",1.14007811404555,0.555926822281273
"121",2008-10-01,2008-12-31,"Q1",2009-09-30,2.0027397260274,"Combination","Navy","YOUNG",0.456358531067331,0.605736003211887
"122",2008-11-01,2008-12-31,"Q1",2009-09-30,2.08767123287671,"Combination","Navy","YOUNG",0.563839922981165,0.720092189364683
"123",2008-12-01,2008-12-31,"Q1",2009-09-30,2.16986301369863,"Combination","Navy","YOUNG",6.14295786000217,2.38771877135022
"124",2009-01-01,2009-03-31,"Q2",2009-09-30,2.25479452054795,"Combination","Navy","YOUNG",0.340997827570903,2.34926520351808
"125",2009-02-01,2009-03-31,"Q2",2009-09-30,2.33972602739726,"Combination","Navy","YOUNG",0.355454070448149,2.27980325267374
"126",2009-03-01,2009-03-31,"Q2",2009-09-30,2.41643835616438,"Combination","Navy","YOUNG",1.57111747009093,0.75585645603666
"127",2009-04-01,2009-06-30,"Q3",2009-09-30,2.5013698630137,"Combination","Navy","YOUNG",0.324353417861009,0.750308319466696
"128",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"Combination","Navy","YOUNG",0.285319338763802,0.726930075571913
"129",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Combination","Navy","YOUNG",0.322654791437541,0.310775849354117
"130",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"Combination","Navy","YOUNG",0.196697888016887,0.268224006072743
"131",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"Combination","Navy","YOUNG",0.143476062134661,0.220942913863029
"132",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Combination","Navy","YOUNG",0.285184243515913,0.208452731222487
"133",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"Combination","Navy","YOUNG",0.026946392190843,0.151868899280472
"134",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"Combination","Navy","YOUNG",0.00784453691698759,0.106658390874581
"135",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"Combination","Navy","YOUNG",0.129473160483526,0.0547546965304521
"136",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"Combination","Navy","YOUNG",0.116432713543004,0.0845834703145058
"137",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"Combination","Navy","YOUNG",0.0350620217693624,0.0936559652652974
"138",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"Combination","Navy","YOUNG",0.12199972385537,0.0911648197225788
"139",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"Combination","Navy","YOUNG",0.190777754824561,0.115946500149765
"140",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"Combination","Navy","YOUNG",0.102955497946085,0.138577658875339
"141",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"Combination","Navy","YOUNG",0.0618444803915276,0.118525911054058
"142",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"Combination","Navy","YOUNG",0.0628039120239623,0.0758679634538582
"143",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"Combination","Navy","YOUNG",0.160680221673085,0.095109538029525
"144",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"Combination","Navy","YOUNG",0.17813289678006,0.133872343492369
"145",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"Combination","Navy","YOUNG",0.0978829364351658,0.145565351629437
"146",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"Combination","Navy","YOUNG",0.109597491439362,0.128537774884863
"147",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"Combination","Navy","YOUNG",0.168953100650441,0.125477842841656
"148",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"Combination","Navy","YOUNG",2.20065987301721,0.826403488369003
"149",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"Combination","Navy","YOUNG",0.110078899622325,0.826563957763323
"150",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"Combination","Navy","YOUNG",0.224568588438943,0.845102453692824
"151",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"Combination","Navy","YOUNG",1.28909961874738,0.541249035602881
"152",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"Combination","Navy","YOUNG",0.513894467268149,0.675854224818156
"153",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"Combination","Navy","YOUNG",0.403197697471674,0.7353972611624
"154",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"Combination","Navy","YOUNG",0.122358495216114,0.346483553318646
"155",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"Combination","Navy","YOUNG",0.0956537780214016,0.207069990236397
"156",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"Combination","Navy","YOUNG",0.110953389288712,0.109655220842076
"157",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"Combination","Navy","CARTER",0.0107499134877679,NA
"158",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"Combination","Navy","CARTER",0.56933599852782,NA
"159",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"Combination","Navy","CARTER",0.271050382507036,0.283712098174208
"160",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"Combination","Navy","CARTER",0.261544085732843,0.367310155589233
"161",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"Combination","Navy","CARTER",0.334430362448582,0.289008276896154
"162",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"Combination","Navy","CARTER",0.847886856484087,0.481287101555171
"163",2009-10-01,2009-12-31,"Q1",2010-09-30,1,"Combination","Navy","CARTER",0.216758209039367,0.466358475990679
"164",2009-11-01,2009-12-31,"Q1",2010-09-30,1.08493150684932,"Combination","Navy","CARTER",0.0046282817821994,0.356424449101885
"165",2009-12-01,2009-12-31,"Q1",2010-09-30,1.16712328767123,"Combination","Navy","CARTER",0.0198746892918271,0.0804203933711311
"166",2010-01-01,2010-03-31,"Q2",2010-09-30,1.25205479452055,"Combination","Navy","CARTER",0.00794607777064613,0.0108163496148909
"167",2010-02-01,2010-03-31,"Q2",2010-09-30,1.33698630136986,"Combination","Navy","CARTER",0.252213945154044,0.0933449040721723
"168",2010-03-01,2010-03-31,"Q2",2010-09-30,1.41369863013699,"Combination","Navy","CARTER",0.0864143945977749,0.115524805840822
"169",2010-04-01,2010-06-30,"Q3",2010-09-30,1.4986301369863,"Combination","Navy","CARTER",0.145598094030809,0.161408811260876
"170",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"Combination","Navy","CARTER",0.0576649581621737,0.0965591489302525
"171",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"Combination","Navy","CARTER",0.0396546341249465,0.0809725621059763
"172",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"Combination","Navy","CARTER",0.150218548427471,0.0825127135715304
"173",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"Combination","Navy","CARTER",0.0494914632113821,0.0797882152545999
"174",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"Combination","Navy","CARTER",0.128748910954215,0.109486307531023
"175",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"Combination","Navy","CARTER",0.010410163669744,0.0628835126117803
"176",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"Combination","Navy","CARTER",0.0482776311791859,0.0624789019343816
"177",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"Combination","Navy","CARTER",0.0299755385858162,0.0295544444782487
"178",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"Combination","Navy","CARTER",0.0105433300356693,0.0295988332668905
"179",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"Combination","Navy","CARTER",0.0963229974402014,0.0456139553538956
"180",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"Combination","Navy","CARTER",0.0327161227129668,0.0465274833962792
"181",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"Combination","Navy","CARTER",0.0329149937473773,0.0539847046335152
"182",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"Combination","Navy","CARTER",0.0621836007133865,0.0426049057245769
"183",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"Combination","Navy","CARTER",0.250758682480067,0.115285758980277
"184",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"Combination","Navy","CARTER",0.0141049955518254,0.10901575958176
"185",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"Combination","Navy","CARTER",0.0475995307385648,0.104154402923486
"186",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"Combination","Navy","CARTER",0.0377116924884599,0.0331387395929501
"187",2011-10-01,2011-12-31,"Q1",2012-09-30,3,"Combination","Navy","CARTER",0.00565257394707033,0.0303212657246984
"188",2011-11-01,2011-12-31,"Q1",2012-09-30,3.08493150684932,"Combination","Navy","CARTER",0.0228720605807847,0.022078775672105
"189",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"Combination","Navy","CARTER",0.0324115396972505,0.0203120580750352
"190",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"Combination","Navy","CARTER",0.0425779361445783,0.0326205121408712
"191",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"Combination","Navy","CARTER",0.0308986196993101,0.0352960318470463
"192",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"Combination","Navy","CARTER",0.012183799330656,0.0285534517248481
"193",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"Combination","Navy","CARTER",0.0271933592729894,0.0234252594343185
"194",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"Combination","Navy","CARTER",0.019315150437648,0.0195641030137645
"195",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"Combination","Navy","CARTER",0.0377232840799094,0.0280772645968489
"196",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"Combination","Navy","CARTER",0.0370240353310679,0.0313541566162084
"197",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"Combination","Navy","CARTER",0.0113610274225106,0.0287027822778293
"198",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"Combination","Navy","CARTER",0.040404113150036,0.0295963919678715
"199",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"Combination","Navy","CARTER",0.00943911248887986,0.0204014176871422
"200",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"Combination","Navy","CARTER",0.0392108110811415,0.0296846789066858
"201",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"Combination","Navy","CARTER",0.0322939961358789,0.0269813065686334
"202",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"Combination","Navy","CARTER",0.0061467804171829,0.0258838625447344
"203",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"Combination","Navy","CARTER",0.0288692925209709,0.0224366896913442
"204",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"Combination","Navy","CARTER",-0.000970048186655834,0.011348674917166
"205",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"Combination","Navy","CARTER",0.0186814163831624,0.0155268869058258
