"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Pricing.Mechanism.sum","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"2805",2010-12-01,2010-12-31,"Q1",2011-03-15,2.16712328767123,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",3.97439022407679,2.79666752296125
"2806",2011-01-01,2011-03-31,"Q2",2011-03-15,2.25205479452055,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",1.86742449111414,2.59220396565254
"2807",2011-02-01,2011-03-31,"Q2",2011-03-15,2.33698630136986,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",1.56914618339278,2.47032029952791
"2808",2011-03-01,2011-03-31,"Q2",2011-03-15,2.41369863013699,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",1.12125572566093,1.51927546672262
"2809",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.128552571989089,0.939651493680934
"2810",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0667100829626521,0.438839460204224
"2811",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.150177829752413,0.115146828234718
"2812",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.144696848856483,0.120528253857183
"2813",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0803797524653798,0.125084810358092
"2814",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.212476190631557,0.14585093065114
"2815",2011-10-01,2011-12-31,"Q1",2012-09-30,3,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0583362591906086,0.117064067429182
"2816",2011-11-01,2011-12-31,"Q1",2012-09-30,3.08493150684932,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.0181246607455463,0.0842292630255397
"2817",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0489406825249717,0.0297174269900113
"2818",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0509438319328596,0.0272532845707617
"2819",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.030432553351869,0.0434390226032334
"2820",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.351203826207394,0.144193403830707
"2821",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0367914107300999,0.139475930096454
"2822",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0113895793739059,0.1331282721038
"2823",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0250171252291216,0.0243993717777091
"2824",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0169940762846257,0.0178002602958844
"2825",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.11231450154464,0.0514419010194625
"2826",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0541772927607867,0.0611619568633508
"2827",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0269794913214177,0.0644904285422815
"2828",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.00256642396354219,0.0261967867062207
"2829",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0532475922486036,0.025886886535493
"2830",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0122688860649944,0.0209833514500186
"2831",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0068469654158627,0.0241211479098202
"2832",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00722418968213669,0.00878001372099793
"2833",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0097826451601503,0.00795126675271656
"2834",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.0492423452634305,-0.0107451701403812
"2835",2013-06-01,2013-06-30,"Q3",2013-09-30,4.66849315068493,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00386401703940286,-0.0118652276879591
"2836",2013-07-01,2013-09-30,"Q4",2013-09-30,4.75068493150685,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00712650675210724,-0.0127506071573068
"2837",2013-08-01,2013-09-30,"Q4",2013-09-30,4.83561643835616,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0144951896517721,0.0084952378144274
"2838",2013-09-01,2013-09-30,"Q4",2013-09-30,4.92054794520548,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0229829764271352,0.0148682242770048
"2839",2013-10-01,2013-12-31,"Q1",2014-09-30,5.0027397260274,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.01141866338,0.0162989431529691
"2840",2013-11-01,2013-12-31,"Q1",2014-09-30,5.08767123287671,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0084377425277,0.0142797941116117
"2841",2013-12-01,2013-12-31,"Q1",2014-09-30,5.16986301369863,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0085489044399,0.00946843678253333
"2842",2014-01-01,2014-03-31,"Q2",2014-09-30,5.25479452054795,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.013966047965,0.0103175649775333
"2843",2014-02-01,2014-03-31,"Q2",2014-09-30,5.33972602739726,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0114679849739,0.0113276457929333
"2844",2014-03-01,2014-03-31,"Q2",2014-09-30,5.41643835616438,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0163007992002,0.0139116107130333
"2845",2014-04-01,2014-06-30,"Q3",2014-09-30,5.5013698630137,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0246979585034,0.0174889142258333
"2846",2014-05-01,2014-06-30,"Q3",2014-09-30,5.58356164383562,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0011468543928,0.0140485373654667
"2847",2014-06-01,2014-06-30,"Q3",2014-09-30,5.66849315068493,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0003531824796,0.00873266512526667
"2848",2014-07-01,2014-09-30,"Q4",2014-09-30,5.75068493150685,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0004405488923,0.000646861921566667
"2849",2014-08-01,2014-09-30,"Q4",2014-09-30,5.83561643835616,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0050516698402,0.0019484670707
"2850",2014-09-01,2014-09-30,"Q4",2014-09-30,5.92054794520548,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0242171287576,0.00990311583003333
"2851",2011-03-01,2011-03-31,"Q2",2011-09-30,0.413698630136986,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",1.40606245994545,NA
"2852",2011-04-01,2011-06-30,"Q3",2011-09-30,0.498630136986301,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",2.46738854411456,NA
"2853",2011-05-01,2011-06-30,"Q3",2011-09-30,0.580821917808219,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",2.64211722731851,2.17185607712617
"2854",2011-06-01,2011-06-30,"Q3",2011-09-30,0.665753424657534,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",3.07258192327948,2.72736256490418
"2855",2011-07-01,2011-09-30,"Q4",2011-09-30,0.747945205479452,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",4.32310016751993,3.34593310603931
"2856",2011-08-01,2011-09-30,"Q4",2011-09-30,0.832876712328767,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",2.69065447247167,3.36211218775703
"2857",2011-09-01,2011-09-30,"Q4",2011-09-30,0.917808219178082,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",5.80786550022031,4.27387338007064
"2858",2011-10-01,2011-12-31,"Q1",2012-09-30,1,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",3.73053041020492,4.0763501276323
"2859",2011-11-01,2011-12-31,"Q1",2012-09-30,1.08493150684932,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",2.03310377978591,3.85716656340372
"2860",2011-12-01,2011-12-31,"Q1",2012-09-30,1.16712328767123,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",5.49671281391165,3.75344900130083
"2861",2012-01-01,2012-03-31,"Q2",2012-09-30,1.25205479452055,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",1.47992778883792,3.00324812751183
"2862",2012-02-01,2012-03-31,"Q2",2012-09-30,1.33698630136986,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",2.15712955986963,3.0445900542064
"2863",2012-03-01,2012-03-31,"Q2",2012-09-30,1.41643835616438,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",3.36620211815446,2.33441982228734
"2864",2012-04-01,2012-06-30,"Q3",2012-09-30,1.5013698630137,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",2.17365116222675,2.56566094675028
"2865",2012-05-01,2012-06-30,"Q3",2012-09-30,1.58356164383562,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",4.58262581372691,3.37415969803604
"2866",2012-06-01,2012-06-30,"Q3",2012-09-30,1.66849315068493,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",3.3670802703946,3.37445241544942
"2867",2012-07-01,2012-09-30,"Q4",2012-09-30,1.75068493150685,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",2.28824131160673,3.41264913190942
"2868",2012-08-01,2012-09-30,"Q4",2012-09-30,1.83561643835616,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",2.99418561265482,2.88316906488539
"2869",2012-09-01,2012-09-30,"Q4",2012-09-30,1.92054794520548,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",8.86101211770281,4.71447968065479
"2870",2012-10-01,2012-12-31,"Q1",2013-04-23,2.0027397260274,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",2.0996830650063,4.65162693178798
"2871",2012-11-01,2012-12-31,"Q1",2013-04-23,2.08767123287671,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",2.40569024161054,4.45546180810655
"2872",2012-12-01,2012-12-31,"Q1",2013-04-23,2.16986301369863,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",4.41989436154402,2.97508922272029
"2873",2013-01-01,2013-03-31,"Q2",2013-04-23,2.25479452054795,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",1.70248417227755,2.8426895918107
"2874",2013-02-01,2013-03-31,"Q2",2013-04-23,2.33972602739726,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",1.63997150446339,2.58745001276165
"2875",2013-03-01,2013-03-31,"Q2",2013-04-23,2.41643835616438,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",2.26715349167797,1.8698697228063
"2876",2013-04-01,2013-06-30,"Q3",2013-04-23,2.5013698630137,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",1.10071002172266,1.66927833928801
"2877",2013-05-01,2013-06-30,"Q3",2013-09-30,2.58356164383562,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",0.507233897614908,1.29169913700518
"2878",2013-06-01,2013-06-30,"Q3",2013-09-30,2.66849315068493,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",0.0662470148666599,0.558063644734742
"2879",2013-07-01,2013-09-30,"Q4",2013-09-30,2.75068493150685,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",0.0880181870727125,0.220499699851427
"2880",2013-08-01,2013-09-30,"Q4",2013-09-30,2.83561643835616,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",-0.061428330700721,0.0309456237462171
"2881",2013-09-01,2013-09-30,"Q4",2013-09-30,2.92054794520548,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",0.175562292340916,0.0673840495709691
"2882",2013-10-01,2013-12-31,"Q1",2014-09-30,3.0027397260274,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",0.0238985489062,0.0460108368487983
"2883",2013-11-01,2013-12-31,"Q1",2014-09-30,3.08767123287671,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",0.1467159749605,0.115392272069205
"2884",2013-12-01,2013-12-31,"Q1",2014-09-30,3.16986301369863,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",0.5067479713379,0.225787498401533
"2885",2014-01-01,2014-03-31,"Q2",2014-09-30,3.25479452054795,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",0.0248725562906,0.226112167529667
"2886",2014-02-01,2014-03-31,"Q2",2014-09-30,3.33972602739726,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",-0.0026386437127,0.1763272946386
"2887",2014-03-01,2014-03-31,"Q2",2014-09-30,3.41643835616438,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",0.0880891876635,0.0367743667471333
"2888",2014-04-01,2014-06-30,"Q3",2014-09-30,3.5013698630137,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",0.0079815257417,0.0311440232308333
"2889",2014-05-01,2014-06-30,"Q3",2014-09-30,3.58356164383562,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",0.010330182859,0.0354669654214
"2890",2014-06-01,2014-06-30,"Q3",2014-09-30,3.66849315068493,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",0.0019216177418,0.00674444211416667
"2891",2014-07-01,2014-09-30,"Q4",2014-09-30,3.75068493150685,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",0.0023732234359,0.00487500801223333
"2892",2014-08-01,2014-09-30,"Q4",2014-09-30,3.83561643835616,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",-6.64334384000001e-05,0.00140946924643333
"2893",2014-09-01,2014-09-30,"Q4",2014-09-30,3.92054794520548,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",0.001368266113,0.0012250187035
"2894",2013-04-01,2013-06-30,"Q3",2013-09-30,0.498630136986301,"Fixed","DLA","BBP2",0.391769679078907,NA
"2895",2013-05-01,2013-06-30,"Q3",2013-09-30,0.580821917808219,"Fixed","DLA","BBP2",2.04365281755438,NA
"2896",2013-06-01,2013-06-30,"Q3",2013-09-30,0.665753424657534,"Fixed","DLA","BBP2",5.94060118603971,2.79200789422433
"2897",2013-07-01,2013-09-30,"Q4",2013-09-30,0.747945205479452,"Fixed","DLA","BBP2",1.42514797066193,3.13646732475201
"2898",2013-08-01,2013-09-30,"Q4",2013-09-30,0.832876712328767,"Fixed","DLA","BBP2",2.23485942384645,3.2002028601827
"2899",2013-09-01,2013-09-30,"Q4",2013-09-30,0.917808219178082,"Fixed","DLA","BBP2",5.19257037094557,2.95085925515131
"2900",2013-10-01,2013-12-31,"Q1",2014-09-18,1,"Fixed","DLA","BBP2",1.7088181881002,3.04541599429741
"2901",2013-11-01,2013-12-31,"Q1",2014-09-18,1.08493150684932,"Fixed","DLA","BBP2",2.0410111392916,2.98079989944579
"2902",2013-12-01,2013-12-31,"Q1",2014-09-18,1.16712328767123,"Fixed","DLA","BBP2",1.9997104351921,1.91651325419463
"2903",2014-01-01,2014-03-31,"Q2",2014-09-18,1.25205479452055,"Fixed","DLA","BBP2",2.3295105981213,2.12341072420167
"2904",2014-02-01,2014-03-31,"Q2",2014-09-18,1.33698630136986,"Fixed","DLA","BBP2",1.8741857206644,2.06780225132593
"2905",2014-03-01,2014-03-31,"Q2",2014-09-18,1.41369863013699,"Fixed","DLA","BBP2",2.4018072064669,2.20183450841753
"2906",2014-04-01,2014-06-30,"Q3",2014-09-18,1.4986301369863,"Fixed","DLA","BBP2",2.6104720912437,2.29548833945833
"2907",2014-05-01,2014-06-30,"Q3",2014-09-18,1.58082191780822,"Fixed","DLA","BBP2",3.415703096317,2.80932746467587
"2908",2014-06-01,2014-06-30,"Q3",2014-09-18,1.66575342465753,"Fixed","DLA","BBP2",2.6991208615383,2.90843201636633
"2909",2014-07-01,2014-09-30,"Q4",2014-09-18,1.74794520547945,"Fixed","DLA","BBP2",2.6605075838911,2.92511051391547
"2910",2014-08-01,2014-09-30,"Q4",2014-09-18,1.83287671232877,"Fixed","DLA","BBP2",2.9704515769249,2.77669334078477
"2911",2014-09-01,2014-09-30,"Q4",2014-09-18,1.91780821917808,"Fixed","DLA","BBP2",2.0135234488435,2.5481608698865
"2912",2007-08-01,2007-09-30,"Q4",2007-09-30,0.832876712328767,"Fixed","MDA","YOUNG",0.00328494892805029,NA
"2913",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"Fixed","MDA","YOUNG",0.00218656435065664,NA
"2914",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"Fixed","MDA","YOUNG",0.00242851843817787,0.00263334390562827
"2915",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"Fixed","MDA","YOUNG",0.00383643383947939,0.00281717220943797
"2916",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"Fixed","MDA","YOUNG",0.000941077646420824,0.0024020099746927
"2917",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"Fixed","MDA","YOUNG",0.00981447750542299,0.00486399633044107
"2918",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"Fixed","MDA","YOUNG",0.00302086625813449,0.00459214046999277
"2919",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"Fixed","MDA","YOUNG",0.00712828940246807,0.00665454438867518
"2920",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"Fixed","MDA","YOUNG",0.00485929889586491,0.00500281818548915
"2921",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"Fixed","MDA","YOUNG",0.00515150626759039,0.00571303152197445
"2922",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"Fixed","MDA","YOUNG",0.00531085125568305,0.00510721880637945
"2923",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"Fixed","MDA","YOUNG",0.00422899848452046,0.00489711866926463
"2924",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"Fixed","MDA","YOUNG",0.0185543315869236,0.00936472710904236
"2925",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"Fixed","MDA","YOUNG",0.00212551851050011,0.00830294952731471
"2926",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"Fixed","MDA","YOUNG",0.00060297602294869,0.00709427537345746
"2927",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Fixed","MDA","YOUNG",0.00268177232084867,0.00180342228476582
"2928",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"Fixed","MDA","YOUNG",0.00337803701017536,0.00222092845132424
"2929",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"Fixed","MDA","YOUNG",0.00177006153187848,0.00260995695430084
"2930",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"Fixed","MDA","YOUNG",0.0148462170517758,0.00666477186460987
"2931",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"Fixed","MDA","YOUNG",0.00362021144629867,0.00674549667665098
"2932",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"Fixed","MDA","YOUNG",0.00703209798887463,0.00849950882898303
"2933",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"Fixed","MDA","YOUNG",0.000829534745400086,0.00382728139352446
"2934",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"Fixed","MDA","YOUNG",0.00376862203679932,0.00387675159035801
"2935",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"Fixed","MDA","YOUNG",0.00245950028883184,0.00235255235701041
"2936",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"Fixed","MDA","YOUNG",0.00488928357937527,0.00370580196833547
"2937",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"Fixed","MDA","YOUNG",0.00161593082249266,0.00298823823023325
"2938",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"Fixed","MDA","YOUNG",0.0107868125262274,0.00576400897603179
"2939",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"Fixed","MDA","YOUNG",0.00396702287033151,0.00545658873968387
"2940",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"Fixed","MDA","YOUNG",0.00104704376835921,0.00526695972163939
"2941",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"Fixed","MDA","YOUNG",-0.000145970121695342,0.00162269883899846
"2942",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"Fixed","MDA","YOUNG",0.00200800147922786,0.000969691708630578
"2943",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"Fixed","MDA","YOUNG",0.000824561822125813,0.000895531059886112
"2944",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"Fixed","MDA","YOUNG",0.00437634815618221,0.0024029704858453
"2945",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"Fixed","MDA","YOUNG",0.00395068004338395,0.00305053000723066
"2946",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"Fixed","MDA","YOUNG",0.0172452201735358,0.00852408279103398
"2947",2012-05-01,2012-06-30,"Q3",2012-09-30,5.58630136986301,"Fixed","MDA","YOUNG",0.0002166531253218,0.00713751778074718
"2948",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"Fixed","MDA","YOUNG",0.000757130151843818,0.0060730011502338
"2949",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"Fixed","MDA","YOUNG",0.00244194156182213,0.00113857494632925
"2950",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"Fixed","MDA","YOUNG",0.00261840507592191,0.00193915892986262
"2951",2007-07-01,2007-09-30,"Q4",2007-09-30,0.747945205479452,"Fixed","MDA","YOUNG",0.000226945785161073,0.00176243080763504
"2952",2013-03-01,2013-03-31,"Q2",2013-09-30,6.41917808219178,"Fixed","MDA","YOUNG",5.9350500456992e-05,0.000968233787179991
"2953",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"Fixed","MDA","YOUNG",0.0113791124269322,0.0038884695708501
"2954",2014-04-01,2014-06-30,"Q3",2014-09-30,7.5041095890411,"Fixed","MDA","YOUNG",-2.689e-08,0.00381281201246308
"2955",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Fixed","MDA","YOUNG",0.00161298584109115,0.00433069045934113
"2956",2014-08-01,2014-09-30,"Q4",2014-09-30,7.83835616438356,"Fixed","MDA","YOUNG",-2.2133e-07,0.000537579207030382
"2957",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"Fixed","MDA","YOUNG",0.00963182003637142,0.00374819484915419
"2958",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"Fixed","MDA","YOUNG",0.00497070855798032,0.00486743575478391
"2959",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"Fixed","MDA","YOUNG",0.00602064796747967,0.00687439218727714
"2960",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"Fixed","MDA","YOUNG",0.0088217959563543,0.00660438416060476
"2961",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"Fixed","MDA","YOUNG",0.00180586057490558,0.00554943483291319
"2962",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"Fixed","MDA","YOUNG",0.0057943299517415,0.00547399549433379
"2963",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"Fixed","MDA","YOUNG",0.000832867100293747,0.00281101920898028
"2964",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"Fixed","MDA","YOUNG",0.00557321237935376,0.00406680314379633
"2965",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"Fixed","MDA","YOUNG",0.00245425215065044,0.00295344387676598
"2966",2012-01-01,2012-03-31,"Q2",2012-09-30,5.25479452054795,"Fixed","MDA","YOUNG",0.00152737570796005,0.00318494674598808
"2967",2011-10-01,2011-12-31,"Q1",2012-09-30,5.0027397260274,"Fixed","MDA","YOUNG",0.00225500669344043,0.00207887818401697
"2968",2012-02-01,2012-03-31,"Q2",2012-09-30,5.33972602739726,"Fixed","MDA","YOUNG",0.00466855566882916,0.00281697935674321
"2969",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"Fixed","MDA","YOUNG",0.000231037809483844,0.00238486672391781
"2970",2012-03-01,2012-03-31,"Q2",2012-09-30,5.41917808219178,"Fixed","MDA","YOUNG",0.00212845231181135,0.00234268193004145
"2971",2011-12-01,2011-12-31,"Q1",2012-09-30,5.16986301369863,"Fixed","MDA","YOUNG",0.00359938222634126,0.00198629078254548
"2972",2011-11-01,2011-12-31,"Q1",2012-09-30,5.08767123287671,"Fixed","MDA","YOUNG",0.000800384460920605,0.00217607299969107
"2973",2012-07-01,2012-09-30,"Q4",2012-09-30,5.75342465753425,"Fixed","MDA","YOUNG",0.000176585398002265,0.00152545069508804
"2974",2012-04-01,2012-06-30,"Q3",2012-09-30,5.5041095890411,"Fixed","MDA","YOUNG",0.000922130728040367,0.000633033528987746
"2975",2012-10-01,2012-12-31,"Q1",2013-09-30,6.00547945205479,"Fixed","MDA","YOUNG",0.000212255017365695,0.000436990381136109
"2976",2012-11-01,2012-12-31,"Q1",2013-09-30,6.09041095890411,"Fixed","MDA","YOUNG",0.000529008412511425,0.000554464719305829
"2977",2012-12-01,2012-12-31,"Q1",2013-09-30,6.17260273972603,"Fixed","MDA","YOUNG",0,0.00024708780995904
