"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Pricing.Mechanism.sum","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"875",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Combination","Additional
DoD
Components","CARTER",0.327512216042433,0.158997337659667
"876",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Cost+","Army","CARTER",1.31464099460922,0.659229717821318
"877",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Cost+","Navy","CARTER",1.36939184532366,0.825697262571264
"878",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Cost+","Air Force","CARTER",1.63935039928556,0.787363828884318
"879",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Cost+","DLA","CARTER",0.0162839542433427,0.00799969726492026
"880",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Cost+","MDA","CARTER",0.00721543191166919,0.0125035119434221
"881",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Cost+","Additional
DoD
Components","CARTER",0.297706505412427,0.183521187912247
"882",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Fixed","Army","CARTER",20.6914007419463,11.3587970736812
"883",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Fixed","Navy","CARTER",7.16206893433644,3.94099457340694
"884",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Fixed","Air Force","CARTER",5.53361321063001,2.70479112156311
"885",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Fixed","DLA","CARTER",2.67455010662481,3.45939006508263
"886",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Fixed","MDA","CARTER",0.00267295227321931,0.00145352215847586
"887",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Fixed","Military
Health","CARTER",0.00345459204373241,0.00242819455149022
"888",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Fixed","Additional
DoD
Components","CARTER",1.21521514247673,0.691083192606625
"889",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Time/Mat.","Army","CARTER",0.616495465760987,0.315103789092156
"890",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Time/Mat.","Navy","CARTER",0.195066161279498,0.0993560563361478
"891",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Time/Mat.","Air Force","CARTER",0.322923968402252,0.165704145605109
"892",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Time/Mat.","DLA","CARTER",0.0647903191708162,0.0709513638846792
"893",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Time/Mat.","Additional
DoD
Components","CARTER",0.0577012273544057,0.0311139032221982
"894",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Unlabeled","Army","CARTER",-0.0295945760229487,-0.0122837426751822
"895",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Unlabeled","Navy","CARTER",0.0669132992963845,0.0240576644367468
"896",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Unlabeled","Air Force","CARTER",-0.0179886048495345,-0.00865980710471242
"897",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Unlabeled","DLA","CARTER",0.000127471314137259,4.13466082124558e-05
"898",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Unlabeled","Additional
DoD
Components","CARTER",0.000124683979216281,-0.000101985563253229
"899",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Combination","Army","YOUNG",0.471218260521758,0.445059105394385
"900",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Combination","Navy","YOUNG",0.196697888016887,0.268224006072743
"901",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Combination","Air Force","YOUNG",0.0574721237930288,0.0505396142274663
"902",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Combination","DLA","YOUNG",0.00118847404200043,0.00209592239301436
"903",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Combination","MDA","YOUNG",0.00277160960164538,0.00296547664718193
"904",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Combination","Additional
DoD
Components","YOUNG",0.0486817479432778,0.0598029103629934
"905",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Cost+","Army","YOUNG",1.01751741201559,0.835294999047413
"906",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Cost+","Navy","YOUNG",1.50337896658368,1.54137352654254
"907",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Cost+","Air Force","YOUNG",0.501570188936999,0.890880775456448
"908",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Cost+","DLA","YOUNG",0.000367421519809483,0.00050808793750451
"909",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Cost+","MDA","YOUNG",0.172889419517212,0.120121414487263
"910",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Cost+","Additional
DoD
Components","YOUNG",0.0344589801147435,0.0536823757631522
"911",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Fixed","Army","YOUNG",1.31148312315436,1.58148213250704
"912",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Fixed","Navy","YOUNG",0.498264133513748,0.734667492137548
"913",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Fixed","Air Force","YOUNG",0.577852536544707,0.406845238724111
"914",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Fixed","DLA","YOUNG",0.10074177812297,0.0801418350003608
"915",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Fixed","MDA","YOUNG",0.00337803701017536,0.00222092845132424
"916",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Fixed","Military
Health","YOUNG",0.115585283589522,0.132498590939597
"917",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Fixed","Additional
DoD
Components","YOUNG",0.107414402749513,0.0944035473046114
"918",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Time/Mat.","Army","YOUNG",0.513072856505737,0.39364690666811
"919",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Time/Mat.","Navy","YOUNG",0.0151794584650357,0.014977786638522
"920",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Time/Mat.","Air Force","YOUNG",0.133675107826369,0.128405002951577
"921",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Time/Mat.","DLA","YOUNG",0.0083911275925525,0.00614936448004619
"922",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Time/Mat.","MDA","YOUNG",0.0112269525113661,0.00494213308796998
"923",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Time/Mat.","Additional
DoD
Components","YOUNG",0.0166163263152197,0.0151052836797287
"924",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Unlabeled","Army","YOUNG",0.00054531168001732,-0.016895388666378
"925",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Unlabeled","Navy","YOUNG",0.0313818251894349,0.0390833336183878
"926",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Unlabeled","Air Force","YOUNG",-0.000977515198094826,-0.000982228379158548
"927",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Unlabeled","DLA","YOUNG",0,0
"928",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Unlabeled","Additional
DoD
Components","YOUNG",0.00106803392509201,-3.35171249188136e-05
"929",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Combination","Army","YOUNG",0.537823509850617,0.536248934942628
"930",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Combination","Navy","YOUNG",0.143476062134661,0.220942913863029
"931",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Combination","Air Force","YOUNG",0.0761545258281013,0.0569971805044382
"932",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Combination","DLA","YOUNG",0.000695217146568521,0.000620879255971711
"933",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Combination","MDA","YOUNG",0.003212716518727,0.00395944738038537
"934",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Combination","Additional
DoD
Components","YOUNG",0.0459383213574367,0.0570103901421664
"935",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Cost+","Army","YOUNG",0.825914873457458,0.848966970260518
"936",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Cost+","Navy","YOUNG",0.522155861279498,1.56831430130259
"937",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Cost+","Air Force","YOUNG",0.407823844923144,0.495487581114238
"938",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Cost+","DLA","YOUNG",0.000621366291405066,0.000337639164321282
"939",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Cost+","MDA","YOUNG",0.142803239001948,0.135763301169084
"940",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Cost+","Additional
DoD
Components","YOUNG",0.0567112072634769,0.0603606091866926
"941",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Fixed","Army","YOUNG",1.15421951805586,1.34965214862164
"942",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Fixed","Navy","YOUNG",0.376037651017536,0.60468089183806
"943",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Fixed","Air Force","YOUNG",0.543417161008876,0.456705177722451
"944",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Fixed","DLA","YOUNG",-0.0230163015263044,0.0638615747997402
"945",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Fixed","MDA","YOUNG",0.0113791124269322,0.00581297391931876
"946",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Fixed","Military
Health","YOUNG",-0.00221138960814029,0.0454118240456087
"947",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Fixed","Additional
DoD
Components","YOUNG",0.0571908647218013,0.0930218969004835
"948",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Time/Mat.","Army","YOUNG",0.645393576477593,0.483953121169806
"949",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Time/Mat.","Navy","YOUNG",0.020840502294869,0.0181161421303312
"950",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Time/Mat.","Air Force","YOUNG",0.139012372061052,0.139643488507613
"951",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Time/Mat.","DLA","YOUNG",0.00652328553799524,0.00683231420942484
"952",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Time/Mat.","MDA","YOUNG",0.00394838602511366,0.00554872254095403
"953",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Time/Mat.","Additional
DoD
Components","YOUNG",0.00986894952370643,0.0144344919354839
"954",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Unlabeled","Army","YOUNG",0.00649828415241394,0.000229903655192321
"955",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Unlabeled","Navy","YOUNG",0.0380644421844555,0.0414889131521974
"956",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Unlabeled","Air Force","YOUNG",-0.000326554102619615,-0.000825930601861875
"957",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Unlabeled","DLA","YOUNG",0,0
"958",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Unlabeled","MDA","YOUNG",0,0
"959",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Unlabeled","Additional
DoD
Components","YOUNG",0.000947122266724399,0.000615580912174352
"960",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Combination","Army","YOUNG",1.31578076164754,0.774940844006639
"961",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Combination","Navy","YOUNG",0.285184243515913,0.208452731222487
"962",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Combination","Air Force","YOUNG",0.161913162069712,0.0985132705636141
"963",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Combination","DLA","YOUNG",0.00104972068629573,0.00097780395828823
"964",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Combination","MDA","YOUNG",0.00758273735657069,0.00452235449231435
"965",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Combination","Additional
DoD
Components","YOUNG",0.107034045193765,0.0672180381648264
"966",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Cost+","Army","YOUNG",1.14132353965144,0.994918608374829
"967",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Cost+","Navy","YOUNG",0.896359673663131,0.973964833842101
"968",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Cost+","Air Force","YOUNG",0.864630302717038,0.591341445525727
"969",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Cost+","DLA","YOUNG",0.000550643710759905,0.000513143840658151
"970",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Cost+","MDA","YOUNG",0.145713348192249,0.153802002237136
"971",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Cost+","Additional
DoD
Components","YOUNG",0.0294300909287725,0.0402000927689976
"972",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Fixed","Army","YOUNG",2.83576686573934,1.76715650231652
"973",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Fixed","Navy","YOUNG",0.736693012416107,0.53699826564913
"974",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Fixed","Air Force","YOUNG",0.624813186966876,0.582027628173486
"975",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Fixed","DLA","YOUNG",0.0916028781879195,0.0564427849281951
"976",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Fixed","MDA","YOUNG",0.00161298584109115,0.00545671175939958
"977",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Fixed","Military
Health","YOUNG",0.00564707972504871,0.0396736579021433
"978",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Fixed","Additional
DoD
Components","YOUNG",0.0600519258930504,0.0748857311214549
"979",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Other","Navy","YOUNG",1.43590495778307e-05,3.10292523634264e-05
"980",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Time/Mat.","Army","YOUNG",0.707649803399004,0.622038745460778
"981",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Time/Mat.","Navy","YOUNG",0.0319231130764235,0.0226476912787761
"982",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Time/Mat.","Air Force","YOUNG",0.187605288103486,0.153430922663636
"983",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Time/Mat.","DLA","YOUNG",0.0341284617666162,0.0163476249657213
"984",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Time/Mat.","MDA","YOUNG",0.0141724857653172,0.00978260810059898
"985",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Time/Mat.","Additional
DoD
Components","YOUNG",0.0397148038211734,0.0220666932200332
"986",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Unlabeled","Army","YOUNG",-0.00152534905823771,0.00183941559139785
"987",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Unlabeled","Navy","YOUNG",0.154711362849102,0.0747192100743307
"988",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Unlabeled","Air Force","YOUNG",0.00376728106733059,0.00082107058887205
"989",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Unlabeled","DLA","YOUNG",5.31934401385581e-05,1.77311467128527e-05
"990",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Unlabeled","Additional
DoD
Components","YOUNG",0.00209843715089846,0.00137119778090496
"991",2009-12-31,"Q1",2010-09-30,1,"Combination","Army","CARTER",0.00310902952503209,0.757367900351889
"992",2009-12-31,"Q1",2010-09-30,1,"Combination","Navy","CARTER",0.216758209039367,0.466358475990679
"993",2009-12-31,"Q1",2010-09-30,1,"Combination","Air Force","CARTER",0.000308871127513907,0.092908811661109
"994",2009-12-31,"Q1",2010-09-30,1,"Combination","Additional
DoD
Components","CARTER",-0.000163580445014976,0.135348567418956
"995",2009-12-31,"Q1",2010-09-30,1,"Cost+","Army","CARTER",0.274155785216089,0.618796762503653
"996",2009-12-31,"Q1",2010-09-30,1,"Cost+","Navy","CARTER",0.902052133515191,0.963476340781314
"997",2009-12-31,"Q1",2010-09-30,1,"Cost+","Air Force","CARTER",0.474364355990586,0.81718292501411
"998",2009-12-31,"Q1",2010-09-30,1,"Cost+","DLA","CARTER",0.00699038419982884,0.010145017447428
"999",2009-12-31,"Q1",2010-09-30,1,"Cost+","MDA","CARTER",0.0620481782199401,0.0259714458539297
"1000",2009-12-31,"Q1",2010-09-30,1,"Cost+","Additional
DoD
Components","CARTER",0.049686511724433,0.155936268864484
"1001",2009-12-31,"Q1",2010-09-30,1,"Fixed","Army","CARTER",2.98646032027172,10.1505851992989
"1002",2009-12-31,"Q1",2010-09-30,1,"Fixed","Navy","CARTER",1.30094547090287,3.66770768213902
"1003",2009-12-31,"Q1",2010-09-30,1,"Fixed","Air Force","CARTER",1.35471217045357,2.74112945073068
"1004",2009-12-31,"Q1",2010-09-30,1,"Fixed","DLA","CARTER",1.76822152363072,2.97695958507616
"1005",2009-12-31,"Q1",2010-09-30,1,"Fixed","MDA","CARTER",0.000530666816431322,0.00128364239193882
"1006",2009-12-31,"Q1",2010-09-30,1,"Fixed","Military
Health","CARTER",0.159708870143346,0.0548419858910382
"1007",2009-12-31,"Q1",2010-09-30,1,"Fixed","Additional
DoD
Components","CARTER",1.74404633976252,1.1090334720656
"1008",2009-12-31,"Q1",2010-09-30,1,"Time/Mat.","Army","CARTER",0.0654292559370988,0.284961564766794
"1009",2009-12-31,"Q1",2010-09-30,1,"Time/Mat.","Navy","CARTER",0.0371647949614891,0.0944350182346192
"1010",2009-12-31,"Q1",2010-09-30,1,"Time/Mat.","Air Force","CARTER",0.0504787587933248,0.154636932753581
"1011",2009-12-31,"Q1",2010-09-30,1,"Time/Mat.","DLA","CARTER",0.0731687118207103,0.0819174260121138
"1012",2009-12-31,"Q1",2010-09-30,1,"Time/Mat.","MDA","CARTER",6.41848523748395e-05,NA
"1013",2009-12-31,"Q1",2010-09-30,1,"Time/Mat.","Additional
DoD
Components","CARTER",0.0312620704749679,0.035538481758236
"1014",2009-12-31,"Q1",2010-09-30,1,"Unlabeled","Army","CARTER",0.00578611658108686,-0.00896619236934111
"1015",2009-12-31,"Q1",2010-09-30,1,"Unlabeled","Navy","CARTER",0.00643723110825845,0.0256200796087931
"1016",2009-12-31,"Q1",2010-09-30,1,"Unlabeled","Air Force","CARTER",0,-0.006876822172909
"1017",2009-12-31,"Q1",2010-09-30,1,"Unlabeled","MDA","CARTER",0,NA
"1018",2009-12-31,"Q1",2010-09-30,1,"Unlabeled","Additional
DoD
Components","CARTER",0.000365783771929825,6.5707335104558e-05
"1019",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Combination","Army","CARTER",0.00274238612537441,0.602280039311484
"1020",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Combination","Navy","CARTER",0.0046282817821994,0.356424449101885
"1021",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Combination","Air Force","CARTER",0.00232020651476252,0.0680659468665422
"1022",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Combination","DLA","CARTER",0,0.00853324240456087
"1023",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Combination","Additional
DoD
Components","CARTER",-0.219130618057338,0.03607267251336
"1024",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Cost+","Army","CARTER",0.53213947156611,0.706978750463807
"1025",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Cost+","Navy","CARTER",0.975254201850663,1.08223272689651
"1026",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Cost+","Air Force","CARTER",0.328606393281985,0.814107049519377
"1027",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Cost+","DLA","CARTER",0.000991059050064185,0.00808846583107858
"1028",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Cost+","MDA","CARTER",0.0242377118635002,0.0311671073317032
"1029",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Cost+","Additional
DoD
Components","CARTER",0.132506964676936,0.159966660604599
"1030",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Fixed","Army","CARTER",4.72138569139923,9.46641558453909
"1031",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Fixed","Navy","CARTER",1.26118871572529,3.24140104032153
"1032",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Fixed","Air Force","CARTER",0.686662883493795,2.52499608819246
"1033",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Fixed","DLA","CARTER",3.59561273164313,2.67946145396622
"1034",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Fixed","MDA","CARTER",0.0023162053487377,0.00183994147946278
"1035",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Fixed","Military
Health","CARTER",0.0672189192019683,0.0767941271296823
"1036",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Fixed","Additional
DoD
Components","CARTER",0.474753048063757,1.144671510101
"1037",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Time/Mat.","Army","CARTER",0.102377832691485,0.261434184796524
"1038",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Time/Mat.","Navy","CARTER",0.0535698614569961,0.095266939232661
"1039",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Time/Mat.","Air Force","CARTER",0.101294609103552,0.158232445433043
"1040",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Time/Mat.","DLA","CARTER",0.0397345669554985,0.059231199315675
"1041",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Time/Mat.","MDA","CARTER",0.00090928540864356,NA
"1042",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Time/Mat.","Additional
DoD
Components","CARTER",0.0295474070175439,0.0395035682823058
"1043",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Unlabeled","Army","CARTER",0.0063698424368849,-0.00581287233499231
"1044",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Unlabeled","Navy","CARTER",0.00161449763585794,0.024988342680167
"1045",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Unlabeled","Air Force","CARTER",0.000256676444159178,-0.00591064280179178
"1046",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Unlabeled","Additional
DoD
Components","CARTER",0.00346476370346598,0.0013184104848707
"1047",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Combination","Army","CARTER",0.0774452871523321,0.0277655676009129
"1048",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Combination","Navy","CARTER",0.0198746892918271,0.0804203933711311
"1049",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Combination","Air Force","CARTER",0.000105932327770646,0.00091166999001569
"1050",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Combination","Additional
DoD
Components","CARTER",0.00854237813436029,-0.0702506067893311
"1051",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Cost+","Army","CARTER",1.26142741640993,0.689240891064042
"1052",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Cost+","Navy","CARTER",0.531856303027386,0.803054212797746
"1053",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Cost+","Air Force","CARTER",0.620431395421481,0.474467381564684
"1054",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Cost+","DLA","CARTER",0.00168052631578947,0.00322065652189417
"1055",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Cost+","MDA","CARTER",0.0283835419341036,0.0382231440058479
"1056",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Cost+","Additional
DoD
Components","CARTER",0.249117535119812,0.143770337173727
"1057",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Fixed","Army","CARTER",6.6056017228819,4.77114924485095
"1058",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Fixed","Navy","CARTER",2.54512996207745,1.70242138290187
"1059",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Fixed","Air Force","CARTER",2.33176509968977,1.45771338454571
"1060",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Fixed","DLA","CARTER",1.69069826622807,2.35151084050064
"1061",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Fixed","MDA","CARTER",0.00417554062901155,0.00234080426472686
"1062",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Fixed","Military
Health","CARTER",0.000641767073170732,0.0758565188061617
"1063",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Fixed","Additional
DoD
Components","CARTER",0.78343508932392,1.00074482571673
"1064",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Time/Mat.","Army","CARTER",0.275594911178862,0.147800666602482
"1065",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Time/Mat.","Navy","CARTER",0.0527215493581515,0.0478187352588789
"1066",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Time/Mat.","Air Force","CARTER",0.0790114380188276,0.076928268638568
"1067",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Time/Mat.","DLA","CARTER",0.0438667543752674,0.0522566777171588
"1068",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Time/Mat.","MDA","CARTER",0.0010453594351733,0.0006729432320639
"1069",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Time/Mat.","Additional
DoD
Components","CARTER",0.0256508933461703,0.028820123612894
"1070",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Unlabeled","Army","CARTER",0.00955579177364142,0.00723725026387106
"1071",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Unlabeled","Navy","CARTER",0.00235486749037227,0.00346886541149622
"1072",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Unlabeled","Air Force","CARTER",0,8.55588147197262e-05
"1073",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Unlabeled","Additional
DoD
Components","CARTER",-1.20838682071031e-06,0.00127644636285837
"1074",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Combination","Army","YOUNG",0.00698795012836971,0.620197407208843
"1075",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Combination","Navy","YOUNG",0.026946392190843,0.151868899280472
"1076",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Combination","Air Force","YOUNG",0.0216175494009414,0.0865617457662516
"1077",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Combination","Additional
DoD
Components","YOUNG",0.005436925,0.0528030971837338
"1078",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Cost+","Army","YOUNG",0.454993749893025,0.807410721000641
"1079",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Cost+","Navy","YOUNG",0.666843892715019,0.695119809219216
"1080",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Cost+","Air Force","YOUNG",0.504694046747967,0.592382731462716
"1081",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Cost+","DLA","YOUNG",2.83721651690201e-05,0.00040012738911133
"1082",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Cost+","MDA","YOUNG",0.128811748149337,0.139109445114512
"1083",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Cost+","Additional
DoD
Components","YOUNG",0.0217959323277706,0.0359790768400067
"1084",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Fixed","Army","YOUNG",0.700069073994437,1.56335181926321
"1085",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Fixed","Navy","YOUNG",0.357133811029097,0.489954824820914
"1086",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Fixed","Air Force","YOUNG",0.515548682103124,0.561259676692959
"1087",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Fixed","DLA","YOUNG",0.177183267618742,0.0819232814267857
"1088",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Fixed","MDA","YOUNG",0.00177006153187848,0.00492071993330062
"1089",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Fixed","Military
Health","YOUNG",0.228723624433034,0.0773864381833141
"1090",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Fixed","Additional
DoD
Components","YOUNG",0.196214011916988,0.104485600843946
"1091",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Other","Army","YOUNG",0.00094191270860077,0.000402934380813416
