"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Competition.sum","Competition.effective.only","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"976",2009-09-30,"Q4",2009-09-30,0.917808219178082,"No Comp.","Not Effective Comp.","Additional
DoD
Components","CARTER
pre-BBP",0.441079852305694,0.232625299653605
"977",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Unlabeled","Unlabeled","Army","CARTER
pre-BBP",0.0919388289023598,0.105575516847081
"978",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Unlabeled","Unlabeled","Navy","CARTER
pre-BBP",0.0234702435050877,0.0225037519304323
"979",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Unlabeled","Unlabeled","Air Force","CARTER
pre-BBP",0.0880498928014722,0.0432129529479685
"980",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Unlabeled","Unlabeled","DLA","CARTER
pre-BBP",0.00179483051526304,0.00173334165764596
"981",2009-09-30,"Q4",2009-09-30,0.917808219178082,"Unlabeled","Unlabeled","Additional
DoD
Components","CARTER
pre-BBP",0.00268595059536696,0.00640565068196579
"982",2009-09-30,"Q4",2009-09-30,2.75068493150685,"1 Offer","Not Effective Comp.","Army","YOUNG",0.417794868077506,0.333076993790142
"983",2009-09-30,"Q4",2009-09-30,2.75068493150685,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.783173911918164,0.373156987082341
"984",2009-09-30,"Q4",2009-09-30,2.75068493150685,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.122539159222776,0.091422816316663
"985",2009-09-30,"Q4",2009-09-30,2.75068493150685,"1 Offer","Not Effective Comp.","DLA","YOUNG",0.0124542653712925,0.0112667156130476
"986",2009-09-30,"Q4",2009-09-30,2.75068493150685,"1 Offer","Not Effective Comp.","MDA","YOUNG",0.0393069111495995,0.0188065039392319
"987",2009-09-30,"Q4",2009-09-30,2.75068493150685,"1 Offer","Not Effective Comp.","Additional
DoD
Components","YOUNG",0.0219206838060186,0.0422010851158259
"988",2009-09-30,"Q4",2009-09-30,2.75068493150685,"2 Offers","Effective Comp.","Army","YOUNG",0.330225090279281,0.736406293010753
"989",2009-09-30,"Q4",2009-09-30,2.75068493150685,"2 Offers","Effective Comp.","Navy","YOUNG",0.239903647077289,0.200567498055135
"990",2009-09-30,"Q4",2009-09-30,2.75068493150685,"2 Offers","Effective Comp.","Air Force","YOUNG",0.26505538742152,0.208810566110991
"991",2009-09-30,"Q4",2009-09-30,2.75068493150685,"2 Offers","Effective Comp.","DLA","YOUNG",0.0103743979432778,0.00925625049794328
"992",2009-09-30,"Q4",2009-09-30,2.75068493150685,"2 Offers","Effective Comp.","MDA","YOUNG",0.000587688893699935,0.00162519325784067
"993",2009-09-30,"Q4",2009-09-30,2.75068493150685,"2 Offers","Effective Comp.","Military
Health","YOUNG",0.00077008913184672,0.000799057819152775
"994",2009-09-30,"Q4",2009-09-30,2.75068493150685,"2 Offers","Effective Comp.","Additional
DoD
Components","YOUNG",0.0280728865122321,0.0365099171285271
"995",2009-09-30,"Q4",2009-09-30,2.75068493150685,"3+ Offers","Effective Comp.","Army","YOUNG",1.31839795330158,1.05107352796781
"996",2009-09-30,"Q4",2009-09-30,2.75068493150685,"3+ Offers","Effective Comp.","Navy","YOUNG",0.520842679270405,0.460589034690048
"997",2009-09-30,"Q4",2009-09-30,2.75068493150685,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.26983961743884,0.286864959226384
"998",2009-09-30,"Q4",2009-09-30,2.75068493150685,"3+ Offers","Effective Comp.","DLA","YOUNG",0.0653739654362416,0.054863191163311
"999",2009-09-30,"Q4",2009-09-30,2.75068493150685,"3+ Offers","Effective Comp.","MDA","YOUNG",0.10127816520892,0.0424851516345529
"1000",2009-09-30,"Q4",2009-09-30,2.75068493150685,"3+ Offers","Effective Comp.","Military
Health","YOUNG",0.0274586237713791,0.0511551515716563
"1001",2009-09-30,"Q4",2009-09-30,2.75068493150685,"3+ Offers","Effective Comp.","Additional
DoD
Components","YOUNG",0.105115249967525,0.0971797619001227
"1002",2009-09-30,"Q4",2009-09-30,2.75068493150685,"No Comp.","Not Effective Comp.","Army","YOUNG",1.22319772324096,1.08237556183517
"1003",2009-09-30,"Q4",2009-09-30,2.75068493150685,"No Comp.","Not Effective Comp.","Navy","YOUNG",0.700320627062135,1.56090867640904
"1004",2009-09-30,"Q4",2009-09-30,2.75068493150685,"No Comp.","Not Effective Comp.","Air Force","YOUNG",0.608667415263044,0.884218109478964
"1005",2009-09-30,"Q4",2009-09-30,2.75068493150685,"No Comp.","Not Effective Comp.","DLA","YOUNG",0.0224856204589738,0.0117454304034062
"1006",2009-09-30,"Q4",2009-09-30,2.75068493150685,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0489850048495345,0.0489153998484821
"1007",2009-09-30,"Q4",2009-09-30,2.75068493150685,"No Comp.","Not Effective Comp.","Military
Health","YOUNG",0.0873565706862957,0.115434487551418
"1008",2009-09-30,"Q4",2009-09-30,2.75068493150685,"No Comp.","Not Effective Comp.","Additional
DoD
Components","YOUNG",0.0506967849534531,0.0404537320776503
"1009",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Unlabeled","Unlabeled","Army","YOUNG",0.0242213289781338,0.035655378346684
"1010",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Unlabeled","Unlabeled","Navy","YOUNG",0.000661406440788049,0.00310394877318323
"1011",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Unlabeled","Unlabeled","Air Force","YOUNG",0.00349086255683048,0.00437195184744173
"1012",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Unlabeled","Unlabeled","DLA","YOUNG",5.52067547088114e-07,-8.41293882693046e-06
"1013",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Unlabeled","Unlabeled","MDA","YOUNG",0.000108248538644728,0.000700273703047881
"1014",2009-09-30,"Q4",2009-09-30,2.75068493150685,"Unlabeled","Unlabeled","Additional
DoD
Components","YOUNG",0.00243388580861658,5.18196704802391e-05
"1015",2009-09-30,"Q4",2009-09-30,2.83561643835616,"1 Offer","Not Effective Comp.","Army","YOUNG",0.556273378664213,0.428631094190662
"1016",2009-09-30,"Q4",2009-09-30,2.83561643835616,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.227756428155445,0.395439949379375
"1017",2009-09-30,"Q4",2009-09-30,2.83561643835616,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.1569688444252,0.116101151237642
"1018",2009-09-30,"Q4",2009-09-30,2.83561643835616,"1 Offer","Not Effective Comp.","DLA","YOUNG",0.0244690550985062,0.0166881140578769
"1019",2009-09-30,"Q4",2009-09-30,2.83561643835616,"1 Offer","Not Effective Comp.","MDA","YOUNG",0.0177081212924876,0.0139562491098023
"1020",2009-09-30,"Q4",2009-09-30,2.83561643835616,"1 Offer","Not Effective Comp.","Additional
DoD
Components","YOUNG",0.0262874064516129,0.0395928190625677
"1021",2009-09-30,"Q4",2009-09-30,2.83561643835616,"2 Offers","Effective Comp.","Army","YOUNG",0.498375333838493,0.744070458522768
"1022",2009-09-30,"Q4",2009-09-30,2.83561643835616,"2 Offers","Effective Comp.","Navy","YOUNG",0.125519537129249,0.178387020556397
"1023",2009-09-30,"Q4",2009-09-30,2.83561643835616,"2 Offers","Effective Comp.","Air Force","YOUNG",0.171770978772462,0.201961611928989
"1024",2009-09-30,"Q4",2009-09-30,2.83561643835616,"2 Offers","Effective Comp.","DLA","YOUNG",0.00347877300281446,0.00679919123186837
"1025",2009-09-30,"Q4",2009-09-30,2.83561643835616,"2 Offers","Effective Comp.","MDA","YOUNG",0.00107763877462654,0.00100844502899699
"1026",2009-09-30,"Q4",2009-09-30,2.83561643835616,"2 Offers","Effective Comp.","Military
Health","YOUNG",0.000892452846936566,0.000297484282312189
"1027",2009-09-30,"Q4",2009-09-30,2.83561643835616,"2 Offers","Effective Comp.","Additional
DoD
Components","YOUNG",0.028085316886772,0.0439143585227683
"1028",2009-09-30,"Q4",2009-09-30,2.83561643835616,"3+ Offers","Effective Comp.","Army","YOUNG",1.2062437574475,1.11406631281302
"1029",2009-09-30,"Q4",2009-09-30,2.83561643835616,"3+ Offers","Effective Comp.","Navy","YOUNG",0.335285834282312,0.440381980125568
"1030",2009-09-30,"Q4",2009-09-30,2.83561643835616,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.294998022699719,0.274296025149744
"1031",2009-09-30,"Q4",2009-09-30,2.83561643835616,"3+ Offers","Effective Comp.","DLA","YOUNG",-0.0535999074583243,0.0338447358050083
"1032",2009-09-30,"Q4",2009-09-30,2.83561643835616,"3+ Offers","Effective Comp.","MDA","YOUNG",0.0973075865771812,0.0720647618179821
"1033",2009-09-30,"Q4",2009-09-30,2.83561643835616,"3+ Offers","Effective Comp.","Military
Health","YOUNG",-0.0031202299848452,0.0205465729262374
"1034",2009-09-30,"Q4",2009-09-30,2.83561643835616,"3+ Offers","Effective Comp.","Additional
DoD
Components","YOUNG",0.0751298495020567,0.0958448835967381
"1035",2009-09-30,"Q4",2009-09-30,2.83561643835616,"No Comp.","Not Effective Comp.","Army","YOUNG",0.88793293853648,0.900356774088908
"1036",2009-09-30,"Q4",2009-09-30,2.83561643835616,"No Comp.","Not Effective Comp.","Navy","YOUNG",0.409398972320849,1.43616279351591
"1037",2009-09-30,"Q4",2009-09-30,2.83561643835616,"No Comp.","Not Effective Comp.","Air Force","YOUNG",0.537305717731111,0.552493835242116
"1038",2009-09-30,"Q4",2009-09-30,2.83561643835616,"No Comp.","Not Effective Comp.","DLA","YOUNG",0.0104674397705131,0.0142659006855741
"1039",2009-09-30,"Q4",2009-09-30,2.83561643835616,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0452501073284261,0.0456930595185985
"1040",2009-09-30,"Q4",2009-09-30,2.83561643835616,"No Comp.","Not Effective Comp.","Military
Health","YOUNG",1.63875297683481e-05,0.0863179253842823
"1041",2009-09-30,"Q4",2009-09-30,2.83561643835616,"No Comp.","Not Effective Comp.","Additional
DoD
Components","YOUNG",0.0395500408529985,0.0417813861550119
"1042",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Unlabeled","Unlabeled","Army","YOUNG",0.0210243535072527,0.031926439034423
"1043",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Unlabeled","Unlabeled","Navy","YOUNG",0.00261374702316519,0.00317141870895576
"1044",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Unlabeled","Unlabeled","Air Force","YOUNG",0.00503778609006278,0.00315487368838854
"1045",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Unlabeled","Unlabeled","DLA","YOUNG",8.20703615501191e-06,0.00363389764379014
"1046",2009-09-30,"Q4",2009-09-30,2.83561643835616,"Unlabeled","Unlabeled","Additional
DoD
Components","YOUNG",0.00160385143970556,0.0160473450061677
"1047",2009-09-30,"Q4",2009-09-30,2.92054794520548,"1 Offer","Not Effective Comp.","Army","YOUNG",0.834637211571769,0.602901819437829
"1048",2009-09-30,"Q4",2009-09-30,2.92054794520548,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.478581797185538,0.496504045753049
"1049",2009-09-30,"Q4",2009-09-30,2.92054794520548,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.263035947943278,0.180847983863751
"1050",2009-09-30,"Q4",2009-09-30,2.92054794520548,"1 Offer","Not Effective Comp.","DLA","YOUNG",0.0159696504762936,0.0176309903153641
"1051",2009-09-30,"Q4",2009-09-30,2.92054794520548,"1 Offer","Not Effective Comp.","MDA","YOUNG",0.0334704394674172,0.0246895210697609
"1052",2009-09-30,"Q4",2009-09-30,2.92054794520548,"1 Offer","Not Effective Comp.","Additional
DoD
Components","YOUNG",0.0395330338817926,0.029247041379808
"1053",2009-09-30,"Q4",2009-09-30,2.92054794520548,"2 Offers","Effective Comp.","Army","YOUNG",1.13995625670058,0.656185560272786
"1054",2009-09-30,"Q4",2009-09-30,2.92054794520548,"2 Offers","Effective Comp.","Navy","YOUNG",0.30352562515696,0.2229829364545
"1055",2009-09-30,"Q4",2009-09-30,2.92054794520548,"2 Offers","Effective Comp.","Air Force","YOUNG",0.25066143739987,0.22916260119795
"1056",2009-09-30,"Q4",2009-09-30,2.92054794520548,"2 Offers","Effective Comp.","DLA","YOUNG",0.0253030132063217,0.013052061384138
"1057",2009-09-30,"Q4",2009-09-30,2.92054794520548,"2 Offers","Effective Comp.","MDA","YOUNG",0.000637682398787616,0.000322219657934618
"1058",2009-09-30,"Q4",2009-09-30,2.92054794520548,"2 Offers","Effective Comp.","Military
Health","YOUNG",0.00023598479108032,9.19153931222182e-05
"1059",2009-09-30,"Q4",2009-09-30,2.92054794520548,"2 Offers","Effective Comp.","Additional
DoD
Components","YOUNG",0.045837446817493,0.0339985500721657
"1060",2009-09-30,"Q4",2009-09-30,2.92054794520548,"3+ Offers","Effective Comp.","Army","YOUNG",2.45048445168868,1.65837538747925
"1061",2009-09-30,"Q4",2009-09-30,2.92054794520548,"3+ Offers","Effective Comp.","Navy","YOUNG",0.682794554697987,0.512974356083568
"1062",2009-09-30,"Q4",2009-09-30,2.92054794520548,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.49270729520459,0.352514978447716
"1063",2009-09-30,"Q4",2009-09-30,2.92054794520548,"3+ Offers","Effective Comp.","DLA","YOUNG",0.0334167407988742,0.0150635995922638
"1064",2009-09-30,"Q4",2009-09-30,2.92054794520548,"3+ Offers","Effective Comp.","MDA","YOUNG",0.0802653673955402,0.0661056187640318
"1065",2009-09-30,"Q4",2009-09-30,2.92054794520548,"3+ Offers","Effective Comp.","Military
Health","YOUNG",0.00541109493396839,0.00278967993965711
"1066",2009-09-30,"Q4",2009-09-30,2.92054794520548,"3+ Offers","Effective Comp.","Additional
DoD
Components","YOUNG",0.113076627549253,0.0977739090062784
"1067",2009-09-30,"Q4",2009-09-30,2.92054794520548,"No Comp.","Not Effective Comp.","Army","YOUNG",1.49431122131414,1.20181396103053
"1068",2009-09-30,"Q4",2009-09-30,2.92054794520548,"No Comp.","Not Effective Comp.","Navy","YOUNG",0.632343196665945,0.580687598682976
"1069",2009-09-30,"Q4",2009-09-30,2.92054794520548,"No Comp.","Not Effective Comp.","Air Force","YOUNG",0.835634110261962,0.660535747752039
"1070",2009-09-30,"Q4",2009-09-30,2.92054794520548,"No Comp.","Not Effective Comp.","DLA","YOUNG",0.0526289423576532,0.0285273341957134
"1071",2009-09-30,"Q4",2009-09-30,2.92054794520548,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0537937455293354,0.044660431933495
"1072",2009-09-30,"Q4",2009-09-30,2.92054794520548,"No Comp.","Not Effective Comp.","Military
Health","YOUNG",0,0.0898541089992687
"1073",2009-09-30,"Q4",2009-09-30,2.92054794520548,"No Comp.","Not Effective Comp.","Additional
DoD
Components","YOUNG",0.0359641734682832,0.0420703330915783
"1074",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Unlabeled","Unlabeled","Army","YOUNG",0.0796064801039186,0.0416173875297684
"1075",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Unlabeled","Unlabeled","Navy","YOUNG",0.00764059086382334,0.00363858144259219
"1076",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Unlabeled","Unlabeled","Air Force","YOUNG",0.000690430114743451,0.00307302625387891
"1077",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Unlabeled","Unlabeled","DLA","YOUNG",6.65509525871401e-05,2.01189097412846e-05
"1078",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Unlabeled","Unlabeled","MDA","YOUNG",0.000914322364148084,0.000442317981031817
"1079",2009-09-30,"Q4",2009-09-30,2.92054794520548,"Unlabeled","Unlabeled","Additional
DoD
Components","YOUNG",0.00391802127083784,0.0143897427726396
"1080",2009-12-31,"Q1",2010-09-30,1,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.510474553572957,1.72180542225254
"1081",2009-12-31,"Q1",2010-09-30,1,"1 Offer","Not Effective Comp.","Navy","CARTER
pre-BBP",0.311457958023107,0.639930970463212
"1082",2009-12-31,"Q1",2010-09-30,1,"1 Offer","Not Effective Comp.","Air Force","CARTER
pre-BBP",0.135925682884039,0.422678858053069
"1083",2009-12-31,"Q1",2010-09-30,1,"1 Offer","Not Effective Comp.","DLA","CARTER
pre-BBP",0.175525713585794,0.325301836977902
"1084",2009-12-31,"Q1",2010-09-30,1,"1 Offer","Not Effective Comp.","MDA","CARTER
pre-BBP",0.00250020293110826,0.00401188154281512
"1085",2009-12-31,"Q1",2010-09-30,1,"1 Offer","Not Effective Comp.","Military
Health","CARTER
pre-BBP",0,0.000318713157894737
"1086",2009-12-31,"Q1",2010-09-30,1,"1 Offer","Not Effective Comp.","Additional
DoD
Components","CARTER
pre-BBP",0.125691564398802,0.206280329805013
"1087",2009-12-31,"Q1",2010-09-30,1,"2 Offers","Effective Comp.","Army","CARTER
pre-BBP",0.347255037355584,1.41076047483549
"1088",2009-12-31,"Q1",2010-09-30,1,"2 Offers","Effective Comp.","Navy","CARTER
pre-BBP",0.171912910055627,0.460586756404484
"1089",2009-12-31,"Q1",2010-09-30,1,"2 Offers","Effective Comp.","Air Force","CARTER
pre-BBP",0.117225806493368,0.433311523290962
"1090",2009-12-31,"Q1",2010-09-30,1,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.39896222601626,0.37387079425699
"1091",2009-12-31,"Q1",2010-09-30,1,"2 Offers","Effective Comp.","Military
Health","CARTER
pre-BBP",0.0802752471116816,0.0369365435708068
"1092",2009-12-31,"Q1",2010-09-30,1,"2 Offers","Effective Comp.","Additional
DoD
Components","CARTER
pre-BBP",0.116678183108686,0.163304928034858
"1093",2009-12-31,"Q1",2010-09-30,1,"3+ Offers","Effective Comp.","Army","CARTER
pre-BBP",1.71086142015404,5.61308210244581
"1094",2009-12-31,"Q1",2010-09-30,1,"3+ Offers","Effective Comp.","Navy","CARTER
pre-BBP",0.170670605412923,2.25490081122554
"1095",2009-12-31,"Q1",2010-09-30,1,"3+ Offers","Effective Comp.","Air Force","CARTER
pre-BBP",0.709446689420197,1.27182320652247
"1096",2009-12-31,"Q1",2010-09-30,1,"3+ Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.834826783932392,1.86813192817592
"1097",2009-12-31,"Q1",2010-09-30,1,"3+ Offers","Effective Comp.","MDA","CARTER
pre-BBP",0.000395212505348738,0.00655946353242309
"1098",2009-12-31,"Q1",2010-09-30,1,"3+ Offers","Effective Comp.","Military
Health","CARTER
pre-BBP",0.0794336230316645,0.0265655565255722
"1099",2009-12-31,"Q1",2010-09-30,1,"3+ Offers","Effective Comp.","Additional
DoD
Components","CARTER
pre-BBP",1.46949679649123,0.843734698296383
"1100",2009-12-31,"Q1",2010-09-30,1,"No Comp.","Not Effective Comp.","Army","CARTER
pre-BBP",0.764534118324775,2.9871288772925
"1101",2009-12-31,"Q1",2010-09-30,1,"No Comp.","Not Effective Comp.","Navy","CARTER
pre-BBP",1.80787747727856,1.84704098799882
"1102",2009-12-31,"Q1",2010-09-30,1,"No Comp.","Not Effective Comp.","Air Force","CARTER
pre-BBP",0.910567932787762,1.63049850003945
"1103",2009-12-31,"Q1",2010-09-30,1,"No Comp.","Not Effective Comp.","DLA","CARTER
pre-BBP",0.439021633172871,0.509058414265389
"1104",2009-12-31,"Q1",2010-09-30,1,"No Comp.","Not Effective Comp.","MDA","CARTER
pre-BBP",0.0597476144522893,0.0468746460819423
"1105",2009-12-31,"Q1",2010-09-30,1,"No Comp.","Not Effective Comp.","Military
Health","CARTER
pre-BBP",0,7.45513270226458e-05
"1106",2009-12-31,"Q1",2010-09-30,1,"No Comp.","Not Effective Comp.","Additional
DoD
Components","CARTER
pre-BBP",0.113260325492084,0.218278551969974
"1107",2009-12-31,"Q1",2010-09-30,1,"Unlabeled","Unlabeled","Army","CARTER
pre-BBP",0.00181537812366282,0.0699683577255682
"1108",2009-12-31,"Q1",2010-09-30,1,"Unlabeled","Unlabeled","Navy","CARTER
pre-BBP",0.00143888875695336,0.0151380706623633
"1109",2009-12-31,"Q1",2010-09-30,1,"Unlabeled","Unlabeled","Air Force","CARTER
pre-BBP",0.00669804477963201,0.0406692100806178
"1110",2009-12-31,"Q1",2010-09-30,1,"Unlabeled","Unlabeled","DLA","CARTER
pre-BBP",4.42629439452289e-05,0.00123478770210601
"1111",2009-12-31,"Q1",2010-09-30,1,"Unlabeled","Unlabeled","Additional
DoD
Components","CARTER
pre-BBP",7.02557980316645e-05,0.00432398933615561
"1112",2009-12-31,"Q1",2010-09-30,1.08493150684932,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.545633086745828,1.4422299445394
"1113",2009-12-31,"Q1",2010-09-30,1.08493150684932,"1 Offer","Not Effective Comp.","Navy","CARTER
pre-BBP",0.407030203359007,0.649996292016597
"1114",2009-12-31,"Q1",2010-09-30,1.08493150684932,"1 Offer","Not Effective Comp.","Air Force","CARTER
pre-BBP",0.148958164805306,0.382539467574301
"1115",2009-12-31,"Q1",2010-09-30,1.08493150684932,"1 Offer","Not Effective Comp.","DLA","CARTER
pre-BBP",0.200996973288404,0.31298211916879
"1116",2009-12-31,"Q1",2010-09-30,1.08493150684932,"1 Offer","Not Effective Comp.","MDA","CARTER
pre-BBP",0.00283545464270432,0.00850183979694848
"1117",2009-12-31,"Q1",2010-09-30,1.08493150684932,"1 Offer","Not Effective Comp.","Additional
DoD
Components","CARTER
pre-BBP",0.101008670239623,0.202131087424759
"1118",2009-12-31,"Q1",2010-09-30,1.08493150684932,"2 Offers","Effective Comp.","Army","CARTER
pre-BBP",0.337805894052204,1.10480490298568
"1119",2009-12-31,"Q1",2010-09-30,1.08493150684932,"2 Offers","Effective Comp.","Navy","CARTER
pre-BBP",0.118585016238768,0.402161800877088
"1120",2009-12-31,"Q1",2010-09-30,1.08493150684932,"2 Offers","Effective Comp.","Air Force","CARTER
pre-BBP",0.187840034028669,0.402142517195012
"1121",2009-12-31,"Q1",2010-09-30,1.08493150684932,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.425874120014976,0.396492626507778
"1122",2009-12-31,"Q1",2010-09-30,1.08493150684932,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",0.000258701326486949,NA
"1123",2009-12-31,"Q1",2010-09-30,1.08493150684932,"2 Offers","Effective Comp.","Military
Health","CARTER
pre-BBP",-9.12532092426187e-05,2.0591157274406e-05
"1124",2009-12-31,"Q1",2010-09-30,1.08493150684932,"2 Offers","Effective Comp.","Additional
DoD
Components","CARTER
pre-BBP",0.111964913329054,0.172456405253368
"1125",2009-12-31,"Q1",2010-09-30,1.08493150684932,"3+ Offers","Effective Comp.","Army","CARTER
pre-BBP",2.08647199226573,5.14990377818192
"1126",2009-12-31,"Q1",2010-09-30,1.08493150684932,"3+ Offers","Effective Comp.","Navy","CARTER
pre-BBP",0.558699343153616,1.84533854818351
"1127",2009-12-31,"Q1",2010-09-30,1.08493150684932,"3+ Offers","Effective Comp.","Air Force","CARTER
pre-BBP",0.228730715029953,1.17585871993615
"1128",2009-12-31,"Q1",2010-09-30,1.08493150684932,"3+ Offers","Effective Comp.","DLA","CARTER
pre-BBP",2.73016599221224,1.56647647846663
"1129",2009-12-31,"Q1",2010-09-30,1.08493150684932,"3+ Offers","Effective Comp.","MDA","CARTER
pre-BBP",0.0100916975395807,0.00829330792634214
"1130",2009-12-31,"Q1",2010-09-30,1.08493150684932,"3+ Offers","Effective Comp.","Military
Health","CARTER
pre-BBP",0.067310172411211,0.0224773705629262
"1131",2009-12-31,"Q1",2010-09-30,1.08493150684932,"3+ Offers","Effective Comp.","Additional
DoD
Components","CARTER
pre-BBP",0.0502438942019683,0.768605172033043
"1132",2009-12-31,"Q1",2010-09-30,1.08493150684932,"No Comp.","Not Effective Comp.","Army","CARTER
pre-BBP",2.25545374300385,3.25655548934307
"1133",2009-12-31,"Q1",2010-09-30,1.08493150684932,"No Comp.","Not Effective Comp.","Navy","CARTER
pre-BBP",1.19274481982242,1.88811508777581
"1134",2009-12-31,"Q1",2010-09-30,1.08493150684932,"No Comp.","Not Effective Comp.","Air Force","CARTER
pre-BBP",0.552365666998288,1.56695214065178
"1135",2009-12-31,"Q1",2010-09-30,1.08493150684932,"No Comp.","Not Effective Comp.","DLA","CARTER
pre-BBP",0.279160405808729,0.473618912127878
"1136",2009-12-31,"Q1",2010-09-30,1.08493150684932,"No Comp.","Not Effective Comp.","MDA","CARTER
pre-BBP",0.0142715229246898,0.00585770580855467
"1137",2009-12-31,"Q1",2010-09-30,1.08493150684932,"No Comp.","Not Effective Comp.","Military
Health","CARTER
pre-BBP",0,1.37997432605905e-06
"1138",2009-12-31,"Q1",2010-09-30,1.08493150684932,"No Comp.","Not Effective Comp.","Additional
DoD
Components","CARTER
pre-BBP",0.15766617152332,0.237335449773699
"1139",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Unlabeled","Unlabeled","Army","CARTER
pre-BBP",0.139650508151476,0.0778015717258329
"1140",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Unlabeled","Unlabeled","Navy","CARTER
pre-BBP",0.019196175877193,0.0147017693797447
"1141",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Unlabeled","Unlabeled","Air Force","CARTER
pre-BBP",0.00124618797603766,0.00326058985129357
"1142",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Unlabeled","Unlabeled","DLA","CARTER
pre-BBP",0.000140866324347454,4.66811548356389e-05
"1143",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Unlabeled","Unlabeled","MDA","CARTER
pre-BBP",5.82618741976894e-06,1.94206247325631e-06
"1144",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Unlabeled","Unlabeled","Additional
DoD
Components","CARTER
pre-BBP",0.000257916110397946,0.00100470750126552
"1145",2009-12-31,"Q1",2010-09-30,1.16712328767123,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.993105517008986,0.68307105244259
"1146",2009-12-31,"Q1",2010-09-30,1.16712328767123,"1 Offer","Not Effective Comp.","Navy","CARTER
pre-BBP",0.414750674154899,0.377746278512338
"1147",2009-12-31,"Q1",2010-09-30,1.16712328767123,"1 Offer","Not Effective Comp.","Air Force","CARTER
pre-BBP",0.165276013714163,0.150053287134503
"1148",2009-12-31,"Q1",2010-09-30,1.16712328767123,"1 Offer","Not Effective Comp.","DLA","CARTER
pre-BBP",0.239739957156611,0.205420881343603
"1149",2009-12-31,"Q1",2010-09-30,1.16712328767123,"1 Offer","Not Effective Comp.","MDA","CARTER
pre-BBP",0.0121143310440736,0.00701881954473299
"1150",2009-12-31,"Q1",2010-09-30,1.16712328767123,"1 Offer","Not Effective Comp.","Additional
DoD
Components","CARTER
pre-BBP",0.159321156407788,0.128673797015404
"1151",2009-12-31,"Q1",2010-09-30,1.16712328767123,"2 Offers","Effective Comp.","Army","CARTER
pre-BBP",0.424157820303808,0.369739583903865
"1152",2009-12-31,"Q1",2010-09-30,1.16712328767123,"2 Offers","Effective Comp.","Navy","CARTER
pre-BBP",0.245448446919127,0.178648791071174
"1153",2009-12-31,"Q1",2010-09-30,1.16712328767123,"2 Offers","Effective Comp.","Air Force","CARTER
pre-BBP",0.23356113143988,0.179542323987306
"1154",2009-12-31,"Q1",2010-09-30,1.16712328767123,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.270357312355584,0.365064552795607
"1155",2009-12-31,"Q1",2010-09-30,1.16712328767123,"2 Offers","Effective Comp.","Military
Health","CARTER
pre-BBP",0.000582689388104408,0.000329161585022318
"1156",2009-12-31,"Q1",2010-09-30,1.16712328767123,"2 Offers","Effective Comp.","Additional
DoD
Components","CARTER
pre-BBP",0.144513228540864,0.124385441659535
