"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Competition.sum","Competition.effective.only","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"47",2007-09-30,"Q4",2007-09-30,0.832876712328767,"3+ Offers","Effective Comp.","DLA","YOUNG",2.27219446043327,NA
"48",2007-09-30,"Q4",2007-09-30,0.832876712328767,"3+ Offers","Effective Comp.","MDA","YOUNG",0.00190979795712201,NA
"49",2007-09-30,"Q4",2007-09-30,0.832876712328767,"3+ Offers","Effective Comp.","Military
Health","YOUNG",6.63531260523066e-05,0.0873428958172213
"50",2007-09-30,"Q4",2007-09-30,0.832876712328767,"3+ Offers","Effective Comp.","Additional
DoD
Components","YOUNG",0.262940393287687,NA
"51",2007-09-30,"Q4",2007-09-30,0.832876712328767,"No Comp.","Not Effective Comp.","Army","YOUNG",1.57101311119093,NA
"52",2007-09-30,"Q4",2007-09-30,0.832876712328767,"No Comp.","Not Effective Comp.","Navy","YOUNG",1.17970716414861,NA
"53",2007-09-30,"Q4",2007-09-30,0.832876712328767,"No Comp.","Not Effective Comp.","Air Force","YOUNG",0.91992398310697,NA
"54",2007-09-30,"Q4",2007-09-30,0.832876712328767,"No Comp.","Not Effective Comp.","DLA","YOUNG",0.193001904377596,NA
"55",2007-09-30,"Q4",2007-09-30,0.832876712328767,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.00668481760017959,NA
"56",2007-09-30,"Q4",2007-09-30,0.832876712328767,"No Comp.","Not Effective Comp.","Military
Health","YOUNG",6.04763722078797e-06,NA
"57",2007-09-30,"Q4",2007-09-30,0.832876712328767,"No Comp.","Not Effective Comp.","Additional
DoD
Components","YOUNG",0.201821995397912,NA
"58",2007-09-30,"Q4",2007-09-30,0.832876712328767,"Unlabeled","Unlabeled","Army","YOUNG",0.00900826004040857,NA
"59",2007-09-30,"Q4",2007-09-30,0.832876712328767,"Unlabeled","Unlabeled","Navy","YOUNG",0.0191552579638568,NA
"60",2007-09-30,"Q4",2007-09-30,0.832876712328767,"Unlabeled","Unlabeled","Air Force","YOUNG",0.00613691197665282,NA
"61",2007-09-30,"Q4",2007-09-30,0.832876712328767,"Unlabeled","Unlabeled","DLA","YOUNG",0.00244662625434953,NA
"62",2007-09-30,"Q4",2007-09-30,0.832876712328767,"Unlabeled","Unlabeled","MDA","YOUNG",1.59613873610955e-05,0.000545677321802764
"63",2007-09-30,"Q4",2007-09-30,0.832876712328767,"Unlabeled","Unlabeled","Additional
DoD
Components","YOUNG",0.00087956510270513,NA
"64",2007-09-30,"Q4",2007-09-30,0.917808219178082,"1 Offer","Not Effective Comp.","Army","YOUNG",3.10089630474801,1.60733416734763
"65",2007-09-30,"Q4",2007-09-30,0.917808219178082,"1 Offer","Not Effective Comp.","Navy","YOUNG",1.31764324980357,0.628277329550642
"66",2007-09-30,"Q4",2007-09-30,0.917808219178082,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.858209934201369,0.445275644337187
"67",2007-09-30,"Q4",2007-09-30,0.917808219178082,"1 Offer","Not Effective Comp.","DLA","YOUNG",0.202860449006623,0.116089290814532
"68",2007-09-30,"Q4",2007-09-30,0.917808219178082,"1 Offer","Not Effective Comp.","MDA","YOUNG",0.00615156695476484,0.0126760836302037
"69",2007-09-30,"Q4",2007-09-30,0.917808219178082,"1 Offer","Not Effective Comp.","Military
Health","YOUNG",0.000163506442922887,NA
"70",2007-09-30,"Q4",2007-09-30,0.917808219178082,"1 Offer","Not Effective Comp.","Additional
DoD
Components","YOUNG",0.273252282534516,0.163717077113032
"71",2007-09-30,"Q4",2007-09-30,0.917808219178082,"2 Offers","Effective Comp.","Army","YOUNG",2.49063776203839,1.2431551097916
"72",2007-09-30,"Q4",2007-09-30,0.917808219178082,"2 Offers","Effective Comp.","Navy","YOUNG",1.02953988134471,0.524963709675609
"73",2007-09-30,"Q4",2007-09-30,0.917808219178082,"2 Offers","Effective Comp.","Air Force","YOUNG",1.07138820847458,0.484208114494706
"74",2007-09-30,"Q4",2007-09-30,0.917808219178082,"2 Offers","Effective Comp.","DLA","YOUNG",0.623014097710181,0.437068827634976
"75",2007-09-30,"Q4",2007-09-30,0.917808219178082,"2 Offers","Effective Comp.","MDA","YOUNG",6.66730272757885e-05,0.000271154864904876
"76",2007-09-30,"Q4",2007-09-30,0.917808219178082,"2 Offers","Effective Comp.","Additional
DoD
Components","YOUNG",0.11235115772814,0.0715354458375426
"77",2007-09-30,"Q4",2007-09-30,0.917808219178082,"3+ Offers","Effective Comp.","Army","YOUNG",6.29262166630374,3.2167942915142
"78",2007-09-30,"Q4",2007-09-30,0.917808219178082,"3+ Offers","Effective Comp.","Navy","YOUNG",3.50495927596812,1.88304232539679
"79",2007-09-30,"Q4",2007-09-30,0.917808219178082,"3+ Offers","Effective Comp.","Air Force","YOUNG",2.58946626721293,1.20175711473791
"80",2007-09-30,"Q4",2007-09-30,0.917808219178082,"3+ Offers","Effective Comp.","DLA","YOUNG",1.93050378843866,1.50456474631646
"81",2007-09-30,"Q4",2007-09-30,0.917808219178082,"3+ Offers","Effective Comp.","MDA","YOUNG",0.00892461912672578,NA
"82",2007-09-30,"Q4",2007-09-30,0.917808219178082,"3+ Offers","Effective Comp.","Military
Health","YOUNG",0.000810028734987092,NA
"83",2007-09-30,"Q4",2007-09-30,0.917808219178082,"3+ Offers","Effective Comp.","Additional
DoD
Components","YOUNG",0.388217185969245,0.230961709496015
"84",2007-09-30,"Q4",2007-09-30,0.917808219178082,"No Comp.","Not Effective Comp.","Army","YOUNG",4.06189457601302,2.25170753784188
"85",2007-09-30,"Q4",2007-09-30,0.917808219178082,"No Comp.","Not Effective Comp.","Navy","YOUNG",2.42154428182737,1.38554556626258
"86",2007-09-30,"Q4",2007-09-30,0.917808219178082,"No Comp.","Not Effective Comp.","Air Force","YOUNG",2.29234972734314,1.37550524300894
"87",2007-09-30,"Q4",2007-09-30,0.917808219178082,"No Comp.","Not Effective Comp.","DLA","YOUNG",0.217914656134246,0.159470920084559
"88",2007-09-30,"Q4",2007-09-30,0.917808219178082,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0044353137276911,0.0301981885780662
"89",2007-09-30,"Q4",2007-09-30,0.917808219178082,"No Comp.","Not Effective Comp.","Military
Health","YOUNG",7.20575148726007e-05,NA
"90",2007-09-30,"Q4",2007-09-30,0.917808219178082,"No Comp.","Not Effective Comp.","Additional
DoD
Components","YOUNG",0.277036263890448,0.174734214146743
"91",2007-09-30,"Q4",2007-09-30,0.917808219178082,"Unlabeled","Unlabeled","Army","YOUNG",0.0470010243461668,0.0199534538406854
"92",2007-09-30,"Q4",2007-09-30,0.917808219178082,"Unlabeled","Unlabeled","Navy","YOUNG",0.042675247715793,0.0253799066337412
"93",2007-09-30,"Q4",2007-09-30,0.917808219178082,"Unlabeled","Unlabeled","Air Force","YOUNG",0.019625900112246,0.00919099891495491
"94",2007-09-30,"Q4",2007-09-30,0.917808219178082,"Unlabeled","Unlabeled","DLA","YOUNG",0.0125899791222359,NA
"95",2007-09-30,"Q4",2007-09-30,0.917808219178082,"Unlabeled","Unlabeled","Additional
DoD
Components","YOUNG",0.00112811305421484,0.0220240595864013
"96",2007-12-31,"Q1",2008-09-30,1,"1 Offer","Not Effective Comp.","Army","YOUNG",0.875900176984816,1.76884574960369
"97",2007-12-31,"Q1",2008-09-30,1,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.317744792386117,0.686705583015973
"98",2007-12-31,"Q1",2008-09-30,1,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.327785900726681,0.528932563163617
"99",2007-12-31,"Q1",2008-09-30,1,"1 Offer","Not Effective Comp.","DLA","YOUNG",0.154857174110629,0.148346254220511
"100",2007-12-31,"Q1",2008-09-30,1,"1 Offer","Not Effective Comp.","MDA","YOUNG",0.00470281561822126,0.0134933988673322
"101",2007-12-31,"Q1",2008-09-30,1,"1 Offer","Not Effective Comp.","Additional
DoD
Components","YOUNG",0.134697235629067,0.197853367359575
"102",2007-12-31,"Q1",2008-09-30,1,"2 Offers","Effective Comp.","Army","YOUNG",0.282248545770065,1.2227280926653
"103",2007-12-31,"Q1",2008-09-30,1,"2 Offers","Effective Comp.","Navy","YOUNG",0.421389045292842,0.629143260306579
"104",2007-12-31,"Q1",2008-09-30,1,"2 Offers","Effective Comp.","Air Force","YOUNG",0.118701290997831,0.499295705548684
"105",2007-12-31,"Q1",2008-09-30,1,"2 Offers","Effective Comp.","DLA","YOUNG",0.7771835264859,0.634010807567736
"106",2007-12-31,"Q1",2008-09-30,1,"2 Offers","Effective Comp.","MDA","YOUNG",0.000813299349240781,0.00215980983369487
"107",2007-12-31,"Q1",2008-09-30,1,"2 Offers","Effective Comp.","Military
Health","YOUNG",0.00893503362255965,0.00299190447446078
"108",2007-12-31,"Q1",2008-09-30,1,"2 Offers","Effective Comp.","Additional
DoD
Components","YOUNG",0.0982788286442516,0.091248614187587
"109",2007-12-31,"Q1",2008-09-30,1,"3+ Offers","Effective Comp.","Army","YOUNG",1.00942672376356,3.24223294935494
"110",2007-12-31,"Q1",2008-09-30,1,"3+ Offers","Effective Comp.","Navy","YOUNG",2.46396943173536,2.48657510310586
"111",2007-12-31,"Q1",2008-09-30,1,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.562954495173536,1.31073422493737
"112",2007-12-31,"Q1",2008-09-30,1,"3+ Offers","Effective Comp.","DLA","YOUNG",1.28987903665944,1.83085909517712
"113",2007-12-31,"Q1",2008-09-30,1,"3+ Offers","Effective Comp.","MDA","YOUNG",0.00157772234273319,0.0671519891896576
"114",2007-12-31,"Q1",2008-09-30,1,"3+ Offers","Effective Comp.","Military
Health","YOUNG",0.0507942231670282,0.0287452206710595
"115",2007-12-31,"Q1",2008-09-30,1,"3+ Offers","Effective Comp.","Additional
DoD
Components","YOUNG",0.884212687646421,0.511790088967784
"116",2007-12-31,"Q1",2008-09-30,1,"No Comp.","Not Effective Comp.","Army","YOUNG",0.963984279067245,2.19896398875707
"117",2007-12-31,"Q1",2008-09-30,1,"No Comp.","Not Effective Comp.","Navy","YOUNG",1.4244440005423,1.67523181550609
"118",2007-12-31,"Q1",2008-09-30,1,"No Comp.","Not Effective Comp.","Air Force","YOUNG",0.857139385412148,1.35647103195408
"119",2007-12-31,"Q1",2008-09-30,1,"No Comp.","Not Effective Comp.","DLA","YOUNG",1.23575356995662,0.548890043489486
"120",2007-12-31,"Q1",2008-09-30,1,"No Comp.","Not Effective Comp.","MDA","YOUNG",8.38286334056399e-06,NA
"121",2007-12-31,"Q1",2008-09-30,1,"No Comp.","Not Effective Comp.","Additional
DoD
Components","YOUNG",0.137143048752711,0.205333769347024
"122",2007-12-31,"Q1",2008-09-30,1,"Unlabeled","Unlabeled","Army","YOUNG",0.0162071398264642,0.0240721414043465
"123",2007-12-31,"Q1",2008-09-30,1,"Unlabeled","Unlabeled","Navy","YOUNG",0.0107402386225597,0.0241902481007365
"124",2007-12-31,"Q1",2008-09-30,1,"Unlabeled","Unlabeled","Air Force","YOUNG",0.00248153804772234,0.00941478337887374
"125",2007-12-31,"Q1",2008-09-30,1,"Unlabeled","Unlabeled","DLA","YOUNG",0.00568755904555315,0.00690805480737954
"126",2007-12-31,"Q1",2008-09-30,1,"Unlabeled","Unlabeled","MDA","YOUNG",5.00184381778742e-05,NA
"127",2007-12-31,"Q1",2008-09-30,1,"Unlabeled","Unlabeled","Additional
DoD
Components","YOUNG",0.0186485412472885,0.00653377352759731
"128",2007-12-31,"Q1",2008-09-30,1.08493150684932,"1 Offer","Not Effective Comp.","Army","YOUNG",1.18892556773319,1.721907349822
"129",2007-12-31,"Q1",2008-09-30,1.08493150684932,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.193916083449024,0.60976804187957
"130",2007-12-31,"Q1",2008-09-30,1.08493150684932,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.0935463639479393,0.426514066291997
"131",2007-12-31,"Q1",2008-09-30,1.08493150684932,"1 Offer","Not Effective Comp.","DLA","YOUNG",0.162501003286334,0.173406208801195
"132",2007-12-31,"Q1",2008-09-30,1.08493150684932,"1 Offer","Not Effective Comp.","MDA","YOUNG",0.00170898590021692,0.00927067350686912
"133",2007-12-31,"Q1",2008-09-30,1.08493150684932,"1 Offer","Not Effective Comp.","Additional
DoD
Components","YOUNG",0.136561976941432,0.181503831701672
"134",2007-12-31,"Q1",2008-09-30,1.08493150684932,"2 Offers","Effective Comp.","Army","YOUNG",0.552873345206074,1.10858655100484
"135",2007-12-31,"Q1",2008-09-30,1.08493150684932,"2 Offers","Effective Comp.","Navy","YOUNG",0.232686383264642,0.56120510330073
"136",2007-12-31,"Q1",2008-09-30,1.08493150684932,"2 Offers","Effective Comp.","Air Force","YOUNG",0.304251902809111,0.498113800760506
"137",2007-12-31,"Q1",2008-09-30,1.08493150684932,"2 Offers","Effective Comp.","DLA","YOUNG",0.514842193427332,0.638346605874471
"138",2007-12-31,"Q1",2008-09-30,1.08493150684932,"2 Offers","Effective Comp.","MDA","YOUNG",0.00114113340563991,0.000638109108294553
"139",2007-12-31,"Q1",2008-09-30,1.08493150684932,"2 Offers","Effective Comp.","Additional
DoD
Components","YOUNG",0.0853142880477223,0.0986480914733713
"140",2007-12-31,"Q1",2008-09-30,1.08493150684932,"3+ Offers","Effective Comp.","Army","YOUNG",1.16558949310195,2.82254596105642
"141",2007-12-31,"Q1",2008-09-30,1.08493150684932,"3+ Offers","Effective Comp.","Navy","YOUNG",0.448244265466377,2.13905765772329
"142",2007-12-31,"Q1",2008-09-30,1.08493150684932,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.394190964934924,1.18220390910713
"143",2007-12-31,"Q1",2008-09-30,1.08493150684932,"3+ Offers","Effective Comp.","DLA","YOUNG",0.861772153015184,1.36071832603776
"144",2007-12-31,"Q1",2008-09-30,1.08493150684932,"3+ Offers","Effective Comp.","MDA","YOUNG",0.0043515021691974,0.0129580111251946
"145",2007-12-31,"Q1",2008-09-30,1.08493150684932,"3+ Offers","Effective Comp.","Military
Health","YOUNG",0.0506763912147505,0.0191823623729783
"146",2007-12-31,"Q1",2008-09-30,1.08493150684932,"3+ Offers","Effective Comp.","Additional
DoD
Components","YOUNG",0.425945790629067,0.566125221414911
"147",2007-12-31,"Q1",2008-09-30,1.08493150684932,"No Comp.","Not Effective Comp.","Army","YOUNG",1.67572143036876,2.23386676181634
"148",2007-12-31,"Q1",2008-09-30,1.08493150684932,"No Comp.","Not Effective Comp.","Navy","YOUNG",0.958465710694143,1.6014846643546
"149",2007-12-31,"Q1",2008-09-30,1.08493150684932,"No Comp.","Not Effective Comp.","Air Force","YOUNG",0.610631595802603,1.2533735695193
"150",2007-12-31,"Q1",2008-09-30,1.08493150684932,"No Comp.","Not Effective Comp.","DLA","YOUNG",0.230566922809111,0.561411716299991
"151",2007-12-31,"Q1",2008-09-30,1.08493150684932,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.00545221800433839,0.0355200591467589
"152",2007-12-31,"Q1",2008-09-30,1.08493150684932,"No Comp.","Not Effective Comp.","Additional
DoD
Components","YOUNG",0.0846320606616052,0.166270457768255
"153",2007-12-31,"Q1",2008-09-30,1.08493150684932,"Unlabeled","Unlabeled","Army","YOUNG",0.0442540987527115,0.0358207543084475
"154",2007-12-31,"Q1",2008-09-30,1.08493150684932,"Unlabeled","Unlabeled","Navy","YOUNG",0.0283985072017354,0.0272713311800293
"155",2007-12-31,"Q1",2008-09-30,1.08493150684932,"Unlabeled","Unlabeled","Air Force","YOUNG",0.0239693431453362,0.0153589271017682
"156",2007-12-31,"Q1",2008-09-30,1.08493150684932,"Unlabeled","Unlabeled","DLA","YOUNG",0.00817713242950108,0.00881822353243006
"157",2007-12-31,"Q1",2008-09-30,1.08493150684932,"Unlabeled","Unlabeled","MDA","YOUNG",5.13026030368764e-05,0.00134126569051218
"158",2007-12-31,"Q1",2008-09-30,1.08493150684932,"Unlabeled","Unlabeled","Additional
DoD
Components","YOUNG",0.027013770867679,0.0155139590725575
"159",2007-12-31,"Q1",2008-09-30,1.16712328767123,"1 Offer","Not Effective Comp.","Army","YOUNG",0.817085731182213,0.960637158633406
"160",2007-12-31,"Q1",2008-09-30,1.16712328767123,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.361161505336226,0.290940793723789
"161",2007-12-31,"Q1",2008-09-30,1.16712328767123,"1 Offer","Not Effective Comp.","Air Force","YOUNG",0.238883771008677,0.220072011894432
"162",2007-12-31,"Q1",2008-09-30,1.16712328767123,"1 Offer","Not Effective Comp.","DLA","YOUNG",0.135303712592191,0.150887296663051
"163",2007-12-31,"Q1",2008-09-30,1.16712328767123,"1 Offer","Not Effective Comp.","MDA","YOUNG",0.0252599696312364,0.0120381174014075
"164",2007-12-31,"Q1",2008-09-30,1.16712328767123,"1 Offer","Not Effective Comp.","Military
Health","YOUNG",0.000360631236442516,0.00154665108473424
"165",2007-12-31,"Q1",2008-09-30,1.16712328767123,"1 Offer","Not Effective Comp.","Additional
DoD
Components","YOUNG",0.221183318524946,0.164147510365148
"166",2007-12-31,"Q1",2008-09-30,1.16712328767123,"2 Offers","Effective Comp.","Army","YOUNG",0.991225626106291,0.608782505694143
"167",2007-12-31,"Q1",2008-09-30,1.16712328767123,"2 Offers","Effective Comp.","Navy","YOUNG",0.279122471887202,0.311065966814895
"168",2007-12-31,"Q1",2008-09-30,1.16712328767123,"2 Offers","Effective Comp.","Air Force","YOUNG",0.350827473546638,0.25792688911786
"169",2007-12-31,"Q1",2008-09-30,1.16712328767123,"2 Offers","Effective Comp.","DLA","YOUNG",0.483728901203904,0.591918207039045
"170",2007-12-31,"Q1",2008-09-30,1.16712328767123,"2 Offers","Effective Comp.","MDA","YOUNG",0.00180911822125813,NA
"171",2007-12-31,"Q1",2008-09-30,1.16712328767123,"2 Offers","Effective Comp.","Military
Health","YOUNG",0,5.12634589016382e-05
"172",2007-12-31,"Q1",2008-09-30,1.16712328767123,"2 Offers","Effective Comp.","Additional
DoD
Components","YOUNG",0.0833278309652928,0.0889736492190889
"173",2007-12-31,"Q1",2008-09-30,1.16712328767123,"3+ Offers","Effective Comp.","Army","YOUNG",1.6381079795987,1.2710413988214
"174",2007-12-31,"Q1",2008-09-30,1.16712328767123,"3+ Offers","Effective Comp.","Navy","YOUNG",1.80438258383948,1.57219876034707
"175",2007-12-31,"Q1",2008-09-30,1.16712328767123,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.718180710422993,0.558442056843818
"176",2007-12-31,"Q1",2008-09-30,1.16712328767123,"3+ Offers","Effective Comp.","DLA","YOUNG",2.49130992632321,1.54765370533261
"177",2007-12-31,"Q1",2008-09-30,1.16712328767123,"3+ Offers","Effective Comp.","MDA","YOUNG",0.0103142603036876,0.00704955912917848
"178",2007-12-31,"Q1",2008-09-30,1.16712328767123,"3+ Offers","Effective Comp.","Additional
DoD
Components","YOUNG",0.385632306898048,0.565263595057845
"179",2007-12-31,"Q1",2008-09-30,1.16712328767123,"No Comp.","Not Effective Comp.","Army","YOUNG",6.52528962086768,3.05499844343456
"180",2007-12-31,"Q1",2008-09-30,1.16712328767123,"No Comp.","Not Effective Comp.","Navy","YOUNG",1.32936828342733,1.23742599822126
"181",2007-12-31,"Q1",2008-09-30,1.16712328767123,"No Comp.","Not Effective Comp.","Air Force","YOUNG",1.37847114100868,0.948747374074476
"182",2007-12-31,"Q1",2008-09-30,1.16712328767123,"No Comp.","Not Effective Comp.","DLA","YOUNG",0.1939708835141,0.553430458759942
"183",2007-12-31,"Q1",2008-09-30,1.16712328767123,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.102071168112798,0.0420719929501085
"184",2007-12-31,"Q1",2008-09-30,1.16712328767123,"No Comp.","Not Effective Comp.","Military
Health","YOUNG",5.36876355748373e-06,0.0633271730743164
"185",2007-12-31,"Q1",2008-09-30,1.16712328767123,"No Comp.","Not Effective Comp.","Additional
DoD
Components","YOUNG",0.168479578112798,0.130084895842372
"186",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Unlabeled","Unlabeled","Army","YOUNG",0.0514381161279826,0.0372997849023861
"187",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Unlabeled","Unlabeled","Navy","YOUNG",0.0307291667136659,0.0232893041793203
"188",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Unlabeled","Unlabeled","Air Force","YOUNG",0.00010411399132321,0.00885166506146059
"189",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Unlabeled","Unlabeled","DLA","YOUNG",0.00352547502169197,0.00579672216558207
"190",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Unlabeled","Unlabeled","MDA","YOUNG",-2.5614967462039e-05,NA
"191",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Unlabeled","Unlabeled","Additional
DoD
Components","YOUNG",0.00180955206073753,0.0111161388694618
"192",2008-03-31,"Q2",2008-09-30,1.25205479452055,"1 Offer","Not Effective Comp.","Army","YOUNG",1.83075697534707,1.27892275808749
"193",2008-03-31,"Q2",2008-09-30,1.25205479452055,"1 Offer","Not Effective Comp.","Navy","YOUNG",0.561883636279827,0.372320408355025
