"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Competition.sum","Competition.effective.only","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"3427",2014-08-01,2014-09-30,"Q4",2014-09-30,2.83561643835616,"No Comp.","Not Effective Comp.","DLA","KENDALL",0.498797734863,0.4659939341296
"3428",2014-09-01,2014-09-30,"Q4",2014-09-30,2.92054794520548,"No Comp.","Not Effective Comp.","DLA","KENDALL",0.8638313209137,0.607104931090467
"3429",2007-08-01,2007-09-30,"Q4",2007-09-30,0.832876712328767,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.00668481760017959,NA
"3430",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"No Comp.","Not Effective Comp.","MDA","YOUNG",8.38286334056399e-06,NA
"3431",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0113610748373102,0.00601809176694345
"3432",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0429661678741865,0.0181118751916124
"3433",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.043193084132321,0.0325067756146059
"3434",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0044353137276911,0.0301981885780662
"3435",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.101838294998918,0.0498222309529765
"3436",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0824153667027495,0.0628963251431194
"3437",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0186925927331887,0.0676487514782853
"3438",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.00545221800433839,0.0355200591467589
"3439",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.102071168112798,0.0420719929501085
"3440",2007-07-01,2007-09-30,"Q4",2007-09-30,0.747945205479452,"No Comp.","Not Effective Comp.","MDA","YOUNG",1.59490402963296e-05,0.0358464450524777
"3441",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0302067403442304,0.0440979524991083
"3442",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0550639056399132,0.0284288650081466
"3443",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0569233305044382,0.0473979921628606
"3444",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0201203392624729,0.0440358584689414
"3445",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0603499528199566,0.0457978741956226
"3446",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0198375974511931,0.0334359631778742
"3447",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0537937455293354,0.044660431933495
"3448",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0564930052845528,0.0433747827550271
"3449",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0149422310195228,0.0417429939444703
"3450",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.204791614548604,0.0920756169508931
"3451",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0727355731386393,0.0974898062355885
"3452",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0638666265750162,0.11379793808742
"3453",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0368325794436025,0.0578115930524193
"3454",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0402797153063434,0.0469929737749874
"3455",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0359265645378691,0.037679619762605
"3456",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0618346301580429,0.0460136366674184
"3457",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0489850048495345,0.0489153998484821
"3458",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0428440663778348,0.0512212337951374
"3459",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0452501073284261,0.0456930595185985
"3460",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0172213322100984,0.0351051686387864
"3461",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.000918179290809904,0.0211298729431115
"3462",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0110227190621066,0.00972074352100497
"3463",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0345366098844673,0.0154925027457946
"3464",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0337794508237056,0.0264462599234265
"3465",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.209186536093282,0.092500865600485
"3466",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0177226655371381,0.0868962174847086
"3467",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.17119577195122,0.132701657860547
"3468",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.00992252284934956,0.066280320112569
"3469",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0326366007274283,0.0712516318426658
"3470",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0724692668699187,0.0383427968155655
"3471",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0176155168485237,0.0409071281486236
"3472",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.00398360579101972,0.0313561298364874
"3473",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0385532192929081,0.0200507806441505
"3474",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.00199502561896769,0.0148439502342985
"3475",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.00718537349979018,0.015911206137222
"3476",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.0455183409357952,0.0182329133515177
"3477",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.00333550752203105,0.0186797406525388
"3478",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"No Comp.","Not Effective Comp.","MDA","YOUNG",0.00687893389634914,0.0185775941180585
"3479",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"No Comp.","Not Effective Comp.","MDA","YOUNG",-0.0125030123268989,-0.000762856969506224
"3480",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"No Comp.","Not Effective Comp.","MDA","CARTER",0.00248480298765967,NA
"3481",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"No Comp.","Not Effective Comp.","MDA","CARTER",0.00081679151331457,NA
"3482",2009-11-01,2009-12-31,"Q1",2010-09-30,1.08493150684932,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0142715229246898,0.00585770580855467
"3483",2009-12-01,2009-12-31,"Q1",2010-09-30,1.16712328767123,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0166423573384681,0.0105768905921575
"3484",2010-01-01,2010-03-31,"Q2",2010-09-30,1.25205479452055,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0894870137997433,0.0401336313543004
"3485",2010-02-01,2010-03-31,"Q2",2010-09-30,1.33698630136986,"No Comp.","Not Effective Comp.","MDA","CARTER",0.100109313789046,0.0687462283090857
"3486",2010-03-01,2010-03-31,"Q2",2010-09-30,1.41369863013699,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0490664760055627,0.0795542678647839
"3487",2010-04-01,2010-06-30,"Q3",2010-09-30,1.4986301369863,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0622303497218656,0.070468713172158
"3488",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"No Comp.","Not Effective Comp.","MDA","CARTER",0.00041896249188136,0.0372385960731032
"3489",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"No Comp.","Not Effective Comp.","MDA","CARTER",0.078029418699187,0.0468929103043113
"3490",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"No Comp.","Not Effective Comp.","MDA","CARTER",0.028965090661104,0.0358044906173908
"3491",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"No Comp.","Not Effective Comp.","MDA","CARTER",0.024104351283697,0.0436996202146627
"3492",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"No Comp.","Not Effective Comp.","MDA","CARTER",0.000515741470015155,0.0178617278049387
"3493",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0442705008985879,0.0229635312174334
"3494",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"No Comp.","Not Effective Comp.","MDA","CARTER",0.072490886296534,0.0390923762217124
"3495",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0358625450272765,0.0508746440741328
"3496",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0543940976919849,0.0542491763385985
"3497",2009-10-01,2009-12-31,"Q1",2010-09-30,1,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0597476144522893,0.0500014190571836
"3498",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"No Comp.","Not Effective Comp.","MDA","CARTER",0.123311303598405,0.0791510052475598
"3499",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"No Comp.","Not Effective Comp.","MDA","CARTER",0.00218705445983979,0.0617486575035115
"3500",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"No Comp.","Not Effective Comp.","MDA","CARTER",0.14919219463911,0.0915635175657852
"3501",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"No Comp.","Not Effective Comp.","MDA","CARTER",0.147857196527486,0.0997454818754788
"3502",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0864305968527067,0.127826662673101
"3503",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"No Comp.","Not Effective Comp.","MDA","CARTER",0.185340120226605,0.139875971202266
"3504",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0962674166491817,0.122679377909498
"3505",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"No Comp.","Not Effective Comp.","MDA","CARTER",0.204819179857323,0.162142238911036
"3506",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"No Comp.","Not Effective Comp.","MDA","CARTER",0.121682992666807,0.140923196391104
"3507",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"No Comp.","Not Effective Comp.","MDA","CARTER",0.10342335096517,0.143308507829766
"3508",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0592359634494335,0.0947807690271367
"3509",2011-10-01,2011-12-31,"Q1",2011-11-02,3,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0403552359386263,0.0676715167844099
"3510",2011-11-01,2011-12-31,"Q1",2011-11-02,3.08493150684932,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0993883385439193,0.066326512643993
"3511",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"No Comp.","Not Effective Comp.","MDA","CARTER",0.082259215652353,0.0740009300449662
"3512",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"No Comp.","Not Effective Comp.","MDA","CARTER",0.197704630038101,0.126450728078124
"3513",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"No Comp.","Not Effective Comp.","MDA","CARTER",0.332960320780558,0.204308055490337
"3514",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"No Comp.","Not Effective Comp.","MDA","CARTER",0.161291641313974,0.230652197377544
"3515",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"No Comp.","Not Effective Comp.","MDA","CARTER",0.076595419235918,0.190282460443483
"3516",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"No Comp.","Not Effective Comp.","MDA","CARTER",0.023687965420657,0.0871916753235163
"3517",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"No Comp.","Not Effective Comp.","MDA","CARTER",0.119832554556688,0.0733719797377544
"3518",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"No Comp.","Not Effective Comp.","MDA","CARTER",0.120431923591803,0.0879841478563828
"3519",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0338782934816188,0.0913809238767034
"3520",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"No Comp.","Not Effective Comp.","MDA","CARTER",0.016452802965709,0.0569210066797103
"3521",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"No Comp.","Not Effective Comp.","MDA","CARTER",0.259481272548086,0.103270789665138
"3522",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0461311664720219,0.107355080661939
"3523",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0625756079421144,0.122729348987407
"3524",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0162921920381842,0.0416663221507735
"3525",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0178937620595105,0.0322538540132697
"3526",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0220159615872855,0.0187339718949934
"3527",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"No Comp.","Not Effective Comp.","MDA","CARTER",0.077756914574185,0.039222212740327
"3528",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"No Comp.","Not Effective Comp.","MDA","CARTER",0.16183639412552,0.0872030900956637
"3529",2013-06-01,2013-06-30,"Q3",2013-09-30,4.66849315068493,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0647473628389357,0.10144689051288
"3530",2013-07-01,2013-09-30,"Q4",2013-09-30,4.75068493150685,"No Comp.","Not Effective Comp.","MDA","CARTER",0.123984610239768,0.116856122401408
"3531",2013-09-01,2013-09-30,"Q4",2013-09-30,4.92054794520548,"No Comp.","Not Effective Comp.","MDA","CARTER",0.000510988332893267,0.0630809871371991
"3532",2013-08-01,2013-09-30,"Q4",2013-09-30,4.83561643835616,"No Comp.","Not Effective Comp.","MDA","CARTER",0.0777500896628415,0.0674152294118344
"3533",2011-11-01,2011-12-31,"Q1",2012-09-30,0.0849315068493151,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.0240767422098651,NA
"3534",2012-01-01,2012-03-31,"Q2",2012-09-30,0.252054794520548,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.357941683884255,NA
"3535",2012-03-01,2012-03-31,"Q2",2012-09-30,0.416438356164384,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.0475913021110081,0.143203242735043
"3536",2012-05-01,2012-06-30,"Q3",2012-09-30,0.583561643835616,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.227809147420451,0.211114044471905
"3537",2012-07-01,2012-09-30,"Q4",2012-09-30,0.750684931506849,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.137702111790753,0.137700853774071
"3538",2012-02-01,2012-03-31,"Q2",2012-09-30,0.336986301369863,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.0344405214190094,0.133317260210071
"3539",2012-04-01,2012-06-30,"Q3",2012-09-30,0.501369863013699,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.0563119180208012,0.0761515170768544
"3540",2012-09-01,2012-09-30,"Q4",2012-09-30,0.920547945205479,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.178888451755741,0.0898802970651838
"3541",2012-06-01,2012-06-30,"Q3",2012-09-30,0.668493150684932,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.0871621207290701,0.107454163501871
"3542",2012-08-01,2012-09-30,"Q4",2012-09-30,0.835616438356164,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.0327215457110493,0.0995907060652868
"3543",2012-11-01,2012-12-31,"Q1",2013-09-30,1.08767123287671,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.218915530412207,0.112933065617442
"3544",2012-12-01,2012-12-31,"Q1",2013-09-30,1.16986301369863,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.289803730085914,0.18048026873639
"3545",2013-02-01,2013-03-31,"Q2",2013-09-30,1.33972602739726,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.0453802620484411,0.184699840848854
"3546",2012-10-01,2012-12-31,"Q1",2013-09-30,1.0027397260274,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.0430064872550015,0.126063493129786
"3547",2013-03-01,2013-03-31,"Q2",2013-09-30,1.41643835616438,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.034135649529806,0.0408407996110829
"3548",2011-12-01,2011-12-31,"Q1",2012-09-30,0.167123287671233,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.0498947368963032,0.0423456245603702
"3549",2013-05-01,2013-06-30,"Q3",2013-09-30,1.58356164383562,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.209173545876917,0.0977346441010087
"3550",2013-07-01,2013-09-30,"Q4",2013-09-30,1.75068493150685,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.321052794817305,0.193373692530175
"3551",2013-08-01,2013-09-30,"Q4",2013-09-30,1.83561643835616,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.270475452188484,0.266900597627568
"3552",2013-09-01,2013-09-30,"Q4",2013-09-30,1.92054794520548,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.0313810233886463,0.207636423464812
"3553",2013-10-01,2013-12-31,"Q1",2014-09-30,2.0027397260274,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.08382352848,0.128560001352377
"3554",2013-11-01,2013-12-31,"Q1",2014-09-30,2.08767123287671,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.2221787764518,0.112461109440149
"3555",2013-12-01,2013-12-31,"Q1",2014-09-30,2.16986301369863,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.2409263585025,0.1823095544781
"3556",2014-01-01,2014-03-31,"Q2",2014-09-30,2.25479452054795,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.1732142775938,0.212106470849367
"3557",2014-02-01,2014-03-31,"Q2",2014-09-30,2.33972602739726,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.0968309650672,0.1703238670545
"3558",2014-03-01,2014-03-31,"Q2",2014-09-30,2.41643835616438,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.5542721696676,0.2747724707762
"3559",2014-04-01,2014-06-30,"Q3",2014-09-30,2.5013698630137,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.1380904841259,0.263064539620233
"3560",2014-05-01,2014-06-30,"Q3",2014-09-30,2.58356164383562,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.1474548357688,0.279939163187433
"3561",2014-06-01,2014-06-30,"Q3",2014-09-30,2.66849315068493,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.2209241541366,0.168823158010433
"3562",2013-01-01,2013-03-31,"Q2",2013-09-30,1.25479452054795,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.0269673423377678,0.131782110747723
"3563",2014-07-01,2014-09-30,"Q4",2014-09-30,2.75068493150685,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.047018710875,0.0983034024497893
"3564",2014-08-01,2014-09-30,"Q4",2014-09-30,2.83561643835616,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.2923110680371,0.122099040416623
"3565",2013-04-01,2013-06-30,"Q3",2013-09-30,1.5013698630137,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.0651667367600284,0.134832171890709
"3566",2014-09-01,2014-09-30,"Q4",2014-09-30,2.92054794520548,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.1560809457309,0.171186250176009
"3567",2013-06-01,2013-06-30,"Q3",2013-09-30,1.66849315068493,"No Comp.","Not Effective Comp.","MDA","KENDALL",0.234419686324261,0.151889122938397
"3568",2007-08-01,2007-09-30,"Q4",2007-09-30,0.832876712328767,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",6.04763722078797e-06,NA
"3569",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",7.20575148726007e-05,NA
"3570",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",0.00068002125813449,0.000252708803409293
"3571",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",1.12857700650759e-05,0.000254454847690722
"3572",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",0.189964864689327,0.0635520572391754
"3573",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",5.36876355748373e-06,0.0633271730743164
"3574",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",0,0.0633234111509614
"3575",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",7.55740347071583e-05,2.69809327548807e-05
"3576",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",6.74078091106291e-06,2.74382718727404e-05
"3577",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",-1.10447939262473e-06,2.70701120751988e-05
"3578",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",0.523145513098073,0.174383716466531
"3579",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",7.19926247288503e-05,0.174405467081136
"3580",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",0.000173015804286642,0.174463507175696
"3581",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",0,8.16694763384975e-05
"3582",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",0,5.7671934762214e-05
"3583",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",0.000383220935267374,0.000127740311755791
"3584",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",6.88418488850401e-06,0.000130035040051959
"3585",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",0.25893050443819,0.0864402031861153
"3586",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",1.63875297683481e-05,0.0863179253842823
"3587",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",0.0873565706862957,0.115434487551418
"3588",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",0.182205756311511,0.0898595715091915
"3589",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",0,0.0898541089992687
"3590",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",0.0776766345992446,0.0866274636369184
"3591",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",0.194187385333613,0.0906213399776192
"3592",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",7.85095207531023e-05,0.0906475098178703
"3593",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",0.00137101046213094,0.0652123017721657
"3594",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"No Comp.","Not Effective Comp.","MilitaryHealth","YOUNG",0,0.000483173327628013
