"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Competition.sum","Competition.effective.only","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"2070",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"3+ Offers","Effective Comp.","Navy","YOUNG",0.647539606472933,0.388531072486413
"2071",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"3+ Offers","Effective Comp.","Navy","YOUNG",0.153087900713386,0.390902707886811
"2072",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"3+ Offers","Effective Comp.","Navy","YOUNG",0.276592252853546,0.359073253346622
"2073",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"3+ Offers","Effective Comp.","Navy","YOUNG",0.287400102287033,0.239026751951322
"2074",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"3+ Offers","Effective Comp.","Navy","YOUNG",0.164723944565674,0.242905433235417
"2075",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"3+ Offers","Effective Comp.","Navy","YOUNG",0.426879157259757,0.293001068037488
"2076",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"3+ Offers","Effective Comp.","Navy","YOUNG",0.149612095509862,0.247071732445097
"2077",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"3+ Offers","Effective Comp.","Navy","YOUNG",0.421148121810743,0.332546458193454
"2078",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"3+ Offers","Effective Comp.","Navy","YOUNG",0.604603300094419,0.391787839138341
"2079",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"3+ Offers","Effective Comp.","Navy","YOUNG",0.158424166114142,0.394725196006434
"2080",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"3+ Offers","Effective Comp.","Navy","YOUNG",0.293236645037768,0.352088037082109
"2081",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"3+ Offers","Effective Comp.","Navy","YOUNG",0.24935308819765,0.233671299783186
"2082",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"3+ Offers","Effective Comp.","Navy","CARTER",0.266025082474562,NA
"2083",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"3+ Offers","Effective Comp.","Navy","CARTER",0.958512804513964,NA
"2084",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"3+ Offers","Effective Comp.","Navy","CARTER",1.11577707260229,0.780104986530273
"2085",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"3+ Offers","Effective Comp.","Navy","CARTER",1.36108778277766,1.14512588663131
"2086",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"3+ Offers","Effective Comp.","Navy","CARTER",1.78738613227971,1.42141699588656
"2087",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"3+ Offers","Effective Comp.","Navy","CARTER",4.80664569598398,2.65170653701378
"2088",2009-10-01,2009-12-31,"Q1",2010-09-30,1,"3+ Offers","Effective Comp.","Navy","CARTER",0.170670605412923,2.25490081122554
"2089",2009-11-01,2009-12-31,"Q1",2010-09-30,1.08493150684932,"3+ Offers","Effective Comp.","Navy","CARTER",0.558699343153616,1.84533854818351
"2090",2009-12-01,2009-12-31,"Q1",2010-09-30,1.16712328767123,"3+ Offers","Effective Comp.","Navy","CARTER",0.668443902588789,0.465937950385109
"2091",2010-01-01,2010-03-31,"Q2",2010-09-30,1.25205479452055,"3+ Offers","Effective Comp.","Navy","CARTER",0.806690847486093,0.677944697742833
"2092",2010-02-01,2010-03-31,"Q2",2010-09-30,1.33698630136986,"3+ Offers","Effective Comp.","Navy","CARTER",2.04518325770218,1.17343933592569
"2093",2010-03-01,2010-03-31,"Q2",2010-09-30,1.41369863013699,"3+ Offers","Effective Comp.","Navy","CARTER",1.47406659896234,1.44198023471687
"2094",2010-04-01,2010-06-30,"Q3",2010-09-30,1.4986301369863,"3+ Offers","Effective Comp.","Navy","CARTER",1.03486608480958,1.51803864715804
"2095",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"3+ Offers","Effective Comp.","Navy","CARTER",0.996840055434318,1.16859091306875
"2096",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"3+ Offers","Effective Comp.","Navy","CARTER",1.36802224995721,1.1332427967337
"2097",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"3+ Offers","Effective Comp.","Navy","CARTER",1.1769783775567,1.18061356098274
"2098",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"3+ Offers","Effective Comp.","Navy","CARTER",1.59398143180359,1.37966068643917
"2099",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"3+ Offers","Effective Comp.","Navy","CARTER",5.7452369135644,2.8387322409749
"2100",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"3+ Offers","Effective Comp.","Navy","CARTER",0.715261157070919,2.68482650081297
"2101",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"3+ Offers","Effective Comp.","Navy","CARTER",1.05880722111834,2.50643509725122
"2102",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"3+ Offers","Effective Comp.","Navy","CARTER",1.45332987762274,1.075799418604
"2103",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"3+ Offers","Effective Comp.","Navy","CARTER",0.676529866292488,1.06288898834452
"2104",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"3+ Offers","Effective Comp.","Navy","CARTER",0.965591769250944,1.03181717105539
"2105",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"3+ Offers","Effective Comp.","Navy","CARTER",1.39986121376416,1.01399428310253
"2106",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"3+ Offers","Effective Comp.","Navy","CARTER",0.994432957679396,1.1199619802315
"2107",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"3+ Offers","Effective Comp.","Navy","CARTER",1.37349051293538,1.25592822812631
"2108",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"3+ Offers","Effective Comp.","Navy","CARTER",2.73518535780529,1.70103627614002
"2109",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"3+ Offers","Effective Comp.","Navy","CARTER",1.60822843135753,1.90563476736606
"2110",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"3+ Offers","Effective Comp.","Navy","CARTER",1.62953892650021,1.99098423855434
"2111",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"3+ Offers","Effective Comp.","Navy","CARTER",4.47408515820394,2.5706175053539
"2112",2011-10-01,2011-12-31,"Q1",2011-11-02,3,"3+ Offers","Effective Comp.","Navy","CARTER",0.765925225671918,2.28984977012536
"2113",2011-11-01,2011-12-31,"Q1",2011-11-02,3.08493150684932,"3+ Offers","Effective Comp.","Navy","CARTER",0.399071286932345,1.8796938902694
"2114",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"3+ Offers","Effective Comp.","Navy","CARTER",0.567712248233961,0.577569586946075
"2115",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"3+ Offers","Effective Comp.","Navy","CARTER",0.977130309916589,0.647971281694299
"2116",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"3+ Offers","Effective Comp.","Navy","CARTER",0.515422993893523,0.686755184014691
"2117",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"3+ Offers","Effective Comp.","Navy","CARTER",0.492706524436206,0.661753276082106
"2118",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"3+ Offers","Effective Comp.","Navy","CARTER",0.282713807733498,0.430281108687742
"2119",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"3+ Offers","Effective Comp.","Navy","CARTER",0.264917378395634,0.346779236855113
"2120",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"3+ Offers","Effective Comp.","Navy","CARTER",0.268359442508496,0.271996876212542
"2121",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"3+ Offers","Effective Comp.","Navy","CARTER",0.319977277129029,0.284418032677719
"2122",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"3+ Offers","Effective Comp.","Navy","CARTER",0.345247992554835,0.31119490406412
"2123",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"3+ Offers","Effective Comp.","Navy","CARTER",0.663319802955411,0.442848357546425
"2124",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"3+ Offers","Effective Comp.","Navy","CARTER",0.473649694469991,0.494072496660079
"2125",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"3+ Offers","Effective Comp.","Navy","CARTER",0.25643340113466,0.464467632853354
"2126",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"3+ Offers","Effective Comp.","Navy","CARTER",0.255938551149487,0.328673882251379
"2127",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"3+ Offers","Effective Comp.","Navy","CARTER",0.196305039841576,0.236225664041908
"2128",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"3+ Offers","Effective Comp.","Navy","CARTER",0.151443187219051,0.201228926070038
"2129",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"3+ Offers","Effective Comp.","Navy","CARTER",0.273960776351071,0.207236334470566
"2130",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"3+ Offers","Effective Comp.","Navy","CARTER",0.187224423715954,0.204209462428692
"2131",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"3+ Offers","Effective Comp.","Navy","CARTER",0.203094630464812,0.221426610177279
"2132",2013-06-01,2013-06-30,"Q3",2013-09-30,4.66849315068493,"3+ Offers","Effective Comp.","Navy","CARTER",0.2106777376928,0.200332263957855
"2133",2013-07-01,2013-09-30,"Q4",2013-09-30,4.75068493150685,"3+ Offers","Effective Comp.","Navy","CARTER",0.209760687168985,0.207844351775532
"2134",2013-08-01,2013-09-30,"Q4",2013-09-30,4.83561643835616,"3+ Offers","Effective Comp.","Navy","CARTER",0.284570137116178,0.235002853992654
"2135",2013-09-01,2013-09-30,"Q4",2013-09-30,4.92054794520548,"3+ Offers","Effective Comp.","Navy","CARTER",0.541876054306489,0.345402292863884
"2136",2011-11-01,2011-12-31,"Q1",2012-09-30,0.0849315068493151,"3+ Offers","Effective Comp.","Navy","KENDALL",0.330558336855113,NA
"2137",2011-12-01,2011-12-31,"Q1",2012-09-30,0.167123287671233,"3+ Offers","Effective Comp.","Navy","KENDALL",0.578564161239831,NA
"2138",2012-01-01,2012-03-31,"Q2",2012-09-30,0.252054794520548,"3+ Offers","Effective Comp.","Navy","KENDALL",1.00021947260838,0.636447323567775
"2139",2012-02-01,2012-03-31,"Q2",2012-09-30,0.336986301369863,"3+ Offers","Effective Comp.","Navy","KENDALL",0.538153290979302,0.705645641609172
"2140",2012-03-01,2012-03-31,"Q2",2012-09-30,0.416438356164384,"3+ Offers","Effective Comp.","Navy","KENDALL",0.858530939573679,0.798967901053788
"2141",2012-04-01,2012-06-30,"Q3",2012-09-30,0.501369863013699,"3+ Offers","Effective Comp.","Navy","KENDALL",0.717879261126558,0.704854497226513
"2142",2012-05-01,2012-06-30,"Q3",2012-09-30,0.583561643835616,"3+ Offers","Effective Comp.","Navy","KENDALL",0.865445670672433,0.813951957124223
"2143",2012-06-01,2012-06-30,"Q3",2012-09-30,0.668493150684932,"3+ Offers","Effective Comp.","Navy","KENDALL",1.11847776616208,0.900600899320358
"2144",2012-07-01,2012-09-30,"Q4",2012-09-30,0.750684931506849,"3+ Offers","Effective Comp.","Navy","KENDALL",1.03227567650088,1.00539970444513
"2145",2012-08-01,2012-09-30,"Q4",2012-09-30,0.835616438356164,"3+ Offers","Effective Comp.","Navy","KENDALL",1.29932114608176,1.15002486291491
"2146",2012-09-01,2012-09-30,"Q4",2012-09-30,0.920547945205479,"3+ Offers","Effective Comp.","Navy","KENDALL",3.59364753210792,1.97508145156352
"2147",2012-10-01,2012-12-31,"Q1",2013-09-30,1.0027397260274,"3+ Offers","Effective Comp.","Navy","KENDALL",0.568061765338377,1.82034348117602
"2148",2012-11-01,2012-12-31,"Q1",2013-09-30,1.08767123287671,"3+ Offers","Effective Comp.","Navy","KENDALL",0.79358187265949,1.6517637233686
"2149",2012-12-01,2012-12-31,"Q1",2013-09-30,1.16986301369863,"3+ Offers","Effective Comp.","Navy","KENDALL",0.724340419447547,0.695328019148472
"2150",2013-01-01,2013-03-31,"Q2",2013-09-30,1.25479452054795,"3+ Offers","Effective Comp.","Navy","KENDALL",0.467844531809993,0.66192227463901
"2151",2013-02-01,2013-03-31,"Q2",2013-09-30,1.33972602739726,"3+ Offers","Effective Comp.","Navy","KENDALL",0.660726051803595,0.617637001020378
"2152",2013-03-01,2013-03-31,"Q2",2013-09-30,1.41643835616438,"3+ Offers","Effective Comp.","Navy","KENDALL",0.696126007280796,0.608232196964795
"2153",2013-04-01,2013-06-30,"Q3",2013-09-30,1.5013698630137,"3+ Offers","Effective Comp.","Navy","KENDALL",0.681811092509495,0.679554383864629
"2154",2013-05-01,2013-06-30,"Q3",2013-09-30,1.58356164383562,"3+ Offers","Effective Comp.","Navy","KENDALL",0.704463341337869,0.694133480376054
"2155",2013-06-01,2013-06-30,"Q3",2013-09-30,1.66849315068493,"3+ Offers","Effective Comp.","Navy","KENDALL",1.02114116662679,0.802471866824718
"2156",2013-07-01,2013-09-30,"Q4",2013-09-30,1.75068493150685,"3+ Offers","Effective Comp.","Navy","KENDALL",1.00104229452392,0.908882267496192
"2157",2013-08-01,2013-09-30,"Q4",2013-09-30,1.83561643835616,"3+ Offers","Effective Comp.","Navy","KENDALL",1.23739726597725,1.08652690904265
"2158",2013-09-01,2013-09-30,"Q4",2013-09-30,1.92054794520548,"3+ Offers","Effective Comp.","Navy","KENDALL",3.57173476806956,1.93672477619024
"2159",2013-10-01,2013-12-31,"Q1",2014-09-30,2.0027397260274,"3+ Offers","Effective Comp.","Navy","KENDALL",0.5684808829862,1.79253763901101
"2160",2013-11-01,2013-12-31,"Q1",2014-09-30,2.08767123287671,"3+ Offers","Effective Comp.","Navy","KENDALL",0.6944571563487,1.61155760246815
"2161",2013-12-01,2013-12-31,"Q1",2014-09-30,2.16986301369863,"3+ Offers","Effective Comp.","Navy","KENDALL",0.9564009581453,0.739779665826733
"2162",2014-01-01,2014-03-31,"Q2",2014-09-30,2.25479452054795,"3+ Offers","Effective Comp.","Navy","KENDALL",0.6078498038226,0.752902639438867
"2163",2014-02-01,2014-03-31,"Q2",2014-09-30,2.33972602739726,"3+ Offers","Effective Comp.","Navy","KENDALL",0.7070959201937,0.757115560720533
"2164",2014-03-01,2014-03-31,"Q2",2014-09-30,2.41643835616438,"3+ Offers","Effective Comp.","Navy","KENDALL",1.0200881511625,0.7783446250596
"2165",2014-04-01,2014-06-30,"Q3",2014-09-30,2.5013698630137,"3+ Offers","Effective Comp.","Navy","KENDALL",0.9950401930246,0.907408088126933
"2166",2014-05-01,2014-06-30,"Q3",2014-09-30,2.58356164383562,"3+ Offers","Effective Comp.","Navy","KENDALL",0.9711657932787,0.995431379155266
"2167",2014-06-01,2014-06-30,"Q3",2014-09-30,2.66849315068493,"3+ Offers","Effective Comp.","Navy","KENDALL",1.2877833310192,1.08466310577417
"2168",2014-07-01,2014-09-30,"Q4",2014-09-30,2.75068493150685,"3+ Offers","Effective Comp.","Navy","KENDALL",1.2425483051097,1.16716580980253
"2169",2014-08-01,2014-09-30,"Q4",2014-09-30,2.83561643835616,"3+ Offers","Effective Comp.","Navy","KENDALL",1.3128151957563,1.28104894396173
"2170",2014-09-01,2014-09-30,"Q4",2014-09-30,2.92054794520548,"3+ Offers","Effective Comp.","Navy","KENDALL",3.4466820302231,2.00068184369637
"2171",2007-07-01,2007-09-30,"Q4",2007-09-30,0.747945205479452,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.236023164575149,NA
"2172",2007-08-01,2007-09-30,"Q4",2007-09-30,0.832876712328767,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.779781912425637,NA
"2173",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"3+ Offers","Effective Comp.","Air Force","YOUNG",2.58946626721293,1.20175711473791
"2174",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.562954495173536,1.31073422493737
"2175",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.394190964934924,1.18220390910713
"2176",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.718180710422993,0.558442056843818
"2177",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.622903185086768,0.578424953481562
"2178",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.726907415401301,0.689330436970354
"2179",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.984888874685466,0.778233158391178
"2180",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.68506154291757,0.798952611001446
"2181",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.512877977689805,0.727609465097614
"2182",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.542473998210412,0.580137839605929
"2183",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.689638247960954,0.581663407953724
"2184",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.75041831137744,0.660843519182936
"2185",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"3+ Offers","Effective Comp.","Air Force","YOUNG",3.32568445048807,1.58858033660882
"2186",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"3+ Offers","Effective Comp.","Air Force","YOUNG",1.19518852705131,1.75709709630561
"2187",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.455285619387313,1.6587195323089
"2188",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"3+ Offers","Effective Comp.","Air Force","YOUNG",1.02041437052392,0.890296172320849
"2189",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.97415317814462,0.816617722685286
"2190",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.838402539099697,0.944323362589413
"2191",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.9574750907231,0.923343602655806
"2192",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.714964832171466,0.836947487331421
"2193",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.332704824929638,0.668381582608068
"2194",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.258050435310673,0.435240030803926
"2195",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.26983961743884,0.286864959226384
"2196",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.294998022699719,0.274296025149744
"2197",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.49270729520459,0.352514978447716
"2198",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.480747280498502,0.422817532800937
"2199",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.295941484242619,0.423132019981904
"2200",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.192479784178434,0.323056182973185
"2201",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.478444448427471,0.322288572282841
"2202",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.419513395742405,0.363479209449437
"2203",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.301979610173299,0.399979151447725
"2204",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.2504940110184,0.323995672311368
"2205",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.215124607926829,0.255866076372843
"2206",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.245273883985879,0.236964167643703
"2207",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.163987062590929,0.208128518167879
"2208",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.16957683377193,0.192945926782913
"2209",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.241688572860505,0.191750823074454
"2210",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.358623115065044,0.256629507232493
"2211",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.28169977586026,0.294003821261936
"2212",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.244190263942509,0.294837718289271
"2213",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.308771911141418,0.278220650314729
"2214",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.117316597796895,0.223426257626941
"2215",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.200978343380193,0.209022284106169
"2216",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.112964271831725,0.143753071002937
"2217",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.180425895446916,0.164789503552944
"2218",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.14821408701217,0.147201418096937
"2219",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.109693057375157,0.146111013278081
"2220",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.14085471545321,0.132920619946846
"2221",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"3+ Offers","Effective Comp.","Air Force","YOUNG",0.113562009242551,0.121369927356973
"2222",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"3+ Offers","Effective Comp.","Air Force","CARTER",0.261170350606192,NA
"2223",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"3+ Offers","Effective Comp.","Air Force","CARTER",0.429536641037021,NA
"2224",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"3+ Offers","Effective Comp.","Air Force","CARTER",0.62130840664646,0.437338466096558
"2225",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"3+ Offers","Effective Comp.","Air Force","CARTER",0.516990327679151,0.522611791787544
"2226",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"3+ Offers","Effective Comp.","Air Force","CARTER",0.516624174788915,0.551640969704842
"2227",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"3+ Offers","Effective Comp.","Air Force","CARTER",2.5893987553583,1.20767108594212
"2228",2009-10-01,2009-12-31,"Q1",2010-09-30,1,"3+ Offers","Effective Comp.","Air Force","CARTER",0.709446689420197,1.27182320652247
"2229",2009-11-01,2009-12-31,"Q1",2010-09-30,1.08493150684932,"3+ Offers","Effective Comp.","Air Force","CARTER",0.228730715029953,1.17585871993615
"2230",2009-12-01,2009-12-31,"Q1",2010-09-30,1.16712328767123,"3+ Offers","Effective Comp.","Air Force","CARTER",0.425514830284553,0.454564078244901
"2231",2010-01-01,2010-03-31,"Q2",2010-09-30,1.25205479452055,"3+ Offers","Effective Comp.","Air Force","CARTER",0.53462644351733,0.396290662943945
"2232",2010-02-01,2010-03-31,"Q2",2010-09-30,1.33698630136986,"3+ Offers","Effective Comp.","Air Force","CARTER",0.474882205958494,0.478341159920125
"2233",2010-03-01,2010-03-31,"Q2",2010-09-30,1.41369863013699,"3+ Offers","Effective Comp.","Air Force","CARTER",0.892841230027813,0.634116626501212
"2234",2010-04-01,2010-06-30,"Q3",2010-09-30,1.4986301369863,"3+ Offers","Effective Comp.","Air Force","CARTER",0.472483533001712,0.613402322996006
"2235",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"3+ Offers","Effective Comp.","Air Force","CARTER",0.579627704032948,0.648317489020824
"2236",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"3+ Offers","Effective Comp.","Air Force","CARTER",0.844870044587077,0.632327093873912
"2237",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"3+ Offers","Effective Comp.","Air Force","CARTER",0.572500321897732,0.665666023505919
"2238",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"3+ Offers","Effective Comp.","Air Force","CARTER",0.844703623224219,0.754024663236343
"2239",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"3+ Offers","Effective Comp.","Air Force","CARTER",2.43268730488875,1.2832970833369
"2240",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"3+ Offers","Effective Comp.","Air Force","CARTER",0.736928622240873,1.33810651678461
"2241",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"3+ Offers","Effective Comp.","Air Force","CARTER",0.465869348017205,1.21182842504894
"2242",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"3+ Offers","Effective Comp.","Air Force","CARTER",0.616629717981536,0.606475896079871
"2243",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"3+ Offers","Effective Comp.","Air Force","CARTER",0.46796155096517,0.516820205654637
