"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Competition.sum","Competition.effective.only","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"2207",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.00664051610713923,0.0024999445330219
"2208",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",-0.000165030152736874,0.00224782771358451
"2209",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",-0.000607700505230019,0.00195592848305745
"2210",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",-6.44564872550015e-06,-0.000259725435564131
"2211",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.0141283975216817,0.00450475045590874
"2212",2013-06-01,2013-06-30,"Q3",2013-09-30,4.66849315068493,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.00390780221966081,0.00600991803087235
"2213",2013-07-01,2013-09-30,"Q4",2013-09-30,4.75068493150685,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.000168854386310551,0.00606835137588436
"2214",2013-08-01,2013-09-30,"Q4",2013-09-30,4.83561643835616,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",-4.4546564334315e-05,0.00134403668054568
"2215",2013-09-01,2013-09-30,"Q4",2013-09-30,4.92054794520548,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.0143123065179242,0.00481220477996683
"2216",2013-10-01,2013-12-31,"Q1",2014-09-30,5.0027397260274,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.0016258422799,0.00529786741116331
"2217",2013-11-01,2013-12-31,"Q1",2014-09-30,5.08767123287671,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.00101833505,0.00565216128260808
"2218",2013-12-01,2013-12-31,"Q1",2014-09-30,5.16986301369863,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.0011792127692,0.00127446336636667
"2219",2014-01-01,2014-03-31,"Q2",2014-09-30,5.25479452054795,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.0036715088301,0.00195635221643333
"2220",2014-02-01,2014-03-31,"Q2",2014-09-30,5.33972602739726,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.0016257970149,0.00215883953806667
"2221",2014-05-01,2014-06-30,"Q3",2014-09-30,5.58356164383562,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",-0.0002690522287,0.00167608453876667
"2222",2014-07-01,2014-09-30,"Q4",2014-09-30,5.75068493150685,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.00173022171,0.00102898883206667
"2223",2014-09-01,2014-09-30,"Q4",2014-09-30,5.92054794520548,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.0142894050352,0.0052501915055
"2224",2014-03-01,2014-03-31,"Q2",2014-09-30,5.41643835616438,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.00115867132,0.00572609935506667
"2225",2014-04-01,2014-06-30,"Q3",2014-09-30,5.5013698630137,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.0052294292647,0.0068925018733
"2226",2014-06-01,2014-06-30,"Q3",2014-09-30,5.66849315068493,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",-6.78842891e-05,0.0021067387652
"2227",2014-08-01,2014-09-30,"Q4",2014-09-30,5.83561643835616,"2 Offers","Effective Comp.","DLA","CARTER
pre-BBP",0.002147422236,0.00243632240386667
"2228",2010-11-01,2010-12-31,"Q1",2011-09-30,0.0849315068493151,"2 Offers","Effective Comp.","DLA","BBP1",0.350716927989929,NA
"2229",2010-12-01,2010-12-31,"Q1",2011-09-30,0.167123287671233,"2 Offers","Effective Comp.","DLA","BBP1",0.299196896600923,NA
"2230",2011-01-01,2011-03-31,"Q2",2011-09-30,0.252054794520548,"2 Offers","Effective Comp.","DLA","BBP1",0.367139059043223,0.339017627878025
"2231",2011-02-01,2011-03-31,"Q2",2011-09-30,0.336986301369863,"2 Offers","Effective Comp.","DLA","BBP1",0.309207650052455,0.325181201898867
"2232",2011-03-01,2011-03-31,"Q2",2011-09-30,0.413698630136986,"2 Offers","Effective Comp.","DLA","BBP1",0.363675765107008,0.346674158067562
"2233",2011-04-01,2011-06-30,"Q3",2011-09-30,0.498630136986301,"2 Offers","Effective Comp.","DLA","BBP1",0.307248409127151,0.326710608095538
"2234",2011-05-01,2011-06-30,"Q3",2011-09-30,0.580821917808219,"2 Offers","Effective Comp.","DLA","BBP1",0.293804230455308,0.321576134896489
"2235",2011-06-01,2011-06-30,"Q3",2011-09-30,0.665753424657534,"2 Offers","Effective Comp.","DLA","BBP1",0.17062173959295,0.25722479305847
"2236",2011-07-01,2011-09-30,"Q4",2011-09-30,0.747945205479452,"2 Offers","Effective Comp.","DLA","BBP1",0.19580056555812,0.220075511868793
"2237",2011-08-01,2011-09-30,"Q4",2011-09-30,0.832876712328767,"2 Offers","Effective Comp.","DLA","BBP1",0.356873046422577,0.241098450524549
"2238",2011-09-01,2011-09-30,"Q4",2011-09-30,0.917808219178082,"2 Offers","Effective Comp.","DLA","BBP1",0.499220739991607,0.350631450657435
"2239",2011-10-01,2011-12-31,"Q1",2012-09-30,1,"2 Offers","Effective Comp.","DLA","BBP1",0.22508018828133,0.360391324898505
"2240",2011-11-01,2011-12-31,"Q1",2012-09-30,1.08493150684932,"2 Offers","Effective Comp.","DLA","BBP1",0.217756261569354,0.314019063280764
"2241",2011-12-01,2011-12-31,"Q1",2012-09-30,1.16712328767123,"2 Offers","Effective Comp.","DLA","BBP1",0.196396312120276,0.213077587323654
"2242",2012-01-01,2012-03-31,"Q2",2012-09-30,1.25205479452055,"2 Offers","Effective Comp.","DLA","BBP1",0.168857087272166,0.194336553653932
"2243",2012-02-01,2012-03-31,"Q2",2012-09-30,1.33698630136986,"2 Offers","Effective Comp.","DLA","BBP1",0.187546649490269,0.184266682960903
"2244",2012-03-01,2012-03-31,"Q2",2012-09-30,1.41643835616438,"2 Offers","Effective Comp.","DLA","BBP1",0.202249507764391,0.186217748175608
"2245",2012-04-01,2012-06-30,"Q3",2012-09-30,1.5013698630137,"2 Offers","Effective Comp.","DLA","BBP1",0.18163722459067,0.190477793948443
"2246",2012-05-01,2012-06-30,"Q3",2012-09-30,1.58356164383562,"2 Offers","Effective Comp.","DLA","BBP1",0.156699951549789,0.180195561301617
"2247",2012-06-01,2012-06-30,"Q3",2012-09-30,1.66849315068493,"2 Offers","Effective Comp.","DLA","BBP1",0.230160616846875,0.189499264329111
"2248",2012-07-01,2012-09-30,"Q4",2012-09-30,1.75068493150685,"2 Offers","Effective Comp.","DLA","BBP1",0.229454759036145,0.205438442477603
"2249",2012-08-01,2012-09-30,"Q4",2012-09-30,1.83561643835616,"2 Offers","Effective Comp.","DLA","BBP1",0.248929004839872,0.236181460240964
"2250",2012-09-01,2012-09-30,"Q4",2012-09-30,1.92054794520548,"2 Offers","Effective Comp.","DLA","BBP1",0.563400049438781,0.347261271104933
"2251",2012-10-01,2012-12-31,"Q1",2013-04-23,2.0027397260274,"2 Offers","Effective Comp.","DLA","BBP1",0.455894974518127,0.42274134293226
"2252",2012-11-01,2012-12-31,"Q1",2013-04-23,2.08767123287671,"2 Offers","Effective Comp.","DLA","BBP1",0.474102897544938,0.497799307167282
"2253",2012-12-01,2012-12-31,"Q1",2013-04-23,2.16986301369863,"2 Offers","Effective Comp.","DLA","BBP1",0.455231631753529,0.461743167938865
"2254",2013-01-01,2013-03-31,"Q2",2013-04-23,2.25479452054795,"2 Offers","Effective Comp.","DLA","BBP1",0.471628107946075,0.46698754574818
"2255",2013-02-01,2013-03-31,"Q2",2013-04-23,2.33972602739726,"2 Offers","Effective Comp.","DLA","BBP1",0.41451074896669,0.447123496222098
"2256",2013-03-01,2013-03-31,"Q2",2013-04-23,2.41643835616438,"2 Offers","Effective Comp.","DLA","BBP1",0.268668408528486,0.384935755147084
"2257",2013-04-01,2013-06-30,"Q3",2013-04-23,2.5013698630137,"2 Offers","Effective Comp.","DLA","BBP1",0.158505300909414,0.280561486134863
"2258",2013-05-01,2013-06-30,"Q3",2013-09-30,2.58356164383562,"2 Offers","Effective Comp.","DLA","BBP1",0.00303616992972479,0.143403293122542
"2259",2013-06-01,2013-06-30,"Q3",2013-09-30,2.66849315068493,"2 Offers","Effective Comp.","DLA","BBP1",0.0165129071750787,0.0593514593380725
"2260",2013-07-01,2013-09-30,"Q4",2013-09-30,2.75068493150685,"2 Offers","Effective Comp.","DLA","BBP1",0.00766119382796791,0.0090700903109238
"2261",2013-08-01,2013-09-30,"Q4",2013-09-30,2.83561643835616,"2 Offers","Effective Comp.","DLA","BBP1",0.00356542674895907,0.00924650925066856
"2262",2013-09-01,2013-09-30,"Q4",2013-09-30,2.92054794520548,"2 Offers","Effective Comp.","DLA","BBP1",0.00310886274865441,0.00477849444186047
"2263",2013-10-01,2013-12-31,"Q1",2014-09-30,3.0027397260274,"2 Offers","Effective Comp.","DLA","BBP1",0.0084666746809,0.0050469880595045
"2264",2013-11-01,2013-12-31,"Q1",2014-09-30,3.08767123287671,"2 Offers","Effective Comp.","DLA","BBP1",0.0131526784153,0.00824273861495147
"2265",2013-12-01,2013-12-31,"Q1",2014-09-30,3.16986301369863,"2 Offers","Effective Comp.","DLA","BBP1",0.0005554602537,0.00739160444996667
"2266",2014-01-01,2014-03-31,"Q2",2014-09-30,3.25479452054795,"2 Offers","Effective Comp.","DLA","BBP1",0.0013174455987,0.00500852808923333
"2267",2014-02-01,2014-03-31,"Q2",2014-09-30,3.33972602739726,"2 Offers","Effective Comp.","DLA","BBP1",-0.0025803734892,-0.0002358225456
"2268",2014-03-01,2014-03-31,"Q2",2014-09-30,3.41643835616438,"2 Offers","Effective Comp.","DLA","BBP1",0.0052691912817,0.0013354211304
"2269",2014-04-01,2014-06-30,"Q3",2014-09-30,3.5013698630137,"2 Offers","Effective Comp.","DLA","BBP1",0.0001404609119,0.000943092901466667
"2270",2014-05-01,2014-06-30,"Q3",2014-09-30,3.58356164383562,"2 Offers","Effective Comp.","DLA","BBP1",0.0044324931164,0.00328071510333333
"2271",2014-06-01,2014-06-30,"Q3",2014-09-30,3.66849315068493,"2 Offers","Effective Comp.","DLA","BBP1",-5.00345477000001e-05,0.00150763982686667
"2272",2014-07-01,2014-09-30,"Q4",2014-09-30,3.75068493150685,"2 Offers","Effective Comp.","DLA","BBP1",0.010895907687,0.0050927887519
"2273",2014-08-01,2014-09-30,"Q4",2014-09-30,3.83561643835616,"2 Offers","Effective Comp.","DLA","BBP1",-0.0003357626668,0.0035033701575
"2274",2014-09-01,2014-09-30,"Q4",2014-09-30,3.92054794520548,"2 Offers","Effective Comp.","DLA","BBP1",0.0010367176679,0.00386562089603333
"2275",2013-04-01,2013-06-30,"Q3",2013-09-30,0.498630136986301,"2 Offers","Effective Comp.","DLA","BBP2",0.0488711250317863,NA
"2276",2013-05-01,2013-06-30,"Q3",2013-09-30,0.580821917808219,"2 Offers","Effective Comp.","DLA","BBP2",0.23179075463857,NA
"2277",2013-06-01,2013-06-30,"Q3",2013-09-30,0.665753424657534,"2 Offers","Effective Comp.","DLA","BBP2",0.17935505094902,0.153338976873125
"2278",2013-07-01,2013-09-30,"Q4",2013-09-30,0.747945205479452,"2 Offers","Effective Comp.","DLA","BBP2",0.16253507354707,0.191226959711553
"2279",2013-08-01,2013-09-30,"Q4",2013-09-30,0.832876712328767,"2 Offers","Effective Comp.","DLA","BBP2",0.223455841755052,0.188448655417048
"2280",2013-09-01,2013-09-30,"Q4",2013-09-30,0.917808219178082,"2 Offers","Effective Comp.","DLA","BBP2",0.411123233487153,0.265704716263092
"2281",2013-10-01,2013-12-31,"Q1",2014-09-18,1,"2 Offers","Effective Comp.","DLA","BBP2",0.2879412195515,0.307506764931235
"2282",2013-11-01,2013-12-31,"Q1",2014-09-18,1.08493150684932,"2 Offers","Effective Comp.","DLA","BBP2",0.1475887868465,0.282217746628385
"2283",2013-12-01,2013-12-31,"Q1",2014-09-18,1.16712328767123,"2 Offers","Effective Comp.","DLA","BBP2",0.1520790401108,0.1958696821696
"2284",2014-01-01,2014-03-31,"Q2",2014-09-18,1.25205479452055,"2 Offers","Effective Comp.","DLA","BBP2",0.1961746226232,0.165280816526833
"2285",2014-02-01,2014-03-31,"Q2",2014-09-18,1.33698630136986,"2 Offers","Effective Comp.","DLA","BBP2",0.1927331141658,0.180328925633267
"2286",2014-03-01,2014-03-31,"Q2",2014-09-18,1.41369863013699,"2 Offers","Effective Comp.","DLA","BBP2",0.1751354394675,0.1880143920855
"2287",2014-04-01,2014-06-30,"Q3",2014-09-18,1.4986301369863,"2 Offers","Effective Comp.","DLA","BBP2",0.2100843630476,0.192650972226967
"2288",2014-05-01,2014-06-30,"Q3",2014-09-18,1.58082191780822,"2 Offers","Effective Comp.","DLA","BBP2",0.2424642375091,0.2092280133414
"2289",2014-06-01,2014-06-30,"Q3",2014-09-18,1.66575342465753,"2 Offers","Effective Comp.","DLA","BBP2",0.2125623031022,0.221703634552967
"2290",2014-07-01,2014-09-30,"Q4",2014-09-18,1.74794520547945,"2 Offers","Effective Comp.","DLA","BBP2",0.2226220719141,0.2258828708418
"2291",2014-08-01,2014-09-30,"Q4",2014-09-18,1.83287671232877,"2 Offers","Effective Comp.","DLA","BBP2",0.2310420474182,0.222075474144833
"2292",2014-09-01,2014-09-30,"Q4",2014-09-18,1.91780821917808,"2 Offers","Effective Comp.","DLA","BBP2",0.174885024321,0.209516381217767
"2293",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"2 Offers","Effective Comp.","MDA","YOUNG",0.00180911822125813,NA
"2294",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"2 Offers","Effective Comp.","MDA","YOUNG",0.000519592657266811,NA
"2295",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"2 Offers","Effective Comp.","MDA","YOUNG",0.00266024136659436,0.00166298408170644
"2296",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"2 Offers","Effective Comp.","MDA","YOUNG",0.00121439598698482,0.00146474333694866
"2297",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"2 Offers","Effective Comp.","MDA","YOUNG",4.02706754708811e-05,0.00130496934301669
"2298",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"2 Offers","Effective Comp.","MDA","YOUNG",0.000706520891967958,0.000653729184807885
"2299",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"2 Offers","Effective Comp.","MDA","YOUNG",6.66730272757885e-05,0.000271154864904876
"2300",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"2 Offers","Effective Comp.","MDA","YOUNG",0.00114113340563991,0.000638109108294553
"2301",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"2 Offers","Effective Comp.","MDA","YOUNG",0.000536077006507592,0.000581294479807765
"2302",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"2 Offers","Effective Comp.","MDA","YOUNG",0.00306136117136659,0.00157952386117137
"2303",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"2 Offers","Effective Comp.","MDA","YOUNG",0.000565041214750542,0.00138749313087491
"2304",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"2 Offers","Effective Comp.","MDA","YOUNG",0.0057785715835141,0.00313499132321041
"2305",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"2 Offers","Effective Comp.","MDA","YOUNG",0.00453173318872017,0.00362511532899494
"2306",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"2 Offers","Effective Comp.","MDA","YOUNG",0.00113439696312364,0.00381490057845264
"2307",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"2 Offers","Effective Comp.","MDA","YOUNG",0.000813299349240781,0.00215980983369487
"2308",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"2 Offers","Effective Comp.","MDA","YOUNG",0.00107763877462654,0.00100844502899699
"2309",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"2 Offers","Effective Comp.","MDA","YOUNG",0.000231065468549422,0.000707334530805582
"2310",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"2 Offers","Effective Comp.","MDA","YOUNG",0.000335068196579346,0.000547924146585104
"2311",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"2 Offers","Effective Comp.","MDA","YOUNG",0.000561896514397056,0.000376010059841941
"2312",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"2 Offers","Effective Comp.","MDA","YOUNG",9.30937432344663e-06,0.000302091361766616
"2313",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"2 Offers","Effective Comp.","MDA","YOUNG",0.00114810348560294,0.000573103124774482
"2314",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"2 Offers","Effective Comp.","MDA","YOUNG",-6.36576807873342e-06,0.000383682363949219
"2315",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"2 Offers","Effective Comp.","MDA","YOUNG",9.93160248181429e-05,0.000413684580780785
"2316",2007-08-01,2007-09-30,"Q4",2007-09-30,0.832876712328767,"2 Offers","Effective Comp.","MDA","YOUNG",0.000364348411718487,0.000152432889485965
"2317",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"2 Offers","Effective Comp.","MDA","YOUNG",6.72186563970903e-05,0.000176961030977907
"2318",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"2 Offers","Effective Comp.","MDA","YOUNG",0.00422067222342498,0.00155074643051352
"2319",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"2 Offers","Effective Comp.","MDA","YOUNG",0.000587688893699935,0.00162519325784067
"2320",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"2 Offers","Effective Comp.","MDA","YOUNG",0.000328976575016237,0.00171244589738039
"2321",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"2 Offers","Effective Comp.","MDA","YOUNG",0,0.000305555156238724
"2322",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"2 Offers","Effective Comp.","MDA","YOUNG",0.000637682398787616,0.000322219657934618
"2323",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"2 Offers","Effective Comp.","MDA","YOUNG",0.000328068110825845,0.00032191683653782
"2324",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"2 Offers","Effective Comp.","MDA","YOUNG",2.08887536718422e-05,0.000328879754428435
"2325",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"2 Offers","Effective Comp.","MDA","YOUNG",0,0.000116318954832562
"2326",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"2 Offers","Effective Comp.","MDA","YOUNG",0.000591245988446727,0.000204044914039523
"2327",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"2 Offers","Effective Comp.","MDA","YOUNG",0.000115610825845101,0.000235618938097276
"2328",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"2 Offers","Effective Comp.","MDA","YOUNG",0.000342319212665811,0.000349725342319213
"2329",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"2 Offers","Effective Comp.","MDA","YOUNG",0,0.000152643346170304
"2330",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"2 Offers","Effective Comp.","MDA","YOUNG",0.00146524758707512,0.000602522266580309
"2331",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"2 Offers","Effective Comp.","MDA","YOUNG",0,0.000488415862358372
"2332",2012-04-01,2012-06-30,"Q3",2012-09-30,5.5041095890411,"2 Offers","Effective Comp.","MDA","YOUNG",0,0.000488415862358372
"2333",2012-06-01,2012-06-30,"Q3",2012-09-30,5.67123287671233,"2 Offers","Effective Comp.","MDA","YOUNG",0,0
"2334",2013-01-01,2013-03-31,"Q2",2013-09-30,6.25753424657534,"2 Offers","Effective Comp.","MDA","YOUNG",0,0
"2335",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"2 Offers","Effective Comp.","MDA","YOUNG",0,0
"2336",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"2 Offers","Effective Comp.","MDA","YOUNG",0,0
"2337",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"2 Offers","Effective Comp.","MDA","YOUNG",0,0
"2338",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"2 Offers","Effective Comp.","MDA","YOUNG",0,0
"2339",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"2 Offers","Effective Comp.","MDA","YOUNG",0,0
"2340",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"2 Offers","Effective Comp.","MDA","YOUNG",0,0
"2341",2012-03-01,2012-03-31,"Q2",2012-09-30,5.41917808219178,"2 Offers","Effective Comp.","MDA","YOUNG",0.000506637833384821,0.00016887927779494
"2342",2012-09-01,2012-09-30,"Q4",2012-09-30,5.92328767123288,"2 Offers","Effective Comp.","MDA","YOUNG",-3.20617238183503e-05,0.000158192036522157
"2343",2012-01-01,2012-03-31,"Q2",2012-09-30,5.25479452054795,"2 Offers","Effective Comp.","MDA","YOUNG",0,0.000158192036522157
"2344",2012-02-01,2012-03-31,"Q2",2012-09-30,5.33972602739726,"2 Offers","Effective Comp.","MDA","YOUNG",0.000514880032952322,0.000160939436377991
"2345",2013-04-01,2013-06-30,"Q3",2013-09-30,6.5041095890411,"2 Offers","Effective Comp.","MDA","YOUNG",0,0.000171626677650774
"2346",2012-05-01,2012-06-30,"Q3",2012-09-30,5.58630136986301,"2 Offers","Effective Comp.","MDA","YOUNG",0,0.000171626677650774
"2347",2014-02-01,2014-03-31,"Q2",2014-09-30,7.34246575342466,"2 Offers","Effective Comp.","MDA","YOUNG",-2.86703e-06,-9.55676666666667e-07
"2348",2014-05-01,2014-06-30,"Q3",2014-09-30,7.58630136986301,"2 Offers","Effective Comp.","MDA","YOUNG",-4.9754502e-06,-2.61416006666667e-06
"2349",2014-09-01,2014-09-30,"Q4",2014-09-30,7.92328767123288,"2 Offers","Effective Comp.","MDA","YOUNG",-3.0852101e-06,-3.64256343333333e-06
"2350",2014-01-01,2014-03-31,"Q2",2014-09-30,7.25753424657534,"2 Offers","Effective Comp.","MDA","YOUNG",-8.3976e-07,-2.96680676666667e-06
"2351",2009-11-01,2009-12-31,"Q1",2010-09-30,1.08493150684932,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",0.000258701326486949,NA
"2352",2010-04-01,2010-06-30,"Q3",2010-09-30,1.4986301369863,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",0.00403936670945657,NA
"2353",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",5.77498917514614e-05,0.00145193930923166
"2354",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",7.7654470664646e-06,0.0013682940160915
"2355",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",0,2.1838446272642e-05
"2356",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",7.03615501190734e-06,4.93386735945731e-06
"2357",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",0,2.34538500396911e-06
"2358",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",0,2.34538500396911e-06
"2359",2010-01-01,2010-03-31,"Q2",2010-09-30,1.25205479452055,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",4.86711596063329e-06,1.62237198687776e-06
"2360",2010-10-01,2010-12-31,"Q1",2010-11-02,2,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",0.000166070677717163,5.69792645592655e-05
"2361",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",0,5.69792645592655e-05
"2362",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",0.000184795425933697,0.00011695536788362
"2363",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",0.000104412505245489,9.64026437263953e-05
"2364",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",8.22574775353017e-05,0.000123821802904829
"2365",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",0,6.22233275935968e-05
"2366",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",0,2.74191591784339e-05
"2367",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",0,0
"2368",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",-1.33850512846552e-05,-4.46168376155174e-06
"2369",2013-09-01,2013-09-30,"Q4",2013-09-30,4.92054794520548,"2 Offers","Effective Comp.","MDA","CARTER
pre-BBP",-1.52330659083985e-07,-4.51246064791307e-06
"2370",2011-02-01,2011-03-31,"Q2",2011-09-30,0.336986301369863,"2 Offers","Effective Comp.","MDA","BBP1",0.000365211917750734,NA
"2371",2011-03-01,2011-03-31,"Q2",2011-09-30,0.413698630136986,"2 Offers","Effective Comp.","MDA","BBP1",0.00463335554972723,NA
"2372",2011-05-01,2011-06-30,"Q3",2011-09-30,0.580821917808219,"2 Offers","Effective Comp.","MDA","BBP1",0.00346496225346202,0.00282117657364666
"2373",2011-07-01,2011-09-30,"Q4",2011-09-30,0.747945205479452,"2 Offers","Effective Comp.","MDA","BBP1",0.000400702895509861,0.00283300689956637
"2374",2011-09-01,2011-09-30,"Q4",2011-09-30,0.917808219178082,"2 Offers","Effective Comp.","MDA","BBP1",0.0012199042908099,0.0016951898132606
"2375",2011-04-01,2011-06-30,"Q3",2011-09-30,0.498630136986301,"2 Offers","Effective Comp.","MDA","BBP1",0.000396708455728074,0.00067243854734928
"2376",2011-11-01,2011-12-31,"Q1",2012-09-30,1.08493150684932,"2 Offers","Effective Comp.","MDA","BBP1",0.00481484399135002,0.00214381891262933
"2377",2010-11-01,2010-12-31,"Q1",2011-09-30,0.0849315068493151,"2 Offers","Effective Comp.","MDA","BBP1",7.56326059588754e-05,0.00176239501767899
"2378",2012-01-01,2012-03-31,"Q2",2012-09-30,1.25205479452055,"2 Offers","Effective Comp.","MDA","BBP1",0.00306101772217073,0.00265049810649321
"2379",2011-06-01,2011-06-30,"Q3",2011-09-30,0.665753424657534,"2 Offers","Effective Comp.","MDA","BBP1",0.000551825430130088,0.0012294919194199
