"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Vehicle.sum","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"2679",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Multi-Awd.","Additional
DoD
Components","YOUNG",0.0140297552454889,0.0348324823658006
"2680",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Other IDV","Army","YOUNG",0.000790148908938313,0.000358741453963626
"2681",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Other IDV","Navy","YOUNG",-8.80795216114142e-06,0.00031394816228775
"2682",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Other IDV","Air Force","YOUNG",0.000678176668065464,0.0045924509003686
"2683",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Other IDV","Additional
DoD
Components","YOUNG",0.0175459173940411,0.00960441652094218
"2684",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Pur. Order","Army","YOUNG",0.026096647188418,0.0337961224660106
"2685",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Pur. Order","Navy","YOUNG",0.0032986954259337,0.00879226340577869
"2686",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Pur. Order","Air Force","YOUNG",0.0022144538187159,0.00702838662086549
"2687",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Pur. Order","DLA","YOUNG",-4.93651070079731e-05,7.98310436935233e-05
"2688",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Pur. Order","Military
Health","YOUNG",-1.32204364246748e-05,-3.95258868130789e-07
"2689",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Pur. Order","Additional
DoD
Components","YOUNG",0.00300177323751574,0.00814340422433113
"2690",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Single-Awd.","Army","YOUNG",1.64269222878724,0.754210334793454
"2691",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Single-Awd.","Navy","YOUNG",0.0165776592530424,0.0668938664742558
"2692",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Single-Awd.","Air Force","YOUNG",0.209001347555602,0.195988789838727
"2693",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Single-Awd.","DLA","YOUNG",0.0519696451216953,0.0234191186143973
"2694",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Single-Awd.","MDA","YOUNG",0.0377351930549727,0.024292851911999
"2695",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Single-Awd.","Military
Health","YOUNG",0,-0.000240745214519022
"2696",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Single-Awd.","Additional
DoD
Components","YOUNG",0.0113415192194713,0.0508529086890225
"2697",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Unlbd. IDV","Army","YOUNG",0.000547427507343684,0.00118750132838882
"2698",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Unlbd. IDV","Navy","YOUNG",4.52601762484264e-07,7.5066805688956e-05
"2699",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Unlbd. IDV","Air Force","YOUNG",-1.16125577003777e-05,2.61728466366593e-05
"2700",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Unlbd. IDV","Additional
DoD
Components","YOUNG",5.34452370960974e-05,3.31481270993552e-05
"2701",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Definitive","Army","YOUNG",0.977442348132606,0.529784894478249
"2702",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Definitive","Navy","YOUNG",2.12559462071968,2.43319276244929
"2703",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Definitive","Air Force","YOUNG",0.487430241460344,0.45737751333753
"2704",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Definitive","DLA","YOUNG",0.00624614664288712,0.0143950291754091
"2705",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Definitive","MDA","YOUNG",0.0545392079311792,0.042374148101133
"2706",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Definitive","Military
Health","YOUNG",0.183419594733529,0.217301727657714
"2707",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Definitive","Additional
DoD
Components","YOUNG",0.0459814921527486,0.029808088229123
"2708",2010-12-31,"Q1",2011-09-30,4.16986301369863,"FSS","Army","YOUNG",0.0230267241502308,0.0254575754266331
"2709",2010-12-31,"Q1",2011-09-30,4.16986301369863,"FSS","Navy","YOUNG",0.0130919069450273,0.0137007763008812
"2710",2010-12-31,"Q1",2011-09-30,4.16986301369863,"FSS","Air Force","YOUNG",0.0173910297524129,0.0175053392992027
"2711",2010-12-31,"Q1",2011-09-30,4.16986301369863,"FSS","DLA","YOUNG",0.0052544423101133,0.00896299524059309
"2712",2010-12-31,"Q1",2011-09-30,4.16986301369863,"FSS","MDA","YOUNG",0.00376583016156106,0.00212148097985732
"2713",2010-12-31,"Q1",2011-09-30,4.16986301369863,"FSS","Military
Health","YOUNG",-1.73373898447335e-06,-7.52111143926279e-05
"2714",2010-12-31,"Q1",2011-09-30,4.16986301369863,"FSS","Additional
DoD
Components","YOUNG",0.0233634698804029,0.0406222093649461
"2715",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Multi-Awd.","Army","YOUNG",0.199493143600504,0.130236576073577
"2716",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Multi-Awd.","Navy","YOUNG",0.25941950740663,0.176631132903203
"2717",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Multi-Awd.","Air Force","YOUNG",0.178899481829627,0.17405947657015
"2718",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Multi-Awd.","DLA","YOUNG",4.44780318925724e-05,0.00184302263953
"2719",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Multi-Awd.","Additional
DoD
Components","YOUNG",0.0217723917960554,0.0236270661665967
"2720",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Other IDV","Army","YOUNG",0,0.000287146132326199
"2721",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Other IDV","Navy","YOUNG",0.00034119644355854,0.000408350703094526
"2722",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Other IDV","Air Force","YOUNG",0.0087373906630298,0.00406315802909498
"2723",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Other IDV","Additional
DoD
Components","YOUNG",0.0036458462757029,0.00952980253881662
"2724",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Pur. Order","Army","YOUNG",0.0145245908518674,0.0286754996013428
"2725",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Pur. Order","Navy","YOUNG",0.00342168918380193,0.00353760300391663
"2726",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Pur. Order","Air Force","YOUNG",0.00143177416072178,0.00658175371380613
"2727",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Pur. Order","DLA","YOUNG",-6.69862043642467e-05,1.70162120576304e-05
"2728",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Pur. Order","Additional
DoD
Components","YOUNG",0.00210273655056651,0.00772985300391663
"2729",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Single-Awd.","Army","YOUNG",0.338493985931599,0.715317839970625
"2730",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Single-Awd.","Navy","YOUNG",0.0573591268569031,0.0498663209015247
"2731",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Single-Awd.","Air Force","YOUNG",0.12903679946496,0.144504545768639
"2732",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Single-Awd.","DLA","YOUNG",0.00919411055392362,0.0220013567387047
"2733",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Single-Awd.","MDA","YOUNG",0.0305708152119178,0.0238075972443698
"2734",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Single-Awd.","Military
Health","YOUNG",-0.000330672671002937,-0.000123328941110645
"2735",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Single-Awd.","Additional
DoD
Components","YOUNG",0.0231920179815359,0.0320758069450273
"2736",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Unlbd. IDV","Army","YOUNG",0.00638735219261435,0.0034482602356973
"2737",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Unlbd. IDV","Navy","YOUNG",0.000783855035669324,0.000261332840257379
"2738",2010-12-31,"Q1",2011-09-30,4.16986301369863,"Unlbd. IDV","Additional
DoD
Components","YOUNG",0,1.78150790320324e-05
"2739",2011-03-31,"Q2",2011-09-30,2.25205479452055,"BPA","Army","CARTER",0.0444194242971045,0.0600444809448874
"2740",2011-03-31,"Q2",2011-09-30,2.25205479452055,"BPA","Navy","CARTER",0.00265711590432228,0.002918111791859
"2741",2011-03-31,"Q2",2011-09-30,2.25205479452055,"BPA","Air Force","CARTER",0.00216997779060008,0.00208766601972304
"2742",2011-03-31,"Q2",2011-09-30,2.25205479452055,"BPA","DLA","CARTER",0.00099856975451112,0.0011511680165058
"2743",2011-03-31,"Q2",2011-09-30,2.25205479452055,"BPA","Additional
DoD
Components","CARTER",0.00869613428451532,0.00502267610504966
"2744",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Definitive","Army","CARTER",1.51923147452791,2.08836966114492
"2745",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Definitive","Navy","CARTER",0.708630656850608,1.29849965157015
"2746",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Definitive","Air Force","CARTER",1.00998271229543,0.895971751272905
"2747",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Definitive","DLA","CARTER",0.145061229710449,0.152635428136802
"2748",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Definitive","MDA","CARTER",0.0692887290075535,0.0469935780738565
"2749",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Definitive","Military
Health","CARTER",0.00769922576584138,0.00246897887816478
"2750",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Definitive","Additional
DoD
Components","CARTER",0.0405388601342845,0.115192758165478
"2751",2011-03-31,"Q2",2011-09-30,2.25205479452055,"FSS","Army","CARTER",0.0635533829836341,0.095352898576724
"2752",2011-03-31,"Q2",2011-09-30,2.25205479452055,"FSS","Navy","CARTER",0.0644553792068821,0.0760993910791719
"2753",2011-03-31,"Q2",2011-09-30,2.25205479452055,"FSS","Air Force","CARTER",0.0513673928346622,0.0474359907784305
"2754",2011-03-31,"Q2",2011-09-30,2.25205479452055,"FSS","DLA","CARTER",0.00844820027276542,0.00805030461253322
"2755",2011-03-31,"Q2",2011-09-30,2.25205479452055,"FSS","MDA","CARTER",0.00476096159253042,0.00360552651769478
"2756",2011-03-31,"Q2",2011-09-30,2.25205479452055,"FSS","Military
Health","CARTER",-1.25891733109526e-06,-4.19639110365086e-07
"2757",2011-03-31,"Q2",2011-09-30,2.25205479452055,"FSS","Additional
DoD
Components","CARTER",0.0519436688208141,0.0354821359560778
"2758",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Multi-Awd.","Army","CARTER",1.66914754548888,1.83973680434676
"2759",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Multi-Awd.","Navy","CARTER",0.348298903346622,0.421075780053154
"2760",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Multi-Awd.","Air Force","CARTER",0.218476945100713,0.253039954741922
"2761",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Multi-Awd.","DLA","CARTER",0.0283145247796895,0.0596119170303539
"2762",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Multi-Awd.","MDA","CARTER",0.00388324538396979,0.00741687945866555
"2763",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Multi-Awd.","Additional
DoD
Components","CARTER",0.389712783455728,0.740723806298084
"2764",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Other IDV","Army","CARTER",0.0137578812526227,0.0962523356273605
"2765",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Other IDV","Navy","CARTER",0.0654949225136383,0.0819484817526927
"2766",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Other IDV","Air Force","CARTER",0.482776034578263,0.195755202157644
"2767",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Other IDV","DLA","CARTER",0.00626590908518674,0.00475442729402714
"2768",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Other IDV","Additional
DoD
Components","CARTER",0.013148966963911,0.017635220303539
"2769",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Pur. Order","Army","CARTER",0.199919064278221,0.188611701832424
"2770",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Pur. Order","Navy","CARTER",0.0782995642257658,0.0934631301405791
"2771",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Pur. Order","Air Force","CARTER",0.0531917375157365,0.0435761954154427
"2772",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Pur. Order","DLA","CARTER",0.235630411309274,0.238856255367884
"2773",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Pur. Order","MDA","CARTER",2.97104490138481e-05,6.00264022940271e-05
"2774",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Pur. Order","Additional
DoD
Components","CARTER",0.0332641413134704,0.0534399459295006
"2775",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Single-Awd.","Army","CARTER",2.13174372204154,2.18223293157435
"2776",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Single-Awd.","Navy","CARTER",1.10548120286404,1.82737155461603
"2777",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Single-Awd.","Air Force","CARTER",1.18492690305287,1.6150546066268
"2778",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Single-Awd.","DLA","CARTER",1.47343907734998,2.16506030652189
"2779",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Single-Awd.","MDA","CARTER",0.0781607637956357,0.0529533362778011
"2780",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Single-Awd.","Military
Health","CARTER",0.0857120578472514,0.0519208412120576
"2781",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Single-Awd.","Additional
DoD
Components","CARTER",0.297051394890894,0.338413385553924
"2782",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Unlbd. IDV","Army","CARTER",0.0110325357007973,0.00635202663659253
"2783",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Unlbd. IDV","Navy","CARTER",0.000318192740243391,0.00132896019723038
"2784",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Unlbd. IDV","Air Force","CARTER",8.45291754091481e-05,0.000523334515316827
"2785",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Unlbd. IDV","DLA","CARTER",0.000599992026856903,0.000420264788781648
"2786",2011-03-31,"Q2",2011-09-30,2.25205479452055,"Unlbd. IDV","Additional
DoD
Components","CARTER",3.6718422156945e-05,5.15169604140439e-05
"2787",2011-03-31,"Q2",2011-09-30,2.33698630136986,"BPA","Army","CARTER",0.0697818536193873,0.0677954269862918
"2788",2011-03-31,"Q2",2011-09-30,2.33698630136986,"BPA","Navy","CARTER",0.00428104321233739,0.00378766750594489
"2789",2011-03-31,"Q2",2011-09-30,2.33698630136986,"BPA","Air Force","CARTER",0.00143930017834662,0.00224498453629878
"2790",2011-03-31,"Q2",2011-09-30,2.33698630136986,"BPA","DLA","CARTER",0.000170781577843055,0.000593222562596167
"2791",2011-03-31,"Q2",2011-09-30,2.33698630136986,"BPA","Additional
DoD
Components","CARTER",0.00250052453839698,0.00545615230801511
"2792",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Definitive","Army","CARTER",1.29640058569031,2.07833124946496
"2793",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Definitive","Navy","CARTER",1.67499629599245,1.58086144177158
"2794",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Definitive","Air Force","CARTER",0.67481519345363,0.899223606207162
"2795",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Definitive","DLA","CARTER",0.211846540631557,0.167987452587774
"2796",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Definitive","MDA","CARTER",0.138107372712967,0.0870955174115261
"2797",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Definitive","Military
Health","CARTER",0.000787036298783047,0.00273494719541195
"2798",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Definitive","Additional
DoD
Components","CARTER",0.357799798237516,0.161454003357113
"2799",2011-03-31,"Q2",2011-09-30,2.33698630136986,"FSS","Army","CARTER",0.115638259158624,0.107960832266751
"2800",2011-03-31,"Q2",2011-09-30,2.33698630136986,"FSS","Navy","CARTER",0.0573896280004196,0.0639839237585676
"2801",2011-03-31,"Q2",2011-09-30,2.33698630136986,"FSS","Air Force","CARTER",0.0364794840432228,0.050529423094139
"2802",2011-03-31,"Q2",2011-09-30,2.33698630136986,"FSS","DLA","CARTER",0.00429883368652958,0.00657547205203525
"2803",2011-03-31,"Q2",2011-09-30,2.33698630136986,"FSS","MDA","CARTER",0.00123886043852287,0.00301562963701217
"2804",2011-03-31,"Q2",2011-09-30,2.33698630136986,"FSS","Military
Health","CARTER",0.000940285354595048,0.000313008812421318
"2805",2011-03-31,"Q2",2011-09-30,2.33698630136986,"FSS","Additional
DoD
Components","CARTER",0.222342866533781,0.0981561298433347
"2806",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Multi-Awd.","Army","CARTER",1.07550593706462,1.3698203277871
"2807",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Multi-Awd.","Navy","CARTER",0.373367633235418,0.421988900961673
"2808",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Multi-Awd.","Air Force","CARTER",0.401486244009652,0.338266019121555
"2809",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Multi-Awd.","DLA","CARTER",0.0543145925933697,0.0361827733738984
"2810",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Multi-Awd.","MDA","CARTER",0.00853093946705833,0.00905825989648902
"2811",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Multi-Awd.","Additional
DoD
Components","CARTER",0.403848416208561,0.782335531577843
"2812",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Other IDV","Army","CARTER",0.030644818862778,0.0172811318051476
"2813",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Other IDV","Navy","CARTER",0.0504072558644566,0.0870325380647643
"2814",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Other IDV","Air Force","CARTER",0.0158632217897608,0.19058504262834
"2815",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Other IDV","DLA","CARTER",0.010914087253462,0.00778053277381452
"2816",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Other IDV","Additional
DoD
Components","CARTER",0.0126525050986152,0.0155288781717723
"2817",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Pur. Order","Army","CARTER",0.21148541984893,0.199786393390684
"2818",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Pur. Order","Navy","CARTER",0.0984112086655476,0.0969644702056232
"2819",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Pur. Order","Air Force","CARTER",0.0434365003881662,0.0492128121905162
"2820",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Pur. Order","DLA","CARTER",0.235384973352916,0.234604265544132
"2821",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Pur. Order","MDA","CARTER",0.000312106588334033,0.000117254685970066
"2822",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Pur. Order","Military
Health","CARTER",4.06387431808645e-05,9.52051720520352e-05
"2823",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Pur. Order","Additional
DoD
Components","CARTER",0.0412313393096937,0.0489724286193873
"2824",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Single-Awd.","Army","CARTER",2.09460139079941,2.37436995218912
"2825",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Single-Awd.","Navy","CARTER",1.29048380565464,1.71093595704644
"2826",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Single-Awd.","Air Force","CARTER",1.0388349466324,1.63992908689327
"2827",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Single-Awd.","DLA","CARTER",1.13623292770667,2.06345337787103
"2828",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Single-Awd.","MDA","CARTER",0.0729360198594209,0.0595460194257938
"2829",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Single-Awd.","Military
Health","CARTER",0.000941281997482165,0.0493811948978878
"2830",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Single-Awd.","Additional
DoD
Components","CARTER",0.305235281966009,0.350000854465659
"2831",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Unlbd. IDV","Army","CARTER",0.000968546852706672,0.00543058608896349
"2832",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Unlbd. IDV","Navy","CARTER",0.00148739210029375,0.00154530901874388
"2833",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Unlbd. IDV","Air Force","CARTER",1.0812673101133e-05,0.000543969310393062
"2834",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Unlbd. IDV","DLA","CARTER",0.000284598195551825,0.00040974958036089
"2835",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Unlbd. IDV","MDA","CARTER",1.79773394880403e-05,-2.54902958455728e-05
"2836",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Unlbd. IDV","Additional
DoD
Components","CARTER",8.40327318506085e-06,3.68330885438523e-05
"2837",2011-03-31,"Q2",2011-09-30,2.41369863013699,"BPA","Army","CARTER",0.10669643798783,0.0736325719681074
"2838",2011-03-31,"Q2",2011-09-30,2.41369863013699,"BPA","Navy","CARTER",0.00516178477759127,0.00403331463141698
"2839",2011-03-31,"Q2",2011-09-30,2.41369863013699,"BPA","Air Force","CARTER",0.00291693640369282,0.00217540479087984
"2840",2011-03-31,"Q2",2011-09-30,2.41369863013699,"BPA","DLA","CARTER",0.00286956304028535,0.00134630479087984
"2841",2011-03-31,"Q2",2011-09-30,2.41369863013699,"BPA","Additional
DoD
Components","CARTER",0.00879742205203525,0.00666469362498251
"2842",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Definitive","Army","CARTER",3.1933752819765,2.00300244739824
"2843",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Definitive","Navy","CARTER",2.37793775369282,1.58718823551196
"2844",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Definitive","Air Force","CARTER",1.61100745118548,1.09860178564485
"2845",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Definitive","DLA","CARTER",0.204098423751574,0.18700206469786
"2846",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Definitive","MDA","CARTER",0.144924464078892,0.117440188599804
"2847",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Definitive","Military
Health","CARTER",0.241040629542593,0.0831756305357393
"2848",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Definitive","Additional
DoD
Components","CARTER",0.176089096737306,0.191475918369702
"2849",2011-03-31,"Q2",2011-09-30,2.41369863013699,"FSS","Army","CARTER",0.181092435029375,0.120094692390544
"2850",2011-03-31,"Q2",2011-09-30,2.41369863013699,"FSS","Navy","CARTER",0.131838572922786,0.084561193376696
"2851",2011-03-31,"Q2",2011-09-30,2.41369863013699,"FSS","Air Force","CARTER",0.166713002528326,0.0848532931354035
"2852",2011-03-31,"Q2",2011-09-30,2.41369863013699,"FSS","DLA","CARTER",0.0110522163554343,0.00793308343824311
"2853",2011-03-31,"Q2",2011-09-30,2.41369863013699,"FSS","MDA","CARTER",0.00530968489299203,0.00376983564134844
"2854",2011-03-31,"Q2",2011-09-30,2.41369863013699,"FSS","Military
Health","CARTER",0.000617910732270248,0.0005189790565114
"2855",2011-03-31,"Q2",2011-09-30,2.41369863013699,"FSS","Additional
DoD
Components","CARTER",0.0635025576374318,0.112596364330676
"2856",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Multi-Awd.","Army","CARTER",1.44707599238355,1.39724315831235
"2857",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Multi-Awd.","Navy","CARTER",0.683294653661351,0.468320396747797
"2858",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Multi-Awd.","Air Force","CARTER",0.372318424937054,0.330760538015806
"2859",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Multi-Awd.","DLA","CARTER",0.0700223919114561,0.0508838364281718
"2860",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Multi-Awd.","MDA","CARTER",0.0180546296684851,0.0101562715065044
"2861",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Multi-Awd.","Additional
DoD
Components","CARTER",0.474006981619807,0.422522727094699
"2862",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Other IDV","Army","CARTER",0.0952066611099455,0.0465364537417821
"2863",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Other IDV","Navy","CARTER",0.121627103619387,0.0791764273324941
"2864",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Other IDV","Air Force","CARTER",0.124207183403273,0.207615479923766
"2865",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Other IDV","DLA","CARTER",0.0200424832563995,0.0124074931983494
"2866",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Other IDV","Additional
DoD
Components","CARTER",0.0489381007658414,0.0249131909427892
"2867",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Pur. Order","Army","CARTER",0.302774218631977,0.238059567586376
"2868",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Pur. Order","Navy","CARTER",0.142947253944608,0.106552675611974
"2869",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Pur. Order","Air Force","CARTER",0.0621346567352077,0.0529209648797034
"2870",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Pur. Order","DLA","CARTER",0.275433662547209,0.2488163490698
"2871",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Pur. Order","MDA","CARTER",1.47922786403693e-05,0.000118869771996083
"2872",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Pur. Order","Military
Health","CARTER",0.000100584609735627,0.000124669170513359
"2873",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Pur. Order","Additional
DoD
Components","CARTER",0.0626431700692404,0.0457128835641348
"2874",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Single-Awd.","Army","CARTER",3.68261735211918,2.63632082165338
"2875",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Single-Awd.","Navy","CARTER",1.84377814224717,1.41324771692195
"2876",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Single-Awd.","Air Force","CARTER",1.98978426937684,1.4045153730207
"2877",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Single-Awd.","DLA","CARTER",2.01971801994335,1.54313000833333
"2878",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Single-Awd.","MDA","CARTER",0.123257185333613,0.0914513229962232
"2879",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Single-Awd.","Military
Health","CARTER",0.073490330665128,0.0533812235032872
"2880",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Single-Awd.","Additional
DoD
Components","CARTER",0.388638200167856,0.330308292341586
"2881",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Unlbd. IDV","Army","CARTER",0.000974821642887117,0.00432530139879703
"2882",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Unlbd. IDV","Navy","CARTER",0.00045288281577843,0.000752822552105189
"2883",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Unlbd. IDV","Air Force","CARTER",0.00158252256609316,0.000559288138201147
"2884",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Unlbd. IDV","DLA","CARTER",0.000431919597146454,0.000438836606518394
"2885",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Unlbd. IDV","Additional
DoD
Components","CARTER",3.99011959714645e-05,2.83409637711568e-05
"2886",2011-03-31,"Q2",2011-09-30,4.25479452054795,"Definitive","Army","YOUNG",1.85327104479647,1.05509431882081
