"","SignedMonth","Vehicle.sum","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"2189",2013-07-01,"FSS","Navy","CARTER",0.0171808916048543,0.01261880117887
"2190",2013-08-01,"FSS","Navy","CARTER",0.0209354452029044,0.0167668398862936
"2191",2013-09-01,"FSS","Navy","CARTER",0.0168298273603128,0.0183153880560238
"2192",2013-10-01,"FSS","Navy","CARTER",-0.0005542187397,0.0124036846078391
"2193",2013-11-01,"FSS","Navy","CARTER",0.002772004599,0.00634920440653759
"2194",2013-12-01,"FSS","Navy","CARTER",0.004032518423,0.00208343476076667
"2195",2014-01-01,"FSS","Navy","CARTER",0.0010680687206,0.00262419724753333
"2196",2014-02-01,"FSS","Navy","CARTER",0.0050208059237,0.0033737976891
"2197",2014-03-01,"FSS","Navy","CARTER",0.0059346869646,0.00400785386963333
"2198",2014-04-01,"FSS","Navy","CARTER",0.0170340127576,0.0093298352153
"2199",2014-05-01,"FSS","Navy","CARTER",0.0004819927355,0.0078168974859
"2200",2014-06-01,"FSS","Navy","CARTER",0.0016175202507,0.0063778419146
"2201",2014-07-01,"FSS","Navy","CARTER",0.0176434516436,0.00658098820993333
"2202",2014-08-01,"FSS","Navy","CARTER",0.006773886606,0.00867828616676667
"2203",2014-09-01,"FSS","Navy","CARTER",0.0131461443138,0.0125211608544667
"2204",2011-11-01,"FSS","Navy","KENDALL",0.0339063421068891,NA
"2205",2011-12-01,"FSS","Navy","KENDALL",0.0414505164452683,NA
"2206",2012-01-01,"FSS","Navy","KENDALL",0.0496960864792503,0.0416843150104692
"2207",2012-02-01,"FSS","Navy","KENDALL",0.0741699534136546,0.0551055187793911
"2208",2012-03-01,"FSS","Navy","KENDALL",0.0495907805890228,0.0578189401606426
"2209",2012-04-01,"FSS","Navy","KENDALL",0.0496903353722583,0.0578170231249785
"2210",2012-05-01,"FSS","Navy","KENDALL",0.0859128659767274,0.0617313273126695
"2211",2012-06-01,"FSS","Navy","KENDALL",0.0651628747193904,0.0669220253561254
"2212",2012-07-01,"FSS","Navy","KENDALL",0.125736493996499,0.0922707448975389
"2213",2012-08-01,"FSS","Navy","KENDALL",0.109709248934198,0.100202872550029
"2214",2012-09-01,"FSS","Navy","KENDALL",0.351943169508804,0.195796304146501
"2215",2012-10-01,"FSS","Navy","KENDALL",0.0313236531325277,0.164325357191843
"2216",2012-11-01,"FSS","Navy","KENDALL",0.0419600530463085,0.14174229189588
"2217",2012-12-01,"FSS","Navy","KENDALL",0.0577687859690261,0.0436841640492874
"2218",2013-01-01,"FSS","Navy","KENDALL",0.0466310388076572,0.0487866259409973
"2219",2013-02-01,"FSS","Navy","KENDALL",0.0477542109066721,0.0507180118944518
"2220",2013-03-01,"FSS","Navy","KENDALL",0.0466177364941607,0.04700099540283
"2221",2013-04-01,"FSS","Navy","KENDALL",0.066892573303138,0.0537548402346569
"2222",2013-05-01,"FSS","Navy","KENDALL",0.0638418147422565,0.0591173748465184
"2223",2013-06-01,"FSS","Navy","KENDALL",0.0594451934285569,0.0633931938246505
"2224",2013-07-01,"FSS","Navy","KENDALL",0.0763792096313598,0.0665554059340578
"2225",2013-08-01,"FSS","Navy","KENDALL",0.0924162493561491,0.0760802174720219
"2226",2013-09-01,"FSS","Navy","KENDALL",0.245645774344877,0.138147077777462
"2227",2013-10-01,"FSS","Navy","KENDALL",0.0181052744619,0.118722432720975
"2228",2013-11-01,"FSS","Navy","KENDALL",0.0408667771879,0.101539275331559
"2229",2013-12-01,"FSS","Navy","KENDALL",0.039424194839,0.0327987488296
"2230",2014-01-01,"FSS","Navy","KENDALL",0.030478627444,0.0369231998236333
"2231",2014-02-01,"FSS","Navy","KENDALL",0.0302408329656,0.0333812184162
"2232",2014-03-01,"FSS","Navy","KENDALL",0.05328942951,0.0380029633065333
"2233",2014-04-01,"FSS","Navy","KENDALL",0.0599681396177,0.0478328006977667
"2234",2014-05-01,"FSS","Navy","KENDALL",0.061297367612,0.0581849789132333
"2235",2014-06-01,"FSS","Navy","KENDALL",0.0809888302019,0.0674181124772
"2236",2014-07-01,"FSS","Navy","KENDALL",0.0768046497875,0.0730302825338
"2237",2014-08-01,"FSS","Navy","KENDALL",0.0985531040402,0.0854488613432
"2238",2014-09-01,"FSS","Navy","KENDALL",0.2433360469868,0.1395646002715
"2239",2007-07-01,"FSS","Air Force","YOUNG",0.0514619226400269,NA
"2240",2007-08-01,"FSS","Air Force","YOUNG",0.148087550757661,NA
"2241",2007-09-01,"FSS","Air Force","YOUNG",0.553041407744977,0.250863627047555
"2242",2007-10-01,"FSS","Air Force","YOUNG",0.0707709580911063,0.257299972197915
"2243",2007-11-01,"FSS","Air Force","YOUNG",0.0352897518112798,0.219700705882454
"2244",2007-12-01,"FSS","Air Force","YOUNG",0.0558251565943601,0.0539619554989154
"2245",2008-01-01,"FSS","Air Force","YOUNG",0.0621894861279826,0.0511014648445408
"2246",2008-02-01,"FSS","Air Force","YOUNG",0.116859175444685,0.0782912727223427
"2247",2008-03-01,"FSS","Air Force","YOUNG",0.0790789799240781,0.0860425471655821
"2248",2008-04-01,"FSS","Air Force","YOUNG",0.069964557505423,0.0886342376247288
"2249",2008-05-01,"FSS","Air Force","YOUNG",0.0649224244685466,0.0713219872993492
"2250",2008-06-01,"FSS","Air Force","YOUNG",0.0938349896854664,0.076240657219812
"2251",2008-07-01,"FSS","Air Force","YOUNG",0.0940231324186551,0.0842601821908894
"2252",2008-08-01,"FSS","Air Force","YOUNG",0.109750718872017,0.0992029469920463
"2253",2008-09-01,"FSS","Air Force","YOUNG",0.51292479456616,0.238899548618944
"2254",2008-10-01,"FSS","Air Force","YOUNG",0.0832516879086382,0.235309067115605
"2255",2008-11-01,"FSS","Air Force","YOUNG",0.026579053182507,0.207585178552435
"2256",2008-12-01,"FSS","Air Force","YOUNG",0.081730023922927,0.0638535883380241
"2257",2009-01-01,"FSS","Air Force","YOUNG",0.0472902923143538,0.0518664564732626
"2258",2009-02-01,"FSS","Air Force","YOUNG",0.0671731711192899,0.0653978291188569
"2259",2009-03-01,"FSS","Air Force","YOUNG",0.0862131460056289,0.0668922031464242
"2260",2009-04-01,"FSS","Air Force","YOUNG",0.0663765101320632,0.0732542757523273
"2261",2009-05-01,"FSS","Air Force","YOUNG",0.0355020910803204,0.0626972490726709
"2262",2009-06-01,"FSS","Air Force","YOUNG",0.0258151160424334,0.0425645724182724
"2263",2009-07-01,"FSS","Air Force","YOUNG",0.0221846644403551,0.027833957187703
"2264",2009-08-01,"FSS","Air Force","YOUNG",0.0304410606191816,0.02614694703399
"2265",2009-09-01,"FSS","Air Force","YOUNG",0.0429473657718121,0.0318576969437829
"2266",2009-10-01,"FSS","Air Force","YOUNG",0.0479913837184424,0.0404599367031454
"2267",2009-11-01,"FSS","Air Force","YOUNG",0.0141748114249037,0.0350378536383861
"2268",2009-12-01,"FSS","Air Force","YOUNG",0.0180553459456568,0.0267405136963343
"2269",2010-01-01,"FSS","Air Force","YOUNG",0.0374704409713308,0.0232335327806304
"2270",2010-02-01,"FSS","Air Force","YOUNG",0.0253744863393239,0.0269667577521038
"2271",2010-03-01,"FSS","Air Force","YOUNG",0.0495712357509628,0.0374720543538725
"2272",2010-04-01,"FSS","Air Force","YOUNG",0.0196355505776637,0.0315270908893168
"2273",2010-05-01,"FSS","Air Force","YOUNG",0.019471458483098,0.0295594149372415
"2274",2010-06-01,"FSS","Air Force","YOUNG",0.0149695621630295,0.0180255237412637
"2275",2010-07-01,"FSS","Air Force","YOUNG",0.0130314321031237,0.0158241509164171
"2276",2010-08-01,"FSS","Air Force","YOUNG",0.0143824246041934,0.0141278062901155
"2277",2010-09-01,"FSS","Air Force","YOUNG",0.0296957204000856,0.0190365257024676
"2278",2010-10-01,"FSS","Air Force","YOUNG",0.0276121121800252,0.0238967523947681
"2279",2010-11-01,"FSS","Air Force","YOUNG",0.00751287596516995,0.0216069028484269
"2280",2010-12-01,"FSS","Air Force","YOUNG",0.0173910297524129,0.0175053392992027
"2281",2011-01-01,"FSS","Air Force","YOUNG",0.0190866068296265,0.0146635041824031
"2282",2011-02-01,"FSS","Air Force","YOUNG",0.00937807768569031,0.0152852380892432
"2283",2011-03-01,"FSS","Air Force","YOUNG",0.0207360176563156,0.0164002340572108
"2284",2011-04-01,"FSS","Air Force","YOUNG",0.00952111533780948,0.0132117368932718
"2285",2011-05-01,"FSS","Air Force","YOUNG",0.010026804710449,0.013427979234858
"2286",2011-06-01,"FSS","Air Force","YOUNG",0.025165436309274,0.0149044521191775
"2287",2011-07-01,"FSS","Air Force","YOUNG",0.0132466973352916,0.0161463127850049
"2288",2011-08-01,"FSS","Air Force","YOUNG",0.00806174715694503,0.0154912936005036
"2289",2011-09-01,"FSS","Air Force","YOUNG",0.0190982528850189,0.0134688991257519
"2290",2011-10-01,"FSS","Air Force","YOUNG",0.015441093296262,0.0142003644460753
"2291",2011-11-01,"FSS","Air Force","YOUNG",0.00480164271444753,0.0131136629652428
"2292",2011-12-01,"FSS","Air Force","YOUNG",0.0137987381938008,0.0113471580681701
"2293",2012-01-01,"FSS","Air Force","YOUNG",0.0121230275357842,0.0102411361480108
"2294",2012-02-01,"FSS","Air Force","YOUNG",0.00676298307074452,0.0108949162667765
"2295",2012-03-01,"FSS","Air Force","YOUNG",0.0119542291525075,0.0102800799196787
"2296",2012-04-01,"FSS","Air Force","YOUNG",0.016873566038513,0.0118635927539217
"2297",2012-05-01,"FSS","Air Force","YOUNG",0.00237942590876326,0.0104024070332613
"2298",2012-06-01,"FSS","Air Force","YOUNG",0.00461689317269076,0.00795662837332235
"2299",2012-07-01,"FSS","Air Force","YOUNG",0.00532101675419627,0.00410577861188343
"2300",2012-08-01,"FSS","Air Force","YOUNG",0.00306256519410977,0.00433349170699894
"2301",2012-09-01,"FSS","Air Force","YOUNG",0.00951096503964576,0.00596484899598394
"2302",2012-10-01,"FSS","Air Force","YOUNG",0.00226433079486138,0.00494595367620564
"2303",2012-11-01,"FSS","Air Force","YOUNG",0.00342063039504418,0.00506530874318377
"2304",2012-12-01,"FSS","Air Force","YOUNG",0.00623900420249822,0.00397465513080126
"2305",2013-01-01,"FSS","Air Force","YOUNG",0.00434898801919366,0.00466954087224535
"2306",2013-02-01,"FSS","Air Force","YOUNG",0.00231257806509597,0.00430019009559595
"2307",2013-03-01,"FSS","Air Force","YOUNG",0.00282547839514573,0.00316234815981179
"2308",2013-04-01,"FSS","Air Force","YOUNG",0.00268138654524221,0.00260648100182797
"2309",2013-05-01,"FSS","Air Force","YOUNG",0.000409214020310755,0.0019720263202329
"2310",2013-06-01,"FSS","Air Force","YOUNG",0.00431853326810196,0.00246971127788497
"2311",2013-07-01,"FSS","Air Force","YOUNG",0.00549474335574287,0.00340749688138519
"2312",2013-08-01,"FSS","Air Force","YOUNG",0.000913401007413425,0.00357555921041942
"2313",2013-09-01,"FSS","Air Force","YOUNG",0.00126979132954199,0.00255931189756609
"2314",2013-10-01,"FSS","Air Force","YOUNG",0.0004512098698,0.000878134068918473
"2315",2013-11-01,"FSS","Air Force","YOUNG",0.0004436768601,0.000721559353147331
"2316",2013-12-01,"FSS","Air Force","YOUNG",0.0020271090505,0.000973998593466666
"2317",2014-01-01,"FSS","Air Force","YOUNG",0.0007119255808,0.00106090383046667
"2318",2014-02-01,"FSS","Air Force","YOUNG",-0.0003951892678,0.000781281787833333
"2319",2014-03-01,"FSS","Air Force","YOUNG",0.0008815157287,0.000399417347233333
"2320",2014-04-01,"FSS","Air Force","YOUNG",0.0018877081658,0.000791344875566667
"2321",2014-05-01,"FSS","Air Force","YOUNG",-0.0004796003209,0.000763207857866667
"2322",2014-06-01,"FSS","Air Force","YOUNG",9.81056133e-05,0.000502071152733333
"2323",2014-07-01,"FSS","Air Force","YOUNG",-0.0001501360725,-0.000177210260033333
"2324",2014-08-01,"FSS","Air Force","YOUNG",-4.130299e-05,-3.11111497333333e-05
"2325",2014-09-01,"FSS","Air Force","YOUNG",4.47424125e-05,-4.88988833333333e-05
"2326",2009-04-01,"FSS","Air Force","CARTER",0.0149057844122104,NA
"2327",2009-05-01,"FSS","Air Force","CARTER",0.0576949988200909,NA
"2328",2009-06-01,"FSS","Air Force","CARTER",0.143384898722667,0.0719952273183229
"2329",2009-07-01,"FSS","Air Force","CARTER",0.0836903959082052,0.0949234311503211
"2330",2009-08-01,"FSS","Air Force","CARTER",0.136831594641697,0.12130229642419
"2331",2009-09-01,"FSS","Air Force","CARTER",0.460029773663131,0.226850588071011
"2332",2009-10-01,"FSS","Air Force","CARTER",0.0523738634253316,0.216411743910053
"2333",2009-11-01,"FSS","Air Force","CARTER",0.0236401881471973,0.178681275078553
"2334",2009-12-01,"FSS","Air Force","CARTER",0.048954750652546,0.0416562674083583
"2335",2010-01-01,"FSS","Air Force","CARTER",0.0497329655969191,0.0407759681322208
"2336",2010-02-01,"FSS","Air Force","CARTER",0.0288039635643988,0.0424972266046213
"2337",2010-03-01,"FSS","Air Force","CARTER",0.0912189598630723,0.0565852963414634
"2338",2010-04-01,"FSS","Air Force","CARTER",0.0578032859114249,0.0592754031129653
"2339",2010-05-01,"FSS","Air Force","CARTER",0.0619547267971759,0.070325657523891
"2340",2010-06-01,"FSS","Air Force","CARTER",0.181600574058622,0.100452862255741
"2341",2010-07-01,"FSS","Air Force","CARTER",0.0785329753851091,0.107362758746969
"2342",2010-08-01,"FSS","Air Force","CARTER",0.131904361981172,0.130679303808301
"2343",2010-09-01,"FSS","Air Force","CARTER",0.429744222999572,0.213393853455285
"2344",2010-10-01,"FSS","Air Force","CARTER",0.0611792913239614,0.207609292101569
"2345",2010-11-01,"FSS","Air Force","CARTER",0.0271991870960974,0.172707567139877
"2346",2010-12-01,"FSS","Air Force","CARTER",0.0637413924045321,0.0507066236081969
"2347",2011-01-01,"FSS","Air Force","CARTER",0.0513673928346622,0.0474359907784305
"2348",2011-02-01,"FSS","Air Force","CARTER",0.0364794840432228,0.050529423094139
"2349",2011-03-01,"FSS","Air Force","CARTER",0.166713002528326,0.0848532931354035
"2350",2011-04-01,"FSS","Air Force","CARTER",0.054198064624423,0.0857968503986572
"2351",2011-05-01,"FSS","Air Force","CARTER",0.0701062320079731,0.0970057663869072
"2352",2011-06-01,"FSS","Air Force","CARTER",0.0794059585816198,0.067903418404672
"2353",2011-07-01,"FSS","Air Force","CARTER",0.0757846301195971,0.0750989402363967
"2354",2011-08-01,"FSS","Air Force","CARTER",0.115879144450273,0.0903565777171632
"2355",2011-09-01,"FSS","Air Force","CARTER",0.317951631147713,0.169871801905861
"2356",2011-10-01,"FSS","Air Force","CARTER",0.0730999014622593,0.168976892353415
"2357",2011-11-01,"FSS","Air Force","CARTER",0.0519286769024817,0.147660069837485
"2358",2011-12-01,"FSS","Air Force","CARTER",0.0204755095458758,0.0485013626368723
"2359",2012-01-01,"FSS","Air Force","CARTER",0.0287851017299969,0.0337297627261181
"2360",2012-02-01,"FSS","Air Force","CARTER",0.0314524948614973,0.0269043687124567
"2361",2012-03-01,"FSS","Air Force","CARTER",0.130906088981567,0.0637145618576872
"2362",2012-04-01,"FSS","Air Force","CARTER",0.0150665042014211,0.0591416960148285
"2363",2012-05-01,"FSS","Air Force","CARTER",0.0257329228915663,0.0572351720248515
"2364",2012-06-01,"FSS","Air Force","CARTER",0.0226379084749253,0.0211457785226376
"2365",2012-07-01,"FSS","Air Force","CARTER",0.0121469277829266,0.0201725863831394
"2366",2012-08-01,"FSS","Air Force","CARTER",0.0243398922047163,0.0197082428208561
"2367",2012-09-01,"FSS","Air Force","CARTER",0.033643440098857,0.0233767533621666
"2368",2012-10-01,"FSS","Air Force","CARTER",0.0457668078522393,0.0345833800519375
"2369",2012-11-01,"FSS","Air Force","CARTER",0.0155927479805017,0.0316676653105326
"2370",2012-12-01,"FSS","Air Force","CARTER",0.0149305921291764,0.0254300493206391
"2371",2013-01-01,"FSS","Air Force","CARTER",0.0201674282823195,0.0168969227973325
"2372",2013-02-01,"FSS","Air Force","CARTER",0.00394086419224129,0.0130129615345791
"2373",2013-03-01,"FSS","Air Force","CARTER",0.0190027842244338,0.0143703588996649
"2374",2013-04-01,"FSS","Air Force","CARTER",0.00942204434254088,0.010788564253072
"2375",2013-05-01,"FSS","Air Force","CARTER",0.00287882637767848,0.0104345516482177
"2376",2013-06-01,"FSS","Air Force","CARTER",0.0134635218320301,0.00858813085074981
"2377",2013-07-01,"FSS","Air Force","CARTER",0.0130293752910531,0.00979057450025388
"2378",2013-08-01,"FSS","Air Force","CARTER",0.0171547319582614,0.0145492096937815
"2379",2013-09-01,"FSS","Air Force","CARTER",0.0176111816457804,0.0159317629650317
"2380",2013-10-01,"FSS","Air Force","CARTER",0.0344004691404,0.0230554609148139
"2381",2013-11-01,"FSS","Air Force","CARTER",0.0081110841868,0.0200409116576601
"2382",2013-12-01,"FSS","Air Force","CARTER",0.0017101593027,0.0147405708766333
"2383",2014-01-01,"FSS","Air Force","CARTER",0.0038257838524,0.00454900911396667
"2384",2014-02-01,"FSS","Air Force","CARTER",0.009655128065,0.0050636904067
"2385",2014-03-01,"FSS","Air Force","CARTER",0.0051449182117,0.00620861004303333
"2386",2014-04-01,"FSS","Air Force","CARTER",0.0136660884702,0.0094887115823
"2387",2014-05-01,"FSS","Air Force","CARTER",0.0020932438638,0.00696808351523333
"2388",2014-06-01,"FSS","Air Force","CARTER",0.0054306629843,0.00706333177276667
"2389",2014-07-01,"FSS","Air Force","CARTER",0.0009759857667,0.00283329753826667
"2390",2014-08-01,"FSS","Air Force","CARTER",0.0006739798956,0.00236020954886667
"2391",2014-09-01,"FSS","Air Force","CARTER",0.0083676673435,0.00333921100193333
"2392",2011-11-01,"FSS","Air Force","KENDALL",0.0109391416846875,NA
"2393",2011-12-01,"FSS","Air Force","KENDALL",0.0229883232107919,NA
"2394",2012-01-01,"FSS","Air Force","KENDALL",0.0158428678817835,0.0165901109257543
"2395",2012-02-01,"FSS","Air Force","KENDALL",0.0195535213160334,0.0194615708028696
"2396",2012-03-01,"FSS","Air Force","KENDALL",0.0392197938317372,0.0248720610098514
"2397",2012-04-01,"FSS","Air Force","KENDALL",0.0533833884563897,0.0373855678680534
"2398",2012-05-01,"FSS","Air Force","KENDALL",0.0679344205231181,0.053512534270415
"2399",2012-06-01,"FSS","Air Force","KENDALL",0.10272436373185,0.0746807242371194
"2400",2012-07-01,"FSS","Air Force","KENDALL",0.0615322711770158,0.0773970184773281
"2401",2012-08-01,"FSS","Air Force","KENDALL",0.0823714386983833,0.0822093578690832
"2402",2012-09-01,"FSS","Air Force","KENDALL",0.304056037483266,0.149319915786222
"2403",2012-10-01,"FSS","Air Force","KENDALL",0.0306954098804712,0.139040962020707
"2404",2012-11-01,"FSS","Air Force","KENDALL",0.0315552469906571,0.122102231451465
"2405",2012-12-01,"FSS","Air Force","KENDALL",0.0281012942488067,0.0301173170399783
"2406",2013-01-01,"FSS","Air Force","KENDALL",0.0256268534064182,0.028427798215294
"2407",2013-02-01,"FSS","Air Force","KENDALL",0.0277752105913476,0.0271677860821909
"2408",2013-03-01,"FSS","Air Force","KENDALL",0.0526141414271352,0.0353387351416337
"2409",2013-04-01,"FSS","Air Force","KENDALL",0.0333404655922616,0.0379099392035815
"2410",2013-05-01,"FSS","Air Force","KENDALL",0.0349238059325683,0.0402928043173217
"2411",2013-06-01,"FSS","Air Force","KENDALL",0.0520714290344267,0.0401119001864189
"2412",2013-07-01,"FSS","Air Force","KENDALL",0.0503380145138621,0.0457777498269524
"2413",2013-08-01,"FSS","Air Force","KENDALL",0.0675366410858129,0.0566486948780339
"2414",2013-09-01,"FSS","Air Force","KENDALL",0.156175413984868,0.0913500231948478
"2415",2013-10-01,"FSS","Air Force","KENDALL",0.1550161606048,0.126242738558494
"2416",2013-11-01,"FSS","Air Force","KENDALL",0.0284081047259,0.113199893105189
"2417",2013-12-01,"FSS","Air Force","KENDALL",0.0399078388067,0.0744440347124667
"2418",2014-01-01,"FSS","Air Force","KENDALL",0.0218395385435,0.0300518273587
"2419",2014-02-01,"FSS","Air Force","KENDALL",0.0269731090535,0.0295734954679
"2420",2014-03-01,"FSS","Air Force","KENDALL",0.062154429003,0.0369890255333333
"2421",2014-04-01,"FSS","Air Force","KENDALL",0.0466616306996,0.0452630562520333
"2422",2014-05-01,"FSS","Air Force","KENDALL",0.0750296326528,0.0612818974518
"2423",2014-06-01,"FSS","Air Force","KENDALL",0.0566696502109,0.0594536378544333
"2424",2014-07-01,"FSS","Air Force","KENDALL",0.0684817595027,0.0667270141221333
"2425",2014-08-01,"FSS","Air Force","KENDALL",0.085460228076,0.0702038792632
"2426",2014-09-01,"FSS","Air Force","KENDALL",0.1892459512295,0.114395979602733
"2427",2007-07-01,"FSS","DLA","YOUNG",0.0068312598495903,NA
"2428",2007-08-01,"FSS","DLA","YOUNG",0.00683394613312381,NA
"2429",2007-09-01,"FSS","DLA","YOUNG",0.056899722808396,0.02352164293037
"2430",2007-10-01,"FSS","DLA","YOUNG",0.031759751659436,0.0318311402003186
"2431",2007-11-01,"FSS","DLA","YOUNG",0.002730650835141,0.030463375100991
"2432",2007-12-01,"FSS","DLA","YOUNG",0.0158540199240781,0.0167814741395517
"2433",2008-01-01,"FSS","DLA","YOUNG",0.00653833380694143,0.00837433485538684
"2434",2008-02-01,"FSS","DLA","YOUNG",0.0116756321691974,0.0113559953000723
"2435",2008-03-01,"FSS","DLA","YOUNG",0.0140725711930586,0.0107621790563991
"2436",2008-04-01,"FSS","DLA","YOUNG",0.0149079222234273,0.0135520418618944
"2437",2008-05-01,"FSS","DLA","YOUNG",0.00896863752711497,0.0126497103145336
"2438",2008-06-01,"FSS","DLA","YOUNG",0.0286653315401302,0.0175139637635575
"2439",2008-07-01,"FSS","DLA","YOUNG",0.0158146936659436,0.0178162209110629
"2440",2008-08-01,"FSS","DLA","YOUNG",0.0244172218329718,0.0229657490130152
"2441",2008-09-01,"FSS","DLA","YOUNG",0.0600374211388286,0.0334231122125813
"2442",2008-10-01,"FSS","DLA","YOUNG",0.0273649749837627,0.0372732059851877
"2443",2008-11-01,"FSS","DLA","YOUNG",0.0147097539402468,0.0340373833542794
"2444",2008-12-01,"FSS","DLA","YOUNG",0.0355854313812514,0.0258867201017536
"2445",2009-01-01,"FSS","DLA","YOUNG",0.0126336996969041,0.0209762950061341
"2446",2009-02-01,"FSS","DLA","YOUNG",0.0062007687702966,0.0181399666161507
"2447",2009-03-01,"FSS","DLA","YOUNG",0.0184110431045681,0.0124151705239229
"2448",2009-04-01,"FSS","DLA","YOUNG",0.0126162475102836,0.0124093531283828
"2449",2009-05-01,"FSS","DLA","YOUNG",0.0074789708594934,0.0128354204914484
"2450",2009-06-01,"FSS","DLA","YOUNG",0.019688433632821,0.0132612173341993
"2451",2009-07-01,"FSS","DLA","YOUNG",0.0160292409395973,0.0143988818106372
"2452",2009-08-01,"FSS","DLA","YOUNG",0.023926810889803,0.0198814951540738
"2453",2009-09-01,"FSS","DLA","YOUNG",0.0459154728187919,0.0286238415493974
"2454",2009-10-01,"FSS","DLA","YOUNG",0.0164783925545571,0.028773558754384
"2455",2009-11-01,"FSS","DLA","YOUNG",0.00637763172871202,0.0229238323673537
"2456",2009-12-01,"FSS","DLA","YOUNG",0.0129899296320068,0.011948651305092
"2457",2010-01-01,"FSS","DLA","YOUNG",0.00474048141848524,0.0080360142597347
"2458",2010-02-01,"FSS","DLA","YOUNG",0.0078531498716303,0.00852785364070746
"2459",2010-03-01,"FSS","DLA","YOUNG",0.00607508445656825,0.00622290524889459
"2460",2010-04-01,"FSS","DLA","YOUNG",0.00326017368421053,0.00572946933746969
"2461",2010-05-01,"FSS","DLA","YOUNG",0.0119355710526316,0.00709027639780345
"2462",2010-06-01,"FSS","DLA","YOUNG",0.00874674005134788,0.00798082826273
"2463",2010-07-01,"FSS","DLA","YOUNG",0.00916921113607189,0.00995050741335045
"2464",2010-08-01,"FSS","DLA","YOUNG",0.00323774140992726,0.00705123086578234
"2465",2010-09-01,"FSS","DLA","YOUNG",0.00947910857937527,0.00729535370845814
"2466",2010-10-01,"FSS","DLA","YOUNG",0.0183712817771716,0.0103627105888247
"2467",2010-11-01,"FSS","DLA","YOUNG",0.00326326163449434,0.0103712173303471
"2468",2010-12-01,"FSS","DLA","YOUNG",0.0052544423101133,0.00896299524059309
"2469",2011-01-01,"FSS","DLA","YOUNG",0.00318386640788922,0.00390052345083228
"2470",2011-02-01,"FSS","DLA","YOUNG",0.00539349620226605,0.00461060164008952
"2471",2011-03-01,"FSS","DLA","YOUNG",0.00401719028535459,0.00419818429850329
"2472",2011-04-01,"FSS","DLA","YOUNG",0.00240154143936215,0.00393740930899426
"2473",2011-05-01,"FSS","DLA","YOUNG",0.00175625294796475,0.00272499489089383
"2474",2011-06-01,"FSS","DLA","YOUNG",0.0186575049517415,0.00760509977968947
"2475",2011-07-01,"FSS","DLA","YOUNG",0.000418103724297104,0.00694395387466779
"2476",2011-08-01,"FSS","DLA","YOUNG",0.0065947834452371,0.00855679737375857
"2477",2011-09-01,"FSS","DLA","YOUNG",0.00484327074066303,0.00395205263673241
"2478",2011-10-01,"FSS","DLA","YOUNG",0.016781024600968,0.0094063595956227
"2479",2011-11-01,"FSS","DLA","YOUNG",0.000246127432808156,0.00729014092481305
"2480",2011-12-01,"FSS","DLA","YOUNG",0.00366160842343734,0.00689625348573782
"2481",2012-01-01,"FSS","DLA","YOUNG",0.00120975457728349,0.00170583014450966
"2482",2012-02-01,"FSS","DLA","YOUNG",0.00577867056945732,0.00355001119005938
"2483",2012-03-01,"FSS","DLA","YOUNG",0.00186780633302441,0.00295207715992174
"2484",2012-04-01,"FSS","DLA","YOUNG",0.0017319109978375,0.00312612930010641
"2485",2012-05-01,"FSS","DLA","YOUNG",0.0125958247451344,0.0053985140253321
"2486",2012-06-01,"FSS","DLA","YOUNG",0.000503857357635671,0.00494386436686919
"2487",2012-07-01,"FSS","DLA","YOUNG",0.00408293686541036,0.00572753965606014
"2488",2012-08-01,"FSS","DLA","YOUNG",0.000327113180928844,0.00163796913465829
"2489",2012-09-01,"FSS","DLA","YOUNG",0.000278432355061271,0.00156282746713349
"2490",2012-10-01,"FSS","DLA","YOUNG",0.00621485325144714,0.00227346626247908
"2491",2012-11-01,"FSS","DLA","YOUNG",0.00163143038478724,0.00270823866376522
"2492",2012-12-01,"FSS","DLA","YOUNG",0.00201839733929115,0.00328822699184185
"2493",2013-01-01,"FSS","DLA","YOUNG",-0.000166068257743475,0.00116125315544497
"2494",2013-02-01,"FSS","DLA","YOUNG",0.00244209642601808,0.00143147516918858
"2495",2013-03-01,"FSS","DLA","YOUNG",0.000488983455164009,0.000921670541146203
"2496",2013-04-01,"FSS","DLA","YOUNG",-0.00122560149832436,0.000568492794285908
"2497",2013-05-01,"FSS","DLA","YOUNG",0.000239538596933076,-0.000165693148742426
"2498",2013-06-01,"FSS","DLA","YOUNG",-6.18166247588098e-05,-0.000349293175383365
"2499",2013-07-01,"FSS","DLA","YOUNG",1.88058907281406e-05,6.55092876341356e-05
"2500",2013-08-01,"FSS","DLA","YOUNG",-0.000406243865441251,-0.000149751533157307
"2501",2013-09-01,"FSS","DLA","YOUNG",9.35890139128669e-06,-0.000126026357773941
"2502",2013-10-01,"FSS","DLA","YOUNG",0.000772745345,0.000125286793650012
"2503",2013-11-01,"FSS","DLA","YOUNG",-0.000193864739,0.000196079835797096
"2504",2013-12-01,"FSS","DLA","YOUNG",-0.0001726595811,0.0001354070083
"2505",2014-01-01,"FSS","DLA","YOUNG",0.0001021199102,-8.81348033e-05
"2506",2014-02-01,"FSS","DLA","YOUNG",-7.59714395e-05,-4.88370368e-05
"2507",2014-03-01,"FSS","DLA","YOUNG",-0.0004593850588,-0.000144412196033333
