"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Vehicle.sum","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"1",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"BPA","Army","YOUNG",2.49457700650759e-05,NA
"2",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"BPA","Army","YOUNG",1.08777640588169e-05,NA
"3",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"BPA","Army","YOUNG",1.03524945770065e-05,1.53920095669665e-05
"4",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"BPA","Army","YOUNG",2.74410045464386e-06,7.99145303015577e-06
"5",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"BPA","Army","YOUNG",5.88560737527115e-05,2.39842229281206e-05
"6",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"BPA","Army","YOUNG",0,2.05333914024518e-05
"7",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"BPA","Army","YOUNG",0.000936276012123836,0.000331710695292183
"8",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"BPA","Army","YOUNG",0,0.000312092004041279
"9",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"BPA","Army","YOUNG",-1.6526759038753e-05,0.000306583084361694
"10",2009-10-01,2009-12-31,"Q1",2010-04-18,1,"BPA","Army","CARTER pre-Task
& Delivery Comp.",3.76000855798032e-05,NA
"11",2009-11-01,2009-12-31,"Q1",2010-04-18,1.08493150684932,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0.00306052675438597,NA
"12",2010-01-01,2010-03-31,"Q2",2010-04-18,1.25205479452055,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0.00880645590500642,0.00396819424832406
"13",2010-02-01,2010-03-31,"Q2",2010-04-18,1.33698630136986,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0.0105501571994009,0.00747237995293111
"14",2010-03-01,2010-03-31,"Q2",2010-04-18,1.41369863013699,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0.022531869127086,0.0139628274104978
"15",2010-04-01,2010-06-30,"Q3",2010-04-18,1.4986301369863,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0.0280086439987163,0.0203635567750678
"16",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"BPA","Army","CARTER pre-Task
& Delivery Comp.",2.72079803166453e-05,0.016855907035373
"17",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"BPA","Army","CARTER pre-Task
& Delivery Comp.",-0.000120067757809157,0.0093052614070746
"18",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0.000110626979032948,5.92240051347882e-06
"19",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"BPA","Army","CARTER pre-Task
& Delivery Comp.",8.59672681493915e-07,-2.8603686982383e-06
"20",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"BPA","Army","CARTER pre-Task
& Delivery Comp.",1.17368153279931e-05,4.10744890141451e-05
"21",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"BPA","Army","CARTER pre-Task
& Delivery Comp.",-0.00015478674989509,-4.73967539618677e-05
"22",2009-12-01,2009-12-31,"Q1",2010-04-18,1.16712328767123,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0.00725344891955499,0.00237013299499596
"23",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0,0.00236622072321996
"24",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0.00018232472186564,0.00247859121380687
"25",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0.000252457584510056,0.000144927435458565
"26",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0.000138361204364247,0.000191047836913314
"27",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"BPA","Army","CARTER pre-Task
& Delivery Comp.",4.06148516995021e-06,0.000131626758014751
"28",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"BPA","Army","CARTER pre-Task
& Delivery Comp.",-0.000340612767519933,-6.60633593285786e-05
"29",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"BPA","Army","CARTER pre-Task
& Delivery Comp.",2.27299622324801e-06,-0.000111426095375578
"30",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"BPA","Army","CARTER pre-Task
& Delivery Comp.",3.50923206042803e-06,-0.000111610179745419
"31",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0.00135216325010491,0.000452648492796195
"32",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"BPA","Army","CARTER pre-Task
& Delivery Comp.",3.66764582459085e-05,0.000464116313470415
"33",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0.000174938636597673,0.000521259448316164
"34",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"BPA","Army","CARTER pre-Task
& Delivery Comp.",-0.000334611574503141,-4.09988265531865e-05
"35",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"BPA","Army","CARTER pre-Task
& Delivery Comp.",-1.88810008392782e-05,-5.95179795815821e-05
"36",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0.00146961658943466,0.000372041338030748
"37",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"BPA","Army","CARTER pre-Task
& Delivery Comp.",-8.2354031510658e-06,0.000480833395148106
"38",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"BPA","Army","CARTER pre-Task
& Delivery Comp.",7.30371380612673e-05,0.000511472774781621
"39",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"BPA","Army","CARTER pre-Task
& Delivery Comp.",-1.33868808567604e-06,2.11543489415085e-05
"40",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"BPA","Army","CARTER pre-Task
& Delivery Comp.",-2.37874575223973e-07,2.38201918001224e-05
"41",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"BPA","Army","CARTER pre-Task
& Delivery Comp.",-2.80217279373906e-05,-9.86609686609687e-06
"42",2011-11-01,2011-12-31,"Q1",2012-09-30,3.08493150684932,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0,-9.41986750420485e-06
"43",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"BPA","Army","CARTER pre-Task
& Delivery Comp.",-0.000145667705900274,-5.78964779458883e-05
"44",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"BPA","Army","CARTER pre-Task
& Delivery Comp.",2.66680654637012e-08,-4.85470126116035e-05
"45",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"BPA","Army","CARTER pre-Task
& Delivery Comp.",1.82796790900782e-05,-4.24537862482441e-05
"46",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"BPA","Army","CARTER pre-Task
& Delivery Comp.",3.06976942215903e-05,1.63346804590441e-05
"47",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"BPA","Army","CARTER pre-Task
& Delivery Comp.",-1.84776583731086e-05,1.01665716461867e-05
"48",2011-10-01,2011-12-31,"Q1",2012-09-30,3,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0,4.07334528282726e-06
"49",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"BPA","Army","CARTER pre-Task
& Delivery Comp.",-1.18953351869015e-05,-1.012433118667e-05
"50",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0,-3.96511172896715e-06
"51",2013-06-01,2013-06-30,"Q3",2013-09-30,4.66849315068493,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0,-3.96511172896715e-06
"52",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0,0
"53",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0,0
"54",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"BPA","Army","CARTER pre-Task
& Delivery Comp.",-6.61115060424495e-05,-2.20371686808165e-05
"55",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0.00180386564435869,0.000579251379438746
"56",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0,0.000579251379438746
"57",2014-04-01,2014-06-30,"Q3",2014-09-30,5.5013698630137,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0,0.000601288548119562
"58",2013-09-01,2013-09-30,"Q4",2013-09-30,4.92054794520548,"BPA","Army","CARTER pre-Task
& Delivery Comp.",2.41108967198131e-05,8.03696557327105e-06
"59",2013-10-01,2013-12-31,"Q1",2014-09-30,5.0027397260274,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0,8.03696557327105e-06
"60",2013-11-01,2013-12-31,"Q1",2014-09-30,5.08767123287671,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0,8.03696557327105e-06
"61",2014-02-01,2014-03-31,"Q2",2014-09-30,5.33972602739726,"BPA","Army","CARTER pre-Task
& Delivery Comp.",-2.02e-06,-6.73333333333333e-07
"62",2013-12-01,2013-12-31,"Q1",2014-09-30,5.16986301369863,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0,-6.73333333333333e-07
"63",2014-03-01,2014-03-31,"Q2",2014-09-30,5.41643835616438,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0.00207979725,0.000692592416666667
"64",2014-05-01,2014-06-30,"Q3",2014-09-30,5.58356164383562,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0,0.00069326575
"65",2013-08-01,2013-09-30,"Q4",2013-09-30,4.83561643835616,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0,0.00069326575
"66",2013-07-01,2013-09-30,"Q4",2013-09-30,4.75068493150685,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0,0
"67",2014-07-01,2014-09-30,"Q4",2014-09-30,5.75068493150685,"BPA","Army","CARTER pre-Task
& Delivery Comp.",0,0
"68",2010-04-01,2010-06-30,"Q3",2010-09-30,0.498630136986301,"BPA","Army","Task &
Delivery Comp.",0.00503352383397518,NA
"69",2010-05-01,2010-06-30,"Q3",2010-09-30,0.580821917808219,"BPA","Army","Task &
Delivery Comp.",0.039261922817715,NA
"70",2010-06-01,2010-06-30,"Q3",2010-09-30,0.665753424657534,"BPA","Army","Task &
Delivery Comp.",0.0385922121523321,0.0276292196013407
"71",2010-07-01,2010-09-30,"Q4",2010-09-30,0.747945205479452,"BPA","Army","Task &
Delivery Comp.",0.0249369585151904,0.0342636978284125
"72",2010-08-01,2010-09-30,"Q4",2010-09-30,0.832876712328767,"BPA","Army","Task &
Delivery Comp.",0.101721060569106,0.0550834104122094
"73",2010-09-01,2010-09-30,"Q4",2010-09-30,0.917808219178082,"BPA","Army","Task &
Delivery Comp.",0.151090199186992,0.0925827394237627
"74",2010-10-01,2010-12-31,"Q1",2011-09-30,1,"BPA","Army","Task &
Delivery Comp.",0.0236030974087285,0.092138119054942
"75",2010-11-01,2010-12-31,"Q1",2011-09-30,1.08493150684932,"BPA","Army","Task &
Delivery Comp.",0.0465281558224927,0.0737404841394043
"76",2010-12-01,2010-12-31,"Q1",2011-09-30,1.16712328767123,"BPA","Army","Task &
Delivery Comp.",0.0891827300461603,0.0531046610924605
"77",2011-01-01,2011-03-31,"Q2",2011-09-30,1.25205479452055,"BPA","Army","Task &
Delivery Comp.",0.0445742110469996,0.0600950323052175
"78",2011-02-01,2011-03-31,"Q2",2011-09-30,1.33698630136986,"BPA","Army","Task &
Delivery Comp.",0.0697783443873269,0.0678450951601623
"79",2011-03-01,2011-03-31,"Q2",2011-09-30,1.41369863013699,"BPA","Army","Task &
Delivery Comp.",0.105344274737726,0.0732322767240173
"80",2011-04-01,2011-06-30,"Q3",2011-09-30,1.4986301369863,"BPA","Army","Task &
Delivery Comp.",0.0671285863932018,0.0807504018394181
"81",2011-05-01,2011-06-30,"Q3",2011-09-30,1.58082191780822,"BPA","Army","Task &
Delivery Comp.",0.0814241935165757,0.0846323515491677
"82",2011-06-01,2011-06-30,"Q3",2011-09-30,1.66575342465753,"BPA","Army","Task &
Delivery Comp.",0.0863684674779689,0.0783070824625822
"83",2011-07-01,2011-09-30,"Q4",2011-09-30,1.74794520547945,"BPA","Army","Task &
Delivery Comp.",0.0841221434221569,0.0839716014722339
"84",2011-08-01,2011-09-30,"Q4",2011-09-30,1.83287671232877,"BPA","Army","Task &
Delivery Comp.",0.11464129227864,0.0950439677262554
"85",2011-09-01,2011-09-30,"Q4",2011-09-30,1.91780821917808,"BPA","Army","Task &
Delivery Comp.",0.150838489834243,0.116533975178347
"86",2011-10-01,2011-12-31,"Q1",2012-03-01,2,"BPA","Army","Task &
Delivery Comp.",0.0364188029451138,0.100632861685999
"87",2011-11-01,2011-12-31,"Q1",2012-03-01,2.08493150684932,"BPA","Army","Task &
Delivery Comp.",0.0390298877664504,0.0754290601819356
"88",2011-12-01,2011-12-31,"Q1",2012-03-01,2.16712328767123,"BPA","Army","Task &
Delivery Comp.",0.103372716640923,0.0596071357841623
"89",2012-01-01,2012-03-31,"Q2",2012-03-01,2.25205479452055,"BPA","Army","Task &
Delivery Comp.",0.0609129679847596,0.0677718574640442
"90",2012-02-01,2012-03-31,"Q2",2012-03-01,2.33698630136986,"BPA","Army","Task &
Delivery Comp.",0.0384419101946247,0.0675758649401023
"91",2012-03-01,2012-03-31,"Q2",2012-03-01,2.41643835616438,"BPA","Army","Task &
Delivery Comp.",0.0687287262279889,0.056027868135791
"92",2012-04-01,2012-06-30,"Q3",2012-09-30,2.5013698630137,"BPA","Army","Task &
Delivery Comp.",0.00748069705488621,0.0382171111591666
"93",2012-05-01,2012-06-30,"Q3",2012-09-30,2.58356164383562,"BPA","Army","Task &
Delivery Comp.",0.0111029372155288,0.0291041201661346
"94",2012-06-01,2012-06-30,"Q3",2012-09-30,2.66849315068493,"BPA","Army","Task &
Delivery Comp.",0.00857038335907733,0.00905133920983078
"95",2012-07-01,2012-09-30,"Q4",2012-09-30,2.75068493150685,"BPA","Army","Task &
Delivery Comp.",0.0114496379981464,0.0103743195242508
"96",2012-08-01,2012-09-30,"Q4",2012-09-30,2.83561643835616,"BPA","Army","Task &
Delivery Comp.",0.0078992094428998,0.00930641026670786
"97",2012-09-01,2012-09-30,"Q4",2012-09-30,2.92054794520548,"BPA","Army","Task &
Delivery Comp.",0.0268838022345793,0.0154108832252085
"98",2012-10-01,2012-12-31,"Q1",2013-09-30,3.0027397260274,"BPA","Army","Task &
Delivery Comp.",0.00198261030466132,0.0122552073273802
"99",2012-11-01,2012-12-31,"Q1",2013-09-30,3.08767123287671,"BPA","Army","Task &
Delivery Comp.",0.00399736834518127,0.0109545936281406
"100",2012-12-01,2012-12-31,"Q1",2013-09-30,3.16986301369863,"BPA","Army","Task &
Delivery Comp.",0.0577284177968925,0.0212361321489117
"101",2013-01-01,2013-03-31,"Q2",2013-09-30,3.25479452054795,"BPA","Army","Task &
Delivery Comp.",0.00773965700081243,0.0231551477142954
"102",2013-02-01,2013-03-31,"Q2",2013-09-30,3.33972602739726,"BPA","Army","Task &
Delivery Comp.",0.00273410102224028,0.0227340586066484
"103",2013-03-01,2013-03-31,"Q2",2013-09-30,3.41643835616438,"BPA","Army","Task &
Delivery Comp.",0.0053296127240784,0.0052677902490437
"104",2013-04-01,2013-06-30,"Q3",2013-09-30,3.5013698630137,"BPA","Army","Task &
Delivery Comp.",0.00834183003655936,0.00546851459429268
"105",2013-05-01,2013-06-30,"Q3",2013-09-30,3.58356164383562,"BPA","Army","Task &
Delivery Comp.",0.0120573593199959,0.00857626736021123
"106",2013-06-01,2013-06-30,"Q3",2013-09-30,3.66849315068493,"BPA","Army","Task &
Delivery Comp.",0.0121478350886564,0.0108490081484039
"107",2013-07-01,2013-09-30,"Q4",2013-09-30,3.75068493150685,"BPA","Army","Task &
Delivery Comp.",-0.00333578823854981,0.00695646872336752
"108",2013-08-01,2013-09-30,"Q4",2013-09-30,3.83561643835616,"BPA","Army","Task &
Delivery Comp.",0.0100878220439728,0.00629995629802647
"109",2013-09-01,2013-09-30,"Q4",2013-09-30,3.92054794520548,"BPA","Army","Task &
Delivery Comp.",0.0143862976565451,0.0070461104873227
"110",2013-10-01,2013-12-31,"Q1",2014-09-30,4.0027397260274,"BPA","Army","Task &
Delivery Comp.",-0.000572874403,0.00796708176583931
"111",2013-11-01,2013-12-31,"Q1",2014-09-30,4.08767123287671,"BPA","Army","Task &
Delivery Comp.",0.0248740964214,0.0128958398916484
"112",2013-12-01,2013-12-31,"Q1",2014-09-30,4.16986301369863,"BPA","Army","Task &
Delivery Comp.",0.0030963657628,0.0091325292604
"113",2014-01-01,2014-03-31,"Q2",2014-09-30,4.25479452054795,"BPA","Army","Task &
Delivery Comp.",0.0054514823827,0.0111406481889667
"114",2014-02-01,2014-03-31,"Q2",2014-09-30,4.33972602739726,"BPA","Army","Task &
Delivery Comp.",0.0089060768867,0.00581797501073333
"115",2014-03-01,2014-03-31,"Q2",2014-09-30,4.41643835616438,"BPA","Army","Task &
Delivery Comp.",0.0038991771314,0.00608557880026667
"116",2014-04-01,2014-06-30,"Q3",2014-09-30,4.5013698630137,"BPA","Army","Task &
Delivery Comp.",0.0129633748037,0.0085895429406
"117",2014-05-01,2014-06-30,"Q3",2014-09-30,4.58356164383562,"BPA","Army","Task &
Delivery Comp.",0.0048414729698,0.0072346749683
"118",2014-06-01,2014-06-30,"Q3",2014-09-30,4.66849315068493,"BPA","Army","Task &
Delivery Comp.",0.010874439258,0.00955976234383333
"119",2014-07-01,2014-09-30,"Q4",2014-09-30,4.75068493150685,"BPA","Army","Task &
Delivery Comp.",0.0150949233245,0.0102702785174333
"120",2014-08-01,2014-09-30,"Q4",2014-09-30,4.83561643835616,"BPA","Army","Task &
Delivery Comp.",0.0097893996538,0.0119195874121
"121",2014-09-01,2014-09-30,"Q4",2014-09-30,4.92054794520548,"BPA","Army","Task &
Delivery Comp.",0.0111996308258,0.0120279846013667
"122",2012-03-01,2012-03-31,"Q2",2012-09-30,0.416438356164384,"BPA","Army","Impl. of
863-09",0.0872173356914839,NA
"123",2012-04-01,2012-06-30,"Q3",2012-09-30,0.501369863013699,"BPA","Army","Impl. of
863-09",0.0629757255689424,NA
"124",2012-05-01,2012-06-30,"Q3",2012-09-30,0.583561643835616,"BPA","Army","Impl. of
863-09",0.0654065047471939,0.0718665220025401
"125",2012-06-01,2012-06-30,"Q3",2012-09-30,0.668493150684932,"BPA","Army","Impl. of
863-09",0.0626494854597879,0.0636772385919747
"126",2012-07-01,2012-09-30,"Q4",2012-09-30,0.750684931506849,"BPA","Army","Impl. of
863-09",0.0783530122438472,0.068803000816943
"127",2012-08-01,2012-09-30,"Q4",2012-09-30,0.835616438356164,"BPA","Army","Impl. of
863-09",0.0855061697044589,0.0755028891360313
"128",2012-09-01,2012-09-30,"Q4",2012-09-30,0.920547945205479,"BPA","Army","Impl. of
863-09",0.110362367758212,0.0914071832355061
"129",2012-10-01,2012-12-31,"Q1",2013-09-30,1.0027397260274,"BPA","Army","Impl. of
863-09",0.0689041290525033,0.0882575555050582
"130",2012-11-01,2012-12-31,"Q1",2013-09-30,1.08767123287671,"BPA","Army","Impl. of
863-09",0.0848270220768762,0.0880311729625306
"131",2012-12-01,2012-12-31,"Q1",2013-09-30,1.16986301369863,"BPA","Army","Impl. of
863-09",0.0651874340005078,0.0729728617099624
"132",2013-01-01,2013-03-31,"Q2",2013-09-30,1.25479452054795,"BPA","Army","Impl. of
863-09",0.0607492696163298,0.0702545752312379
"133",2013-02-01,2013-03-31,"Q2",2013-09-30,1.33972602739726,"BPA","Army","Impl. of
863-09",0.0613314162807962,0.0624227066325446
"134",2013-03-01,2013-03-31,"Q2",2013-09-30,1.41643835616438,"BPA","Army","Impl. of
863-09",0.077845999640195,0.0666422285124403
"135",2013-04-01,2013-06-30,"Q3",2013-09-30,1.5013698630137,"BPA","Army","Impl. of
863-09",0.0721252740263024,0.0704342299824312
"136",2013-05-01,2013-06-30,"Q3",2013-09-30,1.58356164383562,"BPA","Army","Impl. of
863-09",0.0906921228489895,0.080221132171829
"137",2013-06-01,2013-06-30,"Q3",2013-09-30,1.66849315068493,"BPA","Army","Impl. of
863-09",0.0771141793406113,0.0799771920719678
"138",2013-07-01,2013-09-30,"Q4",2013-09-30,1.75068493150685,"BPA","Army","Impl. of
863-09",0.0654523500315832,0.077752884073728
"139",2013-08-01,2013-09-30,"Q4",2013-09-30,1.83561643835616,"BPA","Army","Impl. of
863-09",0.0734546807227582,0.0720070700316509
"140",2013-09-01,2013-09-30,"Q4",2013-09-30,1.92054794520548,"BPA","Army","Impl. of
863-09",0.164532730185133,0.101146586979825
"141",2013-10-01,2013-12-31,"Q1",2014-09-18,2.0027397260274,"BPA","Army","Impl. of
863-09",0.0527475858937,0.0969116656005302
"142",2013-11-01,2013-12-31,"Q1",2014-09-18,2.08767123287671,"BPA","Army","Impl. of
863-09",0.0485346230929,0.0886049797239108
"143",2013-12-01,2013-12-31,"Q1",2014-09-18,2.16986301369863,"BPA","Army","Impl. of
863-09",0.0263354193729,0.0425392094531667
"144",2014-01-01,2014-03-31,"Q2",2014-09-18,2.25479452054795,"BPA","Army","Impl. of
863-09",0.0418167025025,0.0388955816561
"145",2014-02-01,2014-03-31,"Q2",2014-09-18,2.33972602739726,"BPA","Army","Impl. of
863-09",0.0226809517344,0.0302776912032667
"146",2014-03-01,2014-03-31,"Q2",2014-09-18,2.41643835616438,"BPA","Army","Impl. of
863-09",0.0314226592874,0.0319734378414333
"147",2014-04-01,2014-06-30,"Q3",2014-09-18,2.5013698630137,"BPA","Army","Impl. of
863-09",0.0368614906191,0.0303217005469667
"148",2014-05-01,2014-06-30,"Q3",2014-09-18,2.58356164383562,"BPA","Army","Impl. of
863-09",0.0485283339077,0.0389374946047333
"149",2014-06-01,2014-06-30,"Q3",2014-09-18,2.66849315068493,"BPA","Army","Impl. of
863-09",0.0456001394218,0.0436633213162
"150",2014-07-01,2014-09-30,"Q4",2014-09-18,2.75068493150685,"BPA","Army","Impl. of
863-09",0.0824578263686,0.0588620998993667
"151",2014-08-01,2014-09-30,"Q4",2014-09-18,2.83561643835616,"BPA","Army","Impl. of
863-09",0.0524670507134,0.0601750055012667
"152",2014-09-01,2014-09-30,"Q4",2014-09-18,2.92054794520548,"BPA","Army","Impl. of
863-09",0.0782658682583,0.0710635817801
"153",2007-07-01,2007-09-30,"Q4",2007-09-30,0.747945205479452,"BPA","Navy","YOUNG",0.000230539903468403,NA
"154",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"BPA","Navy","YOUNG",0.000131411062906725,NA
"155",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"BPA","Navy","YOUNG",2.35730244641697e-05,0.000128507996946432
"156",2007-08-01,2007-09-30,"Q4",2007-09-30,0.832876712328767,"BPA","Navy","YOUNG",0.000132733269727242,9.59057856993788e-05
"157",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"BPA","Navy","YOUNG",2.62744034707158e-05,6.08602325540425e-05
"158",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"BPA","Navy","YOUNG",3.10849023861171e-05,6.33641918613584e-05
"159",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"BPA","Navy","YOUNG",0.000583706399132321,0.000213688568329718
"160",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"BPA","Navy","YOUNG",-4.97304236200257e-06,0.000203272753052145
"161",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"BPA","Navy","YOUNG",1.28644728296168e-05,0.000197199276533312
"162",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"BPA","Navy","YOUNG",4.33566356354189e-05,1.70826887010111e-05
"163",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"BPA","Navy","YOUNG",3.97728945659234e-05,3.19980010103197e-05
"164",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"BPA","Navy","YOUNG",5.48820090928772e-05,4.60038464314065e-05
"165",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"BPA","Navy","YOUNG",4.02321714656852e-05,4.49623583748286e-05
"166",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"BPA","Navy","YOUNG",9.3939056072743e-06,3.48360287219456e-05
"167",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"BPA","Navy","YOUNG",-5.04676336869452e-06,1.4859771234755e-05
"168",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"BPA","Navy","YOUNG",2.9227114967462e-05,1.11914190686806e-05
"169",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"BPA","Navy","YOUNG",6.05060629067245e-05,2.8228804835164e-05
"170",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"BPA","Navy","YOUNG",0.000106177006507592,6.53033947939262e-05
"171",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"BPA","Navy","CARTER pre-Task
& Delivery Comp.",0.00017032473479108,NA
"172",2009-10-01,2009-12-31,"Q1",2010-04-18,1,"BPA","Navy","CARTER pre-Task
& Delivery Comp.",0.000374821320068464,NA
"173",2009-12-01,2009-12-31,"Q1",2010-04-18,1.16712328767123,"BPA","Navy","CARTER pre-Task
& Delivery Comp.",4.23833975181857e-05,0.000195843150792577
"174",2010-01-01,2010-03-31,"Q2",2010-04-18,1.25205479452055,"BPA","Navy","CARTER pre-Task
& Delivery Comp.",1.67296106118956e-05,0.000144644776066182
"175",2010-03-01,2010-03-31,"Q2",2010-04-18,1.41369863013699,"BPA","Navy","CARTER pre-Task
& Delivery Comp.",8.04391955498502e-05,4.65174012266438e-05
"176",2010-04-01,2010-06-30,"Q3",2010-04-18,1.4986301369863,"BPA","Navy","CARTER pre-Task
& Delivery Comp.",0.00021444972186564,0.000103872842675795
"177",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"BPA","Navy","CARTER pre-Task
& Delivery Comp.",1.21004329941546e-05,0.000102329783469882
"178",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"BPA","Navy","CARTER pre-Task
& Delivery Comp.",7.91664862524356e-06,7.81556011616793e-05
"179",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"BPA","Navy","CARTER pre-Task
& Delivery Comp.",1.10216497077289e-05,1.0346243775709e-05
"180",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"BPA","Navy","CARTER pre-Task
& Delivery Comp.",1.76920329075557e-05,1.22101104135094e-05
"181",2009-11-01,2009-12-31,"Q1",2010-04-18,1.08493150684932,"BPA","Navy","CARTER pre-Task
& Delivery Comp.",4.31408857509628e-05,2.39515227887492e-05
