"","SignedMonth","Vendor.Size.sum","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"30",2009-12-01,"Large","Army","YOUNG",1.37119099718656,0.856569229275424
"31",2010-01-01,"Large","Army","YOUNG",1.3224579275567,1.11495443482741
"32",2010-02-01,"Large","Army","YOUNG",0.902451136510483,1.19870002041791
"33",2010-03-01,"Large","Army","YOUNG",0.762390152984596,0.995766405683925
"34",2010-04-01,"Large","Army","YOUNG",0.90716243822208,0.857334575905719
"35",2010-05-01,"Large","Army","YOUNG",0.60784865665383,0.759133749286835
"36",2010-06-01,"Large","Army","YOUNG",0.430831979032948,0.648614357969619
"37",2010-07-01,"Large","Army","YOUNG",0.649388063200685,0.562689566295821
"38",2010-08-01,"Large","Army","YOUNG",1.00212064541078,0.694113562548139
"39",2010-09-01,"Large","Army","YOUNG",1.06424463817929,0.905251115596919
"40",2010-10-01,"Large","Army","YOUNG",0.179818064225766,0.74872778260528
"41",2010-11-01,"Large","Army","YOUNG",0.30241905944188,0.515493920615645
"42",2010-12-01,"Large","Army","YOUNG",0.74474554420898,0.408994222625542
"43",2011-01-01,"Large","Army","YOUNG",0.659398392373059,0.568854332007973
"44",2011-02-01,"Large","Army","YOUNG",0.290813265358791,0.564985733980277
"45",2011-03-01,"Large","Army","YOUNG",0.511085382889215,0.487099013540355
"46",2011-04-01,"Large","Army","YOUNG",0.559798106955518,0.453898918401175
"47",2011-05-01,"Large","Army","YOUNG",0.44213114141838,0.504338210421038
"48",2011-06-01,"Large","Army","YOUNG",0.159808654815359,0.387245967729752
"49",2011-07-01,"Large","Army","YOUNG",0.444023105004196,0.348654300412645
"50",2011-08-01,"Large","Army","YOUNG",0.48389776137222,0.362576507063925
"51",2011-09-01,"Large","Army","YOUNG",0.77907350408099,0.568998123485802
"52",2011-10-01,"Large","Army","YOUNG",0.0720178990526207,0.44499638816861
"53",2011-11-01,"Large","Army","YOUNG",0.0581418379981464,0.303077747043919
"54",2011-12-01,"Large","Army","YOUNG",0.2961737429204,0.142111159990389
"55",2012-01-01,"Large","Army","YOUNG",0.10331548776645,0.152543689561665
"56",2012-02-01,"Large","Army","YOUNG",0.281686774812069,0.22705866849964
"57",2012-03-01,"Large","Army","YOUNG",0.417658665348574,0.267553642642364
"58",2012-04-01,"Large","Army","YOUNG",0.122134286746988,0.273826575635877
"59",2012-05-01,"Large","Army","YOUNG",0.135760043394089,0.225184331829884
"60",2012-06-01,"Large","Army","YOUNG",0.704595749490269,0.320830026543782
"61",2012-07-01,"Large","Army","YOUNG",0.0823137202759757,0.307556504386778
"62",2012-08-01,"Large","Army","YOUNG",0.121493060055607,0.302800843273951
"63",2012-09-01,"Large","Army","YOUNG",0.224651495777984,0.142819425369855
"64",2012-10-01,"Large","Army","YOUNG",0.0324424113670153,0.126195655733535
"65",2012-11-01,"Large","Army","YOUNG",0.0839922393618361,0.113695382168945
"66",2012-12-01,"Large","Army","YOUNG",0.286263803978674,0.134232818235842
"67",2013-01-01,"Large","Army","YOUNG",0.0335931025912461,0.134616381977252
"68",2013-02-01,"Large","Army","YOUNG",0.0532662741721336,0.124374393580684
"69",2013-03-01,"Large","Army","YOUNG",0.0202968250767747,0.0357187339467181
"70",2013-04-01,"Large","Army","YOUNG",0.0220267665789581,0.0318632886092888
"71",2013-05-01,"Large","Army","YOUNG",0.182435209092617,0.0749196002494499
"72",2013-06-01,"Large","Army","YOUNG",0.353635892194069,0.186032622621881
"73",2013-07-01,"Large","Army","YOUNG",0.0756711924973088,0.203914097927998
"74",2013-08-01,"Large","Army","YOUNG",0.0262338312189499,0.151846971970109
"75",2013-09-01,"Large","Army","YOUNG",0.0452943486526861,0.049066457456315
"76",2013-10-01,"Large","Army","YOUNG",0.0007512945478,0.024093158139812
"77",2013-11-01,"Large","Army","YOUNG",0.0044124427816,0.0168193619940287
"78",2013-12-01,"Large","Army","YOUNG",0.2095101766195,0.0715579713163
"79",2014-01-01,"Large","Army","YOUNG",0.0118932383886,0.0752719525965667
"80",2014-02-01,"Large","Army","YOUNG",0.0070932537021,0.0761655562367333
"81",2014-03-01,"Large","Army","YOUNG",0.4530910090573,0.157359167049333
"82",2014-04-01,"Large","Army","YOUNG",-0.000865600340399998,0.153106220806333
"83",2014-05-01,"Large","Army","YOUNG",-0.0203883510662,0.143945685883567
"84",2014-06-01,"Large","Army","YOUNG",0.0464028033005,0.0083829506313
"85",2014-07-01,"Large","Army","YOUNG",-0.1362384257585,-0.0367413245080667
"86",2014-08-01,"Large","Army","YOUNG",0.0197133777282,-0.0233740815766
"87",2014-09-01,"Large","Army","YOUNG",0.0098205432545,-0.0355681682586
"88",2009-04-01,"Large","Army","CARTER
 pre-IFT",0.4646997574042,NA
"89",2009-05-01,"Large","Army","CARTER
 pre-IFT",1.05393898279931,NA
"90",2009-06-01,"Large","Army","CARTER
 pre-IFT",2.72054587964927,1.41306153995093
"91",2009-07-01,"Large","Army","CARTER
 pre-IFT",2.59890834434943,2.124464402266
"92",2009-08-01,"Large","Army","CARTER
 pre-IFT",1.71344598958649,2.34430007119506
"93",2009-09-01,"Large","Army","CARTER
 pre-IFT",5.86059274319117,3.39098235904236
"94",2009-10-01,"Large","Army","CARTER
 pre-IFT",1.14536095537013,2.90646656271593
"95",2009-11-01,"Large","Army","CARTER
 pre-IFT",2.69350659767865,3.23315343207998
"96",2009-12-01,"Large","Army","CARTER
 pre-IFT",2.07136773564399,1.97007842956426
"97",2010-01-01,"Large","Army","CARTER
 pre-IFT",1.3158576279632,2.02691065376195
"98",2010-02-01,"Large","Army","CARTER
 pre-IFT",2.85806973086222,2.0817650314898
"99",2010-03-01,"Large","Army","CARTER
 pre-IFT",2.64432178828626,2.27274971570389
"100",2010-04-01,"Large","Army","CARTER
 pre-IFT",2.27252003161104,2.59163718358651
"101",2010-05-01,"Large","Army","CARTER
 pre-IFT",2.72282106975824,2.54655429655185
"102",2010-06-01,"Large","Army","CARTER
 pre-IFT",3.36927928200685,2.78820679445871
"103",2010-07-01,"Large","Army","CARTER
 pre-IFT",1.6736664330445,2.58858892826986
"104",2010-08-01,"Large","Army","CARTER
 pre-IFT",2.89759884176294,2.64684818560476
"105",2010-09-01,"Large","Army","CARTER
 pre-IFT",5.19896003692768,3.25674177057838
"106",2010-10-01,"Large","Army","CARTER
 pre-IFT",0.160244958623584,2.7522679457714
"107",2010-11-01,"Large","Army","CARTER
 pre-IFT",1.75833332951112,2.3725127750208
"108",2010-12-01,"Large","Army","CARTER
 pre-IFT",0.740374825996643,0.886317704710449
"109",2011-01-01,"Large","Army","CARTER
 pre-IFT",1.52794980012589,1.34221931854455
"110",2011-02-01,"Large","Army","CARTER
 pre-IFT",0.380446187788502,0.882923604637012
"111",2011-03-01,"Large","Army","CARTER
 pre-IFT",0.712363095258078,0.873586361057491
"112",2011-04-01,"Large","Army","CARTER
 pre-IFT",0.756210877297524,0.616340053448035
"113",2011-05-01,"Large","Army","CARTER
 pre-IFT",0.964585808969786,0.811053260508463
"114",2011-06-01,"Large","Army","CARTER
 pre-IFT",1.50913556193873,1.07664408273535
"115",2011-07-01,"Large","Army","CARTER
 pre-IFT",1.02103052098196,1.16491729729682
"116",2011-08-01,"Large","Army","CARTER
 pre-IFT",0.559961106472933,1.03004239646454
"117",2011-09-01,"Large","Army","CARTER
 pre-IFT",1.46996449900336,1.01698537548608
"118",2011-10-01,"Large","Army","CARTER
 pre-IFT",0.15896683098548,0.729630812153923
"119",2011-11-01,"Large","Army","CARTER
 pre-IFT",0.157488319719905,0.595473216569581
"120",2011-12-01,"Large","Army","CARTER
 pre-IFT",0.153805823571208,0.156753658092198
"121",2012-01-01,"Large","Army","CARTER
 pre-IFT",0.527711936041602,0.279668693110905
"122",2012-02-01,"Large","Army","CARTER
 pre-IFT",0.532782068458449,0.404766609357087
"123",2012-03-01,"Large","Army","CARTER
 pre-IFT",0.429991734012975,0.496828579504342
"124",2012-04-01,"Large","Army","CARTER
 pre-IFT",0.774193048233962,0.578988950235129
"125",2012-05-01,"Large","Army","CARTER
 pre-IFT",0.61267568077438,0.605620154340439
"126",2012-06-01,"Large","Army","CARTER
 pre-IFT",0.492754061826794,0.626540930278378
"127",2012-07-01,"Large","Army","CARTER
 pre-IFT",1.19350474230254,0.766311494967906
"128",2012-08-01,"Large","Army","CARTER
 pre-IFT",0.266582384965503,0.650947063031614
"129",2012-09-01,"Large","Army","CARTER
 pre-IFT",0.971774154525796,0.810620427264614
"130",2012-10-01,"Large","Army","CARTER
 pre-IFT",0.119855846577232,0.452737462022843
"131",2012-11-01,"Large","Army","CARTER
 pre-IFT",0.181237375541688,0.424289125548238
"132",2012-12-01,"Large","Army","CARTER
 pre-IFT",0.129875483104397,0.143656235074439
"133",2013-01-01,"Large","Army","CARTER
 pre-IFT",0.338530686368539,0.216547848338208
"134",2013-02-01,"Large","Army","CARTER
 pre-IFT",0.642357366572966,0.370254512015301
"135",2013-03-01,"Large","Army","CARTER
 pre-IFT",0.7736004380196,0.584829496987035
"136",2013-04-01,"Large","Army","CARTER
 pre-IFT",0.241635961321215,0.552531255304594
"137",2013-05-01,"Large","Army","CARTER
 pre-IFT",0.25652293910328,0.423919779481365
"138",2013-06-01,"Large","Army","CARTER
 pre-IFT",0.270439983950848,0.256199628125114
"139",2013-07-01,"Large","Army","CARTER
 pre-IFT",1.70926576854646,0.745409563866863
"140",2013-08-01,"Large","Army","CARTER
 pre-IFT",0.115238990591449,0.698314914362919
"141",2013-09-01,"Large","Army","CARTER
 pre-IFT",0.895048784037575,0.906517847725162
"142",2013-10-01,"Large","Army","CARTER
 pre-IFT",0.0630984295447,0.357795401391241
"143",2013-11-01,"Large","Army","CARTER
 pre-IFT",0.0850380651139,0.347728426232058
"144",2013-12-01,"Large","Army","CARTER
 pre-IFT",0.0557472690184,0.067961254559
"145",2014-01-01,"Large","Army","CARTER
 pre-IFT",0.1451556042868,0.0953136461397
"146",2014-02-01,"Large","Army","CARTER
 pre-IFT",0.0893306456644,0.0967445063232
"147",2014-03-01,"Large","Army","CARTER
 pre-IFT",0.246932545202,0.160472931717733
"148",2014-04-01,"Large","Army","CARTER
 pre-IFT",0.0542331162875,0.130165435717967
"149",2014-05-01,"Large","Army","CARTER
 pre-IFT",0.1330791362579,0.1447482659158
"150",2014-06-01,"Large","Army","CARTER
 pre-IFT",0.6802248240413,0.2891790255289
"151",2014-07-01,"Large","Army","CARTER
 pre-IFT",0.477585531416,0.4302964972384
"152",2014-08-01,"Large","Army","CARTER
 pre-IFT",0.0358922794011,0.397900878286133
"153",2014-09-01,"Large","Army","CARTER
 pre-IFT",0.05988704648,0.191121619099033
"154",2010-09-01,"Large","Army","Small Business
Task Force",3.08419544638425,NA
"155",2010-10-01,"Large","Army","Small Business
Task Force",0.315765773762065,NA
"156",2010-11-01,"Large","Army","Small Business
Task Force",1.35897050968317,1.58631057660983
"157",2010-12-01,"Large","Army","Small Business
Task Force",1.18812853294167,0.954288272128969
"158",2011-01-01,"Large","Army","Small Business
Task Force",0.553069122251364,1.03338938829207
"159",2011-02-01,"Large","Army","Small Business
Task Force",1.19322477343684,0.978140809543293
"160",2011-03-01,"Large","Army","Small Business
Task Force",1.96282497614352,1.23637295727724
"161",2011-04-01,"Large","Army","Small Business
Task Force",1.02798181718422,1.39467718892153
"162",2011-05-01,"Large","Army","Small Business
Task Force",1.55680311844314,1.51586997059029
"163",2011-06-01,"Large","Army","Small Business
Task Force",1.58085700893831,1.38854731485522
"164",2011-07-01,"Large","Army","Small Business
Task Force",3.04559395629459,2.06108469455868
"165",2011-08-01,"Large","Army","Small Business
Task Force",2.0478735916282,2.22477485228703
"166",2011-09-01,"Large","Army","Small Business
Task Force",5.02454996765632,3.37267250519303
"167",2011-10-01,"Large","Army","Small Business
Task Force",0.278050076459685,2.4501578785814
"168",2011-11-01,"Large","Army","Small Business
Task Force",0.471888401627021,1.92482948191434
"169",2011-12-01,"Large","Army","Small Business
Task Force",1.18444909987643,0.644795859321045
"170",2012-01-01,"Large","Army","Small Business
Task Force",1.02144306169293,0.892593521065458
"171",2012-02-01,"Large","Army","Small Business
Task Force",1.5332631613634,1.24638510764425
"172",2012-03-01,"Large","Army","Small Business
Task Force",3.06394563493976,1.87288395266536
"173",2012-04-01,"Large","Army","Small Business
Task Force",1.40944723858511,2.00221867829609
"174",2012-05-01,"Large","Army","Small Business
Task Force",1.6629166283287,2.04543650061786
"175",2012-06-01,"Large","Army","Small Business
Task Force",1.6388728888477,1.5704122519205
"176",2012-07-01,"Large","Army","Small Business
Task Force",1.65222598930079,1.65133850215906
"177",2012-08-01,"Large","Army","Small Business
Task Force",1.58217325557615,1.62442404457488
"178",2012-09-01,"Large","Army","Small Business
Task Force",5.51506528642776,2.91648817710157
"179",2012-10-01,"Large","Army","Small Business
Task Force",0.670546200872651,2.58926158095885
"180",2012-11-01,"Large","Army","Small Business
Task Force",0.662264881190515,2.28262545616364
"181",2012-12-01,"Large","Army","Small Business
Task Force",2.83888359485986,1.39056489230767
"182",2013-01-01,"Large","Army","Small Business
Task Force",0.987111607931756,1.49608669466071
"183",2013-02-01,"Large","Army","Small Business
Task Force",1.14690805195664,1.65763441824942
"184",2013-03-01,"Large","Army","Small Business
Task Force",1.07150327883325,1.06850764624055
"185",2013-04-01,"Large","Army","Small Business
Task Force",1.03515011622291,1.0845204823376
"186",2013-05-01,"Large","Army","Small Business
Task Force",0.846270442981213,0.984307946012457
"187",2013-06-01,"Large","Army","Small Business
Task Force",1.36910572597075,1.08350876172496
"188",2013-07-01,"Large","Army","Small Business
Task Force",0.677705407673301,0.964360525541756
"189",2013-08-01,"Large","Army","Small Business
Task Force",1.23321111174683,1.09334074846363
"190",2013-09-01,"Large","Army","Small Business
Task Force",1.39296935931675,1.10129529291229
"191",2013-10-01,"Large","Army","Small Business
Task Force",0.1089571121432,0.911712527735591
"192",2013-11-01,"Large","Army","Small Business
Task Force",0.4419533371811,0.647959936213682
"193",2013-12-01,"Large","Army","Small Business
Task Force",0.6904468457189,0.4137857650144
"194",2014-01-01,"Large","Army","Small Business
Task Force",0.2526010748588,0.4616670859196
"195",2014-02-01,"Large","Army","Small Business
Task Force",0.5360488602542,0.4930322602773
"196",2014-03-01,"Large","Army","Small Business
Task Force",0.4535972739601,0.414082403024367
"197",2014-04-01,"Large","Army","Small Business
Task Force",0.4433831064117,0.477676413542
"198",2014-05-01,"Large","Army","Small Business
Task Force",0.3145370061161,0.4038391288293
"199",2014-06-01,"Large","Army","Small Business
Task Force",0.3574528807131,0.371790997746967
"200",2014-07-01,"Large","Army","Small Business
Task Force",0.7268779609248,0.466289282584667
"201",2014-08-01,"Large","Army","Small Business
Task Force",0.3552965061487,0.479875782595533
"202",2014-09-01,"Large","Army","Small Business
Task Force",0.6306092497462,0.570927905606567
"203",2013-04-01,"Large","Army","BBP2",0.0980571171547679,NA
"204",2013-05-01,"Large","Army","BBP2",0.526168154530923,NA
"205",2013-06-01,"Large","Army","BBP2",0.391063912261704,0.338429727982465
"206",2013-07-01,"Large","Army","BBP2",0.820448365345384,0.579226810712671
"207",2013-08-01,"Large","Army","BBP2",0.834387468861988,0.681966582156359
"208",2013-09-01,"Large","Army","BBP2",2.41525186645009,1.35669590021915
"209",2013-10-01,"Large","Army","BBP2",0.4211284568071,1.22358926403972
"210",2013-11-01,"Large","Army","BBP2",0.2594671619981,1.03194916175176
"211",2013-12-01,"Large","Army","BBP2",0.9042538118195,0.528283143541567
"212",2014-01-01,"Large","Army","BBP2",0.3194804272301,0.4944004670159
"213",2014-02-01,"Large","Army","BBP2",0.4251007799269,0.549611672992167
"214",2014-03-01,"Large","Army","BBP2",0.9482038773239,0.564261694826967
"215",2014-04-01,"Large","Army","BBP2",0.5270599022258,0.633454853158867
"216",2014-05-01,"Large","Army","BBP2",0.9660313915957,0.813765057048467
"217",2014-06-01,"Large","Army","BBP2",0.825062432668,0.772717908829833
"218",2014-07-01,"Large","Army","BBP2",0.6523718790471,0.814488567770267
"219",2014-08-01,"Large","Army","BBP2",0.6159855825669,0.697806631427333
"220",2014-09-01,"Large","Army","BBP2",1.4074337413646,0.891930400992867
"221",2007-07-01,"Large","Navy","YOUNG",0.675491867964979,NA
"222",2007-08-01,"Large","Navy","YOUNG",0.769408731653384,NA
"223",2007-09-01,"Large","Navy","YOUNG",2.4363060752722,1.29373555829685
"224",2007-10-01,"Large","Navy","YOUNG",2.23769850328633,1.81447110340397
"225",2007-11-01,"Large","Navy","YOUNG",0.365939614598698,1.67998139771908
"226",2007-12-01,"Large","Navy","YOUNG",1.83921473761388,1.48095095183297
"227",2008-01-01,"Large","Navy","YOUNG",0.671870535531453,0.959008295914678
"228",2008-02-01,"Large","Navy","YOUNG",1.79451760218004,1.43520095844179
"229",2008-03-01,"Large","Navy","YOUNG",3.00357508182213,1.82332107317787
"230",2008-04-01,"Large","Navy","YOUNG",1.18886130059653,1.99565132819957
"231",2008-05-01,"Large","Navy","YOUNG",0.963099517136659,1.71851196651844
"232",2008-06-01,"Large","Navy","YOUNG",0.730160854381779,0.960707224038322
"233",2008-07-01,"Large","Navy","YOUNG",0.779231577234273,0.82416398291757
"234",2008-08-01,"Large","Navy","YOUNG",1.61715533464208,1.04218258875271
"235",2008-09-01,"Large","Navy","YOUNG",3.72802293143167,2.04146994776934
"236",2008-10-01,"Large","Navy","YOUNG",1.30573698014722,2.21697174874032
"237",2008-11-01,"Large","Navy","YOUNG",0.911919780060619,1.9818932305465
"238",2008-12-01,"Large","Navy","YOUNG",2.10012226848885,1.43925967623223
"239",2009-01-01,"Large","Navy","YOUNG",0.816657292693224,1.27623311374756
"240",2009-02-01,"Large","Navy","YOUNG",0.81075080961247,1.24251012359818
"241",2009-03-01,"Large","Navy","YOUNG",1.58119673156527,1.06953494462366
"242",2009-04-01,"Large","Navy","YOUNG",0.863994898765967,1.0853141466479
"243",2009-05-01,"Large","Navy","YOUNG",0.337609477592552,0.927600369307931
"244",2009-06-01,"Large","Navy","YOUNG",0.296359933232301,0.499321436530273
"245",2009-07-01,"Large","Navy","YOUNG",0.474956099545356,0.36964183679007
"246",2009-08-01,"Large","Navy","YOUNG",0.248494834271487,0.339936955683048
"247",2009-09-01,"Large","Navy","YOUNG",0.707256535234899,0.476902489683914
"248",2009-10-01,"Large","Navy","YOUNG",0.418901328070175,0.458217565858854
"249",2009-11-01,"Large","Navy","YOUNG",0.293768305209671,0.473308722838248
"250",2009-12-01,"Large","Navy","YOUNG",0.365256780712452,0.359308804664099
"251",2010-01-01,"Large","Navy","YOUNG",0.606803269929397,0.42194278528384
"252",2010-02-01,"Large","Navy","YOUNG",0.254767137312794,0.408942395984881
"253",2010-03-01,"Large","Navy","YOUNG",0.292664825278134,0.384745077506775
"254",2010-04-01,"Large","Navy","YOUNG",0.294322553508772,0.2805848386999
"255",2010-05-01,"Large","Navy","YOUNG",0.162794225566966,0.249927201451291
"256",2010-06-01,"Large","Navy","YOUNG",0.178589581033376,0.211902120036371
"257",2010-07-01,"Large","Navy","YOUNG",0.114486725438597,0.15195684401298
"258",2010-08-01,"Large","Navy","YOUNG",0.194714408675653,0.162596905049208
"259",2010-09-01,"Large","Navy","YOUNG",0.36804632389816,0.225749152670803
"260",2010-10-01,"Large","Navy","YOUNG",0.25220395536089,0.271654895978234
"261",2010-11-01,"Large","Navy","YOUNG",0.206374888239614,0.275541722499554
"262",2010-12-01,"Large","Navy","YOUNG",0.480927436634494,0.313168760078333
"263",2011-01-01,"Large","Navy","YOUNG",0.224123793789341,0.30380870622115
"264",2011-02-01,"Large","Navy","YOUNG",0.16731791641838,0.290789715614072
"265",2011-03-01,"Large","Navy","YOUNG",0.383502663711708,0.258314791306476
"266",2011-04-01,"Large","Navy","YOUNG",0.161285333497692,0.237368637875927
"267",2011-05-01,"Large","Navy","YOUNG",0.268978787819975,0.271255595009792
"268",2011-06-01,"Large","Navy","YOUNG",0.290385020992446,0.240216380770038
"269",2011-07-01,"Large","Navy","YOUNG",0.175879553692824,0.245081120835082
"270",2011-08-01,"Large","Navy","YOUNG",0.357322018873269,0.274528864519513
"271",2011-09-01,"Large","Navy","YOUNG",0.290019266921947,0.274406946496013
"272",2011-10-01,"Large","Navy","YOUNG",0.0932194014004737,0.246853562398563
"273",2011-11-01,"Large","Navy","YOUNG",0.55980885060241,0.314349172974943
"274",2011-12-01,"Large","Navy","YOUNG",0.20423552712388,0.285754593042254
"275",2012-01-01,"Large","Navy","YOUNG",0.302404703408506,0.355483027044932
"276",2012-02-01,"Large","Navy","YOUNG",0.781513349747709,0.429384526760032
"277",2012-03-01,"Large","Navy","YOUNG",0.184331894058284,0.422749982404833
"278",2012-04-01,"Large","Navy","YOUNG",0.158032949624138,0.37462606447671
"279",2012-05-01,"Large","Navy","YOUNG",0.164364329245186,0.168909724309203
"280",2012-06-01,"Large","Navy","YOUNG",0.0666094601585831,0.129668913009302
"281",2012-07-01,"Large","Navy","YOUNG",0.15966952300484,0.130214437469536
"282",2012-08-01,"Large","Navy","YOUNG",0.309487350375862,0.178588777846428
"283",2012-09-01,"Large","Navy","YOUNG",0.3186336437751,0.262596839051934
"284",2012-10-01,"Large","Navy","YOUNG",0.0699400525872855,0.232687015579416
"285",2012-11-01,"Large","Navy","YOUNG",0.649172263019904,0.345915319794097
"286",2012-12-01,"Large","Navy","YOUNG",0.113239324143394,0.277450546583528
"287",2013-01-01,"Large","Navy","YOUNG",0.0323183254380014,0.2649099708671
"288",2013-02-01,"Large","Navy","YOUNG",0.0396481958196405,0.0617352818003453
"289",2013-03-01,"Large","Navy","YOUNG",0.0709011334778105,0.0476225515784841
"290",2013-04-01,"Large","Navy","YOUNG",0.113662592383772,0.0747373072270742
"291",2013-05-01,"Large","Navy","YOUNG",0.490705739566568,0.225089821809384
"292",2013-06-01,"Large","Navy","YOUNG",0.222884481937951,0.275750937962764
"293",2013-07-01,"Large","Navy","YOUNG",0.0796395564519143,0.264409925985478
"294",2013-08-01,"Large","Navy","YOUNG",0.270283267046004,0.190935768478623
"295",2013-09-01,"Large","Navy","YOUNG",0.0668761503431502,0.138932991280356
"296",2013-10-01,"Large","Navy","YOUNG",0.004430924936,0.113863447441718
"297",2013-11-01,"Large","Navy","YOUNG",0.4608224690595,0.17737651477955
"298",2013-12-01,"Large","Navy","YOUNG",0.1726047078309,0.212619367275467
"299",2014-01-01,"Large","Navy","YOUNG",0.0986553613905,0.2440275127603
"300",2014-02-01,"Large","Navy","YOUNG",0.4053240490119,0.2255280394111
"301",2014-03-01,"Large","Navy","YOUNG",1.2249839922787,0.576321134227033
"302",2014-04-01,"Large","Navy","YOUNG",0.1399252964478,0.590077779246133
"303",2014-05-01,"Large","Navy","YOUNG",0.0506355100359,0.471848266254133
"304",2014-06-01,"Large","Navy","YOUNG",0.0359106879587,0.0754904981474667
"305",2014-07-01,"Large","Navy","YOUNG",0.072545414497,0.0530305374972
"306",2014-08-01,"Large","Navy","YOUNG",0.0531500984226,0.0538687336261
"307",2014-09-01,"Large","Navy","YOUNG",0.0306347403155,0.0521100844117
"308",2009-04-01,"Large","Navy","CARTER
 pre-IFT",0.0932561224940463,NA
"309",2009-05-01,"Large","Navy","CARTER
 pre-IFT",0.411049058649058,NA
"310",2009-06-01,"Large","Navy","CARTER
 pre-IFT",0.67202951630223,0.392111565815111
"311",2009-07-01,"Large","Navy","CARTER
 pre-IFT",0.539697676434293,0.540925417128527
"312",2009-08-01,"Large","Navy","CARTER
 pre-IFT",1.0318134479108,0.747846880215776
"313",2009-09-01,"Large","Navy","CARTER
 pre-IFT",2.68506745808617,1.41885952747709
"314",2009-10-01,"Large","Navy","CARTER
 pre-IFT",0.855772333611468,1.52421774653615
"315",2009-11-01,"Large","Navy","CARTER
 pre-IFT",0.585054304803166,1.37529803216693
"316",2009-12-01,"Large","Navy","CARTER
 pre-IFT",1.2637786042255,0.901535080880046
"317",2010-01-01,"Large","Navy","CARTER
 pre-IFT",0.605228070175439,0.818020326401369
"318",2010-02-01,"Large","Navy","CARTER
 pre-IFT",2.03652174244758,1.30184280561617
"319",2010-03-01,"Large","Navy","CARTER
 pre-IFT",1.50784937290329,1.38319972850877
"320",2010-04-01,"Large","Navy","CARTER
 pre-IFT",0.987137437259307,1.51050285087006
"321",2010-05-01,"Large","Navy","CARTER
 pre-IFT",0.915345866698759,1.13677755895379
"322",2010-06-01,"Large","Navy","CARTER
 pre-IFT",1.56385148996577,1.15544493130794
"323",2010-07-01,"Large","Navy","CARTER
 pre-IFT",0.756760933076594,1.07865276324704
"324",2010-08-01,"Large","Navy","CARTER
 pre-IFT",1.11435904876979,1.14499049060405
"325",2010-09-01,"Large","Navy","CARTER
 pre-IFT",2.31872883229568,1.39661627138069
"326",2010-10-01,"Large","Navy","CARTER
 pre-IFT",0.0866078832773814,1.17323192144762
"327",2010-11-01,"Large","Navy","CARTER
 pre-IFT",0.465730510113303,0.957022408562121
"328",2010-12-01,"Large","Navy","CARTER
 pre-IFT",0.367907356336551,0.306748583242411
"329",2011-01-01,"Large","Navy","CARTER
 pre-IFT",0.260295520635753,0.364644462361869
"330",2011-02-01,"Large","Navy","CARTER
 pre-IFT",0.300994818285774,0.309732565086026
"331",2011-03-01,"Large","Navy","CARTER
 pre-IFT",0.362933378084347,0.308074572335292
"332",2011-04-01,"Large","Navy","CARTER
 pre-IFT",0.265251384693663,0.309726527021262
"333",2011-05-01,"Large","Navy","CARTER
 pre-IFT",0.306568193065464,0.311584318614492
