"","SignedMonth","Vendor.Size.sum","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"1850",2011-03-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.464812078378095,0.457910491390404
"1851",2011-04-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.473308243117919,0.579265409368443
"1852",2011-05-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",1.26169921067982,0.733273177391943
"1853",2011-06-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",1.00642977789551,0.913812410564415
"1854",2011-07-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",1.09119149146034,1.11977349334522
"1855",2011-08-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.387875483822912,0.828498917726255
"1856",2011-09-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.332887633203945,0.603984869495734
"1857",2011-10-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.118007937267017,0.279590351431291
"1858",2011-11-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.188481506425703,0.213125692298888
"1859",2011-12-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",2.30981924424879,0.872102895980503
"1860",2012-01-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.986807771640408,1.16170284077163
"1861",2012-02-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.405244392039955,1.23395713597638
"1862",2012-03-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.299677010791886,0.563909724824083
"1863",2012-04-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.216291761579652,0.307071054803831
"1864",2012-05-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.364360574358974,0.293443115576837
"1865",2012-06-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.314091806260941,0.298248047399856
"1866",2012-07-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.176955516187828,0.285135965602581
"1867",2012-08-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.514584829430543,0.335210717293104
"1868",2012-09-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.298261666213572,0.329934003943981
"1869",2012-10-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.800722332816188,0.537856276153434
"1870",2012-11-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.171563175674012,0.423515724901257
"1871",2012-12-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",1.48185329839169,0.818046268960631
"1872",2013-01-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.0997604743212146,0.584392316128973
"1873",2013-02-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.099490773729867,0.560368182147591
"1874",2013-03-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.193080504578552,0.130777250876544
"1875",2013-04-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.455415605064385,0.249328961124268
"1876",2013-05-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.111337500212146,0.253277869951694
"1877",2013-06-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.20930890327582,0.258687336184117
"1878",2013-07-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.0951288606386717,0.138591754708879
"1879",2013-08-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.0834758844317051,0.129304549448732
"1880",2013-09-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.307819898591348,0.162141547887241
"1881",2013-10-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.2222008497705,0.204498877597851
"1882",2013-11-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.1057850106874,0.211935253016416
"1883",2013-12-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.1755048496125,0.167830236690133
"1884",2014-01-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.0639883021074,0.115092720802433
"1885",2014-02-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.0860351463486,0.1085094326895
"1886",2014-03-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.103670722622,0.0845647236926667
"1887",2014-04-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.1294990064226,0.106401625131067
"1888",2014-05-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.0862956797751,0.106488469606567
"1889",2014-06-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.0711457320947,0.0956468060974667
"1890",2014-07-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.0146960105989,0.0573791408229
"1891",2014-08-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.0384368148496,0.0414261858477333
"1892",2014-09-01,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.1036644931964,0.0522657728816333
"1893",2010-09-01,"Large (Big 6)","Navy","Small Business
Task Force",0.853189148662816,NA
"1894",2010-10-01,"Large (Big 6)","Navy","Small Business
Task Force",0.330926805371381,NA
"1895",2010-11-01,"Large (Big 6)","Navy","Small Business
Task Force",0.468140634253042,0.550752196095746
"1896",2010-12-01,"Large (Big 6)","Navy","Small Business
Task Force",1.76937926113093,0.856148900251783
"1897",2011-01-01,"Large (Big 6)","Navy","Small Business
Task Force",0.314535886047,0.85068526047699
"1898",2011-02-01,"Large (Big 6)","Navy","Small Business
Task Force",0.560657245866555,0.881524131014827
"1899",2011-03-01,"Large (Big 6)","Navy","Small Business
Task Force",1.17409601524339,0.683096382385648
"1900",2011-04-01,"Large (Big 6)","Navy","Small Business
Task Force",0.523792739676878,0.752848666928941
"1901",2011-05-01,"Large (Big 6)","Navy","Small Business
Task Force",1.01338908438943,0.903759279769898
"1902",2011-06-01,"Large (Big 6)","Navy","Small Business
Task Force",1.32753112625892,0.954904316775073
"1903",2011-07-01,"Large (Big 6)","Navy","Small Business
Task Force",0.754162313459924,1.03169417470276
"1904",2011-08-01,"Large (Big 6)","Navy","Small Business
Task Force",1.32130559339068,1.13433301103651
"1905",2011-09-01,"Large (Big 6)","Navy","Small Business
Task Force",4.50833652751783,2.19460147812281
"1906",2011-10-01,"Large (Big 6)","Navy","Small Business
Task Force",0.724079738523324,2.18457395314395
"1907",2011-11-01,"Large (Big 6)","Navy","Small Business
Task Force",0.446270016872619,1.89289542763793
"1908",2011-12-01,"Large (Big 6)","Navy","Small Business
Task Force",1.36598690595201,0.845445553782652
"1909",2012-01-01,"Large (Big 6)","Navy","Small Business
Task Force",0.630478484914015,0.814245135912882
"1910",2012-02-01,"Large (Big 6)","Navy","Small Business
Task Force",2.16792083141798,1.38812874076134
"1911",2012-03-01,"Large (Big 6)","Navy","Small Business
Task Force",2.18692204017094,1.66177378550098
"1912",2012-04-01,"Large (Big 6)","Navy","Small Business
Task Force",1.13407791457111,1.82964026205334
"1913",2012-05-01,"Large (Big 6)","Navy","Small Business
Task Force",0.757551194202451,1.35951704964817
"1914",2012-06-01,"Large (Big 6)","Navy","Small Business
Task Force",1.3958353562352,1.09582148833625
"1915",2012-07-01,"Large (Big 6)","Navy","Small Business
Task Force",0.739216581680568,0.964201044039406
"1916",2012-08-01,"Large (Big 6)","Navy","Small Business
Task Force",1.13579622752549,1.09028272181375
"1917",2012-09-01,"Large (Big 6)","Navy","Small Business
Task Force",1.61292478406961,1.16264586442522
"1918",2012-10-01,"Large (Big 6)","Navy","Small Business
Task Force",0.730741408831218,1.15982080680877
"1919",2012-11-01,"Large (Big 6)","Navy","Small Business
Task Force",1.25721344468051,1.20029321252711
"1920",2012-12-01,"Large (Big 6)","Navy","Small Business
Task Force",7.00415330931177,2.99736938760783
"1921",2013-01-01,"Large (Big 6)","Navy","Small Business
Task Force",0.389439140669849,2.88360196488738
"1922",2013-02-01,"Large (Big 6)","Navy","Small Business
Task Force",1.16619046224109,2.8532609707409
"1923",2013-03-01,"Large (Big 6)","Navy","Small Business
Task Force",1.43221598914725,0.995948530686063
"1924",2013-04-01,"Large (Big 6)","Navy","Small Business
Task Force",0.807175121815578,1.13519385773464
"1925",2013-05-01,"Large (Big 6)","Navy","Small Business
Task Force",0.493457281370163,0.910949464110998
"1926",2013-06-01,"Large (Big 6)","Navy","Small Business
Task Force",1.11451697193206,0.805049791705934
"1927",2013-07-01,"Large (Big 6)","Navy","Small Business
Task Force",3.26235854423804,1.62344426584676
"1928",2013-08-01,"Large (Big 6)","Navy","Small Business
Task Force",1.71273337909637,2.02986963175549
"1929",2013-09-01,"Large (Big 6)","Navy","Small Business
Task Force",6.51351370984422,3.82953521105954
"1930",2013-10-01,"Large (Big 6)","Navy","Small Business
Task Force",0.9692590075061,3.06516869881556
"1931",2013-11-01,"Large (Big 6)","Navy","Small Business
Task Force",0.6671905753788,2.71665443090971
"1932",2013-12-01,"Large (Big 6)","Navy","Small Business
Task Force",2.0655065131426,1.2339853653425
"1933",2014-01-01,"Large (Big 6)","Navy","Small Business
Task Force",0.0879383467421,0.9402118117545
"1934",2014-02-01,"Large (Big 6)","Navy","Small Business
Task Force",2.8507075368411,1.6680507989086
"1935",2014-03-01,"Large (Big 6)","Navy","Small Business
Task Force",1.4783783065314,1.47234139670487
"1936",2014-04-01,"Large (Big 6)","Navy","Small Business
Task Force",4.0910572842516,2.8067143758747
"1937",2014-05-01,"Large (Big 6)","Navy","Small Business
Task Force",0.3706897719901,1.98004178759103
"1938",2014-06-01,"Large (Big 6)","Navy","Small Business
Task Force",1.2057175855902,1.88915488061063
"1939",2014-07-01,"Large (Big 6)","Navy","Small Business
Task Force",0.4077747590041,0.661394038861467
"1940",2014-08-01,"Large (Big 6)","Navy","Small Business
Task Force",0.7732973464048,0.795596563666367
"1941",2014-09-01,"Large (Big 6)","Navy","Small Business
Task Force",1.0000517968705,0.7270413007598
"1942",2013-04-01,"Large (Big 6)","Navy","BBP2",0.0670690108116178,NA
"1943",2013-05-01,"Large (Big 6)","Navy","BBP2",0.293275216363664,NA
"1944",2013-06-01,"Large (Big 6)","Navy","BBP2",1.00849675080705,0.45628032599411
"1945",2013-07-01,"Large (Big 6)","Navy","BBP2",0.343697491550726,0.548489819573813
"1946",2013-08-01,"Large (Big 6)","Navy","BBP2",0.366486204428862,0.572893482262212
"1947",2013-09-01,"Large (Big 6)","Navy","BBP2",1.4985685732089,0.736250756396161
"1948",2013-10-01,"Large (Big 6)","Navy","BBP2",0.5571278127445,0.807394196794086
"1949",2013-11-01,"Large (Big 6)","Navy","BBP2",0.4014609392626,0.819052441738665
"1950",2013-12-01,"Large (Big 6)","Navy","BBP2",1.2797167024267,0.7461018181446
"1951",2014-01-01,"Large (Big 6)","Navy","BBP2",0.3918718528285,0.6910164981726
"1952",2014-02-01,"Large (Big 6)","Navy","BBP2",0.5338805448131,0.735156366689433
"1953",2014-03-01,"Large (Big 6)","Navy","BBP2",2.2704280185055,1.06539347204903
"1954",2014-04-01,"Large (Big 6)","Navy","BBP2",0.8824386627139,1.22891574201083
"1955",2014-05-01,"Large (Big 6)","Navy","BBP2",0.7331436863052,1.29533678917487
"1956",2014-06-01,"Large (Big 6)","Navy","BBP2",3.6840727807405,1.76655170991987
"1957",2014-07-01,"Large (Big 6)","Navy","BBP2",0.3877093427374,1.60164193659437
"1958",2014-08-01,"Large (Big 6)","Navy","BBP2",0.8111941519063,1.6276587584614
"1959",2014-09-01,"Large (Big 6)","Navy","BBP2",1.0730502996989,0.757317931447533
"1960",2007-07-01,"Large (Big 6)","Air Force","YOUNG",0.792379526433943,NA
"1961",2007-08-01,"Large (Big 6)","Air Force","YOUNG",0.692829859479178,NA
"1962",2007-09-01,"Large (Big 6)","Air Force","YOUNG",0.969427372600741,0.818212252837954
"1963",2007-10-01,"Large (Big 6)","Air Force","YOUNG",0.708560946041215,0.790272726040378
"1964",2007-11-01,"Large (Big 6)","Air Force","YOUNG",0.525243762386117,0.734410693676024
"1965",2007-12-01,"Large (Big 6)","Air Force","YOUNG",1.24263584328633,0.825480183904555
"1966",2008-01-01,"Large (Big 6)","Air Force","YOUNG",0.893243479598699,0.887041028423716
"1967",2008-02-01,"Large (Big 6)","Air Force","YOUNG",1.89602768194143,1.34396900160882
"1968",2008-03-01,"Large (Big 6)","Air Force","YOUNG",0.969768754989154,1.25301330550976
"1969",2008-04-01,"Large (Big 6)","Air Force","YOUNG",1.10683234058568,1.32420959250542
"1970",2008-05-01,"Large (Big 6)","Air Force","YOUNG",1.09852000240781,1.05837369932755
"1971",2008-06-01,"Large (Big 6)","Air Force","YOUNG",0.999629795281996,1.06832737942516
"1972",2008-07-01,"Large (Big 6)","Air Force","YOUNG",0.582007648156182,0.893385815281996
"1973",2008-08-01,"Large (Big 6)","Air Force","YOUNG",0.527938445791757,0.703191963076645
"1974",2008-09-01,"Large (Big 6)","Air Force","YOUNG",1.83354310060738,0.981163064851771
"1975",2008-10-01,"Large (Big 6)","Air Force","YOUNG",1.1977024777008,1.18639467469998
"1976",2008-11-01,"Large (Big 6)","Air Force","YOUNG",0.786434443072094,1.27256000712676
"1977",2008-12-01,"Large (Big 6)","Air Force","YOUNG",3.2345318114527,1.7395562440752
"1978",2009-01-01,"Large (Big 6)","Air Force","YOUNG",0.703718481034856,1.57489491185321
"1979",2009-02-01,"Large (Big 6)","Air Force","YOUNG",3.80583661384499,2.58136230211085
"1980",2009-03-01,"Large (Big 6)","Air Force","YOUNG",1.37396028827668,1.96117179438551
"1981",2009-04-01,"Large (Big 6)","Air Force","YOUNG",0.79834615925525,1.99271435379231
"1982",2009-05-01,"Large (Big 6)","Air Force","YOUNG",1.52229728750812,1.23153457834668
"1983",2009-06-01,"Large (Big 6)","Air Force","YOUNG",0.370140371985278,0.896927939582882
"1984",2009-07-01,"Large (Big 6)","Air Force","YOUNG",0.660902616291405,0.851113425261601
"1985",2009-08-01,"Large (Big 6)","Air Force","YOUNG",0.485473892357653,0.505505626878112
"1986",2009-09-01,"Large (Big 6)","Air Force","YOUNG",0.747004405628924,0.631126971425994
"1987",2009-10-01,"Large (Big 6)","Air Force","YOUNG",0.322604874893025,0.518361057626534
"1988",2009-11-01,"Large (Big 6)","Air Force","YOUNG",1.3083194605798,0.792642913700584
"1989",2009-12-01,"Large (Big 6)","Air Force","YOUNG",1.45908323951647,1.03000252499643
"1990",2010-01-01,"Large (Big 6)","Air Force","YOUNG",0.543056686574668,1.10348646222365
"1991",2010-02-01,"Large (Big 6)","Air Force","YOUNG",0.579025170581943,0.860388365557695
"1992",2010-03-01,"Large (Big 6)","Air Force","YOUNG",0.411117164676936,0.511066340611182
"1993",2010-04-01,"Large (Big 6)","Air Force","YOUNG",0.209505509606333,0.399882614955071
"1994",2010-05-01,"Large (Big 6)","Air Force","YOUNG",0.154736554503637,0.258453076262302
"1995",2010-06-01,"Large (Big 6)","Air Force","YOUNG",0.996735163896021,0.453659076001997
"1996",2010-07-01,"Large (Big 6)","Air Force","YOUNG",0.125007752674369,0.425493157024675
"1997",2010-08-01,"Large (Big 6)","Air Force","YOUNG",0.545600957113821,0.55578129122807
"1998",2010-09-01,"Large (Big 6)","Air Force","YOUNG",0.643642459531451,0.438083723106547
"1999",2010-10-01,"Large (Big 6)","Air Force","YOUNG",0.182051371789761,0.457098262811678
"2000",2010-11-01,"Large (Big 6)","Air Force","YOUNG",0.212583605717583,0.346092479012931
"2001",2010-12-01,"Large (Big 6)","Air Force","YOUNG",0.38499766330256,0.259877546936634
"2002",2011-01-01,"Large (Big 6)","Air Force","YOUNG",0.316079988774654,0.304553752598265
"2003",2011-02-01,"Large (Big 6)","Air Force","YOUNG",0.797048409326479,0.499375353801231
"2004",2011-03-01,"Large (Big 6)","Air Force","YOUNG",0.227133506042803,0.446753968047979
"2005",2011-04-01,"Large (Big 6)","Air Force","YOUNG",0.221070540673521,0.415084152014268
"2006",2011-05-01,"Large (Big 6)","Air Force","YOUNG",0.217381674758708,0.221861907158344
"2007",2011-06-01,"Large (Big 6)","Air Force","YOUNG",0.799697025115401,0.412716413515876
"2008",2011-07-01,"Large (Big 6)","Air Force","YOUNG",0.0424814880297944,0.353186729301301
"2009",2011-08-01,"Large (Big 6)","Air Force","YOUNG",0.0847470433487201,0.308975185497972
"2010",2011-09-01,"Large (Big 6)","Air Force","YOUNG",0.204412203210239,0.110546911529585
"2011",2011-10-01,"Large (Big 6)","Air Force","YOUNG",0.209428158335908,0.166195801631622
"2012",2011-11-01,"Large (Big 6)","Air Force","YOUNG",0.105686162671198,0.173175508072448
"2013",2011-12-01,"Large (Big 6)","Air Force","YOUNG",0.250867220770261,0.188660513925789
"2014",2012-01-01,"Large (Big 6)","Air Force","YOUNG",0.289215623324065,0.215256335588508
"2015",2012-02-01,"Large (Big 6)","Air Force","YOUNG",0.464813815765627,0.334965553286651
"2016",2012-03-01,"Large (Big 6)","Air Force","YOUNG",0.287324444084028,0.347117961057907
"2017",2012-04-01,"Large (Big 6)","Air Force","YOUNG",0.126529131129647,0.292889130326434
"2018",2012-05-01,"Large (Big 6)","Air Force","YOUNG",0.225267123488827,0.213040232900834
"2019",2012-06-01,"Large (Big 6)","Air Force","YOUNG",0.16807441969931,0.173290224772595
"2020",2012-07-01,"Large (Big 6)","Air Force","YOUNG",0.0953595009988673,0.162900348062335
"2021",2012-08-01,"Large (Big 6)","Air Force","YOUNG",0.398971280197714,0.220801733631964
"2022",2012-09-01,"Large (Big 6)","Air Force","YOUNG",0.119978906508084,0.204769895901555
"2023",2012-10-01,"Large (Big 6)","Air Force","YOUNG",0.0632921215057378,0.194080769403845
"2024",2012-11-01,"Large (Big 6)","Air Force","YOUNG",0.226807761642937,0.136692929885586
"2025",2012-12-01,"Large (Big 6)","Air Force","YOUNG",0.679538503106631,0.323212795418435
"2026",2013-01-01,"Large (Big 6)","Air Force","YOUNG",0.116702824258048,0.341016363002539
"2027",2013-02-01,"Large (Big 6)","Air Force","YOUNG",0.0845921726020108,0.293611166655563
"2028",2013-03-01,"Large (Big 6)","Air Force","YOUNG",0.0229260903685386,0.0747403624095325
"2029",2013-04-01,"Large (Big 6)","Air Force","YOUNG",0.216623378243424,0.108047213737991
"2030",2013-05-01,"Large (Big 6)","Air Force","YOUNG",0.0227205533891541,0.087423340667039
"2031",2013-06-01,"Large (Big 6)","Air Force","YOUNG",0.0997719292337768,0.113038620288785
"2032",2013-07-01,"Large (Big 6)","Air Force","YOUNG",0.0976057303498527,0.0733660709909279
"2033",2013-08-01,"Large (Big 6)","Air Force","YOUNG",0.076292435697776,0.0912233650938018
"2034",2013-09-01,"Large (Big 6)","Air Force","YOUNG",0.0938752444552656,0.0892578035009648
"2035",2013-10-01,"Large (Big 6)","Air Force","YOUNG",0.0774319827511,0.0825332209680472
"2036",2013-11-01,"Large (Big 6)","Air Force","YOUNG",0.0460109574573,0.0724393948878885
"2037",2013-12-01,"Large (Big 6)","Air Force","YOUNG",0.5781593262566,0.233867422155
"2038",2014-01-01,"Large (Big 6)","Air Force","YOUNG",0.0113392206428,0.211836501452233
"2039",2014-02-01,"Large (Big 6)","Air Force","YOUNG",0.053948222507,0.2144822564688
"2040",2014-03-01,"Large (Big 6)","Air Force","YOUNG",0.3090224270856,0.124769956745133
"2041",2014-04-01,"Large (Big 6)","Air Force","YOUNG",0.4257222448854,0.262897631492667
"2042",2014-05-01,"Large (Big 6)","Air Force","YOUNG",0.3340022549888,0.356248975653267
"2043",2014-06-01,"Large (Big 6)","Air Force","YOUNG",0.0831357959016,0.280953431925267
"2044",2014-07-01,"Large (Big 6)","Air Force","YOUNG",-0.0024073290241,0.138243573955433
"2045",2014-08-01,"Large (Big 6)","Air Force","YOUNG",0.0617919352748,0.0475068007174333
"2046",2014-09-01,"Large (Big 6)","Air Force","YOUNG",0.1955456899735,0.0849767654080667
"2047",2009-04-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.0568853271703832,NA
"2048",2009-05-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",1.60863870247889,NA
"2049",2009-06-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.568320439716389,0.744614823121888
"2050",2009-07-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.47674858817926,0.88456924345818
"2051",2009-08-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.392213476585841,0.479094168160496
"2052",2009-09-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",2.0141242570578,0.961028773940968
"2053",2009-10-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.545863299721866,0.984067011121837
"2054",2009-11-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.353566311788618,0.971184622856096
"2055",2009-12-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",1.76362827333119,0.887685961613892
"2056",2010-01-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",1.71108870649337,1.27609443053773
"2057",2010-02-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",1.21183458789046,1.56218385590501
"2058",2010-03-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",1.17749764812794,1.36680698083726
"2059",2010-04-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.606612190757381,0.998648142258594
"2060",2010-05-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",1.14875752014335,0.977622453009556
"2061",2010-06-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",1.90459039258665,1.21998670116246
"2062",2010-07-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.662980853209243,1.23877625531308
"2063",2010-08-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",1.56835637732135,1.37864254103908
"2064",2010-09-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",1.19317061336115,1.14150261463058
"2065",2010-10-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",1.14703881695342,1.30285526921197
"2066",2010-11-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.249609575986152,0.863273002100239
"2067",2010-12-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.322910560900126,0.573186317946566
"2068",2011-01-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.626907000157365,0.399809045681214
"2069",2011-02-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.385796187117079,0.445204582724857
"2070",2011-03-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.475458542960554,0.496053910078333
"2071",2011-04-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.243511116397398,0.368255282158344
"2072",2011-05-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.263882798352917,0.327617485903623
"2073",2011-06-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.473801335134285,0.327065083294866
"2074",2011-07-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.210988417582879,0.316224183690027
"2075",2011-08-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.719699740337809,0.468163164351658
"2076",2011-09-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.417333577591271,0.449340578503987
"2077",2011-10-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.224591874101534,0.453875064010205
"2078",2011-11-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.231645726166203,0.29119039261967
"2079",2011-12-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.621562692153228,0.359266764140322
"2080",2012-01-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.679539597178457,0.510916005165963
"2081",2012-02-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.378250456152816,0.559784248494834
"2082",2012-03-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.317726333292143,0.458505462207806
"2083",2012-04-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.150389393285964,0.282122060910308
"2084",2012-05-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.0657099000205952,0.177941875532901
"2085",2012-06-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.349157697271136,0.188418996859232
"2086",2012-07-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.425821011687777,0.280229536326503
"2087",2012-08-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.223687379260632,0.332888696073182
"2088",2012-09-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.262523146370096,0.304010512439502
"2089",2012-10-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.114305742424596,0.200172089351775
"2090",2012-11-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.121270690810196,0.166033193201629
"2091",2012-12-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.323455653536813,0.186344028923869
"2092",2013-01-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.194300978131918,0.213009107492976
"2093",2013-02-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.126659856182187,0.214805495950306
"2094",2013-03-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.0465465827227582,0.122502472345621
"2095",2013-04-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.0525787229413019,0.0752617206154159
"2096",2013-05-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.1188027747778,0.0726426934806201
"2097",2013-06-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.259035319676145,0.143472272465082
"2098",2013-07-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.101422529043059,0.159753541165668
"2099",2013-08-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.00601553121630953,0.122157793311838
"2100",2013-09-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.124640510693409,0.0773595236509258
"2101",2013-10-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.1369232474129,0.0891930964408729
"2102",2013-11-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.0792716041603,0.113611787422203
"2103",2013-12-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.0371622825093,0.0844523780275
"2104",2014-01-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.0856917229294,0.0673752031996667
"2105",2014-02-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.0924626754832,0.0717722269739667
"2106",2014-03-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.0678464246729,0.0820002743618333
"2107",2014-04-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.2046972471703,0.121668782442133
"2108",2014-05-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.1143848360582,0.128976169300467
"2109",2014-06-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.124883891044,0.147988658090833
"2110",2014-07-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.0540541959737,0.0977743076919667
"2111",2014-08-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.0017748178382,0.0602376349519667
"2112",2014-09-01,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.1799901080096,0.0786063739405
"2113",2010-09-01,"Large (Big 6)","Air Force","Small Business
Task Force",1.2279781525353,NA
"2114",2010-10-01,"Large (Big 6)","Air Force","Small Business
Task Force",0.492788527024759,NA
"2115",2010-11-01,"Large (Big 6)","Air Force","Small Business
Task Force",0.458935619995804,0.726567433185288
"2116",2010-12-01,"Large (Big 6)","Air Force","Small Business
Task Force",1.81436585353546,0.922030000185341
"2117",2011-01-01,"Large (Big 6)","Air Force","Small Business
Task Force",0.579885813753672,0.951062429094978
"2118",2011-02-01,"Large (Big 6)","Air Force","Small Business
Task Force",0.407464711949224,0.933905459746118
"2119",2011-03-01,"Large (Big 6)","Air Force","Small Business
Task Force",1.80564492009022,0.930998481931039
"2120",2011-04-01,"Large (Big 6)","Air Force","Small Business
Task Force",1.17189311425724,1.12833424876556
"2121",2011-05-01,"Large (Big 6)","Air Force","Small Business
Task Force",1.43099362683592,1.46951055372779
