"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","ProductOrServiceArea","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"2014",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Launchers & Munitions","Army","CARTER",0.400467916848524,0.319639879952931
"2015",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Launchers & Munitions","Navy","CARTER",0.112847408365426,0.13835831802168
"2016",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Launchers & Munitions","Air Force","CARTER",0.0316720676080445,0.04561667752817
"2017",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Launchers & Munitions","DLA","CARTER",0.0230269818677792,0.0177020755170446
"2018",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Launchers & Munitions","Additional
DoD
Components","CARTER",0.00766524680145486,0.00256739462630153
"2019",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Missiles & Space","Army","CARTER",0.18541213787976,0.202500267918271
"2020",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Missiles & Space","Navy","CARTER",0.443797678786906,0.179299194965055
"2021",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Missiles & Space","Air Force","CARTER",0.0529488781343603,0.0663662812544573
"2022",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Missiles & Space","DLA","CARTER",0.00170249364569961,0.00187924490087006
"2023",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Missiles & Space","MDA","CARTER",-0.00335191698759093,0.00348063935244616
"2024",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Missiles & Space","Additional
DoD
Components","CARTER",-1.33515190415062e-05,-6.6583190700328e-06
"2025",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Other","Army","CARTER",0.658765222229354,0.647575159584938
"2026",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Other","Navy","CARTER",0.169343413821138,0.199646255106262
"2027",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Other","Air Force","CARTER",0.0688870161959778,0.0713335126943375
"2028",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Other","DLA","CARTER",0.340516558183569,0.303921883055199
"2029",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Other","MDA","CARTER",0.00372830293110826,0.00267184326772215
"2030",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Other","Additional
DoD
Components","CARTER",0.0240023115746684,0.0150411134467266
"2031",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Ships","Army","CARTER",0.00588917339537869,0.00866584400941378
"2032",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Ships","Navy","CARTER",0.2708398042362,0.158530239783911
"2033",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Ships","Air Force","CARTER",0.000112718506632435,0.000760180416488375
"2034",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Ships","DLA","CARTER",0.0582159005455712,0.0696369357616602
"2035",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Ships","Additional
DoD
Components","CARTER",0.00673892729995721,0.00775046958707745
"2036",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Aircraft","Army","CARTER",0.126864712195122,0.404234495186136
"2037",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Aircraft","Navy","CARTER",0.769757306857082,0.583235519972187
"2038",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Aircraft","Air Force","CARTER",0.214536110483526,0.489196035141207
"2039",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Aircraft","DLA","CARTER",0.233272444554985,0.214808641103266
"2040",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Aircraft","Additional
DoD
Components","CARTER",0.0423493607616603,0.0499459368528027
"2041",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Clothing & Subsistence","Army","CARTER",0.154433640596919,0.166570013432463
"2042",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Clothing & Subsistence","Navy","CARTER",0.0542165293859649,0.0458134289331051
"2043",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Clothing & Subsistence","Air Force","CARTER",0.0104335612323492,0.0109611704714021
"2044",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Clothing & Subsistence","DLA","CARTER",0.711913064976466,0.750995956985451
"2045",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Clothing & Subsistence","Additional
DoD
Components","CARTER",0.00274086942661532,0.00303653109756098
"2046",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Electronics & Communications","Army","CARTER",0.690437346887035,0.810900500773891
"2047",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Electronics & Communications","Navy","CARTER",0.397524516634574,0.397685874800314
"2048",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Electronics & Communications","Air Force","CARTER",0.183290289142062,0.275398195089859
"2049",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Electronics & Communications","DLA","CARTER",0.181982338778348,0.145920708896734
"2050",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Electronics & Communications","MDA","CARTER",6.75868848951647e-05,9.52515440022821e-05
"2051",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Electronics & Communications","Military
Health","CARTER",5.14076807873342e-05,0.000158013197118813
"2052",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Electronics & Communications","Additional
DoD
Components","CARTER",0.128026564291827,0.0959073516795036
"2053",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Engines & Power Plants","Army","CARTER",0.0479657125481386,0.0899299505170446
"2054",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Engines & Power Plants","Navy","CARTER",0.0998750395164741,0.127801639263301
"2055",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Engines & Power Plants","Air Force","CARTER",0.0194115097133077,0.225078837705035
"2056",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Engines & Power Plants","DLA","CARTER",0.208375799465126,0.195642708871773
"2057",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Engines & Power Plants","Additional
DoD
Components","CARTER",0.000171425492083868,0.000321912387676508
"2058",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Fuels","Army","CARTER",0.0350576949721866,0.0387702347133077
"2059",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Fuels","Navy","CARTER",0.000955920560547711,0.00152233779418057
"2060",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Fuels","Air Force","CARTER",0.00158775696405648,0.000615200730994152
"2061",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Fuels","DLA","CARTER",0.619288286810013,1.16489360996648
"2062",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Fuels","Additional
DoD
Components","CARTER",0.000149688703465982,0.00018164728810777
"2063",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Ground Vehicles","Army","CARTER",0.762930440222508,1.25940280670732
"2064",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Ground Vehicles","Navy","CARTER",0.117829111563971,0.234449258853944
"2065",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Ground Vehicles","Air Force","CARTER",0.00371049561403509,0.00383860697475396
"2066",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Ground Vehicles","DLA","CARTER",0.0978150745614035,0.100608188250606
"2067",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Ground Vehicles","Additional
DoD
Components","CARTER",-0.00743379761446299,-0.00204457558479532
"2068",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Launchers & Munitions","Army","CARTER",0.391815301508344,0.366760267590215
"2069",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Launchers & Munitions","Navy","CARTER",0.102608772956782,0.115205936250178
"2070",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Launchers & Munitions","Air Force","CARTER",0.0416501578626444,0.04628775
"2071",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Launchers & Munitions","DLA","CARTER",0.0141584494009414,0.0171847562294965
"2072",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Launchers & Munitions","Additional
DoD
Components","CARTER",1.95548138639281e-05,0.00254575543788333
"2073",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Missiles & Space","Army","CARTER",0.417332205990586,0.314941939405934
"2074",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Missiles & Space","Navy","CARTER",0.274194343196406,0.256196990368706
"2075",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Missiles & Space","Air Force","CARTER",0.0176114042682927,0.0649272964698331
"2076",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Missiles & Space","DLA","CARTER",0.00145886786478391,0.00205216573242048
"2077",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Missiles & Space","MDA","CARTER",0.00133935494223363,0.0030283486663814
"2078",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Other","Army","CARTER",0.702979206504065,0.625026948933818
"2079",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Other","Navy","CARTER",0.298637962783483,0.201476373727
"2080",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Other","Air Force","CARTER",0.0751630538617886,0.0742458687170161
"2081",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Other","DLA","CARTER",0.309594133547283,0.314576818784767
"2082",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Other","MDA","CARTER",0.00013628933461703,0.00269256023391813
"2083",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Other","Military
Health","CARTER",4.09178433889602e-06,1.24342212237912e-05
"2084",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Other","Additional
DoD
Components","CARTER",0.0198585990265297,0.0178961947297105
"2085",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Ships","Army","CARTER",0.00466354901583226,0.00912436822136643
"2086",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Ships","Navy","CARTER",0.0889507620667522,0.135215177036086
"2087",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Ships","Air Force","CARTER",0.000151419512195122,0.000756504407359863
"2088",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Ships","DLA","CARTER",0.0937366148480959,0.0852302777742119
"2089",2010-09-30,"Q4",2010-09-30,1.74794520547945,"Ships","Additional
DoD
Components","CARTER",0.0072958972186564,0.00770036787191556
"2090",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Aircraft","Army","CARTER",0.237065165778776,0.326242501807873
"2091",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Aircraft","Navy","CARTER",0.114472142030381,0.557833024661247
"2092",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Aircraft","Air Force","CARTER",0.320508421523321,0.515741953080873
"2093",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Aircraft","DLA","CARTER",0.273708908344031,0.255269137294965
"2094",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Aircraft","Additional
DoD
Components","CARTER",0.0698203248502353,0.0614706773712737
"2095",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Clothing & Subsistence","Army","CARTER",0.219296424390244,0.191267861321495
"2096",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Clothing & Subsistence","Navy","CARTER",0.118032577064613,0.0749899242476109
"2097",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Clothing & Subsistence","Air Force","CARTER",0.014310908033804,0.0120314424475824
"2098",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Clothing & Subsistence","DLA","CARTER",0.755892074925118,0.733448141534731
"2099",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Clothing & Subsistence","Additional
DoD
Components","CARTER",0.0105580195977749,0.00603722277135929
"2100",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Electronics & Communications","Army","CARTER",0.861360862612323,0.771079978612288
"2101",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Electronics & Communications","Navy","CARTER",0.55138867063543,0.447570186432035
"2102",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Electronics & Communications","Air Force","CARTER",0.211022898234917,0.277195171227357
"2103",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Electronics & Communications","DLA","CARTER",0.14377254114249,0.1550161545179
"2104",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Electronics & Communications","Military
Health","CARTER",8.7565703893881e-05,0.000111175231778634
"2105",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Electronics & Communications","Additional
DoD
Components","CARTER",0.106005951133932,0.108280588931679
"2106",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Engines & Power Plants","Army","CARTER",0.124799796673085,0.110632558454571
"2107",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Engines & Power Plants","Navy","CARTER",0.0961676227642276,0.0958521425723862
"2108",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Engines & Power Plants","Air Force","CARTER",0.131627456086863,0.151608641377835
"2109",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Engines & Power Plants","DLA","CARTER",0.276995632124519,0.213379759388818
"2110",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Engines & Power Plants","Additional
DoD
Components","CARTER",0.00168713533376123,0.000906943096562545
"2111",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Fuels","Army","CARTER",0.0203916688061617,0.0267780176223078
"2112",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Fuels","Navy","CARTER",0.000502483076593924,0.00146017420838682
"2113",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Fuels","Air Force","CARTER",0.00297739139922978,0.0015801290864356
"2114",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Fuels","DLA","CARTER",0.51399255983098,1.16738457759592
"2115",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Fuels","Additional
DoD
Components","CARTER",0,4.98962344886607e-05
"2116",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Ground Vehicles","Army","CARTER",1.61535978596491,1.24251099055769
"2117",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Ground Vehicles","Navy","CARTER",0.118494769865212,0.17494321724433
"2118",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Ground Vehicles","Air Force","CARTER",0.00619198802952503,0.00378515263157895
"2119",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Ground Vehicles","DLA","CARTER",0.12619211944801,0.107322641645272
"2120",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Ground Vehicles","Additional
DoD
Components","CARTER",0.000480122047496791,-0.00231804603836828
"2121",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Launchers & Munitions","Army","CARTER",0.401215341645272,0.397832853334046
"2122",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Launchers & Munitions","Navy","CARTER",0.255217524604193,0.1568912353088
"2123",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Launchers & Munitions","Air Force","CARTER",0.055382361724433,0.0429015290650406
"2124",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Launchers & Munitions","DLA","CARTER",0.0231821974967908,0.0201225429218371
"2125",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Launchers & Munitions","Additional
DoD
Components","CARTER",0.0030994763478819,0.00359475932106689
"2126",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Missiles & Space","Army","CARTER",0.0474768740265297,0.216740405965625
"2127",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Missiles & Space","Navy","CARTER",0.0661055163671374,0.261365846116816
"2128",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Missiles & Space","Air Force","CARTER",0.537498945474968,0.20268640929254
"2129",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Missiles & Space","DLA","CARTER",0.00883912348095849,0.00400016166381401
"2130",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Missiles & Space","MDA","CARTER",8.14071459135644e-05,-0.000643718299814577
"2131",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Missiles & Space","Additional
DoD
Components","CARTER",-0.000318942394094994,-0.000109152171587505
"2132",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Other","Army","CARTER",0.5344499410997,0.632064789944373
"2133",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Other","Navy","CARTER",0.271168509905862,0.246383295503494
"2134",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Other","Air Force","CARTER",0.13061351512623,0.0915545283946655
"2135",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Other","DLA","CARTER",0.365625295218229,0.33857866231636
"2136",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Other","MDA","CARTER",0.000140242051775781,0.00133494477250036
"2137",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Other","Additional
DoD
Components","CARTER",0.0151438774497219,0.01966826268364
"2138",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Ships","Army","CARTER",0.01265078805092,0.00773450348737698
"2139",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Ships","Navy","CARTER",0.0768019650941378,0.14553084379903
"2140",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Ships","Air Force","CARTER",0.000202507926829268,0.000155548648552275
"2141",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Ships","DLA","CARTER",0.0389049931750107,0.0636191695228926
"2142",2010-09-30,"Q4",2010-09-30,1.83287671232877,"Ships","Additional
DoD
Components","CARTER",0.0150113622486093,0.00968206225574098
"2143",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Aircraft","Army","CARTER",0.623567268934531,0.329165715636143
"2144",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Aircraft","Navy","CARTER",0.441980632317073,0.442070027068179
"2145",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Aircraft","Air Force","CARTER",0.78025519466196,0.438433242222935
"2146",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Aircraft","DLA","CARTER",0.551139027182285,0.352706793360434
"2147",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Aircraft","Additional
DoD
Components","CARTER",0.0955700360290971,0.0692465738803309
"2148",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Clothing & Subsistence","Army","CARTER",0.598914273373984,0.324214779453716
"2149",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Clothing & Subsistence","Navy","CARTER",0.254212791420625,0.142153965957067
"2150",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Clothing & Subsistence","Air Force","CARTER",0.0498808328198545,0.0248751006953359
"2151",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Clothing & Subsistence","DLA","CARTER",1.17947004319641,0.882425061032663
"2152",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Clothing & Subsistence","Additional
DoD
Components","CARTER",0.0132219859007274,0.00884029164170589
"2153",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Electronics & Communications","Army","CARTER",2.61480867582371,1.38886896177435
"2154",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Electronics & Communications","Navy","CARTER",1.4123399055092,0.787084364259735
"2155",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Electronics & Communications","Air Force","CARTER",0.662871597539581,0.35239492830552
"2156",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Electronics & Communications","DLA","CARTER",0.185111982263586,0.170288954061475
"2157",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Electronics & Communications","MDA","CARTER",0,2.63975253173584e-05
"2158",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Electronics & Communications","Military
Health","CARTER",0.00127722280701754,0.00047206539723292
"2159",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Electronics & Communications","Additional
DoD
Components","CARTER",0.387163328070175,0.207065281165312
"2160",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Engines & Power Plants","Army","CARTER",0.2066173771181,0.126460962113108
"2161",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Engines & Power Plants","Navy","CARTER",0.10371432156611,0.0999189946156041
"2162",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Engines & Power Plants","Air Force","CARTER",0.33836765758451,0.163135541128227
"2163",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Engines & Power Plants","DLA","CARTER",0.389561285248181,0.291644238945942
"2164",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Engines & Power Plants","Additional
DoD
Components","CARTER",0.00109161202396234,0.000983390949935815
"2165",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Fuels","Army","CARTER",0.0143889722721438,0.023279445350164
"2166",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Fuels","Navy","CARTER",-0.000132673352588789,0.000441910094850948
"2167",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Fuels","Air Force","CARTER",0.000250744982884039,0.00160529778205677
"2168",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Fuels","DLA","CARTER",0.711375010922123,0.614885285854372
"2169",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Ground Vehicles","Army","CARTER",2.02513504089645,1.46780842236129
"2170",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Ground Vehicles","Navy","CARTER",0.507446611660248,0.247923497696477
"2171",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Ground Vehicles","Air Force","CARTER",0.012861016720154,0.00758783345457139
"2172",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Ground Vehicles","DLA","CARTER",0.157027001807873,0.127011398605762
"2173",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Ground Vehicles","Additional
DoD
Components","CARTER",0.00189703737697903,-0.00168554606332905
"2174",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Launchers & Munitions","Army","CARTER",0.668510645325203,0.48718042949294
"2175",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Launchers & Munitions","Navy","CARTER",0.205463325984168,0.187763207848381
"2176",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Launchers & Munitions","Air Force","CARTER",0.147699368410355,0.0815772959991442
"2177",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Launchers & Munitions","DLA","CARTER",0.0176670717907574,0.0183359062294965
"2178",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Launchers & Munitions","Additional
DoD
Components","CARTER",0.0105278643025246,0.00454896515475681
"2179",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Missiles & Space","Army","CARTER",0.0444652651690201,0.169758115062045
"2180",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Missiles & Space","Navy","CARTER",0.0453760746790757,0.12855864474754
"2181",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Missiles & Space","Air Force","CARTER",0.22019609805306,0.258435482598773
"2182",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Missiles & Space","DLA","CARTER",0.0164795107188704,0.00892583402153758
"2183",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Missiles & Space","MDA","CARTER",-0.00183452503209243,-0.000137920981315076
"2184",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Missiles & Space","Additional
DoD
Components","CARTER",0.000182510611895593,-4.99277670803024e-05
"2185",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Other","Army","CARTER",1.47921073886393,0.905546628822565
"2186",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Other","Navy","CARTER",0.703217408493796,0.424341293727714
"2187",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Other","Air Force","CARTER",0.568262086467694,0.258012885151904
"2188",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Other","DLA","CARTER",0.565001465489944,0.413406964751819
"2189",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Other","MDA","CARTER",0.000199512494651262,0.000158681293681358
"2190",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Other","Military
Health","CARTER",0.000493863457424048,0.000170263546569676
"2191",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Other","Additional
DoD
Components","CARTER",0.113943180862217,0.049648552446156
"2192",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Ships","Army","CARTER",0.033060199347454,0.0167915121380687
"2193",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Ships","Navy","CARTER",0.172598047582371,0.112783591581087
"2194",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Ships","Air Force","CARTER",0.00273149620239623,0.00102847454714021
"2195",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Ships","DLA","CARTER",0.118645880059906,0.0837624960276708
"2196",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Ships","Additional
DoD
Components","CARTER",0.034106999572101,0.0188047530131222
"2197",2010-12-31,"Q1",2011-09-30,2,"Aircraft","Army","CARTER",0.364494330119597,0.408375588277635
"2198",2010-12-31,"Q1",2011-09-30,2,"Aircraft","Navy","CARTER",0.143590152885019,0.233347642410824
"2199",2010-12-31,"Q1",2011-09-30,2,"Aircraft","Air Force","CARTER",0.748798082459085,0.616520566214789
"2200",2010-12-31,"Q1",2011-09-30,2,"Aircraft","DLA","CARTER",0.1553158583718,0.326721264632705
"2201",2010-12-31,"Q1",2011-09-30,2,"Aircraft","Additional
DoD
Components","CARTER",0.0846385223352916,0.0833429610715414
"2202",2010-12-31,"Q1",2011-09-30,2,"Clothing & Subsistence","Army","CARTER",0.133370637064624,0.317193778276284
"2203",2010-12-31,"Q1",2011-09-30,2,"Clothing & Subsistence","Navy","CARTER",0.0155970251888376,0.129280797891358
"2204",2010-12-31,"Q1",2011-09-30,2,"Clothing & Subsistence","Air Force","CARTER",0.00929665201426773,0.0244961309559754
"2205",2010-12-31,"Q1",2011-09-30,2,"Clothing & Subsistence","DLA","CARTER",1.24655634024339,1.06063948612164
"2206",2010-12-31,"Q1",2011-09-30,2,"Clothing & Subsistence","Additional
DoD
Components","CARTER",0.000268156588334033,0.00801605402894546
"2207",2010-12-31,"Q1",2011-09-30,2,"Electronics & Communications","Army","CARTER",0.133896873730592,1.20335547072221
"2208",2010-12-31,"Q1",2011-09-30,2,"Electronics & Communications","Navy","CARTER",0.15943254710449,0.707720374416373
"2209",2010-12-31,"Q1",2011-09-30,2,"Electronics & Communications","Air Force","CARTER",0.165668512914394,0.346521002896297
"2210",2010-12-31,"Q1",2011-09-30,2,"Electronics & Communications","DLA","CARTER",0.0914558782312212,0.140113467212432
"2211",2010-12-31,"Q1",2011-09-30,2,"Electronics & Communications","Military
Health","CARTER",0,0.000454929503637142
"2212",2010-12-31,"Q1",2011-09-30,2,"Electronics & Communications","Additional
DoD
Components","CARTER",0.0229711181493915,0.172046799117833
"2213",2010-12-31,"Q1",2011-09-30,2,"Engines & Power Plants","Army","CARTER",0.0222565931913554,0.117891255660847
"2214",2010-12-31,"Q1",2011-09-30,2,"Engines & Power Plants","Navy","CARTER",0.677602718999161,0.2924948877765
"2215",2010-12-31,"Q1",2011-09-30,2,"Engines & Power Plants","Air Force","CARTER",0.00407946506504406,0.158024859578806
"2216",2010-12-31,"Q1",2011-09-30,2,"Engines & Power Plants","DLA","CARTER",0.067698315086026,0.244751744152909
"2217",2010-12-31,"Q1",2011-09-30,2,"Engines & Power Plants","Additional
DoD
Components","CARTER",-8.61792278640369e-05,0.00089752270995318
"2218",2010-12-31,"Q1",2011-09-30,2,"Fuels","Army","CARTER",0.0102970406210659,0.0150258938997905
"2219",2010-12-31,"Q1",2011-09-30,2,"Fuels","Navy","CARTER",0.0100205101237935,0.00346343994926622
"2220",2010-12-31,"Q1",2011-09-30,2,"Fuels","Air Force","CARTER",0.00082611638690726,0.00135141758967369
"2221",2010-12-31,"Q1",2011-09-30,2,"Fuels","DLA","CARTER",0.363650229133445,0.529672599962183
"2222",2010-12-31,"Q1",2011-09-30,2,"Fuels","Additional
DoD
Components","CARTER",1.42425933697021e-05,5.46437656118947e-05
"2223",2010-12-31,"Q1",2011-09-30,2,"Ground Vehicles","Army","CARTER",0.125289014928661,1.25526128059667
"2224",2010-12-31,"Q1",2011-09-30,2,"Ground Vehicles","Navy","CARTER",0.0169909984158624,0.214310793313774
