"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","ProductOrServiceArea","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"1076",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Launchers & Munitions","Army","CARTER",0.10534497076207,NA
"1077",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Launchers & Munitions","Navy","CARTER",0.0852628308724832,NA
"1078",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Launchers & Munitions","Air Force","CARTER",0.0657165466984196,NA
"1079",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Launchers & Munitions","DLA","CARTER",0.00897710957999567,NA
"1080",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Launchers & Munitions","Additional
DoD
Components","CARTER",0.00129092699718554,NA
"1081",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Missiles & Space","Army","CARTER",0.0429700235332323,NA
"1082",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Missiles & Space","Navy","CARTER",0.0349952356245941,NA
"1083",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Missiles & Space","Air Force","CARTER",0.955711587822039,NA
"1084",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Missiles & Space","DLA","CARTER",0.016217118965144,NA
"1085",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Missiles & Space","Additional
DoD
Components","CARTER",8.78328642563325e-06,NA
"1086",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Other","Army","CARTER",0.389686108735657,NA
"1087",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Other","Navy","CARTER",0.121642064288807,NA
"1088",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Other","Air Force","CARTER",0.0671449466442953,NA
"1089",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Other","DLA","CARTER",0.29089331295735,NA
"1090",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Other","MDA","CARTER",0.000160793028794111,NA
"1091",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Other","Military
Health","CARTER",1.42130331240528e-05,NA
"1092",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Other","Additional
DoD
Components","CARTER",0.00529831866204806,NA
"1093",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Ships","Army","CARTER",0.00369411604243343,NA
"1094",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Ships","Navy","CARTER",0.545892207674821,NA
"1095",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Ships","Air Force","CARTER",0.000551961463520242,NA
"1096",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Ships","DLA","CARTER",0.0247652594717471,NA
"1097",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Ships","Additional
DoD
Components","CARTER",0.00828856267590388,NA
"1098",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Aircraft","Army","CARTER",0.340823348441221,0.224658606101609
"1099",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Aircraft","Navy","CARTER",0.210335060586707,0.104735213949628
"1100",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Aircraft","Air Force","CARTER",0.0870497835678718,0.255450322208992
"1101",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Aircraft","DLA","CARTER",0.191756350108249,0.16709353750451
"1102",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Aircraft","Additional
DoD
Components","CARTER",0.0222599889586491,0.0143504786714296
"1103",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Clothing & Subsistence","Army","CARTER",0.170220122385798,0.103227604012413
"1104",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Clothing & Subsistence","Navy","CARTER",0.0480751733925092,0.0243213344627264
"1105",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Clothing & Subsistence","Air Force","CARTER",0.0201550726239446,0.0105564733023021
"1106",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Clothing & Subsistence","DLA","CARTER",0.825328556029444,0.577854924193548
"1107",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Clothing & Subsistence","Additional
DoD
Components","CARTER",0.00166538206321715,0.000795641412282601
"1108",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Electronics & Communications","Army","CARTER",1.10274537691059,0.552752379328137
"1109",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Electronics & Communications","Navy","CARTER",0.408982737724616,0.265237317593996
"1110",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Electronics & Communications","Air Force","CARTER",0.169354387183373,0.112965656592336
"1111",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Electronics & Communications","DLA","CARTER",0.107872812048062,0.097349367139352
"1112",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Electronics & Communications","MDA","CARTER",0.000267745096341199,NA
"1113",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Electronics & Communications","Military
Health","CARTER",1.32893266940896e-05,NA
"1114",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Electronics & Communications","Additional
DoD
Components","CARTER",0.052882896373674,0.0363904789637007
"1115",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Engines & Power Plants","Army","CARTER",0.0746144477917298,0.0646620241574655
"1116",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Engines & Power Plants","Navy","CARTER",0.123966688168435,0.100992939333911
"1117",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Engines & Power Plants","Air Force","CARTER",0.0234728306884607,0.0115750618820813
"1118",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Engines & Power Plants","DLA","CARTER",0.0853976195929855,0.102284267308941
"1119",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Engines & Power Plants","Additional
DoD
Components","CARTER",0.000606522158475861,NA
"1120",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Fuels","Army","CARTER",0.00543577425849751,0.00774256124702316
"1121",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Fuels","Navy","CARTER",0.000369194208703183,0.000222721462076929
"1122",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Fuels","Air Force","CARTER",0.00204013966226456,0.000824992281879195
"1123",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Fuels","DLA","CARTER",2.21754265269539,0.829241141285992
"1124",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Ground Vehicles","Army","CARTER",1.46803241317385,0.697571853727358
"1125",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Ground Vehicles","Navy","CARTER",0.0443870095475211,0.0257998012953742
"1126",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Ground Vehicles","Air Force","CARTER",0.0104969451721152,0.00403274413653749
"1127",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Ground Vehicles","DLA","CARTER",0.123184224983763,0.0788713139532366
"1128",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Ground Vehicles","Additional
DoD
Components","CARTER",6.69281879194631e-05,8.19318647614924e-05
"1129",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Launchers & Munitions","Army","CARTER",0.398484882355488,0.19101113395035
"1130",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Launchers & Munitions","Navy","CARTER",0.0815024010824854,0.0596570233239518
"1131",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Launchers & Munitions","Air Force","CARTER",0.00520713848235549,0.0255116865807895
"1132",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Launchers & Munitions","DLA","CARTER",0.00943748587356571,0.00695181694811287
"1133",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Launchers & Munitions","Additional
DoD
Components","CARTER",0.00147764207620697,NA
"1134",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Missiles & Space","Army","CARTER",0.0914178164646027,0.0486448837699358
"1135",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Missiles & Space","Navy","CARTER",0.19110853777874,0.0756313474345096
"1136",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Missiles & Space","Air Force","CARTER",0.00547982110846504,0.320535329115249
"1137",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Missiles & Space","DLA","CARTER",0.00276654187053475,0.00711395138918958
"1138",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Missiles & Space","Additional
DoD
Components","CARTER",0.00258532327343581,NA
"1139",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Other","Army","CARTER",0.637005352067547,0.382875870375983
"1140",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Other","Navy","CARTER",0.157349869961031,0.100656340737533
"1141",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Other","Air Force","CARTER",0.0796523802013423,0.0546175091000938
"1142",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Other","DLA","CARTER",0.288027292725698,0.20648980580573
"1143",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Other","MDA","CARTER",0,8.70825575521397e-05
"1144",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Other","Additional
DoD
Components","CARTER",0.0166749097207188,0.00774223998701018
"1145",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Ships","Army","CARTER",0.00224858807101104,0.00202257708017608
"1146",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Ships","Navy","CARTER",0.0186317533773544,0.19076151100166
"1147",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Ships","Air Force","CARTER",0.000469154882009093,0.000348314671285271
"1148",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Ships","DLA","CARTER",0.028339484964278,0.0181350784549325
"1149",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Ships","Additional
DoD
Components","CARTER",0.00554769611387746,0.00490644716388829
"1150",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Aircraft","Army","YOUNG",0.0226139888828751,0.196276076174497
"1151",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Aircraft","Navy","YOUNG",0.068806797705131,0.772536999967525
"1152",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Aircraft","Air Force","YOUNG",0.0760410604568088,0.202657438150393
"1153",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Aircraft","DLA","YOUNG",-0.00033652378220394,0.0721999413834163
"1154",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Aircraft","Additional
DoD
Components","YOUNG",0.000899624290972072,0.039046430046186
"1155",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Clothing & Subsistence","Army","YOUNG",-0.000502076001298982,0.152541447481417
"1156",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Clothing & Subsistence","Navy","YOUNG",-9.62228945659234e-05,0.018037294270044
"1157",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Clothing & Subsistence","Air Force","YOUNG",7.32168109980515e-05,0.0107800215883669
"1158",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Clothing & Subsistence","Additional
DoD
Components","YOUNG",7.57739770513098e-08,0.00136179062206827
"1159",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Electronics & Communications","Army","YOUNG",0.0396324647867504,0.585274092011258
"1160",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Electronics & Communications","Navy","YOUNG",0.0187478027278632,0.204709319217724
"1161",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Electronics & Communications","Air Force","YOUNG",0.0502327649491232,0.166190230619903
"1162",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Electronics & Communications","DLA","YOUNG",0.000491705607274302,0.05349432259147
"1163",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Electronics & Communications","Military
Health","YOUNG",0.000145238568954319,5.56871581150321e-05
"1164",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Electronics & Communications","Additional
DoD
Components","YOUNG",0.00584670418921845,0.0539593695280364
"1165",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Engines & Power Plants","Army","YOUNG",8.98687269971855e-05,0.225232120394025
"1166",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Engines & Power Plants","Navy","YOUNG",-0.0001062456592336,0.055835933012196
"1167",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Engines & Power Plants","Air Force","YOUNG",0.000345308584109115,0.0724977804755719
"1168",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Engines & Power Plants","DLA","YOUNG",-0.000222377668326478,0.0522936041278776
"1169",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Engines & Power Plants","MDA","YOUNG",0.000113834163238796,4.03312405282529e-05
"1170",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Engines & Power Plants","Additional
DoD
Components","YOUNG",-0.000118375719852782,0.000361925943566429
"1171",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Fuels","Army","YOUNG",-0.00295510875730678,0.0166953572959515
"1172",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Fuels","Navy","YOUNG",0.000334116042433427,0.000156470365158404
"1173",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Fuels","Air Force","YOUNG",-4.974361333622e-05,0.00221958033124053
"1174",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Fuels","DLA","YOUNG",0.00365946887854514,2.25357502109764
"1175",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Fuels","Additional
DoD
Components","YOUNG",6.10469365663564e-05,5.80327415746554e-05
"1176",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Ground Vehicles","Army","YOUNG",0.796241237746265,0.606464927318323
"1177",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Ground Vehicles","Navy","YOUNG",0.207030652922711,0.213535889023598
"1178",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Ground Vehicles","Air Force","YOUNG",0.000178508562459407,0.00203913433282817
"1179",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Ground Vehicles","DLA","YOUNG",6.02974994587573e-05,0.0519343175146136
"1180",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Ground Vehicles","Additional
DoD
Components","YOUNG",0,0.00086733922566212
"1181",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Launchers & Munitions","Army","YOUNG",0.225786533091578,0.609825196987082
"1182",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Launchers & Munitions","Navy","YOUNG",0.398381644165404,0.176176847831421
"1183",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Launchers & Munitions","Air Force","YOUNG",5.19991664862524e-05,0.0382117356173775
"1184",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Launchers & Munitions","DLA","YOUNG",0,0.00503418471169806
"1185",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Launchers & Munitions","Additional
DoD
Components","YOUNG",-1.16962221260013e-05,0.000638167308941329
"1186",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Missiles & Space","Army","YOUNG",0.0387533777549253,0.265088943162301
"1187",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Missiles & Space","Navy","YOUNG",0.0012652102294869,0.0972916727069351
"1188",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Missiles & Space","Air Force","YOUNG",1.21087431768781,0.504424581157538
"1189",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Missiles & Space","DLA","YOUNG",0,0.000445544695821606
"1190",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Missiles & Space","MDA","YOUNG",0.00974236847802555,0.00804768095547377
"1191",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Other","Army","YOUNG",0.0924496245291189,0.339829649794328
"1192",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Other","Navy","YOUNG",0.0207983008335137,0.123686361752183
"1193",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Other","Air Force","YOUNG",0.00317134067980082,0.0714881650718049
"1194",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Other","DLA","YOUNG",7.41329833297251e-05,0.181609895706141
"1195",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Other","MDA","YOUNG",2.03214981597748e-05,7.10499386591614e-05
"1196",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Other","Additional
DoD
Components","YOUNG",-1.71774193548387e-05,0.01379694333189
"1197",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Ships","Army","YOUNG",0.000234485786966876,0.00494982126001299
"1198",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Ships","Navy","YOUNG",0.198000833264776,0.453135803839215
"1199",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Ships","Air Force","YOUNG",0.000234174529118857,0.000137736537490077
"1200",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Ships","DLA","YOUNG",0,0.030626730197734
"1201",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Ships","Additional
DoD
Components","YOUNG",0.00110939562675904,0.00748712920906401
"1202",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Aircraft","Army","YOUNG",0.0928878803961897,0.151755274305405
"1203",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Aircraft","Navy","YOUNG",2.40687435442737,0.972592441000938
"1204",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Aircraft","Air Force","YOUNG",0.108771794241178,0.125546921501768
"1205",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Aircraft","DLA","YOUNG",8.64444793245291e-05,0.0353919654939742
"1206",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Aircraft","Additional
DoD
Components","YOUNG",0.0651102752976835,0.0335806204553655
"1207",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Clothing & Subsistence","Army","YOUNG",0.00139692229919896,0.0810144038247817
"1208",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Clothing & Subsistence","Navy","YOUNG",0.0243789659341849,0.0171523914339323
"1209",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Clothing & Subsistence","Air Force","YOUNG",0.00643521200476294,0.00798380751244858
"1210",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Clothing & Subsistence","DLA","YOUNG",-1.29898246373674e-08,0.499432620000722
"1211",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Clothing & Subsistence","Additional
DoD
Components","YOUNG",5.78322472396623e-05,0.000380073046113877
"1212",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Electronics & Communications","Army","YOUNG",0.0921360590604027,0.339175245821606
"1213",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Electronics & Communications","Navy","YOUNG",0.0497603493938082,0.108164572421881
"1214",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Electronics & Communications","Air Force","YOUNG",0.0182850980082269,0.0879148661975897
"1215",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Electronics & Communications","DLA","YOUNG",0.0109222371292488,0.0269417664718193
"1216",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Electronics & Communications","MDA","YOUNG",8.52024680666811e-05,8.1312535180775e-05
"1217",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Electronics & Communications","Military
Health","YOUNG",0,5.56871581150321e-05
"1218",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Electronics & Communications","Additional
DoD
Components","YOUNG",0.00999838644728296,0.021670375330158
"1219",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Engines & Power Plants","Army","YOUNG",0.0207445374864689,0.0832443321029083
"1220",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Engines & Power Plants","Navy","YOUNG",-0.00290059406798008,0.00580290388251425
"1221",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Engines & Power Plants","Air Force","YOUNG",0.0111569668651223,0.0178095241827235
"1222",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Engines & Power Plants","DLA","YOUNG",6.60980731760123e-06,0.0252656431117847
"1223",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Engines & Power Plants","Additional
DoD
Components","YOUNG",-0.000592214505304178,-0.000157385869957422
"1224",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Fuels","Army","YOUNG",7.51671573933752e-05,0.00560284386230786
"1225",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Fuels","Navy","YOUNG",0.000832488688027712,0.000437360853720141
"1226",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Fuels","Air Force","YOUNG",-5.60160099588656e-05,7.6392812297034e-05
"1227",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Fuels","DLA","YOUNG",0.0765525206538212,0.207671091986
"1228",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Ground Vehicles","Army","YOUNG",0.0255353103377354,0.426518330558562
"1229",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Ground Vehicles","Navy","YOUNG",0.132571089240095,0.204229789460201
"1230",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Ground Vehicles","Air Force","YOUNG",5.19657718120805e-05,0.000665625662120228
"1231",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Ground Vehicles","DLA","YOUNG",-0.000310866248105651,0.0261696671862597
"1232",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Ground Vehicles","Additional
DoD
Components","YOUNG",0,0.00075152983329725
"1233",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Launchers & Munitions","Army","YOUNG",0.0411144472396623,0.166693431904453
"1234",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Launchers & Munitions","Navy","YOUNG",0.0399418560510933,0.171263738655553
"1235",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Launchers & Munitions","Air Force","YOUNG",0.00658153712924876,0.0322881752399509
"1236",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Launchers & Munitions","DLA","YOUNG",0,0.0027734555134589
"1237",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Launchers & Munitions","Additional
DoD
Components","YOUNG",0.000563559872266724,0.000707202616006351
"1238",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Missiles & Space","Army","YOUNG",0.120493828447716,0.142344213852205
"1239",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Missiles & Space","Navy","YOUNG",0.0931195609331024,0.040652584570975
"1240",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Missiles & Space","Air Force","YOUNG",0.0549075159017103,0.510431766295013
"1241",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Missiles & Space","DLA","YOUNG",2.40539294219528e-05,0.000187203518077506
"1242",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Missiles & Space","MDA","YOUNG",0,0.00347887096774193
"1243",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Missiles & Space","Additional
DoD
Components","YOUNG",1.89045247889154e-05,0.00363890742224147
"1244",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Other","Army","YOUNG",0.0408022483004979,0.192801744075197
"1245",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Other","Navy","YOUNG",0.0239864985494696,0.0768204996391715
"1246",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Other","Air Force","YOUNG",0.0084890721260013,0.0253310913834163
"1247",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Other","DLA","YOUNG",0.00269138329725049,0.0877194617233167
"1248",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Other","MDA","YOUNG",-4.96373673955402e-06,2.86607851627336e-05
"1249",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Other","Additional
DoD
Components","YOUNG",0.00400268820090929,0.0129602004582521
"1250",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Ships","Army","YOUNG",0.000154994057155228,0.000839552973226528
"1251",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Ships","Navy","YOUNG",0.17582868186837,0.172573998369055
"1252",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Ships","DLA","YOUNG",-3.40460272786317e-05,0.0150932550624233
"1253",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Ships","Additional
DoD
Components","YOUNG",0.00177715957999567,0.00410907340694234
"1254",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Aircraft","Army","CARTER",0.18976889703399,0.22694758676842
"1255",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Aircraft","Navy","CARTER",0.20496130778307,0.169578074290972
"1256",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Aircraft","Air Force","CARTER",0.221013177527603,0.288654434953453
"1257",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Aircraft","DLA","CARTER",0.26573962332756,0.247595250710832
"1258",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Aircraft","Additional
DoD
Components","CARTER",0.030642093407664,0.0242351812513531
"1259",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Clothing & Subsistence","Army","CARTER",0.208763123316735,0.159777744879844
"1260",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Clothing & Subsistence","Navy","CARTER",0.0650770034314787,0.0443761483221477
"1261",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Clothing & Subsistence","Air Force","CARTER",0.0151808350292271,0.0148287790935989
"1262",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Clothing & Subsistence","DLA","CARTER",0.895436431392076,0.837727678512665
"1263",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Clothing & Subsistence","Additional
DoD
Components","CARTER",0.00250009459839792,0.00160539416540377
"1264",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Electronics & Communications","Army","CARTER",0.556831046254601,0.721346184863246
"1265",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Electronics & Communications","Navy","CARTER",0.206913758768132,0.320646682611676
"1266",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Electronics & Communications","Air Force","CARTER",0.159539719906906,0.159329085299848
"1267",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Electronics & Communications","DLA","CARTER",0.0979133113985711,0.120363779476077
"1268",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Electronics & Communications","MDA","CARTER",7.71340549902576e-05,0.000305463942411777
"1269",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Electronics & Communications","Additional
DoD
Components","CARTER",0.052447350075774,0.0493325362019196
"1270",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Engines & Power Plants","Army","CARTER",0.0523164821173414,0.06700869728657
"1271",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Engines & Power Plants","Navy","CARTER",0.0238035117882659,0.108542254409324
"1272",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Engines & Power Plants","Air Force","CARTER",0.18988870925525,0.0732689879988454
"1273",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Engines & Power Plants","DLA","CARTER",0.0777686698419571,0.102856638110702
"1274",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Engines & Power Plants","Additional
DoD
Components","CARTER",-8.83375838926175e-05,0.000330345688099877
"1275",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Fuels","Army","CARTER",0.0284328474669842,0.0138598159594429
"1276",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Fuels","Navy","CARTER",0.00059882655336653,0.000403691394241178
"1277",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Fuels","Air Force","CARTER",0.00856524014938298,0.00367659379735874
"1278",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Fuels","DLA","CARTER",1.40363042534098,1.26164859572057
"1279",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Ground Vehicles","Army","CARTER",1.92256476928989,1.24332210802482
"1280",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Ground Vehicles","Navy","CARTER",0.0912695438731327,0.055588428841019
"1281",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Ground Vehicles","Air Force","CARTER",0.00637066491664863,0.00606102766110991
"1282",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Ground Vehicles","DLA","CARTER",0.191232930601862,0.138185576517284
