"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","ProductOrServiceArea","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"1527",2014-04-01,2014-06-30,"Q3",2014-09-30,3.5013698630137,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0,-0.0014306005
"1528",2014-05-01,2014-06-30,"Q3",2014-09-30,3.58356164383562,"Clothing & Subsistence","Additional
DoD
Components","BBP1",-2.2628501e-06,-9.69478336666667e-06
"1529",2010-12-01,2010-12-31,"Q1",2011-09-30,0.167123287671233,"Clothing & Subsistence","Additional
DoD
Components","BBP1",-1.61533046579941e-05,-6.13871825266471e-06
"1530",2011-03-01,2011-03-31,"Q2",2011-09-30,0.413698630136986,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0.0025219916491817,0.000834525164807903
"1531",2011-02-01,2011-03-31,"Q2",2011-09-30,0.336986301369863,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0.000572667729752413,0.00102616869142537
"1532",2011-04-01,2011-06-30,"Q3",2011-09-30,0.498630136986301,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0.00115536417331095,0.00141667451741502
"1533",2011-05-01,2011-06-30,"Q3",2011-09-30,0.580821917808219,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0.000475938512379354,0.000734656805147573
"1534",2011-06-01,2011-06-30,"Q3",2011-09-30,0.665753424657534,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0.000749525755350399,0.000793609480346901
"1535",2011-07-01,2011-09-30,"Q4",2011-09-30,0.747945205479452,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0.00497277781158204,0.00206608069310393
"1536",2011-08-01,2011-09-30,"Q4",2011-09-30,0.832876712328767,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0.00172968714855224,0.00248399690516156
"1537",2011-09-01,2011-09-30,"Q4",2011-09-30,0.917808219178082,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0.0167711755560218,0.0078245468387187
"1538",2011-12-01,2011-12-31,"Q1",2012-07-30,1.16712328767123,"Clothing & Subsistence","Additional
DoD
Components","BBP1",-0.000749182391102873,0.00591722677115706
"1539",2012-04-01,2012-06-30,"Q3",2012-07-30,1.5013698630137,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0.000420851971990526,0.00548094837896982
"1540",2012-08-01,2012-09-30,"Q4",2012-09-30,1.83561643835616,"Clothing & Subsistence","Additional
DoD
Components","BBP1",9.44372361239831e-05,-7.79643943294545e-05
"1541",2012-02-01,2012-03-31,"Q2",2012-07-30,1.33698630136986,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0.000458720492225311,0.000324669900113274
"1542",2012-03-01,2012-03-31,"Q2",2012-07-30,1.41643835616438,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0.000447831634229225,0.000333663120859506
"1543",2012-10-01,2012-12-31,"Q1",2013-09-30,2.0027397260274,"Clothing & Subsistence","Additional
DoD
Components","BBP1",4.20294566873159e-06,0.000303585024041089
"1544",2012-07-01,2012-09-30,"Q4",2012-07-30,1.75068493150685,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0.000949426835547318,0.000467153805148425
"1545",2010-11-01,2010-12-31,"Q1",2011-09-30,0.0849315068493151,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0.000225753399076794,0.000393127726764281
"1546",2011-01-01,2011-03-31,"Q2",2011-09-30,0.252054794520548,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0.000316212809483844,0.000497131014702652
"1547",2012-12-01,2012-12-31,"Q1",2013-09-30,2.16986301369863,"Clothing & Subsistence","Additional
DoD
Components","BBP1",7.82827257032599e-06,0.000183264827043655
"1548",2013-03-01,2013-03-31,"Q2",2013-09-30,2.41643835616438,"Clothing & Subsistence","Additional
DoD
Components","BBP1",-0.00242797813547273,-0.000701312351139521
"1549",2013-07-01,2013-09-30,"Q4",2013-09-30,2.75068493150685,"Clothing & Subsistence","Additional
DoD
Components","BBP1",-5.16400934294709e-08,-0.000806733834331945
"1550",2012-09-01,2012-09-30,"Q4",2012-09-30,1.92054794520548,"Clothing & Subsistence","Additional
DoD
Components","BBP1",2.08005045824323e-05,-0.000802409756994577
"1551",2013-01-01,2013-03-31,"Q2",2013-09-30,2.25479452054795,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0,6.91628816300094e-06
"1552",2012-11-01,2012-12-31,"Q1",2013-09-30,2.08767123287671,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0.000128258352797806,4.96862857934129e-05
"1553",2013-02-01,2013-03-31,"Q2",2013-09-30,2.33972602739726,"Clothing & Subsistence","Additional
DoD
Components","BBP1",-3.69706509596832e-06,4.1520429233946e-05
"1554",2013-04-01,2013-06-30,"Q3",2013-09-30,2.5013698630137,"Clothing & Subsistence","Additional
DoD
Components","BBP1",-4.67613496496395e-06,3.99617175789581e-05
"1555",2012-05-01,2012-06-30,"Q3",2012-07-30,1.58356164383562,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0.000619013582535269,0.000203546794158112
"1556",2013-06-01,2013-06-30,"Q3",2013-09-30,2.66849315068493,"Clothing & Subsistence","Additional
DoD
Components","BBP1",-4.35178226871128e-07,0.000204634089781145
"1557",2014-07-01,2014-09-30,"Q4",2014-09-30,3.75068493150685,"Clothing & Subsistence","Additional
DoD
Components","BBP1",-1.04407e-06,0.000205844778102799
"1558",2014-09-01,2014-09-30,"Q4",2014-09-30,3.92054794520548,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0,-4.93082742290376e-07
"1559",2013-08-01,2013-09-30,"Q4",2013-09-30,2.83561643835616,"Clothing & Subsistence","Additional
DoD
Components","BBP1",0,-3.48023333333333e-07
"1560",2013-11-01,2013-12-31,"Q1",2014-09-30,3.08767123287671,"Clothing & Subsistence","Additional
DoD
Components","BBP1",4.158e-05,1.386e-05
"1561",2014-06-01,2014-06-30,"Q3",2014-09-30,3.66849315068493,"Clothing & Subsistence","Additional
DoD
Components","BBP1",-2.8005e-06,1.29265e-05
"1562",2012-09-01,2012-09-30,"Q4",2012-09-30,0.920547945205479,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.0279428386571929,NA
"1563",2012-10-01,2012-12-31,"Q1",2013-09-30,1.0027397260274,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.000118335025896212,NA
"1564",2012-12-01,2012-12-31,"Q1",2013-09-30,1.16986301369863,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.000269793085000508,0.0094436555893632
"1565",2013-03-01,2013-03-31,"Q2",2013-09-30,1.41643835616438,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.000320379040824617,0.000236169050573779
"1566",2013-04-01,2013-06-30,"Q3",2013-09-30,1.5013698630137,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.000650031199045395,0.000413401108290173
"1567",2013-05-01,2013-06-30,"Q3",2013-09-30,1.58356164383562,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.00139245573524931,0.000787621991706442
"1568",2013-06-01,2013-06-30,"Q3",2013-09-30,1.66849315068493,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.00126493394282523,0.00110247362570664
"1569",2013-08-01,2013-09-30,"Q4",2013-09-30,1.83561643835616,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.00153849050258962,0.00139862672688805
"1570",2013-11-01,2013-12-31,"Q1",2014-09-18,2.08767123287671,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.0001993451802,0.00100092320853828
"1571",2013-12-01,2013-12-31,"Q1",2014-09-18,2.16986301369863,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.0016534767305,0.00113043747109654
"1572",2014-01-01,2014-03-31,"Q2",2014-09-18,2.25479452054795,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",7.91252807e-05,0.000643982397133333
"1573",2014-04-01,2014-06-30,"Q3",2014-09-18,2.5013698630137,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.0006491560797,0.000793919363633333
"1574",2014-05-01,2014-06-30,"Q3",2014-09-18,2.58356164383562,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.0056107238819,0.00211300174743333
"1575",2014-06-01,2014-06-30,"Q3",2014-09-18,2.66849315068493,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.0006910274938,0.0023169691518
"1576",2014-07-01,2014-09-30,"Q4",2014-09-18,2.75068493150685,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.0023171893481,0.00287298024126667
"1577",2014-08-01,2014-09-30,"Q4",2014-09-18,2.83561643835616,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.0208172985467,0.00794183846286667
"1578",2012-07-01,2012-09-30,"Q4",2012-09-30,0.750684931506849,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",5.45604366182679e-05,0.00772968277713942
"1579",2012-11-01,2012-12-31,"Q1",2013-09-30,1.08767123287671,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.000291602152127552,0.00705448704514861
"1580",2013-09-01,2013-09-30,"Q4",2013-09-30,1.92054794520548,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.00889877652818117,0.003081646372309
"1581",2013-10-01,2013-12-31,"Q1",2014-09-18,2.0027397260274,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.00010688025,0.00309908631010291
"1582",2013-02-01,2013-03-31,"Q2",2013-09-30,1.33972602739726,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.000583825542500254,0.00319649410689381
"1583",2014-03-01,2014-03-31,"Q2",2014-09-18,2.41643835616438,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.0003998230107,0.000363509601066751
"1584",2013-07-01,2013-09-30,"Q4",2013-09-30,1.75068493150685,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.00101338020859145,0.000665676253930568
"1585",2012-08-01,2012-09-30,"Q4",2012-09-30,0.835616438356164,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.0012814640922665,0.000898222437185984
"1586",2014-02-01,2014-03-31,"Q2",2014-09-18,2.33972602739726,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.0106958775716,0.00433024062415265
"1587",2013-01-01,2013-03-31,"Q2",2013-09-30,1.25479452054795,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.000452383628820961,0.00414324176422915
"1588",2014-09-01,2014-09-30,"Q4",2014-09-18,2.92054794520548,"Clothing & Subsistence","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.0034650815134,0.00487111423794032
"1589",2007-07-01,2007-09-30,"Q4",2007-09-30,0.747945205479452,"Electronics & Communications","Army","YOUNG",0.486445525715569,NA
"1590",2007-08-01,2007-09-30,"Q4",2007-09-30,0.832876712328767,"Electronics & Communications","Army","YOUNG",1.05355554524638,NA
"1591",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"Electronics & Communications","Army","YOUNG",1.86467287191604,1.13489131429266
"1592",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"Electronics & Communications","Army","YOUNG",0.881695933590022,1.26664145025081
"1593",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"Electronics & Communications","Army","YOUNG",0.751218502895878,1.16586243613398
"1594",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"Electronics & Communications","Army","YOUNG",0.699826085347072,0.777580173944324
"1595",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"Electronics & Communications","Army","YOUNG",0.861076583752711,0.770707057331887
"1596",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"Electronics & Communications","Army","YOUNG",0.543856637429501,0.701586435509761
"1597",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"Electronics & Communications","Army","YOUNG",0.590217765531453,0.665050328904555
"1598",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"Electronics & Communications","Army","YOUNG",0.729006427700651,0.621026943553868
"1599",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"Electronics & Communications","Army","YOUNG",0.711333519219089,0.676852570817064
"1600",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"Electronics & Communications","Army","YOUNG",1.1781358318872,0.872825259602314
"1601",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"Electronics & Communications","Army","YOUNG",3.17692413491323,1.68879782867317
"1602",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"Electronics & Communications","Army","YOUNG",0.486424896481923,1.61382828776079
"1603",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"Electronics & Communications","Army","YOUNG",0.185430858400087,1.28292662993175
"1604",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"Electronics & Communications","Army","YOUNG",1.10372320694956,0.591859653943855
"1605",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"Electronics & Communications","Army","YOUNG",0.654425518272353,0.647859861207332
"1606",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"Electronics & Communications","Army","YOUNG",0.620577074096125,0.792908599772678
"1607",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"Electronics & Communications","Army","YOUNG",0.830432597629357,0.701811729999278
"1608",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"Electronics & Communications","Army","YOUNG",0.885757213617666,0.778922295114382
"1609",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"Electronics & Communications","Army","YOUNG",0.0396324647867504,0.585274092011258
"1610",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Electronics & Communications","Army","YOUNG",0.0921360590604027,0.339175245821606
"1611",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"Electronics & Communications","Army","YOUNG",0.150426446232951,0.0940649900267013
"1612",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"Electronics & Communications","Army","YOUNG",0.077244962665079,0.106602489319478
"1613",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Electronics & Communications","Army","YOUNG",0.112149396806668,0.113273601901566
"1614",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"Electronics & Communications","Army","YOUNG",0.00801835803380402,0.065804239168517
"1615",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"Electronics & Communications","Army","YOUNG",0.025985343249893,0.048717699363455
"1616",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"Electronics & Communications","Army","YOUNG",0.0330393326914848,0.0223476779917273
"1617",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"Electronics & Communications","Army","YOUNG",0.0653571770539153,0.0414606176650977
"1618",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"Electronics & Communications","Army","YOUNG",0.0900072038510911,0.0628012378654971
"1619",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"Electronics & Communications","Army","YOUNG",0.139273182359863,0.0982125210882898
"1620",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"Electronics & Communications","Army","YOUNG",0.0332624369597775,0.0875142743902439
"1621",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"Electronics & Communications","Army","YOUNG",0.0284814602053915,0.0670056931750107
"1622",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"Electronics & Communications","Army","YOUNG",0.0599156636392811,0.0405531869348167
"1623",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"Electronics & Communications","Army","YOUNG",0.0130395274176294,0.033812217087434
"1624",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"Electronics & Communications","Army","YOUNG",0.0680329487270004,0.046996046594637
"1625",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"Electronics & Communications","Army","YOUNG",0.133939379332478,0.0716706184923691
"1626",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"Electronics & Communications","Army","YOUNG",0.00235818223877465,0.0681101700994175
"1627",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"Electronics & Communications","Army","YOUNG",0.0511651206986991,0.0624875607566504
"1628",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"Electronics & Communications","Army","YOUNG",0.135987307070919,0.0631702033361309
"1629",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"Electronics & Communications","Army","YOUNG",0.00717223405371381,0.064774887274444
"1630",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"Electronics & Communications","Army","YOUNG",0.00840107839907679,0.0505202065079032
"1631",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"Electronics & Communications","Army","YOUNG",0.0124390880088124,0.00933746682053434
"1632",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"Electronics & Communications","Army","YOUNG",0.103582883340327,0.0414743499160722
"1633",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"Electronics & Communications","Army","YOUNG",0.0130102830675619,0.0430107514722339
"1634",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"Electronics & Communications","Army","YOUNG",0.157458550902224,0.0913505724367044
"1635",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"Electronics & Communications","Army","YOUNG",0.0142437245908519,0.061570852853546
"1636",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"Electronics & Communications","Army","YOUNG",0.024127742939572,0.0652766728108826
"1637",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"Electronics & Communications","Army","YOUNG",0.0635571274758708,0.0339761983354315
"1638",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"Electronics & Communications","Army","YOUNG",0.329153507505423,0.138946125973622
"1639",2011-12-01,2011-12-31,"Q1",2012-09-30,5.16986301369863,"Electronics & Communications","Army","YOUNG",0.0399108858613943,0.144207173614229
"1640",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"Electronics & Communications","Army","YOUNG",0.657515900412147,0.342193431259655
"1641",2012-01-01,2012-03-31,"Q2",2012-09-30,5.25479452054795,"Electronics & Communications","Army","YOUNG",0.0019798546905571,0.233135546988033
"1642",2012-04-01,2012-06-30,"Q3",2012-09-30,5.5041095890411,"Electronics & Communications","Army","YOUNG",0.0185819739676655,0.226025909690123
"1643",2012-06-01,2012-06-30,"Q3",2012-09-30,5.67123287671233,"Electronics & Communications","Army","YOUNG",0.036152230738338,0.0189046864655202
"1644",2012-08-01,2012-09-30,"Q4",2012-09-30,5.83835616438356,"Electronics & Communications","Army","YOUNG",0.00590080574606117,0.0202116701506882
"1645",2012-09-01,2012-09-30,"Q4",2012-09-30,5.92328767123288,"Electronics & Communications","Army","YOUNG",0.0530847507774689,0.031712595753956
"1646",2012-10-01,2012-12-31,"Q1",2013-09-30,6.00547945205479,"Electronics & Communications","Army","YOUNG",-0.000235016559967503,0.0195835133211875
"1647",2012-11-01,2012-12-31,"Q1",2013-09-30,6.09041095890411,"Electronics & Communications","Army","YOUNG",0.0165629200525033,0.0231375514233349
"1648",2012-12-01,2012-12-31,"Q1",2013-09-30,6.17260273972603,"Electronics & Communications","Army","YOUNG",0.00284772925561085,0.00639187758271555
"1649",2013-01-01,2013-03-31,"Q2",2013-09-30,6.25753424657534,"Electronics & Communications","Army","YOUNG",0.0037126626500457,0.00770777065271995
"1650",2013-02-01,2013-03-31,"Q2",2013-09-30,6.34246575342466,"Electronics & Communications","Army","YOUNG",0.00227970700792119,0.00294669963785925
"1651",2013-03-01,2013-03-31,"Q2",2013-09-30,6.41917808219178,"Electronics & Communications","Army","YOUNG",0.00665197006093226,0.00421477990629972
"1652",2013-05-01,2013-06-30,"Q3",2013-09-30,6.58630136986301,"Electronics & Communications","Army","YOUNG",0.00189628314481568,0.00360932007122305
"1653",2013-06-01,2013-06-30,"Q3",2013-09-30,6.67123287671233,"Electronics & Communications","Army","YOUNG",0.00896764240012186,0.00583863186862327
"1654",2013-07-01,2013-09-30,"Q4",2013-09-30,6.75342465753425,"Electronics & Communications","Army","YOUNG",0.00564309341677668,0.00550233965390474
"1655",2013-08-01,2013-09-30,"Q4",2013-09-30,6.83835616438356,"Electronics & Communications","Army","YOUNG",-0.000887752544328222,0.00457432775752344
"1656",2013-09-01,2013-09-30,"Q4",2013-09-30,6.92328767123288,"Electronics & Communications","Army","YOUNG",0.000303354945668732,0.0016862319393724
"1657",2014-02-01,2014-03-31,"Q2",2014-09-30,7.34246575342466,"Electronics & Communications","Army","YOUNG",0.0027519442001,0.000722515533813503
"1658",2014-03-01,2014-03-31,"Q2",2014-09-30,7.41917808219178,"Electronics & Communications","Army","YOUNG",-0.0002320465784,0.000941084189122911
"1659",2014-08-01,2014-09-30,"Q4",2014-09-30,7.83835616438356,"Electronics & Communications","Army","YOUNG",-0.0022129520411,0.000102315193533333
"1660",2014-09-01,2014-09-30,"Q4",2014-09-30,7.92328767123288,"Electronics & Communications","Army","YOUNG",0.0038153345274,0.000456778635966667
"1661",2011-10-01,2011-12-31,"Q1",2012-09-30,5.0027397260274,"Electronics & Communications","Army","YOUNG",0.00336432558953764,0.00165556935861255
"1662",2012-02-01,2012-03-31,"Q2",2012-09-30,5.33972602739726,"Electronics & Communications","Army","YOUNG",0.0281154959427453,0.0117650520198943
"1663",2011-11-01,2011-12-31,"Q1",2012-09-30,5.08767123287671,"Electronics & Communications","Army","YOUNG",0.00429007603748327,0.0119232991899221
"1664",2012-03-01,2012-03-31,"Q2",2012-09-30,5.41917808219178,"Electronics & Communications","Army","YOUNG",0.0278885112243847,0.0200980277348711
"1665",2012-05-01,2012-06-30,"Q3",2012-09-30,5.58630136986301,"Electronics & Communications","Army","YOUNG",0.0379770485016991,0.023385211921189
"1666",2012-07-01,2012-09-30,"Q4",2012-09-30,5.75342465753425,"Electronics & Communications","Army","YOUNG",0.0153154027288642,0.027060320818316
"1667",2013-04-01,2013-06-30,"Q3",2013-09-30,6.5041095890411,"Electronics & Communications","Army","YOUNG",0.00589407876561389,0.0197288433320591
"1668",2014-04-01,2014-06-30,"Q3",2014-09-30,7.5041095890411,"Electronics & Communications","Army","YOUNG",0.0001379941006,0.00711582519835936
"1669",2014-06-01,2014-06-30,"Q3",2014-09-30,7.67123287671233,"Electronics & Communications","Army","YOUNG",-0.002345118276,0.00122898486340463
"1670",2013-10-01,2013-12-31,"Q1",2014-09-30,7.00547945205479,"Electronics & Communications","Army","YOUNG",-2.62747499e-05,-0.000744466308433333
"1671",2013-11-01,2013-12-31,"Q1",2014-09-30,7.09041095890411,"Electronics & Communications","Army","YOUNG",0.0011677261652,-0.0004012222869
"1672",2014-01-01,2014-03-31,"Q2",2014-09-30,7.25753424657534,"Electronics & Communications","Army","YOUNG",-0.00072104049,0.0001401369751
"1673",2013-12-01,2013-12-31,"Q1",2014-09-30,7.17260273972603,"Electronics & Communications","Army","YOUNG",-0.000302897945,4.79292434e-05
"1674",2014-05-01,2014-06-30,"Q3",2014-09-30,7.58630136986301,"Electronics & Communications","Army","YOUNG",-9.075201e-07,-0.000341615318366667
"1675",2014-07-01,2014-09-30,"Q4",2014-09-30,7.75342465753425,"Electronics & Communications","Army","YOUNG",-0.0001152149903,-0.000139673485133333
"1676",2010-12-01,2010-12-31,"Q1",2011-09-30,0.167123287671233,"Electronics & Communications","Army","BBP1",0.379375199758707,NA
"1677",2011-02-01,2011-03-31,"Q2",2011-09-30,0.336986301369863,"Electronics & Communications","Army","BBP1",0.289125871191775,NA
"1678",2011-03-01,2011-03-31,"Q2",2011-09-30,0.413698630136986,"Electronics & Communications","Army","BBP1",0.495312684169115,0.387937918373199
"1679",2011-04-01,2011-06-30,"Q3",2011-09-30,0.498630136986301,"Electronics & Communications","Army","BBP1",0.42811410611624,0.404184220492376
"1680",2011-05-01,2011-06-30,"Q3",2011-09-30,0.580821917808219,"Electronics & Communications","Army","BBP1",0.295857645446916,0.40642814524409
"1681",2011-06-01,2011-06-30,"Q3",2011-09-30,0.665753424657534,"Electronics & Communications","Army","BBP1",0.449141154951741,0.391037635504966
"1682",2011-07-01,2011-09-30,"Q4",2011-09-30,0.747945205479452,"Electronics & Communications","Army","BBP1",0.48341087746538,0.409469892621346
"1683",2011-08-01,2011-09-30,"Q4",2011-09-30,0.832876712328767,"Electronics & Communications","Army","BBP1",0.803000441061687,0.578517491159603
"1684",2011-09-01,2011-09-30,"Q4",2011-09-30,0.917808219178082,"Electronics & Communications","Army","BBP1",1.95057554607637,1.07899562153448
"1685",2011-10-01,2011-12-31,"Q1",2012-07-30,1,"Electronics & Communications","Army","BBP1",0.0972577259293585,0.950277904355807
"1686",2011-11-01,2011-12-31,"Q1",2012-07-30,1.08493150684932,"Electronics & Communications","Army","BBP1",0.263530279497477,0.770454517167737
"1687",2011-12-01,2011-12-31,"Q1",2012-07-30,1.16712328767123,"Electronics & Communications","Army","BBP1",0.270264219421275,0.210350741616037
"1688",2012-01-01,2012-03-31,"Q2",2012-07-30,1.25205479452055,"Electronics & Communications","Army","BBP1",0.350752633343631,0.294849044087461
"1689",2012-02-01,2012-03-31,"Q2",2012-07-30,1.33698630136986,"Electronics & Communications","Army","BBP1",0.533966469838328,0.384994440867744
"1690",2012-03-01,2012-03-31,"Q2",2012-07-30,1.41643835616438,"Electronics & Communications","Army","BBP1",0.762735531387087,0.549151544856348
"1691",2012-04-01,2012-06-30,"Q3",2012-07-30,1.5013698630137,"Electronics & Communications","Army","BBP1",0.393941257944599,0.563547753056671
"1692",2012-05-01,2012-06-30,"Q3",2012-07-30,1.58356164383562,"Electronics & Communications","Army","BBP1",0.313726304304397,0.490134364545361
"1693",2012-06-01,2012-06-30,"Q3",2012-07-30,1.66849315068493,"Electronics & Communications","Army","BBP1",0.578411315384615,0.428692959211204
"1694",2012-07-01,2012-09-30,"Q4",2012-07-30,1.75068493150685,"Electronics & Communications","Army","BBP1",0.537295946339203,0.476477855342738
"1695",2012-08-01,2012-09-30,"Q4",2012-09-30,1.83561643835616,"Electronics & Communications","Army","BBP1",0.14775323656678,0.421153499430199
"1696",2012-09-01,2012-09-30,"Q4",2012-09-30,1.92054794520548,"Electronics & Communications","Army","BBP1",0.115958507249511,0.267002563385165
"1697",2012-10-01,2012-12-31,"Q1",2013-09-30,2.0027397260274,"Electronics & Communications","Army","BBP1",0.0426122908709252,0.102108011562405
"1698",2012-11-01,2012-12-31,"Q1",2013-09-30,2.08767123287671,"Electronics & Communications","Army","BBP1",0.0486395296433432,0.0690701092545931
"1699",2012-12-01,2012-12-31,"Q1",2013-09-30,2.16986301369863,"Electronics & Communications","Army","BBP1",0.0978981778298974,0.0630499994480552
"1700",2013-01-01,2013-03-31,"Q2",2013-09-30,2.25479452054795,"Electronics & Communications","Army","BBP1",0.0247535844273383,0.057097097300193
"1701",2013-02-01,2013-03-31,"Q2",2013-09-30,2.33972602739726,"Electronics & Communications","Army","BBP1",0.032120249272875,0.0515906705100369
