"","SignedMonth","ProductOrServiceArea","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"518",2014-05-01,"Fuel","DLA","YOUNG",0,0
"519",2014-06-01,"Fuel","DLA","YOUNG",0,0
"520",2014-08-01,"Fuel","DLA","YOUNG",0,0
"521",2014-09-01,"Fuel","DLA","YOUNG",0,0
"522",2009-04-01,"Fuel","DLA","CARTER",0.106408062037238,NA
"523",2009-05-01,"Fuel","DLA","CARTER",0.163772709125352,NA
"524",2009-06-01,"Fuel","DLA","CARTER",2.21754265269539,0.829241141285993
"525",2009-07-01,"Fuel","DLA","CARTER",1.40363042534098,1.26164859572057
"526",2009-08-01,"Fuel","DLA","CARTER",2.72507820846504,2.11541709550047
"527",2009-09-01,"Fuel","DLA","CARTER",0.0836501287508119,1.40411958751894
"528",2009-10-01,"Fuel","DLA","CARTER",0.020293726508344,0.94300735457473
"529",2009-11-01,"Fuel","DLA","CARTER",2.03713412866923,0.713692661309463
"530",2009-12-01,"Fuel","DLA","CARTER",0.0388124136392811,0.698746756272286
"531",2010-01-01,"Fuel","DLA","CARTER",2.07257980574454,1.38284211601769
"532",2010-02-01,"Fuel","DLA","CARTER",-0.00423035031022679,0.702387289691199
"533",2010-03-01,"Fuel","DLA","CARTER",0.408820178241335,0.825723211225217
"534",2010-04-01,"Fuel","DLA","CARTER",3.05232733615747,1.15230572136286
"535",2010-05-01,"Fuel","DLA","CARTER",0.506519656942662,1.32255572378049
"536",2010-06-01,"Fuel","DLA","CARTER",2.36887288614677,1.97590662641563
"537",2010-07-01,"Fuel","DLA","CARTER",0.619288286810013,1.16489360996648
"538",2010-08-01,"Fuel","DLA","CARTER",0.51399255983098,1.16738457759592
"539",2010-09-01,"Fuel","DLA","CARTER",0.711375010922122,0.614885285854372
"540",2010-10-01,"Fuel","DLA","CARTER",0.363650229133445,0.529672599962183
"541",2010-11-01,"Fuel","DLA","CARTER",0.350251988365506,0.475092409473691
"542",2010-12-01,"Fuel","DLA","CARTER",2.52396498792488,1.07928906847461
"543",2011-01-01,"Fuel","DLA","CARTER",0.217710876741502,1.0306426176773
"544",2011-02-01,"Fuel","DLA","CARTER",0.130653158718003,0.957443007794796
"545",2011-03-01,"Fuel","DLA","CARTER",0.721806353315149,0.356723462924885
"546",2011-04-01,"Fuel","DLA","CARTER",0.969844284410407,0.607434598814519
"547",2011-05-01,"Fuel","DLA","CARTER",1.19418531268359,0.961945316803049
"548",2011-06-01,"Fuel","DLA","CARTER",1.34700155602182,1.17034371770527
"549",2011-07-01,"Fuel","DLA","CARTER",2.77325424374738,1.7714803708176
"550",2011-08-01,"Fuel","DLA","CARTER",0.778002773992866,1.63275285792069
"551",2011-09-01,"Fuel","DLA","CARTER",2.66073431408938,2.07066377727654
"552",2011-10-01,"Fuel","DLA","CARTER",2.22861117220678,1.88911608676301
"553",2011-11-01,"Fuel","DLA","CARTER",-0.0192303914529915,1.62337169828106
"554",2011-12-01,"Fuel","DLA","CARTER",0.210544583317887,0.80664178802389
"555",2012-01-01,"Fuel","DLA","CARTER",0.0586251119864072,0.0833131012837676
"556",2012-02-01,"Fuel","DLA","CARTER",0.66936195571002,0.312843883671438
"557",2012-03-01,"Fuel","DLA","CARTER",0.584944083256101,0.437643716984176
"558",2012-04-01,"Fuel","DLA","CARTER",0.0140165977036351,0.422774212223252
"559",2012-05-01,"Fuel","DLA","CARTER",0.0893134528575842,0.22942471127244
"560",2012-06-01,"Fuel","DLA","CARTER",0.338441808619092,0.147257286393437
"561",2012-07-01,"Fuel","DLA","CARTER",0.101083198208217,0.176279486561631
"562",2012-08-01,"Fuel","DLA","CARTER",0.213817886077644,0.217780964301651
"563",2012-09-01,"Fuel","DLA","CARTER",-0.00178452681495212,0.104372185823636
"564",2012-10-01,"Fuel","DLA","CARTER",0.0250148063069971,0.0790160551898963
"565",2012-11-01,"Fuel","DLA","CARTER",0.553975357433736,0.19240187897526
"566",2012-12-01,"Fuel","DLA","CARTER",0.0363797545126434,0.205123306084459
"567",2013-01-01,"Fuel","DLA","CARTER",-0.0225165668423885,0.189279515034664
"568",2013-02-01,"Fuel","DLA","CARTER",0.0771187179432314,0.0303273018711621
"569",2013-03-01,"Fuel","DLA","CARTER",0.00885832937717071,0.0211534934926712
"570",2013-04-01,"Fuel","DLA","CARTER",0.000410075547679496,0.0287957076226939
"571",2013-05-01,"Fuel","DLA","CARTER",0.406457958650757,0.138575454525202
"572",2013-06-01,"Fuel","DLA","CARTER",9.8707887376866e-05,0.135655580695271
"573",2013-07-01,"Fuel","DLA","CARTER",0.0852831764868488,0.163946614341661
"574",2013-08-01,"Fuel","DLA","CARTER",-0.00047206707159541,0.0283032724342101
"575",2013-09-01,"Fuel","DLA","CARTER",0.0373673838970245,0.040726164437426
"576",2013-10-01,"Fuel","DLA","CARTER",-4.12416223e-05,0.0122846917343764
"577",2013-11-01,"Fuel","DLA","CARTER",0.0089258021326,0.0154173148024415
"578",2013-12-01,"Fuel","DLA","CARTER",0.4725399388125,0.1604748331076
"579",2014-01-01,"Fuel","DLA","CARTER",0.014552682,0.165339474315033
"580",2014-02-01,"Fuel","DLA","CARTER",-0.0021431786484,0.1616498140547
"581",2014-03-01,"Fuel","DLA","CARTER",0,0.0041365011172
"582",2014-04-01,"Fuel","DLA","CARTER",4.38575605e-05,-0.000699773695966667
"583",2014-05-01,"Fuel","DLA","CARTER",3.70545e-06,1.58543368333333e-05
"584",2014-06-01,"Fuel","DLA","CARTER",0,1.58543368333333e-05
"585",2014-07-01,"Fuel","DLA","CARTER",0,1.23515e-06
"586",2014-08-01,"Fuel","DLA","CARTER",0,0
"587",2014-09-01,"Fuel","DLA","CARTER",0,0
"588",2011-11-01,"Fuel","DLA","KENDALL",0.416524734682319,NA
"589",2011-12-01,"Fuel","DLA","KENDALL",3.77008839646792,NA
"590",2012-01-01,"Fuel","DLA","KENDALL",0.0816391709195757,1.42275076735661
"591",2012-02-01,"Fuel","DLA","KENDALL",0.00708051164658635,1.28626935967803
"592",2012-03-01,"Fuel","DLA","KENDALL",1.46970281090516,0.51947416449044
"593",2012-04-01,"Fuel","DLA","KENDALL",0.521773589352281,0.666185637301342
"594",2012-05-01,"Fuel","DLA","KENDALL",2.64121587522397,1.5442307584938
"595",2012-06-01,"Fuel","DLA","KENDALL",1.23468658563485,1.46589201673703
"596",2012-07-01,"Fuel","DLA","KENDALL",0.506923237606838,1.46094189948855
"597",2012-08-01,"Fuel","DLA","KENDALL",0.709190193337452,0.816933338859712
"598",2012-09-01,"Fuel","DLA","KENDALL",5.9115045055607,2.37587264550166
"599",2012-10-01,"Fuel","DLA","KENDALL",0.488705866869706,2.36980018858929
"600",2012-11-01,"Fuel","DLA","KENDALL",0.0523069726517721,2.15083911502739
"601",2012-12-01,"Fuel","DLA","KENDALL",2.83550064759775,1.12550449570641
"602",2013-01-01,"Fuel","DLA","KENDALL",0.286984392025287,1.0582640040916
"603",2013-02-01,"Fuel","DLA","KENDALL",0.15261105820717,1.09169869927673
"604",2013-03-01,"Fuel","DLA","KENDALL",0.695775550189398,0.378457000140618
"605",2013-04-01,"Fuel","DLA","KENDALL",0.0814086868753935,0.309931765090654
"606",2013-05-01,"Fuel","DLA","KENDALL",0.581154835673708,0.452779690912833
"607",2013-06-01,"Fuel","DLA","KENDALL",4.68256769010724,1.78171040421878
"608",2013-07-01,"Fuel","DLA","KENDALL",0.0242391641262313,1.76265389663573
"609",2013-08-01,"Fuel","DLA","KENDALL",0.52699577836864,1.74460087753404
"610",2013-09-01,"Fuel","DLA","KENDALL",2.34646211244145,0.965899018312109
"611",2013-10-01,"Fuel","DLA","KENDALL",0.1916093550704,1.02168908196016
"612",2013-11-01,"Fuel","DLA","KENDALL",0.7007424960387,1.07960465451685
"613",2013-12-01,"Fuel","DLA","KENDALL",0.5173919747192,0.469914608609433
"614",2014-01-01,"Fuel","DLA","KENDALL",0.9846128362304,0.734249102329433
"615",2014-02-01,"Fuel","DLA","KENDALL",0.6675307253164,0.723178512088667
"616",2014-03-01,"Fuel","DLA","KENDALL",1.0809117249677,0.911018428838167
"617",2014-04-01,"Fuel","DLA","KENDALL",1.0090010089573,0.919147819747133
"618",2014-05-01,"Fuel","DLA","KENDALL",1.8776631293727,1.3225252877659
"619",2014-06-01,"Fuel","DLA","KENDALL",0.9904947057394,1.29238628135647
"620",2014-07-01,"Fuel","DLA","KENDALL",0.9380771015651,1.2687449788924
"621",2014-08-01,"Fuel","DLA","KENDALL",1.1204854367806,1.01635241469503
"622",2014-09-01,"Fuel","DLA","KENDALL",1.1153516690544,1.0579714024667
"623",2013-08-01,"Fuel","Military
Health","KENDALL",0.00185335635218848,NA
"624",2013-09-01,"Fuel","Military
Health","KENDALL",0,0.000926678176094242
"625",2007-11-01,"Fuel","Additional
DoD
Components","YOUNG",1.69468546637744e-05,NA
"626",2008-02-01,"Fuel","Additional
DoD
Components","YOUNG",2.15943600867679e-05,NA
"627",2008-09-01,"Fuel","Additional
DoD
Components","YOUNG",2.08305314533623e-05,1.97905820679682e-05
"628",2008-10-01,"Fuel","Additional
DoD
Components","YOUNG",0,1.41416305133767e-05
"629",2009-01-01,"Fuel","Additional
DoD
Components","YOUNG",0.00011305128815761,4.46272732036574e-05
"630",2009-05-01,"Fuel","Additional
DoD
Components","YOUNG",6.10469365663564e-05,5.80327415746554e-05
"631",2009-09-01,"Fuel","Additional
DoD
Components","YOUNG",0,5.80327415746554e-05
"632",2009-10-01,"Fuel","Additional
DoD
Components","YOUNG",3.92063756953359e-05,3.34177707538974e-05
"633",2009-12-01,"Fuel","Additional
DoD
Components","YOUNG",0,1.30687918984453e-05
"634",2010-06-01,"Fuel","Additional
DoD
Components","YOUNG",2.30383183568678e-05,2.07482313507346e-05
"635",2009-09-01,"Fuel","Additional
DoD
Components","CARTER",0.000395253160857328,NA
"636",2009-10-01,"Fuel","Additional
DoD
Components","CARTER",0,NA
"637",2010-07-01,"Fuel","Additional
DoD
Components","CARTER",0.000149688703465982,0.00018164728810777
"638",2010-08-01,"Fuel","Additional
DoD
Components","CARTER",0,4.98962344886607e-05
"639",2010-10-01,"Fuel","Additional
DoD
Components","CARTER",1.42425933697021e-05,5.46437656118947e-05
"640",2011-01-01,"Fuel","Additional
DoD
Components","CARTER",9.44187893411666e-05,3.62204609036229e-05
"641",2011-03-01,"Fuel","Additional
DoD
Components","CARTER",0.000366990621065883,0.000158550667925584
"642",2011-07-01,"Fuel","Additional
DoD
Components","CARTER",1.67855644146034e-05,0.000159398324940551
"643",2011-10-01,"Fuel","Additional
DoD
Components","CARTER",0.000335800679641644,0.00023985895504071
"644",2012-02-01,"Fuel","Additional
DoD
Components","CARTER",4.11901863865719e-05,0.000131258810147606
"645",2012-03-01,"Fuel","Additional
DoD
Components","CARTER",0.000413160137987849,0.000263383668005355
"646",2012-04-01,"Fuel","Additional
DoD
Components","CARTER",1.85904747193904e-05,0.00015764693303127
"647",2012-06-01,"Fuel","Additional
DoD
Components","CARTER",-1.16482957470909e-05,0.000140034105653383
"648",2013-03-01,"Fuel","Additional
DoD
Components","CARTER",8.12427642936935e-05,2.93949810886643e-05
"649",2014-07-01,"Fuel","Additional
DoD
Components","CARTER",-8.04779e-06,2.05155595155342e-05
"650",2011-12-01,"Fuel","Additional
DoD
Components","KENDALL",0.000325939656060138,NA
"651",2012-02-01,"Fuel","Additional
DoD
Components","KENDALL",0.000321820615796519,NA
"652",2012-05-01,"Fuel","Additional
DoD
Components","KENDALL",0.00100474616414375,0.000550835478666804
"653",2012-06-01,"Fuel","Additional
DoD
Components","KENDALL",1.9973844094326e-05,0.0004488468746782
"654",2012-09-01,"Fuel","Additional
DoD
Components","KENDALL",3.25153949129853e-06,0.00034265718257646
"655",2012-10-01,"Fuel","Additional
DoD
Components","KENDALL",0.000636352229105311,0.000219859204230312
"656",2012-11-01,"Fuel","Additional
DoD
Components","KENDALL",0.000622565248298974,0.000420723005631861
"657",2012-12-01,"Fuel","Additional
DoD
Components","KENDALL",0,0.000419639159134762
"658",2013-01-01,"Fuel","Additional
DoD
Components","KENDALL",3.3126433431502e-06,0.000208625963880708
"659",2013-02-01,"Fuel","Additional
DoD
Components","KENDALL",4.06215090890627e-06,2.45826475068549e-06
"660",2013-04-01,"Fuel","Additional
DoD
Components","KENDALL",0.000316312425104093,0.000107895739785383
"661",2013-05-01,"Fuel","Additional
DoD
Components","KENDALL",5.35573271047019e-06,0.00010857676957449
"662",2013-09-01,"Fuel","Additional
DoD
Components","KENDALL",0,0.000107222719271521
"663",2013-11-01,"Fuel","Additional
DoD
Components","KENDALL",2.31426797e-05,9.49947080349007e-06
"664",2014-01-01,"Fuel","Additional
DoD
Components","KENDALL",1.22432402e-05,1.17953066333333e-05
"665",2014-02-01,"Fuel","Additional
DoD
Components","KENDALL",0,1.17953066333333e-05
"666",2014-03-01,"Fuel","Additional
DoD
Components","KENDALL",8.1625498e-06,6.80193e-06
"667",2014-04-01,"Fuel","Additional
DoD
Components","KENDALL",0,2.72084993333333e-06
"668",2014-05-01,"Fuel","Additional
DoD
Components","KENDALL",-5.7767402e-06,7.95269866666667e-07
"669",2014-08-01,"Fuel","Additional
DoD
Components","KENDALL",0,-1.92558006666667e-06
"670",2014-09-01,"Fuel","Additional
DoD
Components","KENDALL",0,-1.92558006666667e-06
"671",2007-07-01,"Products","Army","YOUNG",1.73986581609608,NA
"672",2007-08-01,"Products","Army","YOUNG",3.70735642085531,NA
"673",2007-09-01,"Products","Army","YOUNG",6.42822420545516,3.95848214746885
"674",2007-10-01,"Products","Army","YOUNG",1.70623394214751,3.94727152281933
"675",2007-11-01,"Products","Army","YOUNG",2.64248918255965,3.59231577672077
"676",2007-12-01,"Products","Army","YOUNG",7.29359226073753,3.88077179514823
"677",2008-01-01,"Products","Army","YOUNG",2.973472739859,4.30318472771873
"678",2008-02-01,"Products","Army","YOUNG",3.90150668319957,4.72285722793203
"679",2008-03-01,"Products","Army","YOUNG",4.4238405472885,3.76627332344902
"680",2008-04-01,"Products","Army","YOUNG",3.13286004893709,3.81940242647505
"681",2008-05-01,"Products","Army","YOUNG",5.52897828039046,4.36189295887202
"682",2008-06-01,"Products","Army","YOUNG",2.83356791151844,3.83180208028199
"683",2008-07-01,"Products","Army","YOUNG",5.45565439138829,4.60606686109906
"684",2008-08-01,"Products","Army","YOUNG",6.31245449159436,4.86722559816703
"685",2008-09-01,"Products","Army","YOUNG",12.9791430340889,8.24908397235719
"686",2008-10-01,"Products","Army","YOUNG",2.96293398843906,7.41817717137412
"687",2008-11-01,"Products","Army","YOUNG",1.81035209112362,5.9174763712172
"688",2008-12-01,"Products","Army","YOUNG",7.62268741857545,4.13199116604604
"689",2009-01-01,"Products","Army","YOUNG",2.86581800449231,4.09961917139713
"690",2009-02-01,"Products","Army","YOUNG",2.77423790831349,4.42091444379375
"691",2009-03-01,"Products","Army","YOUNG",4.63855346311972,3.42620312530851
"692",2009-04-01,"Products","Army","YOUNG",3.10259385532583,3.50512840891968
"693",2009-05-01,"Products","Army","YOUNG",1.21529950530418,2.98548227458324
"694",2009-06-01,"Products","Army","YOUNG",0.435266227625027,1.58438652941834
"695",2009-07-01,"Products","Army","YOUNG",1.1996326607599,0.950066131229703
"696",2009-08-01,"Products","Army","YOUNG",0.793970723295086,0.809623203893339
"697",2009-09-01,"Products","Army","YOUNG",1.44057349360251,1.14472562588583
"698",2009-10-01,"Products","Army","YOUNG",0.395623412847668,0.876722543248422
"699",2009-11-01,"Products","Army","YOUNG",0.332113459381686,0.722770121943955
"700",2009-12-01,"Products","Army","YOUNG",1.78304068524818,0.836925852492512
"701",2010-01-01,"Products","Army","YOUNG",2.06492997818785,1.39336137427257
"702",2010-02-01,"Products","Army","YOUNG",0.635752544062901,1.49457440249964
"703",2010-03-01,"Products","Army","YOUNG",0.993014806578947,1.23123244294323
"704",2010-04-01,"Products","Army","YOUNG",0.419796283023107,0.682854544554985
"705",2010-05-01,"Products","Army","YOUNG",0.37966055860077,0.597490549400941
"706",2010-06-01,"Products","Army","YOUNG",0.389490820785195,0.39631588746969
"707",2010-07-01,"Products","Army","YOUNG",0.387172172004707,0.385441183796891
"708",2010-08-01,"Products","Army","YOUNG",0.745084082092426,0.507249024960776
"709",2010-09-01,"Products","Army","YOUNG",1.11323808012409,0.748498111407075
"710",2010-10-01,"Products","Army","YOUNG",0.133702832532522,0.664008331583013
"711",2010-11-01,"Products","Army","YOUNG",1.58489907419219,0.943946662282936
"712",2010-12-01,"Products","Army","YOUNG",0.768791510449014,0.82913113905791
"713",2011-01-01,"Products","Army","YOUNG",1.56782878336131,1.30717312266751
"714",2011-02-01,"Products","Army","YOUNG",0.330150724066303,0.888923672625542
"715",2011-03-01,"Products","Army","YOUNG",0.920959247073017,0.93964625150021
"716",2011-04-01,"Products","Army","YOUNG",0.265620345898028,0.505576772345783
"717",2011-05-01,"Products","Army","YOUNG",0.241547864519513,0.476042485830186
"718",2011-06-01,"Products","Army","YOUNG",0.868451496380613,0.458539902266051
"719",2011-07-01,"Products","Army","YOUNG",0.354822335847671,0.488273898915932
"720",2011-08-01,"Products","Army","YOUNG",0.412565727780109,0.545279853336131
"721",2011-09-01,"Products","Army","YOUNG",0.808175776919849,0.52518794684921
"722",2011-10-01,"Products","Army","YOUNG",0.307923436649161,0.509554980449706
"723",2011-11-01,"Products","Army","YOUNG",0.134364790454124,0.416821334674378
"724",2011-12-01,"Products","Army","YOUNG",0.576478210853671,0.339588812652319
"725",2012-01-01,"Products","Army","YOUNG",0.723413115950983,0.478085372419593
"726",2012-02-01,"Products","Army","YOUNG",0.0991740274739986,0.466355118092884
"727",2012-03-01,"Products","Army","YOUNG",0.40879402562043,0.410460389681804
"728",2012-04-01,"Products","Army","YOUNG",0.219899265863454,0.242622439652628
"729",2012-05-01,"Products","Army","YOUNG",0.078366350180208,0.235686547221364
"730",2012-06-01,"Products","Army","YOUNG",0.599413886283596,0.299226500775753
"731",2012-07-01,"Products","Army","YOUNG",-0.0931051729585007,0.194891687835101
"732",2012-08-01,"Products","Army","YOUNG",0.132100547049737,0.212803086791611
"733",2012-09-01,"Products","Army","YOUNG",0.276539736710946,0.105178370267394
"734",2012-10-01,"Products","Army","YOUNG",0.00276809426952371,0.137136126010069
"735",2012-11-01,"Products","Army","YOUNG",0.0742686922752107,0.117858841085227
"736",2012-12-01,"Products","Army","YOUNG",0.215856962882604,0.0976312498091127
"737",2013-01-01,"Products","Army","YOUNG",0.0127076338446227,0.100944429667479
"738",2013-02-01,"Products","Army","YOUNG",0.00993623295358993,0.0795002765602722
"739",2013-03-01,"Products","Army","YOUNG",0.00664968323438611,0.00976451667753292
"740",2013-04-01,"Products","Army","YOUNG",0.0434771276047527,0.0200210145975762
"741",2013-05-01,"Products","Army","YOUNG",0.0204368756031279,0.0235212288140889
"742",2013-06-01,"Products","Army","YOUNG",0.0338230653004976,0.0325790228361261
"743",2013-07-01,"Products","Army","YOUNG",0.0220435305633188,0.0254344904889814
"744",2013-08-01,"Products","Army","YOUNG",0.0890789568055245,0.0483151842231136
"745",2013-09-01,"Products","Army","YOUNG",0.0501574159161166,0.0537599677616533
"746",2013-10-01,"Products","Army","YOUNG",0.0123009849717,0.050512452564447
"747",2013-11-01,"Products","Army","YOUNG",0.0029546243017,0.0218043417298389
"748",2013-12-01,"Products","Army","YOUNG",0.0594113570518,0.0248889887750667
"749",2014-01-01,"Products","Army","YOUNG",0.0104211759474,0.0242623857669667
"750",2014-02-01,"Products","Army","YOUNG",0.0047324823885,0.0248550051292333
"751",2014-03-01,"Products","Army","YOUNG",0.040310550527,0.0184880696209667
"752",2014-04-01,"Products","Army","YOUNG",0.0152446643735,0.0200958990963333
"753",2014-05-01,"Products","Army","YOUNG",0.0050467295273,0.0202006481426
"754",2014-06-01,"Products","Army","YOUNG",0.0781789989154,0.0328234642720667
"755",2014-07-01,"Products","Army","YOUNG",0.0007069465054,0.0279775583160333
"756",2014-08-01,"Products","Army","YOUNG",0.0196555656839,0.0328471703682333
"757",2014-09-01,"Products","Army","YOUNG",0.006643498569,0.0090020035861
"758",2009-04-01,"Products","Army","CARTER",0.806466292022083,NA
"759",2009-05-01,"Products","Army","CARTER",1.71022215782637,NA
"760",2009-06-01,"Products","Army","CARTER",4.28559234766183,2.26742693250343
"761",2009-07-01,"Products","Army","CARTER",3.70202448981381,3.232612998434
"762",2009-08-01,"Products","Army","CARTER",3.71599080031392,3.90120254592985
"763",2009-09-01,"Products","Army","CARTER",9.2611701945984,5.55972849490871
"764",2009-10-01,"Products","Army","CARTER",1.53887622856226,4.83867907449153
"765",2009-11-01,"Products","Army","CARTER",3.07320742577022,4.62441794964363
"766",2009-12-01,"Products","Army","CARTER",4.16115648509842,2.9244133798103
"767",2010-01-01,"Products","Army","CARTER",1.64211831244116,2.95882740776993
"768",2010-02-01,"Products","Army","CARTER",3.23460148994437,3.01262542916132
"769",2010-03-01,"Products","Army","CARTER",3.97292709837398,2.94988230025317
"770",2010-04-01,"Products","Army","CARTER",3.98417855304878,3.73056904712238
"771",2010-05-01,"Products","Army","CARTER",4.50602952209029,4.15437839117102
"772",2010-06-01,"Products","Army","CARTER",4.33522223474572,4.27514343662826
"773",2010-07-01,"Products","Army","CARTER",3.29942211546855,4.04689129076819
"774",2010-08-01,"Products","Army","CARTER",4.05367498024176,3.89610644348534
"775",2010-09-01,"Products","Army","CARTER",8.29428948485237,5.21579552685423
"776",2010-10-01,"Products","Army","CARTER",0.959988681955518,4.43598438234988
"777",2010-11-01,"Products","Army","CARTER",3.01618747120227,4.09015521267005
"778",2010-12-01,"Products","Army","CARTER",4.36377430629459,2.77998348648412
"779",2011-01-01,"Products","Army","CARTER",1.76526262746538,3.04840813498741
"780",2011-02-01,"Products","Army","CARTER",2.26914394816408,2.79939362730802
"781",2011-03-01,"Products","Army","CARTER",4.18399864222619,2.73946840595188
"782",2011-04-01,"Products","Army","CARTER",2.18401349715694,2.8790520291824
"783",2011-05-01,"Products","Army","CARTER",3.04253496614561,3.13684903517625
"784",2011-06-01,"Products","Army","CARTER",3.64463355831935,2.95706067387397
"785",2011-07-01,"Products","Army","CARTER",3.88766040611624,3.5249429768604
"786",2011-08-01,"Products","Army","CARTER",3.74570993422157,3.75933463288572
"787",2011-09-01,"Products","Army","CARTER",6.92042033754721,4.85126355929501
"788",2011-10-01,"Products","Army","CARTER",1.29487512236639,3.98700179804506
"789",2011-11-01,"Products","Army","CARTER",0.845771711049325,3.02035572365431
"790",2011-12-01,"Products","Army","CARTER",1.27609275684276,1.13891319675282
"791",2012-01-01,"Products","Army","CARTER",0.288990364607147,0.803618277499742
"792",2012-02-01,"Products","Army","CARTER",0.845263795077747,0.803448972175883
"793",2012-03-01,"Products","Army","CARTER",1.62300706941613,0.919087076367006
"794",2012-04-01,"Products","Army","CARTER",1.44081988120688,1.30303024856692
"795",2012-05-01,"Products","Army","CARTER",0.684509274194213,1.24944540827241
"796",2012-06-01,"Products","Army","CARTER",0.453768349088662,0.859699168163251
"797",2012-07-01,"Products","Army","CARTER",0.969513833786428,0.702597152356434
"798",2012-08-01,"Products","Army","CARTER",0.388182859592215,0.603821680822435
"799",2012-09-01,"Products","Army","CARTER",1.31998744930491,0.892561380894518
"800",2012-10-01,"Products","Army","CARTER",0.267295326282523,0.658488545059883
"801",2012-11-01,"Products","Army","CARTER",0.295873112263735,0.627718629283723
"802",2012-12-01,"Products","Army","CARTER",0.976920055203412,0.51336283124989
"803",2013-01-01,"Products","Army","CARTER",0.149165058862192,0.473986075443113
"804",2013-02-01,"Products","Army","CARTER",0.16415529604641,0.430080136704005
"805",2013-03-01,"Products","Army","CARTER",0.290642545054941,0.201320966654514
"806",2013-04-01,"Products","Army","CARTER",0.226801355045902,0.227199732049084
"807",2013-05-01,"Products","Army","CARTER",0.230449135513253,0.249297678538032
"808",2013-06-01,"Products","Army","CARTER",0.725456497904235,0.39423566282113
"809",2013-07-01,"Products","Army","CARTER",0.173819274010663,0.376574969142717
"810",2013-08-01,"Products","Army","CARTER",0.3436876471634,0.414321139692766
"811",2013-09-01,"Products","Army","CARTER",0.581626777236417,0.36637789947016
"812",2013-10-01,"Products","Army","CARTER",0.0223032855492,0.315872569983006
"813",2013-11-01,"Products","Army","CARTER",0.1640678138857,0.255999292223772
"814",2013-12-01,"Products","Army","CARTER",0.1265172208209,0.104296106751933
"815",2014-01-01,"Products","Army","CARTER",0.0326395843555,0.107741539687367
"816",2014-02-01,"Products","Army","CARTER",0.2653884971003,0.1415151007589
"817",2014-03-01,"Products","Army","CARTER",0.1732371107475,0.1570883974011
"818",2014-04-01,"Products","Army","CARTER",0.1641083362603,0.2009113147027
"819",2014-05-01,"Products","Army","CARTER",0.1047598506121,0.147368432539967
"820",2014-06-01,"Products","Army","CARTER",0.0844686861935,0.117778957688633
"821",2014-07-01,"Products","Army","CARTER",0.0268944783725,0.0720410050593667
"822",2014-08-01,"Products","Army","CARTER",0.0616736172341,0.0576789272667
"823",2014-09-01,"Products","Army","CARTER",0.3270552022959,0.138541099300833
"824",2011-11-01,"Products","Army","KENDALL",0.70187789695191,NA
"825",2011-12-01,"Products","Army","KENDALL",2.52218456672845,NA
"826",2012-01-01,"Products","Army","KENDALL",0.831057925949954,1.35170679654344
"827",2012-02-01,"Products","Army","KENDALL",1.57852546331995,1.64392265199945
"828",2012-03-01,"Products","Army","KENDALL",2.33572540078262,1.58176959668417
"829",2012-04-01,"Products","Army","KENDALL",1.73260517256719,1.88228534555659
"830",2012-05-01,"Products","Army","KENDALL",1.58050691326331,1.88294582887104
"831",2012-06-01,"Products","Army","KENDALL",4.98676218942436,2.76662475841829
"832",2012-07-01,"Products","Army","KENDALL",2.09244605885079,2.88657172051282
"833",2012-08-01,"Products","Army","KENDALL",1.81005967935331,2.96308930920949
"834",2012-09-01,"Products","Army","KENDALL",5.98583998468747,3.29611524096386
"835",2012-10-01,"Products","Army","KENDALL",0.696124541501777,2.83067473518085
"836",2012-11-01,"Products","Army","KENDALL",1.47480574370245,2.71892342329723
"837",2012-12-01,"Products","Army","KENDALL",4.29250241460008,2.15447756660144
"838",2013-01-01,"Products","Army","KENDALL",0.697334349320707,2.15488083587441
"839",2013-02-01,"Products","Army","KENDALL",1.22471580208297,2.07151752200125
"840",2013-03-01,"Products","Army","KENDALL",1.32055344093237,1.08086786411201
"841",2013-04-01,"Products","Army","KENDALL",1.26055909943465,1.26860944748333
"842",2013-05-01,"Products","Army","KENDALL",1.69528432171819,1.42546562069507
"843",2013-06-01,"Products","Army","KENDALL",3.35288817320321,2.10291053145202
"844",2013-07-01,"Products","Army","KENDALL",1.84420318496039,2.2974585599606
"845",2013-08-01,"Products","Army","KENDALL",3.00626124742348,2.73445086852903
"846",2013-09-01,"Products","Army","KENDALL",4.61647436625388,3.15564626621259
"847",2013-10-01,"Products","Army","KENDALL",0.5861440816271,2.73629323176815
"848",2013-11-01,"Products","Army","KENDALL",0.8130676607947,2.00522870289189
"849",2013-12-01,"Products","Army","KENDALL",3.0262736713831,1.47516180460163
"850",2014-01-01,"Products","Army","KENDALL",1.0994832270915,1.64627485308977
"851",2014-02-01,"Products","Army","KENDALL",0.9114609338597,1.6790726107781
"852",2014-03-01,"Products","Army","KENDALL",2.768761148371,1.5932351031074
"853",2014-04-01,"Products","Army","KENDALL",1.1344062227861,1.60487610167227
"854",2014-05-01,"Products","Army","KENDALL",1.8239605005215,1.90904262389287
"855",2014-06-01,"Products","Army","KENDALL",3.1768842103272,2.04508364454493
"856",2014-07-01,"Products","Army","KENDALL",1.2509867044252,2.0839438050913
"857",2014-08-01,"Products","Army","KENDALL",2.7916235511351,2.40649815529583
"858",2014-09-01,"Products","Army","KENDALL",4.7724861279939,2.93836546118473
