"","SignedMonth","ProductOrServiceArea","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"859",2007-07-01,"Products","Navy","YOUNG",1.06906687837019,NA
"860",2007-08-01,"Products","Navy","YOUNG",1.9391048291054,NA
"861",2007-09-01,"Products","Navy","YOUNG",2.91466828598047,1.97427999781868
"862",2007-10-01,"Products","Navy","YOUNG",2.88403208022777,2.57926839843788
"863",2007-11-01,"Products","Navy","YOUNG",0.616678873752711,2.13845974665365
"864",2007-12-01,"Products","Navy","YOUNG",2.30129226343818,1.93400107247288
"865",2008-01-01,"Products","Navy","YOUNG",1.26563697303688,1.39453603674259
"866",2008-02-01,"Products","Navy","YOUNG",1.98296051232104,1.8499632495987
"867",2008-03-01,"Products","Navy","YOUNG",3.67889458651844,2.30916402395879
"868",2008-04-01,"Products","Navy","YOUNG",1.67037832541215,2.44407780808388
"869",2008-05-01,"Products","Navy","YOUNG",2.58548716956616,2.64492002716558
"870",2008-06-01,"Products","Navy","YOUNG",1.40504400683297,1.88696983393709
"871",2008-07-01,"Products","Navy","YOUNG",2.90979783169197,2.3001096693637
"872",2008-08-01,"Products","Navy","YOUNG",1.9469555782538,2.08726580559291
"873",2008-09-01,"Products","Navy","YOUNG",6.65093700169197,3.83589680387925
"874",2008-10-01,"Products","Navy","YOUNG",1.33403382619615,3.31064213538064
"875",2008-11-01,"Products","Navy","YOUNG",1.38538461549037,3.12345181445949
"876",2008-12-01,"Products","Navy","YOUNG",7.73412719110197,3.48451521092949
"877",2009-01-01,"Products","Navy","YOUNG",1.19302829555099,3.43751336738111
"878",2009-02-01,"Products","Navy","YOUNG",1.30917709219528,3.41211085961608
"879",2009-03-01,"Products","Navy","YOUNG",3.98064036888937,2.16094858554521
"880",2009-04-01,"Products","Navy","YOUNG",1.45136922267807,2.24706222792091
"881",2009-05-01,"Products","Navy","YOUNG",0.912828773295085,2.11494612162084
"882",2009-06-01,"Products","Navy","YOUNG",2.94356076232951,1.76925291943422
"883",2009-07-01,"Products","Navy","YOUNG",1.51688232853431,1.7910906213863
"884",2009-08-01,"Products","Navy","YOUNG",0.324818836533882,1.59508730913257
"885",2009-09-01,"Products","Navy","YOUNG",0.662918615934185,0.834873260334127
"886",2009-10-01,"Products","Navy","YOUNG",0.203628526283697,0.397121992917255
"887",2009-11-01,"Products","Navy","YOUNG",0.919427083226359,0.595324741814747
"888",2009-12-01,"Products","Navy","YOUNG",0.767074986649551,0.630043532053202
"889",2010-01-01,"Products","Navy","YOUNG",3.47623043862858,1.72091083616816
"890",2010-02-01,"Products","Navy","YOUNG",0.592306802556697,1.61187074261161
"891",2010-03-01,"Products","Navy","YOUNG",0.641160579214805,1.5698992734667
"892",2010-04-01,"Products","Navy","YOUNG",0.491404883418913,0.574957421730138
"893",2010-05-01,"Products","Navy","YOUNG",0.494037368977321,0.542200943870347
"894",2010-06-01,"Products","Navy","YOUNG",0.409532712857082,0.464991655084439
"895",2010-07-01,"Products","Navy","YOUNG",0.230026709691913,0.377865597175439
"896",2010-08-01,"Products","Navy","YOUNG",0.246658982937527,0.295406135162174
"897",2010-09-01,"Products","Navy","YOUNG",2.41450209691913,0.963729263182855
"898",2010-10-01,"Products","Navy","YOUNG",0.365156482574486,1.00877252081038
"899",2010-11-01,"Products","Navy","YOUNG",3.99217989342216,2.25727949097192
"900",2010-12-01,"Products","Navy","YOUNG",1.81472066176039,2.05735234591901
"901",2011-01-01,"Products","Navy","YOUNG",4.2819497067457,3.36295008730941
"902",2011-02-01,"Products","Navy","YOUNG",0.655847823950902,2.25083939748566
"903",2011-03-01,"Products","Navy","YOUNG",0.319422770079731,1.75240676692544
"904",2011-04-01,"Products","Navy","YOUNG",1.2911890437159,0.755486545915513
"905",2011-05-01,"Products","Navy","YOUNG",0.558878222796895,0.723163345530843
"906",2011-06-01,"Products","Navy","YOUNG",1.53514395132186,1.12840373927822
"907",2011-07-01,"Products","Navy","YOUNG",0.552292986665967,0.882105053594908
"908",2011-08-01,"Products","Navy","YOUNG",0.204203750723877,0.763880229570569
"909",2011-09-01,"Products","Navy","YOUNG",1.00417613791439,0.586890958434746
"910",2011-10-01,"Products","Navy","YOUNG",0.0473744835032437,0.418584790713838
"911",2011-11-01,"Products","Navy","YOUNG",2.15626159952631,1.06927074031465
"912",2011-12-01,"Products","Navy","YOUNG",0.874610702728864,1.02608226191947
"913",2012-01-01,"Products","Navy","YOUNG",4.17938946705798,2.40342058977105
"914",2012-02-01,"Products","Navy","YOUNG",1.78887098014623,2.28095704997769
"915",2012-03-01,"Products","Navy","YOUNG",0.317490610616826,2.09525035260701
"916",2012-04-01,"Products","Navy","YOUNG",0.168191564741015,0.758184385168023
"917",2012-05-01,"Products","Navy","YOUNG",0.644791163381732,0.376824446246525
"918",2012-06-01,"Products","Navy","YOUNG",0.216873551457111,0.343285426526619
"919",2012-07-01,"Products","Navy","YOUNG",0.228193618597467,0.363286111145436
"920",2012-08-01,"Products","Navy","YOUNG",0.10026257394707,0.181776581333883
"921",2012-09-01,"Products","Navy","YOUNG",2.26235099816703,0.863602396903855
"922",2012-10-01,"Products","Navy","YOUNG",0.108188618178938,0.823600730097678
"923",2012-11-01,"Products","Navy","YOUNG",2.38706553380227,1.58586838338275
"924",2012-12-01,"Products","Navy","YOUNG",2.93810512876663,1.81111976024928
"925",2013-01-01,"Products","Navy","YOUNG",0.249699667739819,1.85829011010291
"926",2013-02-01,"Products","Navy","YOUNG",0.0300514598600589,1.07261875212217
"927",2013-03-01,"Products","Navy","YOUNG",0.0862505360783995,0.122000554559426
"928",2013-04-01,"Products","Navy","YOUNG",0.0866388121863512,0.0676469360416032
"929",2013-05-01,"Products","Navy","YOUNG",0.69019512750848,0.287694825257743
"930",2013-06-01,"Products","Navy","YOUNG",0.258256676064284,0.345030205253038
"931",2013-07-01,"Products","Navy","YOUNG",0.0545604459057581,0.33433741649284
"932",2013-08-01,"Products","Navy","YOUNG",0.311818580500355,0.208211900823466
"933",2013-09-01,"Products","Navy","YOUNG",0.0543006420738296,0.140226556159981
"934",2013-10-01,"Products","Navy","YOUNG",0.1424864507141,0.169535224429428
"935",2013-11-01,"Products","Navy","YOUNG",0.4555657207254,0.217450937837776
"936",2013-12-01,"Products","Navy","YOUNG",0.2311802969784,0.276410822805967
"937",2014-01-01,"Products","Navy","YOUNG",0.0796658818948,0.255470633199533
"938",2014-02-01,"Products","Navy","YOUNG",0.4602307742686,0.257025651047267
"939",2014-03-01,"Products","Navy","YOUNG",1.1548766547073,0.5649244369569
"940",2014-04-01,"Products","Navy","YOUNG",0.1859219022166,0.6003431103975
"941",2014-05-01,"Products","Navy","YOUNG",0.1156330211484,0.485477192690767
"942",2014-06-01,"Products","Navy","YOUNG",0.1076203565196,0.136391759961533
"943",2014-07-01,"Products","Navy","YOUNG",1.4616488461896,0.5616340746192
"944",2014-08-01,"Products","Navy","YOUNG",0.066389444761,0.545219549156733
"945",2014-09-01,"Products","Navy","YOUNG",0.0257111958666,0.517916495605733
"946",2009-04-01,"Products","Navy","CARTER",0.102823946958216,NA
"947",2009-05-01,"Products","Navy","CARTER",1.45621530882226,NA
"948",2009-06-01,"Products","Navy","CARTER",1.2843392316194,0.94779282913329
"949",2009-07-01,"Products","Navy","CARTER",1.03027790136393,1.25694414726853
"950",2009-08-01,"Products","Navy","CARTER",1.21826610822689,1.17762774707007
"951",2009-09-01,"Products","Navy","CARTER",3.05400169143754,1.76751523367612
"952",2009-10-01,"Products","Navy","CARTER",1.65824682265725,1.97683820744056
"953",2009-11-01,"Products","Navy","CARTER",1.08659205497433,1.93294685635637
"954",2009-12-01,"Products","Navy","CARTER",1.89599872508558,1.54694586757239
"955",2010-01-01,"Products","Navy","CARTER",1.89919957258237,1.62726345088076
"956",2010-02-01,"Products","Navy","CARTER",2.62622184287548,2.14047338018114
"957",2010-03-01,"Products","Navy","CARTER",3.19463232181215,2.57335124575667
"958",2010-04-01,"Products","Navy","CARTER",1.7297513580552,2.51686850758094
"959",2010-05-01,"Products","Navy","CARTER",1.4750107482884,2.13313147605192
"960",2010-06-01,"Products","Navy","CARTER",2.61263550436457,1.93913253690272
"961",2010-07-01,"Products","Navy","CARTER",2.20359434496149,2.09708019920482
"962",2010-08-01,"Products","Navy","CARTER",1.66784929833119,2.16135971588575
"963",2010-09-01,"Products","Navy","CARTER",3.84634911921267,2.57259758750178
"964",2010-10-01,"Products","Navy","CARTER",1.40921274544692,2.30780372099693
"965",2010-11-01,"Products","Navy","CARTER",1.49811033392782,2.2512240661958
"966",2010-12-01,"Products","Navy","CARTER",3.86352180096517,2.25694829344664
"967",2011-01-01,"Products","Navy","CARTER",0.761236527538817,2.0409562208106
"968",2011-02-01,"Products","Navy","CARTER",1.70816452770667,2.11097428540355
"969",2011-03-01,"Products","Navy","CARTER",2.75853514447125,1.74264539990558
"970",2011-04-01,"Products","Navy","CARTER",1.48614048940411,1.98428005386068
"971",2011-05-01,"Products","Navy","CARTER",3.02016727867184,2.4216143041824
"972",2011-06-01,"Products","Navy","CARTER",3.53737066420478,2.68122614409358
"973",2011-07-01,"Products","Navy","CARTER",2.69424766572598,3.08392853620087
"974",2011-08-01,"Products","Navy","CARTER",2.66778725301091,2.96646852764722
"975",2011-09-01,"Products","Navy","CARTER",6.78065962714016,4.04756484862568
"976",2011-10-01,"Products","Navy","CARTER",1.20527639597364,3.55124109204157
"977",2011-11-01,"Products","Navy","CARTER",0.553878789249305,2.84660493745437
"978",2011-12-01,"Products","Navy","CARTER",3.0054140497683,1.58818974499708
"979",2012-01-01,"Products","Navy","CARTER",0.731306348903306,1.43019972930697
"980",2012-02-01,"Products","Navy","CARTER",2.698749934775,2.14515677781554
"981",2012-03-01,"Products","Navy","CARTER",2.91256688048605,2.11420772138812
"982",2012-04-01,"Products","Navy","CARTER",0.560046546421584,2.05712112056088
"983",2012-05-01,"Products","Navy","CARTER",2.79529994196272,2.08930445629012
"984",2012-06-01,"Products","Navy","CARTER",0.257873170528267,1.20440655297086
"985",2012-07-01,"Products","Navy","CARTER",0.408877067593451,1.15401672669481
"986",2012-08-01,"Products","Navy","CARTER",0.815941567233035,0.494230601784917
"987",2012-09-01,"Products","Navy","CARTER",0.962508361517866,0.729108998781451
"988",2012-10-01,"Products","Navy","CARTER",1.23081047464944,1.00308680113345
"989",2012-11-01,"Products","Navy","CARTER",0.971136959823906,1.05481859866374
"990",2012-12-01,"Products","Navy","CARTER",4.71030082634762,2.30408275360699
"991",2013-01-01,"Products","Navy","CARTER",0.170926151197522,1.95078797912302
"992",2013-02-01,"Products","Navy","CARTER",0.601166529350259,1.82746450229847
"993",2013-03-01,"Products","Navy","CARTER",1.80689240360597,0.859661694717917
"994",2013-04-01,"Products","Navy","CARTER",0.45182521977323,0.953294717576487
"995",2013-05-01,"Products","Navy","CARTER",0.271186516695034,0.843301380024745
"996",2013-06-01,"Products","Navy","CARTER",0.430002716046308,0.384338150838191
"997",2013-07-01,"Products","Navy","CARTER",0.220538773014319,0.307242668585221
"998",2013-08-01,"Products","Navy","CARTER",1.32732040605596,0.659287298372195
"999",2013-09-01,"Products","Navy","CARTER",1.94709419389063,1.16498445765363
"1000",2013-10-01,"Products","Navy","CARTER",0.2640817932955,1.17949879774736
"1001",2013-11-01,"Products","Navy","CARTER",0.2355612228516,0.815579070012576
"1002",2013-12-01,"Products","Navy","CARTER",0.510986656869,0.336876557672033
"1003",2014-01-01,"Products","Navy","CARTER",-0.015170419438,0.243792486760867
"1004",2014-02-01,"Products","Navy","CARTER",0.1752388323408,0.223685023257267
"1005",2014-03-01,"Products","Navy","CARTER",1.6790780073572,0.613048806753333
"1006",2014-04-01,"Products","Navy","CARTER",0.2399554245499,0.6980907547493
"1007",2014-05-01,"Products","Navy","CARTER",0.1815984617228,0.700210631209967
"1008",2014-06-01,"Products","Navy","CARTER",0.5811396608228,0.334231182365167
"1009",2014-07-01,"Products","Navy","CARTER",0.3217846816438,0.361507601396467
"1010",2014-08-01,"Products","Navy","CARTER",0.8921984089038,0.5983742504568
"1011",2014-09-01,"Products","Navy","CARTER",0.2904282362949,0.501470442280833
"1012",2011-11-01,"Products","Navy","KENDALL",0.674934996735661,NA
"1013",2011-12-01,"Products","Navy","KENDALL",1.46624281318093,NA
"1014",2012-01-01,"Products","Navy","KENDALL",1.25212902285038,1.13110227758899
"1015",2012-02-01,"Products","Navy","KENDALL",1.67099349734322,1.46312177779151
"1016",2012-03-01,"Products","Navy","KENDALL",1.07265844286891,1.3319269876875
"1017",2012-04-01,"Products","Navy","KENDALL",1.02826036493667,1.25730410171627
"1018",2012-05-01,"Products","Navy","KENDALL",1.1698136317681,1.09024414652456
"1019",2012-06-01,"Products","Navy","KENDALL",2.06943907059005,1.42250435576494
"1020",2012-07-01,"Products","Navy","KENDALL",1.19674105387705,1.47866458541173
"1021",2012-08-01,"Products","Navy","KENDALL",1.53620399463495,1.60079470636735
"1022",2012-09-01,"Products","Navy","KENDALL",2.95909447603748,1.89734650818316
"1023",2012-10-01,"Products","Navy","KENDALL",0.934756302824921,1.81001825783245
"1024",2012-11-01,"Products","Navy","KENDALL",1.70490014039636,1.86625030641959
"1025",2012-12-01,"Products","Navy","KENDALL",5.00347489360049,2.54771044560726
"1026",2013-01-01,"Products","Navy","KENDALL",0.643284120680309,2.45055305155905
"1027",2013-02-01,"Products","Navy","KENDALL",1.01127111422261,2.2193433761678
"1028",2013-03-01,"Products","Navy","KENDALL",1.29813766133299,0.98423096541197
"1029",2013-04-01,"Products","Navy","KENDALL",1.50507019569493,1.27149299041684
"1030",2013-05-01,"Products","Navy","KENDALL",1.73502074021235,1.51274286574676
"1031",2013-06-01,"Products","Navy","KENDALL",4.68767808826262,2.6425896747233
"1032",2013-07-01,"Products","Navy","KENDALL",4.05535065431461,3.49268316092986
"1033",2013-08-01,"Products","Navy","KENDALL",1.3752497502546,3.37275949761061
"1034",2013-09-01,"Products","Navy","KENDALL",7.79154010980745,4.40738017145889
"1035",2013-10-01,"Products","Navy","KENDALL",1.9519017270945,3.70623052905218
"1036",2013-11-01,"Products","Navy","KENDALL",1.345356902538,3.69626624647998
"1037",2013-12-01,"Products","Navy","KENDALL",3.4544010784154,2.25055323601597
"1038",2014-01-01,"Products","Navy","KENDALL",1.5835991604571,2.1277857138035
"1039",2014-02-01,"Products","Navy","KENDALL",3.6206227534769,2.88620766411647
"1040",2014-03-01,"Products","Navy","KENDALL",4.1776468643708,3.12728959276827
"1041",2014-04-01,"Products","Navy","KENDALL",6.5227078725885,4.77365916347873
"1042",2014-05-01,"Products","Navy","KENDALL",2.0931722191392,4.26450898536617
"1043",2014-06-01,"Products","Navy","KENDALL",4.00021264112,4.20536424428257
"1044",2014-07-01,"Products","Navy","KENDALL",1.2863580056522,2.45991428863713
"1045",2014-08-01,"Products","Navy","KENDALL",1.6284992310191,2.3050232925971
"1046",2014-09-01,"Products","Navy","KENDALL",3.9408105581055,2.28522259825893
"1047",2007-07-01,"Products","Air Force","YOUNG",0.937994770591537,NA
"1048",2007-08-01,"Products","Air Force","YOUNG",1.18321086886295,NA
"1049",2007-09-01,"Products","Air Force","YOUNG",2.76462521643282,1.62861028529577
"1050",2007-10-01,"Products","Air Force","YOUNG",0.666166375900217,1.53800082039866
"1051",2007-11-01,"Products","Air Force","YOUNG",0.404445278210412,1.27841229018115
"1052",2007-12-01,"Products","Air Force","YOUNG",1.06563036143167,0.712080671847433
"1053",2008-01-01,"Products","Air Force","YOUNG",0.910083750845987,0.793386463496023
"1054",2008-02-01,"Products","Air Force","YOUNG",1.14262232800434,1.039445480094
"1055",2008-03-01,"Products","Air Force","YOUNG",0.932089687689805,0.994931922180043
"1056",2008-04-01,"Products","Air Force","YOUNG",1.15654820603037,1.07708674057484
"1057",2008-05-01,"Products","Air Force","YOUNG",1.36287147104121,1.15050312158713
"1058",2008-06-01,"Products","Air Force","YOUNG",0.941122646507592,1.15351410785973
"1059",2008-07-01,"Products","Air Force","YOUNG",0.637693208817787,0.980562442122198
"1060",2008-08-01,"Products","Air Force","YOUNG",0.794093495639913,0.790969783655098
"1061",2008-09-01,"Products","Air Force","YOUNG",3.11042638481562,1.51407102975777
"1062",2008-10-01,"Products","Air Force","YOUNG",0.834517634617883,1.57967917169114
"1063",2008-11-01,"Products","Air Force","YOUNG",0.841968008854731,1.59563734276274
"1064",2008-12-01,"Products","Air Force","YOUNG",1.95847972298116,1.21165512215126
"1065",2009-01-01,"Products","Air Force","YOUNG",0.463628430504438,1.08802538744678
"1066",2009-02-01,"Products","Air Force","YOUNG",3.39283681409396,1.93831498919319
"1067",2009-03-01,"Products","Air Force","YOUNG",0.995791677614202,1.61741897407087
"1068",2009-04-01,"Products","Air Force","YOUNG",0.868286101612903,1.75230486444035
"1069",2009-05-01,"Products","Air Force","YOUNG",1.34120269142672,1.06842682355127
"1070",2009-06-01,"Products","Air Force","YOUNG",0.214679162048062,0.808055985029227
"1071",2009-07-01,"Products","Air Force","YOUNG",0.517166240430829,0.691016031301869
"1072",2009-08-01,"Products","Air Force","YOUNG",0.330003111041351,0.353949504506748
"1073",2009-09-01,"Products","Air Force","YOUNG",0.364617724193548,0.40392902522191
"1074",2009-10-01,"Products","Air Force","YOUNG",0.199695382210098,0.298105405814999
"1075",2009-11-01,"Products","Air Force","YOUNG",1.19860073265939,0.587637946354346
"1076",2009-12-01,"Products","Air Force","YOUNG",0.9672710021181,0.788522372329197
"1077",2010-01-01,"Products","Air Force","YOUNG",0.602477673438169,0.922783136071887
"1078",2010-02-01,"Products","Air Force","YOUNG",0.37855182156611,0.649433499040793
"1079",2010-03-01,"Products","Air Force","YOUNG",0.21084439546427,0.39729129682285
"1080",2010-04-01,"Products","Air Force","YOUNG",0.210321681332905,0.266572632787762
"1081",2010-05-01,"Products","Air Force","YOUNG",0.0788462758664955,0.166670784221224
"1082",2010-06-01,"Products","Air Force","YOUNG",1.07443471008772,0.45453422242904
"1083",2010-07-01,"Products","Air Force","YOUNG",0.0784155628904579,0.410565516281558
"1084",2010-08-01,"Products","Air Force","YOUNG",0.183672719169876,0.445507664049351
"1085",2010-09-01,"Products","Air Force","YOUNG",0.259370193667095,0.173819491909143
"1086",2010-10-01,"Products","Air Force","YOUNG",0.0557859763848091,0.16627629640726
"1087",2010-11-01,"Products","Air Force","YOUNG",-0.0156939653378095,0.099820734904698
"1088",2010-12-01,"Products","Air Force","YOUNG",0.195130404699958,0.0784074719156525
"1089",2011-01-01,"Products","Air Force","YOUNG",0.24538229152329,0.14160624362848
"1090",2011-02-01,"Products","Air Force","YOUNG",0.309466967362568,0.249993221195272
"1091",2011-03-01,"Products","Air Force","YOUNG",0.0834820856903063,0.212777114858721
"1092",2011-04-01,"Products","Air Force","YOUNG",0.121718655444817,0.171555902832564
"1093",2011-05-01,"Products","Air Force","YOUNG",0.0499416032522031,0.085047448129109
"1094",2011-06-01,"Products","Air Force","YOUNG",0.336597426258917,0.169419228318646
"1095",2011-07-01,"Products","Air Force","YOUNG",0.0473765545321024,0.144638528014408
"1096",2011-08-01,"Products","Air Force","YOUNG",0.0353120694817457,0.139762016757588
"1097",2011-09-01,"Products","Air Force","YOUNG",0.152643506703735,0.0784440435725276
"1098",2011-10-01,"Products","Air Force","YOUNG",0.127180893934713,0.105045490040065
"1099",2011-11-01,"Products","Air Force","YOUNG",0.0527318314694676,0.110852077369305
"1100",2011-12-01,"Products","Air Force","YOUNG",0.0840926893522809,0.0880018049188206
"1101",2012-01-01,"Products","Air Force","YOUNG",0.0761409732056431,0.0709884980091305
"1102",2012-02-01,"Products","Air Force","YOUNG",0.400623327844712,0.186952330134212
"1103",2012-03-01,"Products","Air Force","YOUNG",0.0298345709092781,0.168866290653211
"1104",2012-04-01,"Products","Air Force","YOUNG",0.0392189779631346,0.156558958905708
"1105",2012-05-01,"Products","Air Force","YOUNG",0.0662974397178457,0.0451169961967528
"1106",2012-06-01,"Products","Air Force","YOUNG",0.102781517928123,0.0694326452030344
"1107",2012-07-01,"Products","Air Force","YOUNG",0.021245152785501,0.0634413701438232
"1108",2012-08-01,"Products","Air Force","YOUNG",0.0772051524456802,0.0670772743864346
"1109",2012-09-01,"Products","Air Force","YOUNG",0.118953034280713,0.0724677798372979
"1110",2012-10-01,"Products","Air Force","YOUNG",0.00408470772793744,0.0667476314847767
"1111",2012-11-01,"Products","Air Force","YOUNG",0.225854359756576,0.116297367255075
"1112",2012-12-01,"Products","Air Force","YOUNG",0.0466653133042551,0.0922014602629227
"1113",2013-01-01,"Products","Air Force","YOUNG",0.0338067137783081,0.102108795613046
"1114",2013-02-01,"Products","Air Force","YOUNG",0.0813732289920788,0.0539484186915473
"1115",2013-03-01,"Products","Air Force","YOUNG",0.0125725015563116,0.0425841481088995
"1116",2013-04-01,"Products","Air Force","YOUNG",0.000660287943536102,0.0315353394973088
"1117",2013-05-01,"Products","Air Force","YOUNG",0.0137587855860668,0.00899719169530483
"1118",2013-06-01,"Products","Air Force","YOUNG",0.0651206516297349,0.0265132417197793
"1119",2013-07-01,"Products","Air Force","YOUNG",0.0240842682346908,0.0343212351501642
"1120",2013-08-01,"Products","Air Force","YOUNG",0.085030863146339,0.0580785943369216
"1121",2013-09-01,"Products","Air Force","YOUNG",0.0570490580919062,0.0553880631576453
"1122",2013-10-01,"Products","Air Force","YOUNG",0.0143061303011,0.0521286838464484
"1123",2013-11-01,"Products","Air Force","YOUNG",0.0199385937279,0.0304312607069687
"1124",2013-12-01,"Products","Air Force","YOUNG",0.2683996596208,0.1008814612166
"1125",2014-01-01,"Products","Air Force","YOUNG",0.0015938146307,0.0966440226598
"1126",2014-02-01,"Products","Air Force","YOUNG",0.0127510228548,0.0942481657021
"1127",2014-03-01,"Products","Air Force","YOUNG",0.1885920151125,0.0676456175326667
"1128",2014-04-01,"Products","Air Force","YOUNG",0.3142471221527,0.171863386706667
"1129",2014-05-01,"Products","Air Force","YOUNG",0.0499185703469,0.184252569204033
"1130",2014-06-01,"Products","Air Force","YOUNG",0.007659029021,0.1239415738402
"1131",2014-07-01,"Products","Air Force","YOUNG",-0.0012262724219,0.0187837756486667
"1132",2014-08-01,"Products","Air Force","YOUNG",0.03962642697,0.0153530611897
"1133",2014-09-01,"Products","Air Force","YOUNG",0.1308393862083,0.0564131802521333
"1134",2009-04-01,"Products","Air Force","CARTER",0.172411917081619,NA
"1135",2009-05-01,"Products","Air Force","CARTER",1.81302986177744,NA
"1136",2009-06-01,"Products","Air Force","CARTER",0.401337513909937,0.795593097589666
"1137",2009-07-01,"Products","Air Force","CARTER",0.696979725308508,0.970449033665296
"1138",2009-08-01,"Products","Air Force","CARTER",0.663615837659667,0.587311025626037
"1139",2009-09-01,"Products","Air Force","CARTER",2.53762221932236,1.29940592743018
"1140",2009-10-01,"Products","Air Force","CARTER",0.460319299935815,1.22051911897262
"1141",2009-11-01,"Products","Air Force","CARTER",0.350384580958494,1.11610870007222
"1142",2009-12-01,"Products","Air Force","CARTER",1.41792878532306,0.742877555405791
"1143",2010-01-01,"Products","Air Force","CARTER",0.685756532413351,0.818023299564969
"1144",2010-02-01,"Products","Air Force","CARTER",0.696155920667522,0.933280412801312
"1145",2010-03-01,"Products","Air Force","CARTER",1.18100086964056,0.854304440907146
"1146",2010-04-01,"Products","Air Force","CARTER",0.531353022293539,0.802836604200542
"1147",2010-05-01,"Products","Air Force","CARTER",1.08644866859221,0.932934186842105
"1148",2010-06-01,"Products","Air Force","CARTER",1.91966412464698,1.17915527184424
"1149",2010-07-01,"Products","Air Force","CARTER",0.565958001690201,1.19069026497647
"1150",2010-08-01,"Products","Air Force","CARTER",1.40735900216089,1.29766037616602
"1151",2010-09-01,"Products","Air Force","CARTER",2.78312534845956,1.58548078410355
"1152",2010-10-01,"Products","Air Force","CARTER",1.17966105632606,1.79004846898217
"1153",2010-11-01,"Products","Air Force","CARTER",0.447022687914394,1.46993636423334
"1154",2010-12-01,"Products","Air Force","CARTER",2.23253230557071,1.28640534993705
"1155",2011-01-01,"Products","Air Force","CARTER",0.88497780107008,1.18817759818506
"1156",2011-02-01,"Products","Air Force","CARTER",0.905419343432648,1.34097648335781
"1157",2011-03-01,"Products","Air Force","CARTER",2.08433033039236,1.29157582496503
"1158",2011-04-01,"Products","Air Force","CARTER",0.986436465421737,1.32539537974892
"1159",2011-05-01,"Products","Air Force","CARTER",1.58192644643307,1.55089774741572
"1160",2011-06-01,"Products","Air Force","CARTER",1.75003281095258,1.4394652409358
"1161",2011-07-01,"Products","Air Force","CARTER",1.10539716075325,1.4791188060463
"1162",2011-08-01,"Products","Air Force","CARTER",1.83344285496223,1.56295760888936
"1163",2011-09-01,"Products","Air Force","CARTER",3.02569161979647,1.98817721183732
"1164",2011-10-01,"Products","Air Force","CARTER",0.653872902883328,1.83766912588068
"1165",2011-11-01,"Products","Air Force","CARTER",0.740429519349192,1.473331347343
"1166",2011-12-01,"Products","Air Force","CARTER",0.583206328493461,0.659169583575327
"1167",2012-01-01,"Products","Air Force","CARTER",2.00260657374112,1.10874747386126
"1168",2012-02-01,"Products","Air Force","CARTER",0.521812218123777,1.03587504011945
"1169",2012-03-01,"Products","Air Force","CARTER",0.972122352167645,1.16551371467751
"1170",2012-04-01,"Products","Air Force","CARTER",0.692533078519205,0.728822549603542
"1171",2012-05-01,"Products","Air Force","CARTER",0.558997214097415,0.741217548261422
"1172",2012-06-01,"Products","Air Force","CARTER",0.671712830326434,0.641081040981018
"1173",2012-07-01,"Products","Air Force","CARTER",0.35128672484811,0.527332256423987
"1174",2012-08-01,"Products","Air Force","CARTER",0.20312168875502,0.408707081309855
"1175",2012-09-01,"Products","Air Force","CARTER",1.0616872635362,0.538698559046442
"1176",2012-10-01,"Products","Air Force","CARTER",0.560804611611455,0.608537854634224
"1177",2012-11-01,"Products","Air Force","CARTER",-0.555837630268813,0.355551414959613
"1178",2012-12-01,"Products","Air Force","CARTER",0.37157750910064,0.125514830147761
"1179",2013-01-01,"Products","Air Force","CARTER",0.153527095496903,-0.0102443418904234
"1180",2013-02-01,"Products","Air Force","CARTER",0.136553793210115,0.220552799269219
"1181",2013-03-01,"Products","Air Force","CARTER",0.0892193238927592,0.126433404199926
"1182",2013-04-01,"Products","Air Force","CARTER",0.118592328582411,0.114788481895095
"1183",2013-05-01,"Products","Air Force","CARTER",1.32840113525287,0.51207092924268
"1184",2013-06-01,"Products","Air Force","CARTER",0.212389404653194,0.553127622829491
"1185",2013-07-01,"Products","Air Force","CARTER",0.44181329169544,0.660867943867168
"1186",2013-08-01,"Products","Air Force","CARTER",0.100296870500965,0.251499855616533
"1187",2013-09-01,"Products","Air Force","CARTER",0.188623425397481,0.243577862531295
"1188",2013-10-01,"Products","Air Force","CARTER",0.6689406071959,0.319286967698115
"1189",2013-11-01,"Products","Air Force","CARTER",0.4231658214223,0.42690995133856
"1190",2013-12-01,"Products","Air Force","CARTER",0.1596126216368,0.417239683418333
"1191",2014-01-01,"Products","Air Force","CARTER",0.0345589656021,0.2057791362204
"1192",2014-02-01,"Products","Air Force","CARTER",0.2598217431167,0.151331110118533
"1193",2014-03-01,"Products","Air Force","CARTER",0.5545186462734,0.282966451664067
"1194",2014-04-01,"Products","Air Force","CARTER",0.2254482039392,0.346596197776433
"1195",2014-05-01,"Products","Air Force","CARTER",0.2493666685555,0.3431111729227
"1196",2014-06-01,"Products","Air Force","CARTER",0.2365862659093,0.237133712801333
"1197",2014-07-01,"Products","Air Force","CARTER",0.1868346152741,0.224262516579633
"1198",2014-08-01,"Products","Air Force","CARTER",0.2729371440179,0.232119341733767
"1199",2014-09-01,"Products","Air Force","CARTER",0.571132939105,0.343634899465667
"1200",2011-11-01,"Products","Air Force","KENDALL",0.438801490690969,NA
"1201",2011-12-01,"Products","Air Force","KENDALL",1.18668286120914,NA
