"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","ServicesCategory.sum","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"24",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Products (All)","Army","YOUNG",0.43534139478242,1.58998937328065
"25",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"Products (All)","Army","YOUNG",1.19948771870535,0.949057836678213
"26",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"Products (All)","Army","YOUNG",0.793974038568954,0.809601050685574
"27",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Products (All)","Army","YOUNG",1.4403145978675,1.1445921183806
"28",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"Products (All)","Army","YOUNG",0.395606037323492,0.876631557919983
"29",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"Products (All)","Army","YOUNG",0.332114096106119,0.722678243765705
"30",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"Products (All)","Army","YOUNG",1.78296136944801,0.83689383429254
"31",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"Products (All)","Army","YOUNG",2.06492581401369,1.39333375985594
"32",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"Products (All)","Army","YOUNG",0.635477158846812,1.4944547807695
"33",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"Products (All)","Army","YOUNG",0.993014263446727,1.23113907876908
"34",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"Products (All)","Army","YOUNG",0.42000646199187,0.682832628095136
"35",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"Products (All)","Army","YOUNG",0.379642055723149,0.597554260387249
"36",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"Products (All)","Army","YOUNG",0.3894862686457,0.39637826212024
"37",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"Products (All)","Army","YOUNG",0.38714304440522,0.385423789591356
"38",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"Products (All)","Army","YOUNG",0.745053693763372,0.507227668938097
"39",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"Products (All)","Army","YOUNG",1.1129626356012,0.748386457923263
"40",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"Products (All)","Army","YOUNG",0.133702832532522,0.663906387299031
"41",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"Products (All)","Army","YOUNG",1.5849046868653,0.943856718333005
"42",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"Products (All)","Army","YOUNG",0.768772620331515,0.829126713243111
"43",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"Products (All)","Army","YOUNG",1.56782878336131,1.30716869685271
"44",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"Products (All)","Army","YOUNG",0.330097944869912,0.888899782854245
"45",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"Products (All)","Army","YOUNG",0.920907981924045,0.939611570051755
"46",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"Products (All)","Army","YOUNG",0.266005694513219,0.505670540435725
"47",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"Products (All)","Army","YOUNG",0.241542924559379,0.476152200332214
"48",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"Products (All)","Army","YOUNG",0.868450328126311,0.45866631573297
"49",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"Products (All)","Army","YOUNG",0.354827056787663,0.488273436491118
"50",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"Products (All)","Army","YOUNG",0.412536146590432,0.545271177168135
"51",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"Products (All)","Army","YOUNG",0.808174832731851,0.525179345369982
"52",2011-10-01,2011-12-31,"Q1",2012-09-30,5.0027397260274,"Products (All)","Army","YOUNG",0.307908108299866,0.50953969587405
"53",2011-11-01,2011-12-31,"Q1",2012-09-30,5.08767123287671,"Products (All)","Army","YOUNG",0.134358872062609,0.416813937698109
"54",2011-12-01,2011-12-31,"Q1",2012-09-30,5.16986301369863,"Products (All)","Army","YOUNG",0.576478210853671,0.339581730405382
"55",2012-01-01,2012-03-31,"Q2",2012-09-30,5.25479452054795,"Products (All)","Army","YOUNG",0.723389610503553,0.478075564473278
"56",2012-02-01,2012-03-31,"Q2",2012-09-30,5.33972602739726,"Products (All)","Army","YOUNG",0.0991740274739986,0.466347282943741
"57",2012-03-01,2012-03-31,"Q2",2012-09-30,5.41917808219178,"Products (All)","Army","YOUNG",0.40879917442076,0.410454270799437
"58",2012-04-01,2012-06-30,"Q3",2012-09-30,5.5041095890411,"Products (All)","Army","YOUNG",0.219899265863454,0.242624155919404
"59",2012-05-01,2012-06-30,"Q3",2012-09-30,5.58630136986301,"Products (All)","Army","YOUNG",0.0783694137164041,0.235689284666873
"60",2012-06-01,2012-06-30,"Q3",2012-09-30,5.67123287671233,"Products (All)","Army","YOUNG",0.599413886283596,0.299227521954485
"61",2012-07-01,2012-09-30,"Q4",2012-09-30,5.75342465753425,"Products (All)","Army","YOUNG",-0.0931051729585007,0.194892709013833
"62",2012-08-01,2012-09-30,"Q4",2012-09-30,5.83835616438356,"Products (All)","Army","YOUNG",0.132100547049737,0.212803086791611
"63",2012-09-01,2012-09-30,"Q4",2012-09-30,5.92328767123288,"Products (All)","Army","YOUNG",0.276539736710946,0.105178370267394
"64",2012-10-01,2012-12-31,"Q1",2013-09-30,6.00547945205479,"Products (All)","Army","YOUNG",0.00276809426952371,0.137136126010069
"65",2012-11-01,2012-12-31,"Q1",2013-09-30,6.09041095890411,"Products (All)","Army","YOUNG",0.0742686922752107,0.117858841085227
"66",2012-12-01,2012-12-31,"Q1",2013-09-30,6.17260273972603,"Products (All)","Army","YOUNG",0.215847681680004,0.0976281560749128
"67",2013-01-01,2013-03-31,"Q2",2013-09-30,6.25753424657534,"Products (All)","Army","YOUNG",0.0127010595478826,0.100939144501032
"68",2013-02-01,2013-03-31,"Q2",2013-09-30,6.34246575342466,"Products (All)","Army","YOUNG",0.00993576027155479,0.0794948338331471
"69",2013-03-01,2013-03-31,"Q2",2013-09-30,6.41917808219178,"Products (All)","Army","YOUNG",0.00664222603919976,0.00975968195287905
"70",2013-04-01,2013-06-30,"Q3",2013-09-30,6.5041095890411,"Products (All)","Army","YOUNG",0.0434771276047527,0.0200183713051691
"71",2013-05-01,2013-06-30,"Q3",2013-09-30,6.58630136986301,"Products (All)","Army","YOUNG",0.0204361809753224,0.0235185115397583
"72",2013-06-01,2013-06-30,"Q3",2013-09-30,6.67123287671233,"Products (All)","Army","YOUNG",0.0338230653004976,0.0325787912935242
"73",2013-07-01,2013-09-30,"Q4",2013-09-30,6.75342465753425,"Products (All)","Army","YOUNG",0.0220435305633188,0.0254342589463796
"74",2013-08-01,2013-09-30,"Q4",2013-09-30,6.83835616438356,"Products (All)","Army","YOUNG",0.0890789568055245,0.0483151842231136
"75",2013-09-01,2013-09-30,"Q4",2013-09-30,6.92328767123288,"Products (All)","Army","YOUNG",0.0501574159161166,0.0537599677616533
"76",2013-10-01,2013-12-31,"Q1",2014-09-30,7.00547945205479,"Products (All)","Army","YOUNG",0.0123009849717,0.050512452564447
"77",2013-11-01,2013-12-31,"Q1",2014-09-30,7.09041095890411,"Products (All)","Army","YOUNG",0.0029546243017,0.0218043417298389
"78",2013-12-01,2013-12-31,"Q1",2014-09-30,7.17260273972603,"Products (All)","Army","YOUNG",0.0594113570518,0.0248889887750667
"79",2014-01-01,2014-03-31,"Q2",2014-09-30,7.25753424657534,"Products (All)","Army","YOUNG",0.0104211759474,0.0242623857669667
"80",2014-02-01,2014-03-31,"Q2",2014-09-30,7.34246575342466,"Products (All)","Army","YOUNG",0.0047324823885,0.0248550051292333
"81",2014-03-01,2014-03-31,"Q2",2014-09-30,7.41917808219178,"Products (All)","Army","YOUNG",0.040310550527,0.0184880696209667
"82",2014-04-01,2014-06-30,"Q3",2014-09-30,7.5041095890411,"Products (All)","Army","YOUNG",0.0152446643735,0.0200958990963333
"83",2014-05-01,2014-06-30,"Q3",2014-09-30,7.58630136986301,"Products (All)","Army","YOUNG",0.0050467295273,0.0202006481426
"84",2014-06-01,2014-06-30,"Q3",2014-09-30,7.67123287671233,"Products (All)","Army","YOUNG",0.0781789989154,0.0328234642720667
"85",2014-07-01,2014-09-30,"Q4",2014-09-30,7.75342465753425,"Products (All)","Army","YOUNG",0.0007069465054,0.0279775583160333
"86",2014-08-01,2014-09-30,"Q4",2014-09-30,7.83835616438356,"Products (All)","Army","YOUNG",0.0196555656839,0.0328471703682333
"87",2014-09-01,2014-09-30,"Q4",2014-09-30,7.92328767123288,"Products (All)","Army","YOUNG",0.006643498569,0.0090020035861
"88",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"Products (All)","Army","CARTER
pre-BBP",0.816547375351808,NA
"89",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"Products (All)","Army","CARTER
pre-BBP",1.71793298397922,NA
"90",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"Products (All)","Army","CARTER
pre-BBP",4.29102812192033,2.27516949375045
"91",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"Products (All)","Army","CARTER
pre-BBP",3.7304573372808,3.24647281439345
"92",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"Products (All)","Army","CARTER
pre-BBP",3.7514335867612,3.92430634865411
"93",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"Products (All)","Army","CARTER
pre-BBP",9.29249636900844,5.59146243101681
"94",2009-10-01,2009-12-31,"Q1",2010-09-22,1,"Products (All)","Army","CARTER
pre-BBP",1.56222717647625,4.86871904408197
"95",2009-11-01,2009-12-31,"Q1",2010-09-22,1.08493150684932,"Products (All)","Army","CARTER
pre-BBP",3.08325131183141,4.64599161910537
"96",2009-12-01,2009-12-31,"Q1",2010-09-22,1.16712328767123,"Products (All)","Army","CARTER
pre-BBP",4.17189067455071,2.93912305428612
"97",2010-01-01,2010-03-31,"Q2",2010-09-22,1.25205479452055,"Products (All)","Army","CARTER
pre-BBP",1.67998469472614,2.97837556036942
"98",2010-02-01,2010-03-31,"Q2",2010-09-22,1.33698630136986,"Products (All)","Army","CARTER
pre-BBP",3.25881525839752,3.03689687589146
"99",2010-03-01,2010-03-31,"Q2",2010-09-22,1.41369863013699,"Products (All)","Army","CARTER
pre-BBP",4.00249902803808,2.98043299372058
"100",2010-04-01,2010-06-30,"Q3",2010-09-22,1.4986301369863,"Products (All)","Army","CARTER
pre-BBP",3.99619953038083,3.75250460560548
"101",2010-05-01,2010-06-30,"Q3",2010-09-22,1.58082191780822,"Products (All)","Army","CARTER
pre-BBP",4.56239784216945,4.18703213352945
"102",2010-06-01,2010-06-30,"Q3",2010-09-22,1.66575342465753,"Products (All)","Army","CARTER
pre-BBP",4.3601069238343,4.30623476546152
"103",2010-07-01,2010-09-30,"Q4",2010-09-22,1.74794520547945,"Products (All)","Army","CARTER
pre-BBP",3.33447981044074,4.08566152548149
"104",2010-08-01,2010-09-30,"Q4",2010-09-22,1.83287671232877,"Products (All)","Army","CARTER
pre-BBP",4.07406664904792,3.92288446110765
"105",2010-09-01,2010-09-30,"Q4",2010-09-22,1.91780821917808,"Products (All)","Army","CARTER
pre-BBP",8.30867845712452,5.23907497220439
"106",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"Products (All)","Army","CARTER
pre-BBP",0.970285722576584,4.45101027624968
"107",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"Products (All)","Army","CARTER
pre-BBP",1.38837730729123,3.55578049566411
"108",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"Products (All)","Army","CARTER
pre-BBP",0.560047802433907,0.97290361076724
"109",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"Products (All)","Army","CARTER
pre-BBP",0.249779072733949,0.732734727486362
"110",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"Products (All)","Army","CARTER
pre-BBP",0.366155151447755,0.39199400887187
"111",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"Products (All)","Army","CARTER
pre-BBP",1.19940150505665,0.605111909746118
"112",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"Products (All)","Army","CARTER
pre-BBP",0.206572905234998,0.590709853913135
"113",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"Products (All)","Army","CARTER
pre-BBP",0.407882965600084,0.604619125297244
"114",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"Products (All)","Army","CARTER
pre-BBP",0.673176497838859,0.42921078955798
"115",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"Products (All)","Army","CARTER
pre-BBP",0.631101008161981,0.570720157200308
"116",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"Products (All)","Army","CARTER
pre-BBP",0.634237996737306,0.646171834246048
"117",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"Products (All)","Army","CARTER
pre-BBP",0.636225006598825,0.63385467049937
"118",2011-10-01,2011-12-31,"Q1",2012-09-30,3,"Products (All)","Army","CARTER
pre-BBP",0.19227574909896,0.48757958414503
"119",2011-11-01,2011-12-31,"Q1",2012-09-30,3.08493150684932,"Products (All)","Army","CARTER
pre-BBP",0.469550932591906,0.432683896096564
"120",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"Products (All)","Army","CARTER
pre-BBP",0.387920673802904,0.34991578516459
"121",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"Products (All)","Army","CARTER
pre-BBP",0.174430714313665,0.343967440236158
"122",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"Products (All)","Army","CARTER
pre-BBP",0.156420954185975,0.239590780767514
"123",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"Products (All)","Army","CARTER
pre-BBP",0.953048994923283,0.427966887807641
"124",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"Products (All)","Army","CARTER
pre-BBP",0.945905285892287,0.685125078333848
"125",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"Products (All)","Army","CARTER
pre-BBP",0.190530372330347,0.696494884381972
"126",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"Products (All)","Army","CARTER
pre-BBP",0.141647064648337,0.426027574290324
"127",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"Products (All)","Army","CARTER
pre-BBP",0.195323035269282,0.175833490749322
"128",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"Products (All)","Army","CARTER
pre-BBP",0.0749092668211307,0.13729312224625
"129",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"Products (All)","Army","CARTER
pre-BBP",0.280250271393265,0.183494191161226
"130",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"Products (All)","Army","CARTER
pre-BBP",0.102216313723672,0.152458617312689
"131",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"Products (All)","Army","CARTER
pre-BBP",0.126236270745608,0.169567618620848
"132",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"Products (All)","Army","CARTER
pre-BBP",0.405796325209912,0.211416303226397
"133",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"Products (All)","Army","CARTER
pre-BBP",0.0788016419953285,0.203611412650283
"134",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"Products (All)","Army","CARTER
pre-BBP",0.0644750107761755,0.183024325993805
"135",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"Products (All)","Army","CARTER
pre-BBP",0.196689010038286,0.113321887603263
"136",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"Products (All)","Army","CARTER
pre-BBP",0.138223454805626,0.133129158540029
"137",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"Products (All)","Army","CARTER
pre-BBP",0.0871854367396161,0.140699300527843
"138",2013-06-01,2013-06-30,"Q3",2013-09-30,4.66849315068493,"Products (All)","Army","CARTER
pre-BBP",0.104336890811008,0.109915260785417
"139",2013-07-01,2013-09-30,"Q4",2013-09-30,4.75068493150685,"Products (All)","Army","CARTER
pre-BBP",0.104506150986493,0.0986761595123726
"140",2013-08-01,2013-09-30,"Q4",2013-09-30,4.83561643835616,"Products (All)","Army","CARTER
pre-BBP",0.227398321517416,0.145413787771639
"141",2013-09-01,2013-09-30,"Q4",2013-09-30,4.92054794520548,"Products (All)","Army","CARTER
pre-BBP",0.0790333467656139,0.136979273089841
"142",2013-10-01,2013-12-31,"Q1",2014-09-30,5.0027397260274,"Products (All)","Army","CARTER
pre-BBP",0.0066763635787,0.10436934395391
"143",2013-11-01,2013-12-31,"Q1",2014-09-30,5.08767123287671,"Products (All)","Army","CARTER
pre-BBP",0.0668010887874,0.0508369330439046
"144",2013-12-01,2013-12-31,"Q1",2014-09-30,5.16986301369863,"Products (All)","Army","CARTER
pre-BBP",0.0493403738782,0.0409392754147667
"145",2014-01-01,2014-03-31,"Q2",2014-09-30,5.25479452054795,"Products (All)","Army","CARTER
pre-BBP",0.0288508842449,0.0483307823035
"146",2014-02-01,2014-03-31,"Q2",2014-09-30,5.33972602739726,"Products (All)","Army","CARTER
pre-BBP",0.034948900236,0.0377133861197
"147",2014-03-01,2014-03-31,"Q2",2014-09-30,5.41643835616438,"Products (All)","Army","CARTER
pre-BBP",0.0771284302486,0.0469760715765
"148",2014-04-01,2014-06-30,"Q3",2014-09-30,5.5013698630137,"Products (All)","Army","CARTER
pre-BBP",0.0312339733251,0.0477704346032333
"149",2014-05-01,2014-06-30,"Q3",2014-09-30,5.58356164383562,"Products (All)","Army","CARTER
pre-BBP",0.0619196268188,0.0567606767975
"150",2014-06-01,2014-06-30,"Q3",2014-09-30,5.66849315068493,"Products (All)","Army","CARTER
pre-BBP",0.0366862878467,0.0432799626635333
"151",2014-07-01,2014-09-30,"Q4",2014-09-30,5.75068493150685,"Products (All)","Army","CARTER
pre-BBP",0.0372031303315,0.0452696816656667
"152",2014-08-01,2014-09-30,"Q4",2014-09-30,5.83561643835616,"Products (All)","Army","CARTER
pre-BBP",0.0297171560515,0.0345355247432333
"153",2014-09-01,2014-09-30,"Q4",2014-09-30,5.92054794520548,"Products (All)","Army","CARTER
pre-BBP",0.048813611018,0.0385779658003333
"154",2010-11-01,2010-12-31,"Q1",2011-09-30,0.0849315068493151,"Products (All)","Army","BBP1",1.63989543153588,NA
"155",2010-12-01,2010-12-31,"Q1",2011-09-30,0.167123287671233,"Products (All)","Army","BBP1",3.82111265852916,NA
"156",2011-01-01,2011-03-31,"Q2",2011-09-30,0.252054794520548,"Products (All)","Army","BBP1",1.54133101341796,2.33411303449433
"157",2011-02-01,2011-03-31,"Q2",2011-09-30,0.336986301369863,"Products (All)","Army","BBP1",1.94607932812631,2.43617433335781
"158",2011-03-01,2011-03-31,"Q2",2011-09-30,0.413698630136986,"Products (All)","Army","BBP1",3.0345538090642,2.17398805020283
"159",2011-04-01,2011-06-30,"Q3",2011-09-30,0.498630136986301,"Products (All)","Army","BBP1",2.02497577822073,2.33520297180375
"160",2011-05-01,2011-06-30,"Q3",2011-09-30,0.580821917808219,"Products (All)","Army","BBP1",2.68474389196391,2.58142449308295
"161",2011-06-01,2011-06-30,"Q3",2011-09-30,0.665753424657534,"Products (All)","Army","BBP1",2.98212648784096,2.56394871934187
"162",2011-07-01,2011-09-30,"Q4",2011-09-30,0.747945205479452,"Products (All)","Army","BBP1",3.29444189642258,2.98710409207581
"163",2011-08-01,2011-09-30,"Q4",2011-09-30,0.832876712328767,"Products (All)","Army","BBP1",3.16238451905162,3.14631763443838
"164",2011-09-01,2011-09-30,"Q4",2011-09-30,0.917808219178082,"Products (All)","Army","BBP1",6.32313328578473,4.2599865670863
"165",2011-10-01,2011-12-31,"Q1",2012-07-30,1,"Products (All)","Army","BBP1",1.10490391911235,3.53014057464956
"166",2011-11-01,2011-12-31,"Q1",2012-07-30,1.08493150684932,"Products (All)","Army","BBP1",1.1151057236124,2.84771430950316
"167",2011-12-01,2011-12-31,"Q1",2012-07-30,1.16712328767123,"Products (All)","Army","BBP1",3.44308832411698,1.88769932228058
"168",2012-01-01,2012-03-31,"Q2",2012-07-30,1.25205479452055,"Products (All)","Army","BBP1",0.981942449521162,1.84671216575018
"169",2012-02-01,2012-03-31,"Q2",2012-07-30,1.33698630136986,"Products (All)","Army","BBP1",2.28154899547935,2.23552658970583
"170",2012-03-01,2012-03-31,"Q2",2012-07-30,1.41643835616438,"Products (All)","Army","BBP1",3.11249546082793,2.12532896860948
"171",2012-04-01,2012-06-30,"Q3",2012-07-30,1.5013698630137,"Products (All)","Army","BBP1",2.27710965216765,2.55705136949164
"172",2012-05-01,2012-06-30,"Q3",2012-07-30,1.58356164383562,"Products (All)","Army","BBP1",2.13365240617856,2.50775250639138
"173",2012-06-01,2012-06-30,"Q3",2012-07-30,1.66849315068493,"Products (All)","Army","BBP1",5.3427046751004,3.25115557781554
"174",2012-07-01,2012-09-30,"Q4",2012-07-30,1.75068493150685,"Products (All)","Army","BBP1",2.7386526094635,3.40500323024749
"175",2012-08-01,2012-09-30,"Q4",2012-09-30,1.83561643835616,"Products (All)","Army","BBP1",0.540284759684893,2.87388068141626
"176",2012-09-01,2012-09-30,"Q4",2012-09-30,1.92054794520548,"Products (All)","Army","BBP1",1.8222899970137,1.70040912205403
"177",2012-10-01,2012-12-31,"Q1",2013-09-30,2.0027397260274,"Products (All)","Army","BBP1",0.295185120897735,0.885919959198775
"178",2012-11-01,2012-12-31,"Q1",2013-09-30,2.08767123287671,"Products (All)","Army","BBP1",1.10793063897583,1.07513525229575
"179",2012-12-01,2012-12-31,"Q1",2013-09-30,2.16986301369863,"Products (All)","Army","BBP1",1.92645920492698,1.10985832160018
"180",2013-01-01,2013-03-31,"Q2",2013-09-30,2.25479452054795,"Products (All)","Army","BBP1",0.144322720227379,1.05957085471006
"181",2013-02-01,2013-03-31,"Q2",2013-09-30,2.33972602739726,"Products (All)","Army","BBP1",0.403151992913578,0.82464463935598
"182",2013-03-01,2013-03-31,"Q2",2013-09-30,2.41643835616438,"Products (All)","Army","BBP1",0.215938356918452,0.254471023353136
"183",2013-04-01,2013-06-30,"Q3",2013-09-30,2.5013698630137,"Products (All)","Army","BBP1",0.623048748190413,0.414046366007481
"184",2013-05-01,2013-06-30,"Q3",2013-09-30,2.58356164383562,"Products (All)","Army","BBP1",0.78246477015426,0.540483958421042
"185",2013-06-01,2013-06-30,"Q3",2013-09-30,2.66849315068493,"Products (All)","Army","BBP1",1.24371090443902,0.883074807594563
"186",2013-07-01,2013-09-30,"Q4",2013-09-30,2.75068493150685,"Products (All)","Army","BBP1",0.172251688988423,0.7328091211939
"187",2013-08-01,2013-09-30,"Q4",2013-09-30,2.83561643835616,"Products (All)","Army","BBP1",0.27179222176927,0.562584938398903
"188",2013-09-01,2013-09-30,"Q4",2013-09-30,2.92054794520548,"Products (All)","Army","BBP1",0.821611614979486,0.421885175245726
"189",2013-10-01,2013-12-31,"Q1",2014-09-30,3.0027397260274,"Products (All)","Army","BBP1",0.0476395470141,0.380347794587619
"190",2013-11-01,2013-12-31,"Q1",2014-09-30,3.08767123287671,"Products (All)","Army","BBP1",0.2582490115169,0.375833391170162
"191",2013-12-01,2013-12-31,"Q1",2014-09-30,3.16986301369863,"Products (All)","Army","BBP1",0.9587379054637,0.4215421546649
"192",2014-01-01,2014-03-31,"Q2",2014-09-30,3.25479452054795,"Products (All)","Army","BBP1",0.572131695387,0.5963728707892
"193",2014-02-01,2014-03-31,"Q2",2014-09-30,3.33972602739726,"Products (All)","Army","BBP1",0.3040384075274,0.6116360027927
"194",2014-03-01,2014-03-31,"Q2",2014-09-30,3.41643835616438,"Products (All)","Army","BBP1",0.9292890654623,0.601819722792233
"195",2014-04-01,2014-06-30,"Q3",2014-09-30,3.5013698630137,"Products (All)","Army","BBP1",0.1851624117068,0.4728299615655
