"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","ServicesCategory.sum","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"2463",2012-09-30,"Q4",2012-09-30,1.83561643835616,"Products (All)","Army","BBP1",0.540284759684893,2.87388068141626
"2464",2012-09-30,"Q4",2012-09-30,1.83561643835616,"Products (All)","Navy","BBP1",0.386355841808259,1.2579645479319
"2465",2012-09-30,"Q4",2012-09-30,1.83561643835616,"Products (All)","Air Force","BBP1",0.672608411595098,1.72736371115917
"2466",2012-09-30,"Q4",2012-09-30,1.83561643835616,"Products (All)","DLA","BBP1",0.244367768221604,1.87395735368139
"2467",2012-09-30,"Q4",2012-09-30,1.83561643835616,"Products (All)","MDA","BBP1",-0.00384278138193801,0.00882354373391
"2468",2012-09-30,"Q4",2012-09-30,1.83561643835616,"Products (All)","MilitaryHealth","BBP1",-2.30014931520956e-05,0.00174709266124326
"2469",2012-09-30,"Q4",2012-09-30,1.83561643835616,"Products (All)","Additional DoD Components","BBP1",0.0375039065904644,0.163112347348368
"2470",2012-09-30,"Q4",2012-09-30,1.83561643835616,"R&D","Army","BBP1",0.130283286664607,0.213193427679951
"2471",2012-09-30,"Q4",2012-09-30,1.83561643835616,"R&D","Navy","BBP1",0.246023859468644,0.240974571540864
"2472",2012-09-30,"Q4",2012-09-30,1.83561643835616,"R&D","Air Force","BBP1",0.278032806116775,0.357856575639309
"2473",2012-09-30,"Q4",2012-09-30,1.83561643835616,"R&D","DLA","BBP1",-1.02976006590464e-06,0.000208501747159578
"2474",2012-09-30,"Q4",2012-09-30,1.83561643835616,"R&D","MDA","BBP1",0.051379090176089,0.151335282174853
"2475",2012-09-30,"Q4",2012-09-30,1.83561643835616,"R&D","MilitaryHealth","BBP1",8.34404283801874e-05,-0.00254690558816462
"2476",2012-09-30,"Q4",2012-09-30,1.83561643835616,"R&D","Additional DoD Components","BBP1",0.073566056626506,0.104094539391755
"2477",2012-09-30,"Q4",2012-09-30,1.83561643835616,"Services (Non-R&D)","Army","BBP1",1.2653253463495,2.50599804661724
"2478",2012-09-30,"Q4",2012-09-30,1.83561643835616,"Services (Non-R&D)","Navy","BBP1",0.684184356925136,1.418313557797
"2479",2012-09-30,"Q4",2012-09-30,1.83561643835616,"Services (Non-R&D)","Air Force","BBP1",0.467088554484605,1.60323820388563
"2480",2012-09-30,"Q4",2012-09-30,1.83561643835616,"Services (Non-R&D)","DLA","BBP1",0.00823373351869014,0.0539790083724642
"2481",2012-09-30,"Q4",2012-09-30,1.83561643835616,"Services (Non-R&D)","MDA","BBP1",0.0116342650705386,0.0172874152198538
"2482",2012-09-30,"Q4",2012-09-30,1.83561643835616,"Services (Non-R&D)","MilitaryHealth","BBP1",0.0042534327566677,0.231074671784574
"2483",2012-09-30,"Q4",2012-09-30,1.83561643835616,"Services (Non-R&D)","Additional DoD Components","BBP1",0.20753123042941,0.679429980753784
"2484",2012-09-30,"Q4",2012-09-30,1.92054794520548,"Products (All)","Army","BBP1",1.8222899970137,1.70040912205403
"2485",2012-09-30,"Q4",2012-09-30,1.92054794520548,"Products (All)","Navy","BBP1",0.979987789414067,0.883821301383311
"2486",2012-09-30,"Q4",2012-09-30,1.92054794520548,"Products (All)","Air Force","BBP1",1.13540934417671,0.942849009645419
"2487",2012-09-30,"Q4",2012-09-30,1.92054794520548,"Products (All)","DLA","BBP1",0.0639822377304088,0.787506502083548
"2488",2012-09-30,"Q4",2012-09-30,1.92054794520548,"Products (All)","MDA","BBP1",0.0151865531253218,0.00936456426389318
"2489",2012-09-30,"Q4",2012-09-30,1.92054794520548,"Products (All)","MilitaryHealth","BBP1",0.0101695135928329,0.00493654644904404
"2490",2012-09-30,"Q4",2012-09-30,1.92054794520548,"Products (All)","Additional DoD Components","BBP1",0.0916249532282978,0.10702340025744
"2491",2012-09-30,"Q4",2012-09-30,1.92054794520548,"R&D","Army","BBP1",0.282000631016373,0.213606010218652
"2492",2012-09-30,"Q4",2012-09-30,1.92054794520548,"R&D","Navy","BBP1",0.293486870435589,0.270198730103319
"2493",2012-09-30,"Q4",2012-09-30,1.92054794520548,"R&D","Air Force","BBP1",0.480432796313459,0.343914346325473
"2494",2012-09-30,"Q4",2012-09-30,1.92054794520548,"R&D","DLA","BBP1",0.000830414550509731,0.000480616040229293
"2495",2012-09-30,"Q4",2012-09-30,1.92054794520548,"R&D","MDA","BBP1",0.180325305097312,0.143386472512271
"2496",2012-09-30,"Q4",2012-09-30,1.92054794520548,"R&D","Additional DoD Components","BBP1",0.0504446372670168,0.0788040092335153
"2497",2012-09-30,"Q4",2012-09-30,1.92054794520548,"Services (Non-R&D)","Army","BBP1",2.228995820173,2.07645565500978
"2498",2012-09-30,"Q4",2012-09-30,1.92054794520548,"Services (Non-R&D)","Navy","BBP1",1.45570521698074,1.28223564609206
"2499",2012-09-30,"Q4",2012-09-30,1.92054794520548,"Services (Non-R&D)","Air Force","BBP1",0.861266571085676,0.773957152411801
"2500",2012-09-30,"Q4",2012-09-30,1.92054794520548,"Services (Non-R&D)","DLA","BBP1",0.0124849423334363,0.031275091995778
"2501",2012-09-30,"Q4",2012-09-30,1.92054794520548,"Services (Non-R&D)","MDA","BBP1",0.0246278285758418,0.0188210300827241
"2502",2012-09-30,"Q4",2012-09-30,1.92054794520548,"Services (Non-R&D)","MilitaryHealth","BBP1",0.167901528349295,0.236777230137645
"2503",2012-09-30,"Q4",2012-09-30,1.92054794520548,"Services (Non-R&D)","Additional DoD Components","BBP1",0.321739962568119,0.460705335131947
"2504",2012-09-30,"Q4",2012-09-30,3.75068493150685,"Products (All)","Army","CARTER
pre-BBP",0.195323035269282,0.175833490749322
"2505",2012-09-30,"Q4",2012-09-30,3.75068493150685,"Products (All)","Navy","CARTER
pre-BBP",0.247303955370199,1.01850077573199
"2506",2012-09-30,"Q4",2012-09-30,3.75068493150685,"Products (All)","Air Force","CARTER
pre-BBP",0.143249513551642,0.109771715127175
"2507",2012-09-30,"Q4",2012-09-30,3.75068493150685,"Products (All)","DLA","CARTER
pre-BBP",0.00537957428689115,0.00404713595235643
"2508",2012-09-30,"Q4",2012-09-30,3.75068493150685,"Products (All)","MDA","CARTER
pre-BBP",0.000467064565956132,0.00078464509662582
"2509",2012-09-30,"Q4",2012-09-30,3.75068493150685,"Products (All)","MilitaryHealth","CARTER
pre-BBP",0.00010026593553702,0.000111635900868431
"2510",2012-09-30,"Q4",2012-09-30,3.75068493150685,"Products (All)","Additional DoD Components","CARTER
pre-BBP",0.00529668423437339,0.00919129087975835
"2511",2012-09-30,"Q4",2012-09-30,3.75068493150685,"R&D","Army","CARTER
pre-BBP",0.0738323856039543,0.0862268034119383
"2512",2012-09-30,"Q4",2012-09-30,3.75068493150685,"R&D","Navy","CARTER
pre-BBP",0.0856315338791062,0.115108345855216
"2513",2012-09-30,"Q4",2012-09-30,3.75068493150685,"R&D","Air Force","CARTER
pre-BBP",0.445639275769746,0.307436862715821
"2514",2012-09-30,"Q4",2012-09-30,3.75068493150685,"R&D","DLA","CARTER
pre-BBP",0.000333400226547214,0.000111171166718155
"2515",2012-09-30,"Q4",2012-09-30,3.75068493150685,"R&D","MDA","CARTER
pre-BBP",0.119197043970755,0.059027271197611
"2516",2012-09-30,"Q4",2012-09-30,3.75068493150685,"R&D","MilitaryHealth","CARTER
pre-BBP",0,0.000116474788041053
"2517",2012-09-30,"Q4",2012-09-30,3.75068493150685,"R&D","Additional DoD Components","CARTER
pre-BBP",0.0109313826279477,0.0367690340747606
"2518",2012-09-30,"Q4",2012-09-30,3.75068493150685,"Services (Non-R&D)","Army","CARTER
pre-BBP",1.45547080376892,1.08956758679504
"2519",2012-09-30,"Q4",2012-09-30,3.75068493150685,"Services (Non-R&D)","Navy","CARTER
pre-BBP",0.293033404778087,0.313529462310782
"2520",2012-09-30,"Q4",2012-09-30,3.75068493150685,"Services (Non-R&D)","Air Force","CARTER
pre-BBP",0.104547907692308,0.102030491676106
"2521",2012-09-30,"Q4",2012-09-30,3.75068493150685,"Services (Non-R&D)","DLA","CARTER
pre-BBP",0.0103299327051797,0.0116249923591803
"2522",2012-09-30,"Q4",2012-09-30,3.75068493150685,"Services (Non-R&D)","MDA","CARTER
pre-BBP",0.000283918473895582,0.00141481523015137
"2523",2012-09-30,"Q4",2012-09-30,3.75068493150685,"Services (Non-R&D)","MilitaryHealth","CARTER
pre-BBP",0.00543735883019257,0.0750580993855765
"2524",2012-09-30,"Q4",2012-09-30,3.75068493150685,"Services (Non-R&D)","Additional DoD Components","CARTER
pre-BBP",0.276936218473896,0.234010987172622
"2525",2012-09-30,"Q4",2012-09-30,3.83561643835616,"Products (All)","Army","CARTER
pre-BBP",0.0749092668211307,0.13729312224625
"2526",2012-09-30,"Q4",2012-09-30,3.83561643835616,"Products (All)","Navy","CARTER
pre-BBP",0.533891473679333,0.33580071563519
"2527",2012-09-30,"Q4",2012-09-30,3.83561643835616,"Products (All)","Air Force","CARTER
pre-BBP",0.112899603511482,0.108726431682285
"2528",2012-09-30,"Q4",2012-09-30,3.83561643835616,"Products (All)","DLA","CARTER
pre-BBP",0.0803677695911853,0.0311653300998867
"2529",2012-09-30,"Q4",2012-09-30,3.83561643835616,"Products (All)","MDA","CARTER
pre-BBP",-0.00218154473277726,-0.000456457120790856
"2530",2012-09-30,"Q4",2012-09-30,3.83561643835616,"Products (All)","MilitaryHealth","CARTER
pre-BBP",8.54185974667902e-06,3.50907870799437e-05
"2531",2012-09-30,"Q4",2012-09-30,3.83561643835616,"Products (All)","Additional DoD Components","CARTER
pre-BBP",0.00702045886108537,0.0123351200837538
"2532",2012-09-30,"Q4",2012-09-30,3.83561643835616,"R&D","Army","CARTER
pre-BBP",0.282638461044177,0.155960668352041
"2533",2012-09-30,"Q4",2012-09-30,3.83561643835616,"R&D","Navy","CARTER
pre-BBP",0.067028096673875,0.08133074859781
"2534",2012-09-30,"Q4",2012-09-30,3.83561643835616,"R&D","Air Force","CARTER
pre-BBP",0.219065321470497,0.340608310071053
"2535",2012-09-30,"Q4",2012-09-30,3.83561643835616,"R&D","DLA","CARTER
pre-BBP",6.40009885696633e-05,0.000132504829574709
"2536",2012-09-30,"Q4",2012-09-30,3.83561643835616,"R&D","MDA","CARTER
pre-BBP",0.0252159818865204,0.0613112376205677
"2537",2012-09-30,"Q4",2012-09-30,3.83561643835616,"R&D","MilitaryHealth","CARTER
pre-BBP",3.71969931006076e-05,1.51450245426149e-05
"2538",2012-09-30,"Q4",2012-09-30,3.83561643835616,"R&D","Additional DoD Components","CARTER
pre-BBP",0.032142502811245,0.0364671844128651
"2539",2012-09-30,"Q4",2012-09-30,3.83561643835616,"Services (Non-R&D)","Army","CARTER
pre-BBP",0.550756801462259,0.968608554117324
"2540",2012-09-30,"Q4",2012-09-30,3.83561643835616,"Services (Non-R&D)","Navy","CARTER
pre-BBP",0.423088258562455,0.360042481783544
"2541",2012-09-30,"Q4",2012-09-30,3.83561643835616,"Services (Non-R&D)","Air Force","CARTER
pre-BBP",0.110531551426218,0.109642787244705
"2542",2012-09-30,"Q4",2012-09-30,3.83561643835616,"Services (Non-R&D)","DLA","CARTER
pre-BBP",0.0300166628977448,0.0182438994164693
"2543",2012-09-30,"Q4",2012-09-30,3.83561643835616,"Services (Non-R&D)","MDA","CARTER
pre-BBP",0.0020703891257337,0.00107860772320049
"2544",2012-09-30,"Q4",2012-09-30,3.83561643835616,"Services (Non-R&D)","MilitaryHealth","CARTER
pre-BBP",-0.0121378261147153,-0.0017181041121752
"2545",2012-09-30,"Q4",2012-09-30,3.83561643835616,"Services (Non-R&D)","Additional DoD Components","CARTER
pre-BBP",0.111438855318711,0.218390364301651
"2546",2012-09-30,"Q4",2012-09-30,3.92054794520548,"Products (All)","Army","CARTER
pre-BBP",0.280250271393265,0.183494191161226
"2547",2012-09-30,"Q4",2012-09-30,3.92054794520548,"Products (All)","Navy","CARTER
pre-BBP",0.300845517011636,0.360680315353723
"2548",2012-09-30,"Q4",2012-09-30,3.92054794520548,"Products (All)","Air Force","CARTER
pre-BBP",0.164772422767995,0.140307179943706
"2549",2012-09-30,"Q4",2012-09-30,3.92054794520548,"Products (All)","DLA","CARTER
pre-BBP",0.0112262254144784,0.0323245230975183
"2550",2012-09-30,"Q4",2012-09-30,3.92054794520548,"Products (All)","MDA","CARTER
pre-BBP",-0.000387446442178972,-0.000700642203000034
"2551",2012-09-30,"Q4",2012-09-30,3.92054794520548,"Products (All)","MilitaryHealth","CARTER
pre-BBP",0.00012443843064566,7.77487419764528e-05
"2552",2012-09-30,"Q4",2012-09-30,3.92054794520548,"Products (All)","Additional DoD Components","CARTER
pre-BBP",0.0156783005869632,0.00933181456080733
"2553",2012-09-30,"Q4",2012-09-30,3.92054794520548,"R&D","Army","CARTER
pre-BBP",0.348349579868191,0.234940142172107
"2554",2012-09-30,"Q4",2012-09-30,3.92054794520548,"R&D","Navy","CARTER
pre-BBP",0.157705742240758,0.10345512426458
"2555",2012-09-30,"Q4",2012-09-30,3.92054794520548,"R&D","Air Force","CARTER
pre-BBP",0.29988414914015,0.321529582126798
"2556",2012-09-30,"Q4",2012-09-30,3.92054794520548,"R&D","DLA","CARTER
pre-BBP",0.000118422407579034,0.000171941207565304
"2557",2012-09-30,"Q4",2012-09-30,3.92054794520548,"R&D","MDA","CARTER
pre-BBP",0.0130166350530326,0.0524765536367693
"2558",2012-09-30,"Q4",2012-09-30,3.92054794520548,"R&D","MilitaryHealth","CARTER
pre-BBP",2.01622078055813e-05,1.91197336353963e-05
"2559",2012-09-30,"Q4",2012-09-30,3.92054794520548,"R&D","Additional DoD Components","CARTER
pre-BBP",0.0131402259808465,0.018738037140013
"2560",2012-09-30,"Q4",2012-09-30,3.92054794520548,"Services (Non-R&D)","Army","CARTER
pre-BBP",1.66630904200391,1.2241788824117
"2561",2012-09-30,"Q4",2012-09-30,3.92054794520548,"Services (Non-R&D)","Navy","CARTER
pre-BBP",0.689425133096489,0.468515598812343
"2562",2012-09-30,"Q4",2012-09-30,3.92054794520548,"Services (Non-R&D)","Air Force","CARTER
pre-BBP",0.279275968654104,0.164785142590876
"2563",2012-09-30,"Q4",2012-09-30,3.92054794520548,"Services (Non-R&D)","DLA","CARTER
pre-BBP",0.0421740886211513,0.0275068947413586
"2564",2012-09-30,"Q4",2012-09-30,3.92054794520548,"Services (Non-R&D)","MDA","CARTER
pre-BBP",0.00610625809906292,0.00282018856623074
"2565",2012-09-30,"Q4",2012-09-30,3.92054794520548,"Services (Non-R&D)","MilitaryHealth","CARTER
pre-BBP",0.0791591018432705,0.0241528781862493
"2566",2012-09-30,"Q4",2012-09-30,3.92054794520548,"Services (Non-R&D)","Additional DoD Components","CARTER
pre-BBP",0.206101376923077,0.198158816905228
"2567",2012-09-30,"Q4",2012-09-30,5.75342465753425,"Products (All)","Army","YOUNG",-0.0931051729585007,0.194892709013833
"2568",2012-09-30,"Q4",2012-09-30,5.75342465753425,"Products (All)","Navy","YOUNG",0.228193618597467,0.363310258418289
"2569",2012-09-30,"Q4",2012-09-30,5.75342465753425,"Products (All)","Air Force","YOUNG",0.021245152785501,0.0634413701438231
"2570",2012-09-30,"Q4",2012-09-30,5.75342465753425,"Products (All)","DLA","YOUNG",0.000238890649778602,0.00355883738715546
"2571",2012-09-30,"Q4",2012-09-30,5.75342465753425,"Products (All)","MDA","YOUNG",0.00461616131191432,0.00706153442831154
"2572",2012-09-30,"Q4",2012-09-30,5.75342465753425,"Products (All)","Additional DoD Components","YOUNG",-0.00603636644011945,-0.00445126606940583
"2573",2012-09-30,"Q4",2012-09-30,5.75342465753425,"R&D","Army","YOUNG",0.03567076931315,0.0274226181375073
"2574",2012-09-30,"Q4",2012-09-30,5.75342465753425,"R&D","Navy","YOUNG",0.0326818721037998,0.0393462019290838
"2575",2012-09-30,"Q4",2012-09-30,5.75342465753425,"R&D","Air Force","YOUNG",0.0882901189578828,0.0489980600075516
"2576",2012-09-30,"Q4",2012-09-30,5.75342465753425,"R&D","MDA","YOUNG",0.0131539699001133,0.00664018107987506
"2577",2012-09-30,"Q4",2012-09-30,5.75342465753425,"R&D","MilitaryHealth","YOUNG",0.00159938935228092,NA
"2578",2012-09-30,"Q4",2012-09-30,5.75342465753425,"R&D","Additional DoD Components","YOUNG",0.00963923465142622,0.00287569695877527
"2579",2012-09-30,"Q4",2012-09-30,5.75342465753425,"Services (Non-R&D)","Army","YOUNG",0.215521722284008,0.349678415370885
"2580",2012-09-30,"Q4",2012-09-30,5.75342465753425,"Services (Non-R&D)","Navy","YOUNG",0.187043962825662,0.188278512569938
"2581",2012-09-30,"Q4",2012-09-30,5.75342465753425,"Services (Non-R&D)","Air Force","YOUNG",0.115567648717949,0.143410019702743
"2582",2012-09-30,"Q4",2012-09-30,5.75342465753425,"Services (Non-R&D)","DLA","YOUNG",0.00938278809597364,0.0159997311296468
"2583",2012-09-30,"Q4",2012-09-30,5.75342465753425,"Services (Non-R&D)","MDA","YOUNG",0.000379581073009989,-5.84219716472728e-05
"2584",2012-09-30,"Q4",2012-09-30,5.75342465753425,"Services (Non-R&D)","MilitaryHealth","YOUNG",0.0794100449593245,0.0587107083273264
"2585",2012-09-30,"Q4",2012-09-30,5.75342465753425,"Services (Non-R&D)","Additional DoD Components","YOUNG",0.0084387264854289,0.0216433926234854
"2586",2012-09-30,"Q4",2012-09-30,5.83835616438356,"Products (All)","Army","YOUNG",0.132100547049737,0.212803086791611
"2587",2012-09-30,"Q4",2012-09-30,5.83835616438356,"Products (All)","Navy","YOUNG",0.100270812027598,0.181820517763361
"2588",2012-09-30,"Q4",2012-09-30,5.83835616438356,"Products (All)","Air Force","YOUNG",0.0772051524456802,0.0670772743864346
"2589",2012-09-30,"Q4",2012-09-30,5.83835616438356,"Products (All)","DLA","YOUNG",-0.000607944125218824,-0.000170093629217726
"2590",2012-09-30,"Q4",2012-09-30,5.83835616438356,"Products (All)","MDA","YOUNG",0.00791920708474925,0.001707400971407
"2591",2012-09-30,"Q4",2012-09-30,5.83835616438356,"Products (All)","MilitaryHealth","YOUNG",0,3.22065389764185e-05
"2592",2012-09-30,"Q4",2012-09-30,5.83835616438356,"Products (All)","Additional DoD Components","YOUNG",0.00145520674492843,-0.00331775636220094
"2593",2012-09-30,"Q4",2012-09-30,5.83835616438356,"R&D","Army","YOUNG",0.0265777138914633,0.0230351751484571
"2594",2012-09-30,"Q4",2012-09-30,5.83835616438356,"R&D","Navy","YOUNG",0.0470361623313768,0.0358967682113068
"2595",2012-09-30,"Q4",2012-09-30,5.83835616438356,"R&D","Air Force","YOUNG",0.0282209554422819,0.0494843538907768
"2596",2012-09-30,"Q4",2012-09-30,5.83835616438356,"R&D","MDA","YOUNG",0.00381802790649779,0.00620832533896269
"2597",2012-09-30,"Q4",2012-09-30,5.83835616438356,"R&D","Additional DoD Components","YOUNG",0.00545811844300278,0.0048226936978684
"2598",2012-09-30,"Q4",2012-09-30,5.83835616438356,"Services (Non-R&D)","Army","YOUNG",0.179402353506333,0.285556569673566
"2599",2012-09-30,"Q4",2012-09-30,5.83835616438356,"Services (Non-R&D)","Navy","YOUNG",0.45707589716816,0.261266889822538
"2600",2012-09-30,"Q4",2012-09-30,5.83835616438356,"Services (Non-R&D)","Air Force","YOUNG",0.42827441819586,0.219780921123811
"2601",2012-09-30,"Q4",2012-09-30,5.83835616438356,"Services (Non-R&D)","DLA","YOUNG",0.0200851108330759,0.0175051855558988
"2602",2012-09-30,"Q4",2012-09-30,5.83835616438356,"Services (Non-R&D)","MDA","YOUNG",0.00167141804139635,0.00067371500360416
"2603",2012-09-30,"Q4",2012-09-30,5.83835616438356,"Services (Non-R&D)","MilitaryHealth","YOUNG",-0.0153032571825765,0.0464291881405966
"2604",2012-09-30,"Q4",2012-09-30,5.83835616438356,"Services (Non-R&D)","Additional DoD Components","YOUNG",0.0356852337143446,0.0294709628222291
"2605",2012-09-30,"Q4",2012-09-30,5.83835616438356,"Unlabeled","Army","YOUNG",0,0
"2606",2012-09-30,"Q4",2012-09-30,5.92328767123288,"Products (All)","Army","YOUNG",0.276539736710946,0.105178370267394
"2607",2012-09-30,"Q4",2012-09-30,5.92328767123288,"Products (All)","Navy","YOUNG",2.26237960362476,0.863614678083273
"2608",2012-09-30,"Q4",2012-09-30,5.92328767123288,"Products (All)","Air Force","YOUNG",0.118953034280713,0.0724677798372979
"2609",2012-09-30,"Q4",2012-09-30,5.92328767123288,"Products (All)","DLA","YOUNG",0.000343046617238183,-8.668952734013e-06
"2610",2012-09-30,"Q4",2012-09-30,5.92328767123288,"Products (All)","MDA","YOUNG",0.00542873236535887,0.00598803358734082
"2611",2012-09-30,"Q4",2012-09-30,5.92328767123288,"Products (All)","Additional DoD Components","YOUNG",0.00666672555864484,0.000695188621151272
"2612",2012-09-30,"Q4",2012-09-30,5.92328767123288,"R&D","Army","YOUNG",0.0899117990011327,0.050720094068582
"2613",2012-09-30,"Q4",2012-09-30,5.92328767123288,"R&D","Navy","YOUNG",0.0923453292760787,0.0573544545704184
"2614",2012-09-30,"Q4",2012-09-30,5.92328767123288,"R&D","Air Force","YOUNG",0.132070300401606,0.082860458267257
"2615",2012-09-30,"Q4",2012-09-30,5.92328767123288,"R&D","MDA","YOUNG",0.0149990435073628,0.0106570137713246
"2616",2012-09-30,"Q4",2012-09-30,5.92328767123288,"R&D","MilitaryHealth","YOUNG",0.00256914735866543,NA
"2617",2012-09-30,"Q4",2012-09-30,5.92328767123288,"R&D","Additional DoD Components","YOUNG",-0.000634422695911853,0.00482097679950572
"2618",2012-09-30,"Q4",2012-09-30,5.92328767123288,"Services (Non-R&D)","Army","YOUNG",0.316985410287303,0.237303162025881
"2619",2012-09-30,"Q4",2012-09-30,5.92328767123288,"Services (Non-R&D)","Navy","YOUNG",0.357613555421687,0.333911138471836
"2620",2012-09-30,"Q4",2012-09-30,5.92328767123288,"Services (Non-R&D)","Air Force","YOUNG",0.193361777087839,0.245734614667216
"2621",2012-09-30,"Q4",2012-09-30,5.92328767123288,"Services (Non-R&D)","DLA","YOUNG",0.0669053959118525,0.032124431613634
"2622",2012-09-30,"Q4",2012-09-30,5.92328767123288,"Services (Non-R&D)","MDA","YOUNG",0.000397700967974462,0.000816233360793602
"2623",2012-09-30,"Q4",2012-09-30,5.92328767123288,"Services (Non-R&D)","MilitaryHealth","YOUNG",0.00297190057666564,0.0223595627844712
"2624",2012-09-30,"Q4",2012-09-30,5.92328767123288,"Services (Non-R&D)","Additional DoD Components","YOUNG",0.0864153240448975,0.0435130947482237
"2625",2012-12-31,"Q1",2013-09-30,1.0027397260274,"Products (All)","Army","Section 808
FY12 NDAA
Implem.",0.601999856957652,2.48596828698094
"2626",2012-12-31,"Q1",2013-09-30,1.0027397260274,"Products (All)","Navy","Section 808
FY12 NDAA
Implem.",0.867411067960699,1.64770586273183
"2627",2012-12-31,"Q1",2013-09-30,1.0027397260274,"Products (All)","Air Force","Section 808
FY12 NDAA
Implem.",1.49988998764771,1.70220147224958
"2628",2012-12-31,"Q1",2013-09-30,1.0027397260274,"Products (All)","DLA","Section 808
FY12 NDAA
Implem.",1.60773952072824,4.32693981732029
"2629",2012-12-31,"Q1",2013-09-30,1.0027397260274,"Products (All)","MDA","Section 808
FY12 NDAA
Implem.",1.23276124708033e-05,0.000130557266491744
"2630",2012-12-31,"Q1",2013-09-30,1.0027397260274,"Products (All)","MilitaryHealth","Section 808
FY12 NDAA
Implem.",1.65808669645577e-05,0.00423210043246809
"2631",2012-12-31,"Q1",2013-09-30,1.0027397260274,"Products (All)","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.0637208379577536,0.22447255386015
"2632",2012-12-31,"Q1",2013-09-30,1.0027397260274,"R&D","Army","Section 808
FY12 NDAA
Implem.",0.0388912993661013,0.400581998309278
"2633",2012-12-31,"Q1",2013-09-30,1.0027397260274,"R&D","Navy","Section 808
FY12 NDAA
Implem.",0.092717411644054,0.273843954789256
"2634",2012-12-31,"Q1",2013-09-30,1.0027397260274,"R&D","Air Force","Section 808
FY12 NDAA
Implem.",0.0724980226806134,0.326054838569713
"2635",2012-12-31,"Q1",2013-09-30,1.0027397260274,"R&D","DLA","Section 808
FY12 NDAA
Implem.",0.000659798923530009,0.00255876073684138
"2636",2012-12-31,"Q1",2013-09-30,1.0027397260274,"R&D","MDA","Section 808
FY12 NDAA
Implem.",0.00803530313801158,0.0328302130907641
"2637",2012-12-31,"Q1",2013-09-30,1.0027397260274,"R&D","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.00770221958464507,0.124106330991882
"2638",2012-12-31,"Q1",2013-09-30,1.0027397260274,"Services (Non-R&D)","Army","Section 808
FY12 NDAA
Implem.",0.995653478021936,4.7506688307957
"2639",2012-12-31,"Q1",2013-09-30,1.0027397260274,"Services (Non-R&D)","Navy","Section 808
FY12 NDAA
Implem.",1.04823248975394,2.58919699741875
"2640",2012-12-31,"Q1",2013-09-30,1.0027397260274,"Services (Non-R&D)","Air Force","Section 808
FY12 NDAA
Implem.",1.26737718792069,1.55310808472858
"2641",2012-12-31,"Q1",2013-09-30,1.0027397260274,"Services (Non-R&D)","DLA","Section 808
FY12 NDAA
Implem.",0.0572893861042957,0.10879034305639
"2642",2012-12-31,"Q1",2013-09-30,1.0027397260274,"Services (Non-R&D)","MDA","Section 808
FY12 NDAA
Implem.",0,0.00441929015206124
"2643",2012-12-31,"Q1",2013-09-30,1.0027397260274,"Services (Non-R&D)","MilitaryHealth","Section 808
FY12 NDAA
Implem.",0.0112059193671169,0.0228424819096582
"2644",2012-12-31,"Q1",2013-09-30,1.0027397260274,"Services (Non-R&D)","Additional DoD Components","Section 808
FY12 NDAA
Implem.",1.92235047494161,1.36691820029032
"2645",2012-12-31,"Q1",2013-09-30,1.08767123287671,"Products (All)","Army","Section 808
FY12 NDAA
Implem.",0.578721010644866,2.14051916952212
"2646",2012-12-31,"Q1",2013-09-30,1.08767123287671,"Products (All)","Navy","Section 808
FY12 NDAA
Implem.",1.2405361453592,1.58347892693336
"2647",2012-12-31,"Q1",2013-09-30,1.08767123287671,"Products (All)","Air Force","Section 808
FY12 NDAA
Implem.",0.666685798994516,1.55662109877399
"2648",2012-12-31,"Q1",2013-09-30,1.08767123287671,"Products (All)","DLA","Section 808
FY12 NDAA
Implem.",1.72635130361999,3.98893523427541
"2649",2012-12-31,"Q1",2013-09-30,1.08767123287671,"Products (All)","MilitaryHealth","Section 808
FY12 NDAA
Implem.",8.04840052807962e-06,0.0038937173382975
"2650",2012-12-31,"Q1",2013-09-30,1.08767123287671,"Products (All)","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.12553786031959,0.217177612568952
"2651",2012-12-31,"Q1",2013-09-30,1.08767123287671,"R&D","Army","Section 808
FY12 NDAA
Implem.",0.104465589466436,0.328937223044409
"2652",2012-12-31,"Q1",2013-09-30,1.08767123287671,"R&D","Navy","Section 808
FY12 NDAA
Implem.",0.113626454799736,0.239699905448654
"2653",2012-12-31,"Q1",2013-09-30,1.08767123287671,"R&D","Air Force","Section 808
FY12 NDAA
Implem.",0.245990881317863,0.325204543405389
"2654",2012-12-31,"Q1",2013-09-30,1.08767123287671,"R&D","DLA","Section 808
FY12 NDAA
Implem.",-0.000391794566263837,0.00176567619240764
"2655",2012-12-31,"Q1",2013-09-30,1.08767123287671,"R&D","MDA","Section 808
FY12 NDAA
Implem.",0.121867335736773,0.0625552904099485
"2656",2012-12-31,"Q1",2013-09-30,1.08767123287671,"R&D","MilitaryHealth","Section 808
FY12 NDAA
Implem.",0,0.00313519959496104
"2657",2012-12-31,"Q1",2013-09-30,1.08767123287671,"R&D","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.0192425196284147,0.0692494273194667
