"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","ServicesCategory.sum","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"678",2009-12-31,"Q1",2010-09-30,1,"Products (All)","Additional DoD Components","CARTER",0.0656431896127514,0.270166670846597
"679",2009-12-31,"Q1",2010-09-30,1,"R&D","Army","CARTER",0.060573029343175,0.372457775430189
"680",2009-12-31,"Q1",2010-09-30,1,"R&D","Navy","CARTER",0.103169160087719,0.206288728725206
"681",2009-12-31,"Q1",2010-09-30,1,"R&D","Air Force","CARTER",0.129498600149765,0.411778661383544
"682",2009-12-31,"Q1",2010-09-30,1,"R&D","DLA","CARTER",0.0053387836970475,0.00724128161915728
"683",2009-12-31,"Q1",2010-09-30,1,"R&D","MDA","CARTER",0.0620654642597347,0.0264289597723688
"684",2009-12-31,"Q1",2010-09-30,1,"R&D","Additional DoD Components","CARTER",0.0180953257488233,0.0770646645221776
"685",2009-12-31,"Q1",2010-09-30,1,"Services (Non-R&D)","Army","CARTER",1.7121403017116,6.56156841503975
"686",2009-12-31,"Q1",2010-09-30,1,"Services (Non-R&D)","Navy","CARTER",0.69974722728926,3.03334389551844
"687",2009-12-31,"Q1",2010-09-30,1,"Services (Non-R&D)","Air Force","CARTER",1.28894681044074,2.1652284808996
"688",2009-12-31,"Q1",2010-09-30,1,"Services (Non-R&D)","DLA","CARTER",0.0712257574882328,0.0823367351546617
"689",2009-12-31,"Q1",2010-09-30,1,"Services (Non-R&D)","MDA","CARTER",6.41848523748395e-05,0.000390819490735324
"690",2009-12-31,"Q1",2010-09-30,1,"Services (Non-R&D)","MilitaryHealth","CARTER",0.159708870143346,0.0546342488123054
"691",2009-12-31,"Q1",2010-09-30,1,"Services (Non-R&D)","Additional DoD Components","CARTER",1.74167538739837,1.08876342123065
"692",2009-12-31,"Q1",2010-09-30,1,"Unlabeled","Navy","CARTER",0,NA
"693",2009-12-31,"Q1",2010-09-30,1,"Unlabeled","Additional DoD Components","CARTER",-0.000216777471116816,NA
"694",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Products (All)","Army","CARTER",3.08325131183141,4.64599161910537
"695",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Products (All)","Navy","CARTER",1.09338692232563,1.93607205015543
"696",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Products (All)","Air Force","CARTER",0.352991324465126,1.11842128534941
"697",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Products (All)","DLA","CARTER",3.57293945792683,2.65331950735718
"698",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Products (All)","MDA","CARTER",0.00820481514762516,0.00309600789306239
"699",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Products (All)","MilitaryHealth","CARTER",0,0.00020773707873277
"700",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Products (All)","Additional DoD Components","CARTER",-0.158257649561404,0.179885141794557
"701",2009-12-31,"Q1",2010-09-30,1.08493150684932,"R&D","Army","CARTER",0.0939454311617458,0.327873781657085
"702",2009-12-31,"Q1",2010-09-30,1.08493150684932,"R&D","Navy","CARTER",0.0731765658215661,0.18657001620661
"703",2009-12-31,"Q1",2010-09-30,1.08493150684932,"R&D","Air Force","CARTER",0.16027986402439,0.398728953562851
"704",2009-12-31,"Q1",2010-09-30,1.08493150684932,"R&D","DLA","CARTER",0.000878735558408216,0.00541264028584469
"705",2009-12-31,"Q1",2010-09-30,1.08493150684932,"R&D","MDA","CARTER",0.0162791816966196,0.0289717778611821
"706",2009-12-31,"Q1",2010-09-30,1.08493150684932,"R&D","Additional DoD Components","CARTER",0.0900932718335473,0.0803911287604077
"707",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Services (Non-R&D)","Army","CARTER",2.18781848122593,6.05743028601345
"708",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Services (Non-R&D)","Navy","CARTER",1.12969207030381,2.67765379798891
"709",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Services (Non-R&D)","Air Force","CARTER",0.605869580348738,2.04234064829736
"710",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Services (Non-R&D)","DLA","CARTER",0.0625384282199401,0.0915040632413979
"711",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Services (Non-R&D)","MDA","CARTER",0.00297920577663671,0.00126375314392757
"712",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Services (Non-R&D)","MilitaryHealth","CARTER",0.0672189192019683,0.076663489498882
"713",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Services (Non-R&D)","Additional DoD Components","CARTER",0.489305943132221,1.12132881058821
"714",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Unlabeled","Navy","CARTER",0,1.76338817925958e-05
"715",2009-12-31,"Q1",2010-09-30,1.08493150684932,"Unlabeled","DLA","CARTER",-1.82640564826701e-05,NA
"716",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Products (All)","Army","CARTER",4.17189067455071,2.93912305428612
"717",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Products (All)","Navy","CARTER",1.89876166413137,1.5508633462024
"718",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Products (All)","Air Force","CARTER",1.41837155188276,0.74426054070746
"719",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Products (All)","DLA","CARTER",1.61264519399872,2.31913357679718
"720",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Products (All)","MDA","CARTER",0.00262782182284981,0.00378200591570389
"721",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Products (All)","MilitaryHealth","CARTER",-2.77353016688062e-05,0.000121392530244049
"722",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Products (All)","Additional DoD Components","CARTER",0.132986183322636,0.0134572411246613
"723",2009-12-31,"Q1",2010-09-30,1.16712328767123,"R&D","Army","CARTER",0.251310249186992,0.135276236563971
"724",2009-12-31,"Q1",2010-09-30,1.16712328767123,"R&D","Navy","CARTER",0.144978755006418,0.107108160305235
"725",2009-12-31,"Q1",2010-09-30,1.16712328767123,"R&D","Air Force","CARTER",0.443717784499358,0.244498749557838
"726",2009-12-31,"Q1",2010-09-30,1.16712328767123,"R&D","DLA","CARTER",0.00169424435173299,0.00263725453572957
"727",2009-12-31,"Q1",2010-09-30,1.16712328767123,"R&D","MDA","CARTER",0.0241317640136928,0.034158803323349
"728",2009-12-31,"Q1",2010-09-30,1.16712328767123,"R&D","Additional DoD Components","CARTER",0.132791969918699,0.0803268558336899
"729",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Services (Non-R&D)","Army","CARTER",3.80642420565896,2.56879432953216
"730",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Services (Non-R&D)","Navy","CARTER",1.1081969521074,0.97921208323349
"731",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Services (Non-R&D)","Air Force","CARTER",1.16922452907574,1.0213469732884
"732",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Services (Non-R&D)","DLA","CARTER",0.121906108568678,0.0852234314256169
"733",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Services (Non-R&D)","MDA","CARTER",0.00684485616174583,0.00329608226358579
"734",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Services (Non-R&D)","MilitaryHealth","CARTER",0.000669502374839538,0.075865763906718
"735",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Services (Non-R&D)","Additional DoD Components","CARTER",0.80096964440522,1.0106503249786
"736",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Unlabeled","Army","CARTER",0,NA
"737",2009-12-31,"Q1",2010-09-30,1.16712328767123,"Unlabeled","Additional DoD Components","CARTER",-3.11010911424904e-06,-7.76538776854508e-05
"738",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Products (All)","Army","YOUNG",0.395606037323492,0.876631557919983
"739",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Products (All)","Navy","YOUNG",0.203625559927257,0.397305719272137
"740",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Products (All)","Air Force","YOUNG",0.199695382210098,0.297722305046435
"741",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Products (All)","DLA","YOUNG",0.123385259360291,0.0118916892245929
"742",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Products (All)","MDA","YOUNG",9.93795464270432e-05,0.00303360884209761
"743",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Products (All)","Additional DoD Components","YOUNG",0.00186757129867351,0.0186810102604152
"744",2009-12-31,"Q1",2010-09-30,3.0027397260274,"R&D","Army","YOUNG",0.0416693960205392,0.241967192813659
"745",2009-12-31,"Q1",2010-09-30,3.0027397260274,"R&D","Navy","YOUNG",0.103424367137356,0.121378318290932
"746",2009-12-31,"Q1",2010-09-30,3.0027397260274,"R&D","Air Force","YOUNG",0.207588366452717,0.271763244890315
"747",2009-12-31,"Q1",2010-09-30,3.0027397260274,"R&D","DLA","YOUNG",2.83721651690201e-05,0.000607334872693635
"748",2009-12-31,"Q1",2010-09-30,3.0027397260274,"R&D","MDA","YOUNG",0.13004750767009,0.138769944665378
"749",2009-12-31,"Q1",2010-09-30,3.0027397260274,"R&D","Additional DoD Components","YOUNG",0.00636134239409499,0.0237177266881955
"750",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Services (Non-R&D)","Army","YOUNG",0.891932499753958,2.3807523547567
"751",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Services (Non-R&D)","Navy","YOUNG",0.747965570143346,0.901474556000008
"752",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Services (Non-R&D)","Air Force","YOUNG",0.704013557124519,0.803883742206693
"753",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Services (Non-R&D)","DLA","YOUNG",0.0559783683247754,0.0847011309332566
"754",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Services (Non-R&D)","MDA","YOUNG",0.00262410410783055,0.0125951139766233
"755",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Services (Non-R&D)","MilitaryHealth","YOUNG",0.228723624433034,0.0773864381833141
"756",2009-12-31,"Q1",2010-09-30,3.0027397260274,"Services (Non-R&D)","Additional DoD Components","YOUNG",0.288196588489517,0.192738353152419
"757",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Products (All)","Army","YOUNG",0.332114096106119,0.722678243765705
"758",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Products (All)","Navy","YOUNG",0.91957150021395,0.595688259720158
"759",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Products (All)","Air Force","YOUNG",1.19858908062687,0.587256888095834
"760",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Products (All)","DLA","YOUNG",0.0260834588896021,0.0366775274587758
"761",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Products (All)","MDA","YOUNG",0.0276593228498074,0.00941726429012103
"762",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Products (All)","Additional DoD Components","YOUNG",0.00736422179075738,0.013768843640765
"763",2009-12-31,"Q1",2010-09-30,3.08767123287671,"R&D","Army","YOUNG",0.0553076818035944,0.189211962294845
"764",2009-12-31,"Q1",2010-09-30,3.08767123287671,"R&D","Navy","YOUNG",0.268055065404365,0.180194470448885
"765",2009-12-31,"Q1",2010-09-30,3.08767123287671,"R&D","Air Force","YOUNG",0.26615685648267,0.280746592822296
"766",2009-12-31,"Q1",2010-09-30,3.08767123287671,"R&D","DLA","YOUNG",-0.000623739837398374,7.52991283807906e-05
"767",2009-12-31,"Q1",2010-09-30,3.08767123287671,"R&D","MDA","YOUNG",0.0757246215768079,0.116300631034237
"768",2009-12-31,"Q1",2010-09-30,3.08767123287671,"R&D","Additional DoD Components","YOUNG",0.0130984739837398,0.015947865800622
"769",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Services (Non-R&D)","Army","YOUNG",1.15720648570817,2.0457203999711
"770",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Services (Non-R&D)","Navy","YOUNG",0.48036882301027,0.833416153299888
"771",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Services (Non-R&D)","Air Force","YOUNG",0.38970827385537,0.734823431640767
"772",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Services (Non-R&D)","DLA","YOUNG",0.0364656639922978,0.0861479336416656
"773",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Services (Non-R&D)","MDA","YOUNG",0.0170527564291827,0.0150451877874334
"774",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Services (Non-R&D)","MilitaryHealth","YOUNG",0.264546828637142,0.166305844265075
"775",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Services (Non-R&D)","Additional DoD Components","YOUNG",0.127542950620454,0.197870107746911
"776",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Unlabeled","Army","YOUNG",0,0.000199541686512232
"777",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Unlabeled","Navy","YOUNG",0,0
"778",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Products (All)","Army","YOUNG",1.78296136944801,0.83689383429254
"779",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Products (All)","Navy","YOUNG",0.766896807199401,0.630031289113536
"780",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Products (All)","Air Force","YOUNG",0.9672710021181,0.788518488318357
"781",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Products (All)","DLA","YOUNG",0.00411035725288832,0.0511930251675938
"782",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Products (All)","MDA","YOUNG",0.00411629118528027,0.0106249978605049
"783",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Products (All)","Additional DoD Components","YOUNG",0.0155454308836115,0.00825907465768079
"784",2009-12-31,"Q1",2010-09-30,3.16986301369863,"R&D","Army","YOUNG",0.0973156021501926,0.0647642266581087
"785",2009-12-31,"Q1",2010-09-30,3.16986301369863,"R&D","Navy","YOUNG",0.133893911029097,0.168457781190272
"786",2009-12-31,"Q1",2010-09-30,3.16986301369863,"R&D","Air Force","YOUNG",0.262803718709885,0.245516313881757
"787",2009-12-31,"Q1",2010-09-30,3.16986301369863,"R&D","DLA","YOUNG",0.000121083654257595,-0.000158094672657253
"788",2009-12-31,"Q1",2010-09-30,3.16986301369863,"R&D","MDA","YOUNG",0.156155181857082,0.12064243703466
"789",2009-12-31,"Q1",2010-09-30,3.16986301369863,"R&D","Additional DoD Components","YOUNG",0.0295905225288832,0.016350112968906
"790",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Services (Non-R&D)","Army","YOUNG",1.98943897609114,1.34619265385109
"791",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Services (Non-R&D)","Navy","YOUNG",0.576604749668378,0.601646380940665
"792",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Services (Non-R&D)","Air Force","YOUNG",0.790137832252888,0.627953221077592
"793",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Services (Non-R&D)","DLA","YOUNG",0.0242713742297818,0.0389051355156183
"794",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Services (Non-R&D)","MDA","YOUNG",0.0176544518720582,0.0124437708030238
"795",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Services (Non-R&D)","MilitaryHealth","YOUNG",0.0383866496683783,0.177219034246185
"796",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Services (Non-R&D)","Additional DoD Components","YOUNG",0.259182850588361,0.224974129899444
"797",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Unlabeled","Army","YOUNG",0.000414007317073171,0.00013800243902439
"798",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Products (All)","Army","CARTER",1.67998469472614,2.97837556036942
"799",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Products (All)","Navy","CARTER",1.89975848624305,1.63063569090001
"800",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Products (All)","Air Force","CARTER",0.687882182060334,0.819748352802739
"801",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Products (All)","DLA","CARTER",3.62219925033162,2.93592796741906
"802",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Products (All)","MDA","CARTER",0.0149171821673085,0.00858327304592783
"803",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Products (All)","MilitaryHealth","CARTER",2.21479567821994e-05,-1.86244829553558e-06
"804",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Products (All)","Additional DoD Components","CARTER",0.11645338385751,0.0303939725395807
"805",2010-03-31,"Q2",2010-09-30,1.25205479452055,"R&D","Army","CARTER",0.169598630081301,0.171618103476679
"806",2010-03-31,"Q2",2010-09-30,1.25205479452055,"R&D","Navy","CARTER",0.186354302225075,0.134836541017686
"807",2010-03-31,"Q2",2010-09-30,1.25205479452055,"R&D","Air Force","CARTER",0.77291018461703,0.458969277713593
"808",2010-03-31,"Q2",2010-09-30,1.25205479452055,"R&D","DLA","CARTER",0.0185773585151904,0.00705011280844387
"809",2010-03-31,"Q2",2010-09-30,1.25205479452055,"R&D","MDA","CARTER",0.105672770646128,0.0486945721188133
"810",2010-03-31,"Q2",2010-09-30,1.25205479452055,"R&D","Additional DoD Components","CARTER",0.160544526765083,0.12780992283911
"811",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Services (Non-R&D)","Army","CARTER",2.6576622402439,2.88396830904293
"812",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Services (Non-R&D)","Navy","CARTER",1.18319511141421,1.14036137794181
"813",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Services (Non-R&D)","Air Force","CARTER",1.24142669262944,1.00550693401797
"814",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Services (Non-R&D)","DLA","CARTER",0.0343702821138211,0.0729382729674797
"815",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Services (Non-R&D)","MDA","CARTER",0.00363306857081729,0.00448571016973328
"816",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Services (Non-R&D)","MilitaryHealth","CARTER",0.257667992169448,0.108518804582085
"817",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Services (Non-R&D)","Additional DoD Components","CARTER",0.73901350457852,0.676429697371987
"818",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Unlabeled","DLA","CARTER",0,NA
"819",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Unlabeled","Additional DoD Components","CARTER",-1.66409927257167e-05,-7.88428576522607e-05
"820",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Products (All)","Army","CARTER",3.25881525839752,3.03689687589146
"821",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Products (All)","Navy","CARTER",2.62692342339538,2.14181452458993
"822",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Products (All)","Air Force","CARTER",0.697583113692769,0.934612282545286
"823",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Products (All)","DLA","CARTER",1.86769912467908,2.36751452300314
"824",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Products (All)","MDA","CARTER",0.00263058794394523,0.00672519731136785
"825",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Products (All)","MilitaryHealth","CARTER",8.62988874625588e-05,2.69038475253174e-05
"826",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Products (All)","Additional DoD Components","CARTER",0.191622099165597,0.147020555448581
"827",2010-03-31,"Q2",2010-09-30,1.33698630136986,"R&D","Army","CARTER",0.25726387063543,0.226057583301241
"828",2010-03-31,"Q2",2010-09-30,1.33698630136986,"R&D","Navy","CARTER",0.159784965201113,0.163706007477535
"829",2010-03-31,"Q2",2010-09-30,1.33698630136986,"R&D","Air Force","CARTER",0.555955112986735,0.590861027367708
"830",2010-03-31,"Q2",2010-09-30,1.33698630136986,"R&D","DLA","CARTER",0.00257602802738554,0.00761587696476965
"831",2010-03-31,"Q2",2010-09-30,1.33698630136986,"R&D","MDA","CARTER",0.130093065896448,0.0866325335187562
"832",2010-03-31,"Q2",2010-09-30,1.33698630136986,"R&D","Additional DoD Components","CARTER",0.0541453761874198,0.115827290957067
"833",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Services (Non-R&D)","Army","CARTER",3.9598148046534,3.47463375018542
"834",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Services (Non-R&D)","Navy","CARTER",1.47966963164313,1.25702056505491
"835",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Services (Non-R&D)","Air Force","CARTER",1.09698941107189,1.16921354425902
"836",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Services (Non-R&D)","DLA","CARTER",0.0199953236414206,0.0587572381079732
"837",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Services (Non-R&D)","MDA","CARTER",0.0117390423299101,0.00740565568749108
"838",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Services (Non-R&D)","MilitaryHealth","CARTER",0.00109931851732991,0.0864789376872058
"839",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Services (Non-R&D)","Additional DoD Components","CARTER",0.738930564366709,0.75963790445015
"840",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Unlabeled","DLA","CARTER",0,-6.0880188275567e-06
"841",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Products (All)","Army","CARTER",4.00249902803808,2.98043299372058
"842",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Products (All)","Navy","CARTER",3.19599615844031,2.57422602269291
"843",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Products (All)","Air Force","CARTER",1.18145621243047,0.855640502727856
"844",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Products (All)","DLA","CARTER",2.08766884707959,2.52585574069676
"845",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Products (All)","MDA","CARTER",0.000432490372272144,0.0059934201611753
"846",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Products (All)","MilitaryHealth","CARTER",0.00022807959991442,0.000112175481386393
"847",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Products (All)","Additional DoD Components","CARTER",0.252467318966624,0.186847600663243
"848",2010-03-31,"Q2",2010-09-30,1.41369863013699,"R&D","Army","CARTER",0.375864647154472,0.267575715957067
"849",2010-03-31,"Q2",2010-09-30,1.41369863013699,"R&D","Navy","CARTER",0.400513062376979,0.248884109934389
"850",2010-03-31,"Q2",2010-09-30,1.41369863013699,"R&D","Air Force","CARTER",0.530343350534874,0.619736216046213
"851",2010-03-31,"Q2",2010-09-30,1.41369863013699,"R&D","DLA","CARTER",0.00601088375053487,0.00905475676437028
"852",2010-03-31,"Q2",2010-09-30,1.41369863013699,"R&D","MDA","CARTER",0.0331039837398374,0.0896232734274711
"853",2010-03-31,"Q2",2010-09-30,1.41369863013699,"R&D","Additional DoD Components","CARTER",0.255552545132649,0.156747482695051
"854",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Services (Non-R&D)","Army","CARTER",4.26209142921481,3.62652282470404
"855",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Services (Non-R&D)","Navy","CARTER",1.8409460622914,1.50127026844958
"856",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Services (Non-R&D)","Air Force","CARTER",1.68206447537441,1.34016019302525
"857",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Services (Non-R&D)","DLA","CARTER",0.135231263863928,0.0631989565397233
"858",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Services (Non-R&D)","MDA","CARTER",0.033094714131365,0.0161556083440308
"859",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Services (Non-R&D)","MilitaryHealth","CARTER",0.00168356054771074,0.0868169570781629
"860",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Services (Non-R&D)","Additional DoD Components","CARTER",1.22976208732349,0.90256871875624
"861",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Products (All)","Army","YOUNG",2.06492581401369,1.39333375985594
"862",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Products (All)","Navy","YOUNG",3.47622992080659,1.72089940940665
"863",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Products (All)","Air Force","YOUNG",0.602477279738982,0.922779120827985
"864",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Products (All)","DLA","YOUNG",0.0363474759199829,0.0221804306874911
"865",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Products (All)","MDA","YOUNG",0.0215603038083012,0.0177786392811297
"866",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Products (All)","Additional DoD Components","YOUNG",0.00549736885964912,0.00946900717800599
"867",2010-03-31,"Q2",2010-09-30,3.25479452054795,"R&D","Army","YOUNG",0.0995712237483954,0.0840648359007274
"868",2010-03-31,"Q2",2010-09-30,3.25479452054795,"R&D","Navy","YOUNG",0.911676118057339,0.437875031496933
"869",2010-03-31,"Q2",2010-09-30,3.25479452054795,"R&D","Air Force","YOUNG",0.374530727674369,0.301163767622308
"870",2010-03-31,"Q2",2010-09-30,3.25479452054795,"R&D","DLA","YOUNG",0.000149764655541292,-0.000117630509199829
"871",2010-03-31,"Q2",2010-09-30,3.25479452054795,"R&D","MDA","YOUNG",0.124009701412067,0.118629834948652
"872",2010-03-31,"Q2",2010-09-30,3.25479452054795,"R&D","Additional DoD Components","YOUNG",0.0265542622593068,0.0230810862573099
"873",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Services (Non-R&D)","Army","YOUNG",1.97288788023107,1.70651111401013
"874",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Services (Non-R&D)","Navy","YOUNG",1.10303477449722,0.720002782391955
"875",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Services (Non-R&D)","Air Force","YOUNG",0.590843363885323,0.590229823331194
"876",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Services (Non-R&D)","DLA","YOUNG",0.0238591350663243,0.028198724429468
"877",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Services (Non-R&D)","MDA","YOUNG",0.016591718699187,0.017099642333476
"878",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Services (Non-R&D)","MilitaryHealth","YOUNG",0.948904645571245,0.417279374625588
"879",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Services (Non-R&D)","Additional DoD Components","YOUNG",0.152670163585794,0.179798654931536
"880",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Unlabeled","DLA","YOUNG",0,0
"881",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Products (All)","Army","YOUNG",0.635477158846812,1.4944547807695
"882",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Products (All)","Navy","YOUNG",0.592306802556697,1.61181117685423
"883",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Products (All)","Air Force","YOUNG",0.37855182156611,0.649433367807731
"884",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Products (All)","DLA","YOUNG",0.0397791613821138,0.0267456648516617
"885",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Products (All)","MDA","YOUNG",0,0.0085588649978605
"886",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Products (All)","MilitaryHealth","YOUNG",2.15661103979461e-05,5.56015597840884e-05
"887",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Products (All)","Additional DoD Components","YOUNG",-0.00752644549636286,0.00450545141563258
"888",2010-03-31,"Q2",2010-09-30,3.33972602739726,"R&D","Army","YOUNG",0.105308697935387,0.100731841277992
"889",2010-03-31,"Q2",2010-09-30,3.33972602739726,"R&D","Navy","YOUNG",0.292141983162174,0.44590400408287
"890",2010-03-31,"Q2",2010-09-30,3.33972602739726,"R&D","Air Force","YOUNG",0.373009651882756,0.336781366089003
"891",2010-03-31,"Q2",2010-09-30,3.33972602739726,"R&D","DLA","YOUNG",0.000875053487376979,0.000381967265725289
"892",2010-03-31,"Q2",2010-09-30,3.33972602739726,"R&D","MDA","YOUNG",0.296082155840822,0.19208234636999
