"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Vendor.Size.sum","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"15",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"Large","Army","YOUNG",9.95967733744035,4.81017724042299
"16",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"Large","Army","YOUNG",3.11651219691492,4.9999450745284
"17",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"Large","Army","YOUNG",1.78301031334704,4.95306661590077
"18",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"Large","Army","YOUNG",2.70884349802988,2.53612200276395
"19",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"Large","Army","YOUNG",3.2906275298333,2.59416044707007
"20",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"Large","Army","YOUNG",2.54167315426499,2.84704806070939
"21",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"Large","Army","YOUNG",3.31913198284261,3.05047755564697
"22",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"Large","Army","YOUNG",2.31375614640615,2.72485376117125
"23",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"Large","Army","YOUNG",1.37377551789348,2.33555454904741
"24",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Large","Army","YOUNG",1.67267032094609,1.78673399508191
"25",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"Large","Army","YOUNG",1.4730741834488,1.50650667409612
"26",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"Large","Army","YOUNG",1.18407425283611,1.443272919077
"27",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Large","Army","YOUNG",2.00428948767049,1.55381264131847
"28",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"Large","Army","YOUNG",0.547302310900727,1.24522201713578
"29",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"Large","Army","YOUNG",0.651214379738982,1.06760205943673
"30",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"Large","Army","YOUNG",1.37119099718656,0.856569229275424
"31",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"Large","Army","YOUNG",1.3224579275567,1.11495443482741
"32",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"Large","Army","YOUNG",0.902451136510483,1.19870002041791
"33",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"Large","Army","YOUNG",0.762390152984596,0.995766405683925
"34",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"Large","Army","YOUNG",0.90716243822208,0.857334575905719
"35",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"Large","Army","YOUNG",0.60784865665383,0.759133749286835
"36",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"Large","Army","YOUNG",0.430831979032948,0.648614357969619
"37",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"Large","Army","YOUNG",0.649388063200685,0.562689566295821
"38",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"Large","Army","YOUNG",1.00212064541078,0.694113562548139
"39",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"Large","Army","YOUNG",1.06424463817929,0.905251115596919
"40",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"Large","Army","YOUNG",0.179818064225766,0.74872778260528
"41",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"Large","Army","YOUNG",0.30241905944188,0.515493920615645
"42",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"Large","Army","YOUNG",0.74474554420898,0.408994222625542
"43",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"Large","Army","YOUNG",0.659398392373059,0.568854332007973
"44",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"Large","Army","YOUNG",0.290813265358791,0.564985733980277
"45",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"Large","Army","YOUNG",0.511085382889215,0.487099013540355
"46",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"Large","Army","YOUNG",0.559798106955518,0.453898918401175
"47",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"Large","Army","YOUNG",0.44213114141838,0.504338210421038
"48",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"Large","Army","YOUNG",0.159808654815359,0.387245967729752
"49",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"Large","Army","YOUNG",0.444023105004196,0.348654300412645
"50",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"Large","Army","YOUNG",0.48389776137222,0.362576507063925
"51",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"Large","Army","YOUNG",0.77907350408099,0.568998123485802
"52",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"Large","Army","CARTER",0.4646997574042,NA
"53",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"Large","Army","CARTER",1.05393898279931,NA
"54",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"Large","Army","CARTER",2.72054587964927,1.41306153995093
"55",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"Large","Army","CARTER",2.59890834434943,2.124464402266
"56",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"Large","Army","CARTER",1.71344598958649,2.34430007119506
"57",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"Large","Army","CARTER",5.86059274319117,3.39098235904236
"58",2009-10-01,2009-12-31,"Q1",2010-09-30,1,"Large","Army","CARTER",1.14536095537013,2.90646656271593
"59",2009-11-01,2009-12-31,"Q1",2010-09-30,1.08493150684932,"Large","Army","CARTER",2.69350659767865,3.23315343207998
"60",2009-12-01,2009-12-31,"Q1",2010-09-30,1.16712328767123,"Large","Army","CARTER",2.07136773564399,1.97007842956426
"61",2010-01-01,2010-03-31,"Q2",2010-09-30,1.25205479452055,"Large","Army","CARTER",1.3158576279632,2.02691065376195
"62",2010-02-01,2010-03-31,"Q2",2010-09-30,1.33698630136986,"Large","Army","CARTER",2.85806973086222,2.0817650314898
"63",2010-03-01,2010-03-31,"Q2",2010-09-30,1.41369863013699,"Large","Army","CARTER",2.64432178828626,2.27274971570389
"64",2010-04-01,2010-06-30,"Q3",2010-09-30,1.4986301369863,"Large","Army","CARTER",2.27252003161104,2.59163718358651
"65",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"Large","Army","CARTER",2.72282106975824,2.54655429655185
"66",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"Large","Army","CARTER",3.36927928200685,2.78820679445871
"67",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"Large","Army","CARTER",1.6736664330445,2.58858892826986
"68",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"Large","Army","CARTER",2.89759884176294,2.64684818560476
"69",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"Large","Army","CARTER",8.28315548331194,4.28480691937313
"70",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"Large","Army","CARTER",0.476010732385648,3.88558835248684
"71",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"Large","Army","CARTER",3.11730383919429,3.95882335163063
"72",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"Large","Army","CARTER",1.92850335893831,1.84060597683942
"73",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"Large","Army","CARTER",2.08101892237726,2.37560870683662
"74",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"Large","Army","CARTER",1.57367096122535,1.8610644141803
"75",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"Large","Army","CARTER",2.67518807140159,2.10995931833473
"76",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"Large","Army","CARTER",1.78419269448175,2.01101724236956
"77",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"Large","Army","CARTER",2.52138892741292,2.32692323109875
"78",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"Large","Army","CARTER",3.08999257087705,2.46519139759057
"79",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"Large","Army","CARTER",4.06662447727654,3.2260019918555
"80",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"Large","Army","CARTER",2.60783469810113,3.25481724875157
"81",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"Large","Army","CARTER",6.49451446665967,4.38965788067912
"82",2011-10-01,2011-12-31,"Q1",2011-11-02,3,"Large","Army","CARTER",0.437016907445165,3.17978869073532
"83",2011-11-01,2011-12-31,"Q1",2011-11-02,3.08493150684932,"Large","Army","CARTER",0.41937285905674,2.45030141105386
"84",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"Large","Army","CARTER",0.756510624116981,0.537633463539629
"85",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"Large","Army","CARTER",0.820143322325198,0.66534226849964
"86",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"Large","Army","CARTER",1.0704288845536,0.882360943665259
"87",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"Large","Army","CARTER",1.88092661273813,1.25716627320564
"88",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"Large","Army","CARTER",1.40346820200803,1.45160789976659
"89",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"Large","Army","CARTER",1.11100919664298,1.46513467046305
"90",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"Large","Army","CARTER",0.99257759489239,1.16901833118113
"91",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"Large","Army","CARTER",1.97593547529606,1.35984075561048
"92",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"Large","Army","CARTER",0.730966895438163,1.2331599885422
"93",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"Large","Army","CARTER",2.41845394017094,1.70845210363505
"94",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"Large","Army","CARTER",0.250745016292475,1.13338861730053
"95",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"Large","Army","CARTER",0.460421656097187,1.04320687085353
"96",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"Large","Army","CARTER",0.646352791552859,0.45250648798084
"97",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"Large","Army","CARTER",0.547048522800142,0.551274323483396
"98",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"Large","Army","CARTER",0.902277118793744,0.698559477715582
"99",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"Large","Army","CARTER",1.05532555501229,0.834883732202058
"100",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"Large","Army","CARTER",0.600526998260282,0.852709890688771
"101",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"Large","Army","CARTER",0.563071936945364,0.739641496739311
"102",2013-06-01,2013-06-30,"Q3",2013-09-30,4.66849315068493,"Large","Army","CARTER",0.973936646500762,0.712511860568803
"103",2013-07-01,2013-09-30,"Q4",2013-09-30,4.75068493150685,"Large","Army","CARTER",1.96080458910501,1.16593772418371
"104",2013-08-01,2013-09-30,"Q4",2013-09-30,4.83561643835616,"Large","Army","CARTER",0.797193225429674,1.24397815367848
"105",2013-09-01,2013-09-30,"Q4",2013-09-30,4.92054794520548,"Large","Army","CARTER",1.54199047012582,1.43332942822017
"106",2011-11-01,2011-12-31,"Q1",2012-09-30,0.0849315068493151,"Large","Army","KENDALL",0.210003862290186,NA
"107",2011-12-01,2011-12-31,"Q1",2012-09-30,0.167123287671233,"Large","Army","KENDALL",0.581744299330656,NA
"108",2012-01-01,2012-03-31,"Q2",2012-09-30,0.252054794520548,"Large","Army","KENDALL",0.72901167540933,0.506919945676724
"109",2012-02-01,2012-03-31,"Q2",2012-09-30,0.336986301369863,"Large","Army","KENDALL",0.995616345268252,0.768790773336079
"110",2012-03-01,2012-03-31,"Q2",2012-09-30,0.416438356164384,"Large","Army","KENDALL",1.6130107562146,1.11254625896406
"111",2012-04-01,2012-06-30,"Q3",2012-09-30,0.501369863013699,"Large","Army","KENDALL",0.780172084811039,1.12959972876463
"112",2012-05-01,2012-06-30,"Q3",2012-09-30,0.583561643835616,"Large","Army","KENDALL",1.1645831124601,1.18592198449525
"113",2012-06-01,2012-06-30,"Q3",2012-09-30,0.668493150684932,"Large","Army","KENDALL",1.1390493557821,1.02793485101775
"114",2012-07-01,2012-09-30,"Q4",2012-09-30,0.750684931506849,"Large","Army","KENDALL",0.86979525630728,1.05780924151649
"115",2012-08-01,2012-09-30,"Q4",2012-09-30,0.835616438356164,"Large","Army","KENDALL",1.11778874510349,1.04221111906429
"116",2012-09-01,2012-09-30,"Q4",2012-09-30,0.920547945205479,"Large","Army","KENDALL",4.06838550078262,2.01865650073113
"117",2012-10-01,2012-12-31,"Q1",2013-09-30,1.0027397260274,"Large","Army","KENDALL",0.539657031157408,1.90861042568117
"118",2012-11-01,2012-12-31,"Q1",2013-09-30,1.08767123287671,"Large","Army","KENDALL",0.383080600635016,1.66370771085835
"119",2012-12-01,2012-12-31,"Q1",2013-09-30,1.16986301369863,"Large","Army","KENDALL",2.32240628641139,1.08171463940127
"120",2013-01-01,2013-03-31,"Q2",2013-09-30,1.25479452054795,"Large","Army","KENDALL",0.778593771500152,1.16136021951552
"121",2013-02-01,2013-03-31,"Q2",2013-09-30,1.33972602739726,"Large","Army","KENDALL",0.886988299735859,1.32932945254914
"122",2013-03-01,2013-03-31,"Q2",2013-09-30,1.41643835616438,"Large","Army","KENDALL",0.789778161840561,0.818453411025524
"123",2013-04-01,2013-06-30,"Q3",2013-09-30,1.5013698630137,"Large","Army","KENDALL",0.774316196438611,0.817027552671677
"124",2013-05-01,2013-06-30,"Q3",2013-09-30,1.58356164383562,"Large","Army","KENDALL",1.06588959967005,0.876661319316408
"125",2013-06-01,2013-06-30,"Q3",2013-09-30,1.66849315068493,"Large","Army","KENDALL",1.05667297568254,0.965626257263735
"126",2013-07-01,2013-09-30,"Q4",2013-09-30,1.75068493150685,"Large","Army","KENDALL",1.24661495246014,1.12305917593758
"127",2013-08-01,2013-09-30,"Q4",2013-09-30,1.83561643835616,"Large","Army","KENDALL",1.38564434577059,1.22964409130442
"128",2013-09-01,2013-09-30,"Q4",2013-09-30,1.92054794520548,"Large","Army","KENDALL",3.16127953967858,1.93117961263644
"129",2013-10-01,2013-12-31,"Q1",2014-09-30,2.0027397260274,"Large","Army","KENDALL",0.5236436659395,1.69018918379622
"130",2013-11-01,2013-12-31,"Q1",2014-09-30,2.08767123287671,"Large","Army","KENDALL",0.6230531447984,1.43599211680549
"131",2013-12-01,2013-12-31,"Q1",2014-09-30,2.16986301369863,"Large","Army","KENDALL",1.4582182567024,0.8683050224801
"132",2014-01-01,2014-03-31,"Q2",2014-09-30,2.25479452054795,"Large","Army","KENDALL",0.5409052410771,0.8740588808593
"133",2014-02-01,2014-03-31,"Q2",2014-09-30,2.33972602739726,"Large","Army","KENDALL",0.8767086314309,0.9586107097368
"134",2014-03-01,2014-03-31,"Q2",2014-09-30,2.41643835616438,"Large","Army","KENDALL",1.3055384255997,0.907717432702567
"135",2014-04-01,2014-06-30,"Q3",2014-09-30,2.5013698630137,"Large","Army","KENDALL",0.8527752676511,1.01167410822723
"136",2014-05-01,2014-06-30,"Q3",2014-09-30,2.58356164383562,"Large","Army","KENDALL",1.2149793234467,1.12443100556583
"137",2014-06-01,2014-06-30,"Q3",2014-09-30,2.66849315068493,"Large","Army","KENDALL",1.1210188665162,1.06292448587133
"138",2014-07-01,2014-09-30,"Q4",2014-09-30,2.75068493150685,"Large","Army","KENDALL",0.8676756884243,1.06789129279573
"139",2014-08-01,2014-09-30,"Q4",2014-09-30,2.83561643835616,"Large","Army","KENDALL",0.7793578842751,0.9226841464052
"140",2014-09-01,2014-09-30,"Q4",2014-09-30,2.92054794520548,"Large","Army","KENDALL",3.134774634021,1.5939360689068
"141",2007-07-01,2007-09-30,"Q4",2007-09-30,0.747945205479452,"Large","Navy","YOUNG",0.675491867964979,NA
"142",2007-08-01,2007-09-30,"Q4",2007-09-30,0.832876712328767,"Large","Navy","YOUNG",0.769408731653384,NA
"143",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"Large","Navy","YOUNG",2.4363060752722,1.29373555829685
"144",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"Large","Navy","YOUNG",2.23769850328633,1.81447110340397
"145",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"Large","Navy","YOUNG",0.365939614598698,1.67998139771908
"146",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"Large","Navy","YOUNG",1.83921473761388,1.48095095183297
"147",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"Large","Navy","YOUNG",0.671870535531453,0.959008295914678
"148",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"Large","Navy","YOUNG",1.79451760218004,1.43520095844179
"149",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"Large","Navy","YOUNG",3.00357508182213,1.82332107317787
"150",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"Large","Navy","YOUNG",1.18886130059653,1.99565132819957
"151",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"Large","Navy","YOUNG",0.963099517136659,1.71851196651844
"152",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"Large","Navy","YOUNG",0.730160854381779,0.960707224038322
"153",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"Large","Navy","YOUNG",0.779231577234273,0.82416398291757
"154",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"Large","Navy","YOUNG",1.61715533464208,1.04218258875271
"155",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"Large","Navy","YOUNG",3.72802293143167,2.04146994776934
"156",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"Large","Navy","YOUNG",1.30573698014722,2.21697174874032
"157",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"Large","Navy","YOUNG",0.911919780060619,1.9818932305465
"158",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"Large","Navy","YOUNG",2.10012226848885,1.43925967623223
"159",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"Large","Navy","YOUNG",0.816657292693224,1.27623311374756
"160",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"Large","Navy","YOUNG",0.81075080961247,1.24251012359818
"161",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"Large","Navy","YOUNG",1.58119673156527,1.06953494462366
"162",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"Large","Navy","YOUNG",0.863994898765967,1.0853141466479
"163",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"Large","Navy","YOUNG",0.337609477592552,0.927600369307931
"164",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Large","Navy","YOUNG",0.296359933232301,0.499321436530273
"165",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"Large","Navy","YOUNG",0.474956099545356,0.36964183679007
"166",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"Large","Navy","YOUNG",0.248494834271487,0.339936955683048
"167",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Large","Navy","YOUNG",0.707256535234899,0.476902489683914
"168",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"Large","Navy","YOUNG",0.418901328070175,0.458217565858854
"169",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"Large","Navy","YOUNG",0.293768305209671,0.473308722838248
"170",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"Large","Navy","YOUNG",0.365256780712452,0.359308804664099
"171",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"Large","Navy","YOUNG",0.606803269929397,0.42194278528384
"172",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"Large","Navy","YOUNG",0.254767137312794,0.408942395984881
"173",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"Large","Navy","YOUNG",0.292664825278134,0.384745077506775
"174",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"Large","Navy","YOUNG",0.294322553508772,0.2805848386999
"175",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"Large","Navy","YOUNG",0.162794225566966,0.249927201451291
"176",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"Large","Navy","YOUNG",0.178589581033376,0.211902120036371
"177",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"Large","Navy","YOUNG",0.114486725438597,0.15195684401298
"178",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"Large","Navy","YOUNG",0.194714408675653,0.162596905049208
"179",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"Large","Navy","YOUNG",0.36804632389816,0.225749152670803
"180",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"Large","Navy","YOUNG",0.25220395536089,0.271654895978234
"181",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"Large","Navy","YOUNG",0.206374888239614,0.275541722499554
"182",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"Large","Navy","YOUNG",0.480927436634494,0.313168760078333
"183",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"Large","Navy","YOUNG",0.224123793789341,0.30380870622115
"184",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"Large","Navy","YOUNG",0.16731791641838,0.290789715614072
"185",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"Large","Navy","YOUNG",0.383502663711708,0.258314791306476
"186",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"Large","Navy","YOUNG",0.161285333497692,0.237368637875927
"187",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"Large","Navy","YOUNG",0.268978787819975,0.271255595009792
"188",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"Large","Navy","YOUNG",0.290385020992446,0.240216380770038
"189",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"Large","Navy","YOUNG",0.175879553692824,0.245081120835082
"190",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"Large","Navy","YOUNG",0.357322018873269,0.274528864519513
"191",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"Large","Navy","YOUNG",0.290019266921947,0.274406946496013
"192",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"Large","Navy","CARTER",0.0932561224940463,NA
"193",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"Large","Navy","CARTER",0.411049058649058,NA
"194",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"Large","Navy","CARTER",0.67202951630223,0.392111565815111
"195",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"Large","Navy","CARTER",0.539697676434293,0.540925417128527
"196",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"Large","Navy","CARTER",1.0318134479108,0.747846880215776
"197",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"Large","Navy","CARTER",2.68506745808617,1.41885952747709
"198",2009-10-01,2009-12-31,"Q1",2010-09-30,1,"Large","Navy","CARTER",0.855772333611468,1.52421774653615
"199",2009-11-01,2009-12-31,"Q1",2010-09-30,1.08493150684932,"Large","Navy","CARTER",0.585054304803166,1.37529803216693
"200",2009-12-01,2009-12-31,"Q1",2010-09-30,1.16712328767123,"Large","Navy","CARTER",1.2637786042255,0.901535080880046
"201",2010-01-01,2010-03-31,"Q2",2010-09-30,1.25205479452055,"Large","Navy","CARTER",0.605228070175439,0.818020326401369
"202",2010-02-01,2010-03-31,"Q2",2010-09-30,1.33698630136986,"Large","Navy","CARTER",2.03652174244758,1.30184280561617
"203",2010-03-01,2010-03-31,"Q2",2010-09-30,1.41369863013699,"Large","Navy","CARTER",1.50784937290329,1.38319972850877
"204",2010-04-01,2010-06-30,"Q3",2010-09-30,1.4986301369863,"Large","Navy","CARTER",0.987137437259307,1.51050285087006
"205",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"Large","Navy","CARTER",0.915345866698759,1.13677755895379
"206",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"Large","Navy","CARTER",1.56385148996577,1.15544493130794
"207",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"Large","Navy","CARTER",0.756760933076594,1.07865276324704
"208",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"Large","Navy","CARTER",1.11435904876979,1.14499049060405
"209",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"Large","Navy","CARTER",3.33959951519042,1.73690649901227
"210",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"Large","Navy","CARTER",1.15619782361519,1.8700521291918
"211",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"Large","Navy","CARTER",1.25389552269198,1.91656428716586
