"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Vendor.Size.sum","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"1323",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"Large (Big 6)","Air Force","CARTER",2.13727641443559,1.49521631813191
"1324",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"Large (Big 6)","Air Force","CARTER",1.20679281391104,1.35087147477619
"1325",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"Large (Big 6)","Air Force","CARTER",0.793260899066303,1.37911004247098
"1326",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"Large (Big 6)","Air Force","CARTER",2.28110346305078,1.42705239200937
"1327",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"Large (Big 6)","Air Force","CARTER",1.41540423065464,1.49658953092391
"1328",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"Large (Big 6)","Air Force","CARTER",1.69487642518884,1.79712803963142
"1329",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"Large (Big 6)","Air Force","CARTER",1.82067037610155,1.64365034398168
"1330",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"Large (Big 6)","Air Force","CARTER",1.04189362367814,1.51914680832284
"1331",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"Large (Big 6)","Air Force","CARTER",2.25480200770038,1.70578866916002
"1332",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"Large (Big 6)","Air Force","CARTER",2.08643133434746,1.79437565524199
"1333",2011-10-01,2011-12-31,"Q1",2011-11-02,3,"Large (Big 6)","Air Force","CARTER",1.17867482024508,1.83996938743097
"1334",2011-11-01,2011-12-31,"Q1",2011-11-02,3.08493150684932,"Large (Big 6)","Air Force","CARTER",1.073662139481,1.44625609802451
"1335",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"Large (Big 6)","Air Force","CARTER",1.4633662244774,1.23856772806783
"1336",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"Large (Big 6)","Air Force","CARTER",2.71995138058902,1.75232658151581
"1337",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"Large (Big 6)","Air Force","CARTER",1.02238805095253,1.73523521867298
"1338",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"Large (Big 6)","Air Force","CARTER",1.48293453395119,1.74175798849758
"1339",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"Large (Big 6)","Air Force","CARTER",0.916082102419936,1.14046822910788
"1340",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"Large (Big 6)","Air Force","CARTER",0.633631866841726,1.01088283440428
"1341",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"Large (Big 6)","Air Force","CARTER",1.2890144502111,0.946242806490921
"1342",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"Large (Big 6)","Air Force","CARTER",0.731263504561837,0.884636607204888
"1343",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"Large (Big 6)","Air Force","CARTER",0.371765937267017,0.797347964013318
"1344",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"Large (Big 6)","Air Force","CARTER",1.44707423769952,0.85003455984279
"1345",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"Large (Big 6)","Air Force","CARTER",0.929638726811516,0.916159633926016
"1346",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"Large (Big 6)","Air Force","CARTER",-0.459320443574794,0.639130840312079
"1347",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"Large (Big 6)","Air Force","CARTER",0.967004869523002,0.479107717586575
"1348",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"Large (Big 6)","Air Force","CARTER",0.304419050347822,0.270701158765343
"1349",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"Large (Big 6)","Air Force","CARTER",0.275016437988829,0.515480119286551
"1350",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"Large (Big 6)","Air Force","CARTER",0.399892417741749,0.326442635359466
"1351",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"Large (Big 6)","Air Force","CARTER",0.186001180990555,0.286970012240378
"1352",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"Large (Big 6)","Air Force","CARTER",1.33926191445709,0.641718504396466
"1353",2013-06-01,2013-06-30,"Q3",2013-09-30,4.66849315068493,"Large (Big 6)","Air Force","CARTER",0.436299495318066,0.653854196921905
"1354",2013-07-01,2013-09-30,"Q4",2013-09-30,4.75068493150685,"Large (Big 6)","Air Force","CARTER",0.549367864261806,0.774976424678988
"1355",2013-08-01,2013-09-30,"Q4",2013-09-30,4.83561643835616,"Large (Big 6)","Air Force","CARTER",0.13025758158038,0.371974980386751
"1356",2013-09-01,2013-09-30,"Q4",2013-09-30,4.92054794520548,"Large (Big 6)","Air Force","CARTER",0.305039446357875,0.328221630733354
"1357",2011-11-01,2011-12-31,"Q1",2012-09-30,0.0849315068493151,"Large (Big 6)","Air Force","KENDALL",0.359766980249202,NA
"1358",2011-12-01,2011-12-31,"Q1",2012-09-30,0.167123287671233,"Large (Big 6)","Air Force","KENDALL",0.988940894882093,NA
"1359",2012-01-01,2012-03-31,"Q2",2012-09-30,0.252054794520548,"Large (Big 6)","Air Force","KENDALL",0.261307591679539,0.536671822270278
"1360",2012-02-01,2012-03-31,"Q2",2012-09-30,0.336986301369863,"Large (Big 6)","Air Force","KENDALL",1.39251323970755,0.88092057542306
"1361",2012-03-01,2012-03-31,"Q2",2012-09-30,0.416438356164384,"Large (Big 6)","Air Force","KENDALL",4.50627782847287,2.05336621995332
"1362",2012-04-01,2012-06-30,"Q3",2012-09-30,0.501369863013699,"Large (Big 6)","Air Force","KENDALL",0.724227015230151,2.20767269447019
"1363",2012-05-01,2012-06-30,"Q3",2012-09-30,0.583561643835616,"Large (Big 6)","Air Force","KENDALL",0.955970199917619,2.06215834787355
"1364",2012-06-01,2012-06-30,"Q3",2012-09-30,0.668493150684932,"Large (Big 6)","Air Force","KENDALL",4.49630499580888,2.05883407031888
"1365",2012-07-01,2012-09-30,"Q4",2012-09-30,0.750684931506849,"Large (Big 6)","Air Force","KENDALL",0.464286794501081,1.97218733007586
"1366",2012-08-01,2012-09-30,"Q4",2012-09-30,0.835616438356164,"Large (Big 6)","Air Force","KENDALL",1.09425776444238,2.01828318491745
"1367",2012-09-01,2012-09-30,"Q4",2012-09-30,0.920547945205479,"Large (Big 6)","Air Force","KENDALL",1.8975971227268,1.15204722722342
"1368",2012-10-01,2012-12-31,"Q1",2013-09-30,1.0027397260274,"Large (Big 6)","Air Force","KENDALL",1.82749603292891,1.60645030669937
"1369",2012-11-01,2012-12-31,"Q1",2013-09-30,1.08767123287671,"Large (Big 6)","Air Force","KENDALL",2.18863679146512,1.97124331570694
"1370",2012-12-01,2012-12-31,"Q1",2013-09-30,1.16986301369863,"Large (Big 6)","Air Force","KENDALL",2.99756470505606,2.33789917648336
"1371",2013-01-01,2013-03-31,"Q2",2013-09-30,1.25479452054795,"Large (Big 6)","Air Force","KENDALL",0.73353758390393,1.9732463601417
"1372",2013-02-01,2013-03-31,"Q2",2013-09-30,1.33972602739726,"Large (Big 6)","Air Force","KENDALL",1.28814802651203,1.67308343849067
"1373",2013-03-01,2013-03-31,"Q2",2013-09-30,1.41643835616438,"Large (Big 6)","Air Force","KENDALL",0.631521608328933,0.884402406248299
"1374",2013-04-01,2013-06-30,"Q3",2013-09-30,1.5013698630137,"Large (Big 6)","Air Force","KENDALL",1.23019153502803,1.04995372328967
"1375",2013-05-01,2013-06-30,"Q3",2013-09-30,1.58356164383562,"Large (Big 6)","Air Force","KENDALL",0.512226660180359,0.791313267845773
"1376",2013-06-01,2013-06-30,"Q3",2013-09-30,1.66849315068493,"Large (Big 6)","Air Force","KENDALL",2.21408171914725,1.31883330478521
"1377",2013-07-01,2013-09-30,"Q4",2013-09-30,1.75068493150685,"Large (Big 6)","Air Force","KENDALL",0.900410766959074,1.20890638209556
"1378",2013-08-01,2013-09-30,"Q4",2013-09-30,1.83561643835616,"Large (Big 6)","Air Force","KENDALL",0.945069884241799,1.35318745678271
"1379",2013-09-01,2013-09-30,"Q4",2013-09-30,1.92054794520548,"Large (Big 6)","Air Force","KENDALL",1.5005912849088,1.11535731203656
"1380",2013-10-01,2013-12-31,"Q1",2014-09-30,2.0027397260274,"Large (Big 6)","Air Force","KENDALL",1.3676922579521,1.27111780903423
"1381",2013-11-01,2013-12-31,"Q1",2014-09-30,2.08767123287671,"Large (Big 6)","Air Force","KENDALL",0.7530602887941,1.20711461055167
"1382",2013-12-01,2013-12-31,"Q1",2014-09-30,2.16986301369863,"Large (Big 6)","Air Force","KENDALL",3.0066399677559,1.70913083816737
"1383",2014-01-01,2014-03-31,"Q2",2014-09-30,2.25479452054795,"Large (Big 6)","Air Force","KENDALL",0.5956721861723,1.45179081424077
"1384",2014-02-01,2014-03-31,"Q2",2014-09-30,2.33972602739726,"Large (Big 6)","Air Force","KENDALL",0.6647838438788,1.42236533260233
"1385",2014-03-01,2014-03-31,"Q2",2014-09-30,2.41643835616438,"Large (Big 6)","Air Force","KENDALL",1.4035839133399,0.888013314463667
"1386",2014-04-01,2014-06-30,"Q3",2014-09-30,2.5013698630137,"Large (Big 6)","Air Force","KENDALL",1.7796349954862,1.28266758423497
"1387",2014-05-01,2014-06-30,"Q3",2014-09-30,2.58356164383562,"Large (Big 6)","Air Force","KENDALL",0.6581126377738,1.28044384886663
"1388",2014-06-01,2014-06-30,"Q3",2014-09-30,2.66849315068493,"Large (Big 6)","Air Force","KENDALL",2.6139853679155,1.68391100039183
"1389",2014-07-01,2014-09-30,"Q4",2014-09-30,2.75068493150685,"Large (Big 6)","Air Force","KENDALL",0.5761839598826,1.28276065519063
"1390",2014-08-01,2014-09-30,"Q4",2014-09-30,2.83561643835616,"Large (Big 6)","Air Force","KENDALL",0.841425273873,1.3438648672237
"1391",2014-09-01,2014-09-30,"Q4",2014-09-30,2.92054794520548,"Large (Big 6)","Air Force","KENDALL",1.7394723327265,1.0523605221607
"1392",2007-07-01,2007-09-30,"Q4",2007-09-30,0.747945205479452,"Large (Big 6)","DLA","YOUNG",0.0219054077786508,NA
"1393",2007-08-01,2007-09-30,"Q4",2007-09-30,0.832876712328767,"Large (Big 6)","DLA","YOUNG",0.0786560177909979,NA
"1394",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"Large (Big 6)","DLA","YOUNG",0.0591739933662588,0.0532451396453025
"1395",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"Large (Big 6)","DLA","YOUNG",0.0722751900759219,0.0700350670777262
"1396",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"Large (Big 6)","DLA","YOUNG",0.0752563721041215,0.0689018518487674
"1397",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"Large (Big 6)","DLA","YOUNG",0.0531992760303688,0.0669102794034707
"1398",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"Large (Big 6)","DLA","YOUNG",0.0702520941214751,0.0662359140853218
"1399",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"Large (Big 6)","DLA","YOUNG",0.0479100596854664,0.0571204766124367
"1400",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"Large (Big 6)","DLA","YOUNG",0.0536005861930586,0.0572542466666667
"1401",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"Large (Big 6)","DLA","YOUNG",0.0647993743275488,0.0554366734020246
"1402",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"Large (Big 6)","DLA","YOUNG",0.0878190568329718,0.0687396724511931
"1403",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"Large (Big 6)","DLA","YOUNG",0.105446344967462,0.0860215920426609
"1404",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"Large (Big 6)","DLA","YOUNG",0.0924846907700651,0.095250030856833
"1405",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"Large (Big 6)","DLA","YOUNG",0.0844906086984816,0.0941405481453362
"1406",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"Large (Big 6)","DLA","YOUNG",0.197709474002169,0.124894924490239
"1407",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"Large (Big 6)","DLA","YOUNG",0.0576213835678718,0.113273822089508
"1408",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"Large (Big 6)","DLA","YOUNG",0.0522623832756008,0.102531080281881
"1409",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"Large (Big 6)","DLA","YOUNG",0.11900563996536,0.0762964689362777
"1410",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"Large (Big 6)","DLA","YOUNG",0.0580302567330591,0.0764327599913401
"1411",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"Large (Big 6)","DLA","YOUNG",0.0462835243126218,0.0744398070036805
"1412",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"Large (Big 6)","DLA","YOUNG",0.0710908885797792,0.0584682232084867
"1413",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"Large (Big 6)","DLA","YOUNG",0.0516221144078805,0.0563321757667605
"1414",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"Large (Big 6)","DLA","YOUNG",0.000660343505087681,0.0411244488309158
"1415",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Large (Big 6)","DLA","YOUNG",0.00479883761636718,0.0190270985097785
"1416",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"Large (Big 6)","DLA","YOUNG",0.00748877578480191,0.00431598563541892
"1417",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"Large (Big 6)","DLA","YOUNG",0.00662071613985711,0.0063027765136754
"1418",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Large (Big 6)","DLA","YOUNG",0.0380659222775493,0.0173918047340694
"1419",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"Large (Big 6)","DLA","YOUNG",0.0433879693089431,0.0293582025754498
"1420",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"Large (Big 6)","DLA","YOUNG",0.000114117800599059,0.0271893364623638
"1421",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"Large (Big 6)","DLA","YOUNG",0.0004489912173727,0.0146503594423049
"1422",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"Large (Big 6)","DLA","YOUNG",0.0280611794394523,0.00954142948580802
"1423",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"Large (Big 6)","DLA","YOUNG",2.64126658108686e-05,0.00951219444087862
"1424",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"Large (Big 6)","DLA","YOUNG",0.000895042158750535,0.00966087808800456
"1425",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"Large (Big 6)","DLA","YOUNG",-2.23016581086864e-05,0.000299717722150906
"1426",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"Large (Big 6)","DLA","YOUNG",-3.12757595207531e-05,0.000280488247040365
"1427",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"Large (Big 6)","DLA","YOUNG",-0.000326326540436457,-0.000126634652688632
"1428",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"Large (Big 6)","DLA","YOUNG",0.00353395544501498,0.00105878438168592
"1429",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"Large (Big 6)","DLA","YOUNG",0.072284255648267,0.0251639615176152
"1430",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"Large (Big 6)","DLA","YOUNG",0.00282029258664955,0.0262128345599772
"1431",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"Large (Big 6)","DLA","YOUNG",0.000148195247587075,0.0250842478275012
"1432",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"Large (Big 6)","DLA","YOUNG",0.000228249223667646,0.00106557901930142
"1433",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"Large (Big 6)","DLA","YOUNG",0.00717880314729333,0.00251841587284935
"1434",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"Large (Big 6)","DLA","YOUNG",-3.28913134704154e-05,0.00245805368583019
"1435",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"Large (Big 6)","DLA","YOUNG",-8.63660302140159e-05,0.0023531819345363
"1436",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"Large (Big 6)","DLA","YOUNG",-1.78304657994125e-05,-4.56959364946146e-05
"1437",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"Large (Big 6)","DLA","YOUNG",-0.000146780528745279,-8.36590082529025e-05
"1438",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"Large (Big 6)","DLA","YOUNG",0,-5.48703315148972e-05
"1439",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"Large (Big 6)","DLA","YOUNG",0,-4.8926842915093e-05
"1440",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"Large (Big 6)","DLA","YOUNG",0.000148705329416702,4.95684431389005e-05
"1441",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"Large (Big 6)","DLA","YOUNG",-7.6808015107008e-06,4.70081759686669e-05
"1442",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"Large (Big 6)","DLA","YOUNG",0.000959486256819135,0.000366836928241712
"1443",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"Large (Big 6)","DLA","CARTER",0.0583317164537779,NA
"1444",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"Large (Big 6)","DLA","CARTER",0.227415303691275,NA
"1445",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"Large (Big 6)","DLA","CARTER",0.0954061981273003,0.127051072757451
"1446",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"Large (Big 6)","DLA","CARTER",0.179465113531067,0.167428871783214
"1447",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"Large (Big 6)","DLA","CARTER",0.160885438601429,0.145252250086599
"1448",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"Large (Big 6)","DLA","CARTER",0.349626632074042,0.229992394735513
"1449",2009-10-01,2009-12-31,"Q1",2010-09-30,1,"Large (Big 6)","DLA","CARTER",0.0909276536264442,0.200479908100638
"1450",2009-11-01,2009-12-31,"Q1",2010-09-30,1.08493150684932,"Large (Big 6)","DLA","CARTER",0.108336331942662,0.182963539214383
"1451",2009-12-01,2009-12-31,"Q1",2010-09-30,1.16712328767123,"Large (Big 6)","DLA","CARTER",0.0967227645057766,0.0986622500249608
"1452",2010-01-01,2010-03-31,"Q2",2010-09-30,1.25205479452055,"Large (Big 6)","DLA","CARTER",0.0827903080765939,0.095949801508344
"1453",2010-02-01,2010-03-31,"Q2",2010-09-30,1.33698630136986,"Large (Big 6)","DLA","CARTER",0.0965734906076166,0.0920288543966624
"1454",2010-03-01,2010-03-31,"Q2",2010-09-30,1.41369863013699,"Large (Big 6)","DLA","CARTER",0.0792573257595208,0.0862070414812438
"1455",2010-04-01,2010-06-30,"Q3",2010-09-30,1.4986301369863,"Large (Big 6)","DLA","CARTER",0.0912658370239623,0.0890322177970332
"1456",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"Large (Big 6)","DLA","CARTER",0.0820641918699187,0.0841957848844673
"1457",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"Large (Big 6)","DLA","CARTER",0.170180585911425,0.114503538268435
"1458",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"Large (Big 6)","DLA","CARTER",0.198591979856654,0.150278919212666
"1459",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"Large (Big 6)","DLA","CARTER",0.23642217936457,0.201731581710883
"1460",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"Large (Big 6)","DLA","CARTER",0.25606277156611,0.230358976929111
"1461",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"Large (Big 6)","DLA","CARTER",0.0883842039550986,0.193623051628593
"1462",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"Large (Big 6)","DLA","CARTER",0.0932061794376836,0.145884384986298
"1463",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"Large (Big 6)","DLA","CARTER",0.084107291051196,0.0885658914813261
"1464",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"Large (Big 6)","DLA","CARTER",0.17452614677927,0.117279872422716
"1465",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"Large (Big 6)","DLA","CARTER",0.154904072796895,0.137845836875787
"1466",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"Large (Big 6)","DLA","CARTER",0.15202979924465,0.160486672940271
"1467",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"Large (Big 6)","DLA","CARTER",0.100820353273185,0.13591807510491
"1468",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"Large (Big 6)","DLA","CARTER",0.0761602760490978,0.109670142855644
"1469",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"Large (Big 6)","DLA","CARTER",0.132845442152749,0.103275357158344
"1470",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"Large (Big 6)","DLA","CARTER",0.107258126405791,0.105421281535879
"1471",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"Large (Big 6)","DLA","CARTER",0.193039284410407,0.144380950989649
"1472",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"Large (Big 6)","DLA","CARTER",0.615952625713386,0.305416678843195
"1473",2011-10-01,2011-12-31,"Q1",2011-11-02,3,"Large (Big 6)","DLA","CARTER",0.104028329389352,0.304340079837715
"1474",2011-11-01,2011-12-31,"Q1",2011-11-02,3.08493150684932,"Large (Big 6)","DLA","CARTER",0.0073666124189064,0.242449189173882
"1475",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"Large (Big 6)","DLA","CARTER",0.00131901345896406,0.0375713184224076
"1476",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"Large (Big 6)","DLA","CARTER",0.00308993376583256,0.00392518654790101
"1477",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"Large (Big 6)","DLA","CARTER",0.000952738585109669,0.0017872286033021
"1478",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"Large (Big 6)","DLA","CARTER",0.00171737305117908,0.00192001513404044
"1479",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"Large (Big 6)","DLA","CARTER",-0.00370611597157862,-0.000345334778429959
"1480",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"Large (Big 6)","DLA","CARTER",-0.00130782009061889,-0.00109885433700614
"1481",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"Large (Big 6)","DLA","CARTER",-0.000671481845330038,-0.00189513930250918
"1482",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"Large (Big 6)","DLA","CARTER",0.000524476572958501,-0.000484941787663474
"1483",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"Large (Big 6)","DLA","CARTER",-0.000504249438780764,-0.000217084903717434
"1484",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"Large (Big 6)","DLA","CARTER",0.0263164822778293,0.00877890313733567
"1485",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"Large (Big 6)","DLA","CARTER",5.53478623946379e-05,0.00862252690048105
"1486",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"Large (Big 6)","DLA","CARTER",-0.00087641978897126,0.00849847011708421
"1487",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"Large (Big 6)","DLA","CARTER",-6.99837811516198e-05,-0.000297018569242747
"1488",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"Large (Big 6)","DLA","CARTER",-4.72919669950239e-05,-0.000331231845705968
"1489",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"Large (Big 6)","DLA","CARTER",0.000559619613587895,0.000147447955147084
"1490",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"Large (Big 6)","DLA","CARTER",-2.02474032700315e-05,0.00016402674777428
"1491",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"Large (Big 6)","DLA","CARTER",-0.00103212458423885,-0.000164250791306997
"1492",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"Large (Big 6)","DLA","CARTER",-0.00210567838986493,-0.00105268345912461
"1493",2013-06-01,2013-06-30,"Q3",2013-09-30,4.66849315068493,"Large (Big 6)","DLA","CARTER",-0.000382061182999898,-0.0011732880523679
"1494",2013-07-01,2013-09-30,"Q4",2013-09-30,4.75068493150685,"Large (Big 6)","DLA","CARTER",-7.986592759216e-05,-0.000855868500152331
"1495",2013-08-01,2013-09-30,"Q4",2013-09-30,4.83561643835616,"Large (Big 6)","DLA","CARTER",-5.83532142784604e-05,-0.00017342677495684
"1496",2013-09-01,2013-09-30,"Q4",2013-09-30,4.92054794520548,"Large (Big 6)","DLA","CARTER",0.00162537279750178,0.000495717885210386
"1497",2011-11-01,2011-12-31,"Q1",2012-09-30,0.0849315068493151,"Large (Big 6)","DLA","KENDALL",0.151831283420863,NA
"1498",2011-12-01,2011-12-31,"Q1",2012-09-30,0.167123287671233,"Large (Big 6)","DLA","KENDALL",0.0842499648028009,NA
"1499",2012-01-01,2012-03-31,"Q2",2012-09-30,0.252054794520548,"Large (Big 6)","DLA","KENDALL",0.13329389334775,0.123125047190471
"1500",2012-02-01,2012-03-31,"Q2",2012-09-30,0.336986301369863,"Large (Big 6)","DLA","KENDALL",0.13604131047266,0.117861722874404
"1501",2012-03-01,2012-03-31,"Q2",2012-09-30,0.416438356164384,"Large (Big 6)","DLA","KENDALL",0.139577880949439,0.13630436158995
"1502",2012-04-01,2012-06-30,"Q3",2012-09-30,0.501369863013699,"Large (Big 6)","DLA","KENDALL",0.0910322418597467,0.122217144427282
"1503",2012-05-01,2012-06-30,"Q3",2012-09-30,0.583561643835616,"Large (Big 6)","DLA","KENDALL",0.100494311687777,0.110368144832321
"1504",2012-06-01,2012-06-30,"Q3",2012-09-30,0.668493150684932,"Large (Big 6)","DLA","KENDALL",0.10997577416332,0.100500775903614
"1505",2012-07-01,2012-09-30,"Q4",2012-09-30,0.750684931506849,"Large (Big 6)","DLA","KENDALL",0.108255747060035,0.106241944303711
"1506",2012-08-01,2012-09-30,"Q4",2012-09-30,0.835616438356164,"Large (Big 6)","DLA","KENDALL",0.339739342642364,0.18599028795524
"1507",2012-09-01,2012-09-30,"Q4",2012-09-30,0.920547945205479,"Large (Big 6)","DLA","KENDALL",0.378098163227268,0.275364417643222
"1508",2012-10-01,2012-12-31,"Q1",2013-09-30,1.0027397260274,"Large (Big 6)","DLA","KENDALL",0.0571012207509902,0.258312908873541
