"","Fiscal.Year","SinceFirstFiscalYear","Vendor.Size.sum","SubCustomer.component","USDATL","Obligation.2014"
"815",2009-09-30,0.832876712328767,"Large (Big 6)","MDA","CARTER",0.000465224074474995
"816",2009-09-30,0.832876712328767,"Large (Big 6)","Additional DoD Components","CARTER",0.112978316107383
"817",2009-09-30,0.832876712328767,"Medium","Army","CARTER",2.89280851242693
"818",2009-09-30,0.832876712328767,"Medium","Navy","CARTER",1.07203372896731
"819",2009-09-30,0.832876712328767,"Medium","Air Force","CARTER",0.394899111138775
"820",2009-09-30,0.832876712328767,"Medium","DLA","CARTER",1.31193717117341
"821",2009-09-30,0.832876712328767,"Medium","MDA","CARTER",0.000353368662048062
"822",2009-09-30,0.832876712328767,"Medium","MilitaryHealth","CARTER",5.41242693223642e-06
"823",2009-09-30,0.832876712328767,"Medium","Additional DoD Components","CARTER",0.0969833082701883
"824",2009-09-30,0.832876712328767,"Small","Army","CARTER",2.16915303992206
"825",2009-09-30,0.832876712328767,"Small","Navy","CARTER",0.972394616313055
"826",2009-09-30,0.832876712328767,"Small","Air Force","CARTER",0.504202577873999
"827",2009-09-30,0.832876712328767,"Small","DLA","CARTER",0.553121977570903
"828",2009-09-30,0.832876712328767,"Small","MDA","CARTER",0.00714011370426499
"829",2009-09-30,0.832876712328767,"Small","MilitaryHealth","CARTER",0.0013570830591037
"830",2009-09-30,0.832876712328767,"Small","Additional DoD Components","CARTER",0.121387991415891
"831",2009-09-30,0.832876712328767,"Unlabeled","Army","CARTER",0.501144640517428
"832",2009-09-30,0.832876712328767,"Unlabeled","Navy","CARTER",0.00349511945226239
"833",2009-09-30,0.832876712328767,"Unlabeled","Air Force","CARTER",0.00590720343147868
"834",2009-09-30,0.832876712328767,"Unlabeled","Additional DoD Components","CARTER",0.000244834910153713
"835",2009-09-30,0.917808219178082,"Large","Army","CARTER",5.86059274319117
"836",2009-09-30,0.917808219178082,"Large","Navy","CARTER",2.68506745808617
"837",2009-09-30,0.917808219178082,"Large","Air Force","CARTER",1.62603178452046
"838",2009-09-30,0.917808219178082,"Large","DLA","CARTER",1.15175604145919
"839",2009-09-30,0.917808219178082,"Large","MDA","CARTER",0.0021652107707296
"840",2009-09-30,0.917808219178082,"Large","MilitaryHealth","CARTER",0
"841",2009-09-30,0.917808219178082,"Large","Additional DoD Components","CARTER",0.809770285592119
"842",2009-09-30,0.917808219178082,"Large (Big 6)","Army","CARTER",2.40858773623079
"843",2009-09-30,0.917808219178082,"Large (Big 6)","Navy","CARTER",1.18701355002165
"844",2009-09-30,0.917808219178082,"Large (Big 6)","Air Force","CARTER",2.0141242570578
"845",2009-09-30,0.917808219178082,"Large (Big 6)","DLA","CARTER",0.349626632074042
"846",2009-09-30,0.917808219178082,"Large (Big 6)","MDA","CARTER",0.00446849318034207
"847",2009-09-30,0.917808219178082,"Large (Big 6)","Additional DoD Components","CARTER",0.245547185981814
"848",2009-09-30,0.917808219178082,"Medium","Army","CARTER",6.98300060560727
"849",2009-09-30,0.917808219178082,"Medium","Navy","CARTER",2.94596513830916
"850",2009-09-30,0.917808219178082,"Medium","Air Force","CARTER",1.7244942906798
"851",2009-09-30,0.917808219178082,"Medium","DLA","CARTER",0.711966242584975
"852",2009-09-30,0.917808219178082,"Medium","MDA","CARTER",0.000321513747564408
"853",2009-09-30,0.917808219178082,"Medium","MilitaryHealth","CARTER",0.00308434095042217
"854",2009-09-30,0.917808219178082,"Medium","Additional DoD Components","CARTER",0.327919971941979
"855",2009-09-30,0.917808219178082,"Small","Army","CARTER",7.73494779101537
"856",2009-09-30,0.917808219178082,"Small","Navy","CARTER",2.81291580484953
"857",2009-09-30,0.917808219178082,"Small","Air Force","CARTER",2.20796983767049
"858",2009-09-30,0.917808219178082,"Small","DLA","CARTER",0.552404771130115
"859",2009-09-30,0.917808219178082,"Small","MDA","CARTER",0.00293316648625244
"860",2009-09-30,0.917808219178082,"Small","MilitaryHealth","CARTER",0.00037025109331024
"861",2009-09-30,0.917808219178082,"Small","Additional DoD Components","CARTER",0.514926783751894
"862",2009-09-30,0.917808219178082,"Unlabeled","Army","CARTER",1.40680245253302
"863",2009-09-30,0.917808219178082,"Unlabeled","Navy","CARTER",0.0103651454535614
"864",2009-09-30,0.917808219178082,"Unlabeled","Air Force","CARTER",0.106847566497077
"865",2009-09-30,0.917808219178082,"Unlabeled","DLA","CARTER",0.000217704048495345
"866",2009-09-30,0.917808219178082,"Unlabeled","Additional DoD Components","CARTER",9.55479974020351e-05
"867",2009-09-30,2.58356164383562,"Large","Army","YOUNG",1.37377551789348
"868",2009-09-30,2.58356164383562,"Large","Navy","YOUNG",0.337609477592552
"869",2009-09-30,2.58356164383562,"Large","Air Force","YOUNG",0.379110098820091
"870",2009-09-30,2.58356164383562,"Large","DLA","YOUNG",0.00857291532799307
"871",2009-09-30,2.58356164383562,"Large","MDA","YOUNG",0.00721513341632388
"872",2009-09-30,2.58356164383562,"Large","MilitaryHealth","YOUNG",0.0662287148192249
"873",2009-09-30,2.58356164383562,"Large","Additional DoD Components","YOUNG",0.0379458770621347
"874",2009-09-30,2.58356164383562,"Large (Big 6)","Army","YOUNG",0.953273564754276
"875",2009-09-30,2.58356164383562,"Large (Big 6)","Navy","YOUNG",0.780053561690842
"876",2009-09-30,2.58356164383562,"Large (Big 6)","Air Force","YOUNG",1.52229728750812
"877",2009-09-30,2.58356164383562,"Large (Big 6)","DLA","YOUNG",0.000660343505087681
"878",2009-09-30,2.58356164383562,"Large (Big 6)","MDA","YOUNG",0.0889424431695172
"879",2009-09-30,2.58356164383562,"Large (Big 6)","Additional DoD Components","YOUNG",0.0355265856570686
"880",2009-09-30,2.58356164383562,"Medium","Army","YOUNG",0.45505995702533
"881",2009-09-30,2.58356164383562,"Medium","Navy","YOUNG",0.253208690604027
"882",2009-09-30,2.58356164383562,"Medium","Air Force","YOUNG",0.148027942693224
"883",2009-09-30,2.58356164383562,"Medium","DLA","YOUNG",0.0157991140506603
"884",2009-09-30,2.58356164383562,"Medium","MDA","YOUNG",0.000136770978566789
"885",2009-09-30,2.58356164383562,"Medium","MilitaryHealth","YOUNG",0.192816948895865
"886",2009-09-30,2.58356164383562,"Medium","Additional DoD Components","YOUNG",0.0577935021974453
"887",2009-09-30,2.58356164383562,"Small","Army","YOUNG",0.398106808638233
"888",2009-09-30,2.58356164383562,"Small","Navy","YOUNG",0.163494463000649
"889",2009-09-30,2.58356164383562,"Small","Air Force","YOUNG",0.0995630410045465
"890",2009-09-30,2.58356164383562,"Small","DLA","YOUNG",0.00637820173197662
"891",2009-09-30,2.58356164383562,"Small","MDA","YOUNG",0.0025456294003031
"892",2009-09-30,2.58356164383562,"Small","MilitaryHealth","YOUNG",3.24735873565707e-06
"893",2009-09-30,2.58356164383562,"Small","Additional DoD Components","YOUNG",0.0319514821173414
"894",2009-09-30,2.58356164383562,"Unlabeled","Army","YOUNG",0.0482439425849751
"895",2009-09-30,2.58356164383562,"Unlabeled","Navy","YOUNG",0.000557274193548387
"896",2009-09-30,2.58356164383562,"Unlabeled","Air Force","YOUNG",0.000125696893266941
"897",2009-09-30,2.58356164383562,"Unlabeled","Additional DoD Components","YOUNG",-8.08917514613553e-06
"898",2009-09-30,2.66849315068493,"Large","Army","YOUNG",1.67267032094609
"899",2009-09-30,2.66849315068493,"Large","Navy","YOUNG",0.296359933232301
"900",2009-09-30,2.66849315068493,"Large","Air Force","YOUNG",0.33523128557047
"901",2009-09-30,2.66849315068493,"Large","DLA","YOUNG",0.0832465100562892
"902",2009-09-30,2.66849315068493,"Large","MDA","YOUNG",0.0112213903658801
"903",2009-09-30,2.66849315068493,"Large","MilitaryHealth","YOUNG",0.0214757132496211
"904",2009-09-30,2.66849315068493,"Large","Additional DoD Components","YOUNG",0.15983713742152
"905",2009-09-30,2.66849315068493,"Large (Big 6)","Army","YOUNG",0.540587683416324
"906",2009-09-30,2.66849315068493,"Large (Big 6)","Navy","YOUNG",3.07856902439922
"907",2009-09-30,2.66849315068493,"Large (Big 6)","Air Force","YOUNG",0.370140371985278
"908",2009-09-30,2.66849315068493,"Large (Big 6)","DLA","YOUNG",0.00479883761636718
"909",2009-09-30,2.66849315068493,"Large (Big 6)","MDA","YOUNG",0.0777776845637584
"910",2009-09-30,2.66849315068493,"Large (Big 6)","Additional DoD Components","YOUNG",0.0652165595366963
"911",2009-09-30,2.66849315068493,"Medium","Army","YOUNG",0.592398634141589
"912",2009-09-30,2.66849315068493,"Medium","Navy","YOUNG",0.491231380222992
"913",2009-09-30,2.66849315068493,"Medium","Air Force","YOUNG",0.135869288850401
"914",2009-09-30,2.66849315068493,"Medium","DLA","YOUNG",0.0270875613769214
"915",2009-09-30,2.66849315068493,"Medium","MDA","YOUNG",0.00658057750595367
"916",2009-09-30,2.66849315068493,"Medium","MilitaryHealth","YOUNG",0.00138586490582377
"917",2009-09-30,2.66849315068493,"Medium","Additional DoD Components","YOUNG",0.0442013579454427
"918",2009-09-30,2.66849315068493,"Small","Army","YOUNG",0.349242584888504
"919",2009-09-30,2.66849315068493,"Small","Navy","YOUNG",0.148909631413726
"920",2009-09-30,2.66849315068493,"Small","Air Force","YOUNG",0.167107753712925
"921",2009-09-30,2.66849315068493,"Small","DLA","YOUNG",0.00433299793245291
"922",2009-09-30,2.66849315068493,"Small","MDA","YOUNG",0.00606420998051526
"923",2009-09-30,2.66849315068493,"Small","Additional DoD Components","YOUNG",0.0281797745724183
"924",2009-09-30,2.66849315068493,"Unlabeled","Army","YOUNG",0.0185672866854297
"925",2009-09-30,2.66849315068493,"Unlabeled","Navy","YOUNG",8.27269105867071e-05
"926",2009-09-30,2.66849315068493,"Unlabeled","Air Force","YOUNG",0
"927",2009-09-30,2.66849315068493,"Unlabeled","Additional DoD Components","YOUNG",-1.87842606624811e-06
"928",2009-09-30,2.75068493150685,"Large","Army","YOUNG",1.4730741834488
"929",2009-09-30,2.75068493150685,"Large","Navy","YOUNG",0.474956099545356
"930",2009-09-30,2.75068493150685,"Large","Air Force","YOUNG",0.427311121985278
"931",2009-09-30,2.75068493150685,"Large","DLA","YOUNG",0.0458728867179043
"932",2009-09-30,2.75068493150685,"Large","MDA","YOUNG",0.0070162175037887
"933",2009-09-30,2.75068493150685,"Large","MilitaryHealth","YOUNG",0.0496017047629357
"934",2009-09-30,2.75068493150685,"Large","Additional DoD Components","YOUNG",0.0518513127083784
"935",2009-09-30,2.75068493150685,"Large (Big 6)","Army","YOUNG",0.743111781608573
"936",2009-09-30,2.75068493150685,"Large (Big 6)","Navy","YOUNG",1.36034191862957
"937",2009-09-30,2.75068493150685,"Large (Big 6)","Air Force","YOUNG",0.660902616291405
"938",2009-09-30,2.75068493150685,"Large (Big 6)","DLA","YOUNG",0.00748877578480191
"939",2009-09-30,2.75068493150685,"Large (Big 6)","MDA","YOUNG",0.15648973262611
"940",2009-09-30,2.75068493150685,"Large (Big 6)","Additional DoD Components","YOUNG",0.0309291345529335
"941",2009-09-30,2.75068493150685,"Medium","Army","YOUNG",0.685660950898463
"942",2009-09-30,2.75068493150685,"Medium","Navy","YOUNG",0.261059487951938
"943",2009-09-30,2.75068493150685,"Medium","Air Force","YOUNG",0.0879556273002814
"944",2009-09-30,2.75068493150685,"Medium","DLA","YOUNG",0.0470639744749946
"945",2009-09-30,2.75068493150685,"Medium","MDA","YOUNG",0.0221098257198528
"946",2009-09-30,2.75068493150685,"Medium","MilitaryHealth","YOUNG",0.0659835788265858
"947",2009-09-30,2.75068493150685,"Medium","Additional DoD Components","YOUNG",0.0931864587789565
"948",2009-09-30,2.75068493150685,"Small","Army","YOUNG",0.349378190560727
"949",2009-09-30,2.75068493150685,"Small","Navy","YOUNG",0.147480564202208
"950",2009-09-30,2.75068493150685,"Small","Air Force","YOUNG",0.0934312538319983
"951",2009-09-30,2.75068493150685,"Small","DLA","YOUNG",0.010263164299632
"952",2009-09-30,2.75068493150685,"Small","MDA","YOUNG",0.00465024279064733
"953",2009-09-30,2.75068493150685,"Small","Additional DoD Components","YOUNG",0.0322862400194847
"954",2009-09-30,2.75068493150685,"Unlabeled","Army","YOUNG",0.0626118573609006
"955",2009-09-30,2.75068493150685,"Unlabeled","Navy","YOUNG",0.00106420143970556
"956",2009-09-30,2.75068493150685,"Unlabeled","Air Force","YOUNG",-8.17750595366962e-06
"957",2009-09-30,2.75068493150685,"Unlabeled","Additional DoD Components","YOUNG",-1.36550119073393e-05
"958",2009-09-30,2.83561643835616,"Large","Army","YOUNG",1.18407425283611
"959",2009-09-30,2.83561643835616,"Large","Navy","YOUNG",0.248494834271487
"960",2009-09-30,2.83561643835616,"Large","Air Force","YOUNG",0.33687788742152
"961",2009-09-30,2.83561643835616,"Large","DLA","YOUNG",-0.0532147175470881
"962",2009-09-30,2.83561643835616,"Large","MDA","YOUNG",0.00728038480190518
"963",2009-09-30,2.83561643835616,"Large","MilitaryHealth","YOUNG",-0.00310384245507686
"964",2009-09-30,2.83561643835616,"Large","Additional DoD Components","YOUNG",0.0603513622862091
"965",2009-09-30,2.83561643835616,"Large (Big 6)","Army","YOUNG",0.86447452183373
"966",2009-09-30,2.83561643835616,"Large (Big 6)","Navy","YOUNG",0.378069856484087
"967",2009-09-30,2.83561643835616,"Large (Big 6)","Air Force","YOUNG",0.485473892357653
"968",2009-09-30,2.83561643835616,"Large (Big 6)","DLA","YOUNG",0.00662071613985711
"969",2009-09-30,2.83561643835616,"Large (Big 6)","MDA","YOUNG",0.136011713574367
"970",2009-09-30,2.83561643835616,"Large (Big 6)","Additional DoD Components","YOUNG",0.0509125846828318
"971",2009-09-30,2.83561643835616,"Medium","Army","YOUNG",0.692496101948474
"972",2009-09-30,2.83561643835616,"Medium","Navy","YOUNG",0.230820769733709
"973",2009-09-30,2.83561643835616,"Medium","Air Force","YOUNG",0.181108808075341
"974",2009-09-30,2.83561643835616,"Medium","DLA","YOUNG",0.0260989939489067
"975",2009-09-30,2.83561643835616,"Medium","MDA","YOUNG",0.0116491931586924
"976",2009-09-30,2.83561643835616,"Medium","MilitaryHealth","YOUNG",0.000892452846936566
"977",2009-09-30,2.83561643835616,"Medium","Additional DoD Components","YOUNG",0.03321935185105
"978",2009-09-30,2.83561643835616,"Small","Army","YOUNG",0.381528155315003
"979",2009-09-30,2.83561643835616,"Small","Navy","YOUNG",0.242695592768998
"980",2009-09-30,2.83561643835616,"Small","Air Force","YOUNG",0.162615191870535
"981",2009-09-30,2.83561643835616,"Small","DLA","YOUNG",0.00531857490798874
"982",2009-09-30,2.83561643835616,"Small","MDA","YOUNG",0.00640216243775709
"983",2009-09-30,2.83561643835616,"Small","MilitaryHealth","YOUNG",0
"984",2009-09-30,2.83561643835616,"Small","Additional DoD Components","YOUNG",0.0261731663130548
"985",2009-09-30,2.83561643835616,"Unlabeled","Army","YOUNG",0.0472767300606192
"986",2009-09-30,2.83561643835616,"Unlabeled","Navy","YOUNG",0.000493465652738688
"987",2009-09-30,2.83561643835616,"Unlabeled","Air Force","YOUNG",5.56999350508768e-06
"988",2009-09-30,2.92054794520548,"Large","Army","YOUNG",2.00428948767049
"989",2009-09-30,2.92054794520548,"Large","Navy","YOUNG",0.707256535234899
"990",2009-09-30,2.92054794520548,"Large","Air Force","YOUNG",0.628927144620048
"991",2009-09-30,2.92054794520548,"Large","DLA","YOUNG",-0.0327040117882659
"992",2009-09-30,2.92054794520548,"Large","MDA","YOUNG",0.0174795318034207
"993",2009-09-30,2.92054794520548,"Large","MilitaryHealth","YOUNG",0.00534608259363499
"994",2009-09-30,2.92054794520548,"Large","Additional DoD Components","YOUNG",0.0557286999025763
"995",2009-09-30,2.92054794520548,"Large (Big 6)","Army","YOUNG",1.41792539907989
"996",2009-09-30,2.92054794520548,"Large (Big 6)","Navy","YOUNG",0.436683025427582
"997",2009-09-30,2.92054794520548,"Large (Big 6)","Air Force","YOUNG",0.747004405628924
"998",2009-09-30,2.92054794520548,"Large (Big 6)","DLA","YOUNG",0.0380659222775493
"999",2009-09-30,2.92054794520548,"Large (Big 6)","MDA","YOUNG",0.131816802121671
"1000",2009-09-30,2.92054794520548,"Large (Big 6)","Additional DoD Components","YOUNG",0.0449913564299632
"1001",2009-09-30,2.92054794520548,"Medium","Army","YOUNG",1.58514435529335
"1002",2009-09-30,2.92054794520548,"Medium","Navy","YOUNG",0.556319176629141
"1003",2009-09-30,2.92054794520548,"Medium","Air Force","YOUNG",0.275825095507686
"1004",2009-09-30,2.92054794520548,"Medium","DLA","YOUNG",0.102147710402685
"1005",2009-09-30,2.92054794520548,"Medium","MDA","YOUNG",0.0132424587573068
"1006",2009-09-30,2.92054794520548,"Medium","MilitaryHealth","YOUNG",0.000288819170816194
"1007",2009-09-30,2.92054794520548,"Medium","Additional DoD Components","YOUNG",0.0851055928555964
"1008",2009-09-30,2.92054794520548,"Small","Army","YOUNG",0.763795460153713
"1009",2009-09-30,2.92054794520548,"Small","Navy","YOUNG",0.399985653247456
"1010",2009-09-30,2.92054794520548,"Small","Air Force","YOUNG",0.19087376590171
"1011",2009-09-30,2.92054794520548,"Small","DLA","YOUNG",0.0198752768997619
"1012",2009-09-30,2.92054794520548,"Small","MDA","YOUNG",0.00654276447282962
"1013",2009-09-30,2.92054794520548,"Small","MilitaryHealth","YOUNG",1.21779605975319e-05
"1014",2009-09-30,2.92054794520548,"Small","Additional DoD Components","YOUNG",0.0525036537995237
"1015",2009-09-30,2.92054794520548,"Unlabeled","Army","YOUNG",0.227840919181641
"1016",2009-09-30,2.92054794520548,"Unlabeled","Navy","YOUNG",0.00464137403117558
"1017",2009-09-30,2.92054794520548,"Unlabeled","Air Force","YOUNG",9.8809266074908e-05
"1018",2010-09-30,1,"Large","Army","CARTER",1.14536095537013
"1019",2010-09-30,1,"Large","Navy","CARTER",0.855772333611468
"1020",2010-09-30,1,"Large","Air Force","CARTER",0.496982499358151
"1021",2010-09-30,1,"Large","DLA","CARTER",0.643476394180573
"1022",2010-09-30,1,"Large","MDA","CARTER",9.76587398373984e-05
"1023",2010-09-30,1,"Large","MilitaryHealth","CARTER",0.0613538327021823
"1024",2010-09-30,1,"Large","Additional DoD Components","CARTER",1.31644429010484
"1025",2010-09-30,1,"Large (Big 6)","Army","CARTER",0.264624567736414
"1026",2010-09-30,1,"Large (Big 6)","Navy","CARTER",0.704565341506205
"1027",2010-09-30,1,"Large (Big 6)","Air Force","CARTER",0.545863299721866
"1028",2010-09-30,1,"Large (Big 6)","DLA","CARTER",0.0909276536264442
"1029",2010-09-30,1,"Large (Big 6)","MDA","CARTER",0.0620481782199401
"1030",2010-09-30,1,"Large (Big 6)","Additional DoD Components","CARTER",0.0460549151476252
"1031",2010-09-30,1,"Medium","Army","CARTER",0.893767044458708
"1032",2010-09-30,1,"Medium","Navy","CARTER",0.371499816431322
"1033",2010-09-30,1,"Medium","Air Force","CARTER",0.307693578508772
"1034",2010-09-30,1,"Medium","DLA","CARTER",0.600638969651262
"1035",2010-09-30,1,"Medium","MDA","CARTER",0.000130104835258879
"1036",2010-09-30,1,"Medium","MilitaryHealth","CARTER",0.0983550374411639
"1037",2010-09-30,1,"Medium","Additional DoD Components","CARTER",0.324742698267009
"1038",2010-09-30,1,"Small","Army","CARTER",0.872122068453145
"1039",2010-09-30,1,"Small","Navy","CARTER",0.529012740907146
"1040",2010-09-30,1,"Small","Air Force","CARTER",0.475627036842105
"1041",2010-09-30,1,"Small","DLA","CARTER",0.513337602192983
"1042",2010-09-30,1,"Small","MDA","CARTER",0.000367088093709884
"1043",2010-09-30,1,"Small","Additional DoD Components","CARTER",0.137955221769362
"1044",2010-09-30,1,"Unlabeled","Army","CARTER",0.159065871512623
"1045",2010-09-30,1,"Unlabeled","Navy","CARTER",0.00250760707103124
"1046",2010-09-30,1,"Unlabeled","Air Force","CARTER",0.0536977419341036
"1047",2010-09-30,1,"Unlabeled","Additional DoD Components","CARTER",0
"1048",2010-09-30,1.08493150684932,"Large","Army","CARTER",2.69350659767865
"1049",2010-09-30,1.08493150684932,"Large","Navy","CARTER",0.585054304803166
"1050",2010-09-30,1.08493150684932,"Large","Air Force","CARTER",0.345414221715875
"1051",2010-09-30,1.08493150684932,"Large","DLA","CARTER",2.53486546873128
"1052",2010-09-30,1.08493150684932,"Large","MDA","CARTER",4.01863500213949e-05
"1053",2010-09-30,1.08493150684932,"Large","MilitaryHealth","CARTER",0.0596802116388532
"1054",2010-09-30,1.08493150684932,"Large","Additional DoD Components","CARTER",0.386419062430466
"1055",2010-09-30,1.08493150684932,"Large (Big 6)","Army","CARTER",0.361770631215233
"1056",2010-09-30,1.08493150684932,"Large (Big 6)","Navy","CARTER",0.738788117575952
"1057",2010-09-30,1.08493150684932,"Large (Big 6)","Air Force","CARTER",0.353566311788618
"1058",2010-09-30,1.08493150684932,"Large (Big 6)","DLA","CARTER",0.108336331942662
"1059",2010-09-30,1.08493150684932,"Large (Big 6)","MDA","CARTER",0.0230966163885323
"1060",2010-09-30,1.08493150684932,"Large (Big 6)","Additional DoD Components","CARTER",0.0613605886499786
"1061",2010-09-30,1.08493150684932,"Medium","Army","CARTER",1.21649467439024
"1062",2010-09-30,1.08493150684932,"Medium","Navy","CARTER",0.631583598930253
"1063",2010-09-30,1.08493150684932,"Medium","Air Force","CARTER",0.22440110304878
"1064",2010-09-30,1.08493150684932,"Medium","DLA","CARTER",0.545197743624305
"1065",2010-09-30,1.08493150684932,"Medium","MDA","CARTER",0.00240084683354728
"1066",2010-09-30,1.08493150684932,"Medium","MilitaryHealth","CARTER",0.00753870756311511
"1067",2010-09-30,1.08493150684932,"Medium","Additional DoD Components","CARTER",-0.0972346023534446
"1068",2010-09-30,1.08493150684932,"Small","Army","CARTER",0.932800932980317
"1069",2010-09-30,1.08493150684932,"Small","Navy","CARTER",0.339640682017544
"1070",2010-09-30,1.08493150684932,"Small","Air Force","CARTER",0.192472060879332
"1071",2010-09-30,1.08493150684932,"Small","DLA","CARTER",0.447766797946085
"1072",2010-09-30,1.08493150684932,"Small","MDA","CARTER",0.00192555304878049
"1073",2010-09-30,1.08493150684932,"Small","MilitaryHealth","CARTER",0
"1074",2010-09-30,1.08493150684932,"Small","Additional DoD Components","CARTER",0.0705118654685494
"1075",2010-09-30,1.08493150684932,"Unlabeled","Army","CARTER",0.160442387954643
"1076",2010-09-30,1.08493150684932,"Unlabeled","Navy","CARTER",0.00118885512409071
"1077",2010-09-30,1.08493150684932,"Unlabeled","Air Force","CARTER",0.00328707140564827
"1078",2010-09-30,1.08493150684932,"Unlabeled","DLA","CARTER",0.00017201540436457
"1079",2010-09-30,1.08493150684932,"Unlabeled","Additional DoD Components","CARTER",8.46512088147197e-05
"1080",2010-09-30,1.16712328767123,"Large","Army","CARTER",2.07136773564399
"1081",2010-09-30,1.16712328767123,"Large","Navy","CARTER",1.2637786042255
"1082",2010-09-30,1.16712328767123,"Large","Air Force","CARTER",0.523563983525888
"1083",2010-09-30,1.16712328767123,"Large","DLA","CARTER",0.743884905883611
"1084",2010-09-30,1.16712328767123,"Large","MDA","CARTER",4.98461703038083e-05
"1085",2010-09-30,1.16712328767123,"Large","MilitaryHealth","CARTER",0
"1086",2010-09-30,1.16712328767123,"Large","Additional DoD Components","CARTER",0.552140713275567
"1087",2010-09-30,1.16712328767123,"Large (Big 6)","Army","CARTER",2.44036191110398
"1088",2010-09-30,1.16712328767123,"Large (Big 6)","Navy","CARTER",0.857858352920411
"1089",2010-09-30,1.16712328767123,"Large (Big 6)","Air Force","CARTER",1.76362827333119
"1090",2010-09-30,1.16712328767123,"Large (Big 6)","DLA","CARTER",0.0967227645057766
"1091",2010-09-30,1.16712328767123,"Large (Big 6)","MDA","CARTER",0.0292789206247326
"1092",2010-09-30,1.16712328767123,"Large (Big 6)","Additional DoD Components","CARTER",0.15230023275567
"1093",2010-09-30,1.16712328767123,"Medium","Army","CARTER",1.88857748489516
"1094",2010-09-30,1.16712328767123,"Medium","Navy","CARTER",0.533351488682071
"1095",2010-09-30,1.16712328767123,"Medium","Air Force","CARTER",0.431209640350877
"1096",2010-09-30,1.16712328767123,"Medium","DLA","CARTER",0.511258779610612
"1097",2010-09-30,1.16712328767123,"Medium","MDA","CARTER",0.00359179961489089
"1098",2010-09-30,1.16712328767123,"Medium","MilitaryHealth","CARTER",0.000665362451861361
"1099",2010-09-30,1.16712328767123,"Medium","Additional DoD Components","CARTER",0.213422655915704
"1100",2010-09-30,1.16712328767123,"Small","Army","CARTER",1.54425875765939
"1101",2010-09-30,1.16712328767123,"Small","Navy","CARTER",0.493436852578092
"1102",2010-09-30,1.16712328767123,"Small","Air Force","CARTER",0.31224039682285
"1103",2010-09-30,1.16712328767123,"Small","DLA","CARTER",0.384379096919127
"1104",2010-09-30,1.16712328767123,"Small","MDA","CARTER",0.000683875588361147
"1105",2010-09-30,1.16712328767123,"Small","MilitaryHealth","CARTER",-2.3595378690629e-05
"1106",2010-09-30,1.16712328767123,"Small","Additional DoD Components","CARTER",0.147837887612323
"1107",2010-09-30,1.16712328767123,"Unlabeled","Army","CARTER",0.285059240094138
"1108",2010-09-30,1.16712328767123,"Unlabeled","Navy","CARTER",0.00351207283910997
"1109",2010-09-30,1.16712328767123,"Unlabeled","Air Force","CARTER",0.000671571427043218
"1110",2010-09-30,1.16712328767123,"Unlabeled","Additional DoD Components","CARTER",0.00104319797817715
"1111",2010-09-30,1.25205479452055,"Large","Army","CARTER",1.3158576279632
"1112",2010-09-30,1.25205479452055,"Large","Navy","CARTER",0.605228070175439
"1113",2010-09-30,1.25205479452055,"Large","Air Force","CARTER",0.434283104803167
"1114",2010-09-30,1.25205479452055,"Large","DLA","CARTER",2.63264733966624
"1115",2010-09-30,1.25205479452055,"Large","MDA","CARTER",0.000193172988874626
"1116",2010-09-30,1.25205479452055,"Large","MilitaryHealth","CARTER",0.257232920496363
"1117",2010-09-30,1.25205479452055,"Large","Additional DoD Components","CARTER",0.508569384092854
"1118",2010-09-30,1.25205479452055,"Large (Big 6)","Army","CARTER",0.288458626797176
"1119",2010-09-30,1.25205479452055,"Large (Big 6)","Navy","CARTER",1.44641510899658
"1120",2010-09-30,1.25205479452055,"Large (Big 6)","Air Force","CARTER",1.71108870649337
"1121",2010-09-30,1.25205479452055,"Large (Big 6)","DLA","CARTER",0.0827903080765939
"1122",2010-09-30,1.25205479452055,"Large (Big 6)","MDA","CARTER",0.117308185708173
"1123",2010-09-30,1.25205479452055,"Large (Big 6)","Additional DoD Components","CARTER",0.121277979086436
"1124",2010-09-30,1.25205479452055,"Medium","Army","CARTER",1.62088604437313
"1125",2010-09-30,1.25205479452055,"Medium","Navy","CARTER",0.662195522336329
"1126",2010-09-30,1.25205479452055,"Medium","Air Force","CARTER",0.274784320785195
"1127",2010-09-30,1.25205479452055,"Medium","DLA","CARTER",0.479089623074454
"1128",2010-09-30,1.25205479452055,"Medium","MDA","CARTER",0.00286285034231921
"1129",2010-09-30,1.25205479452055,"Medium","MilitaryHealth","CARTER",0.000457219629867351
"1130",2010-09-30,1.25205479452055,"Medium","Additional DoD Components","CARTER",0.275107842030381
"1131",2010-09-30,1.25205479452055,"Small","Army","CARTER",1.02748089687634
"1132",2010-09-30,1.25205479452055,"Small","Navy","CARTER",0.552290542019683
"1133",2010-09-30,1.25205479452055,"Small","Air Force","CARTER",0.277866044191271
"1134",2010-09-30,1.25205479452055,"Small","DLA","CARTER",0.480619620143346
"1135",2010-09-30,1.25205479452055,"Small","MDA","CARTER",0.00385881234488661
"1136",2010-09-30,1.25205479452055,"Small","MilitaryHealth","CARTER",0
"1137",2010-09-30,1.25205479452055,"Small","Additional DoD Components","CARTER",0.111039568998716
"1138",2010-09-30,1.25205479452055,"Unlabeled","Army","CARTER",0.254562369041506
"1139",2010-09-30,1.25205479452055,"Unlabeled","Navy","CARTER",0.00317865635430039
