"","Fiscal.Year","SinceFirstFiscalYear","Vendor.Size.sum","SubCustomer.component","ATLpolicy","Obligation.2014"
"5907",2014-09-30,4.83561643835616,"Medium","Military
Health","Small Business
Task Force",0.0015968768801
"5908",2014-09-30,4.83561643835616,"Medium","Additional
DoD
Components","Small Business
Task Force",0.0352416303608
"5909",2014-09-30,4.83561643835616,"Small","Army","Small Business
Task Force",0.1876665195786
"5910",2014-09-30,4.83561643835616,"Small","Navy","Small Business
Task Force",0.1834957742804
"5911",2014-09-30,4.83561643835616,"Small","Air Force","Small Business
Task Force",0.0948184974125
"5912",2014-09-30,4.83561643835616,"Small","DLA","Small Business
Task Force",0.0012318493953
"5913",2014-09-30,4.83561643835616,"Small","MDA","Small Business
Task Force",0.0058038156005
"5914",2014-09-30,4.83561643835616,"Small","Military
Health","Small Business
Task Force",9.939e-05
"5915",2014-09-30,4.83561643835616,"Small","Additional
DoD
Components","Small Business
Task Force",0.0261573844723
"5916",2014-09-30,4.83561643835616,"Unlabeled","Army","Small Business
Task Force",-0.0053456280316
"5917",2014-09-30,4.83561643835616,"Unlabeled","Navy","Small Business
Task Force",7.65e-05
"5918",2014-09-30,4.83561643835616,"Unlabeled","Air Force","Small Business
Task Force",0.001129464125
"5919",2014-09-30,4.92054794520548,"Large","Army","Small Business
Task Force",0.6306092497462
"5920",2014-09-30,4.92054794520548,"Large","Navy","Small Business
Task Force",0.6681446544385
"5921",2014-09-30,4.92054794520548,"Large","Air Force","Small Business
Task Force",0.1706159888559
"5922",2014-09-30,4.92054794520548,"Large","DLA","Small Business
Task Force",0.0005754944563
"5923",2014-09-30,4.92054794520548,"Large","MDA","Small Business
Task Force",0.0029258124856
"5924",2014-09-30,4.92054794520548,"Large","Military
Health","Small Business
Task Force",0.4253607942109
"5925",2014-09-30,4.92054794520548,"Large","Additional
DoD
Components","Small Business
Task Force",0.0804019620213
"5926",2014-09-30,4.92054794520548,"Large (Big 6)","Army","Small Business
Task Force",0.7630670968965
"5927",2014-09-30,4.92054794520548,"Large (Big 6)","Navy","Small Business
Task Force",1.0000517968705
"5928",2014-09-30,4.92054794520548,"Large (Big 6)","Air Force","Small Business
Task Force",0.7683592416958
"5929",2014-09-30,4.92054794520548,"Large (Big 6)","DLA","Small Business
Task Force",0.001637776118
"5930",2014-09-30,4.92054794520548,"Large (Big 6)","MDA","Small Business
Task Force",0.2492775558045
"5931",2014-09-30,4.92054794520548,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.086677835723
"5932",2014-09-30,4.92054794520548,"Medium","Army","Small Business
Task Force",0.5955109010043
"5933",2014-09-30,4.92054794520548,"Medium","Navy","Small Business
Task Force",0.4598937355942
"5934",2014-09-30,4.92054794520548,"Medium","Air Force","Small Business
Task Force",0.219165993093
"5935",2014-09-30,4.92054794520548,"Medium","DLA","Small Business
Task Force",-0.0026190762954
"5936",2014-09-30,4.92054794520548,"Medium","MDA","Small Business
Task Force",-0.0037038664793
"5937",2014-09-30,4.92054794520548,"Medium","Military
Health","Small Business
Task Force",0.0003662516788
"5938",2014-09-30,4.92054794520548,"Medium","Additional
DoD
Components","Small Business
Task Force",0.0861902078374
"5939",2014-09-30,4.92054794520548,"Small","Army","Small Business
Task Force",0.5508903031376
"5940",2014-09-30,4.92054794520548,"Small","Navy","Small Business
Task Force",0.2854110501712
"5941",2014-09-30,4.92054794520548,"Small","Air Force","Small Business
Task Force",0.1484608940948
"5942",2014-09-30,4.92054794520548,"Small","DLA","Small Business
Task Force",0.0062006748703
"5943",2014-09-30,4.92054794520548,"Small","MDA","Small Business
Task Force",0.0129355576283
"5944",2014-09-30,4.92054794520548,"Small","Military
Health","Small Business
Task Force",0.0148365542798
"5945",2014-09-30,4.92054794520548,"Small","Additional
DoD
Components","Small Business
Task Force",0.0607351527114
"5946",2014-09-30,4.92054794520548,"Unlabeled","Army","Small Business
Task Force",-0.0090420095683
"5947",2014-09-30,4.92054794520548,"Unlabeled","Navy","Small Business
Task Force",-2.29102505e-05
"5948",2014-09-30,4.92054794520548,"Unlabeled","Air Force","Small Business
Task Force",0.0004601573191
"5949",2014-09-30,5.0027397260274,"Large","Army","CARTER
 pre-IFT",0.0630984295447
"5950",2014-09-30,5.0027397260274,"Large","Navy","CARTER
 pre-IFT",0.0316534284517
"5951",2014-09-30,5.0027397260274,"Large","Air Force","CARTER
 pre-IFT",0.0367145742114
"5952",2014-09-30,5.0027397260274,"Large","DLA","CARTER
 pre-IFT",0.0043755234827
"5953",2014-09-30,5.0027397260274,"Large","MDA","CARTER
 pre-IFT",0
"5954",2014-09-30,5.0027397260274,"Large","Military
Health","CARTER
 pre-IFT",0.474816632
"5955",2014-09-30,5.0027397260274,"Large","Additional
DoD
Components","CARTER
 pre-IFT",0.0289181267614
"5956",2014-09-30,5.0027397260274,"Large (Big 6)","Army","CARTER
 pre-IFT",-0.0108910437508
"5957",2014-09-30,5.0027397260274,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.2222008497705
"5958",2014-09-30,5.0027397260274,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.1369232474129
"5959",2014-09-30,5.0027397260274,"Large (Big 6)","DLA","CARTER
 pre-IFT",0
"5960",2014-09-30,5.0027397260274,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.019765339
"5961",2014-09-30,5.0027397260274,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",-0.0064565854546
"5962",2014-09-30,5.0027397260274,"Medium","Army","CARTER
 pre-IFT",0.0219882760741
"5963",2014-09-30,5.0027397260274,"Medium","Navy","CARTER
 pre-IFT",0.0155134938363
"5964",2014-09-30,5.0027397260274,"Medium","Air Force","CARTER
 pre-IFT",0.0367487218271
"5965",2014-09-30,5.0027397260274,"Medium","DLA","CARTER
 pre-IFT",0.0026429821674
"5966",2014-09-30,5.0027397260274,"Medium","MDA","CARTER
 pre-IFT",-1.00106e-06
"5967",2014-09-30,5.0027397260274,"Medium","Military
Health","CARTER
 pre-IFT",5.955e-07
"5968",2014-09-30,5.0027397260274,"Medium","Additional
DoD
Components","CARTER
 pre-IFT",0.0217559982495
"5969",2014-09-30,5.0027397260274,"Small","Army","CARTER
 pre-IFT",-0.0038259510413
"5970",2014-09-30,5.0027397260274,"Small","Navy","CARTER
 pre-IFT",0.043982012114
"5971",2014-09-30,5.0027397260274,"Small","Air Force","CARTER
 pre-IFT",0.0496245139142
"5972",2014-09-30,5.0027397260274,"Small","DLA","CARTER
 pre-IFT",0.0034450208242
"5973",2014-09-30,5.0027397260274,"Small","MDA","CARTER
 pre-IFT",-0.0002373835098
"5974",2014-09-30,5.0027397260274,"Small","Additional
DoD
Components","CARTER
 pre-IFT",0.0051477506255
"5975",2014-09-30,5.0027397260274,"Unlabeled","Army","CARTER
 pre-IFT",-0.0346416408149
"5976",2014-09-30,5.0027397260274,"Unlabeled","Navy","CARTER
 pre-IFT",-2.31224e-06
"5977",2014-09-30,5.08767123287671,"Large","Army","CARTER
 pre-IFT",0.0850380651139
"5978",2014-09-30,5.08767123287671,"Large","Navy","CARTER
 pre-IFT",0.1196413814655
"5979",2014-09-30,5.08767123287671,"Large","Air Force","CARTER
 pre-IFT",0.1536749595742
"5980",2014-09-30,5.08767123287671,"Large","DLA","CARTER
 pre-IFT",0.0083247107582
"5981",2014-09-30,5.08767123287671,"Large","MDA","CARTER
 pre-IFT",0
"5982",2014-09-30,5.08767123287671,"Large","Military
Health","CARTER
 pre-IFT",0.2888119402529
"5983",2014-09-30,5.08767123287671,"Large","Additional
DoD
Components","CARTER
 pre-IFT",0.0189324286672
"5984",2014-09-30,5.08767123287671,"Large (Big 6)","Army","CARTER
 pre-IFT",0.0126170240142
"5985",2014-09-30,5.08767123287671,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.1057850106874
"5986",2014-09-30,5.08767123287671,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.0792716041603
"5987",2014-09-30,5.08767123287671,"Large (Big 6)","DLA","CARTER
 pre-IFT",-0.0001083438613
"5988",2014-09-30,5.08767123287671,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.161491938
"5989",2014-09-30,5.08767123287671,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0041651418888
"5990",2014-09-30,5.08767123287671,"Medium","Army","CARTER
 pre-IFT",0.0273337463859
"5991",2014-09-30,5.08767123287671,"Medium","Navy","CARTER
 pre-IFT",0.0441671221809
"5992",2014-09-30,5.08767123287671,"Medium","Air Force","CARTER
 pre-IFT",0.0304706812886
"5993",2014-09-30,5.08767123287671,"Medium","DLA","CARTER
 pre-IFT",0.0012742380205
"5994",2014-09-30,5.08767123287671,"Medium","MDA","CARTER
 pre-IFT",0.0001491554063
"5995",2014-09-30,5.08767123287671,"Medium","Military
Health","CARTER
 pre-IFT",0
"5996",2014-09-30,5.08767123287671,"Medium","Additional
DoD
Components","CARTER
 pre-IFT",0.0138319489428
"5997",2014-09-30,5.08767123287671,"Small","Army","CARTER
 pre-IFT",0.0266187163541
"5998",2014-09-30,5.08767123287671,"Small","Navy","CARTER
 pre-IFT",0.0402743473036
"5999",2014-09-30,5.08767123287671,"Small","Air Force","CARTER
 pre-IFT",0.0211603661095
"6000",2014-09-30,5.08767123287671,"Small","DLA","CARTER
 pre-IFT",-0.0005042047512
"6001",2014-09-30,5.08767123287671,"Small","MDA","CARTER
 pre-IFT",0.001497776
"6002",2014-09-30,5.08767123287671,"Small","Additional
DoD
Components","CARTER
 pre-IFT",0.0116891530974
"6003",2014-09-30,5.08767123287671,"Unlabeled","Army","CARTER
 pre-IFT",-0.0055913324218
"6004",2014-09-30,5.16986301369863,"Large","Army","CARTER
 pre-IFT",0.0557472690184
"6005",2014-09-30,5.16986301369863,"Large","Navy","CARTER
 pre-IFT",0.1218251099329
"6006",2014-09-30,5.16986301369863,"Large","Air Force","CARTER
 pre-IFT",0.0496006567748
"6007",2014-09-30,5.16986301369863,"Large","DLA","CARTER
 pre-IFT",0.0030909770089
"6008",2014-09-30,5.16986301369863,"Large","MDA","CARTER
 pre-IFT",0
"6009",2014-09-30,5.16986301369863,"Large","Military
Health","CARTER
 pre-IFT",0.2017914956895
"6010",2014-09-30,5.16986301369863,"Large","Additional
DoD
Components","CARTER
 pre-IFT",0.0126693475474
"6011",2014-09-30,5.16986301369863,"Large (Big 6)","Army","CARTER
 pre-IFT",0.0241400544853
"6012",2014-09-30,5.16986301369863,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.1755048496125
"6013",2014-09-30,5.16986301369863,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.0371622825093
"6014",2014-09-30,5.16986301369863,"Large (Big 6)","DLA","CARTER
 pre-IFT",-4.0105e-05
"6015",2014-09-30,5.16986301369863,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.006555736625
"6016",2014-09-30,5.16986301369863,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.018243556589
"6017",2014-09-30,5.16986301369863,"Medium","Army","CARTER
 pre-IFT",0.1475864635991
"6018",2014-09-30,5.16986301369863,"Medium","Navy","CARTER
 pre-IFT",0.1947380472646
"6019",2014-09-30,5.16986301369863,"Medium","Air Force","CARTER
 pre-IFT",0.0420627640846
"6020",2014-09-30,5.16986301369863,"Medium","DLA","CARTER
 pre-IFT",0.0050624212543
"6021",2014-09-30,5.16986301369863,"Medium","MDA","CARTER
 pre-IFT",0.000356819
"6022",2014-09-30,5.16986301369863,"Medium","Military
Health","CARTER
 pre-IFT",0
"6023",2014-09-30,5.16986301369863,"Medium","Additional
DoD
Components","CARTER
 pre-IFT",0.0094536990131
"6024",2014-09-30,5.16986301369863,"Small","Army","CARTER
 pre-IFT",0.0464323007135
"6025",2014-09-30,5.16986301369863,"Small","Navy","CARTER
 pre-IFT",0.0410955281145
"6026",2014-09-30,5.16986301369863,"Small","Air Force","CARTER
 pre-IFT",0.008334586402
"6027",2014-09-30,5.16986301369863,"Small","DLA","CARTER
 pre-IFT",-3.05683265e-05
"6028",2014-09-30,5.16986301369863,"Small","MDA","CARTER
 pre-IFT",0.000741
"6029",2014-09-30,5.16986301369863,"Small","Military
Health","CARTER
 pre-IFT",0.000253431
"6030",2014-09-30,5.16986301369863,"Small","Additional
DoD
Components","CARTER
 pre-IFT",0.0114383088997
"6031",2014-09-30,5.16986301369863,"Unlabeled","Army","CARTER
 pre-IFT",0.0083341883442
"6032",2014-09-30,5.16986301369863,"Unlabeled","Navy","CARTER
 pre-IFT",-3.4825e-07
"6033",2014-09-30,5.25479452054795,"Large","Army","CARTER
 pre-IFT",0.1451556042868
"6034",2014-09-30,5.25479452054795,"Large","Navy","CARTER
 pre-IFT",0.0854511740339
"6035",2014-09-30,5.25479452054795,"Large","Air Force","CARTER
 pre-IFT",0.0563522008986
"6036",2014-09-30,5.25479452054795,"Large","DLA","CARTER
 pre-IFT",-2.58348080000001e-06
"6037",2014-09-30,5.25479452054795,"Large","MDA","CARTER
 pre-IFT",-2.74552e-06
"6038",2014-09-30,5.25479452054795,"Large","Military
Health","CARTER
 pre-IFT",0.128031785
"6039",2014-09-30,5.25479452054795,"Large","Additional
DoD
Components","CARTER
 pre-IFT",0.0164915298451
"6040",2014-09-30,5.25479452054795,"Large (Big 6)","Army","CARTER
 pre-IFT",0.020631569884
"6041",2014-09-30,5.25479452054795,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.0639883021074
"6042",2014-09-30,5.25479452054795,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.0856917229294
"6043",2014-09-30,5.25479452054795,"Large (Big 6)","DLA","CARTER
 pre-IFT",0
"6044",2014-09-30,5.25479452054795,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.0018261374751
"6045",2014-09-30,5.25479452054795,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.084760494211
"6046",2014-09-30,5.25479452054795,"Medium","Army","CARTER
 pre-IFT",0.154095552647
"6047",2014-09-30,5.25479452054795,"Medium","Navy","CARTER
 pre-IFT",0.0509619955226
"6048",2014-09-30,5.25479452054795,"Medium","Air Force","CARTER
 pre-IFT",0.0367945567105
"6049",2014-09-30,5.25479452054795,"Medium","DLA","CARTER
 pre-IFT",0.004718469193
"6050",2014-09-30,5.25479452054795,"Medium","MDA","CARTER
 pre-IFT",8e-05
"6051",2014-09-30,5.25479452054795,"Medium","Military
Health","CARTER
 pre-IFT",6.637e-06
"6052",2014-09-30,5.25479452054795,"Medium","Additional
DoD
Components","CARTER
 pre-IFT",-5.04693768e-05
"6053",2014-09-30,5.25479452054795,"Small","Army","CARTER
 pre-IFT",0.0389313209611
"6054",2014-09-30,5.25479452054795,"Small","Navy","CARTER
 pre-IFT",0.0599298187257
"6055",2014-09-30,5.25479452054795,"Small","Air Force","CARTER
 pre-IFT",0.0123595242064
"6056",2014-09-30,5.25479452054795,"Small","DLA","CARTER
 pre-IFT",0.0082693942364
"6057",2014-09-30,5.25479452054795,"Small","MDA","CARTER
 pre-IFT",0.00018
"6058",2014-09-30,5.25479452054795,"Small","Additional
DoD
Components","CARTER
 pre-IFT",0.0071815649906
"6059",2014-09-30,5.25479452054795,"Unlabeled","Army","CARTER
 pre-IFT",0.0020713161557
"6060",2014-09-30,5.33972602739726,"Large","Army","CARTER
 pre-IFT",0.0893306456644
"6061",2014-09-30,5.33972602739726,"Large","Navy","CARTER
 pre-IFT",0.0680560395021
"6062",2014-09-30,5.33972602739726,"Large","Air Force","CARTER
 pre-IFT",0.062822304832
"6063",2014-09-30,5.33972602739726,"Large","DLA","CARTER
 pre-IFT",0.0002371684466
"6064",2014-09-30,5.33972602739726,"Large","MDA","CARTER
 pre-IFT",0
"6065",2014-09-30,5.33972602739726,"Large","Military
Health","CARTER
 pre-IFT",0.325283328
"6066",2014-09-30,5.33972602739726,"Large","Additional
DoD
Components","CARTER
 pre-IFT",0.0224242216215
"6067",2014-09-30,5.33972602739726,"Large (Big 6)","Army","CARTER
 pre-IFT",0.0240732167286
"6068",2014-09-30,5.33972602739726,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.0860351463486
"6069",2014-09-30,5.33972602739726,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.0924626754832
"6070",2014-09-30,5.33972602739726,"Large (Big 6)","DLA","CARTER
 pre-IFT",-0.00011022
"6071",2014-09-30,5.33972602739726,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.04044959075
"6072",2014-09-30,5.33972602739726,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.002358758856
"6073",2014-09-30,5.33972602739726,"Medium","Army","CARTER
 pre-IFT",0.0205164585398
"6074",2014-09-30,5.33972602739726,"Medium","Navy","CARTER
 pre-IFT",0.0447668606489
"6075",2014-09-30,5.33972602739726,"Medium","Air Force","CARTER
 pre-IFT",0.0329034871696
"6076",2014-09-30,5.33972602739726,"Medium","DLA","CARTER
 pre-IFT",0.0105035051802
"6077",2014-09-30,5.33972602739726,"Medium","MDA","CARTER
 pre-IFT",0.0003737269102
"6078",2014-09-30,5.33972602739726,"Medium","Military
Health","CARTER
 pre-IFT",7.622038e-05
"6079",2014-09-30,5.33972602739726,"Medium","Additional
DoD
Components","CARTER
 pre-IFT",0.014263085506
"6080",2014-09-30,5.33972602739726,"Small","Army","CARTER
 pre-IFT",0.028665815576
"6081",2014-09-30,5.33972602739726,"Small","Navy","CARTER
 pre-IFT",0.0439768438417
"6082",2014-09-30,5.33972602739726,"Small","Air Force","CARTER
 pre-IFT",0.0240250796036
"6083",2014-09-30,5.33972602739726,"Small","DLA","CARTER
 pre-IFT",9.264191e-05
"6084",2014-09-30,5.33972602739726,"Small","MDA","CARTER
 pre-IFT",0.000243
"6085",2014-09-30,5.33972602739726,"Small","Additional
DoD
Components","CARTER
 pre-IFT",0.0112000070585
"6086",2014-09-30,5.33972602739726,"Unlabeled","Army","CARTER
 pre-IFT",0.0029614040878
"6087",2014-09-30,5.33972602739726,"Unlabeled","Navy","CARTER
 pre-IFT",-2.38452e-06
"6088",2014-09-30,5.33972602739726,"Unlabeled","Air Force","CARTER
 pre-IFT",0
"6089",2014-09-30,5.41643835616438,"Large","Army","CARTER
 pre-IFT",0.246932545202
"6090",2014-09-30,5.41643835616438,"Large","Navy","CARTER
 pre-IFT",0.2194027222973
"6091",2014-09-30,5.41643835616438,"Large","Air Force","CARTER
 pre-IFT",0.0616780389813
"6092",2014-09-30,5.41643835616438,"Large","DLA","CARTER
 pre-IFT",0.0115535704101
"6093",2014-09-30,5.41643835616438,"Large","Military
Health","CARTER
 pre-IFT",0.973087337875
"6094",2014-09-30,5.41643835616438,"Large","Additional
DoD
Components","CARTER
 pre-IFT",0.0352048249915
"6095",2014-09-30,5.41643835616438,"Large (Big 6)","Army","CARTER
 pre-IFT",0.0138541509494
"6096",2014-09-30,5.41643835616438,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.103670722622
"6097",2014-09-30,5.41643835616438,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.0678464246729
"6098",2014-09-30,5.41643835616438,"Large (Big 6)","DLA","CARTER
 pre-IFT",-0.0003128205284
"6099",2014-09-30,5.41643835616438,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.1738275684413
"6100",2014-09-30,5.41643835616438,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0100945480942
"6101",2014-09-30,5.41643835616438,"Medium","Army","CARTER
 pre-IFT",0.0641728999764
"6102",2014-09-30,5.41643835616438,"Medium","Navy","CARTER
 pre-IFT",0.0598593426959
"6103",2014-09-30,5.41643835616438,"Medium","Air Force","CARTER
 pre-IFT",0.0939097348421
"6104",2014-09-30,5.41643835616438,"Medium","DLA","CARTER
 pre-IFT",-0.0006017578593
"6105",2014-09-30,5.41643835616438,"Medium","MDA","CARTER
 pre-IFT",0.0016304742031
"6106",2014-09-30,5.41643835616438,"Medium","Military
Health","CARTER
 pre-IFT",-0.000433448
"6107",2014-09-30,5.41643835616438,"Medium","Additional
DoD
Components","CARTER
 pre-IFT",0.0060819222655
"6108",2014-09-30,5.41643835616438,"Small","Army","CARTER
 pre-IFT",0.0847905836412
"6109",2014-09-30,5.41643835616438,"Small","Navy","CARTER
 pre-IFT",0.0452273759675
"6110",2014-09-30,5.41643835616438,"Small","Air Force","CARTER
 pre-IFT",0.0217586793711
"6111",2014-09-30,5.41643835616438,"Small","DLA","CARTER
 pre-IFT",0.0005604364836
"6112",2014-09-30,5.41643835616438,"Small","MDA","CARTER
 pre-IFT",0.0046726949697
"6113",2014-09-30,5.41643835616438,"Small","Additional
DoD
Components","CARTER
 pre-IFT",0.0139694088859
"6114",2014-09-30,5.41643835616438,"Unlabeled","Army","CARTER
 pre-IFT",0.00183388971
"6115",2014-09-30,5.41643835616438,"Unlabeled","Navy","CARTER
 pre-IFT",-1.02414697e-05
"6116",2014-09-30,5.5013698630137,"Large","Army","CARTER
 pre-IFT",0.0542331162875
"6117",2014-09-30,5.5013698630137,"Large","Navy","CARTER
 pre-IFT",0.0703949489167
"6118",2014-09-30,5.5013698630137,"Large","Air Force","CARTER
 pre-IFT",0.0438577633986
"6119",2014-09-30,5.5013698630137,"Large","DLA","CARTER
 pre-IFT",-0.0003623565705
"6120",2014-09-30,5.5013698630137,"Large","Military
Health","CARTER
 pre-IFT",-0.0327641327656
"6121",2014-09-30,5.5013698630137,"Large","Additional
DoD
Components","CARTER
 pre-IFT",0.0603920175814
"6122",2014-09-30,5.5013698630137,"Large (Big 6)","Army","CARTER
 pre-IFT",0.0283225700973
"6123",2014-09-30,5.5013698630137,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.1294990064226
"6124",2014-09-30,5.5013698630137,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.2046972471703
"6125",2014-09-30,5.5013698630137,"Large (Big 6)","DLA","CARTER
 pre-IFT",0
"6126",2014-09-30,5.5013698630137,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.06198790075
"6127",2014-09-30,5.5013698630137,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0090550297779
"6128",2014-09-30,5.5013698630137,"Medium","Army","CARTER
 pre-IFT",0.084483809564
"6129",2014-09-30,5.5013698630137,"Medium","Navy","CARTER
 pre-IFT",0.0918820683006
"6130",2014-09-30,5.5013698630137,"Medium","Air Force","CARTER
 pre-IFT",0.0494836391778
"6131",2014-09-30,5.5013698630137,"Medium","DLA","CARTER
 pre-IFT",0.0263495379435
"6132",2014-09-30,5.5013698630137,"Medium","MDA","CARTER
 pre-IFT",0.000193003
"6133",2014-09-30,5.5013698630137,"Medium","Military
Health","CARTER
 pre-IFT",-2.42965508e-05
"6134",2014-09-30,5.5013698630137,"Medium","Additional
DoD
Components","CARTER
 pre-IFT",-0.0035068551621
"6135",2014-09-30,5.5013698630137,"Small","Army","CARTER
 pre-IFT",0.0277908117622
"6136",2014-09-30,5.5013698630137,"Small","Navy","CARTER
 pre-IFT",0.0353351743592
"6137",2014-09-30,5.5013698630137,"Small","Air Force","CARTER
 pre-IFT",0.0267701745284
"6138",2014-09-30,5.5013698630137,"Small","DLA","CARTER
 pre-IFT",-0.0025454872071
"6139",2014-09-30,5.5013698630137,"Small","MDA","CARTER
 pre-IFT",0.00039701468
"6140",2014-09-30,5.5013698630137,"Small","Additional
DoD
Components","CARTER
 pre-IFT",0.0062733631699
"6141",2014-09-30,5.5013698630137,"Unlabeled","Army","CARTER
 pre-IFT",0.0017114131518
"6142",2014-09-30,5.5013698630137,"Unlabeled","Navy","CARTER
 pre-IFT",-1.13962e-06
"6143",2014-09-30,5.58356164383562,"Large","Army","CARTER
 pre-IFT",0.1330791362579
"6144",2014-09-30,5.58356164383562,"Large","Navy","CARTER
 pre-IFT",0.150050893706
"6145",2014-09-30,5.58356164383562,"Large","Air Force","CARTER
 pre-IFT",0.2052016648436
"6146",2014-09-30,5.58356164383562,"Large","DLA","CARTER
 pre-IFT",-0.0002709775999
"6147",2014-09-30,5.58356164383562,"Large","MDA","CARTER
 pre-IFT",0
"6148",2014-09-30,5.58356164383562,"Large","Military
Health","CARTER
 pre-IFT",6.9436e-05
"6149",2014-09-30,5.58356164383562,"Large","Additional
DoD
Components","CARTER
 pre-IFT",0.0118380922982
"6150",2014-09-30,5.58356164383562,"Large (Big 6)","Army","CARTER
 pre-IFT",0.032735022781
"6151",2014-09-30,5.58356164383562,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.0862956797751
"6152",2014-09-30,5.58356164383562,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.1143848360582
"6153",2014-09-30,5.58356164383562,"Large (Big 6)","DLA","CARTER
 pre-IFT",0.0004649362969
"6154",2014-09-30,5.58356164383562,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.0582474782656
"6155",2014-09-30,5.58356164383562,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",-0.0002791967834
"6156",2014-09-30,5.58356164383562,"Medium","Army","CARTER
 pre-IFT",0.0251051810762
"6157",2014-09-30,5.58356164383562,"Medium","Navy","CARTER
 pre-IFT",0.0551283633534
"6158",2014-09-30,5.58356164383562,"Medium","Air Force","CARTER
 pre-IFT",0.0199048293055
"6159",2014-09-30,5.58356164383562,"Medium","DLA","CARTER
 pre-IFT",0.002760373795
"6160",2014-09-30,5.58356164383562,"Medium","MDA","CARTER
 pre-IFT",0.0006021150084
"6161",2014-09-30,5.58356164383562,"Medium","Military
Health","CARTER
 pre-IFT",0.000103485
"6162",2014-09-30,5.58356164383562,"Medium","Additional
DoD
Components","CARTER
 pre-IFT",0.0149150732343
"6163",2014-09-30,5.58356164383562,"Small","Army","CARTER
 pre-IFT",0.0618578500344
"6164",2014-09-30,5.58356164383562,"Small","Navy","CARTER
 pre-IFT",0.0497174263646
"6165",2014-09-30,5.58356164383562,"Small","Air Force","CARTER
 pre-IFT",0.0087770049416
"6166",2014-09-30,5.58356164383562,"Small","DLA","CARTER
 pre-IFT",-9.517438e-05
"6167",2014-09-30,5.58356164383562,"Small","MDA","CARTER
 pre-IFT",0.000517718715
"6168",2014-09-30,5.58356164383562,"Small","Military
Health","CARTER
 pre-IFT",9.99978828e-05
"6169",2014-09-30,5.58356164383562,"Small","Additional
DoD
Components","CARTER
 pre-IFT",0.0232522701513
"6170",2014-09-30,5.58356164383562,"Unlabeled","Army","CARTER
 pre-IFT",-0.0003803718261
"6171",2014-09-30,5.66849315068493,"Large","Army","CARTER
 pre-IFT",0.6802248240413
"6172",2014-09-30,5.66849315068493,"Large","Navy","CARTER
 pre-IFT",0.1512981727442
"6173",2014-09-30,5.66849315068493,"Large","Air Force","CARTER
 pre-IFT",0.0239525730584
"6174",2014-09-30,5.66849315068493,"Large","DLA","CARTER
 pre-IFT",-2.42085129e-05
"6175",2014-09-30,5.66849315068493,"Large","MDA","CARTER
 pre-IFT",-2.01141e-06
"6176",2014-09-30,5.66849315068493,"Large","Military
Health","CARTER
 pre-IFT",-0.005842718
"6177",2014-09-30,5.66849315068493,"Large","Additional
DoD
Components","CARTER
 pre-IFT",0.0057446867545
"6178",2014-09-30,5.66849315068493,"Large (Big 6)","Army","CARTER
 pre-IFT",0.0089972652466
"6179",2014-09-30,5.66849315068493,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.0711457320947
"6180",2014-09-30,5.66849315068493,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.124883891044
"6181",2014-09-30,5.66849315068493,"Large (Big 6)","DLA","CARTER
 pre-IFT",0
"6182",2014-09-30,5.66849315068493,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.003337496625
"6183",2014-09-30,5.66849315068493,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",-0.0010442898427
