"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Vendor.Size.sum","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"673",2009-06-30,"Q3",2009-04-26,2.5013698630137,"Medium","Air Force","YOUNG",0.679474358908855,0.694448455856246
"674",2009-06-30,"Q3",2009-04-26,2.5013698630137,"Medium","DLA","YOUNG",0.596262641545789,0.766841142336004
"675",2009-06-30,"Q3",2009-04-26,2.5013698630137,"Medium","MDA","YOUNG",0.00793157068629573,0.0113303678934834
"676",2009-06-30,"Q3",2009-04-26,2.5013698630137,"Medium","MilitaryHealth","YOUNG",4.06798008226889e-05,0.00193329754997474
"677",2009-06-30,"Q3",2009-04-26,2.5013698630137,"Medium","Additional DoD Components","YOUNG",0.0952684356678935,0.154069851381973
"678",2009-06-30,"Q3",2009-04-26,2.5013698630137,"Small","Army","YOUNG",1.40641472053475,1.62517913836689
"679",2009-06-30,"Q3",2009-04-26,2.5013698630137,"Small","Navy","YOUNG",0.639224979421953,0.877622218965144
"680",2009-06-30,"Q3",2009-04-26,2.5013698630137,"Small","Air Force","YOUNG",0.559072888363282,0.503799293295915
"681",2009-06-30,"Q3",2009-04-26,2.5013698630137,"Small","DLA","YOUNG",0.499821896795843,0.834256521970845
"682",2009-06-30,"Q3",2009-04-26,2.5013698630137,"Small","MDA","YOUNG",0.00967395338817926,0.011690325976041
"683",2009-06-30,"Q3",2009-04-26,2.5013698630137,"Small","MilitaryHealth","YOUNG",1.16908421736307e-05,0.000141710738255034
"684",2009-06-30,"Q3",2009-04-26,2.5013698630137,"Small","Additional DoD Components","YOUNG",0.162612195020567,0.1836155444685
"685",2009-06-30,"Q3",2009-04-26,2.5013698630137,"Unlabeled","Army","YOUNG",0.252798747802555,0.310478745994804
"686",2009-06-30,"Q3",2009-04-26,2.5013698630137,"Unlabeled","Navy","YOUNG",0.00215232574150249,0.00553658795915422
"687",2009-06-30,"Q3",2009-04-26,2.5013698630137,"Unlabeled","Air Force","YOUNG",0.000640563076423468,0.00291087838276683
"688",2009-06-30,"Q3",2009-04-26,2.5013698630137,"Unlabeled","DLA","YOUNG",0,0.000600707411322688
"689",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Large","Army","CARTER
 pre-IFT",0.4646997574042,NA
"690",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Large","Navy","CARTER
 pre-IFT",0.0932561224940463,NA
"691",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Large","Air Force","CARTER
 pre-IFT",0.125746756180992,NA
"692",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Large","DLA","CARTER
 pre-IFT",0.154957046763369,NA
"693",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Large","Additional DoD Components","CARTER
 pre-IFT",0.252622856137692,NA
"694",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Large (Big 6)","Army","CARTER
 pre-IFT",0.136708554091795,NA
"695",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.0270914488633903,NA
"696",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.0568853271703832,NA
"697",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Large (Big 6)","DLA","CARTER
 pre-IFT",0.0583317164537779,NA
"698",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Large (Big 6)","Additional DoD Components","CARTER
 pre-IFT",0.180283027116259,NA
"699",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Medium","Army","CARTER
 pre-IFT",0.340637641350942,NA
"700",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Medium","Navy","CARTER
 pre-IFT",0.191386917005845,NA
"701",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Medium","Air Force","CARTER
 pre-IFT",0.0676003554990258,NA
"702",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Medium","DLA","CARTER
 pre-IFT",0.109005977679151,NA
"703",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Medium","MDA","CARTER
 pre-IFT",0.000100454643862308,NA
"704",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Medium","Additional DoD Components","CARTER
 pre-IFT",0.0158729305044382,NA
"705",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Small","Army","CARTER
 pre-IFT",0.2832770333622,NA
"706",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Small","Navy","CARTER
 pre-IFT",0.155453738709677,NA
"707",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Small","Air Force","CARTER
 pre-IFT",0.272827130147218,NA
"708",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Small","DLA","CARTER
 pre-IFT",0.0929599552392293,NA
"709",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Small","MilitaryHealth","CARTER
 pre-IFT",5.52067547088114e-06,NA
"710",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Small","Additional DoD Components","CARTER
 pre-IFT",0.0299493120588872,NA
"711",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Unlabeled","Army","CARTER
 pre-IFT",0.0612653021000217,NA
"712",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Unlabeled","Navy","CARTER
 pre-IFT",0.000652993515912535,NA
"713",2009-06-30,"Q3",2009-09-30,0.498630136986301,"Unlabeled","Air Force","CARTER
 pre-IFT",0.00297038833080753,NA
"714",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Large","Army","CARTER
 pre-IFT",1.05393898279931,NA
"715",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Large","Navy","CARTER
 pre-IFT",0.411049058649058,NA
"716",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Large","Air Force","CARTER
 pre-IFT",0.325569547272137,NA
"717",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Large","DLA","CARTER
 pre-IFT",0.764627477895649,NA
"718",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Large","MDA","CARTER
 pre-IFT",0.000534719095042217,NA
"719",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Large","Additional DoD Components","CARTER
 pre-IFT",0.270130111593418,NA
"720",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Large (Big 6)","Army","CARTER
 pre-IFT",0.403567295009742,NA
"721",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.903239044295302,NA
"722",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Large (Big 6)","Air Force","CARTER
 pre-IFT",1.60863870247889,NA
"723",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Large (Big 6)","DLA","CARTER
 pre-IFT",0.227415303691275,NA
"724",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.0056243927256982,NA
"725",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Large (Big 6)","Additional DoD Components","CARTER
 pre-IFT",0.0805862857544923,NA
"726",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Medium","Army","CARTER
 pre-IFT",1.608674755315,NA
"727",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Medium","Navy","CARTER
 pre-IFT",0.767272064754276,NA
"728",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Medium","Air Force","CARTER
 pre-IFT",0.307456981500325,NA
"729",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Medium","DLA","CARTER
 pre-IFT",0.487232960413509,NA
"730",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Medium","MDA","CARTER
 pre-IFT",0.000859762935700368,NA
"731",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Medium","MilitaryHealth","CARTER
 pre-IFT",0.0249842812297034,NA
"732",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Medium","Additional DoD Components","CARTER
 pre-IFT",0.083910457631522,NA
"733",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Small","Army","CARTER
 pre-IFT",1.25541056954969,NA
"734",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Small","Navy","CARTER
 pre-IFT",0.661503923825503,NA
"735",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Small","Air Force","CARTER
 pre-IFT",0.428578135018402,NA
"736",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Small","DLA","CARTER
 pre-IFT",0.543103226434293,NA
"737",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Small","MDA","CARTER
 pre-IFT",0.00394665653821173,NA
"738",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Small","MilitaryHealth","CARTER
 pre-IFT",0.000265058508335137,NA
"739",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Small","Additional DoD Components","CARTER
 pre-IFT",0.0972676808941329,NA
"740",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Unlabeled","Army","CARTER
 pre-IFT",0.329117163931587,NA
"741",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Unlabeled","Navy","CARTER
 pre-IFT",0.0045457676445118,NA
"742",2009-06-30,"Q3",2009-09-30,0.580821917808219,"Unlabeled","Air Force","CARTER
 pre-IFT",0.00459582608789781,NA
"743",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Large","Army","CARTER
 pre-IFT",2.72054587964927,1.41306153995093
"744",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Large","Navy","CARTER
 pre-IFT",0.67202951630223,0.392111565815111
"745",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Large","Air Force","CARTER
 pre-IFT",0.281383879865772,0.244233394439633
"746",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Large","DLA","CARTER
 pre-IFT",2.68649251146352,1.20202567870751
"747",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Large","MDA","CARTER
 pre-IFT",0.000103858194414375,NA
"748",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Large","Additional DoD Components","CARTER
 pre-IFT",0.622651721606408,0.381801563112506
"749",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Large (Big 6)","Army","CARTER
 pre-IFT",0.480704283026629,0.340326710709389
"750",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.521617398257199,0.483982630471964
"751",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.568320439716389,0.744614823121888
"752",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Large (Big 6)","DLA","CARTER
 pre-IFT",0.0954061981273003,0.127051072757451
"753",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.00251350941762286,NA
"754",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Large (Big 6)","Additional DoD Components","CARTER
 pre-IFT",0.0916951246481923,0.117521479172981
"755",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Medium","Army","CARTER
 pre-IFT",2.16450751836978,1.37127330501191
"756",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Medium","Navy","CARTER
 pre-IFT",1.01579861819658,0.6581525333189
"757",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Medium","Air Force","CARTER
 pre-IFT",0.399545527365231,0.258200954788194
"758",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Medium","DLA","CARTER
 pre-IFT",0.556422947607707,0.384220628566789
"759",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Medium","MDA","CARTER
 pre-IFT",0.000623675330158043,0.000527964303240239
"760",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Medium","MilitaryHealth","CARTER
 pre-IFT",5.75709027928123e-06,NA
"761",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Medium","Additional DoD Components","CARTER
 pre-IFT",0.126054878177095,0.0752794221043516
"762",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Small","Army","CARTER
 pre-IFT",1.63388054126434,1.05752271472541
"763",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Small","Navy","CARTER
 pre-IFT",0.859653458324313,0.558870373619831
"764",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Small","Air Force","CARTER
 pre-IFT",0.581021885895215,0.427475717020279
"765",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Small","DLA","CARTER
 pre-IFT",0.585986678815761,0.407349953496428
"766",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Small","MDA","CARTER
 pre-IFT",0.0137683686945226,NA
"767",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Small","MilitaryHealth","CARTER
 pre-IFT",1.32893266940896e-05,9.46228368333694e-05
"768",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Small","Additional DoD Components","CARTER
 pre-IFT",0.137091351169084,0.0881027813740348
"769",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Unlabeled","Army","CARTER
 pre-IFT",0.507138253442304,0.299173573157971
"770",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Unlabeled","Navy","CARTER
 pre-IFT",0.00395396971205889,0.00305091029082774
"771",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Unlabeled","Air Force","CARTER
 pre-IFT",0.00345107373890452,0.00367242938586996
"772",2009-06-30,"Q3",2009-09-30,0.665753424657534,"Unlabeled","Additional DoD Components","CARTER
 pre-IFT",5.08994371075991e-06,NA
"773",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Large","Army","YOUNG",1.37377551789348,2.33555454904741
"774",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Large","Navy","YOUNG",0.337609477592552,0.927600369307931
"775",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Large","Air Force","YOUNG",0.379110098820091,0.656009908219672
"776",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Large","DLA","YOUNG",0.00857291532799307,1.89998062054918
"777",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Large","MDA","YOUNG",0.00721513341632388,0.0124423265425417
"778",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Large","MilitaryHealth","YOUNG",0.0662287148192249,0.0360480100562892
"779",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Large","Additional DoD Components","YOUNG",0.0379458770621347,0.400812214866133
"780",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Large (Big 6)","Army","YOUNG",0.953273564754276,1.30429289331746
"781",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Large (Big 6)","Navy","YOUNG",0.780053561690842,1.5587563094068
"782",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Large (Big 6)","Air Force","YOUNG",1.52229728750812,1.23153457834668
"783",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Large (Big 6)","DLA","YOUNG",0.000660343505087681,0.0411244488309158
"784",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Large (Big 6)","MDA","YOUNG",0.0889424431695172,0.0884855008299054
"785",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Large (Big 6)","Additional DoD Components","YOUNG",0.0355265856570686,0.0829139048531428
"786",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Medium","Army","YOUNG",0.45505995702533,1.67335992593996
"787",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Medium","Navy","YOUNG",0.253208690604027,0.675602906022227
"788",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Medium","Air Force","YOUNG",0.148027942693224,0.44591631825792
"789",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Medium","DLA","YOUNG",0.0157991140506603,0.650995320884751
"790",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Medium","MDA","YOUNG",0.000136770978566789,0.00678370968824421
"791",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Medium","MilitaryHealth","YOUNG",0.192816948895865,0.0657581824781699
"792",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Medium","Additional DoD Components","YOUNG",0.0577935021974453,0.122509939297828
"793",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Small","Army","YOUNG",0.398106808638233,1.26139551765173
"794",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Small","Navy","YOUNG",0.163494463000649,0.688057454939742
"795",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Small","Air Force","YOUNG",0.0995630410045465,0.400399555105723
"796",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Small","DLA","YOUNG",0.00637820173197662,0.671410744114888
"797",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Small","MDA","YOUNG",0.0025456294003031,0.00903514642418994
"798",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Small","MilitaryHealth","YOUNG",3.24735873565707e-06,8.21855740780833e-06
"799",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Small","Additional DoD Components","YOUNG",0.0319514821173414,0.145249484383344
"800",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Unlabeled","Army","YOUNG",0.0482439425849751,0.202877969473912
"801",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Unlabeled","Navy","YOUNG",0.000557274193548387,0.00360209824276539
"802",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Unlabeled","Air Force","YOUNG",0.000125696893266941,0.00258252565129537
"803",2009-06-30,"Q3",2009-09-30,2.58356164383562,"Unlabeled","Additional DoD Components","YOUNG",-8.08917514613553e-06,0.000104602637656058
"804",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Large","Army","YOUNG",1.67267032094609,1.78673399508191
"805",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Large","Navy","YOUNG",0.296359933232301,0.499321436530273
"806",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Large","Air Force","YOUNG",0.33523128557047,0.454290334029732
"807",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Large","DLA","YOUNG",0.0832465100562892,0.279935813559934
"808",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Large","MDA","YOUNG",0.0112213903658801,0.00944321505376344
"809",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Large","MilitaryHealth","YOUNG",0.0214757132496211,0.0293105376091506
"810",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Large","Additional DoD Components","YOUNG",0.15983713742152,0.211900255888721
"811",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Large (Big 6)","Army","YOUNG",0.540587683416324,0.951779306585119
"812",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Large (Big 6)","Navy","YOUNG",3.07856902439922,1.58043552554305
"813",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Large (Big 6)","Air Force","YOUNG",0.370140371985278,0.896927939582882
"814",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Large (Big 6)","DLA","YOUNG",0.00479883761636718,0.0190270985097785
"815",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Large (Big 6)","MDA","YOUNG",0.0777776845637584,0.0996891982391571
"816",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Large (Big 6)","Additional DoD Components","YOUNG",0.0652165595366963,0.0635025946705636
"817",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Medium","Army","YOUNG",0.592398634141589,0.93030825519593
"818",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Medium","Navy","YOUNG",0.491231380222992,0.525392100310312
"819",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Medium","Air Force","YOUNG",0.135869288850401,0.32112386348416
"820",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Medium","DLA","YOUNG",0.0270875613769214,0.213049772324457
"821",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Medium","MDA","YOUNG",0.00658057750595367,0.00488297305693873
"822",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Medium","MilitaryHealth","YOUNG",0.00138586490582377,0.0647478312008371
"823",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Medium","Additional DoD Components","YOUNG",0.0442013579454427,0.0657544319369272
"824",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Small","Army","YOUNG",0.349242584888504,0.717921371353828
"825",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Small","Navy","YOUNG",0.148909631413726,0.317209691278776
"826",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Small","Air Force","YOUNG",0.167107753712925,0.275247894360251
"827",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Small","DLA","YOUNG",0.00433299793245291,0.170177698820091
"828",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Small","MDA","YOUNG",0.00606420998051526,0.00609459758966587
"829",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Small","Additional DoD Components","YOUNG",0.0281797745724183,0.0742478172367756
"830",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Unlabeled","Army","YOUNG",0.0185672866854297,0.10653665902432
"831",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Unlabeled","Navy","YOUNG",8.27269105867071e-05,0.000930775615212528
"832",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Unlabeled","Air Force","YOUNG",0,0.000255419989896803
"833",2009-06-30,"Q3",2009-09-30,2.66849315068493,"Unlabeled","Additional DoD Components","YOUNG",-1.87842606624811e-06,5.32997293786534e-05
"834",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Large","Army","CARTER
 pre-IFT",2.59890834434943,2.124464402266
"835",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Large","Navy","CARTER
 pre-IFT",0.539697676434293,0.540925417128527
"836",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Large","Air Force","CARTER
 pre-IFT",0.553907074128599,0.386953500422169
"837",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Large","DLA","CARTER
 pre-IFT",0.765885647899978,1.40566854575305
"838",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Large","MDA","CARTER
 pre-IFT",0.000126635635418922,0.000255070974958505
"839",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Large","MilitaryHealth","CARTER
 pre-IFT",0.000464344533448798,NA
"840",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Large","Additional DoD Components","CARTER
 pre-IFT",0.359573626228621,0.417451819809483
"841",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Large (Big 6)","Army","CARTER
 pre-IFT",0.38102122330591,0.421764267114094
"842",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.41788118111063,0.614245874554377
"843",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.47674858817926,0.88456924345818
"844",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Large (Big 6)","DLA","CARTER
 pre-IFT",0.179465113531067,0.167428871783214
"845",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.00444233167352241,0.00419341127228116
"846",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Large (Big 6)","Additional DoD Components","CARTER
 pre-IFT",0.0902722152738688,0.0875178752255178
"847",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Medium","Army","CARTER
 pre-IFT",1.94656992337086,1.90658406568521
"848",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Medium","Navy","CARTER
 pre-IFT",1.18001696300065,0.987695881983835
"849",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Medium","Air Force","CARTER
 pre-IFT",0.28708496003464,0.331362489633398
"850",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Medium","DLA","CARTER
 pre-IFT",1.92087131790431,0.988175741975175
"851",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Medium","MDA","CARTER
 pre-IFT",0.00103672044814895,0.00084005290466912
"852",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Medium","MilitaryHealth","CARTER
 pre-IFT",0.00198931586923577,0.00899311806307282
"853",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Medium","Additional DoD Components","CARTER
 pre-IFT",0.11189774181641,0.107287692541676
"854",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Small","Army","CARTER
 pre-IFT",2.01364488273436,1.63431199784946
"855",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Small","Navy","CARTER
 pre-IFT",0.781679717990907,0.767612366713574
"856",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Small","Air Force","CARTER
 pre-IFT",0.472612743201992,0.49407092137187
"857",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Small","DLA","CARTER
 pre-IFT",0.400880192563325,0.50999003260446
"858",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Small","MDA","CARTER
 pre-IFT",0.0170789948473696,0.011598006693368
"859",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Small","MilitaryHealth","CARTER
 pre-IFT",4.44743883957567e-05,0.000107607407808328
"860",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Small","Additional DoD Components","CARTER
 pre-IFT",0.14936799518294,0.127909009082052
"861",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Unlabeled","Army","CARTER
 pre-IFT",0.45510522074042,0.430453546038103
"862",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Unlabeled","Navy","CARTER
 pre-IFT",0.00546748564624378,0.00465574100093815
"863",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Unlabeled","Air Force","CARTER
 pre-IFT",0.000958296287075124,0.00300173203795915
"864",2009-09-30,"Q4",2009-09-30,0.747945205479452,"Unlabeled","Additional DoD Components","CARTER
 pre-IFT",0.000158961972288374,NA
"865",2009-09-30,"Q4",2009-09-30,0.832876712328767,"Large","Army","CARTER
 pre-IFT",1.71344598958649,2.34430007119506
"866",2009-09-30,"Q4",2009-09-30,0.832876712328767,"Large","Navy","CARTER
 pre-IFT",1.0318134479108,0.747846880215776
"867",2009-09-30,"Q4",2009-09-30,0.832876712328767,"Large","Air Force","CARTER
 pre-IFT",0.540389632138991,0.458560195377787
"868",2009-09-30,"Q4",2009-09-30,0.832876712328767,"Large","DLA","CARTER
 pre-IFT",2.59249668584109,2.01495828173486
"869",2009-09-30,"Q4",2009-09-30,0.832876712328767,"Large","MDA","CARTER
 pre-IFT",0.00133932907555748,0.000523274301796926
"870",2009-09-30,"Q4",2009-09-30,0.832876712328767,"Large","MilitaryHealth","CARTER
 pre-IFT",0,NA
"871",2009-09-30,"Q4",2009-09-30,0.832876712328767,"Large","Additional DoD Components","CARTER
 pre-IFT",0.252716141069496,0.411647162968175
"872",2009-09-30,"Q4",2009-09-30,0.832876712328767,"Large (Big 6)","Army","CARTER
 pre-IFT",0.402811685094176,0.421512397142239
"873",2009-09-30,"Q4",2009-09-30,0.832876712328767,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.468370941372591,0.469289840246807
"874",2009-09-30,"Q4",2009-09-30,0.832876712328767,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.392213476585841,0.479094168160496
"875",2009-09-30,"Q4",2009-09-30,0.832876712328767,"Large (Big 6)","DLA","CARTER
 pre-IFT",0.160885438601429,0.145252250086599
"876",2009-09-30,"Q4",2009-09-30,0.832876712328767,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.000465224074474995,0.00247368838854009
"877",2009-09-30,"Q4",2009-09-30,0.832876712328767,"Large (Big 6)","Additional DoD Components","CARTER
 pre-IFT",0.112978316107383,0.0983152186764812
"878",2009-09-30,"Q4",2009-09-30,0.832876712328767,"Medium","Army","CARTER
 pre-IFT",2.89280851242693,2.33462865138919
"879",2009-09-30,"Q4",2009-09-30,0.832876712328767,"Medium","Navy","CARTER
 pre-IFT",1.07203372896731,1.08928310338818
"880",2009-09-30,"Q4",2009-09-30,0.832876712328767,"Medium","Air Force","CARTER
 pre-IFT",0.394899111138775,0.360509866179548
