"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Vendor.Size.sum","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"146",2007-12-31,"Q1",2008-09-30,1.08493150684932,"Small","DLA","YOUNG",0.623411182071583,0.661180354571044
"147",2007-12-31,"Q1",2008-09-30,1.08493150684932,"Small","MDA","YOUNG",0.00421122017353579,0.00599336905982049
"148",2007-12-31,"Q1",2008-09-30,1.08493150684932,"Small","Additional DoD Components","YOUNG",0.0905660846854664,0.165326061398742
"149",2007-12-31,"Q1",2008-09-30,1.08493150684932,"Unlabeled","Army","YOUNG",0.532045120770065,0.910386019078989
"150",2007-12-31,"Q1",2008-09-30,1.08493150684932,"Unlabeled","Navy","YOUNG",0.00759247001084599,0.0187135236176494
"151",2007-12-31,"Q1",2008-09-30,1.08493150684932,"Unlabeled","Air Force","YOUNG",0.00425483094360087,0.0344986067430621
"152",2007-12-31,"Q1",2008-09-30,1.08493150684932,"Unlabeled","DLA","YOUNG",0.00768231344902386,0.00593704072920321
"153",2007-12-31,"Q1",2008-09-30,1.08493150684932,"Unlabeled","Additional DoD Components","YOUNG",2.09327548806941e-07,0.000196198085616542
"154",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Large","Army","YOUNG",1.46620590408894,1.31271557203905
"155",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Large","Navy","YOUNG",1.83921473761388,1.48095095183297
"156",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Large","Air Force","YOUNG",0.6236966385141,0.485172904902386
"157",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Large","DLA","YOUNG",2.15143983751627,1.63447823394794
"158",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Large","MDA","YOUNG",0.00122066702819957,0.00121991901663051
"159",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Large","Additional DoD Components","YOUNG",0.538176977039046,0.620364187997108
"160",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Large (Big 6)","Army","YOUNG",5.29267513881779,2.06724291736081
"161",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Large (Big 6)","Navy","YOUNG",1.00718468079176,0.727444362718727
"162",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Large (Big 6)","Air Force","YOUNG",1.24263584328633,0.825480183904555
"163",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Large (Big 6)","DLA","YOUNG",0.0531992760303688,0.0669102794034707
"164",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Large (Big 6)","MDA","YOUNG",0.125670510845987,0.0438085798987708
"165",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Large (Big 6)","Additional DoD Components","YOUNG",0.11243776873102,0.0718140193094721
"166",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Medium","Army","YOUNG",1.78086032261388,1.20204075786696
"167",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Medium","Navy","YOUNG",0.51131522521692,0.751876606518438
"168",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Medium","Air Force","YOUNG",0.47470655318872,0.367600272458424
"169",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Medium","DLA","YOUNG",0.692814935292842,0.571297386037599
"170",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Medium","MDA","YOUNG",0.00148729718004338,0.0024812161966739
"171",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Medium","MilitaryHealth","YOUNG",0.000366,0.0031163817092597
"172",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Medium","Additional DoD Components","YOUNG",0.0999655853470716,0.15271756928055
"173",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Small","Army","YOUNG",1.05135056180043,0.854607792711497
"174",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Small","Navy","YOUNG",0.442735519826464,0.468384917411424
"175",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Small","Air Force","YOUNG",0.341321789262473,0.308123357013738
"176",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Small","DLA","YOUNG",0.405542536366594,0.569536801489515
"177",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Small","MDA","YOUNG",0.0110504262472885,0.005585712219812
"178",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Small","MilitaryHealth","YOUNG",0,0.00031292261757773
"179",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Small","Additional DoD Components","YOUNG",0.10961553527115,0.119247428044107
"180",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Unlabeled","Army","YOUNG",0.432055146561822,0.496152251507592
"181",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Unlabeled","Navy","YOUNG",0.00431384775488069,0.00626398480477223
"182",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Unlabeled","Air Force","YOUNG",0.00410638572668113,0.00766327871294288
"183",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Unlabeled","DLA","YOUNG",0.00484231344902386,0.00746368908170643
"184",2007-12-31,"Q1",2008-09-30,1.16712328767123,"Unlabeled","Additional DoD Components","YOUNG",0.000236720173535792,0.000150400578452639
"185",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Large","Army","YOUNG",1.52739767893709,1.5547273631851
"186",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Large","Navy","YOUNG",0.671870535531453,0.959008295914678
"187",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Large","Air Force","YOUNG",0.625089087548807,0.59754309291034
"188",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Large","DLA","YOUNG",0.725274351464208,1.18902994208604
"189",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Large","MDA","YOUNG",0.00418939913232104,0.0021687136659436
"190",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Large","MilitaryHealth","YOUNG",0.222694738763557,0.108055117715112
"191",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Large","Additional DoD Components","YOUNG",0.417174557928417,0.439330704276934
"192",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Large (Big 6)","Army","YOUNG",0.901645260824295,2.23021998844541
"193",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Large (Big 6)","Navy","YOUNG",0.866614568763557,0.725511993571945
"194",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Large (Big 6)","Air Force","YOUNG",0.893243479598699,0.887041028423716
"195",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Large (Big 6)","DLA","YOUNG",0.0702520941214751,0.0662359140853218
"196",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Large (Big 6)","MDA","YOUNG",0.0149218318872017,0.0476198340563991
"197",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Large (Big 6)","Additional DoD Components","YOUNG",0.0843569574295011,0.0836986004591468
"198",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Medium","Army","YOUNG",0.988623233481562,1.27199953298988
"199",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Medium","Navy","YOUNG",0.681372337711497,0.659750415527838
"200",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Medium","Air Force","YOUNG",0.37577166356833,0.342135298322487
"201",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Medium","DLA","YOUNG",0.451508872255965,0.508485902537961
"202",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Medium","MDA","YOUNG",0.011638694143167,0.00608555965292842
"203",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Medium","MilitaryHealth","YOUNG",1.11221908893709e-05,0.00310405193781634
"204",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Medium","Additional DoD Components","YOUNG",0.165889604533623,0.172605043311641
"205",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Small","Army","YOUNG",1.14324928462039,1.02549518190528
"206",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Small","Navy","YOUNG",0.498292312885033,0.446635427787419
"207",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Small","Air Force","YOUNG",0.378693291106291,0.299111808933478
"208",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Small","DLA","YOUNG",0.504028988329718,0.510994235589299
"209",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Small","MDA","YOUNG",0.010170399132321,0.00847734851771511
"210",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Small","MilitaryHealth","YOUNG",4.94305856832972e-06,0.000292033045563859
"211",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Small","Additional DoD Components","YOUNG",0.0811700109978308,0.0937838769848156
"212",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Unlabeled","Army","YOUNG",0.764586359978308,0.576228875770065
"213",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Unlabeled","Navy","YOUNG",0.0177170251626898,0.00987444764280549
"214",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Unlabeled","Air Force","YOUNG",0.00072892215835141,0.00303004627621113
"215",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Unlabeled","DLA","YOUNG",0.0059297136659436,0.00615144685466377
"216",2008-03-31,"Q2",2008-09-30,1.25205479452055,"Unlabeled","Additional DoD Components","YOUNG",0.000386975054229935,0.000207968185104845
"217",2008-03-31,"Q2",2008-09-30,1.33698630136986,"Large","Army","YOUNG",1.88998690854664,1.62786349719089
"218",2008-03-31,"Q2",2008-09-30,1.33698630136986,"Large","Navy","YOUNG",1.79451760218004,1.43520095844179
"219",2008-03-31,"Q2",2008-09-30,1.33698630136986,"Large","Air Force","YOUNG",0.610438338839479,0.619741354967462
"220",2008-03-31,"Q2",2008-09-30,1.33698630136986,"Large","DLA","YOUNG",0.963347244804772,1.28002047792842
"221",2008-03-31,"Q2",2008-09-30,1.33698630136986,"Large","MDA","YOUNG",0.00443959544468547,0.00328322053506869
"222",2008-03-31,"Q2",2008-09-30,1.33698630136986,"Large","MilitaryHealth","YOUNG",0.000329718004338395,0.0912336159942155
"223",2008-03-31,"Q2",2008-09-30,1.33698630136986,"Large","Additional DoD Components","YOUNG",0.40635338621475,0.453901640394071
"224",2008-03-31,"Q2",2008-09-30,1.33698630136986,"Large (Big 6)","Army","YOUNG",1.07776606749458,2.42402882237889
