"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Vendor.Size.sum","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"1141",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Large","Army","YOUNG",0.651214379738982,1.06760205943673
"1142",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Large","Navy","YOUNG",0.293768305209671,0.473308722838248
"1143",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Large","Air Force","YOUNG",0.281290498652118,0.418866218984746
"1144",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Large","DLA","YOUNG",0.0167046187312794,0.00409659974337793
"1145",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Large","MDA","YOUNG",0.00611839600984168,0.00877880162239254
"1146",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Large","MilitaryHealth","YOUNG",0.12021750097347,0.0644696464193874
"1147",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Large","Additional DoD Components","YOUNG",0.044677932381258,0.0688275227923721
"1148",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Large (Big 6)","Army","YOUNG",0.315489174144202,0.695476903223463
"1149",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Large (Big 6)","Navy","YOUNG",1.11120669780702,0.602004981218693
"1150",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Large (Big 6)","Air Force","YOUNG",1.3083194605798,0.792642913700584
"1151",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Large (Big 6)","DLA","YOUNG",0.000114117800599059,0.0271893364623638
"1152",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Large (Big 6)","MDA","YOUNG",0.0792327952503209,0.112127428253223
"1153",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Large (Big 6)","Additional DoD Components","YOUNG",0.0347186489088575,0.0354414931931
"1154",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Medium","Army","YOUNG",0.367376415243902,0.727788306125455
"1155",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Medium","Navy","YOUNG",0.14192396296534,0.275262730738454
"1156",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Medium","Air Force","YOUNG",0.192868192158751,0.24239442591306
"1157",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Medium","DLA","YOUNG",0.022535041089003,0.0793765830781734
"1158",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Medium","MDA","YOUNG",0.0308735366281558,0.0151851777515085
"1159",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Medium","MilitaryHealth","YOUNG",0.144329327663671,0.101832138525488
"1160",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Medium","Additional DoD Components","YOUNG",0.0448165270432178,0.0768818687424802
"1161",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Small","Army","YOUNG",0.18764763580445,0.379325425193157
"1162",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Small","Navy","YOUNG",0.121068036146769,0.257177193965098
"1163",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Small","Air Force","YOUNG",0.0719407579054343,0.148861139735743
"1164",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Small","DLA","YOUNG",0.02257160542362,0.0122382409449071
"1165",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Small","MDA","YOUNG",0.00421197296747967,0.00467167548466735
"1166",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Small","Additional DoD Components","YOUNG",0.0237925380616175,0.0464350340364409
"1167",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Unlabeled","Army","YOUNG",0.02290065868635,0.0874179120528448
"1168",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Unlabeled","Navy","YOUNG",2.83864997860505e-05,0.00154525470843779
"1169",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Unlabeled","Air Force","YOUNG",3.53016688061617e-05,6.2214224763523e-05
"1170",2009-12-31,"Q1",2010-09-30,3.08767123287671,"Unlabeled","Additional DoD Components","YOUNG",0,-3.65324673048807e-06
"1171",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Large","Army","YOUNG",1.37119099718656,0.856569229275424
"1172",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Large","Navy","YOUNG",0.365256780712452,0.359308804664099
"1173",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Large","Air Force","YOUNG",0.299625274850235,0.309098929061475
"1174",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Large","DLA","YOUNG",0.0164315395057766,0.0204751168413921
"1175",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Large","MDA","YOUNG",0.00514407222935387,0.00466698176437028
"1176",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Large","MilitaryHealth","YOUNG",0.0384567946191699,0.075506550427899
"1177",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Large","Additional DoD Components","YOUNG",0.174174530081301,0.10830946618528
"1178",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Large (Big 6)","Army","YOUNG",1.75661274291827,0.808372684502924
"1179",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Large (Big 6)","Navy","YOUNG",0.717601947389816,0.695644621872771
"1180",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Large (Big 6)","Air Force","YOUNG",1.45908323951647,1.03000252499643
"1181",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Large (Big 6)","DLA","YOUNG",0.0004489912173727,0.0146503594423049
"1182",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Large (Big 6)","MDA","YOUNG",0.145684254385965,0.116749912341321
"1183",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Large (Big 6)","Additional DoD Components","YOUNG",0.0376382296747967,0.0329904509413778
"1184",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Medium","Army","YOUNG",0.462174370100556,0.353464977727856
"1185",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Medium","Navy","YOUNG",0.259604788104407,0.176357934563543
"1186",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Medium","Air Force","YOUNG",0.187560086724433,0.212972756318642
"1187",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Medium","DLA","YOUNG",0.00676588348309799,0.0475826407716445
"1188",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Medium","MDA","YOUNG",0.0114629529525032,0.0145920091499073
"1189",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Medium","MilitaryHealth","YOUNG",-7.01449507916132e-05,0.101712483818286
"1190",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Medium","Additional DoD Components","YOUNG",0.0572348189559264,0.0675916107759235
"1191",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Small","Army","YOUNG",0.237163707948224,0.203781507791328
"1192",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Small","Navy","YOUNG",0.134900842041078,0.168815590229639
"1193",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Small","Air Force","YOUNG",0.0738488822421908,0.10985284518257
"1194",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Small","DLA","YOUNG",0.00485640093068036,0.00723194895521324
"1195",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Small","MDA","YOUNG",0.0156346453465982,0.00770230244259022
"1196",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Small","MilitaryHealth","YOUNG",0,4.05932019917731e-06
"1197",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Small","Additional DoD Components","YOUNG",0.0352723592212238,0.0406912691770076
"1198",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Unlabeled","Army","YOUNG",0.0429881368528027,0.0258003179432321
"1199",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Unlabeled","Navy","YOUNG",3.1109649122807e-05,8.49991442019683e-06
"1200",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Unlabeled","Air Force","YOUNG",9.50697475395807e-05,6.09677185850806e-05
"1201",2009-12-31,"Q1",2010-09-30,3.16986301369863,"Unlabeled","Additional DoD Components","YOUNG",-1.1339323919555e-06,5.20446441306518e-07
"1202",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Large","Army","CARTER",1.3158576279632,2.02691065376195
"1203",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Large","Navy","CARTER",0.605228070175439,0.818020326401369
"1204",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Large","Air Force","CARTER",0.434283104803167,0.434420436681643
"1205",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Large","DLA","CARTER",2.63264733966624,1.97046590476038
"1206",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Large","MDA","CARTER",0.000193172988874626,9.44018363999429e-05
"1207",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Large","MilitaryHealth","CARTER",0.257232920496363,0.105637710711739
"1208",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Large","Additional DoD Components","CARTER",0.508569384092854,0.482376386599629
"1209",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Large (Big 6)","Army","CARTER",0.288458626797176,1.03019705637213
"1210",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Large (Big 6)","Navy","CARTER",1.44641510899658,1.01435385983098
"1211",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Large (Big 6)","Air Force","CARTER",1.71108870649337,1.27609443053773
"1212",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Large (Big 6)","DLA","CARTER",0.0827903080765939,0.095949801508344
"1213",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Large (Big 6)","MDA","CARTER",0.117308185708173,0.0565612409071459
"1214",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Large (Big 6)","Additional DoD Components","CARTER",0.121277979086436,0.111646266830695
"1215",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Medium","Army","CARTER",1.62088604437313,1.57531940121951
"1216",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Medium","Navy","CARTER",0.662195522336329,0.609043536649551
"1217",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Medium","Air Force","CARTER",0.274784320785195,0.310131688061618
"1218",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Medium","DLA","CARTER",0.479089623074454,0.511848715436457
"1219",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Medium","MDA","CARTER",0.00286285034231921,0.00295183226358579
"1220",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Medium","MilitaryHealth","CARTER",0.000457219629867351,0.00288709654828127
"1221",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Medium","Additional DoD Components","CARTER",0.275107842030381,0.130431965197547
"1222",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Small","Army","CARTER",1.02748089687634,1.16818019583868
"1223",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Small","Navy","CARTER",0.552290542019683,0.461789358871773
"1224",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Small","Air Force","CARTER",0.277866044191271,0.260859500631151
"1225",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Small","DLA","CARTER",0.480619620143346,0.437588505002853
"1226",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Small","MDA","CARTER",0.00385881234488661,0.00215608032734275
"1227",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Small","MilitaryHealth","CARTER",0,-7.86512623020967e-06
"1228",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Small","Additional DoD Components","CARTER",0.111039568998716,0.109796440693196
"1229",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Unlabeled","Army","CARTER",0.254562369041506,0.233354665696762
"1230",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Unlabeled","Navy","CARTER",0.00317865635430039,0.00262652810583369
"1231",2010-03-31,"Q2",2010-09-30,1.25205479452055,"Unlabeled","Air Force","CARTER",0.00419688303380402,0.00271850862216517
"1232",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Large","Army","CARTER",2.85806973086222,2.0817650314898
"1233",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Large","Navy","CARTER",2.03652174244758,1.30184280561617
"1234",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Large","Air Force","CARTER",0.439656744255456,0.465834610861503
"1235",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Large","DLA","CARTER",0.611874772443303,1.32946900599772
"1236",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Large","MDA","CARTER",4.01863500213949e-05,9.44018363999429e-05
"1237",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Large","MilitaryHealth","CARTER",3.26946405648267e-05,0.0857552050456426
"1238",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Large","Additional DoD Components","CARTER",0.601747622400513,0.554152573256312
"1239",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Large (Big 6)","Army","CARTER",0.891497663960205,1.20677273395379
"1240",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Large (Big 6)","Navy","CARTER",1.00313460784125,1.10246935658608
"1241",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Large (Big 6)","Air Force","CARTER",1.21183458789046,1.56218385590501
"1242",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Large (Big 6)","DLA","CARTER",0.0965734906076166,0.0920288543966624
"1243",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Large (Big 6)","MDA","CARTER",0.133063084082157,0.093216730138354
"1244",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Large (Big 6)","Additional DoD Components","CARTER",0.0830123916238768,0.118863534488661
"1245",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Medium","Army","CARTER",2.06474405178648,1.85806919368492
"1246",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Medium","Navy","CARTER",0.678596389045785,0.624714466688062
"1247",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Medium","Air Force","CARTER",0.429850993902439,0.378614985012837
"1248",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Medium","DLA","CARTER",0.754429961146769,0.581592787943945
"1249",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Medium","MDA","CARTER",0.00604349651262302,0.00416604882327771
"1250",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Medium","MilitaryHealth","CARTER",0.00106662387676508,0.000729735319497932
"1251",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Medium","Additional DoD Components","CARTER",0.104492998095849,0.197674498680645
"1252",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Small","Army","CARTER",1.4055263766795,1.32575534373841
"1253",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Small","Navy","CARTER",0.545104669940094,0.530277354845956
"1254",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Small","Air Force","CARTER",0.258200260130509,0.282768900381543
"1255",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Small","DLA","CARTER",0.427392252150193,0.430796989737555
"1256",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Small","MDA","CARTER",0.00531592922550278,0.00328620571958351
"1257",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Small","MilitaryHealth","CARTER",8.62988874625588e-05,2.09011695906433e-05
"1258",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Small","Additional DoD Components","CARTER",0.195438930166881,0.15143879559264
"1259",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Unlabeled","Army","CARTER",0.256056110397946,0.265225906511197
"1260",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Unlabeled","Navy","CARTER",0.00302061096491228,0.00323711338610755
"1261",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Unlabeled","Air Force","CARTER",0.0109850515725289,0.00528450201112537
"1262",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Unlabeled","DLA","CARTER",0,0.000129906484286638
"1263",2010-03-31,"Q2",2010-09-30,1.33698630136986,"Unlabeled","Additional DoD Components","CARTER",6.09743260590501e-06,0.000377982206532592
"1264",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Large","Army","CARTER",2.64432178828626,2.27274971570389
"1265",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Large","Navy","CARTER",1.50784937290329,1.38319972850877
"1266",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Large","Air Force","CARTER",0.955530942276423,0.609823597111682
"1267",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Large","DLA","CARTER",1.050186873727,1.43156966194551
"1268",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Large","MDA","CARTER",0,7.77864462986735e-05
"1269",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Large","MilitaryHealth","CARTER",2.71367137355584e-05,0.0857642506168877
"1270",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Large","Additional DoD Components","CARTER",0.933439304086436,0.681252103526601
"1271",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Large (Big 6)","Army","CARTER",0.848619129878049,0.676191806878477
"1272",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Large (Big 6)","Navy","CARTER",1.87044928112965,1.43999966598916
"1273",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Large (Big 6)","Air Force","CARTER",1.17749764812794,1.36680698083726
"1274",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Large (Big 6)","DLA","CARTER",0.0792573257595208,0.0862070414812438
"1275",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Large (Big 6)","MDA","CARTER",0.0626316377834831,0.104334302524604
"1276",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Large (Big 6)","Additional DoD Components","CARTER",0.228425863810441,0.144238744840251
"1277",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Medium","Army","CARTER",2.39035101603552,2.02532703739837
"1278",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Medium","Navy","CARTER",1.01177138386821,0.78418776508344
"1279",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Medium","Air Force","CARTER",0.673064174154899,0.459233162947511
"1280",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Medium","DLA","CARTER",0.587485243314078,0.607001609178434
"1281",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Medium","MDA","CARTER",0.00190745293110826,0.0036045999286835
"1282",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Medium","MilitaryHealth","CARTER",0.0018845034338896,0.00113611564684068
"1283",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Medium","Additional DoD Components","CARTER",0.265221966912709,0.214940935679646
"1284",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Small","Army","CARTER",2.4274367504386,1.62014800799815
"1285",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Small","Navy","CARTER",1.04507546571459,0.714156892558123
"1286",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Small","Air Force","CARTER",0.586818483461703,0.374294929261161
"1287",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Small","DLA","CARTER",0.511977820186136,0.473329897493225
"1288",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Small","MDA","CARTER",0.00209209752888318,0.00375561303309086
"1289",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Small","Additional DoD Components","CARTER",0.310694816613179,0.205724438592925
"1290",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Unlabeled","Army","CARTER",0.329726419768935,0.280114966402796
"1291",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Unlabeled","Navy","CARTER",0.00230977949293967,0.00283634893738411
"1292",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Unlabeled","Air Force","CARTER",0.000952790318784767,0.00537824164170589
"1293",2010-03-31,"Q2",2010-09-30,1.41369863013699,"Unlabeled","DLA","CARTER",3.73170731707317e-06,5.85823705605477e-05
"1294",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Large","Army","YOUNG",1.3224579275567,1.11495443482741
"1295",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Large","Navy","YOUNG",0.606803269929397,0.42194278528384
"1296",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Large","Air Force","YOUNG",0.39650634114249,0.325807371548281
"1297",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Large","DLA","YOUNG",0.0152536610825845,0.0161299397732135
"1298",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Large","MDA","YOUNG",0.00647020109114249,0.00591088977677935
"1299",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Large","MilitaryHealth","YOUNG",0.431182453038083,0.196618916210241
"1300",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Large","Additional DoD Components","YOUNG",0.0691695525139067,0.0960073383254885
"1301",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Large (Big 6)","Army","YOUNG",2.1395895809264,1.40389716599629
"1302",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Large (Big 6)","Navy","YOUNG",4.09449170257809,1.97443344925831
"1303",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Large (Big 6)","Air Force","YOUNG",0.543056686574668,1.10348646222365
"1304",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Large (Big 6)","DLA","YOUNG",0.0280611794394523,0.00954142948580802
"1305",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Large (Big 6)","MDA","YOUNG",0.137866491163885,0.12092784693339
"1306",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Large (Big 6)","Additional DoD Components","YOUNG",0.0434226673513051,0.0385931819783198
"1307",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Medium","Army","YOUNG",0.376161771084724,0.401904185476394
"1308",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Medium","Navy","YOUNG",0.667093053187848,0.356207268085865
"1309",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Medium","Air Force","YOUNG",0.454718904674797,0.278382394519327
"1310",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Medium","DLA","YOUNG",0.00821031627086008,0.0125037469476537
"1311",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Medium","MDA","YOUNG",0.0110432071031237,0.0177932322279275
"1312",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Medium","MilitaryHealth","YOUNG",0.517332110397946,0.220530431036942
"1313",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Medium","Additional DoD Components","YOUNG",0.0452351957103124,0.0490955139031522
"1314",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Small","Army","YOUNG",0.275317025331622,0.233376123028099
"1315",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Small","Navy","YOUNG",0.121968724850235,0.125979201012694
"1316",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Small","Air Force","YOUNG",0.173569438906718,0.106453026351448
"1317",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Small","DLA","YOUNG",0.00883121884895165,0.012086408401084
"1318",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Small","MDA","YOUNG",0.00678182456140351,0.00887614762516046
"1319",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Small","MilitaryHealth","YOUNG",0.000390082135216089,0.00013408669860454
"1320",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Small","Additional DoD Components","YOUNG",0.0268943791292255,0.0286530921373556
"1321",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Unlabeled","Army","YOUNG",0.0238586130937099,0.0299158028776209
"1322",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Unlabeled","Navy","YOUNG",0.000584062815575524,0.000214519654828127
"1323",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Unlabeled","Air Force","YOUNG",0,4.34571387819141e-05
"1324",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Large","Army","YOUNG",0.902451136510483,1.19870002041791
"1325",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Large","Navy","YOUNG",0.254767137312794,0.408942395984881
"1326",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Large","Air Force","YOUNG",0.429503424304664,0.37521168009913
"1327",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Large","DLA","YOUNG",0.0029015370881472,0.0115289125588361
"1328",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Large","MDA","YOUNG",0.0107515297389816,0.00745526768649265
"1329",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Large","MilitaryHealth","YOUNG",5.69434103551562e-05,0.156565397022536
"1330",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Large","Additional DoD Components","YOUNG",0.0400706325631151,0.0944715717194409
"1331",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Large (Big 6)","Army","YOUNG",0.62380334792469,1.50666855725645
"1332",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Large (Big 6)","Navy","YOUNG",0.815175447496791,1.87575636582157
"1333",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Large (Big 6)","Air Force","YOUNG",0.579025170581943,0.860388365557695
"1334",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Large (Big 6)","DLA","YOUNG",2.64126658108686e-05,0.00951219444087862
"1335",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Large (Big 6)","MDA","YOUNG",0.278909101936243,0.187486615828698
"1336",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Large (Big 6)","Additional DoD Components","YOUNG",0.054560758461703,0.045207218495935
"1337",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Medium","Army","YOUNG",0.589352954514335,0.475896365233205
"1338",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Medium","Navy","YOUNG",0.18927516648481,0.371991002592355
"1339",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Medium","Air Force","YOUNG",0.0921881700684638,0.244822387155898
"1340",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Medium","DLA","YOUNG",0.060291843495935,0.0250893477499643
"1341",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Medium","MDA","YOUNG",0.0133764417843389,0.0119608672799886
"1342",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Medium","MilitaryHealth","YOUNG",2.15661103979461e-05,0.172427843852517
"1343",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Medium","Additional DoD Components","YOUNG",0.0941938911424904,0.0655546352695764
"1344",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Small","Army","YOUNG",0.254825768003851,0.255768833761232
"1345",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Small","Navy","YOUNG",0.155552390992726,0.137473985961346
"1346",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Small","Air Force","YOUNG",0.118670570186136,0.122029630445015
"1347",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Small","DLA","YOUNG",0.00334634627727856,0.00567798868563686
"1348",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Small","MDA","YOUNG",0.0201642899122807,0.0141935866067608
"1349",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Small","MilitaryHealth","YOUNG",-3.23491655969191e-06,0.000128949072885466
"1350",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Small","Additional DoD Components","YOUNG",0.0386085814933676,0.0335917732812723
"1351",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Unlabeled","Army","YOUNG",0.00675142306375695,0.0245327243367565
"1352",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Unlabeled","Navy","YOUNG",1.76331193838254e-05,0.000210935194694052
"1353",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Unlabeled","Air Force","YOUNG",0.000150651754385965,8.19071673085152e-05
"1354",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Large","Army","YOUNG",0.762390152984596,0.995766405683925
"1355",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Large","Navy","YOUNG",0.292664825278134,0.384745077506775
