"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","ProductOrServiceArea","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"2066",2012-03-31,"Q2",2012-07-30,1.41643835616438,"PAMS","Additional DoD Components","BBP1",0.380558758160849,0.325433131874507
"2067",2012-03-31,"Q2",2012-09-30,5.25479452054795,"ERS","Army","YOUNG",0.00937313232416847,0.0143975587375142
"2068",2012-03-31,"Q2",2012-09-30,5.25479452054795,"ERS","Navy","YOUNG",0.0454241232519823,0.0649572469467614
"2069",2012-03-31,"Q2",2012-09-30,5.25479452054795,"ERS","Air Force","YOUNG",0.216299093121203,0.174008134922596
"2070",2012-03-31,"Q2",2012-09-30,5.25479452054795,"ERS","DLA","YOUNG",0.0015022421789723,0.00084990525520887
"2071",2012-03-31,"Q2",2012-09-30,5.25479452054795,"ERS","MilitaryHealth","YOUNG",1.26815055092164e-05,7.97944504524585e-06
"2072",2012-03-31,"Q2",2012-09-30,5.25479452054795,"ERS","Additional DoD Components","YOUNG",-0.000595870497374112,-0.00335567371022552
"2073",2012-03-31,"Q2",2012-09-30,5.25479452054795,"FRS&C","Army","YOUNG",0.150936415209556,0.136730121195895
"2074",2012-03-31,"Q2",2012-09-30,5.25479452054795,"FRS&C","Navy","YOUNG",0.02713850562249,0.0266280800535475
"2075",2012-03-31,"Q2",2012-09-30,5.25479452054795,"FRS&C","Air Force","YOUNG",0.0987739682627948,0.046310889925514
"2076",2012-03-31,"Q2",2012-09-30,5.25479452054795,"FRS&C","DLA","YOUNG",0.0290773669858923,0.0129833436103388
"2077",2012-03-31,"Q2",2012-09-30,5.25479452054795,"FRS&C","MilitaryHealth","YOUNG",0.000973915353722583,0.000320231639099303
"2078",2012-03-31,"Q2",2012-09-30,5.25479452054795,"FRS&C","Additional DoD Components","YOUNG",-2.5367109463495e-05,0.000893908066453849
"2079",2012-03-31,"Q2",2012-09-30,5.25479452054795,"ICT","Army","YOUNG",0.00817180648748842,0.0111318198228813
"2080",2012-03-31,"Q2",2012-09-30,5.25479452054795,"ICT","Navy","YOUNG",0.0389926347749974,0.0237289325884736
"2081",2012-03-31,"Q2",2012-09-30,5.25479452054795,"ICT","Air Force","YOUNG",0.00736922116156935,0.00913944777743452
"2082",2012-03-31,"Q2",2012-09-30,5.25479452054795,"ICT","DLA","YOUNG",0.00087481921532283,0.00216246247211066
"2083",2012-03-31,"Q2",2012-09-30,5.25479452054795,"ICT","MilitaryHealth","YOUNG",-6.25244568015652e-06,-2.28847783687411e-06
"2084",2012-03-31,"Q2",2012-09-30,5.25479452054795,"ICT","Additional DoD Components","YOUNG",0.0551781978066111,0.0380301900044623
"2085",2012-03-31,"Q2",2012-09-30,5.25479452054795,"MED","Army","YOUNG",0.00557783254041808,0.0295043879037518
"2086",2012-03-31,"Q2",2012-09-30,5.25479452054795,"MED","Navy","YOUNG",-0.000646429296673875,-0.000347833347063468
"2087",2012-03-31,"Q2",2012-09-30,5.25479452054795,"MED","Air Force","YOUNG",-0.00038191906085882,-8.99871279991761e-05
"2088",2012-03-31,"Q2",2012-09-30,5.25479452054795,"MED","MilitaryHealth","YOUNG",1.04979958862115,0.451928560570487
"2089",2012-03-31,"Q2",2012-09-30,5.25479452054795,"MED","Additional DoD Components","YOUNG",4.77602718566574e-07,1.74849629318786e-05
"2090",2012-03-31,"Q2",2012-09-30,5.25479452054795,"PAMS","Army","YOUNG",0.36652757107404,0.224536912473827
"2091",2012-03-31,"Q2",2012-09-30,5.25479452054795,"PAMS","Navy","YOUNG",0.264460136299042,0.223860932674287
"2092",2012-03-31,"Q2",2012-09-30,5.25479452054795,"PAMS","Air Force","YOUNG",0.0877891761816497,0.0682255289808808
"2093",2012-03-31,"Q2",2012-09-30,5.25479452054795,"PAMS","DLA","YOUNG",0.00778140012357121,0.00726063707479491
"2094",2012-03-31,"Q2",2012-09-30,5.25479452054795,"PAMS","MDA","YOUNG",0.0011046312635156,0.00217763341571414
"2095",2012-03-31,"Q2",2012-09-30,5.25479452054795,"PAMS","MilitaryHealth","YOUNG",0,7.27675110699207e-05
"2096",2012-03-31,"Q2",2012-09-30,5.25479452054795,"PAMS","Additional DoD Components","YOUNG",0.0518363167953867,0.0325201025641026
"2097",2012-03-31,"Q2",2012-09-30,5.33972602739726,"ERS","Army","YOUNG",0.017713424909896,0.0173700448803762
"2098",2012-03-31,"Q2",2012-09-30,5.33972602739726,"ERS","Navy","YOUNG",0.0604092489959839,0.0491393670270827
"2099",2012-03-31,"Q2",2012-09-30,5.33972602739726,"ERS","Air Force","YOUNG",0.0398139721861806,0.143440570610648
"2100",2012-03-31,"Q2",2012-09-30,5.33972602739726,"ERS","DLA","YOUNG",0.000719189403768922,0.00089895587821371
"2101",2012-03-31,"Q2",2012-09-30,5.33972602739726,"ERS","MilitaryHealth","YOUNG",5.97228915662651e-06,6.1969495997627e-06
"2102",2012-03-31,"Q2",2012-09-30,5.33972602739726,"ERS","Additional DoD Components","YOUNG",0.000279553320976213,-0.00169428613256445
"2103",2012-03-31,"Q2",2012-09-30,5.33972602739726,"FRS&C","Army","YOUNG",0.223563255411389,0.187369952600144
"2104",2012-03-31,"Q2",2012-09-30,5.33972602739726,"FRS&C","Navy","YOUNG",0.00685758874472248,0.0222371644423849
"2105",2012-03-31,"Q2",2012-09-30,5.33972602739726,"FRS&C","Air Force","YOUNG",0.0168017870250232,0.0460410674561494
"2106",2012-03-31,"Q2",2012-09-30,5.33972602739726,"FRS&C","DLA","YOUNG",0.0128183872309752,0.0143075201867298
"2107",2012-03-31,"Q2",2012-09-30,5.33972602739726,"FRS&C","Additional DoD Components","YOUNG",0.00162713308619092,0.00141405380153091
"2108",2012-03-31,"Q2",2012-09-30,5.33972602739726,"ICT","Army","YOUNG",0.0525761314488724,0.0253967100641884
"2109",2012-03-31,"Q2",2012-09-30,5.33972602739726,"ICT","Navy","YOUNG",0.0531917749253424,0.0336930967322281
"2110",2012-03-31,"Q2",2012-09-30,5.33972602739726,"ICT","Air Force","YOUNG",0.0446860320358357,0.0221006140321972
"2111",2012-03-31,"Q2",2012-09-30,5.33972602739726,"ICT","DLA","YOUNG",0.000221667603748327,0.000886269124360691
"2112",2012-03-31,"Q2",2012-09-30,5.33972602739726,"ICT","Additional DoD Components","YOUNG",0.0337741943054268,0.0402472228400783
"2113",2012-03-31,"Q2",2012-09-30,5.33972602739726,"MED","Army","YOUNG",0.0217922455462877,0.0228209410874266
"2114",2012-03-31,"Q2",2012-09-30,5.33972602739726,"MED","Navy","YOUNG",-0.00188364906806714,-0.000997774063776474
"2115",2012-03-31,"Q2",2012-09-30,5.33972602739726,"MED","Air Force","YOUNG",-0.000595983843064566,-0.000122487354546391
"2116",2012-03-31,"Q2",2012-09-30,5.33972602739726,"MED","DLA","YOUNG",0,1.62400335711288e-06
"2117",2012-03-31,"Q2",2012-09-30,5.33972602739726,"MED","MilitaryHealth","YOUNG",2.11420039130882e-05,0.425936973154155
"2118",2012-03-31,"Q2",2012-09-30,5.33972602739726,"PAMS","Army","YOUNG",0.196142082658841,0.251944672852092
"2119",2012-03-31,"Q2",2012-09-30,5.33972602739726,"PAMS","Navy","YOUNG",0.523906325012872,0.335441323245117
"2120",2012-03-31,"Q2",2012-09-30,5.33972602739726,"PAMS","Air Force","YOUNG",0.0493469390793945,0.0666913576974565
"2121",2012-03-31,"Q2",2012-09-30,5.33972602739726,"PAMS","DLA","YOUNG",0.00661943427041499,0.00592445628325267
"2122",2012-03-31,"Q2",2012-09-30,5.33972602739726,"PAMS","MDA","YOUNG",0.00486421011224385,0.00331013929907665
"2123",2012-03-31,"Q2",2012-09-30,5.33972602739726,"PAMS","MilitaryHealth","YOUNG",0.00524321524044898,0.00182623151752308
"2124",2012-03-31,"Q2",2012-09-30,5.33972602739726,"PAMS","Additional DoD Components","YOUNG",0.0364232452064669,0.0381487313733567
"2125",2012-03-31,"Q2",2012-09-30,5.41917808219178,"ERS","Army","YOUNG",-0.0145205922150139,0.00418865500635019
"2126",2012-03-31,"Q2",2012-09-30,5.41917808219178,"ERS","Navy","YOUNG",0.0351259519410977,0.0469864413963546
"2127",2012-03-31,"Q2",2012-09-30,5.41917808219178,"ERS","Air Force","YOUNG",0.28354676828339,0.179886611196924
"2128",2012-03-31,"Q2",2012-09-30,5.41917808219178,"ERS","DLA","YOUNG",0.00076576438059932,0.00099573198778018
"2129",2012-03-31,"Q2",2012-09-30,5.41917808219178,"ERS","MilitaryHealth","YOUNG",5.04582432293276e-06,7.89987299625854e-06
"2130",2012-03-31,"Q2",2012-09-30,5.41917808219178,"ERS","Additional DoD Components","YOUNG",-0.0138759619297704,-0.00473075970205609
"2131",2012-03-31,"Q2",2012-09-30,5.41917808219178,"FRS&C","Army","YOUNG",0.2172694987128,0.197256389777915
"2132",2012-03-31,"Q2",2012-09-30,5.41917808219178,"FRS&C","Navy","YOUNG",0.0901714854700855,0.0413891932790993
"2133",2012-03-31,"Q2",2012-09-30,5.41917808219178,"FRS&C","Air Force","YOUNG",0.0679490262176913,0.0611749271685031
"2134",2012-03-31,"Q2",2012-09-30,5.41917808219178,"FRS&C","DLA","YOUNG",0.0109699925651323,0.0176219155939999
"2135",2012-03-31,"Q2",2012-09-30,5.41917808219178,"FRS&C","MilitaryHealth","YOUNG",1.64967562557924e-05,0.000330137369992792
"2136",2012-03-31,"Q2",2012-09-30,5.41917808219178,"FRS&C","Additional DoD Components","YOUNG",0.00444813510452065,0.00201663369374936
"2137",2012-03-31,"Q2",2012-09-30,5.41917808219178,"ICT","Army","YOUNG",0.0187931778910514,0.0265137052758041
"2138",2012-03-31,"Q2",2012-09-30,5.41917808219178,"ICT","Navy","YOUNG",0.023838034527855,0.0386741480760649
"2139",2012-03-31,"Q2",2012-09-30,5.41917808219178,"ICT","Air Force","YOUNG",0.0121747112861703,0.0214099881611918
"2140",2012-03-31,"Q2",2012-09-30,5.41917808219178,"ICT","DLA","YOUNG",0.00168141667181547,0.000925967830295541
"2141",2012-03-31,"Q2",2012-09-30,5.41917808219178,"ICT","Additional DoD Components","YOUNG",0.0687980091648646,0.0525834670923008
"2142",2012-03-31,"Q2",2012-09-30,5.41917808219178,"MED","Army","YOUNG",-0.00113218332818453,0.00874596491950709
"2143",2012-03-31,"Q2",2012-09-30,5.41917808219178,"MED","Navy","YOUNG",-0.00145632798887859,-0.0013288021178732
"2144",2012-03-31,"Q2",2012-09-30,5.41917808219178,"MED","Air Force","YOUNG",-0.000197476068376068,-0.000391792990766485
"2145",2012-03-31,"Q2",2012-09-30,5.41917808219178,"MED","MilitaryHealth","YOUNG",-0.0127266998043456,0.345698010273573
"2146",2012-03-31,"Q2",2012-09-30,5.41917808219178,"PAMS","Army","YOUNG",0.249842377551231,0.27083734376137
"2147",2012-03-31,"Q2",2012-09-30,5.41917808219178,"PAMS","Navy","YOUNG",0.150471973246834,0.312946144852916
"2148",2012-03-31,"Q2",2012-09-30,5.41917808219178,"PAMS","Air Force","YOUNG",0.0472279609514983,0.0614546920708475
"2149",2012-03-31,"Q2",2012-09-30,5.41917808219178,"PAMS","DLA","YOUNG",0.000294607692307692,0.0048984806954313
"2150",2012-03-31,"Q2",2012-09-30,5.41917808219178,"PAMS","MDA","YOUNG",0.00345637780867058,0.00314173972814334
"2151",2012-03-31,"Q2",2012-09-30,5.41917808219178,"PAMS","MilitaryHealth","YOUNG",0.00120519865101431,0.00214947129715443
"2152",2012-03-31,"Q2",2012-09-30,5.41917808219178,"PAMS","Additional DoD Components","YOUNG",0.122698530851612,0.0703193642844884
"2153",2012-06-30,"Q3",2012-07-30,1.5013698630137,"ERS","Army","BBP1",0.515787511728967,0.39857173682422
"2154",2012-06-30,"Q3",2012-07-30,1.5013698630137,"ERS","Navy","BBP1",0.296202190701267,0.350540125517454
"2155",2012-06-30,"Q3",2012-07-30,1.5013698630137,"ERS","Air Force","BBP1",0.459751048388426,0.468324960285587
"2156",2012-06-30,"Q3",2012-07-30,1.5013698630137,"ERS","DLA","BBP1",0.00303059245185872,0.00336438376754883
"2157",2012-06-30,"Q3",2012-07-30,1.5013698630137,"ERS","MDA","BBP1",0,0.0011032754882779
"2158",2012-06-30,"Q3",2012-07-30,1.5013698630137,"ERS","MilitaryHealth","BBP1",1.862437442076e-05,3.86026327532352e-05
"2159",2012-06-30,"Q3",2012-07-30,1.5013698630137,"ERS","Additional DoD Components","BBP1",0.421590697137267,0.407255155600178
"2160",2012-06-30,"Q3",2012-07-30,1.5013698630137,"FRS&C","Army","BBP1",0.967095667346308,1.19188487828579
"2161",2012-06-30,"Q3",2012-07-30,1.5013698630137,"FRS&C","Navy","BBP1",0.401215682710328,0.41489168058559
"2162",2012-06-30,"Q3",2012-07-30,1.5013698630137,"FRS&C","Air Force","BBP1",0.214403265997323,0.218059364160917
"2163",2012-06-30,"Q3",2012-07-30,1.5013698630137,"FRS&C","DLA","BBP1",0.0510281719167954,0.0529287709187519
"2164",2012-06-30,"Q3",2012-07-30,1.5013698630137,"FRS&C","Additional DoD Components","BBP1",0.0109073388528473,0.0157847841108022
"2165",2012-06-30,"Q3",2012-07-30,1.5013698630137,"ICT","Army","BBP1",0.0817620498300896,0.270271401294065
"2166",2012-06-30,"Q3",2012-07-30,1.5013698630137,"ICT","Navy","BBP1",0.274341599371846,0.349491046981087
"2167",2012-06-30,"Q3",2012-07-30,1.5013698630137,"ICT","Air Force","BBP1",0.104462313250438,0.0907424309777572
"2168",2012-06-30,"Q3",2012-07-30,1.5013698630137,"ICT","DLA","BBP1",0.0322583106168263,0.0280212563278756
"2169",2012-06-30,"Q3",2012-07-30,1.5013698630137,"ICT","MDA","BBP1",0,0.00836092369477912
"2170",2012-06-30,"Q3",2012-07-30,1.5013698630137,"ICT","MilitaryHealth","BBP1",9.36522397281433e-05,0.00247243727044932
"2171",2012-06-30,"Q3",2012-07-30,1.5013698630137,"ICT","Additional DoD Components","BBP1",0.192904933817321,0.287678206580167
"2172",2012-06-30,"Q3",2012-07-30,1.5013698630137,"MED","Army","BBP1",0.038062309257543,0.071522926241719
"2173",2012-06-30,"Q3",2012-07-30,1.5013698630137,"MED","Navy","BBP1",0.0197289751312944,0.0169364858613943
"2174",2012-06-30,"Q3",2012-07-30,1.5013698630137,"MED","Air Force","BBP1",0.020283884141695,0.0145643288504445
"2175",2012-06-30,"Q3",2012-07-30,1.5013698630137,"MED","DLA","BBP1",8.7443311708372e-06,3.68466000755157e-06
"2176",2012-06-30,"Q3",2012-07-30,1.5013698630137,"MED","MilitaryHealth","BBP1",0.146274361795902,0.297739592928981
"2177",2012-06-30,"Q3",2012-07-30,1.5013698630137,"MED","Additional DoD Components","BBP1",0.000599659973226238,0.001581913555075
"2178",2012-06-30,"Q3",2012-07-30,1.5013698630137,"PAMS","Army","BBP1",1.06514480850582,1.60972703250952
"2179",2012-06-30,"Q3",2012-07-30,1.5013698630137,"PAMS","Navy","BBP1",0.583518608505818,0.637809770713624
"2180",2012-06-30,"Q3",2012-07-30,1.5013698630137,"PAMS","Air Force","BBP1",0.659607253897642,0.726881906964611
"2181",2012-06-30,"Q3",2012-07-30,1.5013698630137,"PAMS","DLA","BBP1",0.00670862150139018,0.0130220848659596
"2182",2012-06-30,"Q3",2012-07-30,1.5013698630137,"PAMS","MDA","BBP1",0.0180322945216765,0.033664564655202
"2183",2012-06-30,"Q3",2012-07-30,1.5013698630137,"PAMS","MilitaryHealth","BBP1",0.00410873242714448,0.0259893594823739
"2184",2012-06-30,"Q3",2012-07-30,1.5013698630137,"PAMS","Additional DoD Components","BBP1",0.321741809834209,0.333836656345038
"2185",2012-06-30,"Q3",2012-07-30,1.58356164383562,"ERS","Army","BBP1",0.362261018731336,0.401015850705386
"2186",2012-06-30,"Q3",2012-07-30,1.58356164383562,"ERS","Navy","BBP1",0.270096585336217,0.313498373226238
"2187",2012-06-30,"Q3",2012-07-30,1.58356164383562,"ERS","Air Force","BBP1",0.380605946802595,0.449531970157553
"2188",2012-06-30,"Q3",2012-07-30,1.58356164383562,"ERS","DLA","BBP1",0.00107652723715374,0.00244529398276868
"2189",2012-06-30,"Q3",2012-07-30,1.58356164383562,"ERS","MDA","BBP1",0,0.000536907452030344
"2190",2012-06-30,"Q3",2012-07-30,1.58356164383562,"ERS","MilitaryHealth","BBP1",9.91383379672536e-05,6.02017094017094e-05
"2191",2012-06-30,"Q3",2012-07-30,1.58356164383562,"ERS","Additional DoD Components","BBP1",0.390677668396664,0.415566383736656
"2192",2012-06-30,"Q3",2012-07-30,1.58356164383562,"FRS&C","Army","BBP1",1.92787799892905,1.47215983651529
"2193",2012-06-30,"Q3",2012-07-30,1.58356164383562,"FRS&C","Navy","BBP1",0.478107016105447,0.494593217499056
"2194",2012-06-30,"Q3",2012-07-30,1.58356164383562,"FRS&C","Air Force","BBP1",0.12158493351869,0.187315252370164
"2195",2012-06-30,"Q3",2012-07-30,1.58356164383562,"FRS&C","DLA","BBP1",0.0203766171045206,0.0408137450995091
"2196",2012-06-30,"Q3",2012-07-30,1.58356164383562,"FRS&C","MDA","BBP1",0,1.57364666386907e-06
"2197",2012-06-30,"Q3",2012-07-30,1.58356164383562,"FRS&C","MilitaryHealth","BBP1",0.000768831448872413,0.000262501102503345
"2198",2012-06-30,"Q3",2012-07-30,1.58356164383562,"FRS&C","Additional DoD Components","BBP1",0.010114368334878,0.0103137554045241
"2199",2012-06-30,"Q3",2012-07-30,1.58356164383562,"ICT","Army","BBP1",0.146615834486665,0.243838154453712
"2200",2012-06-30,"Q3",2012-07-30,1.58356164383562,"ICT","Navy","BBP1",0.301066033508393,0.319029389444959
"2201",2012-06-30,"Q3",2012-07-30,1.58356164383562,"ICT","Air Force","BBP1",0.0837476555143652,0.101752100901898
"2202",2012-06-30,"Q3",2012-07-30,1.58356164383562,"ICT","DLA","BBP1",0.0131070523118113,0.0280391910822778
"2203",2012-06-30,"Q3",2012-07-30,1.58356164383562,"ICT","MDA","BBP1",0.000349699721964782,0.000116566573988261
"2204",2012-06-30,"Q3",2012-07-30,1.58356164383562,"ICT","MilitaryHealth","BBP1",3.35406961178046e-05,0.00138622042014211
"2205",2012-06-30,"Q3",2012-07-30,1.58356164383562,"ICT","Additional DoD Components","BBP1",0.167719730810421,0.195502141331137
"2206",2012-06-30,"Q3",2012-07-30,1.58356164383562,"MED","Army","BBP1",0.0178229008649985,0.0545289845810593
"2207",2012-06-30,"Q3",2012-07-30,1.58356164383562,"MED","Navy","BBP1",0.0260624530120482,0.0215591814128308
"2208",2012-06-30,"Q3",2012-07-30,1.58356164383562,"MED","Air Force","BBP1",0.0722984218000206,0.0351539732331034
"2209",2012-06-30,"Q3",2012-07-30,1.58356164383562,"MED","MilitaryHealth","BBP1",0.00154795792400371,0.268378368176981
"2210",2012-06-30,"Q3",2012-07-30,1.58356164383562,"MED","Additional DoD Components","BBP1",0,0.00157908446092061
"2211",2012-06-30,"Q3",2012-07-30,1.58356164383562,"PAMS","Army","BBP1",1.55117132290186,1.60838862654035
"2212",2012-06-30,"Q3",2012-07-30,1.58356164383562,"PAMS","Navy","BBP1",0.525886618267944,0.628489773243401
"2213",2012-06-30,"Q3",2012-07-30,1.58356164383562,"PAMS","Air Force","BBP1",0.530249998578931,0.75748772536299
"2214",2012-06-30,"Q3",2012-07-30,1.58356164383562,"PAMS","DLA","BBP1",0.0140753588610854,0.0169423371297154
"2215",2012-06-30,"Q3",2012-07-30,1.58356164383562,"PAMS","MDA","BBP1",0.0332844076202245,0.0280810182439158
"2216",2012-06-30,"Q3",2012-07-30,1.58356164383562,"PAMS","MilitaryHealth","BBP1",0.00119662736072495,0.00234923833796725
"2217",2012-06-30,"Q3",2012-07-30,1.58356164383562,"PAMS","Additional DoD Components","BBP1",0.308904935135413,0.33706850104349
"2218",2012-06-30,"Q3",2012-07-30,1.66849315068493,"ERS","Army","BBP1",0.209852700278035,0.362633743579446
"2219",2012-06-30,"Q3",2012-07-30,1.66849315068493,"ERS","Navy","BBP1",0.310544204067552,0.292280993368345
"2220",2012-06-30,"Q3",2012-07-30,1.66849315068493,"ERS","Air Force","BBP1",2.32875934499022,1.05637211339375
"2221",2012-06-30,"Q3",2012-07-30,1.66849315068493,"ERS","DLA","BBP1",0.0020651125424776,0.00205741074383002
"2222",2012-06-30,"Q3",2012-07-30,1.66849315068493,"ERS","MDA","BBP1",0,0
"2223",2012-06-30,"Q3",2012-07-30,1.66849315068493,"ERS","MilitaryHealth","BBP1",0.000232360910307898,0.000116707874231971
"2224",2012-06-30,"Q3",2012-07-30,1.66849315068493,"ERS","Additional DoD Components","BBP1",0.403703087292761,0.405323817608897
"2225",2012-06-30,"Q3",2012-07-30,1.66849315068493,"FRS&C","Army","BBP1",1.78758913082072,1.56085426569869
"2226",2012-06-30,"Q3",2012-07-30,1.66849315068493,"FRS&C","Navy","BBP1",0.715585399866131,0.531636032893969
"2227",2012-06-30,"Q3",2012-07-30,1.66849315068493,"FRS&C","Air Force","BBP1",0.221162042601174,0.185716747372396
"2228",2012-06-30,"Q3",2012-07-30,1.66849315068493,"FRS&C","DLA","BBP1",0.0217293493669035,0.0310447127960732
"2229",2012-06-30,"Q3",2012-07-30,1.66849315068493,"FRS&C","MilitaryHealth","BBP1",0,0.000259366429821851
"2230",2012-06-30,"Q3",2012-07-30,1.66849315068493,"FRS&C","Additional DoD Components","BBP1",0.0212685975594686,0.0140967682490646
"2231",2012-06-30,"Q3",2012-07-30,1.66849315068493,"ICT","Army","BBP1",0.139757295911853,0.122711726742869
"2232",2012-06-30,"Q3",2012-07-30,1.66849315068493,"ICT","Navy","BBP1",0.255195239326537,0.276867624068925
"2233",2012-06-30,"Q3",2012-07-30,1.66849315068493,"ICT","Air Force","BBP1",0.0690126104623623,0.0857408597423883
"2234",2012-06-30,"Q3",2012-07-30,1.66849315068493,"ICT","DLA","BBP1",0.0298077686335084,0.0250577105207153
"2235",2012-06-30,"Q3",2012-07-30,1.66849315068493,"ICT","MDA","BBP1",0.00046339202965709,0.000271030583873957
"2236",2012-06-30,"Q3",2012-07-30,1.66849315068493,"ICT","MilitaryHealth","BBP1",0.00307614400164762,0.00106777897916452
"2237",2012-06-30,"Q3",2012-07-30,1.66849315068493,"ICT","Additional DoD Components","BBP1",0.221237284605087,0.19395398307761
"2238",2012-06-30,"Q3",2012-07-30,1.66849315068493,"MED","Army","BBP1",0.0826701233446607,0.046185111155734
"2239",2012-06-30,"Q3",2012-07-30,1.66849315068493,"MED","Navy","BBP1",0.0232799271547729,0.0230237850993718
"2240",2012-06-30,"Q3",2012-07-30,1.66849315068493,"MED","Air Force","BBP1",0.0223500967459582,0.0383108008958913
"2241",2012-06-30,"Q3",2012-07-30,1.66849315068493,"MED","MilitaryHealth","BBP1",0.145744435815055,0.0978555851783201
"2242",2012-06-30,"Q3",2012-07-30,1.66849315068493,"MED","Additional DoD Components","BBP1",5.88250437648028e-05,0.00021949500566368
"2243",2012-06-30,"Q3",2012-07-30,1.66849315068493,"PAMS","Army","BBP1",1.2977537446401,1.30468995868259
"2244",2012-06-30,"Q3",2012-07-30,1.66849315068493,"PAMS","Navy","BBP1",0.559334181680568,0.556246469484777
"2245",2012-06-30,"Q3",2012-07-30,1.66849315068493,"PAMS","Air Force","BBP1",0.707825630707445,0.632560961061339
"2246",2012-06-30,"Q3",2012-07-30,1.66849315068493,"PAMS","DLA","BBP1",0.0269944609206055,0.0159261470943603
"2247",2012-06-30,"Q3",2012-07-30,1.66849315068493,"PAMS","MDA","BBP1",0.0195635919575739,0.0236267646998249
"2248",2012-06-30,"Q3",2012-07-30,1.66849315068493,"PAMS","MilitaryHealth","BBP1",0.0017409125630728,0.00234875745031408
"2249",2012-06-30,"Q3",2012-07-30,1.66849315068493,"PAMS","Additional DoD Components","BBP1",0.331646104932551,0.320764283300724
"2250",2012-06-30,"Q3",2012-09-30,5.5041095890411,"ERS","Army","YOUNG",0.00283679517042529,0.00200987595510246
"2251",2012-06-30,"Q3",2012-09-30,5.5041095890411,"ERS","Navy","YOUNG",0.0770393661208938,0.0575248556859918
"2252",2012-06-30,"Q3",2012-09-30,5.5041095890411,"ERS","Air Force","YOUNG",0.0534467622798888,0.125602500916486
"2253",2012-06-30,"Q3",2012-09-30,5.5041095890411,"ERS","DLA","YOUNG",0.000491908021830913,0.000658953935399719
"2254",2012-06-30,"Q3",2012-09-30,5.5041095890411,"ERS","MilitaryHealth","YOUNG",2.38393265369169e-05,1.16191466721587e-05
"2255",2012-06-30,"Q3",2012-09-30,5.5041095890411,"ERS","Additional DoD Components","YOUNG",-0.0018650156832458,-0.00515380809734665
"2256",2012-06-30,"Q3",2012-09-30,5.5041095890411,"FRS&C","Army","YOUNG",0.0499428126660488,0.163591855596746
"2257",2012-06-30,"Q3",2012-09-30,5.5041095890411,"FRS&C","Navy","YOUNG",0.0118798560395428,0.0363029767514502
"2258",2012-06-30,"Q3",2012-09-30,5.5041095890411,"FRS&C","Air Force","YOUNG",0.0352065424364123,0.0399857852263756
"2259",2012-06-30,"Q3",2012-09-30,5.5041095890411,"FRS&C","DLA","YOUNG",0.0153509130779528,0.0130464309580201
"2260",2012-06-30,"Q3",2012-09-30,5.5041095890411,"FRS&C","Additional DoD Components","YOUNG",0,0.00202508939690385
"2261",2012-06-30,"Q3",2012-09-30,5.5041095890411,"ICT","Army","YOUNG",0.019065806291834,0.0301450385439193
"2262",2012-06-30,"Q3",2012-09-30,5.5041095890411,"ICT","Navy","YOUNG",0.0114987569148388,0.0295095221226787
"2263",2012-06-30,"Q3",2012-09-30,5.5041095890411,"ICT","Air Force","YOUNG",0.00492038857996087,0.0205937106339889
"2264",2012-06-30,"Q3",2012-09-30,5.5041095890411,"ICT","Additional DoD Components","YOUNG",0.0321198821336629,0.0448973618679848
"2265",2012-06-30,"Q3",2012-09-30,5.5041095890411,"MED","Army","YOUNG",0.000898066985892287,0.00718604306799849
"2266",2012-06-30,"Q3",2012-09-30,5.5041095890411,"MED","Navy","YOUNG",-0.000602498630419112,-0.00131415856245495
"2267",2012-06-30,"Q3",2012-09-30,5.5041095890411,"MED","Air Force","YOUNG",-0.000107695458758109,-0.000300385123399581
"2268",2012-06-30,"Q3",2012-09-30,5.5041095890411,"MED","MilitaryHealth","YOUNG",-0.00458947868396664,-0.00576501216146638
"2269",2012-06-30,"Q3",2012-09-30,5.5041095890411,"PAMS","Army","YOUNG",0.0979960768921841,0.181326845700752
"2270",2012-06-30,"Q3",2012-09-30,5.5041095890411,"PAMS","Navy","YOUNG",0.167013979240037,0.280464092499914
"2271",2012-06-30,"Q3",2012-09-30,5.5041095890411,"PAMS","Air Force","YOUNG",0.132760708227783,0.0764452027528919
"2272",2012-06-30,"Q3",2012-09-30,5.5041095890411,"PAMS","DLA","YOUNG",0.00432487130058696,0.00374630442110322
"2273",2012-06-30,"Q3",2012-09-30,5.5041095890411,"PAMS","MDA","YOUNG",-4.71753063536196e-05,0.0027578042048536
"2274",2012-06-30,"Q3",2012-09-30,5.5041095890411,"PAMS","MilitaryHealth","YOUNG",0.000137987848831222,0.00219546724676484
"2275",2012-06-30,"Q3",2012-09-30,5.5041095890411,"PAMS","Additional DoD Components","YOUNG",0.0457578667181547,0.0682932142587444
"2276",2012-06-30,"Q3",2012-09-30,5.58630136986301,"ERS","Army","YOUNG",0.0343946112449799,0.00757027140013044
"2277",2012-06-30,"Q3",2012-09-30,5.58630136986301,"ERS","Navy","YOUNG",0.0471708548759139,0.0531120576459685
"2278",2012-06-30,"Q3",2012-09-30,5.58630136986301,"ERS","Air Force","YOUNG",0.153851776655339,0.163615102406206
"2279",2012-06-30,"Q3",2012-09-30,5.58630136986301,"ERS","DLA","YOUNG",0.000893139151477706,0.00071693718463598
