"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","ProductOrServiceArea","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"718",2009-09-30,"Q4",2009-09-30,0.747945205479452,"FRS&C","MDA","CARTER",7.03632820956917e-06,NA
"719",2009-09-30,"Q4",2009-09-30,0.747945205479452,"FRS&C","Additional DoD Components","CARTER",0.00457242275384282,0.00338589222053836
"720",2009-09-30,"Q4",2009-09-30,0.747945205479452,"ICT","Army","CARTER",0.114422517168218,0.0994417929169373
"721",2009-09-30,"Q4",2009-09-30,0.747945205479452,"ICT","Navy","CARTER",0.289833637692141,0.201923939665873
"722",2009-09-30,"Q4",2009-09-30,0.747945205479452,"ICT","Air Force","CARTER",0.128344515966659,0.141427270336292
"723",2009-09-30,"Q4",2009-09-30,0.747945205479452,"ICT","DLA","CARTER",0.0176072156960381,0.0129158964169734
"724",2009-09-30,"Q4",2009-09-30,0.747945205479452,"ICT","MilitaryHealth","CARTER",1.38357220177528e-05,8.37116258930504e-06
"725",2009-09-30,"Q4",2009-09-30,0.747945205479452,"ICT","Additional DoD Components","CARTER",0.13684919888504,0.175839783600346
"726",2009-09-30,"Q4",2009-09-30,0.747945205479452,"MED","Army","CARTER",0.0276557534747781,0.0279893268925453
"727",2009-09-30,"Q4",2009-09-30,0.747945205479452,"MED","Navy","CARTER",0.0498385772786317,0.0300229010355777
"728",2009-09-30,"Q4",2009-09-30,0.747945205479452,"MED","Air Force","CARTER",0.00743149871184239,0.00487032310745472
"729",2009-09-30,"Q4",2009-09-30,0.747945205479452,"MED","MilitaryHealth","CARTER",0.00245366040268456,NA
"730",2009-09-30,"Q4",2009-09-30,0.747945205479452,"MED","Additional DoD Components","CARTER",0.00128444576748214,0.000437411380529696
"731",2009-09-30,"Q4",2009-09-30,0.747945205479452,"PAMS","Army","CARTER",0.946563897564408,0.762805276243054
"732",2009-09-30,"Q4",2009-09-30,0.747945205479452,"PAMS","Navy","CARTER",0.438736267146569,0.380084723836328
"733",2009-09-30,"Q4",2009-09-30,0.747945205479452,"PAMS","Air Force","CARTER",0.354003233308075,0.323599705311395
"734",2009-09-30,"Q4",2009-09-30,0.747945205479452,"PAMS","DLA","CARTER",0.0135418481381251,0.00814665609439272
"735",2009-09-30,"Q4",2009-09-30,0.747945205479452,"PAMS","MDA","CARTER",0.000137129248755142,0.000607105560366602
"736",2009-09-30,"Q4",2009-09-30,0.747945205479452,"PAMS","MilitaryHealth","CARTER",3.06386663780039e-05,NA
"737",2009-09-30,"Q4",2009-09-30,0.747945205479452,"PAMS","Additional DoD Components","CARTER",0.288003963747564,0.240254234361694
"738",2009-09-30,"Q4",2009-09-30,0.832876712328767,"ERS","Army","CARTER",0.126398728155445,0.152389846092228
"739",2009-09-30,"Q4",2009-09-30,0.832876712328767,"ERS","Navy","CARTER",0.245166214029011,0.204550573969835
"740",2009-09-30,"Q4",2009-09-30,0.832876712328767,"ERS","Air Force","CARTER",0.143508231370427,0.100994240939597
"741",2009-09-30,"Q4",2009-09-30,0.832876712328767,"ERS","DLA","CARTER",0.00169038150032475,0.0025548571083207
"742",2009-09-30,"Q4",2009-09-30,0.832876712328767,"ERS","MDA","CARTER",7.03615501190734e-06,1.38608645449953e-05
"743",2009-09-30,"Q4",2009-09-30,0.832876712328767,"ERS","Additional DoD Components","CARTER",0.101119084985928,0.142681114068702
"744",2009-09-30,"Q4",2009-09-30,0.832876712328767,"FRS&C","Army","CARTER",2.61392801192899,2.31809722999928
"745",2009-09-30,"Q4",2009-09-30,0.832876712328767,"FRS&C","Navy","CARTER",1.02864820035722,0.871459666255322
"746",2009-09-30,"Q4",2009-09-30,0.832876712328767,"FRS&C","Air Force","CARTER",0.314298202836112,0.37592315334488
"747",2009-09-30,"Q4",2009-09-30,0.832876712328767,"FRS&C","DLA","CARTER",0.0164959171357437,0.0202999116655842
"748",2009-09-30,"Q4",2009-09-30,0.832876712328767,"FRS&C","Additional DoD Components","CARTER",0.0108385808724832,0.00686647289456592
"749",2009-09-30,"Q4",2009-09-30,0.832876712328767,"ICT","Army","CARTER",0.0913799043299415,0.09125762543119
"750",2009-09-30,"Q4",2009-09-30,0.832876712328767,"ICT","Navy","CARTER",0.455002828436891,0.31328851188569
"751",2009-09-30,"Q4",2009-09-30,0.832876712328767,"ICT","Air Force","CARTER",0.148897269961031,0.175580438269467
"752",2009-09-30,"Q4",2009-09-30,0.832876712328767,"ICT","DLA","CARTER",0.0125480752543841,0.0139060594248394
"753",2009-09-30,"Q4",2009-09-30,0.832876712328767,"ICT","MilitaryHealth","CARTER",0,6.53093743234466e-06
"754",2009-09-30,"Q4",2009-09-30,0.832876712328767,"ICT","Additional DoD Components","CARTER",0.114872651710327,0.177273183253951
"755",2009-09-30,"Q4",2009-09-30,0.832876712328767,"MED","Army","CARTER",0.0285332397596882,0.0253741053438695
"756",2009-09-30,"Q4",2009-09-30,0.832876712328767,"MED","Navy","CARTER",0.0429840313704265,0.0394336875225518
"757",2009-09-30,"Q4",2009-09-30,0.832876712328767,"MED","Air Force","CARTER",0.00482421741718987,0.00529630322941474
"758",2009-09-30,"Q4",2009-09-30,0.832876712328767,"MED","DLA","CARTER",1.89809374323447e-05,6.17675506963989e-05
"759",2009-09-30,"Q4",2009-09-30,0.832876712328767,"MED","MilitaryHealth","CARTER",5.41242693223642e-06,0.00912946109547521
"760",2009-09-30,"Q4",2009-09-30,0.832876712328767,"MED","Additional DoD Components","CARTER",0.00024052154145919,0.000508535325106444
"761",2009-09-30,"Q4",2009-09-30,0.832876712328767,"PAMS","Army","CARTER",0.839992984130764,0.786333325359024
"762",2009-09-30,"Q4",2009-09-30,0.832876712328767,"PAMS","Navy","CARTER",0.424961088698853,0.416981076874504
"763",2009-09-30,"Q4",2009-09-30,0.832876712328767,"PAMS","Air Force","CARTER",0.363005156570686,0.345592140629285
"764",2009-09-30,"Q4",2009-09-30,0.832876712328767,"PAMS","DLA","CARTER",0.00428308913184672,0.00761297327704409
"765",2009-09-30,"Q4",2009-09-30,0.832876712328767,"PAMS","MDA","CARTER",0.000353368662048062,0.000199288633903442
"766",2009-09-30,"Q4",2009-09-30,0.832876712328767,"PAMS","MilitaryHealth","CARTER",0.00112578471530634,0.000403798051526304
"767",2009-09-30,"Q4",2009-09-30,0.832876712328767,"PAMS","Additional DoD Components","CARTER",0.16453893594934,0.232971184931803
"768",2009-09-30,"Q4",2009-09-30,0.917808219178082,"ERS","Army","CARTER",0.455444936068413,0.237779602807245
"769",2009-09-30,"Q4",2009-09-30,0.917808219178082,"ERS","Navy","CARTER",0.491871391156094,0.322628304885617
"770",2009-09-30,"Q4",2009-09-30,0.917808219178082,"ERS","Air Force","CARTER",0.483723518402252,0.24091505885473
"771",2009-09-30,"Q4",2009-09-30,0.917808219178082,"ERS","DLA","CARTER",0.00889208382766833,0.00450068989680306
"772",2009-09-30,"Q4",2009-09-30,0.917808219178082,"ERS","Additional DoD Components","CARTER",0.138478491632388,0.109942164732626
"773",2009-09-30,"Q4",2009-09-30,0.917808219178082,"FRS&C","Army","CARTER",9.73130146016454,4.87845723552356
"774",2009-09-30,"Q4",2009-09-30,0.917808219178082,"FRS&C","Navy","CARTER",2.44598385115826,1.40392129347622
"775",2009-09-30,"Q4",2009-09-30,0.917808219178082,"FRS&C","Air Force","CARTER",1.92576578399004,0.842884189142671
"776",2009-09-30,"Q4",2009-09-30,0.917808219178082,"FRS&C","DLA","CARTER",0.0390143386447283,0.025497223237353
"777",2009-09-30,"Q4",2009-09-30,0.917808219178082,"FRS&C","Additional DoD Components","CARTER",0.0420972011582594,0.0191694015948618
"778",2009-09-30,"Q4",2009-09-30,0.917808219178082,"ICT","Army","CARTER",0.718256777938948,0.308019733145703
"779",2009-09-30,"Q4",2009-09-30,0.917808219178082,"ICT","Navy","CARTER",1.77037058908855,0.838402351739193
"780",2009-09-30,"Q4",2009-09-30,0.917808219178082,"ICT","Air Force","CARTER",0.36860474299632,0.215282176308003
"781",2009-09-30,"Q4",2009-09-30,0.917808219178082,"ICT","DLA","CARTER",0.0582743825719853,0.0294765578408025
"782",2009-09-30,"Q4",2009-09-30,0.917808219178082,"ICT","Additional DoD Components","CARTER",0.53766501478675,0.263128955127372
"783",2009-09-30,"Q4",2009-09-30,0.917808219178082,"MED","Army","CARTER",0.0714975027819875,0.0425621653388179
"784",2009-09-30,"Q4",2009-09-30,0.917808219178082,"MED","Navy","CARTER",0.0685557424550769,0.0537927837013784
"785",2009-09-30,"Q4",2009-09-30,0.917808219178082,"MED","Air Force","CARTER",0.0196432020567222,0.0106329727285848
"786",2009-09-30,"Q4",2009-09-30,0.917808219178082,"MED","DLA","CARTER",0.000227524161073826,8.34846683986433e-05
"787",2009-09-30,"Q4",2009-09-30,0.917808219178082,"MED","MilitaryHealth","CARTER",0.000385926607490799,0.000948333145702533
"788",2009-09-30,"Q4",2009-09-30,0.917808219178082,"MED","Additional DoD Components","CARTER",0.00055283689110197,0.000692601400014433
"789",2009-09-30,"Q4",2009-09-30,0.917808219178082,"PAMS","Army","CARTER",3.29583139814895,1.69412942661471
"790",2009-09-30,"Q4",2009-09-30,0.917808219178082,"PAMS","Navy","CARTER",1.4267405225157,0.763479292787039
"791",2009-09-30,"Q4",2009-09-30,0.917808219178082,"PAMS","Air Force","CARTER",1.43446830665729,0.717158898845349
"792",2009-09-30,"Q4",2009-09-30,0.917808219178082,"PAMS","DLA","CARTER",0.0343396748105651,0.0173882040268456
"793",2009-09-30,"Q4",2009-09-30,0.917808219178082,"PAMS","MDA","CARTER",0.000747868802771163,0.000412788904524789
"794",2009-09-30,"Q4",2009-09-30,0.917808219178082,"PAMS","MilitaryHealth","CARTER",0.00267675254384066,0.00127772530850834
"795",2009-09-30,"Q4",2009-09-30,0.917808219178082,"PAMS","Additional DoD Components","CARTER",0.414211556765534,0.288918152154146
"796",2009-09-30,"Q4",2009-09-30,2.75068493150685,"ERS","Army","YOUNG",0.203905863054774,0.162912826611099
"797",2009-09-30,"Q4",2009-09-30,2.75068493150685,"ERS","Navy","YOUNG",0.0921548721584759,0.0958486113227972
"798",2009-09-30,"Q4",2009-09-30,2.75068493150685,"ERS","Air Force","YOUNG",0.218106666908422,0.205347131153929
"799",2009-09-30,"Q4",2009-09-30,2.75068493150685,"ERS","DLA","YOUNG",0.00122064063650141,0.0009482818864112
"800",2009-09-30,"Q4",2009-09-30,2.75068493150685,"ERS","MDA","YOUNG",9.41594717471314e-05,4.31133867359457e-05
"801",2009-09-30,"Q4",2009-09-30,2.75068493150685,"ERS","Additional DoD Components","YOUNG",0.0297975059644945,0.0280956793425705
"802",2009-09-30,"Q4",2009-09-30,2.75068493150685,"FRS&C","Army","YOUNG",0.259187031630223,0.646577490070001
"803",2009-09-30,"Q4",2009-09-30,2.75068493150685,"FRS&C","Navy","YOUNG",0.120843587334921,0.0999964439200404
"804",2009-09-30,"Q4",2009-09-30,2.75068493150685,"FRS&C","Air Force","YOUNG",0.0963551068304828,0.0744905791477232
"805",2009-09-30,"Q4",2009-09-30,2.75068493150685,"FRS&C","DLA","YOUNG",0.0306974199393808,0.0136681296564913
"806",2009-09-30,"Q4",2009-09-30,2.75068493150685,"FRS&C","MDA","YOUNG",-7.31760121238363e-06,-2.57454716028e-05
"807",2009-09-30,"Q4",2009-09-30,2.75068493150685,"FRS&C","Additional DoD Components","YOUNG",0.00191082022082702,0.00430763957205744
"808",2009-09-30,"Q4",2009-09-30,2.75068493150685,"ICT","Army","YOUNG",0.0858245225481706,0.0811002070036805
"809",2009-09-30,"Q4",2009-09-30,2.75068493150685,"ICT","Navy","YOUNG",0.0720342078480191,0.0729839833838493
"810",2009-09-30,"Q4",2009-09-30,2.75068493150685,"ICT","Air Force","YOUNG",0.0421189414700152,0.0402313269971855
"811",2009-09-30,"Q4",2009-09-30,2.75068493150685,"ICT","DLA","YOUNG",0.0179482256765534,0.0143919735909649
"812",2009-09-30,"Q4",2009-09-30,2.75068493150685,"ICT","Additional DoD Components","YOUNG",0.0624023907231002,0.069965559457314
"813",2009-09-30,"Q4",2009-09-30,2.75068493150685,"MED","Army","YOUNG",-0.0114834659450097,-0.00206363013278487
"814",2009-09-30,"Q4",2009-09-30,2.75068493150685,"MED","Navy","YOUNG",0.00446408980298766,0.002792913679007
"815",2009-09-30,"Q4",2009-09-30,2.75068493150685,"MED","Air Force","YOUNG",0.00648192528685863,0.00327686719347622
"816",2009-09-30,"Q4",2009-09-30,2.75068493150685,"MED","DLA","YOUNG",0.000320476769863607,0.000228695763873854
"817",2009-09-30,"Q4",2009-09-30,2.75068493150685,"MED","MilitaryHealth","YOUNG",0.115585283589522,0.132449095630367
"818",2009-09-30,"Q4",2009-09-30,2.75068493150685,"MED","Additional DoD Components","YOUNG",1.16379086382334e-05,-1.67999206177383e-06
"819",2009-09-30,"Q4",2009-09-30,2.75068493150685,"PAMS","Army","YOUNG",1.43517522387963,1.27403703641481
"820",2009-09-30,"Q4",2009-09-30,2.75068493150685,"PAMS","Navy","YOUNG",0.357026868423901,0.316965345554593
"821",2009-09-30,"Q4",2009-09-30,2.75068493150685,"PAMS","Air Force","YOUNG",0.180640251742801,0.226848460207837
"822",2009-09-30,"Q4",2009-09-30,2.75068493150685,"PAMS","DLA","YOUNG",0.0149992249837627,0.0111668019989897
"823",2009-09-30,"Q4",2009-09-30,2.75068493150685,"PAMS","MDA","YOUNG",0.0137225130439489,0.010682361283106
"824",2009-09-30,"Q4",2009-09-30,2.75068493150685,"PAMS","Additional DoD Components","YOUNG",0.0458630670599697,0.0482291354477881
"825",2009-09-30,"Q4",2009-09-30,2.83561643835616,"ERS","Army","YOUNG",0.227912754178394,0.221996576575016
"826",2009-09-30,"Q4",2009-09-30,2.83561643835616,"ERS","Navy","YOUNG",0.199147423771379,0.132778228285343
"827",2009-09-30,"Q4",2009-09-30,2.83561643835616,"ERS","Air Force","YOUNG",0.251279334498809,0.208042797982969
"828",2009-09-30,"Q4",2009-09-30,2.83561643835616,"ERS","DLA","YOUNG",0.000809273533232301,0.000896888348848957
"829",2009-09-30,"Q4",2009-09-30,2.83561643835616,"ERS","MDA","YOUNG",1.48351374756441e-05,4.45230821967237e-05
"830",2009-09-30,"Q4",2009-09-30,2.83561643835616,"ERS","MilitaryHealth","YOUNG",0,4.97940030309591e-06
"831",2009-09-30,"Q4",2009-09-30,2.83561643835616,"ERS","Additional DoD Components","YOUNG",-0.000653845356137691,0.0224943667388324
"832",2009-09-30,"Q4",2009-09-30,2.83561643835616,"FRS&C","Army","YOUNG",0.365852220697121,0.61899419936855
"833",2009-09-30,"Q4",2009-09-30,2.83561643835616,"FRS&C","Navy","YOUNG",0.0669234553691275,0.102565377415747
"834",2009-09-30,"Q4",2009-09-30,2.83561643835616,"FRS&C","Air Force","YOUNG",0.104794882452912,0.0754438022515696
"835",2009-09-30,"Q4",2009-09-30,2.83561643835616,"FRS&C","DLA","YOUNG",0.00171954003030959,0.0116714725337375
"836",2009-09-30,"Q4",2009-09-30,2.83561643835616,"FRS&C","MDA","YOUNG",0,-2.69657934617883e-05
"837",2009-09-30,"Q4",2009-09-30,2.83561643835616,"FRS&C","Additional DoD Components","YOUNG",0.00213177670491448,0.00292437471674966
"838",2009-09-30,"Q4",2009-09-30,2.83561643835616,"ICT","Army","YOUNG",0.136313353388179,0.102882236844194
"839",2009-09-30,"Q4",2009-09-30,2.83561643835616,"ICT","Navy","YOUNG",0.104371159493397,0.0842741230244642
"840",2009-09-30,"Q4",2009-09-30,2.83561643835616,"ICT","Air Force","YOUNG",0.0401693433860143,0.0357469580897741
"841",2009-09-30,"Q4",2009-09-30,2.83561643835616,"ICT","DLA","YOUNG",0.0146928427581728,0.0164952650465469
"842",2009-09-30,"Q4",2009-09-30,2.83561643835616,"ICT","MDA","YOUNG",8.76813163022299e-06,2.23959911957855e-05
"843",2009-09-30,"Q4",2009-09-30,2.83561643835616,"ICT","MilitaryHealth","YOUNG",1.63875297683481e-05,1.67823482716317e-05
"844",2009-09-30,"Q4",2009-09-30,2.83561643835616,"ICT","Additional DoD Components","YOUNG",0.0920875664321282,0.0818713280038969
"845",2009-09-30,"Q4",2009-09-30,2.83561643835616,"MED","Army","YOUNG",-0.0134802200368045,-0.0102615704120661
"846",2009-09-30,"Q4",2009-09-30,2.83561643835616,"MED","Navy","YOUNG",0.00273226387746265,0.00267901248466479
"847",2009-09-30,"Q4",2009-09-30,2.83561643835616,"MED","Air Force","YOUNG",0.0133161155877896,0.00770669585047269
"848",2009-09-30,"Q4",2009-09-30,2.83561643835616,"MED","DLA","YOUNG",1.64323230136393e-05,0.000234985068918236
"849",2009-09-30,"Q4",2009-09-30,2.83561643835616,"MED","MilitaryHealth","YOUNG",-0.00222777713790864,0.0454063615356859
"850",2009-09-30,"Q4",2009-09-30,2.83561643835616,"MED","Additional DoD Components","YOUNG",-1.98163888287508e-05,-8.28545500469077e-06
"851",2009-09-30,"Q4",2009-09-30,2.83561643835616,"PAMS","Army","YOUNG",1.44570424183806,1.31551550812586
"852",2009-09-30,"Q4",2009-09-30,2.83561643835616,"PAMS","Navy","YOUNG",0.311369728599264,0.318969098747925
"853",2009-09-30,"Q4",2009-09-30,2.83561643835616,"PAMS","Air Force","YOUNG",0.187329529627625,0.227049426708523
"854",2009-09-30,"Q4",2009-09-30,2.83561643835616,"PAMS","DLA","YOUNG",0.0148871672223425,0.0129633043588078
"855",2009-09-30,"Q4",2009-09-30,2.83561643835616,"PAMS","MDA","YOUNG",0.00967893172764668,0.0116924834920979
"856",2009-09-30,"Q4",2009-09-30,2.83561643835616,"PAMS","MilitaryHealth","YOUNG",0,1.27480695677275e-05
"857",2009-09-30,"Q4",2009-09-30,2.83561643835616,"PAMS","Additional DoD Components","YOUNG",0.0186020054449015,0.0386914328173486
"858",2009-09-30,"Q4",2009-09-30,2.92054794520548,"ERS","Army","YOUNG",0.348210056343364,0.260009557858844
"859",2009-09-30,"Q4",2009-09-30,2.92054794520548,"ERS","Navy","YOUNG",0.129970240409179,0.140424178779678
"860",2009-09-30,"Q4",2009-09-30,2.92054794520548,"ERS","Air Force","YOUNG",0.479667674875514,0.316351225427582
"861",2009-09-30,"Q4",2009-09-30,2.92054794520548,"ERS","DLA","YOUNG",0.00958575897380385,0.00387189104784585
"862",2009-09-30,"Q4",2009-09-30,2.92054794520548,"ERS","MilitaryHealth","YOUNG",1.21779605975319e-05,5.141773111063e-06
"863",2009-09-30,"Q4",2009-09-30,2.92054794520548,"ERS","Additional DoD Components","YOUNG",-0.0193354982680234,0.0032693874467778
"864",2009-09-30,"Q4",2009-09-30,2.92054794520548,"FRS&C","Army","YOUNG",1.48595897884824,0.703666077058526
"865",2009-09-30,"Q4",2009-09-30,2.92054794520548,"FRS&C","Navy","YOUNG",0.196584825340983,0.128117289348344
"866",2009-09-30,"Q4",2009-09-30,2.92054794520548,"FRS&C","Air Force","YOUNG",0.104810706971206,0.101986898751534
"867",2009-09-30,"Q4",2009-09-30,2.92054794520548,"FRS&C","DLA","YOUNG",0.0852135286966876,0.0392101628887927
"868",2009-09-30,"Q4",2009-09-30,2.92054794520548,"FRS&C","Additional DoD Components","YOUNG",0.0117797552175796,0.00527411738110702
"869",2009-09-30,"Q4",2009-09-30,2.92054794520548,"ICT","Army","YOUNG",0.177959674572418,0.133365850169589
"870",2009-09-30,"Q4",2009-09-30,2.92054794520548,"ICT","Navy","YOUNG",0.215885046265425,0.13076347120228
"871",2009-09-30,"Q4",2009-09-30,2.92054794520548,"ICT","Air Force","YOUNG",0.0532047658367612,0.0451643502309302
"872",2009-09-30,"Q4",2009-09-30,2.92054794520548,"ICT","DLA","YOUNG",0.0229874823879628,0.0185428502742296
"873",2009-09-30,"Q4",2009-09-30,2.92054794520548,"ICT","Additional DoD Components","YOUNG",0.156375616756874,0.103621857970701
"874",2009-09-30,"Q4",2009-09-30,2.92054794520548,"MED","Army","YOUNG",0.00968748396839143,-0.00509206733780761
"875",2009-09-30,"Q4",2009-09-30,2.92054794520548,"MED","Navy","YOUNG",-0.00357120438406582,0.00120838309879483
"876",2009-09-30,"Q4",2009-09-30,2.92054794520548,"MED","Air Force","YOUNG",0.0165310065598614,0.0121096824781699
"877",2009-09-30,"Q4",2009-09-30,2.92054794520548,"MED","DLA","YOUNG",0,0.000112303030959082
"878",2009-09-30,"Q4",2009-09-30,2.92054794520548,"MED","MilitaryHealth","YOUNG",0.00563490176445118,0.0396641360720214
"879",2009-09-30,"Q4",2009-09-30,2.92054794520548,"MED","Additional DoD Components","YOUNG",9.45951504654687e-05,2.88055567583171e-05
"880",2009-09-30,"Q4",2009-09-30,2.92054794520548,"PAMS","Army","YOUNG",2.06620602071877,1.64902849547882
"881",2009-09-30,"Q4",2009-09-30,2.92054794520548,"PAMS","Navy","YOUNG",0.733045159114527,0.467147252045897
"882",2009-09-30,"Q4",2009-09-30,2.92054794520548,"PAMS","Air Force","YOUNG",0.456534309699069,0.274834697023165
"883",2009-09-30,"Q4",2009-09-30,2.92054794520548,"PAMS","DLA","YOUNG",0.0482129985494696,0.0260331302518583
"884",2009-09-30,"Q4",2009-09-30,2.92054794520548,"PAMS","MDA","YOUNG",0.0254587028252869,0.0162867158656275
"885",2009-09-30,"Q4",2009-09-30,2.92054794520548,"PAMS","Additional DoD Components","YOUNG",0.0289563152738688,0.0311404625929133
"886",2009-12-31,"Q1",2010-09-30,1,"ERS","Army","CARTER",0.0718102653829696,0.217884643202276
"887",2009-12-31,"Q1",2010-09-30,1,"ERS","Navy","CARTER",0.196909422058194,0.311315675747766
"888",2009-12-31,"Q1",2010-09-30,1,"ERS","Air Force","CARTER",0.268089179899444,0.298440309890707
"889",2009-12-31,"Q1",2010-09-30,1,"ERS","DLA","CARTER",0.00628566950149765,0.00562271160983024
"890",2009-12-31,"Q1",2010-09-30,1,"ERS","Additional DoD Components","CARTER",0.855841457327771,0.365146344648695
"891",2009-12-31,"Q1",2010-09-30,1,"FRS&C","Army","CARTER",0.867774146598203,4.40433453956391
"892",2009-12-31,"Q1",2010-09-30,1,"FRS&C","Navy","CARTER",0.133842759328199,1.20282493694789
"893",2009-12-31,"Q1",2010-09-30,1,"FRS&C","Air Force","CARTER",0.384241876219512,0.874768621015222
"894",2009-12-31,"Q1",2010-09-30,1,"FRS&C","DLA","CARTER",0.0321761218228498,0.0292287925344406
"895",2009-12-31,"Q1",2010-09-30,1,"FRS&C","Additional DoD Components","CARTER",0.00238512072100984,0.0184403009172508
"896",2009-12-31,"Q1",2010-09-30,1,"ICT","Army","CARTER",0.115264439120668,0.308300373796519
"897",2009-12-31,"Q1",2010-09-30,1,"ICT","Navy","CARTER",-0.0446977482563115,0.726891889756376
"898",2009-12-31,"Q1",2010-09-30,1,"ICT","Air Force","CARTER",0.099144101957638,0.205548704971663
"899",2009-12-31,"Q1",2010-09-30,1,"ICT","DLA","CARTER",0.0263336501925546,0.0323853693396413
"900",2009-12-31,"Q1",2010-09-30,1,"ICT","Additional DoD Components","CARTER",0.1263606728819,0.259632779792992
"901",2009-12-31,"Q1",2010-09-30,1,"MED","Army","CARTER",0.274518737323492,0.124849826621722
"902",2009-12-31,"Q1",2010-09-30,1,"MED","Navy","CARTER",0.229686551369277,0.11374210839826
"903",2009-12-31,"Q1",2010-09-30,1,"MED","Air Force","CARTER",0.0602118325524176,0.0282264173421099
"904",2009-12-31,"Q1",2010-09-30,1,"MED","DLA","CARTER",6.57836863500214e-05,0.000104096261618731
"905",2009-12-31,"Q1",2010-09-30,1,"MED","MilitaryHealth","CARTER",0.159708870143346,0.0533667363925897
"906",2009-12-31,"Q1",2010-09-30,1,"MED","Additional DoD Components","CARTER",0.000131308814719726,0.000308222415760296
"907",2009-12-31,"Q1",2010-09-30,1,"PAMS","Army","CARTER",0.382772713286264,1.50619903185533
"908",2009-12-31,"Q1",2010-09-30,1,"PAMS","Navy","CARTER",0.184006242789902,0.67856928466815
"909",2009-12-31,"Q1",2010-09-30,1,"PAMS","Air Force","CARTER",0.477259819811724,0.758244427679899
"910",2009-12-31,"Q1",2010-09-30,1,"PAMS","DLA","CARTER",0.00636453228498074,0.0149957654091308
"911",2009-12-31,"Q1",2010-09-30,1,"PAMS","MDA","CARTER",6.41848523748395e-05,0.000388474105731355
"912",2009-12-31,"Q1",2010-09-30,1,"PAMS","MilitaryHealth","CARTER",0,0.00126751241971567
"913",2009-12-31,"Q1",2010-09-30,1,"PAMS","Additional DoD Components","CARTER",0.756956827652974,0.445235773455949
"914",2009-12-31,"Q1",2010-09-30,1.08493150684932,"ERS","Army","CARTER",0.128734847325631,0.218663349592338
"915",2009-12-31,"Q1",2010-09-30,1.08493150684932,"ERS","Navy","CARTER",0.250052428016688,0.312944413743659
"916",2009-12-31,"Q1",2010-09-30,1.08493150684932,"ERS","Air Force","CARTER",0.23884954008344,0.330220746128379
"917",2009-12-31,"Q1",2010-09-30,1.08493150684932,"ERS","DLA","CARTER",0.000955717864783911,0.00537782373131663
"918",2009-12-31,"Q1",2010-09-30,1.08493150684932,"ERS","MDA","CARTER",0.000229514687633718,9.03657604229015e-05
"919",2009-12-31,"Q1",2010-09-30,1.08493150684932,"ERS","Additional DoD Components","CARTER",0.127635280059906,0.373985076340021
"920",2009-12-31,"Q1",2010-09-30,1.08493150684932,"FRS&C","Army","CARTER",1.13694029258665,3.91200529978313
"921",2009-12-31,"Q1",2010-09-30,1.08493150684932,"FRS&C","Navy","CARTER",0.15698635546641,0.912270988650956
"922",2009-12-31,"Q1",2010-09-30,1.08493150684932,"FRS&C","Air Force","CARTER",0.0666410802631579,0.792216246824237
"923",2009-12-31,"Q1",2010-09-30,1.08493150684932,"FRS&C","DLA","CARTER",0.0216690696512623,0.0309531767062801
"924",2009-12-31,"Q1",2010-09-30,1.08493150684932,"FRS&C","MDA","CARTER",0.000879187601626016,NA
"925",2009-12-31,"Q1",2010-09-30,1.08493150684932,"FRS&C","Additional DoD Components","CARTER",0.0146242124625588,0.0197021781139427
"926",2009-12-31,"Q1",2010-09-30,1.08493150684932,"ICT","Army","CARTER",0.0734699675652546,0.302330394874957
"927",2009-12-31,"Q1",2010-09-30,1.08493150684932,"ICT","Navy","CARTER",0.171853190051348,0.632508676961195
"928",2009-12-31,"Q1",2010-09-30,1.08493150684932,"ICT","Air Force","CARTER",0.027030689356012,0.164926511436657
"929",2009-12-31,"Q1",2010-09-30,1.08493150684932,"ICT","DLA","CARTER",0.0343637900834403,0.03965727428266
"930",2009-12-31,"Q1",2010-09-30,1.08493150684932,"ICT","Additional DoD Components","CARTER",0.1887963957638,0.284274027810817
"931",2009-12-31,"Q1",2010-09-30,1.08493150684932,"MED","Army","CARTER",0.0978275385643988,0.147947926223293
"932",2009-12-31,"Q1",2010-09-30,1.08493150684932,"MED","Navy","CARTER",0.00338008903508772,0.10054079428648
"933",2009-12-31,"Q1",2010-09-30,1.08493150684932,"MED","Air Force","CARTER",0.00326009713307659,0.0277050439140721
"934",2009-12-31,"Q1",2010-09-30,1.08493150684932,"MED","DLA","CARTER",9.1261649550706e-05,0.000128189832324851
"935",2009-12-31,"Q1",2010-09-30,1.08493150684932,"MED","MilitaryHealth","CARTER",0.0672189192019683,0.0757712386509351
"936",2009-12-31,"Q1",2010-09-30,1.08493150684932,"MED","Additional DoD Components","CARTER",-3.17533162173727e-05,0.000217464129868108
"937",2009-12-31,"Q1",2010-09-30,1.08493150684932,"PAMS","Army","CARTER",0.750845835183997,1.47648331553974
"938",2009-12-31,"Q1",2010-09-30,1.08493150684932,"PAMS","Navy","CARTER",0.547420007734275,0.719388924346624
"939",2009-12-31,"Q1",2010-09-30,1.08493150684932,"PAMS","Air Force","CARTER",0.270088173513051,0.72727209999402
