"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","ProductOrServiceArea","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"26",2007-12-31,"Q1",2008-09-30,1,"PAMS","DLA","YOUNG",0.0143053244902386,NA
"27",2007-12-31,"Q1",2008-09-30,1,"PAMS","MDA","YOUNG",0.000753796095444685,NA
"28",2007-12-31,"Q1",2008-09-30,1,"PAMS","Additional DoD Components","YOUNG",0.506147471616052,NA
"29",2007-12-31,"Q1",2008-09-30,1.08493150684932,"ERS","Army","YOUNG",0.184011863991323,NA
"30",2007-12-31,"Q1",2008-09-30,1.08493150684932,"ERS","Navy","YOUNG",0.548806628264642,NA
"31",2007-12-31,"Q1",2008-09-30,1.08493150684932,"ERS","Air Force","YOUNG",0.263853856279826,NA
"32",2007-12-31,"Q1",2008-09-30,1.08493150684932,"ERS","DLA","YOUNG",0.00702544345986985,NA
"33",2007-12-31,"Q1",2008-09-30,1.08493150684932,"ERS","Additional DoD Components","YOUNG",0.358379758232104,NA
"34",2007-12-31,"Q1",2008-09-30,1.08493150684932,"FRS&C","Army","YOUNG",0.877308727136659,NA
"35",2007-12-31,"Q1",2008-09-30,1.08493150684932,"FRS&C","Navy","YOUNG",0.233889753709328,NA
"36",2007-12-31,"Q1",2008-09-30,1.08493150684932,"FRS&C","Air Force","YOUNG",0.136669952613883,NA
"37",2007-12-31,"Q1",2008-09-30,1.08493150684932,"FRS&C","DLA","YOUNG",0.0229644370065076,NA
"38",2007-12-31,"Q1",2008-09-30,1.08493150684932,"FRS&C","MDA","YOUNG",0.000319956616052061,NA
"39",2007-12-31,"Q1",2008-09-30,1.08493150684932,"FRS&C","Additional DoD Components","YOUNG",0.0087959573318872,NA
"40",2007-12-31,"Q1",2008-09-30,1.08493150684932,"ICT","Army","YOUNG",0.0593167432537961,NA
"41",2007-12-31,"Q1",2008-09-30,1.08493150684932,"ICT","Navy","YOUNG",0.123037052852495,NA
"42",2007-12-31,"Q1",2008-09-30,1.08493150684932,"ICT","Air Force","YOUNG",0.0350131470281996,NA
"43",2007-12-31,"Q1",2008-09-30,1.08493150684932,"ICT","DLA","YOUNG",0.00640114454446855,NA
"44",2007-12-31,"Q1",2008-09-30,1.08493150684932,"ICT","Additional DoD Components","YOUNG",0.0946285689045553,NA
"45",2007-12-31,"Q1",2008-09-30,1.08493150684932,"MED","Army","YOUNG",0.0764954967678959,NA
"46",2007-12-31,"Q1",2008-09-30,1.08493150684932,"MED","Navy","YOUNG",0.00664051952277657,NA
"47",2007-12-31,"Q1",2008-09-30,1.08493150684932,"MED","Air Force","YOUNG",0.0061870334164859,NA
"48",2007-12-31,"Q1",2008-09-30,1.08493150684932,"MED","DLA","YOUNG",4.52684381778742e-06,NA
"49",2007-12-31,"Q1",2008-09-30,1.08493150684932,"MED","MilitaryHealth","YOUNG",0.0506763912147505,NA
"50",2007-12-31,"Q1",2008-09-30,1.08493150684932,"MED","Additional DoD Components","YOUNG",7.97505422993492e-06,NA
"51",2007-12-31,"Q1",2008-09-30,1.08493150684932,"PAMS","Army","YOUNG",0.678600227885032,NA
"52",2007-12-31,"Q1",2008-09-30,1.08493150684932,"PAMS","Navy","YOUNG",0.267369991355748,NA
"53",2007-12-31,"Q1",2008-09-30,1.08493150684932,"PAMS","Air Force","YOUNG",0.426440861041215,NA
"54",2007-12-31,"Q1",2008-09-30,1.08493150684932,"PAMS","DLA","YOUNG",0.0194258886876356,NA
"55",2007-12-31,"Q1",2008-09-30,1.08493150684932,"PAMS","MDA","YOUNG",0.00496972776572668,NA
"56",2007-12-31,"Q1",2008-09-30,1.08493150684932,"PAMS","Additional DoD Components","YOUNG",0.166092983763557,NA
"57",2007-12-31,"Q1",2008-09-30,1.16712328767123,"ERS","Army","YOUNG",0.185575670704989,0.16864197907086
"58",2007-12-31,"Q1",2008-09-30,1.16712328767123,"ERS","Navy","YOUNG",0.404542481149675,0.425247017841649
"59",2007-12-31,"Q1",2008-09-30,1.16712328767123,"ERS","Air Force","YOUNG",0.363764129099783,0.346632375289226
"60",2007-12-31,"Q1",2008-09-30,1.16712328767123,"ERS","DLA","YOUNG",0.00455519822125813,0.0226893828778019
"61",2007-12-31,"Q1",2008-09-30,1.16712328767123,"ERS","MDA","YOUNG",-2.5614967462039e-05,NA
"62",2007-12-31,"Q1",2008-09-30,1.16712328767123,"ERS","MilitaryHealth","YOUNG",0.000366,NA
"63",2007-12-31,"Q1",2008-09-30,1.16712328767123,"ERS","Additional DoD Components","YOUNG",0.298462802939262,0.37322251675705
"64",2007-12-31,"Q1",2008-09-30,1.16712328767123,"FRS&C","Army","YOUNG",1.13524102513015,0.870458161988431
"65",2007-12-31,"Q1",2008-09-30,1.16712328767123,"FRS&C","Navy","YOUNG",0.203593490075922,0.235713202957339
"66",2007-12-31,"Q1",2008-09-30,1.16712328767123,"FRS&C","Air Force","YOUNG",0.185930201182213,0.194938099045553
"67",2007-12-31,"Q1",2008-09-30,1.16712328767123,"FRS&C","DLA","YOUNG",0.00560484288503254,0.0189786321728127
"68",2007-12-31,"Q1",2008-09-30,1.16712328767123,"FRS&C","MDA","YOUNG",0.00158677548806941,NA
"69",2007-12-31,"Q1",2008-09-30,1.16712328767123,"FRS&C","Additional DoD Components","YOUNG",0.0044798554989154,0.00478612054229935
"70",2007-12-31,"Q1",2008-09-30,1.16712328767123,"ICT","Army","YOUNG",0.243326546908894,0.124897373926247
"71",2007-12-31,"Q1",2008-09-30,1.16712328767123,"ICT","Navy","YOUNG",0.237180240618221,0.313755326167751
"72",2007-12-31,"Q1",2008-09-30,1.16712328767123,"ICT","Air Force","YOUNG",0.0794802120715835,0.075845783033261
"73",2007-12-31,"Q1",2008-09-30,1.16712328767123,"ICT","DLA","YOUNG",0.00811739447939262,0.00621870717281272
"74",2007-12-31,"Q1",2008-09-30,1.16712328767123,"ICT","Additional DoD Components","YOUNG",0.169418319815618,0.141756654454085
"75",2007-12-31,"Q1",2008-09-30,1.16712328767123,"MED","Army","YOUNG",0.0698046113774403,0.0861312437780188
"76",2007-12-31,"Q1",2008-09-30,1.16712328767123,"MED","Navy","YOUNG",0.00101960401301518,0.0763730271908894
"77",2007-12-31,"Q1",2008-09-30,1.16712328767123,"MED","Air Force","YOUNG",0.00176473001084599,0.0168681132465654
"78",2007-12-31,"Q1",2008-09-30,1.16712328767123,"MED","DLA","YOUNG",0,5.65491323210412e-06
"79",2007-12-31,"Q1",2008-09-30,1.16712328767123,"MED","MilitaryHealth","YOUNG",0,0.0368018826681128
"80",2007-12-31,"Q1",2008-09-30,1.16712328767123,"MED","Additional DoD Components","YOUNG",0.000220305856832972,8.99602313810557e-05
"81",2007-12-31,"Q1",2008-09-30,1.16712328767123,"PAMS","Army","YOUNG",0.871668934436009,0.652998846341287
"82",2007-12-31,"Q1",2008-09-30,1.16712328767123,"PAMS","Navy","YOUNG",0.44758705016269,0.320999465394071
"83",2007-12-31,"Q1",2008-09-30,1.16712328767123,"PAMS","Air Force","YOUNG",0.64395364345987,0.464205815600145
"84",2007-12-31,"Q1",2008-09-30,1.16712328767123,"PAMS","DLA","YOUNG",0.0189411790130152,0.0175574640636298
"85",2007-12-31,"Q1",2008-09-30,1.16712328767123,"PAMS","MDA","YOUNG",0.00867283188720174,0.0047987852494577
"86",2007-12-31,"Q1",2008-09-30,1.16712328767123,"PAMS","Additional DoD Components","YOUNG",0.222704974880694,0.298315143420101
"87",2008-03-31,"Q2",2008-09-30,1.25205479452055,"ERS","Army","YOUNG",0.12121694527115,0.163601493322487
"88",2008-03-31,"Q2",2008-09-30,1.25205479452055,"ERS","Navy","YOUNG",0.176756049544469,0.376701719652928
"89",2008-03-31,"Q2",2008-09-30,1.25205479452055,"ERS","Air Force","YOUNG",0.302483503839479,0.310033829739696
"90",2008-03-31,"Q2",2008-09-30,1.25205479452055,"ERS","DLA","YOUNG",0.00326403422993492,0.00494822530368763
"91",2008-03-31,"Q2",2008-09-30,1.25205479452055,"ERS","MilitaryHealth","YOUNG",4.94577006507592e-06,NA
"92",2008-03-31,"Q2",2008-09-30,1.25205479452055,"ERS","Additional DoD Components","YOUNG",0.115780426843818,0.257540996005061
"93",2008-03-31,"Q2",2008-09-30,1.25205479452055,"FRS&C","Army","YOUNG",1.05496509170282,1.02250494798988
"94",2008-03-31,"Q2",2008-09-30,1.25205479452055,"FRS&C","Navy","YOUNG",0.306345058828633,0.247942767537961
"95",2008-03-31,"Q2",2008-09-30,1.25205479452055,"FRS&C","Air Force","YOUNG",0.122190130986985,0.148263428261027
"96",2008-03-31,"Q2",2008-09-30,1.25205479452055,"FRS&C","DLA","YOUNG",0.0128805970281996,0.0138166256399132
"97",2008-03-31,"Q2",2008-09-30,1.25205479452055,"FRS&C","MDA","YOUNG",1.13633405639913e-05,0.000639365148228489
"98",2008-03-31,"Q2",2008-09-30,1.25205479452055,"FRS&C","Additional DoD Components","YOUNG",0.00666353526030369,0.0066464493637021
"99",2008-03-31,"Q2",2008-09-30,1.25205479452055,"ICT","Army","YOUNG",0.107604917895879,0.136749402686189
"100",2008-03-31,"Q2",2008-09-30,1.25205479452055,"ICT","Navy","YOUNG",0.228344870986985,0.196187388152567
"101",2008-03-31,"Q2",2008-09-30,1.25205479452055,"ICT","Air Force","YOUNG",0.0666726934924078,0.060388684197397
"102",2008-03-31,"Q2",2008-09-30,1.25205479452055,"ICT","DLA","YOUNG",0.0212692663774403,0.0119292684671005
"103",2008-03-31,"Q2",2008-09-30,1.25205479452055,"ICT","Additional DoD Components","YOUNG",0.215293010759219,0.159779966493131
"104",2008-03-31,"Q2",2008-09-30,1.25205479452055,"MED","Army","YOUNG",0.0375510619522777,0.0612837233658713
"105",2008-03-31,"Q2",2008-09-30,1.25205479452055,"MED","Navy","YOUNG",0.00401961729934924,0.003893246945047
"106",2008-03-31,"Q2",2008-09-30,1.25205479452055,"MED","Air Force","YOUNG",0.00206942109544469,0.00334039484092552
"107",2008-03-31,"Q2",2008-09-30,1.25205479452055,"MED","DLA","YOUNG",1.08459869848156e-05,5.12427693420101e-06
"108",2008-03-31,"Q2",2008-09-30,1.25205479452055,"MED","MilitaryHealth","YOUNG",0.222705860954447,0.0911274173897325
"109",2008-03-31,"Q2",2008-09-30,1.25205479452055,"MED","Additional DoD Components","YOUNG",1.01409978308026e-05,7.94739696312364e-05
"110",2008-03-31,"Q2",2008-09-30,1.25205479452055,"PAMS","Army","YOUNG",0.96948951467462,0.839919558998554
"111",2008-03-31,"Q2",2008-09-30,1.25205479452055,"PAMS","Navy","YOUNG",0.502393629295011,0.405783556937816
"112",2008-03-31,"Q2",2008-09-30,1.25205479452055,"PAMS","Air Force","YOUNG",0.455560515498915,0.508651673333333
"113",2008-03-31,"Q2",2008-09-30,1.25205479452055,"PAMS","DLA","YOUNG",0.00573552827548807,0.0147008653253796
"114",2008-03-31,"Q2",2008-09-30,1.25205479452055,"PAMS","MDA","YOUNG",0.00833013774403471,0.00732423246565437
"115",2008-03-31,"Q2",2008-09-30,1.25205479452055,"PAMS","Additional DoD Components","YOUNG",0.256074288416486,0.214957415686912
"116",2008-03-31,"Q2",2008-09-30,1.33698630136986,"ERS","Army","YOUNG",0.236057926117137,0.180950180697758
"117",2008-03-31,"Q2",2008-09-30,1.33698630136986,"ERS","Navy","YOUNG",0.235667821637744,0.272322117443962
"118",2008-03-31,"Q2",2008-09-30,1.33698630136986,"ERS","Air Force","YOUNG",1.16468238090022,0.61031000461316
"119",2008-03-31,"Q2",2008-09-30,1.33698630136986,"ERS","DLA","YOUNG",0.00317463407809111,0.00366462217642805
"120",2008-03-31,"Q2",2008-09-30,1.33698630136986,"ERS","Additional DoD Components","YOUNG",0.18202003675705,0.198754422180043
"121",2008-03-31,"Q2",2008-09-30,1.33698630136986,"FRS&C","Army","YOUNG",1.57866247854664,1.2562895317932
"122",2008-03-31,"Q2",2008-09-30,1.33698630136986,"FRS&C","Navy","YOUNG",0.371777186887202,0.293905245263919
"123",2008-03-31,"Q2",2008-09-30,1.33698630136986,"FRS&C","Air Force","YOUNG",0.121813213438178,0.143311181869125
"124",2008-03-31,"Q2",2008-09-30,1.33698630136986,"FRS&C","DLA","YOUNG",0.0192788439804772,0.0125880946312364
"125",2008-03-31,"Q2",2008-09-30,1.33698630136986,"FRS&C","MDA","YOUNG",0,0.000532712942877802
"126",2008-03-31,"Q2",2008-09-30,1.33698630136986,"FRS&C","Additional DoD Components","YOUNG",0.00479503748373102,0.0053128094143167
"127",2008-03-31,"Q2",2008-09-30,1.33698630136986,"ICT","Army","YOUNG",0.0887316192950108,0.146554361366594
"128",2008-03-31,"Q2",2008-09-30,1.33698630136986,"ICT","Navy","YOUNG",0.224020102212581,0.229848404605929
"129",2008-03-31,"Q2",2008-09-30,1.33698630136986,"ICT","Air Force","YOUNG",0.0556664797830803,0.0672731284490239
"130",2008-03-31,"Q2",2008-09-30,1.33698630136986,"ICT","DLA","YOUNG",0.0222549031019523,0.0172138546529284
"131",2008-03-31,"Q2",2008-09-30,1.33698630136986,"ICT","Additional DoD Components","YOUNG",0.0984914404663774,0.161067590347072
"132",2008-03-31,"Q2",2008-09-30,1.33698630136986,"MED","Army","YOUNG",0.0258317369848156,0.0443958034381779
"133",2008-03-31,"Q2",2008-09-30,1.33698630136986,"MED","Navy","YOUNG",0.00531748571583514,0.00345223567606652
"134",2008-03-31,"Q2",2008-09-30,1.33698630136986,"MED","Air Force","YOUNG",0.0123982537635575,0.00541080162328272
"135",2008-03-31,"Q2",2008-09-30,1.33698630136986,"MED","DLA","YOUNG",2.0837852494577e-05,1.05612798264642e-05
"136",2008-03-31,"Q2",2008-09-30,1.33698630136986,"MED","MilitaryHealth","YOUNG",0.000329718004338395,0.0743451929862617
"137",2008-03-31,"Q2",2008-09-30,1.33698630136986,"PAMS","Army","YOUNG",1.33508635420824,1.05874826777296
"138",2008-03-31,"Q2",2008-09-30,1.33698630136986,"PAMS","Navy","YOUNG",0.483806365149675,0.477929014869125
"139",2008-03-31,"Q2",2008-09-30,1.33698630136986,"PAMS","Air Force","YOUNG",0.496095598286334,0.531869919081706
"140",2008-03-31,"Q2",2008-09-30,1.33698630136986,"PAMS","DLA","YOUNG",0.00445647958785249,0.00971106229211858
"141",2008-03-31,"Q2",2008-09-30,1.33698630136986,"PAMS","MDA","YOUNG",0.0101344642082429,0.00904581127982646
"142",2008-03-31,"Q2",2008-09-30,1.33698630136986,"PAMS","MilitaryHealth","YOUNG",0.00067438568329718,NA
"143",2008-03-31,"Q2",2008-09-30,1.33698630136986,"PAMS","Additional DoD Components","YOUNG",0.24063551197397,0.239804925090383
"144",2008-03-31,"Q2",2008-09-30,1.41643835616438,"ERS","Army","YOUNG",0.328549027624729,0.228607966337672
"145",2008-03-31,"Q2",2008-09-30,1.41643835616438,"ERS","Navy","YOUNG",0.291796245824295,0.234740039002169
"146",2008-03-31,"Q2",2008-09-30,1.41643835616438,"ERS","Air Force","YOUNG",0.252222291887202,0.573129392208966
"147",2008-03-31,"Q2",2008-09-30,1.41643835616438,"ERS","DLA","YOUNG",0.00057821169197397,0.00233896
"148",2008-03-31,"Q2",2008-09-30,1.41643835616438,"ERS","MDA","YOUNG",0,8.13449023861171e-06
"149",2008-03-31,"Q2",2008-09-30,1.41643835616438,"ERS","Additional DoD Components","YOUNG",0.332845989566161,0.210215484389009
"150",2008-03-31,"Q2",2008-09-30,1.41643835616438,"FRS&C","Army","YOUNG",1.90518884069414,1.51293880364787
"151",2008-03-31,"Q2",2008-09-30,1.41643835616438,"FRS&C","Navy","YOUNG",0.745053826616052,0.474392024110629
"152",2008-03-31,"Q2",2008-09-30,1.41643835616438,"FRS&C","Air Force","YOUNG",0.348249870021692,0.197417738148952
"153",2008-03-31,"Q2",2008-09-30,1.41643835616438,"FRS&C","DLA","YOUNG",0.0472290671149675,0.0264628360412147
"154",2008-03-31,"Q2",2008-09-30,1.41643835616438,"FRS&C","MDA","YOUNG",0,3.78778018799711e-06
"155",2008-03-31,"Q2",2008-09-30,1.41643835616438,"FRS&C","Additional DoD Components","YOUNG",0.0166097307483731,0.00935610116413594
"156",2008-03-31,"Q2",2008-09-30,1.41643835616438,"ICT","Army","YOUNG",0.184416547451193,0.126917694880694
"157",2008-03-31,"Q2",2008-09-30,1.41643835616438,"ICT","Navy","YOUNG",0.329436935889371,0.260600636362979
"158",2008-03-31,"Q2",2008-09-30,1.41643835616438,"ICT","Air Force","YOUNG",0.103426981344902,0.0752553848734635
"159",2008-03-31,"Q2",2008-09-30,1.41643835616438,"ICT","DLA","YOUNG",0.00733150092190889,0.0169518901337672
"160",2008-03-31,"Q2",2008-09-30,1.41643835616438,"ICT","MDA","YOUNG",9.28069414316703e-05,NA
"161",2008-03-31,"Q2",2008-09-30,1.41643835616438,"ICT","Additional DoD Components","YOUNG",0.141515855466377,0.151766768897325
"162",2008-03-31,"Q2",2008-09-30,1.41643835616438,"MED","Army","YOUNG",0.0446216817678959,0.0360014935683297
"163",2008-03-31,"Q2",2008-09-30,1.41643835616438,"MED","Navy","YOUNG",0.0117251100650759,0.0070207376934201
"164",2008-03-31,"Q2",2008-09-30,1.41643835616438,"MED","Air Force","YOUNG",0.00763213481561822,0.00736660322487346
"165",2008-03-31,"Q2",2008-09-30,1.41643835616438,"MED","DLA","YOUNG",0,1.05612798264642e-05
"166",2008-03-31,"Q2",2008-09-30,1.41643835616438,"MED","MilitaryHealth","YOUNG",0,0.0743451929862617
"167",2008-03-31,"Q2",2008-09-30,1.41643835616438,"MED","Additional DoD Components","YOUNG",0,7.68156182212581e-05
"168",2008-03-31,"Q2",2008-09-30,1.41643835616438,"PAMS","Army","YOUNG",1.4148915347397,1.23982246787419
"169",2008-03-31,"Q2",2008-09-30,1.41643835616438,"PAMS","Navy","YOUNG",0.575840927169197,0.520680307204628
"170",2008-03-31,"Q2",2008-09-30,1.41643835616438,"PAMS","Air Force","YOUNG",0.591091515683297,0.514249209822849
"171",2008-03-31,"Q2",2008-09-30,1.41643835616438,"PAMS","DLA","YOUNG",0.0276424947396963,0.012611500867679
"172",2008-03-31,"Q2",2008-09-30,1.41643835616438,"PAMS","MDA","YOUNG",0.0074186420824295,0.00862774801156905
"173",2008-03-31,"Q2",2008-09-30,1.41643835616438,"PAMS","MilitaryHealth","YOUNG",0,NA
"174",2008-03-31,"Q2",2008-09-30,1.41643835616438,"PAMS","Additional DoD Components","YOUNG",0.345863874251627,0.280857891547361
"175",2008-06-30,"Q3",2008-09-30,1.5013698630137,"ERS","Army","YOUNG",0.219536914533623,0.261381289425163
"176",2008-06-30,"Q3",2008-09-30,1.5013698630137,"ERS","Navy","YOUNG",0.674717568611714,0.400727212024584
"177",2008-06-30,"Q3",2008-09-30,1.5013698630137,"ERS","Air Force","YOUNG",0.262693160618221,0.559865944468547
"178",2008-06-30,"Q3",2008-09-30,1.5013698630137,"ERS","DLA","YOUNG",0.00210316992407809,0.00195200523138106
"179",2008-06-30,"Q3",2008-09-30,1.5013698630137,"ERS","MDA","YOUNG",0,-8.53832248734635e-06
"180",2008-06-30,"Q3",2008-09-30,1.5013698630137,"ERS","MilitaryHealth","YOUNG",3.55801301518438e-05,0.00013550863340564
"181",2008-06-30,"Q3",2008-09-30,1.5013698630137,"ERS","Additional DoD Components","YOUNG",0.118183570043384,0.211016532122198
"182",2008-06-30,"Q3",2008-09-30,1.5013698630137,"FRS&C","Army","YOUNG",1.94271307130152,1.80885479684743
"183",2008-06-30,"Q3",2008-09-30,1.5013698630137,"FRS&C","Navy","YOUNG",0.384168086149675,0.500333033217643
"184",2008-06-30,"Q3",2008-09-30,1.5013698630137,"FRS&C","Air Force","YOUNG",0.110427246941432,0.193496776800434
"185",2008-06-30,"Q3",2008-09-30,1.5013698630137,"FRS&C","DLA","YOUNG",0.047600414154013,0.0380361084164859
"186",2008-06-30,"Q3",2008-09-30,1.5013698630137,"FRS&C","MDA","YOUNG",0.000536077006507592,0.000178692335502531
"187",2008-06-30,"Q3",2008-09-30,1.5013698630137,"FRS&C","Additional DoD Components","YOUNG",0.00590431303687636,0.00910302708966016
"188",2008-06-30,"Q3",2008-09-30,1.5013698630137,"ICT","Army","YOUNG",0.116094486041215,0.12974755092914
"189",2008-06-30,"Q3",2008-09-30,1.5013698630137,"ICT","Navy","YOUNG",0.273807966898048,0.275755001666667
"190",2008-06-30,"Q3",2008-09-30,1.5013698630137,"ICT","Air Force","YOUNG",0.105396124229935,0.0881631951193058
"191",2008-06-30,"Q3",2008-09-30,1.5013698630137,"ICT","DLA","YOUNG",0.0319265818438178,0.0205043286225597
"192",2008-06-30,"Q3",2008-09-30,1.5013698630137,"ICT","Additional DoD Components","YOUNG",0.214579812733189,0.151529036221981
"193",2008-06-30,"Q3",2008-09-30,1.5013698630137,"MED","Army","YOUNG",0.0553874246312364,0.0419469477946493
"194",2008-06-30,"Q3",2008-09-30,1.5013698630137,"MED","Navy","YOUNG",0.0204908571583514,0.0125111509797542
"195",2008-06-30,"Q3",2008-09-30,1.5013698630137,"MED","Air Force","YOUNG",0.00607944042299349,0.0087032763340564
"196",2008-06-30,"Q3",2008-09-30,1.5013698630137,"MED","DLA","YOUNG",7.07226030368763e-05,3.05201518438178e-05
"197",2008-06-30,"Q3",2008-09-30,1.5013698630137,"MED","MilitaryHealth","YOUNG",0.00534649340563991,0.00189207046999277
"198",2008-06-30,"Q3",2008-09-30,1.5013698630137,"MED","Additional DoD Components","YOUNG",4.09197396963124e-05,1.70202458423717e-05
"199",2008-06-30,"Q3",2008-09-30,1.5013698630137,"PAMS","Army","YOUNG",1.05117542854664,1.26705110583153
"200",2008-06-30,"Q3",2008-09-30,1.5013698630137,"PAMS","Navy","YOUNG",0.475754866193059,0.511800719503977
"201",2008-06-30,"Q3",2008-09-30,1.5013698630137,"PAMS","Air Force","YOUNG",0.590325843123644,0.559170985697758
"202",2008-06-30,"Q3",2008-09-30,1.5013698630137,"PAMS","DLA","YOUNG",0.0174933170607375,0.0165307637960954
"203",2008-06-30,"Q3",2008-09-30,1.5013698630137,"PAMS","MDA","YOUNG",0.00726053326464208,0.00827121318510484
"204",2008-06-30,"Q3",2008-09-30,1.5013698630137,"PAMS","MilitaryHealth","YOUNG",0.00413373427331887,0.00160270665220535
"205",2008-06-30,"Q3",2008-09-30,1.5013698630137,"PAMS","Additional DoD Components","YOUNG",0.220351097093275,0.268950161106291
"206",2008-06-30,"Q3",2008-09-30,1.58356164383562,"ERS","Army","YOUNG",0.157983629088937,0.235356523749096
"207",2008-06-30,"Q3",2008-09-30,1.58356164383562,"ERS","Navy","YOUNG",0.190934952830803,0.385816255755604
"208",2008-06-30,"Q3",2008-09-30,1.58356164383562,"ERS","Air Force","YOUNG",0.209413273817787,0.241442908774403
"209",2008-06-30,"Q3",2008-09-30,1.58356164383562,"ERS","DLA","YOUNG",0.00374012513015184,0.00214050224873463
"210",2008-06-30,"Q3",2008-09-30,1.58356164383562,"ERS","MilitaryHealth","YOUNG",1.0989251626898e-05,1.71717172812726e-05
"211",2008-06-30,"Q3",2008-09-30,1.58356164383562,"ERS","Additional DoD Components","YOUNG",0.144309871062907,0.198446476890817
"212",2008-06-30,"Q3",2008-09-30,1.58356164383562,"FRS&C","Army","YOUNG",1.31879067200651,1.72223086133406
"213",2008-06-30,"Q3",2008-09-30,1.58356164383562,"FRS&C","Navy","YOUNG",0.389765553503254,0.506329155422993
"214",2008-06-30,"Q3",2008-09-30,1.58356164383562,"FRS&C","Air Force","YOUNG",0.240685606626898,0.233120907863341
"215",2008-06-30,"Q3",2008-09-30,1.58356164383562,"FRS&C","DLA","YOUNG",0.0359571862581345,0.0435955558423716
"216",2008-06-30,"Q3",2008-09-30,1.58356164383562,"FRS&C","Additional DoD Components","YOUNG",0.00990644612798264,0.0108068299710774
"217",2008-06-30,"Q3",2008-09-30,1.58356164383562,"ICT","Army","YOUNG",0.14106182,0.147190951164136
"218",2008-06-30,"Q3",2008-09-30,1.58356164383562,"ICT","Navy","YOUNG",0.221447145694143,0.274897349493854
"219",2008-06-30,"Q3",2008-09-30,1.58356164383562,"ICT","Air Force","YOUNG",0.0554295755965293,0.0880842270571222
"220",2008-06-30,"Q3",2008-09-30,1.58356164383562,"ICT","DLA","YOUNG",0.016464178373102,0.0185740870462762
"221",2008-06-30,"Q3",2008-09-30,1.58356164383562,"ICT","Additional DoD Components","YOUNG",0.110350463763557,0.155482043987708
"222",2008-06-30,"Q3",2008-09-30,1.58356164383562,"MED","Army","YOUNG",0.0259003695119306,0.0419698253036876
"223",2008-06-30,"Q3",2008-09-30,1.58356164383562,"MED","Navy","YOUNG",0.00444976257049892,0.0122219099313087
"224",2008-06-30,"Q3",2008-09-30,1.58356164383562,"MED","Air Force","YOUNG",0.00721971837310195,0.00697709787057122
"225",2008-06-30,"Q3",2008-09-30,1.58356164383562,"MED","DLA","YOUNG",3.18980477223427e-05,3.42068835864064e-05
"226",2008-06-30,"Q3",2008-09-30,1.58356164383562,"MED","MilitaryHealth","YOUNG",7.2234273318872e-06,0.00178457227765727
