"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","ProductOrServiceArea","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"1",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"Fuel","Army","YOUNG",0.00217337517353579,NA
"2",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"Fuel","Army","YOUNG",0.00336554347071584,NA
"3",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"Fuel","Army","YOUNG",0.0030792170824295,0.00287271190889371
"4",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"Fuel","Army","YOUNG",0.00272662677874187,0.00305712911062907
"5",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"Fuel","Army","YOUNG",0.00417744088937093,0.0033277615835141
"6",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"Fuel","Army","YOUNG",0.00322683069414317,0.00337696612075199
"7",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"Fuel","Army","YOUNG",0.00510403651843818,0.00416943603398409
"8",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"Fuel","Army","YOUNG",0.00606542972885032,0.00479876564714389
"9",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"Fuel","Army","YOUNG",0.00651721389370933,0.00589556004699928
"10",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"Fuel","Army","YOUNG",0.00266033677874187,0.00508099346710051
"11",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"Fuel","Army","YOUNG",0.00303566031453362,0.00407107032899494
"12",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"Fuel","Army","YOUNG",0.00742534302603037,0.00437378003976862
"13",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"Fuel","Army","YOUNG",0.0162099090062784,0.00889030411561413
"14",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"Fuel","Army","YOUNG",0.0182470546871617,0.0139607689064902
"15",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"Fuel","Army","YOUNG",0.0150310078371942,0.0164959905102114
"16",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"Fuel","Army","YOUNG",0.00601191846720069,0.0130966603305189
"17",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"Fuel","Army","YOUNG",0.0256218809915566,0.0155549357653172
"18",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"Fuel","Army","YOUNG",0.0333527074583243,0.0216621689723605
"19",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"Fuel","Army","YOUNG",0.019688473186837,0.0262210205455726
"20",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"Fuel","Army","YOUNG",-0.00295510875730678,0.0166953572959515
"21",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Fuel","Army","YOUNG",7.51671573933752e-05,0.00560284386230786
"22",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"Fuel","Army","YOUNG",-0.000144942054557263,-0.00100829455149022
"23",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"Fuel","Army","YOUNG",3.31527386880277e-06,-2.21532077650285e-05
"24",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Fuel","Army","YOUNG",-0.000258895735007577,-0.000133507505232013
"25",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"Fuel","Army","CARTER",0.010081083329725,NA
"26",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"Fuel","Army","CARTER",0.00771082615284694,NA
"27",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"Fuel","Army","CARTER",0.00543577425849751,0.00774256124702316
"28",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"Fuel","Army","CARTER",0.0284328474669842,0.0138598159594429
"29",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"Fuel","Army","CARTER",0.035442786447283,0.0231038027242549
"30",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"Fuel","Army","CARTER",0.0313261744100455,0.0317339361081042
"31",2009-10-01,2009-12-31,"Q1",2010-09-30,1,"Fuel","Army","CARTER",0.0233509479139923,0.0300399695904402
"32",2009-11-01,2009-12-31,"Q1",2010-09-30,1.08493150684932,"Fuel","Army","CARTER",0.0100438860611896,0.0215736694617424
"33",2009-12-01,2009-12-31,"Q1",2010-09-30,1.16712328767123,"Fuel","Army","CARTER",0.0107341894522893,0.0147096744758237
"34",2010-01-01,2010-03-31,"Q2",2010-09-30,1.25205479452055,"Fuel","Army","CARTER",0.0378663822849808,0.0195481525994865
"35",2010-02-01,2010-03-31,"Q2",2010-09-30,1.33698630136986,"Fuel","Army","CARTER",0.0242137684531451,0.0242714467301384
"36",2010-03-01,2010-03-31,"Q2",2010-09-30,1.41369863013699,"Fuel","Army","CARTER",0.0295719296640993,0.0305506934674084
"37",2010-04-01,2010-06-30,"Q3",2010-09-30,1.4986301369863,"Fuel","Army","CARTER",0.0120209773320496,0.021935558483098
"38",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"Fuel","Army","CARTER",0.0563683200791613,0.0326537423584367
"39",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"Fuel","Army","CARTER",0.0248846890885751,0.031091328833262
"40",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"Fuel","Army","CARTER",0.0350576949721866,0.0387702347133077
"41",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"Fuel","Army","CARTER",0.0203916688061617,0.0267780176223078
"42",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"Fuel","Army","CARTER",0.0143889722721438,0.023279445350164
"43",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"Fuel","Army","CARTER",0.0102970406210659,0.0150258938997905
"44",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"Fuel","Army","CARTER",0.0120852676248426,0.0122570935060174
"45",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"Fuel","Army","CARTER",0.0173861546684851,0.0132561543047979
"46",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"Fuel","Army","CARTER",0.0258474586865296,0.0184396269932858
"47",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"Fuel","Army","CARTER",0.0430905314099874,0.0287747149216674
"48",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"Fuel","Army","CARTER",0.0499566718946706,0.0396315539970625
"49",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"Fuel","Army","CARTER",0.0475351862987831,0.0468607965344803
"50",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"Fuel","Army","CARTER",0.0500918914183802,0.0491945832039446
"51",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"Fuel","Army","CARTER",0.01066942736047,0.0360988350258777
"52",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"Fuel","Army","CARTER",0.0378824984683172,0.0328812724157225
"53",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"Fuel","Army","CARTER",0.0509125815673521,0.0331548357987131
"54",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"Fuel","Army","CARTER",0.0389379548363407,0.04257767829067
"55",2011-11-01,2011-12-31,"Q1",2012-09-30,0.0849315068493151,"Fuel","Army","KENDALL",0.0332848985892287,NA
"56",2011-12-01,2011-12-31,"Q1",2012-09-30,0.167123287671233,"Fuel","Army","KENDALL",0.0307544738132015,NA
"57",2012-01-01,2012-03-31,"Q2",2012-09-30,0.252054794520548,"Fuel","Army","KENDALL",0.0326942479353311,0.0322445401125871
"58",2012-02-01,2012-03-31,"Q2",2012-09-30,0.336986301369863,"Fuel","Army","KENDALL",0.00168695664710123,0.0217118927985446
"59",2012-03-01,2012-03-31,"Q2",2012-09-30,0.416438356164384,"Fuel","Army","KENDALL",0.107011210596231,0.0471308050595545
"60",2012-04-01,2012-06-30,"Q3",2012-09-30,0.501369863013699,"Fuel","Army","KENDALL",0.0495268766553393,0.0527416812995572
"61",2012-05-01,2012-06-30,"Q3",2012-09-30,0.583561643835616,"Fuel","Army","KENDALL",0.059150643579446,0.0718962436103388
"62",2012-06-01,2012-06-30,"Q3",2012-09-30,0.668493150684932,"Fuel","Army","KENDALL",0.043843953609309,0.0508404912813648
"63",2012-07-01,2012-09-30,"Q4",2012-09-30,0.750684931506849,"Fuel","Army","KENDALL",0.0463930998146432,0.0497958990011327
"64",2012-08-01,2012-09-30,"Q4",2012-09-30,0.835616438356164,"Fuel","Army","KENDALL",0.0318731857790135,0.0407034130676552
"65",2012-09-01,2012-09-30,"Q4",2012-09-30,0.920547945205479,"Fuel","Army","KENDALL",0.0376362096900422,0.0386341650945663
"66",2012-10-01,2012-12-31,"Q1",2013-09-30,1.0027397260274,"Fuel","Army","KENDALL",0.0356401686806134,0.0350498547165564
"67",2012-11-01,2012-12-31,"Q1",2013-09-30,1.08767123287671,"Fuel","Army","KENDALL",0.0425698534491723,0.0386154106066093
"68",2012-12-01,2012-12-31,"Q1",2013-09-30,1.16986301369863,"Fuel","Army","KENDALL",0.0337862664618666,0.0373320961972174
"69",2013-01-01,2013-03-31,"Q2",2013-09-30,1.25479452054795,"Fuel","Army","KENDALL",0.0335142042731797,0.0366234413947395
"70",2013-02-01,2013-03-31,"Q2",2013-09-30,1.33972602739726,"Fuel","Army","KENDALL",0.0458955997036661,0.0377320234795708
"71",2013-03-01,2013-03-31,"Q2",2013-09-30,1.41643835616438,"Fuel","Army","KENDALL",0.0486837263517823,0.042697843442876
"72",2013-04-01,2013-06-30,"Q3",2013-09-30,1.5013698630137,"Fuel","Army","KENDALL",0.0498667249949223,0.0481486836834569
"73",2013-05-01,2013-06-30,"Q3",2013-09-30,1.58356164383562,"Fuel","Army","KENDALL",0.049037977549609,0.0491961429654379
"74",2013-06-01,2013-06-30,"Q3",2013-09-30,1.66849315068493,"Fuel","Army","KENDALL",0.0316927243462984,0.0435324756302766
"75",2013-07-01,2013-09-30,"Q4",2013-09-30,1.75068493150685,"Fuel","Army","KENDALL",0.0290810647316949,0.0366039222092008
"76",2013-08-01,2013-09-30,"Q4",2013-09-30,1.83561643835616,"Fuel","Army","KENDALL",0.0094223505639281,0.0233987132139738
"77",2013-09-01,2013-09-30,"Q4",2013-09-30,1.92054794520548,"Fuel","Army","KENDALL",0.0663149332149893,0.0349394495035375
"78",2013-10-01,2013-12-31,"Q1",2014-09-30,2.0027397260274,"Fuel","Army","KENDALL",0.1006440147977,0.0587937661922058
"79",2013-11-01,2013-12-31,"Q1",2014-09-30,2.08767123287671,"Fuel","Army","KENDALL",0.0620514165058,0.0763367881728298
"80",2013-12-01,2013-12-31,"Q1",2014-09-30,2.16986301369863,"Fuel","Army","KENDALL",0.0248757865538,0.0625237392857667
"81",2014-01-01,2014-03-31,"Q2",2014-09-30,2.25479452054795,"Fuel","Army","KENDALL",0.078826963385,0.0552513888148667
"82",2014-02-01,2014-03-31,"Q2",2014-09-30,2.33972602739726,"Fuel","Army","KENDALL",0.023086740302,0.0422631634136
"83",2014-03-01,2014-03-31,"Q2",2014-09-30,2.41643835616438,"Fuel","Army","KENDALL",0.0553774233467,0.0524303756779
"84",2014-04-01,2014-06-30,"Q3",2014-09-30,2.5013698630137,"Fuel","Army","KENDALL",0.0443975124036,0.0409538920174333
"85",2014-05-01,2014-06-30,"Q3",2014-09-30,2.58356164383562,"Fuel","Army","KENDALL",0.0311335112901,0.0436361490134667
"86",2014-06-01,2014-06-30,"Q3",2014-09-30,2.66849315068493,"Fuel","Army","KENDALL",-0.00020444114,0.0251088608512333
"87",2014-07-01,2014-09-30,"Q4",2014-09-30,2.75068493150685,"Fuel","Army","KENDALL",0.022606139271,0.0178450698070333
"88",2014-08-01,2014-09-30,"Q4",2014-09-30,2.83561643835616,"Fuel","Army","KENDALL",-0.0022758296399,0.00670862283036667
"89",2014-09-01,2014-09-30,"Q4",2014-09-30,2.92054794520548,"Fuel","Army","KENDALL",-0.0168052484147,0.00117502040546667
"90",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"Fuel","Navy","YOUNG",0.00200883484815618,NA
"91",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"Fuel","Navy","YOUNG",0.00704595887201735,NA
"92",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"Fuel","Navy","YOUNG",0.00102201227765727,0.00335893533261027
"93",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"Fuel","Navy","YOUNG",0.00138647398047722,0.00315148171005061
"94",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"Fuel","Navy","YOUNG",0.000929062906724512,0.00111251638828633
"95",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"Fuel","Navy","YOUNG",0.000870318872017354,0.0010619519197397
"96",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"Fuel","Navy","YOUNG",0.00114563895878525,0.000981673579175705
"97",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"Fuel","Navy","YOUNG",0.00138783335140998,0.00113459706073753
"98",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"Fuel","Navy","YOUNG",0.00185454498915401,0.00146267243311641
"99",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"Fuel","Navy","YOUNG",0.00217895030368764,0.00180710954808388
"100",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"Fuel","Navy","YOUNG",0.0010218850867679,0.00168512679320318
"101",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"Fuel","Navy","YOUNG",0.000771028329718004,0.00132395457339118
"102",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"Fuel","Navy","YOUNG",0.00191710998051526,0.00123667446566705
"103",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"Fuel","Navy","YOUNG",0.00664223922927041,0.00311012584650122
"104",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"Fuel","Navy","YOUNG",0.00417861943061269,0.00424598954679945
"105",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"Fuel","Navy","YOUNG",0.000650218109980515,0.0038236922566212
"106",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"Fuel","Navy","YOUNG",0.000925425611604243,0.00191808771739915
"107",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"Fuel","Navy","YOUNG",-1.01827776575016e-05,0.000521820314642419
"108",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"Fuel","Navy","YOUNG",0.000145477830699286,0.000353573554882009
"109",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"Fuel","Navy","YOUNG",0.000334116042433427,0.000156470365158404
"110",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Fuel","Navy","YOUNG",0.000832488688027712,0.000437360853720141
"111",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"Fuel","Navy","YOUNG",1.93699935050877e-05,0.000395324907988742
"112",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"Fuel","Navy","YOUNG",-0.000394957663996536,0.000152300339178754
"113",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Fuel","Navy","YOUNG",0.000949103085083351,0.000191171804863968
"114",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"Fuel","Navy","CARTER",5.59167568737822e-05,NA
"115",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"Fuel","Navy","CARTER",0.000243053420653821,NA
"116",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"Fuel","Navy","CARTER",0.000369194208703183,0.000222721462076929
"117",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"Fuel","Navy","CARTER",0.00059882655336653,0.000403691394241178
"118",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"Fuel","Navy","CARTER",0.000746679519376489,0.000571566760482067
"119",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"Fuel","Navy","CARTER",0.000386084552933535,0.000577196875225518
"120",2009-10-01,2009-12-31,"Q1",2010-09-30,1,"Fuel","Navy","CARTER",0.00219462949293967,0.00110913118841656
"121",2009-11-01,2009-12-31,"Q1",2010-09-30,1.08493150684932,"Fuel","Navy","CARTER",0.00679486735130509,0.00312519379905943
"122",2009-12-01,2009-12-31,"Q1",2010-09-30,1.16712328767123,"Fuel","Navy","CARTER",0.00276293904578519,0.00391747863000998
"123",2010-01-01,2010-03-31,"Q2",2010-09-30,1.25205479452055,"Fuel","Navy","CARTER",0.000558913660676081,0.00337224001925546
"124",2010-02-01,2010-03-31,"Q2",2010-09-30,1.33698630136986,"Fuel","Navy","CARTER",0.000701580519897304,0.00134114440878619
"125",2010-03-01,2010-03-31,"Q2",2010-09-30,1.41369863013699,"Fuel","Navy","CARTER",0.00136383662815576,0.000874776936243047
"126",2010-04-01,2010-06-30,"Q3",2010-09-30,1.4986301369863,"Fuel","Navy","CARTER",0.00144945687847668,0.00117162467550991
"127",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"Fuel","Navy","CARTER",0.000688973833975182,0.00116742244686921
"128",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"Fuel","Navy","CARTER",0.00292211898801883,0.0016868499001569
"129",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"Fuel","Navy","CARTER",0.000955920560547711,0.00152233779418057
"130",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"Fuel","Navy","CARTER",0.000502483076593924,0.00146017420838682
"131",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"Fuel","Navy","CARTER",-0.000132673352588789,0.000441910094850948
"132",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"Fuel","Navy","CARTER",0.0100205101237935,0.00346343994926622
"133",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"Fuel","Navy","CARTER",0.00168356994334872,0.00385713557151782
"134",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"Fuel","Navy","CARTER",0.000584330077633235,0.00409613671492516
"135",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"Fuel","Navy","CARTER",0.000557306210658833,0.00094173541054693
"136",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"Fuel","Navy","CARTER",0.0012321908938313,0.000791275727374458
"137",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"Fuel","Navy","CARTER",0.00175368392782207,0.00118106034410407
"138",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"Fuel","Navy","CARTER",0.00251386512798993,0.0018332466498811
"139",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"Fuel","Navy","CARTER",0.000525941586235837,0.00159783021401595
"140",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"Fuel","Navy","CARTER",0.00111806513848091,0.00138595728423556
"141",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"Fuel","Navy","CARTER",0.00103762332144356,0.000893876682053434
"142",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"Fuel","Navy","CARTER",0.00323008424255141,0.00179525756749196
"143",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"Fuel","Navy","CARTER",0.00235453431598825,0.0022074139599944
"144",2011-11-01,2011-12-31,"Q1",2012-09-30,0.0849315068493151,"Fuel","Navy","KENDALL",0.00205073235506127,NA
"145",2011-12-01,2011-12-31,"Q1",2012-09-30,0.167123287671233,"Fuel","Navy","KENDALL",0.000433100494284832,NA
"146",2012-01-01,2012-03-31,"Q2",2012-09-30,0.252054794520548,"Fuel","Navy","KENDALL",0.000387552435382556,0.000957128428242886
"147",2012-02-01,2012-03-31,"Q2",2012-09-30,0.336986301369863,"Fuel","Navy","KENDALL",0.00177951779425394,0.000866723574640442
"148",2012-03-01,2012-03-31,"Q2",2012-09-30,0.416438356164384,"Fuel","Navy","KENDALL",0.00165515554525796,0.00127407525829815
"149",2012-04-01,2012-06-30,"Q3",2012-09-30,0.501369863013699,"Fuel","Navy","KENDALL",0.00198357758212337,0.00180608364054509
"150",2012-05-01,2012-06-30,"Q3",2012-09-30,0.583561643835616,"Fuel","Navy","KENDALL",0.000327580764081969,0.00132210463048776
"151",2012-06-01,2012-06-30,"Q3",2012-09-30,0.668493150684932,"Fuel","Navy","KENDALL",0.000647706611059623,0.000986288319088319
"152",2012-07-01,2012-09-30,"Q4",2012-09-30,0.750684931506849,"Fuel","Navy","KENDALL",0.000385589506744928,0.000453625627295507
"153",2012-08-01,2012-09-30,"Q4",2012-09-30,0.835616438356164,"Fuel","Navy","KENDALL",0.00027508172175883,0.000436125946521127
"154",2012-09-01,2012-09-30,"Q4",2012-09-30,0.920547945205479,"Fuel","Navy","KENDALL",0.000939858377098136,0.000533509868533965
"155",2012-10-01,2012-12-31,"Q1",2013-09-30,1.0027397260274,"Fuel","Navy","KENDALL",0.0130442395595613,0.00475305988613942
"156",2012-11-01,2012-12-31,"Q1",2013-09-30,1.08767123287671,"Fuel","Navy","KENDALL",0.0014848261722352,0.00515630803629821
"157",2012-12-01,2012-12-31,"Q1",2013-09-30,1.16986301369863,"Fuel","Navy","KENDALL",0.000604609112927795,0.00504455828157476
"158",2013-01-01,2013-03-31,"Q2",2013-09-30,1.25479452054795,"Fuel","Navy","KENDALL",0.00184789067898852,0.00131244198805051
"159",2013-02-01,2013-03-31,"Q2",2013-09-30,1.33972602739726,"Fuel","Navy","KENDALL",0.00117801902173251,0.00121017293788294
"160",2013-03-01,2013-03-31,"Q2",2013-09-30,1.41643835616438,"Fuel","Navy","KENDALL",0.00204250941606581,0.00168947303892895
"161",2013-04-01,2013-06-30,"Q3",2013-09-30,1.5013698630137,"Fuel","Navy","KENDALL",0.000348623632883112,0.00118971735689381
"162",2013-05-01,2013-06-30,"Q3",2013-09-30,1.58356164383562,"Fuel","Navy","KENDALL",0.00144401159307403,0.00127838154734098
"163",2013-06-01,2013-06-30,"Q3",2013-09-30,1.66849315068493,"Fuel","Navy","KENDALL",0.00131138199167259,0.00103467240587658
"164",2013-07-01,2013-09-30,"Q4",2013-09-30,1.75068493150685,"Fuel","Navy","KENDALL",0.000732539148573169,0.00116264424443993
"165",2013-08-01,2013-09-30,"Q4",2013-09-30,1.83561643835616,"Fuel","Navy","KENDALL",0.00240782000253884,0.00148391371426153
"166",2013-09-01,2013-09-30,"Q4",2013-09-30,1.92054794520548,"Fuel","Navy","KENDALL",0.00231018121732507,0.00181684678947903
"167",2013-10-01,2013-12-31,"Q1",2014-09-30,2.0027397260274,"Fuel","Navy","KENDALL",0.0085908358426,0.00443627902082131
"168",2013-11-01,2013-12-31,"Q1",2014-09-30,2.08767123287671,"Fuel","Navy","KENDALL",0.0009781678792,0.00395972831304169
"169",2013-12-01,2013-12-31,"Q1",2014-09-30,2.16986301369863,"Fuel","Navy","KENDALL",0.0012695375509,0.0036128470909
"170",2014-01-01,2014-03-31,"Q2",2014-09-30,2.25479452054795,"Fuel","Navy","KENDALL",0.0014990482203,0.00124891788346667
"171",2014-02-01,2014-03-31,"Q2",2014-09-30,2.33972602739726,"Fuel","Navy","KENDALL",0.0011808729928,0.00131648625466667
"172",2014-03-01,2014-03-31,"Q2",2014-09-30,2.41643835616438,"Fuel","Navy","KENDALL",0.0015162644491,0.00139872855406667
"173",2014-04-01,2014-06-30,"Q3",2014-09-30,2.5013698630137,"Fuel","Navy","KENDALL",0.0010866704316,0.00126126929116667
"174",2014-05-01,2014-06-30,"Q3",2014-09-30,2.58356164383562,"Fuel","Navy","KENDALL",0.0030502660046,0.0018844002951
"175",2014-06-01,2014-06-30,"Q3",2014-09-30,2.66849315068493,"Fuel","Navy","KENDALL",0.0028424536667,0.00232646336763333
"176",2014-07-01,2014-09-30,"Q4",2014-09-30,2.75068493150685,"Fuel","Navy","KENDALL",0.0013333957779,0.00240870514973333
"177",2014-08-01,2014-09-30,"Q4",2014-09-30,2.83561643835616,"Fuel","Navy","KENDALL",0.0031248786201,0.00243357602156667
"178",2014-09-01,2014-09-30,"Q4",2014-09-30,2.92054794520548,"Fuel","Navy","KENDALL",0.0003897565366,0.00161601031153333
"179",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"Fuel","Air Force","YOUNG",0.00163806507592191,NA
"180",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"Fuel","Air Force","YOUNG",0.000803561843817788,NA
"181",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"Fuel","Air Force","YOUNG",0.000876980401301518,0.00110620244034707
"182",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"Fuel","Air Force","YOUNG",0.00610010629067245,0.00259354951193059
"183",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"Fuel","Air Force","YOUNG",0.000654623785249458,0.00254390349240781
"184",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"Fuel","Air Force","YOUNG",0.000427989154013015,0.00239423974331164
"185",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"Fuel","Air Force","YOUNG",0.000727299349240781,0.000603304096167751
"186",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"Fuel","Air Force","YOUNG",0.000230180043383948,0.000461822848879248
"187",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"Fuel","Air Force","YOUNG",0.00234640065075922,0.00110129334779465
"188",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"Fuel","Air Force","YOUNG",0.0043413751626898,0.00230598528561099
"189",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"Fuel","Air Force","YOUNG",0.000375543177874187,0.0023544396637744
"190",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"Fuel","Air Force","YOUNG",0.00012261931670282,0.00161317921908894
"191",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"Fuel","Air Force","YOUNG",0.00138569310456809,0.000627951866381698
"192",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"Fuel","Air Force","YOUNG",0.00184399665512016,0.00111743635879702
"193",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"Fuel","Air Force","YOUNG",0.00104321977700801,0.00142430317889875
"194",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"Fuel","Air Force","YOUNG",0.00130207113011474,0.0013964291874143
"195",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"Fuel","Air Force","YOUNG",0.000400712524355921,0.000915334477159558
"196",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"Fuel","Air Force","YOUNG",0.00637354654687162,0.00269211006711409
"197",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"Fuel","Air Force","YOUNG",0.000334938060186187,0.00236973237713791
"198",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"Fuel","Air Force","YOUNG",-4.974361333622e-05,0.00221958033124053
"199",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Fuel","Air Force","YOUNG",-5.60160099588656e-05,7.6392812297034e-05
